Orthogroup	Colletotrichum_godetiae	Colletotrichum_karsti
OG0004549	XP_060427670.1	XP_038750935.1
OG0004550	XP_060427667.1	XP_038750915.1
OG0004551	XP_060427665.1	XP_038750914.1
OG0004552	XP_060427664.1	XP_038750910.1
OG0004553	XP_060427663.1	XP_038750909.1
OG0004554	XP_060427661.1	XP_038750908.1
OG0004555	XP_060427660.1	XP_038750907.1
OG0004556	XP_060427658.1	XP_038750906.1
OG0004557	XP_060427657.1	XP_038750905.1
OG0004558	XP_060427656.1	XP_038750881.1
OG0004559	XP_060427651.1	XP_038750888.1
OG0004560	XP_060427650.1	XP_038750890.1
OG0004561	XP_060427644.1	XP_038750896.1
OG0004562	XP_060427643.1	XP_038750897.1
OG0004563	XP_060427642.1	XP_038750898.1
OG0004564	XP_060427640.1	XP_038750899.1
OG0004565	XP_060427639.1	XP_038750900.1
OG0004566	XP_060427638.1	XP_038750886.1
OG0004567	XP_060427633.1	XP_038741467.1
OG0004568	XP_060427632.1	XP_038750880.1
OG0004569	XP_060427631.1	XP_038743637.1
OG0004570	XP_060427629.1	XP_038742256.1
OG0004571	XP_060427628.1	XP_038750876.1
OG0004573	XP_060427624.1	XP_038748100.1
OG0004574	XP_060427620.1	XP_038750870.1
OG0004575	XP_060427617.1	XP_038750873.1
OG0004576	XP_060425932.1	XP_038741684.1
OG0004577	XP_060425934.1	XP_038741683.1
OG0004578	XP_060425935.1	XP_038741682.1
OG0004579	XP_060425936.1	XP_038741681.1
OG0004580	XP_060425937.1	XP_038741680.1
OG0004581	XP_060425941.1	XP_038741679.1
OG0004582	XP_060425944.1	XP_038741678.1
OG0004583	XP_060425946.1	XP_038741677.1
OG0004584	XP_060425947.1	XP_038741676.1
OG0004585	XP_060425949.1	XP_038741673.1
OG0004586	XP_060425951.1	XP_038741672.1
OG0004587	XP_060425952.1	XP_038741671.1
OG0004588	XP_060425953.1	XP_038741670.1
OG0004589	XP_060425957.1	XP_038741669.1
OG0004590	XP_060425958.1	XP_038741668.1
OG0004591	XP_060425960.1	XP_038741667.1
OG0004592	XP_060425963.1	XP_038741666.1
OG0004593	XP_060425965.1	XP_038741697.1
OG0004594	XP_060425966.1	XP_038741698.1
OG0004595	XP_060425967.1	XP_038741644.1
OG0004596	XP_060425971.1	XP_038738978.1
OG0004597	XP_060425972.1	XP_038738979.1
OG0004598	XP_060425973.1	XP_038738980.1
OG0004599	XP_060425975.1	XP_038738982.1
OG0004600	XP_060425976.1	XP_038738983.1
OG0004601	XP_060425977.1	XP_038738984.1
OG0004602	XP_060425979.1	XP_038738985.1
OG0004603	XP_060425980.1	XP_038738986.1
OG0004604	XP_060425981.1	XP_038738987.1
OG0004605	XP_060425983.1	XP_038738989.1
OG0004606	XP_060425984.1	XP_038738990.1
OG0004607	XP_060425985.1	XP_038738991.1
OG0004608	XP_060425989.1	XP_038738992.1
OG0004609	XP_060425990.1	XP_038738993.1
OG0004610	XP_060425991.1	XP_038738994.1
OG0004611	XP_060425992.1	XP_038738995.1
OG0004612	XP_060425993.1	XP_038738996.1
OG0004613	XP_060425995.1	XP_038738998.1
OG0004614	XP_060435384.1	XP_038738686.1
OG0004615	XP_060435386.1	XP_038738689.1
OG0004616	XP_060435387.1	XP_038738690.1
OG0004617	XP_060435388.1	XP_038738691.1
OG0004618	XP_060435390.1	XP_038750863.1
OG0004619	XP_060435391.1	XP_038750862.1
OG0004620	XP_060435393.1	XP_038750861.1
OG0004621	XP_060435394.1	XP_038750860.1
OG0004622	XP_060435395.1	XP_038750859.1
OG0004623	XP_060435396.1	XP_038750858.1
OG0004624	XP_060435397.1	XP_038750857.1
OG0004625	XP_060435398.1	XP_038750856.1
OG0004626	XP_060435399.1	XP_038750855.1
OG0004627	XP_060435400.1	XP_038750854.1
OG0004628	XP_060435401.1	XP_038750853.1
OG0004629	XP_060435402.1	XP_038750852.1
OG0004630	XP_060435403.1	XP_038750851.1
OG0004631	XP_060435404.1	XP_038750850.1
OG0004632	XP_060435407.1	XP_038750847.1
OG0004634	XP_060430674.1	XP_038740344.1
OG0004635	XP_060430669.1	XP_038739151.1
OG0004636	XP_060430665.1	XP_038739152.1
OG0004637	XP_060430664.1	XP_038739153.1
OG0004638	XP_060430662.1	XP_038739154.1
OG0004639	XP_060430661.1	XP_038739150.1
OG0004640	XP_060430660.1	XP_038739149.1
OG0004641	XP_060430659.1	XP_038739148.1
OG0004642	XP_060430658.1	XP_038739147.1
OG0004643	XP_060430657.1	XP_038739146.1
OG0004644	XP_060430656.1	XP_038739145.1
OG0004645	XP_060430654.1	XP_038739142.1
OG0004646	XP_060430652.1	XP_038739141.1
OG0004647	XP_060430650.1	XP_038739139.1
OG0004648	XP_060430649.1	XP_038739131.1
OG0004649	XP_060430648.1	XP_038739136.1
OG0004650	XP_060430647.1	XP_038739137.1
OG0004651	XP_060430644.1	XP_038739133.1
OG0004652	XP_060430643.1	XP_038739135.1
OG0004653	XP_060430640.1	XP_038738844.1
OG0004654	XP_060430639.1	XP_038738845.1
OG0004655	XP_060430638.1	XP_038738846.1
OG0004656	XP_060430637.1	XP_038738847.1
OG0004657	XP_060430635.1	XP_038738848.1
OG0004658	XP_060430633.1	XP_038746440.1
OG0004659	XP_060430632.1	XP_038746439.1
OG0004660	XP_060430630.1	XP_038746437.1
OG0004661	XP_060430629.1	XP_038746431.1
OG0004662	XP_060430628.1	XP_038746430.1
OG0004663	XP_060430627.1	XP_038739118.1
OG0004664	XP_060430626.1	XP_038739117.1
OG0004665	XP_060430625.1	XP_038739116.1
OG0004666	XP_060430624.1	XP_038746435.1
OG0004667	XP_060430623.1	XP_038746434.1
OG0004668	XP_060430622.1	XP_038746433.1
OG0004669	XP_060430621.1	XP_038746432.1
OG0004670	XP_060430619.1	XP_038739127.1
OG0004671	XP_060430617.1	XP_038739125.1
OG0004672	XP_060430612.1	XP_038739122.1
OG0004673	XP_060430610.1	XP_038739121.1
OG0004674	XP_060430609.1	XP_038739120.1
OG0004675	XP_060430608.1	XP_038739119.1
OG0004676	XP_060430606.1	XP_038746436.1
OG0004678	XP_060430603.1	XP_038738843.1
OG0004679	XP_060430601.1	XP_038738842.1
OG0004680	XP_060430600.1	XP_038738841.1
OG0004681	XP_060430598.1	XP_038738839.1
OG0004682	XP_060430597.1	XP_038739134.1
OG0004683	XP_060430596.1	XP_038744733.1
OG0004684	XP_060430594.1	XP_038738836.1
OG0004685	XP_060430592.1	XP_038738833.1
OG0004686	XP_060430591.1	XP_038738832.1
OG0004687	XP_060430589.1	XP_038738830.1
OG0004688	XP_060430585.1	XP_038738829.1
OG0004689	XP_060430582.1	XP_038738725.1
OG0004690	XP_060430580.1	XP_038746428.1
OG0004691	XP_060430578.1	XP_038746427.1
OG0004692	XP_060430577.1	XP_038746426.1
OG0004693	XP_060430569.1	XP_038746420.1
OG0004694	XP_060430568.1	XP_038746419.1
OG0004695	XP_060430562.1	XP_038746412.1
OG0004696	XP_060430563.1	XP_038746413.1
OG0004697	XP_060430564.1	XP_038746414.1
OG0004698	XP_060430565.1	XP_038746415.1
OG0004699	XP_060430566.1	XP_038746416.1
OG0004700	XP_060430549.1	XP_038746401.1
OG0004701	XP_060425194.1	XP_038745982.1
OG0004702	XP_060425195.1	XP_038745983.1
OG0004703	XP_060425198.1	XP_038746020.1
OG0004704	XP_060425199.1	XP_038746019.1
OG0004705	XP_060425200.1	XP_038746018.1
OG0004706	XP_060425202.1	XP_038746012.1
OG0004707	XP_060425204.1	XP_038746011.1
OG0004708	XP_060425205.1	XP_038746010.1
OG0004709	XP_060425206.1	XP_038746009.1
OG0004710	XP_060425207.1	XP_038746008.1
OG0004711	XP_060425208.1	XP_038746007.1
OG0004712	XP_060425209.1	XP_038746006.1
OG0004713	XP_060425211.1	XP_038746004.1
OG0004714	XP_060425212.1	XP_038746003.1
OG0004715	XP_060425217.1	XP_038745997.1
OG0004716	XP_060425220.1	XP_038745999.1
OG0004717	XP_060425223.1	XP_038745987.1
OG0004718	XP_060425225.1	XP_038746023.1
OG0004719	XP_060425240.1	XP_038746033.1
OG0004720	XP_060425241.1	XP_038746032.1
OG0004721	XP_060425242.1	XP_038746031.1
OG0004722	XP_060425243.1	XP_038746035.1
OG0004723	XP_060425245.1	XP_038746037.1
OG0004724	XP_060425246.1	XP_038746036.1
OG0004725	XP_060425247.1	XP_038746038.1
OG0004726	XP_060425253.1	XP_038746050.1
OG0004727	XP_060422038.1	XP_038746049.1
OG0004728	XP_060422037.1	XP_038746046.1
OG0004729	XP_060422036.1	XP_038746047.1
OG0004730	XP_060422033.1	XP_038749955.1
OG0004731	XP_060422029.1	XP_038746056.1
OG0004732	XP_060422028.1	XP_038746057.1
OG0004733	XP_060422026.1	XP_038746061.1
OG0004734	XP_060422023.1	XP_038746064.1
OG0004735	XP_060422022.1	XP_038746065.1
OG0004736	XP_060422021.1	XP_038746066.1
OG0004737	XP_060422019.1	XP_038746068.1
OG0004738	XP_060422017.1	XP_038746069.1
OG0004739	XP_060422016.1	XP_038746072.1
OG0004740	XP_060422013.1	XP_038746073.1
OG0004741	XP_060422010.1	XP_038742833.1
OG0004742	XP_060432986.1	XP_038746079.1
OG0004743	XP_060432985.1	XP_038746080.1
OG0004744	XP_060422007.1	XP_038746083.1
OG0004745	XP_060422008.1	XP_038746084.1
OG0004746	XP_060432992.1	XP_038746089.1
OG0004747	XP_060432993.1	XP_038746090.1
OG0004749	XP_060432997.1	XP_038746093.1
OG0004750	XP_060432998.1	XP_038746095.1
OG0004751	XP_060432999.1	XP_038746096.1
OG0004752	XP_060433000.1	XP_038746099.1
OG0004753	XP_060433001.1	XP_038746100.1
OG0004754	XP_060433002.1	XP_038746101.1
OG0004755	XP_060433005.1	XP_038746102.1
OG0004756	XP_060433012.1	XP_038746104.1
OG0004757	XP_060433013.1	XP_038746105.1
OG0004759	XP_060433019.1	XP_038746106.1
OG0004760	XP_060433029.1	XP_038746113.1
OG0004761	XP_060433034.1	XP_038746110.1
OG0004762	XP_060433035.1	XP_038746121.1
OG0004763	XP_060433036.1	XP_038746122.1
OG0004764	XP_060433042.1	XP_038746127.1
OG0004765	XP_060433046.1	XP_038746134.1
OG0004766	XP_060433047.1	XP_038746135.1
OG0004767	XP_060433048.1	XP_038746136.1
OG0004768	XP_060433050.1	XP_038746138.1
OG0004769	XP_060433059.1	XP_038746141.1
OG0004770	XP_060433060.1	XP_038749532.1
OG0004771	XP_060433067.1	XP_038746146.1
OG0004772	XP_060433074.1	XP_038746151.1
OG0004773	XP_060433076.1	XP_038740829.1
OG0004774	XP_060433078.1	XP_038740830.1
OG0004775	XP_060433080.1	XP_038740831.1
OG0004776	XP_060433081.1	XP_038740832.1
OG0004777	XP_060433082.1	XP_038740833.1
OG0004778	XP_060433083.1	XP_038740834.1
OG0004779	XP_060433089.1	XP_038740840.1
OG0004780	XP_060433090.1	XP_038740841.1
OG0004781	XP_060433091.1	XP_038740842.1
OG0004782	XP_060433092.1	XP_038740843.1
OG0004783	XP_060433096.1	XP_038740855.1
OG0004784	XP_060433098.1	XP_038740864.1
OG0004785	XP_060433100.1	XP_038740865.1
OG0004786	XP_060433101.1	XP_038740863.1
OG0004787	XP_060433102.1	XP_038740862.1
OG0004788	XP_060433103.1	XP_038740861.1
OG0004789	XP_060433104.1	XP_038740869.1, XP_038740867.1
OG0004790	XP_060433108.1	XP_038740874.1
OG0004791	XP_060433110.1	XP_038740879.1
OG0004792	XP_060433112.1	XP_038740876.1
OG0004793	XP_060433113.1	XP_038740875.1
OG0004794	XP_060433115.1	XP_038746237.1
OG0004795	XP_060433121.1	XP_038740896.1
OG0004796	XP_060433122.1	XP_038740895.1
OG0004797	XP_060433123.1	XP_038740894.1
OG0004798	XP_060433124.1	XP_038740891.1
OG0004799	XP_060433125.1	XP_038740890.1
OG0004800	XP_060433126.1	XP_038740889.1
OG0004801	XP_060433127.1	XP_038740888.1
OG0004802	XP_060433129.1	XP_038740885.1
OG0004804	XP_060433134.1	XP_038740906.1
OG0004805	XP_060433135.1	XP_038740900.1
OG0004806	XP_060433136.1	XP_038740880.1
OG0004807	XP_060433139.1	XP_038740881.1
OG0004808	XP_060433148.1	XP_038749164.1
OG0004809	XP_060433152.1	XP_038749162.1
OG0004810	XP_060433154.1	XP_038749161.1
OG0004811	XP_060433158.1	XP_038749160.1
OG0004812	XP_060433159.1	XP_038749159.1
OG0004813	XP_060433160.1	XP_038749158.1
OG0004814	XP_060433161.1	XP_038749157.1
OG0004815	XP_060433162.1	XP_038749156.1
OG0004816	XP_060433164.1	XP_038749155.1
OG0004817	XP_060433165.1	XP_038749154.1
OG0004818	XP_060433166.1	XP_038749153.1
OG0004819	XP_060433167.1	XP_038749152.1
OG0004820	XP_060433168.1	XP_038749151.1
OG0004821	XP_060433174.1	XP_038749148.1
OG0004822	XP_060433177.1	XP_038749146.1
OG0004823	XP_060433180.1	XP_038749145.1
OG0004824	XP_060433181.1	XP_038749144.1
OG0004825	XP_060433182.1	XP_038749143.1
OG0004826	XP_060433184.1	XP_038749141.1
OG0004827	XP_060433187.1	XP_038749139.1
OG0004828	XP_060433190.1	XP_038749136.1
OG0004829	XP_060433188.1	XP_038749138.1
OG0004830	XP_060433191.1	XP_038749135.1
OG0004831	XP_060433192.1	XP_038749134.1
OG0004832	XP_060433193.1	XP_038749133.1
OG0004833	XP_060433194.1	XP_038749131.1
OG0004834	XP_060433198.1	XP_038749125.1
OG0004835	XP_060433199.1	XP_038749124.1
OG0004836	XP_060433202.1	XP_038743336.1
OG0004837	XP_060433204.1	XP_038743333.1
OG0004838	XP_060433205.1	XP_038738709.1, XP_038743332.1
OG0004839	XP_060433209.1	XP_038743327.1
OG0004840	XP_060433211.1	XP_038743325.1
OG0004841	XP_060433212.1	XP_038743324.1
OG0004842	XP_060433215.1	XP_038743323.1
OG0004843	XP_060433219.1	XP_038743357.1
OG0004844	XP_060433221.1	XP_038742331.1
OG0004845	XP_060433224.1	XP_038743262.1
OG0004846	XP_060433225.1	XP_038743263.1
OG0004847	XP_060433226.1	XP_038743390.1
OG0004848	XP_060433231.1	XP_038743350.1
OG0004849	XP_060433234.1	XP_038743391.1
OG0004850	XP_060433239.1	XP_038743348.1
OG0004851	XP_060433241.1	XP_038743345.1
OG0004852	XP_060433242.1	XP_038743346.1
OG0004853	XP_060433243.1	XP_038743347.1
OG0004854	XP_060433248.1	XP_038743339.1
OG0004855	XP_060433253.1	XP_038743282.1
OG0004856	XP_060433254.1	XP_038743281.1
OG0004857	XP_060433255.1	XP_038743280.1
OG0004858	XP_060433256.1	XP_038743279.1
OG0004859	XP_060433258.1	XP_038742056.1
OG0004860	XP_060433260.1	XP_038743286.1
OG0004861	XP_060433261.1	XP_038743288.1
OG0004862	XP_060433262.1	XP_038743294.1
OG0004863	XP_060433265.1	XP_038743292.1
OG0004864	XP_060433266.1	XP_038743291.1
OG0004865	XP_060433267.1	XP_038743290.1
OG0004866	XP_060433268.1	XP_038743289.1
OG0004867	XP_060433269.1	XP_038743295.1
OG0004868	XP_060433270.1	XP_038743296.1
OG0004869	XP_060433272.1	XP_038743308.1
OG0004870	XP_060433274.1	XP_038743274.1
OG0004871	XP_060433276.1	XP_038743273.1
OG0004872	XP_060433277.1	XP_038743271.1
OG0004873	XP_060433278.1	XP_038743382.1
OG0004874	XP_060433291.1	XP_038743393.1, XP_038750078.1
OG0004875	XP_060433293.1	XP_038743402.1
OG0004876	XP_060433295.1	XP_038743400.1
OG0004877	XP_060433296.1	XP_038743395.1
OG0004878	XP_060433297.1	XP_038743404.1
OG0004879	XP_060433299.1	XP_038743310.1
OG0004880	XP_060421732.1, XP_060433301.1	XP_038743313.1
OG0004881	XP_060433302.1	XP_038743314.1
OG0004883	XP_060433309.1	XP_038743315.1
OG0004884	XP_060433310.1	XP_038743316.1
OG0004885	XP_060433311.1	XP_038743318.1
OG0004886	XP_060433312.1	XP_038743319.1
OG0004887	XP_060433313.1	XP_038743369.1
OG0004888	XP_060433314.1	XP_038743368.1
OG0004889	XP_060433316.1	XP_038743366.1
OG0004890	XP_060433317.1	XP_038743408.1
OG0004891	XP_060433318.1	XP_038743365.1
OG0004892	XP_060433319.1	XP_038743362.1
OG0004893	XP_060433324.1	XP_038743423.1
OG0004894	XP_060433325.1	XP_038743415.1
OG0004895	XP_060433326.1	XP_038743416.1
OG0004896	XP_060433330.1	XP_038743420.1
OG0004897	XP_060433331.1	XP_038749905.1
OG0004898	XP_060433332.1	XP_038749904.1
OG0004899	XP_060433333.1	XP_038743414.1
OG0004900	XP_060433335.1	XP_038743411.1
OG0004901	XP_060433336.1	XP_038743410.1
OG0004902	XP_060433337.1	XP_038743409.1
OG0004903	XP_060433341.1	XP_038743413.1
OG0004904	XP_060433345.1	XP_038743376.1
OG0004906	XP_060433355.1	XP_038750916.1
OG0004907	XP_060433356.1	XP_038747305.1
OG0004908	XP_060433357.1	XP_038743426.1
OG0004909	XP_060433358.1	XP_038743427.1
OG0004910	XP_060433363.1	XP_038743431.1
OG0004912	XP_060433366.1	XP_038743433.1
OG0004913	XP_060433367.1	XP_038740027.1
OG0004914	XP_060424705.1	XP_038740028.1
OG0004915	XP_060424710.1	XP_038743449.1
OG0004916	XP_060424712.1	XP_038743451.1
OG0004917	XP_060424713.1	XP_038743434.1
OG0004918	XP_060424720.1	XP_038740022.1, XP_038746928.1
OG0004919	XP_060424721.1	XP_038740021.1
OG0004920	XP_060424722.1	XP_038740020.1
OG0004921	XP_060424726.1	XP_038743441.1
OG0004922	XP_060424727.1	XP_038743439.1
OG0004923	XP_060424728.1	XP_038743440.1
OG0004924	XP_060424730.1	XP_038743437.1
OG0004925	XP_060424732.1	XP_038743436.1
OG0004926	XP_060424733.1	XP_038739183.1
OG0004927	XP_060424736.1	XP_038740030.1
OG0004928	XP_060426989.1	XP_038745509.1
OG0004929	XP_060426990.1	XP_038745508.1
OG0004930	XP_060426991.1	XP_038745507.1
OG0004931	XP_060426992.1	XP_038745506.1
OG0004932	XP_060426993.1	XP_038745505.1
OG0004933	XP_060426994.1	XP_038745504.1
OG0004934	XP_060426995.1	XP_038745503.1
OG0004935	XP_060426996.1	XP_038745502.1
OG0004936	XP_060426998.1	XP_038745500.1
OG0004937	XP_060427001.1	XP_038745501.1
OG0004938	XP_060427009.1	XP_038745535.1
OG0004939	XP_060427006.1	XP_038745536.1
OG0004940	XP_060427005.1	XP_038745537.1
OG0004941	XP_060427003.1	XP_038745539.1
OG0004942	XP_060427002.1	XP_038745540.1
OG0004943	XP_060427010.1	XP_038745541.1
OG0004944	XP_060427011.1	XP_038745542.1
OG0004945	XP_060427012.1	XP_038745543.1
OG0004946	XP_060427013.1	XP_038745544.1
OG0004947	XP_060427014.1	XP_038745545.1
OG0004948	XP_060427017.1	XP_038745547.1
OG0004949	XP_060427018.1	XP_038745548.1
OG0004950	XP_060427020.1	XP_038745549.1
OG0004951	XP_060427022.1	XP_038745552.1
OG0004952	XP_060427023.1	XP_038745551.1
OG0004953	XP_060427025.1	XP_038745554.1
OG0004954	XP_060427027.1	XP_038745557.1
OG0004955	XP_060424880.1	XP_038745558.1
OG0004956	XP_060424883.1	XP_038745561.1
OG0004957	XP_060424884.1	XP_038745560.1
OG0004958	XP_060424887.1	XP_038745567.1
OG0004959	XP_060424890.1	XP_038745568.1
OG0004960	XP_060424893.1	XP_038745569.1
OG0004961	XP_060424894.1	XP_038745570.1
OG0004962	XP_060424896.1	XP_038745572.1
OG0004963	XP_060424902.1	XP_038745579.1
OG0004964	XP_060424906.1	XP_038745576.1
OG0004965	XP_060424907.1	XP_038745577.1
OG0004967	XP_060424909.1	XP_038745582.1
OG0004968	XP_060424912.1	XP_038745585.1
OG0004969	XP_060424913.1	XP_038745586.1
OG0004970	XP_060424914.1	XP_038745587.1
OG0004971	XP_060424915.1	XP_038745590.1
OG0004972	XP_060424919.1	XP_038745593.1
OG0004973	XP_060424921.1	XP_038745597.1
OG0004974	XP_060424922.1	XP_038743497.1
OG0004975	XP_060424926.1	XP_038745601.1
OG0004976	XP_060424928.1	XP_038745599.1
OG0004977	XP_060424929.1	XP_038745610.1
OG0004978	XP_060424931.1	XP_038745609.1
OG0004979	XP_060424932.1	XP_038745608.1
OG0004980	XP_060424933.1	XP_038745606.1
OG0004981	XP_060424934.1	XP_038745605.1
OG0004982	XP_060424936.1	XP_038745604.1
OG0004983	XP_060424937.1	XP_038745603.1
OG0004984	XP_060424943.1	XP_038745612.1
OG0004985	XP_060424944.1	XP_038742702.1
OG0004986	XP_060424949.1	XP_038747581.1
OG0004987	XP_060424951.1	XP_038747583.1
OG0004988	XP_060424953.1	XP_038747585.1
OG0004989	XP_060424954.1	XP_038747586.1
OG0004990	XP_060424955.1	XP_038747587.1
OG0004991	XP_060424957.1	XP_038747575.1
OG0004992	XP_060425192.1	XP_038745981.1
OG0004993	XP_060425190.1	XP_038745979.1
OG0004994	XP_060425188.1	XP_038745950.1
OG0004995	XP_060425184.1	XP_038745949.1
OG0004996	XP_060425183.1	XP_038745954.1
OG0004997	XP_060425182.1	XP_038745955.1
OG0004998	XP_060425180.1	XP_038745957.1
OG0004999	XP_060425177.1	XP_038745959.1
OG0005000	XP_060425176.1	XP_038745960.1
OG0005001	XP_060425175.1	XP_038745961.1
OG0005002	XP_060425174.1	XP_038745951.1
OG0005003	XP_060425171.1	XP_038745953.1
OG0005004	XP_060425169.1	XP_038745975.1
OG0005005	XP_060425167.1	XP_038745968.1
OG0005006	XP_060425166.1	XP_038745962.1
OG0005007	XP_060425165.1	XP_038745963.1
OG0005008	XP_060425164.1	XP_038745964.1
OG0005009	XP_060425162.1	XP_038745965.1
OG0005010	XP_060425161.1	XP_038745966.1
OG0005011	XP_060425159.1	XP_038745969.1
OG0005012	XP_060432094.1	XP_038745970.1
OG0005013	XP_060432091.1	XP_038745972.1
OG0005014	XP_060432090.1	XP_038745973.1
OG0005015	XP_060432088.1	XP_038745974.1
OG0005016	XP_060432086.1	XP_038745947.1
OG0005017	XP_060432085.1	XP_038745946.1
OG0005018	XP_060432084.1	XP_038745945.1
OG0005019	XP_060432083.1	XP_038745944.1
OG0005020	XP_060432082.1	XP_038745943.1
OG0005021	XP_060432081.1	XP_038745942.1
OG0005022	XP_060432080.1	XP_038745941.1
OG0005023	XP_060432079.1	XP_038745940.1
OG0005024	XP_060432078.1	XP_038745934.1
OG0005025	XP_060432077.1	XP_038745935.1
OG0005026	XP_060432075.1	XP_038745936.1
OG0005027	XP_060432073.1	XP_038745937.1
OG0005028	XP_060432072.1	XP_038745938.1
OG0005029	XP_060432071.1	XP_038745939.1
OG0005030	XP_060432062.1	XP_038745932.1
OG0005031	XP_060432061.1	XP_038745931.1
OG0005032	XP_060432060.1	XP_038745930.1
OG0005033	XP_060432058.1	XP_038745928.1
OG0005034	XP_060432057.1	XP_038745927.1
OG0005035	XP_060432056.1	XP_038745926.1
OG0005036	XP_060432055.1	XP_038745925.1
OG0005037	XP_060432054.1	XP_038745924.1
OG0005038	XP_060432053.1	XP_038745923.1
OG0005039	XP_060432051.1	XP_038745915.1
OG0005040	XP_060432049.1	XP_038745914.1
OG0005041	XP_060432043.1	XP_038745912.1
OG0005042	XP_060432041.1	XP_038745916.1
OG0005043	XP_060432040.1	XP_038745917.1
OG0005044	XP_060432039.1	XP_038745918.1
OG0005045	XP_060432038.1	XP_038745919.1
OG0005046	XP_060432037.1	XP_038745920.1
OG0005047	XP_060432036.1	XP_038745921.1
OG0005048	XP_060432035.1	XP_038745911.1
OG0005049	XP_060432033.1	XP_038745910.1
OG0005050	XP_060432032.1	XP_038745909.1
OG0005051	XP_060432030.1	XP_038745904.1
OG0005052	XP_060432029.1	XP_038745905.1
OG0005053	XP_060432024.1	XP_038745901.1
OG0005054	XP_060432022.1	XP_038745900.1
OG0005055	XP_060432021.1	XP_038745899.1
OG0005056	XP_060432020.1	XP_038745898.1
OG0005057	XP_060432019.1	XP_038745897.1
OG0005058	XP_060432018.1	XP_038745892.1
OG0005059	XP_060432015.1	XP_038745895.1
OG0005060	XP_060432017.1	XP_038745893.1
OG0005061	XP_060432007.1	XP_038739499.1
OG0005062	XP_060432006.1	XP_038739500.1
OG0005063	XP_060432001.1	XP_038739503.1
OG0005064	XP_060432000.1	XP_038739504.1
OG0005065	XP_060431998.1	XP_038739505.1
OG0005066	XP_060431995.1	XP_038739508.1
OG0005067	XP_060431994.1	XP_038739507.1
OG0005068	XP_060431993.1	XP_038739506.1
OG0005069	XP_060431992.1	XP_038745891.1
OG0005070	XP_060431990.1	XP_038745890.1
OG0005071	XP_060431988.1	XP_038745888.1
OG0005072	XP_060431986.1	XP_038745887.1
OG0005073	XP_060431984.1	XP_038745886.1
OG0005074	XP_060431983.1	XP_038745885.1
OG0005075	XP_060431982.1	XP_038745884.1
OG0005076	XP_060431981.1	XP_038745883.1
OG0005077	XP_060431979.1	XP_038745881.1
OG0005080	XP_060428303.1	XP_038739947.1
OG0005081	XP_060428305.1	XP_038739948.1
OG0005082	XP_060428306.1	XP_038739949.1
OG0005083	XP_060428309.1	XP_038739950.1
OG0005084	XP_060428314.1	XP_038739953.1
OG0005085	XP_060428315.1	XP_038739954.1
OG0005086	XP_060428318.1	XP_038739956.1
OG0005087	XP_060428320.1	XP_038739957.1
OG0005088	XP_060428321.1	XP_038739958.1
OG0005089	XP_060428322.1	XP_038739959.1
OG0005090	XP_060428326.1	XP_038739962.1
OG0005091	XP_060428327.1	XP_038739963.1
OG0005092	XP_060428329.1	XP_038739964.1
OG0005093	XP_060428330.1	XP_038739965.1
OG0005094	XP_060428331.1	XP_038739966.1
OG0005095	XP_060428332.1	XP_038739967.1
OG0005096	XP_060428333.1	XP_038739969.1
OG0005097	XP_060428335.1	XP_038739970.1
OG0005098	XP_060428336.1	XP_038739971.1
OG0005099	XP_060428337.1	XP_038739972.1
OG0005100	XP_060428339.1	XP_038739973.1
OG0005101	XP_060428342.1	XP_038739974.1
OG0005102	XP_060428344.1	XP_038739975.1
OG0005103	XP_060428345.1	XP_038739976.1
OG0005104	XP_060428346.1	XP_038739977.1
OG0005105	XP_060428348.1	XP_038739978.1
OG0005106	XP_060428349.1	XP_038739979.1
OG0005107	XP_060428350.1	XP_038739980.1
OG0005108	XP_060428351.1	XP_038739981.1
OG0005109	XP_060428353.1	XP_038739983.1
OG0005110	XP_060428357.1	XP_038739986.1
OG0005111	XP_060428358.1	XP_038739987.1
OG0005112	XP_060428361.1	XP_038739988.1
OG0005113	XP_060428362.1	XP_038739989.1
OG0005114	XP_060428363.1	XP_038739990.1
OG0005115	XP_060428365.1	XP_038739991.1
OG0005116	XP_060428366.1	XP_038739992.1
OG0005117	XP_060428367.1	XP_038739993.1
OG0005118	XP_060428370.1	XP_038739994.1
OG0005119	XP_060428371.1	XP_038739995.1
OG0005121	XP_060428381.1	XP_038747267.1
OG0005122	XP_060428382.1	XP_038747268.1
OG0005123	XP_060428383.1	XP_038747269.1
OG0005124	XP_060428385.1	XP_038747271.1
OG0005125	XP_060428386.1	XP_038747272.1
OG0005126	XP_060428387.1	XP_038747273.1
OG0005127	XP_060428388.1	XP_038747274.1
OG0005128	XP_060428389.1	XP_038747275.1
OG0005129	XP_060428390.1	XP_038747276.1
OG0005130	XP_060428391.1	XP_038747277.1
OG0005131	XP_060428392.1	XP_038747278.1
OG0005132	XP_060428393.1	XP_038747279.1
OG0005133	XP_060428394.1	XP_038747280.1
OG0005134	XP_060428395.1	XP_038747281.1
OG0005135	XP_060428396.1	XP_038747282.1
OG0005136	XP_060428398.1	XP_038747285.1
OG0005137	XP_060428399.1	XP_038747286.1
OG0005138	XP_060428401.1	XP_038747287.1
OG0005139	XP_060428402.1	XP_038747288.1
OG0005140	XP_060428403.1	XP_038747289.1
OG0005141	XP_060428404.1	XP_038747290.1
