Orthogroup	Colletotrichum_godetiae	Colletotrichum_fructicola
OG0005714	XP_060424006.1	XP_031892988.1
OG0005715	XP_060424007.1	XP_031892987.1
OG0005716	XP_060424009.1	XP_031892984.1
OG0005717	XP_060424011.1	XP_031892991.1
OG0005718	XP_060424012.1	XP_066008944.1
OG0005719	XP_060424013.1	XP_031893337.1
OG0005720	XP_060424014.1	XP_031893338.1
OG0005721	XP_060424015.1	XP_066008943.1
OG0005722	XP_060424018.1	XP_031893333.1
OG0005723	XP_060424019.1	XP_031893334.1
OG0005724	XP_060424020.1	XP_066008942.1
OG0005725	XP_060424021.1	XP_031893336.1
OG0005726	XP_060424022.1	XP_031893341.1
OG0005727	XP_060424023.1	XP_031892970.1
OG0005728	XP_060424025.1	XP_031892968.1
OG0005729	XP_060424026.1	XP_031892969.2
OG0005730	XP_060424027.1	XP_066009143.1
OG0005731	XP_060424028.1	XP_031892967.1
OG0005732	XP_060424029.1	XP_031892964.1
OG0005733	XP_060424036.1	XP_031893290.1
OG0005734	XP_060424038.1	XP_066008901.1
OG0005735	XP_060432375.1	XP_066007299.1
OG0005736	XP_060432376.1	XP_066007298.1
OG0005737	XP_060432377.1	XP_031882343.1
OG0005738	XP_060432379.1	XP_031882400.1
OG0005739	XP_060432380.1	XP_031882399.1
OG0005740	XP_060432381.1	XP_031882402.1
OG0005741	XP_060432386.1	XP_031882406.2
OG0005742	XP_060432388.1	XP_066007257.1
OG0005743	XP_060432389.1	XP_031882345.1
OG0005744	XP_060432390.1	XP_031882346.1
OG0005745	XP_060432394.1	XP_031882349.1
OG0005746	XP_060432395.1	XP_031882350.1
OG0005747	XP_060432396.1	XP_031882351.1
OG0005748	XP_060432402.1	XP_066007179.1
OG0005749	XP_060432404.1	XP_031882439.1
OG0005750	XP_060432411.1	XP_031882427.1
OG0005751	XP_060432412.1	XP_031882426.1
OG0005752	XP_060432413.1	XP_031882423.1
OG0005753	XP_060432414.1	XP_031882422.1
OG0005754	XP_060432415.1	XP_031882425.1
OG0005755	XP_060432416.1	XP_031882424.1
OG0005756	XP_060432417.1	XP_031882419.1
OG0005757	XP_060432419.1	XP_031882418.1
OG0005758	XP_060432420.1	XP_031882421.1
OG0005759	XP_060432421.1	XP_031882420.1
OG0005760	XP_060432422.1	XP_031882461.1
OG0005761	XP_060432424.1	XP_031882487.1
OG0005762	XP_060432425.1	XP_066007291.1
OG0005763	XP_060432427.1	XP_031882522.1
OG0005764	XP_060432429.1	XP_031882518.1
OG0005765	XP_060432430.1	XP_031882519.1
OG0005766	XP_060432431.1	XP_031882449.1
OG0005767	XP_060432432.1	XP_031882377.1
OG0005768	XP_060432433.1	XP_031882372.1
OG0005769	XP_060432435.1	XP_031882374.1
OG0005770	XP_060432436.1	XP_031882375.1
OG0005771	XP_060432437.1	XP_031882376.1
OG0005772	XP_060432438.1	XP_031882371.1
OG0005773	XP_060432439.1	XP_031882370.1
OG0005774	XP_060432440.1	XP_031882448.2
OG0005775	XP_060432441.1	XP_031882478.1
OG0005776	XP_060432443.1	XP_031882481.1
OG0005777	XP_060432444.1	XP_031882482.1
OG0005778	XP_060432446.1	XP_066007324.1
OG0005779	XP_060432447.1	XP_031882484.1
OG0005780	XP_060432448.1	XP_031882486.1
OG0005781	XP_060432451.1	XP_031882367.1
OG0005782	XP_060432452.1	XP_031882360.1
OG0005783	XP_060432454.1	XP_031882359.1
OG0005784	XP_060432455.1	XP_031882362.1
OG0005785	XP_060432456.1	XP_031882361.1
OG0005786	XP_060432457.1	XP_031882364.1
OG0005787	XP_060432461.1	XP_031882365.1
OG0005788	XP_060432463.1	XP_031882431.1
OG0005789	XP_060432464.1	XP_031882465.1
OG0005790	XP_060432465.1	XP_031882466.1
OG0005791	XP_060432466.1	XP_031882463.1
OG0005792	XP_060432467.1	XP_031882464.1
OG0005793	XP_060432468.1	XP_031882469.2
OG0005794	XP_060432471.1	XP_031882468.1
OG0005795	XP_060432472.1	XP_031882398.1
OG0005796	XP_060432473.1	XP_031882397.1
OG0005797	XP_060432474.1	XP_031882392.2
OG0005798	XP_060432475.1	XP_031882390.1
OG0005799	XP_060432476.1	XP_031882396.1
OG0005800	XP_060432478.1	XP_031882395.1
OG0005801	XP_060432479.1	XP_031882394.1
OG0005802	XP_060432480.1	XP_031882341.1
OG0005803	XP_060432483.1	XP_031882505.1
OG0005804	XP_060432484.1	XP_031882500.1
OG0005805	XP_060432485.1	XP_031882501.1
OG0005806	XP_060432488.1	XP_031882503.1
OG0005807	XP_060432490.1	XP_066007338.1
OG0005808	XP_060432492.1	XP_031882386.1
OG0005809	XP_060432495.1	XP_031882380.1
OG0005810	XP_060432496.1	XP_031882499.1
OG0005811	XP_060432498.1	XP_031882497.1
OG0005812	XP_060432499.1	XP_031882496.1
OG0005813	XP_060432501.1	XP_031882382.1
OG0005814	XP_060432515.1	XP_031882509.1
OG0005815	XP_060432514.1	XP_031882510.1
OG0005816	XP_060432513.1	XP_031882511.1
OG0005817	XP_060432512.1	XP_066007142.1
OG0005818	XP_060432507.1	XP_031882490.1
OG0005819	XP_060432504.1	XP_031882489.1
OG0005820	XP_060432502.1	XP_031882491.1
OG0005821	XP_060432516.1	XP_031882493.1
OG0005822	XP_060432517.1	XP_031882492.1
OG0005823	XP_060432518.1	XP_031882495.1
OG0005824	XP_060432521.1	XP_031882494.1
OG0005825	XP_060432523.1	XP_031882517.1
OG0005826	XP_060432524.1	XP_031882488.1
OG0005827	XP_060432525.1	XP_031882383.1
OG0005828	XP_060432526.1	XP_031882384.1
OG0005829	XP_060432529.1	XP_031882443.1
OG0005830	XP_060432531.1	XP_031882413.1
OG0005831	XP_060432533.1	XP_031882411.1
OG0005832	XP_060432534.1	XP_031882410.1
OG0005833	XP_060432539.1	XP_031882415.1
OG0005834	XP_060432542.1	XP_031882414.1
OG0005835	XP_060432543.1	XP_066007097.1
OG0005836	XP_060432544.1	XP_031882512.1
OG0005837	XP_060432545.1	XP_031882408.1
OG0005838	XP_060432547.1	XP_031882455.1
OG0005839	XP_060432550.1	XP_031882451.1
OG0005840	XP_060432553.1	XP_031882516.1
OG0005841	XP_060432554.1	XP_031882452.1
OG0005842	XP_060432555.1	XP_031882389.1
OG0005843	XP_060432557.1	XP_031882442.1
OG0005844	XP_060432558.1	XP_031882475.1
OG0005845	XP_060432560.1	XP_031882476.1
OG0005846	XP_060432561.1	XP_031882354.1
OG0005847	XP_060432563.1	XP_031887345.1
OG0005848	XP_060432567.1	XP_031887180.1
OG0005849	XP_060432570.1	XP_031887179.1
OG0005850	XP_060432573.1	XP_066007143.1
OG0005851	XP_060432574.1	XP_031887175.1
OG0005852	XP_060432575.1	XP_031887333.1
OG0005853	XP_060432576.1	XP_031887172.1
OG0005854	XP_060432577.1	XP_031887331.1
OG0005855	XP_060432586.1	XP_031887186.1
OG0005856	XP_060435954.1	XP_031887342.1
OG0005857	XP_060435955.1	XP_031887337.1
OG0005858	XP_060435956.1	XP_031887194.1
OG0005859	XP_060435960.1	XP_066007232.1
OG0005860	XP_060435961.1	XP_031887198.1
OG0005861	XP_060435962.1	XP_031887200.1
OG0005862	XP_060435964.1	XP_066007177.1
OG0005863	XP_060435969.1	XP_031887347.1
OG0005864	XP_060435971.1	XP_031887353.1
OG0005865	XP_060435973.1	XP_031887351.1
OG0005866	XP_060435974.1	XP_031887352.1
OG0005867	XP_060435976.1, XP_060430698.1	XP_066008600.1
OG0005868	XP_060435978.1	XP_031887214.1
OG0005869	XP_060435980.1	XP_031887212.1
OG0005870	XP_060435981.1	XP_031887211.1
OG0005871	XP_060435982.1	XP_031887210.1
OG0005872	XP_060435983.1	XP_031887209.2
OG0005873	XP_060435986.1	XP_031887208.1
OG0005874	XP_060435987.1	XP_031887207.1
OG0005875	XP_060435988.1	XP_031887206.1
OG0005876	XP_060435992.1	XP_031887367.1
OG0005877	XP_060435994.1	XP_031887375.1
OG0005878	XP_060435995.1	XP_031887373.1
OG0005879	XP_060435996.1	XP_066007288.1
OG0005880	XP_060435998.1	XP_031887371.2
OG0005881	XP_060435999.1	XP_031887370.1
OG0005882	XP_060436002.1	XP_031887292.1
OG0005883	XP_060436004.1	XP_066007289.1
OG0005884	XP_060436005.1	XP_031887433.1
OG0005885	XP_060436008.1	XP_066007296.1
OG0005886	XP_060436010.1	XP_031887431.2
OG0005887	XP_060436021.1	XP_031887290.1
OG0005888	XP_060436247.1	XP_031887285.1
OG0005889	XP_060436246.1	XP_031887293.1
OG0005890	XP_060436242.1	XP_031887216.1
OG0005891	XP_060436240.1	XP_031887218.1
OG0005892	XP_060436239.1	XP_031887217.1
OG0005893	XP_060436236.1	XP_031887363.1
OG0005894	XP_060436235.1	XP_031887358.1
OG0005895	XP_060436234.1	XP_031887357.1
OG0005896	XP_060436233.1	XP_031887360.1
OG0005897	XP_060436230.1	XP_031887365.1
OG0005898	XP_060436229.1	XP_031887231.1
OG0005899	XP_060436228.1	XP_066007242.1
OG0005900	XP_060436227.1	XP_031887232.1
OG0005901	XP_060436225.1	XP_031887229.1
OG0005902	XP_060436224.1	XP_031887390.1
OG0005903	XP_060436222.1	XP_031887252.1
OG0005904	XP_060436215.1	XP_031887250.2
OG0005905	XP_060436213.1	XP_031887249.1
OG0005906	XP_060436212.1	XP_031887247.1
OG0005907	XP_060436210.1	XP_031887394.1
OG0005908	XP_060436208.1	XP_031887396.1
OG0005909	XP_060436207.1	XP_031887389.1
OG0005910	XP_060436206.1	XP_031887388.1
OG0005911	XP_060436204.1	XP_031887245.1
OG0005912	XP_060436201.1	XP_031887400.1
OG0005913	XP_060436197.1	XP_031887415.1
OG0005914	XP_060436196.1	XP_031887399.1
OG0005915	XP_060436195.1	XP_031887398.1
OG0005916	XP_060436194.1	XP_031887403.1
OG0005917	XP_060436193.1	XP_031887418.1
OG0005918	XP_060436191.1	XP_031887263.1
OG0005919	XP_060436189.1	XP_031887261.1
OG0005920	XP_060436185.1	XP_031887257.1
OG0005921	XP_060436184.1	XP_066009188.1
OG0005922	XP_060436183.1	XP_031887255.1
OG0005923	XP_060436182.1	XP_031887256.1
OG0005924	XP_060436180.1	XP_031887411.1
OG0005925	XP_060436179.1	XP_031887414.1
OG0005926	XP_060436178.1	XP_031887413.1
OG0005927	XP_060436177.1	XP_031887408.1
OG0005928	XP_060436176.1	XP_031887407.1
OG0005929	XP_060436172.1	XP_031887406.1
OG0005930	XP_060436169.1	XP_031887163.1
OG0005931	XP_060436168.1	XP_031887311.1
OG0005932	XP_060436167.1	XP_031887312.1
OG0005933	XP_060436166.1	XP_031887313.1
OG0005934	XP_060436165.1	XP_031887314.1
OG0005935	XP_060436164.1	XP_031887316.1
OG0005936	XP_060436163.1	XP_066008995.1
OG0005937	XP_060436162.1	XP_066008996.1
OG0005938	XP_060436161.1	XP_031887319.1
OG0005939	XP_060436160.1	XP_031887165.1
OG0005940	XP_060436158.1	XP_031887167.1
OG0005941	XP_060436156.1	XP_031887169.1
OG0005942	XP_060436155.1	XP_031887161.2
OG0005943	XP_060436152.1	XP_031887305.1
OG0005944	XP_060436151.1	XP_031887162.1
OG0005945	XP_060436148.1	XP_031887307.1
OG0005946	XP_060436146.1	XP_031887201.1
OG0005947	XP_060436145.1	XP_031887304.1
OG0005948	XP_060436144.1	XP_031887149.1
OG0005949	XP_060436141.1	XP_031887203.1
OG0005950	XP_060436140.1	XP_031887204.1
OG0005951	XP_060436139.1	XP_031887308.1
OG0005952	XP_060436138.1	XP_031887309.1
OG0005953	XP_060436136.1	XP_031887147.1
OG0005954	XP_060436134.1	XP_031887148.1
OG0005955	XP_060436133.1	XP_031887153.1
OG0005956	XP_060436132.1	XP_031887154.1
OG0005957	XP_060436131.1	XP_031887151.1
OG0005958	XP_060436130.1	XP_031887152.2
OG0005959	XP_060436128.1	XP_031887300.1
OG0005960	XP_060436127.1	XP_031887299.1
OG0005961	XP_060436126.1	XP_031887298.1
OG0005962	XP_060436125.1	XP_031887297.1
OG0005963	XP_060436124.1	XP_031887276.2
OG0005964	XP_060436123.1	XP_031887277.1
OG0005965	XP_060436122.1	XP_031887282.1
OG0005966	XP_060436121.1	XP_031887280.1
OG0005967	XP_060436119.1	XP_031887281.1
OG0005968	XP_060436118.1	XP_031887160.1
OG0005969	XP_060433432.1	XP_031879461.2
OG0005970	XP_060433427.1	XP_031879508.1
OG0005971	XP_060433426.1	XP_031879506.1
OG0005972	XP_060433424.1	XP_031879459.1
OG0005973	XP_060433423.1	XP_031879458.1
OG0005974	XP_060433422.1	XP_031879505.1
OG0005975	XP_060433421.1	XP_066008476.1
OG0005976	XP_060433383.1	XP_031879456.1
OG0005977	XP_060433385.1	XP_066008488.1
OG0005978	XP_060433386.1	XP_031879514.1
OG0005979	XP_060433389.1	XP_031879440.1
OG0005980	XP_060433390.1	XP_031879441.1
OG0005981	XP_060433391.1	XP_031879438.2
OG0005982	XP_060433392.1	XP_031879439.1
OG0005983	XP_060433393.1	XP_031879444.1
OG0005984	XP_060433394.1	XP_031879445.1
OG0005985	XP_060433395.1	XP_031879442.1
OG0005986	XP_060433396.1	XP_031879428.1
OG0005987	XP_060433398.1	XP_031879420.1
OG0005988	XP_060433399.1	XP_031879421.1
OG0005989	XP_060433402.1	XP_031879419.1
OG0005990	XP_060433404.1	XP_031879417.1
OG0005991	XP_060433405.1	XP_031879426.1
OG0005992	XP_060433406.1	XP_031879466.1
OG0005993	XP_060433408.1	XP_031879415.2
OG0005994	XP_060433411.1	XP_031879477.1
OG0005995	XP_060433412.1	XP_031879463.1
OG0005996	XP_060433413.1	XP_031879478.1
OG0005997	XP_060433382.1	XP_031879499.1
OG0005999	XP_060433369.1	XP_031879487.1
OG0006000	XP_060424268.1	XP_031881190.1
OG0006001	XP_060426495.1	XP_031881282.1
OG0006002	XP_060426494.1	XP_031881281.1
OG0006003	XP_060426490.1	XP_031881317.1
OG0006004	XP_060426489.1	XP_031881198.2
OG0006005	XP_060426484.1	XP_031881315.1
OG0006006	XP_060426483.1	XP_031881251.1
OG0006007	XP_060426482.1	XP_031881313.1
OG0006008	XP_060426478.1	XP_031881292.1
OG0006009	XP_060426476.1	XP_031881213.1
OG0006010	XP_060426475.1	XP_031881297.1
OG0006011	XP_060426473.1	XP_031881207.1
OG0006012	XP_060426471.1	XP_031881205.1
OG0006013	XP_060426470.1	XP_031881299.1
OG0006014	XP_060426469.1	XP_031881301.1
OG0006015	XP_060426468.1	XP_031881188.1
OG0006016	XP_060426465.1	XP_031881209.1
OG0006017	XP_060426464.1	XP_031881240.1
OG0006018	XP_060426462.1	XP_031881306.2
OG0006019	XP_060426461.1	XP_031881241.1
OG0006020	XP_060426460.1	XP_031881239.1
OG0006021	XP_060426458.1	XP_031881305.1
OG0006022	XP_060426457.1	XP_031881304.1
OG0006023	XP_060426456.1	XP_031881302.1
OG0006024	XP_060426455.1	XP_031881155.1
OG0006025	XP_060426452.1	XP_031881221.1
OG0006026	XP_060426448.1	XP_031881215.1
OG0006027	XP_060426447.1	XP_031881220.1
OG0006028	XP_060426445.1	XP_031881249.1
OG0006029	XP_060426444.1	XP_031881276.1
OG0006030	XP_060426443.1	XP_031881247.1
OG0006031	XP_060426442.1	XP_066008429.1
OG0006032	XP_060426441.1	XP_031881245.1
OG0006033	XP_060426439.1	XP_031881246.1
OG0006034	XP_060426437.1	XP_031881307.1
OG0006035	XP_060426434.1	XP_031881242.1
OG0006036	XP_060426433.1	XP_031881243.1
OG0006037	XP_060426432.1	XP_031881326.2
OG0006038	XP_060426431.1	XP_031881236.2
OG0006039	XP_060426430.1	XP_031881327.1
OG0006040	XP_060426429.1	XP_031881323.2
OG0006041	XP_060426428.1	XP_031881322.1
OG0006042	XP_060426426.1	XP_031881324.1
OG0006043	XP_060426425.1	XP_031881321.1
OG0006044	XP_060426424.1	XP_031881316.1
OG0006045	XP_060426423.1	XP_031881252.1
OG0006046	XP_060426422.1	XP_031881151.1
OG0006047	XP_060426421.1	XP_031881253.1
OG0006048	XP_060426418.1	XP_031881254.2
OG0006049	XP_060426417.1	XP_031881255.1
OG0006050	XP_060426416.1	XP_031881152.1
OG0006051	XP_060426415.1	XP_031881154.1
OG0006052	XP_060426414.1	XP_031881149.1
OG0006053	XP_060426409.1	XP_066008522.1
OG0006054	XP_060426408.1	XP_031881160.1
OG0006055	XP_060426406.1	XP_031881258.1
OG0006056	XP_060426405.1	XP_031881283.1
OG0006057	XP_060426404.1	XP_031881257.1
OG0006058	XP_060426403.1	XP_031881157.2
OG0006059	XP_060426402.1	XP_031881222.1
OG0006060	XP_060426401.1	XP_031881259.1
OG0006061	XP_060426400.1	XP_031881260.1
OG0006062	XP_060426396.1	XP_031881164.1
OG0006063	XP_060426395.1	XP_031881150.1
OG0006064	XP_060426394.1	XP_031881273.1
OG0006065	XP_060426393.1	XP_031881272.1
OG0006066	XP_060426390.1	XP_031881177.1
OG0006067	XP_060426389.1	XP_031881180.1
OG0006068	XP_060426388.1	XP_031881181.1
OG0006069	XP_060426382.1	XP_031881185.1
OG0006070	XP_060426378.1	XP_031881310.1
OG0006071	XP_060426379.1	XP_031881309.1
OG0006072	XP_060426381.1	XP_031881168.1
OG0006073	XP_060422065.1	XP_031880144.1
OG0006074	XP_060422068.1	XP_031880053.1
OG0006075	XP_060422071.1	XP_031880179.1
OG0006076	XP_060422072.1	XP_031880062.1
OG0006077	XP_060422584.1	XP_031880066.1
OG0006078	XP_060422583.1	XP_031880065.1
OG0006079	XP_060422582.1	XP_031880064.1
OG0006080	XP_060422580.1	XP_031880145.1
OG0006081	XP_060422579.1	XP_031880146.1
OG0006082	XP_060422575.1	XP_031880147.1
OG0006083	XP_060422573.1	XP_031880032.1
OG0006084	XP_060422572.1	XP_031880033.1
OG0006085	XP_060422571.1	XP_031880034.1
OG0006086	XP_060422570.1	XP_066007503.1
OG0006087	XP_060422566.1	XP_031880157.1
OG0006088	XP_060422563.1	XP_031880101.1
OG0006089	XP_060422562.1	XP_031880102.1
OG0006091	XP_060422549.1	XP_031880159.1
OG0006092	XP_060422547.1	XP_031880160.1
OG0006093	XP_060422545.1	XP_031880161.1
OG0006094	XP_060423004.1	XP_066007448.1
OG0006095	XP_060423005.1	XP_031880093.1
OG0006096	XP_060423007.1	XP_031880047.1
OG0006097	XP_060423008.1	XP_066007350.1
OG0006098	XP_060423018.1	XP_066007400.1
OG0006099	XP_060423019.1	XP_031880106.1
OG0006100	XP_060423020.1	XP_031880030.1
OG0006101	XP_060423023.1	XP_031880108.1
OG0006102	XP_060423024.1	XP_031880109.1
OG0006103	XP_060423026.1	XP_031880110.1
OG0006104	XP_060423027.1	XP_031880112.2
OG0006105	XP_060423029.1	XP_031880029.1
OG0006106	XP_060423040.1	XP_031890930.1
OG0006107	XP_060423042.1	XP_031891099.1
OG0006108	XP_060423043.1	XP_031891098.1
OG0006109	XP_060423044.1	XP_031891092.1
OG0006110	XP_060423046.1	XP_031891091.1
OG0006111	XP_060423047.1	XP_031890928.1
OG0006112	XP_060423048.1	XP_031890929.1
OG0006113	XP_060423049.1	XP_031890931.1
OG0006114	XP_060423051.1	XP_031890746.2
OG0006115	XP_060421478.1	XP_031890748.1
OG0006116	XP_060421479.1	XP_031884963.1
OG0006117	XP_060421480.1	XP_031890832.1
OG0006118	XP_060425905.1	XP_031890833.1
OG0006119	XP_060425902.1	XP_031890926.1
OG0006120	XP_060425901.1	XP_031890925.1
OG0006121	XP_060425896.1	XP_031890967.1
OG0006122	XP_060425895.1	XP_031890968.1
OG0006123	XP_060425894.1	XP_031890975.2
OG0006124	XP_060425893.1	XP_031890976.1
OG0006125	XP_060425891.1	XP_031884107.1
OG0006126	XP_060425890.1	XP_031890743.2
OG0006127	XP_060425887.1	XP_031891006.1
OG0006128	XP_060425884.1	XP_066007408.1
OG0006129	XP_060425879.1	XP_031890821.1
OG0006131	XP_060425872.1	XP_031890798.1
OG0006132	XP_060425869.1	XP_031890802.1
OG0006133	XP_060425864.1	XP_031890872.2
OG0006134	XP_060425862.1	XP_066009191.1
OG0006135	XP_060425859.1	XP_031891067.1
OG0006136	XP_060425857.1	XP_031891064.1
OG0006137	XP_060425849.1	XP_031890853.1
OG0006138	XP_060425837.1	XP_031891076.1
OG0006139	XP_060425834.1	XP_031890860.1
OG0006140	XP_060425831.1	XP_031890869.1
OG0006141	XP_060425828.1	XP_031891073.1
OG0006142	XP_060425829.1	XP_031890867.1
OG0006143	XP_060425830.1	XP_031891071.1
OG0006144	XP_060427884.1	XP_066008866.1
OG0006145	XP_060427158.1	XP_031887834.2
OG0006146	XP_060427159.1	XP_066008278.1
OG0006147	XP_060427161.1	XP_031892136.1
OG0006148	XP_060427163.1	XP_031888041.1
OG0006149	XP_060427164.1	XP_031888045.1
OG0006150	XP_060427166.1	XP_031887818.1
OG0006151	XP_060427167.1	XP_031887815.1
OG0006152	XP_060427168.1	XP_031887816.1
OG0006153	XP_060427169.1	XP_031887819.1
OG0006154	XP_060427170.1	XP_066007657.1
OG0006155	XP_060427171.1	XP_031879756.1
OG0006157	XP_060434285.1	XP_031887886.1
OG0006158	XP_060434284.1	XP_031888078.2
OG0006159	XP_060430774.1	XP_031889228.1
OG0006161	XP_060426744.1	XP_031888196.1
OG0006162	XP_060426740.1	XP_031888193.1
OG0006163	XP_060426739.1	XP_031879926.1
OG0006163	XP_060426750.1	XP_031879927.1
OG0006164	XP_060426735.1	XP_031888179.1
OG0006165	XP_060426731.1	XP_031887794.1
OG0006166	XP_060430046.1, XP_060426728.1	XP_031891718.1
OG0006167	XP_060426725.1	XP_031887958.1
OG0006168	XP_060426720.1	XP_031888138.1
OG0006169	XP_060426716.1	XP_031888173.1
OG0006170	XP_060426715.1	XP_031888176.1
OG0006171	XP_060426713.1	XP_031888169.1
OG0006172	XP_060426712.1	XP_031888172.1
OG0006173	XP_060426711.1	XP_031888171.1
OG0006174	XP_060426710.1	XP_031888104.1
OG0006175	XP_060426709.1	XP_031888105.1
OG0006176	XP_060426708.1	XP_031888109.1
OG0006177	XP_060426705.1	XP_031887895.1
OG0006178	XP_060426702.1	XP_031887889.1
OG0006179	XP_060426701.1	XP_031887890.1
OG0006180	XP_060426699.1	XP_031887892.1
OG0006181	XP_060426697.1	XP_031887919.1
OG0006182	XP_060426696.1	XP_031887921.1
OG0006183	XP_060426694.1	XP_031887923.1
OG0006184	XP_060426693.1	XP_031887924.1
OG0006185	XP_060426692.1	XP_031887925.1
OG0006186	XP_060426691.1	XP_066008080.1
OG0006187	XP_060426689.1	XP_031888137.1
OG0006188	XP_060426672.1	XP_031887862.1
OG0006189	XP_060426674.1	XP_031887858.1
OG0006190	XP_060426675.1	XP_031887857.1
OG0006191	XP_060426676.1	XP_031888060.1
OG0006192	XP_060426678.1	XP_031888062.1
OG0006193	XP_060426682.1	XP_031887864.1
OG0006194	XP_060426686.1	XP_031881311.2
OG0006195	XP_060426665.1	XP_031887850.1
OG0006196	XP_060426664.1	XP_031887852.1
OG0006198	XP_060426659.1	XP_031887983.1
OG0006199	XP_060426658.1	XP_066008184.1
OG0006200	XP_060426652.1	XP_031888187.2
OG0006201	XP_060426651.1	XP_031887929.1
OG0006202	XP_060426650.1	XP_031887928.1
OG0006203	XP_060426646.1	XP_031887931.2
OG0006204	XP_060426642.1	XP_031887967.1
OG0006205	XP_060426641.1	XP_031887964.2
OG0006206	XP_060426640.1	XP_031887965.1
OG0006207	XP_060426639.1	XP_031887962.1
OG0006208	XP_060426638.1	XP_031887963.1
OG0006209	XP_060426637.1	XP_031888177.1
OG0006210	XP_060426633.1	XP_031888025.1
OG0006211	XP_060426632.1	XP_031888024.1
OG0006212	XP_060426631.1	XP_031888023.1
OG0006213	XP_060426629.1	XP_031888022.1
OG0006214	XP_060426628.1	XP_031888021.1
OG0006215	XP_060426627.1	XP_031887856.1
OG0006216	XP_060426625.1	XP_031888028.1
OG0006217	XP_060426620.1	XP_031887843.1
OG0006218	XP_060425906.1	XP_031887841.1
OG0006219	XP_060425908.1	XP_031887839.2
OG0006220	XP_060425914.1	XP_031887822.1
OG0006221	XP_060425916.1	XP_031888054.1
OG0006222	XP_060425917.1	XP_031888201.1
OG0006223	XP_060425918.1	XP_031888200.1
OG0006224	XP_060425919.1	XP_031888146.1
OG0006225	XP_060425920.1	XP_031888206.1
OG0006226	XP_060425921.1	XP_031888208.1
OG0006227	XP_060425922.1	XP_031888207.1
OG0006228	XP_060425923.1	XP_031888203.1
OG0006229	XP_060428674.1	XP_066009706.1
OG0006231	XP_060425927.1	XP_031888120.1
OG0006232	XP_060425928.1	XP_031888119.1
OG0006233	XP_060425929.1	XP_066008202.1
OG0006234	XP_060425420.1	XP_031878753.2, XP_031879080.1
OG0006235	XP_060425416.1	XP_031878670.1
OG0006236	XP_060425415.1	XP_031878665.1
OG0006237	XP_060425414.1	XP_031878698.2
OG0006238	XP_060425413.1	XP_031878654.1
OG0006239	XP_060425412.1	XP_031878674.1
OG0006240	XP_060425410.1	XP_031878759.1
OG0006241	XP_060425407.1	XP_031878770.1
OG0006242	XP_060425406.1	XP_031878771.1
OG0006243	XP_060425405.1	XP_031878768.1
OG0006244	XP_060425404.1	XP_031878769.1
OG0006245	XP_060425403.1	XP_031878652.1
OG0006246	XP_060425401.1	XP_031878702.1
OG0006247	XP_060425399.1	XP_031878682.2
OG0006248	XP_060425397.1	XP_066007329.1
OG0006249	XP_060425396.1	XP_031878680.1
OG0006250	XP_060425389.1	XP_031882695.1
OG0006251	XP_060425388.1	XP_031878741.1
OG0006252	XP_060425386.1	XP_031878734.1
OG0006253	XP_060425382.1	XP_031882613.1
OG0006254	XP_060425381.1	XP_031882690.1
OG0006255	XP_060425375.1	XP_031878470.1
OG0006256	XP_060425373.1	XP_031878673.1
OG0006257	XP_060425372.1	XP_031882677.1
OG0006258	XP_060425371.1	XP_031882676.1
OG0006259	XP_060425370.1	XP_031882697.1
OG0006260	XP_060425367.1	XP_031882593.1
OG0006261	XP_060422140.1	XP_031882572.1
OG0006262	XP_060422141.1	XP_031882574.1
OG0006263	XP_060422143.1	XP_031882674.1
OG0006264	XP_060422145.1	XP_031882610.1
OG0006265	XP_060422146.1	XP_031882609.1
OG0006266	XP_060422147.1	XP_031882621.1
OG0006267	XP_060422148.1	XP_031882622.1
OG0006268	XP_060422150.1	XP_031882620.1
OG0006269	XP_060422153.1	XP_031882670.1
OG0006270	XP_060422157.1	XP_066009266.1
OG0006271	XP_060422162.1	XP_031878729.1
OG0006272	XP_060422164.1	XP_031878717.1
OG0006273	XP_060428052.1	XP_031878716.1
OG0006274	XP_060428060.1	XP_031878693.1
OG0006275	XP_060428062.1	XP_031878688.1
OG0006276	XP_060428063.1	XP_031878689.1
OG0006277	XP_060428068.1	XP_031878725.1
OG0006278	XP_060428069.1	XP_031878726.1
OG0006279	XP_060428070.1	XP_031878723.1
OG0006280	XP_060428071.1	XP_031878724.1
OG0006281	XP_060428072.1	XP_031878720.1
OG0006282	XP_060428074.1	XP_031878722.1
OG0006283	XP_060428075.1	XP_031878718.1
OG0006284	XP_060428079.1	XP_031878742.1
OG0006285	XP_060428093.1	XP_031879020.2
OG0006286	XP_060428094.1	XP_031879132.1
OG0006288	XP_060428095.1	XP_031886741.1
OG0006289	XP_060428096.1	XP_066009093.1
OG0006290	XP_060428097.1	XP_031879025.2
OG0006291	XP_060428098.1	XP_031879013.1
OG0006292	XP_060428099.1	XP_031879038.1
OG0006293	XP_060428102.1	XP_031879005.1
OG0006294	XP_060428103.1	XP_031879111.1
OG0006295	XP_060428105.1	XP_031879069.2
OG0006296	XP_060428107.1	XP_031879066.1
OG0006297	XP_060428109.1	XP_031879067.1
OG0006298	XP_060428110.1	XP_066009120.1
OG0006299	XP_060428111.1	XP_031879073.1
OG0006300	XP_060428112.1	XP_031879070.1
