Orthogroup	Colletotrichum_godetiae	Colletotrichum_acutatum
OG0007140	XP_060428995.1	XP_060365197.1
OG0007141	XP_060428994.1	XP_060365196.1
OG0007142	XP_060428993.1	XP_060365193.1
OG0007143	XP_060428992.1	XP_060365192.1
OG0007144	XP_060428991.1	XP_060365191.1
OG0007145	XP_060428988.1	XP_060365188.1
OG0007146	XP_060428984.1	XP_060365185.1
OG0007147	XP_060428981.1	XP_060365181.1
OG0007148	XP_060428977.1	XP_060365179.1
OG0007149	XP_060428976.1	XP_060365178.1
OG0007150	XP_060428974.1	XP_060363011.1, XP_060365176.1
OG0007151	XP_060428972.1	XP_060365174.1
OG0007152	XP_060428968.1	XP_060365171.1
OG0007153	XP_060428963.1	XP_060358263.1
OG0007154	XP_060428958.1	XP_060358269.1
OG0007155	XP_060428955.1	XP_060358270.1
OG0007156	XP_060428951.1	XP_060357966.1
OG0007157	XP_060428945.1	XP_060357960.1
OG0007158	XP_060428944.1	XP_060357959.1
OG0007159	XP_060428943.1	XP_060357958.1
OG0007160	XP_060428942.1	XP_060357957.1
OG0007161	XP_060428940.1	XP_060357955.1
OG0007162	XP_060428938.1	XP_060357953.1
OG0007163	XP_060428937.1	XP_060357952.1
OG0007164	XP_060428936.1	XP_060357951.1
OG0007165	XP_060428935.1	XP_060357950.1
OG0007166	XP_060428930.1	XP_060358012.1
OG0007167	XP_060428928.1	XP_060358010.1
OG0007168	XP_060428925.1	XP_060358008.1
OG0007169	XP_060428923.1	XP_060358007.1
OG0007170	XP_060428922.1	XP_060358006.1
OG0007171	XP_060428918.1	XP_060358002.1
OG0007172	XP_060428915.1	XP_060362669.1
OG0007173	XP_060428912.1	XP_060362672.1
OG0007174	XP_060428908.1	XP_060362676.1
OG0007175	XP_060428906.1	XP_060362677.1
OG0007176	XP_060428905.1	XP_060362678.1
OG0007177	XP_060428904.1	XP_060362679.1
OG0007178	XP_060428902.1	XP_060362681.1
OG0007179	XP_060428899.1	XP_060362684.1
OG0007180	XP_060428898.1	XP_060362685.1
OG0007181	XP_060428897.1	XP_060362686.1
OG0007182	XP_060428893.1	XP_060362687.1
OG0007183	XP_060428887.1	XP_060362693.1
OG0007184	XP_060428882.1	XP_060362697.1
OG0007185	XP_060428880.1	XP_060362699.1
OG0007186	XP_060428877.1	XP_060362702.1
OG0007187	XP_060428876.1	XP_060362703.1
OG0007188	XP_060428873.1	XP_060362705.1
OG0007189	XP_060428871.1	XP_060362706.1
OG0007190	XP_060428870.1	XP_060362707.1
OG0007191	XP_060428869.1	XP_060362708.1
OG0007192	XP_060428868.1	XP_060362709.1
OG0007193	XP_060428867.1	XP_060362710.1
OG0007194	XP_060428863.1, XP_060428865.1	XP_060362713.1
OG0007195	XP_060428860.1	XP_060362717.1
OG0007196	XP_060428859.1	XP_060362718.1
OG0007197	XP_060428856.1	XP_060362721.1
OG0007198	XP_060428855.1	XP_060362722.1
OG0007199	XP_060428854.1	XP_060362723.1
OG0007200	XP_060428853.1	XP_060362724.1
OG0007201	XP_060421604.1	XP_060362726.1
OG0007202	XP_060421607.1	XP_060362728.1
OG0007203	XP_060421608.1	XP_060362730.1
OG0007204	XP_060421609.1	XP_060362731.1
OG0007205	XP_060421616.1	XP_060362737.1
OG0007206	XP_060421617.1	XP_060362738.1
OG0007207	XP_060423486.1	XP_060362742.1
OG0007208	XP_060423487.1	XP_060362743.1
OG0007211	XP_060423527.1	XP_060357430.1
OG0007212	XP_060423529.1	XP_060357428.1
OG0007213	XP_060423530.1	XP_060357427.1
OG0007214	XP_060423532.1	XP_060357424.1
OG0007215	XP_060423533.1	XP_060357423.1
OG0007216	XP_060423537.1	XP_060358098.1
OG0007217	XP_060423539.1	XP_060358099.1
OG0007218	XP_060423541.1	XP_060358100.1
OG0007219	XP_060423542.1	XP_060358101.1
OG0007220	XP_060423546.1	XP_060358106.1
OG0007221	XP_060423547.1	XP_060358107.1
OG0007222	XP_060423548.1	XP_060358108.1
OG0007223	XP_060423555.1	XP_060357769.1
OG0007224	XP_060423558.1	XP_060357766.1
OG0007225	XP_060423559.1	XP_060357765.1
OG0007226	XP_060421583.1	XP_060357057.1
OG0007227	XP_060421581.1	XP_060363955.1
OG0007228	XP_060421580.1	XP_060363954.1
OG0007229	XP_060421575.1	XP_060363949.1
OG0007230	XP_060421574.1	XP_060363948.1
OG0007231	XP_060421573.1	XP_060363947.1
OG0007232	XP_060426892.1	XP_060363942.1
OG0007233	XP_060426891.1	XP_060363939.1
OG0007234	XP_060426890.1	XP_060363937.1
OG0007235	XP_060426887.1	XP_060363935.1
OG0007236	XP_060426886.1	XP_060363934.1
OG0007237	XP_060426884.1	XP_060363932.1
OG0007238	XP_060426883.1	XP_060363931.1
OG0007239	XP_060426882.1	XP_060363930.1
OG0007240	XP_060426881.1	XP_060363929.1
OG0007241	XP_060426878.1	XP_060363925.1
OG0007242	XP_060426877.1	XP_060363924.1
OG0007243	XP_060426870.1	XP_060363919.1
OG0007244	XP_060426866.1	XP_060363917.1
OG0007245	XP_060426864.1	XP_060363915.1
OG0007246	XP_060426863.1	XP_060363913.1
OG0007247	XP_060426862.1	XP_060363912.1
OG0007248	XP_060426859.1	XP_060363910.1
OG0007249	XP_060426854.1	XP_060363904.1
OG0007250	XP_060426853.1	XP_060363903.1
OG0007251	XP_060426848.1	XP_060363898.1
OG0007252	XP_060426847.1	XP_060363897.1
OG0007253	XP_060426845.1	XP_060363895.1
OG0007254	XP_060426844.1	XP_060363894.1
OG0007255	XP_060426838.1	XP_060360382.1
OG0007256	XP_060426836.1	XP_060360380.1
OG0007257	XP_060426834.1	XP_060360379.1
OG0007258	XP_060426832.1	XP_060360377.1
OG0007259	XP_060426829.1	XP_060360375.1
OG0007260	XP_060426828.1	XP_060360374.1
OG0007261	XP_060426826.1	XP_060360373.1
OG0007262	XP_060426824.1	XP_060360371.1
OG0007263	XP_060426822.1	XP_060360370.1
OG0007264	XP_060426821.1	XP_060360369.1
OG0007265	XP_060426816.1	XP_060360364.1
OG0007266	XP_060426815.1	XP_060360363.1
OG0007267	XP_060426814.1	XP_060360362.1
OG0007268	XP_060426813.1	XP_060360361.1
OG0007269	XP_060426810.1	XP_060360357.1
OG0007270	XP_060426809.1	XP_060360355.1
OG0007271	XP_060426807.1	XP_060360353.1
OG0007273	XP_060426802.1	XP_060358769.1
OG0007274	XP_060426801.1	XP_060358770.1
OG0007275	XP_060426800.1	XP_060358771.1
OG0007276	XP_060426799.1	XP_060358772.1
OG0007277	XP_060426798.1	XP_060358773.1
OG0007278	XP_060426796.1	XP_060358775.1
OG0007279	XP_060426794.1	XP_060358777.1
OG0007280	XP_060426793.1	XP_060358778.1
OG0007281	XP_060429764.1	XP_060365354.1
OG0007282	XP_060429758.1	XP_060365348.1
OG0007283	XP_060429753.1	XP_060365342.1
OG0007284	XP_060429752.1	XP_060365341.1
OG0007285	XP_060429749.1	XP_060365338.1
OG0007286	XP_060429748.1	XP_060365337.1
OG0007287	XP_060429746.1	XP_060365336.1
OG0007288	XP_060429744.1	XP_060365333.1
OG0007289	XP_060429742.1	XP_060365334.1
OG0007290	XP_060429740.1	XP_060365331.1
OG0007291	XP_060429739.1	XP_060365330.1
OG0007292	XP_060429738.1	XP_060365329.1
OG0007293	XP_060429737.1	XP_060365328.1
OG0007294	XP_060429736.1	XP_060365327.1
OG0007295	XP_060429733.1	XP_060365325.1
OG0007296	XP_060429732.1	XP_060365324.1
OG0007297	XP_060429731.1	XP_060365323.1
OG0007298	XP_060429729.1	XP_060365320.1
OG0007299	XP_060429728.1	XP_060365319.1
OG0007300	XP_060429726.1	XP_060365318.1
OG0007301	XP_060429725.1	XP_060365317.1
OG0007302	XP_060429724.1	XP_060365316.1
OG0007303	XP_060429722.1	XP_060365314.1
OG0007304	XP_060429721.1	XP_060365311.1
OG0007305	XP_060429720.1	XP_060365310.1
OG0007306	XP_060429719.1	XP_060365309.1
OG0007307	XP_060429718.1	XP_060365308.1
OG0007308	XP_060429717.1	XP_060365307.1
OG0007309	XP_060429714.1	XP_060365305.1
OG0007310	XP_060429713.1	XP_060365304.1
OG0007311	XP_060429710.1	XP_060365303.1
OG0007312	XP_060429709.1	XP_060365302.1
OG0007313	XP_060429707.1	XP_060365300.1
OG0007314	XP_060429706.1	XP_060365299.1
OG0007315	XP_060429705.1	XP_060365298.1
OG0007316	XP_060429702.1	XP_060365295.1
OG0007317	XP_060429701.1	XP_060365294.1
OG0007318	XP_060429700.1	XP_060365292.1
OG0007319	XP_060425484.1	XP_060365291.1
OG0007320	XP_060425483.1	XP_060365290.1
OG0007321	XP_060425482.1	XP_060365289.1
OG0007322	XP_060425481.1	XP_060365288.1
OG0007323	XP_060425480.1	XP_060365287.1
OG0007324	XP_060425479.1	XP_060365286.1
OG0007325	XP_060425474.1	XP_060365281.1
OG0007326	XP_060426896.1	XP_060359013.1
OG0007327	XP_060426897.1	XP_060359014.1
OG0007328	XP_060426898.1	XP_060359015.1
OG0007329	XP_060426900.1	XP_060359017.1
OG0007330	XP_060426902.1	XP_060359019.1
OG0007331	XP_060426903.1	XP_060359020.1
OG0007332	XP_060426906.1	XP_060359024.1
OG0007333	XP_060426908.1	XP_060359026.1
OG0007334	XP_060426909.1	XP_060359027.1
OG0007335	XP_060426910.1	XP_060359028.1
OG0007336	XP_060426911.1	XP_060359029.1
OG0007337	XP_060426912.1	XP_060359030.1
OG0007338	XP_060426913.1	XP_060359031.1
OG0007339	XP_060426914.1	XP_060360091.1
OG0007340	XP_060426916.1	XP_060360094.1
OG0007341	XP_060426918.1	XP_060360096.1
OG0007342	XP_060426922.1	XP_060360099.1
OG0007343	XP_060426923.1	XP_060360100.1
OG0007344	XP_060426924.1	XP_060360101.1
OG0007345	XP_060426925.1	XP_060360103.1
OG0007346	XP_060426926.1	XP_060360104.1
OG0007347	XP_060426933.1	XP_060360111.1
OG0007348	XP_060426934.1	XP_060360112.1
OG0007349	XP_060426935.1	XP_060360113.1
OG0007350	XP_060426937.1	XP_060360115.1
OG0007351	XP_060426940.1	XP_060360118.1
OG0007352	XP_060426944.1	XP_060360120.1
OG0007353	XP_060426945.1	XP_060360121.1
OG0007354	XP_060426948.1	XP_060360124.1
OG0007355	XP_060426951.1	XP_060368423.1
OG0007356	XP_060426952.1	XP_060368424.1
OG0007357	XP_060426954.1	XP_060368427.1
OG0007358	XP_060426955.1	XP_060368428.1
OG0007359	XP_060426956.1	XP_060368429.1
OG0007360	XP_060426957.1	XP_060368430.1
OG0007361	XP_060426960.1	XP_060368433.1
OG0007362	XP_060426961.1	XP_060368434.1
OG0007363	XP_060426962.1	XP_060368435.1
OG0007364	XP_060426963.1	XP_060368437.1
OG0007365	XP_060426964.1	XP_060368438.1
OG0007366	XP_060426965.1	XP_060368439.1
OG0007367	XP_060426966.1	XP_060368440.1
OG0007368	XP_060426967.1	XP_060368441.1
OG0007369	XP_060426968.1	XP_060368442.1
OG0007370	XP_060426973.1	XP_060368448.1
OG0007371	XP_060426970.1	XP_060368450.1
OG0007372	XP_060426976.1	XP_060368451.1
OG0007373	XP_060426978.1	XP_060368454.1
OG0007374	XP_060426979.1	XP_060368455.1
OG0007375	XP_060426983.1	XP_060368457.1
OG0007376	XP_060426984.1	XP_060368458.1
OG0007377	XP_060426985.1	XP_060368459.1
OG0007379	XP_060427841.1	XP_060357464.1
OG0007380	XP_060427840.1	XP_060357462.1
OG0007381	XP_060427835.1	XP_060358112.1
OG0007382	XP_060427833.1	XP_060358114.1
OG0007383	XP_060427832.1	XP_060358115.1
OG0007384	XP_060427825.1	XP_060358124.1
OG0007385	XP_060427824.1	XP_060358125.1
OG0007386	XP_060427823.1	XP_060358126.1
OG0007387	XP_060427817.1	XP_060367566.1
OG0007388	XP_060427786.1	XP_060367562.1
OG0007389	XP_060427785.1	XP_060367561.1
OG0007390	XP_060427784.1	XP_060367560.1
OG0007391	XP_060427782.1	XP_060367558.1
OG0007392	XP_060427781.1	XP_060367557.1
OG0007393	XP_060427814.1	XP_060367554.1
OG0007394	XP_060427816.1	XP_060367552.1
OG0007395	XP_060427809.1	XP_060367549.1
OG0007396	XP_060427808.1	XP_060367547.1
OG0007397	XP_060427807.1	XP_060367546.1
OG0007398	XP_060427806.1	XP_060367545.1
OG0007399	XP_060427805.1	XP_060367544.1
OG0007400	XP_060427804.1	XP_060367543.1
OG0007401	XP_060427803.1	XP_060367542.1
OG0007402	XP_060427800.1	XP_060367538.1
OG0007403	XP_060427797.1	XP_060367536.1
OG0007404	XP_060427795.1	XP_060367534.1
OG0007405	XP_060427794.1	XP_060367533.1
OG0007406	XP_060427792.1	XP_060367531.1
OG0007407	XP_060427811.1	XP_060367528.1
OG0007408	XP_060427812.1	XP_060367527.1
OG0007409	XP_060427813.1	XP_060367526.1
OG0007410	XP_060427779.1	XP_060367525.1
OG0007411	XP_060427778.1	XP_060367524.1
OG0007412	XP_060427777.1	XP_060367523.1
OG0007413	XP_060427774.1	XP_060367520.1
OG0007414	XP_060427773.1	XP_060367519.1
OG0007415	XP_060427772.1	XP_060367518.1
OG0007416	XP_060427771.1	XP_060367517.1
OG0007417	XP_060427770.1	XP_060367516.1
OG0007418	XP_060427769.1	XP_060367515.1
OG0007419	XP_060427767.1	XP_060367513.1
OG0007420	XP_060427765.1	XP_060367512.1
OG0007421	XP_060427764.1	XP_060367511.1
OG0007422	XP_060427762.1	XP_060367510.1
OG0007423	XP_060427760.1	XP_060367508.1
OG0007424	XP_060427758.1	XP_060367506.1
OG0007425	XP_060427752.1	XP_060367501.1
OG0007426	XP_060427749.1	XP_060367498.1
OG0007427	XP_060427748.1	XP_060367497.1
OG0007428	XP_060427746.1	XP_060367496.1
OG0007429	XP_060427745.1	XP_060367495.1
OG0007430	XP_060427744.1	XP_060367494.1
OG0007431	XP_060427742.1	XP_060367493.1
OG0007432	XP_060427741.1	XP_060367492.1
OG0007433	XP_060427739.1	XP_060367489.1
OG0007434	XP_060427738.1	XP_060367488.1
OG0007435	XP_060427736.1	XP_060367486.1
OG0007436	XP_060427735.1	XP_060367485.1
OG0007437	XP_060427731.1	XP_060367481.1
OG0007438	XP_060427728.1	XP_060367479.1
OG0007439	XP_060427727.1	XP_060367478.1
OG0007440	XP_060427726.1	XP_060367477.1
OG0007441	XP_060427725.1	XP_060367476.1
OG0007442	XP_060427723.1	XP_060367474.1
OG0007443	XP_060427722.1	XP_060367473.1
OG0007444	XP_060427720.1	XP_060367471.1
OG0007445	XP_060427719.1	XP_060367468.1
OG0007446	XP_060427717.1	XP_060367466.1
OG0007447	XP_060427715.1	XP_060367463.1
OG0007448	XP_060427713.1	XP_060367460.1
OG0007449	XP_060427712.1	XP_060367459.1
OG0007450	XP_060427711.1	XP_060367458.1
OG0007451	XP_060427709.1	XP_060367456.1
OG0007452	XP_060427708.1	XP_060367455.1
OG0007453	XP_060427706.1	XP_060367454.1
OG0007454	XP_060427705.1	XP_060367453.1
OG0007455	XP_060427704.1	XP_060367452.1
OG0007456	XP_060427701.1	XP_060367451.1
OG0007457	XP_060427700.1	XP_060367450.1
OG0007458	XP_060427699.1	XP_060367449.1
OG0007459	XP_060427698.1	XP_060367448.1
OG0007460	XP_060427697.1	XP_060367447.1
OG0007461	XP_060427695.1	XP_060367446.1
OG0007462	XP_060427693.1	XP_060367444.1
OG0007463	XP_060428852.1	XP_060368898.1
OG0007464	XP_060428851.1	XP_060368899.1
OG0007465	XP_060428850.1	XP_060368900.1
OG0007466	XP_060428849.1	XP_060368901.1
OG0007467	XP_060428848.1	XP_060368902.1
OG0007468	XP_060428846.1	XP_060368904.1
OG0007469	XP_060428845.1	XP_060368905.1
OG0007470	XP_060428844.1	XP_060368906.1
OG0007471	XP_060428843.1	XP_060368908.1
OG0007472	XP_060428842.1	XP_060368909.1
OG0007473	XP_060428841.1	XP_060368910.1
OG0007474	XP_060428840.1	XP_060368911.1
OG0007475	XP_060428839.1	XP_060368912.1
OG0007476	XP_060428837.1	XP_060368914.1
OG0007477	XP_060428836.1	XP_060368915.1
OG0007478	XP_060428835.1	XP_060368916.1
OG0007479	XP_060428834.1	XP_060368918.1
OG0007480	XP_060428833.1	XP_060368919.1
OG0007481	XP_060428831.1	XP_060368920.1
OG0007482	XP_060428828.1	XP_060368923.1
OG0007483	XP_060428826.1	XP_060368924.1
OG0007484	XP_060428825.1	XP_060368925.1
OG0007485	XP_060428822.1	XP_060368930.1
OG0007486	XP_060428819.1	XP_060368934.1
OG0007487	XP_060428818.1	XP_060368935.1
OG0007488	XP_060428816.1	XP_060368937.1
OG0007489	XP_060428812.1	XP_060368939.1
OG0007490	XP_060428813.1	XP_060368940.1
OG0007491	XP_060428814.1	XP_060368941.1
OG0007492	XP_060428810.1	XP_060368942.1
OG0007493	XP_060428809.1	XP_060368943.1
OG0007494	XP_060428808.1	XP_060368944.1
OG0007495	XP_060428805.1	XP_060368949.1
OG0007496	XP_060428800.1	XP_060368953.1
OG0007497	XP_060428799.1	XP_060368956.1
OG0007498	XP_060428798.1	XP_060368957.1
OG0007499	XP_060428796.1	XP_060368959.1
OG0007500	XP_060428792.1	XP_060368963.1
OG0007501	XP_060428791.1	XP_060368964.1
OG0007502	XP_060428790.1	XP_060368965.1
OG0007503	XP_060428789.1	XP_060368966.1
OG0007504	XP_060428787.1	XP_060368969.1
OG0007505	XP_060428786.1	XP_060368970.1
OG0007506	XP_060428785.1	XP_060368971.1
OG0007507	XP_060428784.1	XP_060368972.1
OG0007508	XP_060428782.1	XP_060368974.1
OG0007509	XP_060428781.1	XP_060368975.1
OG0007510	XP_060428776.1	XP_060368976.1
OG0007511	XP_060428775.1	XP_060368977.1
OG0007512	XP_060428774.1	XP_060368979.1
OG0007513	XP_060428773.1	XP_060368980.1
OG0007514	XP_060428772.1	XP_060368981.1
OG0007515	XP_060428771.1	XP_060368983.1
OG0007516	XP_060428770.1	XP_060368984.1
OG0007517	XP_060428768.1	XP_060368986.1
OG0007518	XP_060428767.1	XP_060368987.1
OG0007519	XP_060428766.1	XP_060368988.1
OG0007520	XP_060428765.1	XP_060368989.1
OG0007521	XP_060428764.1	XP_060368990.1
OG0007522	XP_060428760.1	XP_060368997.1
OG0007523	XP_060434234.1	XP_060358886.1
OG0007524	XP_060434241.1	XP_060358891.1
OG0007525	XP_060434245.1	XP_060358622.1
OG0007526	XP_060434258.1	XP_060358609.1
OG0007527	XP_060434259.1	XP_060358608.1
OG0007528	XP_060434260.1	XP_060358607.1
OG0007529	XP_060434263.1	XP_060358603.1
OG0007531	XP_060434271.1	XP_060357348.1
OG0007532	XP_060434272.1	XP_060357870.1
OG0007533	XP_060434274.1	XP_060357873.1
OG0007534	XP_060434276.1	XP_060357875.1
OG0007535	XP_060434277.1	XP_060357876.1
OG0007536	XP_060430284.1	XP_060357878.1
OG0007537	XP_060430288.1	XP_060357881.1
OG0007538	XP_060430292.1	XP_060358235.1
OG0007539	XP_060430302.1	XP_060358225.1
OG0007540	XP_060430303.1	XP_060358224.1
OG0007541	XP_060430310.1	XP_060362533.1
OG0007542	XP_060430315.1	XP_060362528.1
OG0007543	XP_060430316.1	XP_060362527.1
OG0007544	XP_060430317.1	XP_060362526.1
OG0007545	XP_060430319.1	XP_060362524.1
OG0007546	XP_060430322.1	XP_060362518.1
OG0007547	XP_060430324.1	XP_060362516.1
OG0007548	XP_060430328.1	XP_060362512.1
OG0007549	XP_060430329.1	XP_060362511.1
OG0007550	XP_060430330.1	XP_060362509.1
OG0007551	XP_060430336.1	XP_060362501.1
OG0007552	XP_060430337.1	XP_060362500.1
OG0007553	XP_060430338.1	XP_060362499.1
OG0007554	XP_060430339.1	XP_060362498.1
OG0007555	XP_060430340.1	XP_060362497.1
OG0007556	XP_060430341.1	XP_060362496.1
OG0007557	XP_060430342.1	XP_060362494.1
OG0007558	XP_060430343.1	XP_060362493.1
OG0007559	XP_060430349.1	XP_060362488.1
OG0007560	XP_060430354.1	XP_060362483.1
OG0007561	XP_060430355.1	XP_060362482.1
OG0007562	XP_060430362.1	XP_060362475.1
OG0007563	XP_060430363.1	XP_060362474.1
OG0007564	XP_060430364.1	XP_060362473.1
OG0007565	XP_060430365.1	XP_060362471.1
OG0007566	XP_060430366.1	XP_060362470.1
OG0007567	XP_060430368.1	XP_060362468.1
OG0007568	XP_060430372.1	XP_060357048.1
OG0007569	XP_060430373.1	XP_060358665.1
OG0007570	XP_060430377.1	XP_060358661.1
OG0007571	XP_060430381.1	XP_060358654.1
OG0007572	XP_060430385.1	XP_060358652.1
OG0007573	XP_060430386.1	XP_060358651.1
OG0007574	XP_060430391.1	XP_060358645.1
OG0007575	XP_060430392.1	XP_060358644.1
OG0007576	XP_060430393.1	XP_060359054.1
OG0007577	XP_060430394.1	XP_060359053.1
OG0007578	XP_060430395.1	XP_060359052.1
OG0007579	XP_060430396.1	XP_060359051.1
OG0007580	XP_060435167.1	XP_060366970.1
OG0007581	XP_060435188.1	XP_060366990.1
OG0007582	XP_060435192.1	XP_060366996.1
OG0007583	XP_060435193.1	XP_060366997.1
OG0007584	XP_060435194.1	XP_060366998.1
OG0007585	XP_060435195.1	XP_060366999.1
OG0007586	XP_060435197.1	XP_060367001.1
OG0007587	XP_060435198.1	XP_060367002.1
OG0007588	XP_060435199.1	XP_060367003.1
OG0007589	XP_060435201.1	XP_060367005.1
OG0007590	XP_060435203.1	XP_060367007.1
OG0007591	XP_060435204.1	XP_060367008.1
OG0007592	XP_060435205.1	XP_060367010.1
OG0007593	XP_060435207.1	XP_060367012.1
OG0007594	XP_060435208.1	XP_060367013.1
OG0007595	XP_060435209.1	XP_060367014.1
OG0007596	XP_060435211.1	XP_060367017.1
OG0007597	XP_060435212.1	XP_060367018.1
OG0007598	XP_060435213.1	XP_060367019.1
OG0007599	XP_060435215.1	XP_060367021.1
OG0007600	XP_060435216.1	XP_060367022.1
OG0007601	XP_060435217.1	XP_060367024.1
OG0007602	XP_060435218.1	XP_060367025.1
OG0007603	XP_060435219.1	XP_060367026.1
OG0007604	XP_060435222.1	XP_060367027.1
OG0007605	XP_060435223.1	XP_060367030.1
OG0007606	XP_060435225.1	XP_060367031.1
OG0007607	XP_060435226.1	XP_060367032.1
OG0007608	XP_060435227.1	XP_060367033.1
OG0007609	XP_060425670.1, XP_060435228.1	XP_060367034.1
OG0007610	XP_060435229.1	XP_060367035.1
OG0007611	XP_060435231.1	XP_060369715.1
OG0007612	XP_060435232.1	XP_060369714.1
OG0007613	XP_060435233.1	XP_060369713.1
OG0007614	XP_060435234.1	XP_060369712.1
OG0007615	XP_060435235.1	XP_060369711.1
OG0007616	XP_060435236.1	XP_060369710.1
OG0007617	XP_060435238.1	XP_060369706.1
OG0007618	XP_060435239.1	XP_060369705.1
OG0007619	XP_060435240.1	XP_060369704.1
OG0007620	XP_060435243.1	XP_060369702.1
OG0007621	XP_060435244.1	XP_060369701.1
OG0007622	XP_060435245.1	XP_060369700.1
OG0007623	XP_060435246.1	XP_060369699.1
OG0007624	XP_060435247.1	XP_060369698.1
OG0007625	XP_060435248.1	XP_060369697.1
OG0007626	XP_060435249.1	XP_060369696.1
OG0007627	XP_060435250.1	XP_060369695.1
OG0007628	XP_060435254.1	XP_060369691.1
OG0007629	XP_060435262.1	XP_060369682.1
OG0007630	XP_060435263.1	XP_060369681.1
OG0007631	XP_060435264.1	XP_060369680.1
OG0007632	XP_060435265.1	XP_060369679.1
OG0007633	XP_060435273.1	XP_060369673.1
OG0007634	XP_060435274.1	XP_060369672.1
OG0007635	XP_060435275.1	XP_060369671.1
OG0007636	XP_060435276.1	XP_060369670.1
OG0007637	XP_060435277.1	XP_060369669.1
OG0007638	XP_060435281.1	XP_060369666.1
OG0007639	XP_060435282.1	XP_060369665.1
OG0007640	XP_060435283.1	XP_060369664.1
OG0007641	XP_060430681.1	XP_060367051.1
OG0007642	XP_060430682.1	XP_060367050.1
OG0007643	XP_060430683.1	XP_060367049.1
OG0007644	XP_060430684.1	XP_060367048.1
OG0007645	XP_060430685.1	XP_060367047.1
OG0007646	XP_060430687.1	XP_060367046.1
OG0007647	XP_060430688.1	XP_060367045.1
OG0007648	XP_060430690.1	XP_060367043.1
OG0007649	XP_060430691.1	XP_060367042.1
OG0007650	XP_060430692.1	XP_060367041.1
OG0007651	XP_060430693.1	XP_060367040.1
OG0007652	XP_060430694.1	XP_060367039.1
OG0007653	XP_060430695.1	XP_060367038.1
OG0007654	XP_060430699.1	XP_060367037.1
OG0007655	XP_060430705.1	XP_060369719.1
OG0007656	XP_060430708.1	XP_060369722.1
OG0007657	XP_060430712.1	XP_060369723.1
OG0007658	XP_060430711.1	XP_060369724.1
OG0007659	XP_060430710.1	XP_060369725.1
OG0007660	XP_060430709.1	XP_060369726.1
OG0007661	XP_060435168.1	XP_060366971.1
OG0007662	XP_060435169.1	XP_060366972.1
OG0007663	XP_060435170.1	XP_060366973.1
OG0007664	XP_060435171.1	XP_060366974.1
OG0007665	XP_060435174.1	XP_060366977.1
OG0007666	XP_060435177.1	XP_060366978.1
OG0007667	XP_060435182.1	XP_060366983.1
OG0007668	XP_060435183.1	XP_060366984.1
OG0007669	XP_060435184.1	XP_060366985.1
OG0007670	XP_060435185.1	XP_060366986.1
OG0007671	XP_060435186.1	XP_060366988.1
OG0007672	XP_060435165.1	XP_060366968.1
OG0007673	XP_060435164.1	XP_060366967.1
OG0007674	XP_060431595.1	XP_060360985.1
OG0007675	XP_060431596.1	XP_060360987.1
OG0007676	XP_060431597.1	XP_060360988.1
OG0007677	XP_060431598.1	XP_060360989.1
OG0007678	XP_060431599.1	XP_060360990.1
OG0007679	XP_060431600.1	XP_060360991.1
OG0007680	XP_060431602.1	XP_060360993.1
OG0007681	XP_060431603.1	XP_060360994.1
OG0007682	XP_060431605.1	XP_060360995.1
OG0007683	XP_060431606.1	XP_060360996.1
OG0007684	XP_060431607.1	XP_060360997.1
OG0007685	XP_060431611.1	XP_060361001.1
OG0007686	XP_060431613.1	XP_060370492.1
OG0007687	XP_060431618.1	XP_060370491.1
OG0007688	XP_060431616.1	XP_060370489.1
OG0007689	XP_060431615.1	XP_060370488.1
OG0007690	XP_060431614.1	XP_060370487.1
OG0007691	XP_060431619.1	XP_060370486.1
OG0007692	XP_060431620.1	XP_060370485.1
OG0007693	XP_060431621.1	XP_060370484.1
OG0007694	XP_060431623.1	XP_060370482.1
OG0007695	XP_060431624.1	XP_060370481.1
OG0007696	XP_060431625.1	XP_060370480.1
OG0007697	XP_060430473.1	XP_060361809.1
OG0007698	XP_060430472.1	XP_060361808.1
OG0007699	XP_060430471.1	XP_060361807.1
OG0007700	XP_060430464.1	XP_060361796.1
OG0007702	XP_060430449.1	XP_060357580.1
OG0007703	XP_060430445.1	XP_060357576.1
OG0007704	XP_060430444.1	XP_060357575.1
OG0007705	XP_060430429.1	XP_060358314.1
OG0007706	XP_060430428.1	XP_060358315.1
OG0007707	XP_060430412.1	XP_060358331.1
OG0007708	XP_060430417.1, XP_060428261.1	XP_060358323.1
OG0007709	XP_060430415.1	XP_060358325.1
OG0007710	XP_060430414.1	XP_060358327.1
OG0007711	XP_060430410.1	XP_060358332.1
OG0007712	XP_060430409.1	XP_060358334.1
OG0007713	XP_060424609.1	XP_060357304.1
OG0007714	XP_060424616.1	XP_060357070.1
OG0007715	XP_060424617.1	XP_060357068.1
OG0007716	XP_060424621.1	XP_060359738.1
OG0007717	XP_060424622.1	XP_060359739.1
OG0007718	XP_060424623.1	XP_060359740.1
OG0007719	XP_060424624.1	XP_060359741.1
OG0007720	XP_060424626.1	XP_060359743.1
OG0007721	XP_060424627.1	XP_060359744.1
OG0007722	XP_060424629.1	XP_060359746.1
OG0007723	XP_060424630.1	XP_060359747.1
OG0007724	XP_060424660.1	XP_060359748.1
OG0007725	XP_060424662.1	XP_060359750.1
