Orthogroup	Colletotrichum_godetiae	Colletotrichum_truncatum
OG0005804	XP_060432484.1	XP_036585008.1
OG0005805	XP_060432485.1	XP_036585009.1
OG0005806	XP_060432488.1	XP_036585011.1
OG0005807	XP_060432490.1	XP_036585020.1
OG0005808	XP_060432492.1	XP_036585017.1
OG0005809	XP_060432495.1	XP_036585015.1
OG0005810	XP_060432496.1	XP_036585014.1
OG0005811	XP_060432498.1	XP_036585013.1
OG0005812	XP_060432499.1	XP_036585012.1
OG0005813	XP_060432501.1	XP_036585022.2
OG0005814	XP_060432515.1	XP_036585023.2
OG0005815	XP_060432514.1	XP_036585024.1
OG0005816	XP_060432513.1	XP_036585025.1
OG0005817	XP_060432512.1	XP_070062222.1
OG0005818	XP_060432507.1	XP_036585028.1
OG0005819	XP_060432504.1	XP_036585029.1
OG0005820	XP_060432502.1	XP_036585031.1
OG0005821	XP_060432516.1	XP_036585032.1
OG0005822	XP_060432517.1	XP_036585033.1
OG0005823	XP_060432518.1	XP_036585034.1
OG0005824	XP_060432521.1	XP_036585035.1
OG0005825	XP_060432523.1	XP_036585036.1
OG0005826	XP_060432524.1	XP_036585038.1
OG0005827	XP_060432525.1	XP_036585039.1
OG0005828	XP_060432526.1	XP_036585040.1
OG0005829	XP_060432529.1	XP_036585045.1
OG0005830	XP_060432531.1	XP_070062223.1
OG0005831	XP_060432533.1	XP_036585043.2
OG0005832	XP_060432534.1	XP_036585042.1
OG0005833	XP_060432539.1	XP_036585049.1
OG0005834	XP_060432542.1	XP_036585050.1
OG0005835	XP_060432543.1	XP_036585052.1
OG0005836	XP_060432544.1	XP_036585053.1
OG0005837	XP_060432545.1	XP_036585054.1
OG0005838	XP_060432547.1	XP_036585057.1
OG0005839	XP_060432550.1	XP_036585059.1
OG0005840	XP_060432553.1	XP_036585060.1
OG0005841	XP_060432554.1	XP_036585061.1
OG0005842	XP_060432555.1	XP_036585063.1
OG0005843	XP_060432557.1	XP_036585064.1
OG0005844	XP_060432558.1	XP_070062227.1
OG0005845	XP_060432560.1	XP_036585067.1
OG0005846	XP_060432561.1	XP_036585068.1
OG0005847	XP_060432563.1	XP_036585071.2
OG0005848	XP_060432567.1	XP_036585074.1
OG0005849	XP_060432570.1	XP_036585075.1
OG0005850	XP_060432573.1	XP_036585077.1
OG0005851	XP_060432574.1	XP_036585078.1
OG0005852	XP_060432575.1	XP_036585081.1
OG0005853	XP_060432576.1	XP_070062229.1
OG0005854	XP_060432577.1	XP_036585082.2
OG0005855	XP_060432586.1	XP_036574179.1
OG0005856	XP_060435954.1	XP_036585101.1
OG0005857	XP_060435955.1	XP_036585100.1
OG0005858	XP_060435956.1	XP_036585102.1
OG0005859	XP_060435960.1	XP_036585104.2
OG0005860	XP_060435961.1	XP_036585105.1
OG0005861	XP_060435962.1	XP_036585106.1
OG0005862	XP_060435964.1	XP_036585107.1
OG0005863	XP_060435969.1	XP_070062231.1
OG0005864	XP_060435971.1	XP_036585112.1
OG0005865	XP_060435973.1	XP_036585113.2
OG0005866	XP_060435974.1	XP_036585114.1
OG0005867	XP_060435976.1	XP_036576592.1
OG0005868	XP_060435978.1	XP_036585125.1
OG0005869	XP_060435980.1	XP_036585123.1
OG0005870	XP_060435981.1	XP_036585122.1
OG0005871	XP_060435982.1	XP_036585121.1
OG0005872	XP_060435983.1	XP_036585120.1
OG0005873	XP_060435986.1	XP_036585119.1
OG0005874	XP_060435987.1	XP_036585118.1
OG0005875	XP_060435988.1	XP_036585117.1
OG0005876	XP_060435992.1	XP_036585140.1
OG0005877	XP_060435994.1	XP_070062239.1
OG0005878	XP_060435995.1	XP_036585143.1
OG0005879	XP_060435996.1	XP_036585144.1
OG0005880	XP_060435998.1	XP_036585145.1
OG0005881	XP_060435999.1	XP_036585146.1
OG0005882	XP_060436002.1	XP_036585149.1
OG0005883	XP_060436004.1	XP_070062237.1
OG0005884	XP_060436005.1	XP_036585138.2
OG0005885	XP_060436008.1	XP_036585135.2
OG0005886	XP_060436010.1	XP_036585134.1
OG0005887	XP_060436021.1	XP_036585150.1
OG0005888	XP_060436247.1	XP_036585154.1
OG0005889	XP_060436246.1	XP_036585155.1
OG0005890	XP_060436242.1	XP_036589251.1
OG0005891	XP_060436240.1	XP_036589252.1
OG0005892	XP_060436239.1	XP_036589253.1
OG0005893	XP_060436236.1	XP_036589255.2
OG0005894	XP_060436235.1	XP_036589256.1
OG0005895	XP_060436234.1	XP_036589257.1
OG0005896	XP_060436233.1	XP_036589258.1
OG0005897	XP_060436230.1	XP_036589261.1
OG0005898	XP_060436229.1	XP_036589262.1
OG0005899	XP_060436228.1	XP_036589263.1
OG0005900	XP_060436227.1	XP_036589264.1
OG0005901	XP_060436225.1	XP_036589266.1
OG0005902	XP_060436224.1	XP_036589267.2
OG0005903	XP_060436222.1	XP_036589279.2
OG0005904	XP_060436215.1	XP_036589277.1
OG0005905	XP_060436213.1	XP_036589276.1
OG0005906	XP_060436212.1	XP_036589275.1
OG0005907	XP_060436210.1	XP_036589273.1
OG0005908	XP_060436208.1	XP_036589271.1
OG0005909	XP_060436207.1	XP_036589270.1
OG0005910	XP_060436206.1	XP_036589269.1
OG0005911	XP_060436204.1	XP_036589268.1
OG0005912	XP_060436201.1	XP_036589283.2
OG0005913	XP_060436197.1	XP_070062247.1
OG0005914	XP_060436196.1	XP_036589287.1
OG0005915	XP_060436195.1	XP_036589288.1
OG0005916	XP_060436194.1	XP_036589289.1
OG0005917	XP_060436193.1	XP_036589290.1
OG0005918	XP_060436191.1	XP_070062248.1
OG0005919	XP_060436189.1	XP_036589293.1
OG0005920	XP_060436185.1	XP_036589295.1
OG0005921	XP_060436184.1	XP_036589296.1
OG0005922	XP_060436183.1	XP_036589297.1
OG0005923	XP_060436182.1	XP_036589298.1
OG0005924	XP_060436180.1	XP_036589299.1
OG0005925	XP_060436179.1	XP_036589300.1
OG0005926	XP_060436178.1	XP_036589301.1
OG0005927	XP_060436177.1	XP_036589302.1
OG0005928	XP_060436176.1	XP_036589303.1
OG0005929	XP_060436172.1	XP_036589305.1
OG0005930	XP_060436169.1	XP_036589308.1
OG0005931	XP_060436168.1	XP_036589309.1
OG0005932	XP_060436167.1	XP_036589310.1
OG0005933	XP_060436166.1	XP_036589311.1
OG0005934	XP_060436165.1	XP_036589312.1
OG0005935	XP_060436164.1	XP_036589313.1
OG0005936	XP_060436163.1	XP_036589314.1
OG0005937	XP_060436162.1	XP_036589315.1
OG0005938	XP_060436161.1	XP_036589317.1
OG0005939	XP_060436160.1	XP_036589318.1
OG0005940	XP_060436158.1	XP_070062250.1
OG0005941	XP_060436156.1	XP_036589322.1
OG0005942	XP_060436155.1	XP_070062251.1
OG0005943	XP_060436152.1	XP_036589326.1
OG0005944	XP_060436151.1	XP_036589327.1
OG0005945	XP_060436148.1	XP_036589329.1
OG0005946	XP_060436146.1	XP_036589331.1
OG0005947	XP_060436145.1	XP_036589332.1
OG0005948	XP_060436144.1	XP_070062253.1
OG0005949	XP_060436141.1	XP_036589336.1
OG0005950	XP_060436140.1	XP_070062252.1
OG0005951	XP_060436139.1	XP_036589334.1
OG0005952	XP_060436138.1	XP_036589333.1
OG0005953	XP_060436136.1	XP_036589339.1
OG0005954	XP_060436134.1	XP_036589340.1
OG0005955	XP_060436133.1	XP_036589341.1
OG0005956	XP_060436132.1	XP_036589342.1
OG0005957	XP_060436131.1	XP_036589343.1
OG0005958	XP_060436130.1	XP_070062254.1
OG0005959	XP_060436128.1	XP_036589346.1
OG0005960	XP_060436127.1	XP_036589347.1
OG0005961	XP_060436126.1	XP_036589348.1
OG0005962	XP_060436125.1	XP_036589349.1
OG0005963	XP_060436124.1	XP_036589368.1
OG0005964	XP_060436123.1	XP_036589367.1
OG0005965	XP_060436122.1	XP_036589366.1
OG0005966	XP_060436121.1	XP_036589365.1
OG0005967	XP_060436119.1	XP_036589364.2
OG0005968	XP_060436118.1	XP_036589363.1
OG0005969	XP_060433432.1	XP_036586064.1
OG0005970	XP_060433427.1	XP_036586074.1
OG0005971	XP_060433426.1	XP_036586073.1
OG0005972	XP_060433424.1	XP_036586058.1
OG0005973	XP_060433423.1	XP_036586057.1
OG0005974	XP_060433422.1	XP_036586053.1
OG0005975	XP_060433421.1	XP_036586054.1
OG0005976	XP_060433383.1	XP_036586052.1
OG0005977	XP_060433385.1	XP_036586088.1
OG0005978	XP_060433386.1	XP_036586087.1
OG0005979	XP_060433389.1	XP_036586086.1
OG0005980	XP_060433390.1	XP_036586085.1
OG0005981	XP_060433391.1	XP_036586084.1
OG0005982	XP_060433392.1	XP_036586083.1
OG0005983	XP_060433393.1	XP_036586082.1
OG0005984	XP_060433394.1	XP_036586081.1
OG0005985	XP_060433395.1	XP_036586079.1
OG0005986	XP_060433396.1	XP_036586108.2
OG0005987	XP_060433398.1	XP_036586106.1
OG0005988	XP_060433399.1	XP_036586105.1
OG0005989	XP_060433402.1	XP_036586102.1
OG0005990	XP_060433404.1	XP_036586100.1
OG0005991	XP_060433405.1	XP_070062045.1
OG0005992	XP_060433406.1	XP_036586098.1
OG0005993	XP_060433408.1	XP_036586097.1
OG0005994	XP_060433411.1	XP_036586113.1
OG0005995	XP_060433412.1	XP_070062048.1
OG0005996	XP_060433413.1	XP_070062047.1
OG0005997	XP_060433382.1	XP_036586090.1
OG0005999	XP_060433369.1	XP_036586123.1
OG0006000	XP_060424268.1	XP_070062051.1
OG0006001	XP_060426495.1	XP_036574581.1
OG0006002	XP_060426494.1	XP_036574582.1
OG0006003	XP_060426490.1	XP_036574586.1
OG0006004	XP_060426489.1	XP_070062060.1
OG0006005	XP_060426484.1	XP_036574591.1
OG0006006	XP_060426483.1	XP_036574592.2
OG0006007	XP_060426482.1	XP_036574593.1
OG0006008	XP_060426478.1	XP_070062061.1
OG0006009	XP_060426476.1	XP_036574601.1
OG0006010	XP_060426475.1	XP_036574602.1
OG0006011	XP_060426473.1	XP_036574606.1
OG0006012	XP_060426471.1	XP_070062063.1
OG0006013	XP_060426470.1	XP_036574610.1
OG0006014	XP_060426469.1	XP_036574611.1
OG0006015	XP_060426468.1	XP_036577250.1
OG0006016	XP_060426465.1	XP_036576374.1
OG0006017	XP_060426464.1	XP_036576375.1
OG0006018	XP_060426462.1	XP_036576378.1
OG0006019	XP_060426461.1	XP_036576377.1
OG0006020	XP_060426460.1	XP_036576379.1
OG0006021	XP_060426458.1	XP_036576381.2
OG0006022	XP_060426457.1	XP_036576382.1
OG0006023	XP_060426456.1	XP_036576383.1
OG0006024	XP_060426455.1	XP_036576384.1
OG0006025	XP_060426452.1	XP_036576389.1
OG0006026	XP_060426448.1	XP_036576387.1
OG0006027	XP_060426447.1	XP_036576390.1
OG0006028	XP_060426445.1	XP_036576391.1
OG0006029	XP_060426444.1	XP_036576392.1
OG0006030	XP_060426443.1	XP_036576393.2
OG0006031	XP_060426442.1	XP_070062066.1
OG0006032	XP_060426441.1	XP_070062067.1
OG0006033	XP_060426439.1	XP_036576396.1
OG0006034	XP_060426437.1	XP_036576398.1
OG0006035	XP_060426434.1	XP_070062069.1
OG0006036	XP_060426433.1	XP_036576400.1
OG0006037	XP_060426432.1	XP_036576401.2
OG0006038	XP_060426431.1	XP_070062070.1
OG0006039	XP_060426430.1	XP_036576403.1
OG0006040	XP_060426429.1	XP_036576404.1
OG0006041	XP_060426428.1	XP_036576405.1
OG0006042	XP_060426426.1	XP_036576407.1
OG0006043	XP_060426425.1	XP_036576408.1
OG0006044	XP_060426424.1	XP_036576409.1
OG0006045	XP_060426423.1	XP_036576410.1
OG0006046	XP_060426422.1	XP_036576411.1
OG0006047	XP_060426421.1	XP_070062071.1
OG0006048	XP_060426418.1	XP_036576414.1
OG0006049	XP_060426417.1	XP_036576415.2
OG0006050	XP_060426416.1	XP_036576416.1
OG0006051	XP_060426415.1	XP_036576417.1
OG0006053	XP_060426409.1	XP_036576424.1
OG0006054	XP_060426408.1	XP_036576425.2
OG0006055	XP_060426406.1	XP_036576427.1
OG0006056	XP_060426405.1	XP_036576428.1
OG0006057	XP_060426404.1	XP_036576429.1
OG0006058	XP_060426403.1	XP_036576430.1
OG0006059	XP_060426402.1	XP_070062072.1
OG0006060	XP_060426401.1	XP_036576432.1
OG0006061	XP_060426400.1	XP_036576433.1
OG0006062	XP_060426396.1	XP_036576420.1
OG0006063	XP_060426395.1	XP_036576419.2
OG0006064	XP_060426394.1	XP_036576435.1
OG0006065	XP_060426393.1	XP_036576436.1
OG0006066	XP_060426390.1	XP_036576437.1
OG0006067	XP_060426389.1	XP_036576448.1
OG0006068	XP_060426388.1	XP_036576449.1
OG0006069	XP_060426382.1	XP_036576452.1
OG0006070	XP_060426378.1	XP_036579899.1
OG0006071	XP_060426379.1	XP_036579900.1
OG0006072	XP_060426381.1	XP_070062091.1
OG0006073	XP_060422065.1	XP_036588228.1
OG0006074	XP_060422068.1	XP_036588226.1
OG0006075	XP_060422071.1	XP_036588223.1
OG0006076	XP_060422072.1	XP_036588210.1
OG0006077	XP_060422584.1	XP_036588206.1
OG0006078	XP_060422583.1	XP_036588207.1
OG0006079	XP_060422582.1	XP_070060878.1
OG0006080	XP_060422580.1	XP_036588195.1
OG0006081	XP_060422579.1	XP_036588196.1
OG0006082	XP_060422575.1	XP_036588198.1
OG0006083	XP_060422573.1	XP_036588156.1
OG0006084	XP_060422572.1	XP_036588157.1
OG0006085	XP_060422571.1	XP_036588158.1
OG0006086	XP_060422570.1	XP_036588159.1
OG0006087	XP_060422566.1	XP_036588165.1
OG0006088	XP_060422563.1	XP_036588168.1
OG0006089	XP_060422562.1	XP_036581110.1
OG0006090	XP_060422832.1, XP_060422551.1	XP_036576577.2, XP_036574238.2, XP_036584314.2, XP_070059852.1
OG0006091	XP_060422549.1	XP_036588175.1
OG0006092	XP_060422547.1	XP_036588176.1
OG0006093	XP_060422545.1	XP_070060869.1
OG0006094	XP_060423004.1	XP_036588184.2
OG0006095	XP_060423005.1	XP_036588185.1
OG0006096	XP_060423007.1	XP_036588188.1
OG0006097	XP_060423008.1	XP_036588187.1
OG0006098	XP_060423018.1	XP_036588142.1
OG0006099	XP_060423019.1	XP_036588143.1
OG0006100	XP_060423020.1	XP_036588146.1
OG0006101	XP_060423023.1	XP_036588148.1
OG0006102	XP_060423024.1	XP_036588149.1
OG0006103	XP_060423026.1	XP_036588150.1
OG0006104	XP_060423027.1	XP_036588152.1
OG0006105	XP_060423029.1	XP_036588154.2
OG0006106	XP_060423040.1	XP_036588131.1
OG0006107	XP_060423042.1	XP_036588130.1
OG0006108	XP_060423043.1	XP_036588127.1
OG0006109	XP_060423044.1	XP_036588126.1
OG0006110	XP_060423046.1	XP_036588124.1
OG0006111	XP_060423047.1	XP_036588123.1
OG0006112	XP_060423048.1	XP_036588121.1
OG0006113	XP_060423049.1	XP_036588120.1
OG0006114	XP_060423051.1	XP_036588112.1
OG0006115	XP_060421478.1	XP_036588110.1
OG0006116	XP_060421479.1	XP_070060399.1
OG0006117	XP_060421480.1	XP_036588113.1
OG0006118	XP_060425905.1	XP_036588114.1
OG0006119	XP_060425902.1	XP_036588117.1
OG0006120	XP_060425901.1	XP_036588118.1
OG0006121	XP_060425896.1	XP_036588103.1
OG0006122	XP_060425895.1	XP_036588104.1
OG0006123	XP_060425894.1	XP_036588105.1
OG0006124	XP_060425893.1	XP_036588106.1
OG0006125	XP_060425891.1	XP_036585441.1
OG0006126	XP_060425890.1	XP_036588093.1
OG0006127	XP_060425887.1	XP_036588081.1
OG0006128	XP_060425884.1	XP_036588064.1
OG0006129	XP_060425879.1	XP_036588065.1
OG0006130	XP_060425875.1	XP_036588057.2
OG0006131	XP_060425872.1	XP_036588058.1
OG0006132	XP_060425869.1	XP_036588060.1
OG0006133	XP_060425864.1	XP_036588096.1
OG0006134	XP_060425862.1	XP_036579353.1
OG0006135	XP_060425859.1	XP_036588009.1
OG0006136	XP_060425857.1	XP_036588010.1
OG0006137	XP_060425849.1	XP_036588005.1
OG0006138	XP_060425837.1	XP_036588025.2
OG0006139	XP_060425834.1	XP_036588039.1
OG0006140	XP_060425831.1	XP_036588027.1
OG0006141	XP_060425828.1	XP_070060841.1
OG0006142	XP_060425829.1	XP_036588029.1
OG0006143	XP_060425830.1	XP_036588031.1
OG0006144	XP_060427884.1	XP_070061784.1
OG0006145	XP_060427158.1	XP_036574889.2
OG0006146	XP_060427159.1	XP_036574890.1
OG0006147	XP_060427161.1	XP_036580154.1
OG0006148	XP_060427163.1	XP_036574895.2
OG0006149	XP_060427164.1	XP_036574901.1
OG0006150	XP_060427166.1	XP_036574907.1
OG0006151	XP_060427167.1	XP_036574908.1
OG0006152	XP_060427168.1	XP_070061501.1
OG0006153	XP_060427169.1	XP_036574485.1
OG0006154	XP_060427170.1	XP_036574703.1
OG0006155	XP_060427171.1	XP_036574702.1
OG0006157	XP_060434285.1	XP_070061511.1
OG0006158	XP_060434284.1	XP_036574465.1
OG0006161	XP_060426744.1	XP_036580504.2, XP_036574870.1
OG0006162	XP_060426740.1	XP_036580722.1
OG0006164	XP_060426735.1	XP_036580728.1
OG0006165	XP_060426731.1	XP_070061496.1
OG0006166	XP_060430046.1, XP_060426728.1	XP_036578070.2
OG0006167	XP_060426725.1	XP_036580739.1
OG0006168	XP_060426720.1	XP_070061489.1
OG0006169	XP_060426716.1	XP_036580747.1
OG0006170	XP_060426715.1	XP_036580746.1
OG0006171	XP_060426713.1	XP_070061493.1
OG0006172	XP_060426712.1	XP_036580743.1
OG0006173	XP_060426711.1	XP_036580742.1
OG0006174	XP_060426710.1	XP_036580764.1
OG0006175	XP_060426709.1	XP_036580763.1
OG0006176	XP_060426708.1	XP_036580762.1
OG0006177	XP_060426705.1	XP_036580753.1
OG0006178	XP_060426702.1	XP_036580754.1
OG0006179	XP_060426701.1	XP_036580755.1
OG0006180	XP_060426699.1	XP_036580757.1
OG0006181	XP_060426697.1	XP_036580767.1
OG0006182	XP_060426696.1	XP_036580768.1
OG0006183	XP_060426694.1	XP_036580770.1
OG0006184	XP_060426693.1	XP_036580771.1
OG0006185	XP_060426692.1	XP_036580772.1
OG0006186	XP_060426691.1	XP_070061487.1
OG0006187	XP_060426689.1	XP_036580774.1
OG0006188	XP_060426672.1	XP_036580779.1
OG0006189	XP_060426674.1	XP_070061482.1
OG0006190	XP_060426675.1	XP_036580783.1
OG0006191	XP_060426676.1	XP_036580784.1
OG0006192	XP_060426678.1	XP_036580786.1
OG0006193	XP_060426682.1	XP_070061484.1
OG0006194	XP_060426686.1	XP_036581711.1
OG0006195	XP_060426665.1	XP_070061479.1
OG0006196	XP_060426664.1	XP_036580794.1
OG0006198	XP_060426659.1	XP_036580801.1
OG0006199	XP_060426658.1	XP_036580802.2
OG0006200	XP_060426652.1	XP_036580808.1
OG0006201	XP_060426651.1	XP_036580809.1
OG0006202	XP_060426650.1	XP_036580810.1
OG0006203	XP_060426646.1	XP_036580811.1
OG0006204	XP_060426642.1	XP_036580820.1
OG0006205	XP_060426641.1	XP_036580821.2
OG0006206	XP_060426640.1	XP_036580822.1
OG0006207	XP_060426639.1	XP_036580823.2
OG0006208	XP_060426638.1	XP_036580824.1
OG0006209	XP_060426637.1	XP_036580825.1
OG0006210	XP_060426633.1	XP_036580829.1
OG0006211	XP_060426632.1	XP_036580830.1
OG0006212	XP_060426631.1	XP_036580831.2
OG0006213	XP_060426629.1	XP_036580832.1
OG0006214	XP_060426628.1	XP_036580835.1
OG0006215	XP_060426627.1	XP_036580836.1
OG0006216	XP_060426625.1	XP_070061472.1
OG0006217	XP_060426620.1	XP_036580865.1
OG0006218	XP_060425906.1	XP_070061466.1
OG0006219	XP_060425908.1	XP_036580857.1
OG0006220	XP_060425914.1	XP_070061469.1
OG0006221	XP_060425916.1	XP_036580850.1
OG0006222	XP_060425917.1	XP_070061470.1
OG0006223	XP_060425918.1	XP_036580848.1
OG0006224	XP_060425919.1	XP_036580847.1
OG0006225	XP_060425920.1	XP_036580846.1
OG0006226	XP_060425921.1	XP_070061471.1
OG0006228	XP_060425923.1	XP_036580844.1
OG0006231	XP_060425927.1	XP_036580895.1
OG0006232	XP_060425928.1	XP_036580894.2
OG0006233	XP_060425929.1	XP_036580892.1
OG0006235	XP_060425416.1	XP_036576503.1
OG0006236	XP_060425415.1	XP_036576502.1
OG0006237	XP_060425414.1	XP_036576501.1
OG0006238	XP_060425413.1	XP_036576500.1
OG0006239	XP_060425412.1	XP_036576499.1
OG0006240	XP_060425410.1	XP_036576497.1
OG0006241	XP_060425407.1	XP_036576494.1
OG0006242	XP_060425406.1	XP_036576493.1
OG0006243	XP_060425405.1	XP_036576487.1
OG0006244	XP_060425404.1	XP_036576486.1
OG0006245	XP_060425403.1	XP_036576485.1
OG0006246	XP_060425401.1	XP_036576483.1
OG0006247	XP_060425399.1	XP_070060013.1
OG0006248	XP_060425397.1	XP_036576477.1
OG0006249	XP_060425396.1	XP_036576478.2
OG0006250	XP_060425389.1	XP_036577803.1
OG0006251	XP_060425388.1	XP_036576466.1
OG0006252	XP_060425386.1	XP_036576469.1
OG0006253	XP_060425382.1	XP_036577805.1
OG0006254	XP_060425381.1	XP_070060017.1
OG0006255	XP_060425375.1	XP_036582150.1
OG0006256	XP_060425373.1	XP_036577817.1
OG0006257	XP_060425372.1	XP_036577816.1
OG0006258	XP_060425371.1	XP_036577815.1
OG0006259	XP_060425370.1	XP_036577814.1
OG0006260	XP_060425367.1	XP_036577812.1
OG0006261	XP_060422140.1	XP_036577833.1
OG0006262	XP_060422141.1	XP_036577832.2
OG0006263	XP_060422143.1	XP_036577830.1
OG0006264	XP_060422145.1	XP_036577829.1
OG0006265	XP_060422146.1	XP_036577828.1
OG0006266	XP_060422147.1	XP_036577827.1
OG0006267	XP_060422148.1	XP_036581691.1, XP_036577826.1
OG0006268	XP_060422150.1	XP_036577822.1
OG0006269	XP_060422153.1	XP_036577820.1
OG0006270	XP_060422157.1	XP_036576517.1
OG0006271	XP_060422162.1	XP_036574207.1
OG0006272	XP_060422164.1	XP_070060656.1
OG0006273	XP_060428052.1	XP_036574203.1
OG0006274	XP_060428060.1	XP_036581167.1
OG0006275	XP_060428062.1	XP_036581165.1
OG0006276	XP_060428063.1	XP_070060655.1
OG0006277	XP_060428068.1	XP_036581169.1
OG0006278	XP_060428069.1	XP_036581171.2
OG0006279	XP_060428070.1	XP_036581172.1
OG0006280	XP_060428071.1	XP_036581173.1
OG0006281	XP_060428072.1	XP_036581174.1
OG0006282	XP_060428074.1	XP_036581175.1
OG0006283	XP_060428075.1	XP_036581176.1
OG0006284	XP_060428079.1	XP_036581179.1
OG0006285	XP_060428093.1	XP_036581184.1
OG0006286	XP_060428094.1	XP_070060650.1
OG0006288	XP_060428095.1	XP_036587373.1
OG0006289	XP_060428096.1	XP_036581190.1
OG0006290	XP_060428097.1	XP_070060648.1
OG0006291	XP_060428098.1	XP_036581194.2
OG0006292	XP_060428099.1	XP_036581195.1
OG0006293	XP_060428102.1	XP_036581198.1
OG0006294	XP_060428103.1	XP_036581207.1
OG0006295	XP_060428105.1	XP_036581208.1
OG0006296	XP_060428107.1	XP_036581209.1
OG0006297	XP_060428109.1	XP_036581210.1
OG0006298	XP_060428110.1	XP_070060644.1
OG0006299	XP_060428111.1	XP_036581212.1
OG0006300	XP_060428112.1	XP_036581213.1
OG0006301	XP_060428113.1	XP_070060643.1
OG0006302	XP_060428115.1	XP_036581218.1
OG0006303	XP_060428121.1	XP_036581203.1
OG0006304	XP_060428131.1	XP_036581224.1
OG0006305	XP_060428132.1	XP_036584048.1
OG0006306	XP_060428135.1	XP_036581232.1
OG0006307	XP_060428137.1	XP_036581234.2
OG0006308	XP_060428153.1	XP_070060637.1
OG0006309	XP_060428154.1	XP_036581247.1
OG0006310	XP_060428157.1	XP_070060633.1
OG0006311	XP_060428161.1	XP_070060629.1
OG0006312	XP_060428164.1	XP_036581261.1
OG0006313	XP_060428165.1	XP_036581260.1
OG0006314	XP_060428166.1	XP_036581259.1
OG0006315	XP_060428167.1	XP_036581258.1
OG0006316	XP_060428168.1	XP_070060630.1
OG0006317	XP_060428171.1	XP_036581255.1
OG0006318	XP_060428179.1	XP_036581268.1
OG0006319	XP_060428180.1	XP_036581267.2
OG0006320	XP_060428184.1	XP_036579501.1
OG0006321	XP_060428187.1	XP_036581284.1
OG0006322	XP_060428188.1	XP_036581283.1
OG0006323	XP_060428189.1	XP_036581282.1
OG0006324	XP_060428190.1	XP_036581281.1
OG0006325	XP_060428192.1	XP_036581279.2
OG0006326	XP_060428193.1	XP_070060624.1
OG0006327	XP_060428196.1	XP_036581276.2
OG0006328	XP_060428197.1	XP_036581287.1
OG0006329	XP_060428198.1	XP_036581288.2
OG0006330	XP_060432799.1	XP_036586962.2
OG0006331	XP_060432797.1	XP_036586961.1
OG0006332	XP_060432791.1	XP_036586960.1
OG0006333	XP_060432790.1	XP_036586959.2
OG0006334	XP_060432789.1	XP_036586958.1
OG0006335	XP_060432788.1	XP_036586955.1
OG0006336	XP_060432787.1	XP_036586954.1
OG0006337	XP_060432786.1	XP_036586953.1
OG0006338	XP_060432785.1	XP_036586952.2
OG0006339	XP_060432784.1	XP_036586951.1
OG0006340	XP_060432781.1	XP_070062150.1
OG0006341	XP_060432778.1	XP_036586946.1
OG0006342	XP_060432747.1	XP_036587050.1
OG0006343	XP_060432748.1	XP_036587051.1
OG0006344	XP_060432749.1	XP_036587052.1
OG0006345	XP_060432750.1	XP_070062162.1
OG0006346	XP_060432751.1	XP_070062163.1
OG0006347	XP_060432752.1	XP_070062164.1
OG0006348	XP_060432754.1	XP_036587056.1
OG0006349	XP_060432755.1	XP_036587057.1
OG0006350	XP_060432756.1	XP_036587058.1
OG0006351	XP_060432757.1	XP_070062166.1
OG0006352	XP_060432759.1	XP_036587062.1
OG0006353	XP_060432760.1	XP_070062167.1
OG0006354	XP_060432763.1	XP_036587064.1
OG0006355	XP_060432764.1	XP_036587065.1
OG0006356	XP_060432765.1	XP_036587066.1
OG0006357	XP_060432766.1	XP_036587067.1
OG0006358	XP_060432769.1	XP_036587069.1
OG0006359	XP_060432771.1	XP_036587070.2
OG0006360	XP_060432772.1	XP_036587071.1
OG0006361	XP_060432773.1	XP_070062168.1
OG0006362	XP_060432774.1	XP_036587073.1
OG0006363	XP_060432775.1	XP_036587074.1
OG0006364	XP_060432776.1	XP_036587075.1
OG0006365	XP_060424904.1, XP_060432745.1	XP_036586944.1
OG0006366	XP_060432743.1	XP_036586942.1
OG0006367	XP_060432742.1	XP_036586941.1
OG0006368	XP_060432736.1	XP_036586928.1
OG0006369	XP_060432735.1	XP_036586929.1
OG0006370	XP_060432733.1	XP_036586930.1
OG0006371	XP_060432731.1	XP_036586931.1
OG0006372	XP_060432728.1	XP_070062146.1
OG0006373	XP_060432725.1	XP_036586923.1
OG0006374	XP_060432724.1	XP_036586922.1
OG0006375	XP_060432722.1	XP_036575660.1
OG0006376	XP_060432720.1	XP_036575656.1
OG0006377	XP_060432719.1	XP_036575652.1
OG0006378	XP_060432701.1	XP_036574334.1
OG0006379	XP_060432698.1	XP_036574512.1
OG0006380	XP_060432697.1	XP_036574511.1
OG0006381	XP_060432696.1	XP_036574510.1
OG0006382	XP_060432689.1	XP_036574513.1
OG0006383	XP_060432681.1	XP_036575627.1
OG0006384	XP_060432679.1	XP_036575625.1
OG0006385	XP_060432678.1	XP_036575624.1
OG0006386	XP_060432676.1	XP_036575621.1
OG0006387	XP_060432671.1	XP_036574520.2
OG0006388	XP_060432672.1	XP_036574521.2
OG0006389	XP_060421599.1	XP_036581146.2
OG0006390	XP_060421597.1	XP_070062111.1
OG0006391	XP_060421592.1	XP_036574517.2
OG0006392	XP_060421591.1	XP_036574516.1
OG0006393	XP_060421550.1	XP_036574379.1
