Orthogroup	Colletotrichum_godetiae	Colletotrichum_siamense
OG0004937	XP_060427001.1	XP_036489020.1
OG0004938	XP_060427009.1	XP_036487914.1
OG0004939	XP_060427006.1	XP_036489021.1
OG0004940	XP_060427005.1	XP_036488948.1
OG0004941	XP_060427003.1	XP_036488454.1
OG0004942	XP_060427002.1	XP_036488485.1
OG0004943	XP_060427010.1	XP_036488888.1
OG0004944	XP_060427011.1	XP_036487960.1
OG0004945	XP_060427012.1	XP_036488970.1
OG0004946	XP_060427013.1	XP_036488419.1
OG0004947	XP_060427014.1	XP_036487973.1
OG0004948	XP_060427017.1	XP_036488518.1
OG0004949	XP_060427018.1	XP_036488484.1
OG0004950	XP_060427020.1	XP_036488516.1
OG0004951	XP_060427022.1	XP_036488944.1
OG0004952	XP_060427023.1	XP_036487959.1
OG0004953	XP_060427025.1	XP_036488772.1
OG0004954	XP_060427027.1	XP_036488587.1
OG0004955	XP_060424880.1	XP_036488358.1
OG0004956	XP_060424883.1	XP_036488357.1
OG0004957	XP_060424884.1	XP_036488848.1
OG0004958	XP_060424887.1	XP_036488849.1
OG0004959	XP_060424890.1	XP_036488360.1
OG0004960	XP_060424893.1	XP_036488369.1
OG0004961	XP_060424894.1	XP_036488132.1
OG0004962	XP_060424896.1	XP_036488850.1
OG0004963	XP_060424902.1	XP_036488964.1
OG0004964	XP_060424906.1	XP_036488500.1
OG0004965	XP_060424907.1	XP_036488961.1
OG0004966	XP_060424908.1	XP_036488048.1, XP_036491448.1
OG0004967	XP_060424909.1	XP_036488017.1
OG0004968	XP_060424912.1	XP_036488498.1
OG0004969	XP_060424913.1	XP_036488528.1
OG0004970	XP_060424914.1	XP_036488527.1
OG0004971	XP_060424915.1	XP_036488741.1
OG0004972	XP_060424919.1	XP_036487977.1
OG0004973	XP_060424921.1	XP_036487978.1
OG0004974	XP_060424922.1	XP_036496791.1
OG0004975	XP_060424926.1	XP_036487976.1
OG0004976	XP_060424928.1	XP_036487979.1
OG0004977	XP_060424929.1	XP_036488757.1
OG0004978	XP_060424931.1	XP_036488749.1
OG0004979	XP_060424932.1	XP_036488750.1
OG0004980	XP_060424933.1	XP_036488747.1
OG0004981	XP_060424934.1	XP_036488748.1
OG0004982	XP_060424936.1	XP_036488742.1
OG0004983	XP_060424937.1	XP_036488722.1
OG0004984	XP_060424943.1	XP_036488746.1
OG0004985	XP_060424944.1	XP_036495055.1
OG0004986	XP_060424949.1	XP_036488646.1
OG0004987	XP_060424951.1	XP_036488224.1
OG0004988	XP_060424953.1	XP_036488226.1
OG0004989	XP_060424954.1	XP_036488225.1
OG0004990	XP_060424955.1	XP_036487922.1
OG0004991	XP_060424957.1	XP_036488113.1
OG0004992	XP_060425192.1	XP_036493888.1
OG0004993	XP_060425190.1	XP_036493882.1
OG0004994	XP_060425188.1	XP_036493171.1
OG0004995	XP_060425184.1	XP_036493777.1
OG0004996	XP_060425183.1	XP_036493169.1
OG0004997	XP_060425182.1	XP_036493341.1
OG0004998	XP_060425180.1	XP_036493340.1
OG0004999	XP_060425177.1	XP_036493654.1
OG0005000	XP_060425176.1	XP_036493834.1
OG0005001	XP_060425175.1	XP_036493379.1
OG0005002	XP_060425174.1	XP_036493342.1
OG0005003	XP_060425171.1	XP_036493168.1
OG0005004	XP_060425169.1	XP_036493884.1
OG0005005	XP_060425167.1	XP_036493338.1
OG0005006	XP_060425166.1	XP_036493230.1
OG0005007	XP_060425165.1	XP_036493619.1
OG0005008	XP_060425164.1	XP_036493618.1
OG0005009	XP_060425162.1	XP_036493622.1
OG0005010	XP_060425161.1	XP_036493620.1
OG0005011	XP_060425159.1	XP_036493836.1
OG0005012	XP_060432094.1	XP_036493835.1
OG0005013	XP_060432091.1	XP_036493290.1
OG0005014	XP_060432090.1	XP_036493625.1
OG0005015	XP_060432088.1	XP_036493626.1
OG0005016	XP_060432086.1	XP_036493779.1
OG0005017	XP_060432085.1	XP_036493780.1
OG0005018	XP_060432084.1	XP_036493781.1
OG0005019	XP_060432083.1	XP_036493782.1
OG0005020	XP_060432082.1	XP_036493783.1
OG0005021	XP_060432081.1	XP_036493784.1
OG0005022	XP_060432080.1	XP_036493785.1
OG0005023	XP_060432079.1	XP_036493205.1
OG0005024	XP_060432078.1	XP_036493825.1
OG0005025	XP_060432077.1	XP_036493826.1
OG0005026	XP_060432075.1	XP_036493827.1
OG0005027	XP_060432073.1	XP_036493828.1
OG0005028	XP_060432072.1	XP_036493829.1
OG0005029	XP_060432071.1	XP_036493830.1
OG0005030	XP_060432062.1	XP_036493831.1
OG0005031	XP_060432061.1	XP_036493833.1
OG0005032	XP_060432060.1	XP_036493490.1
OG0005033	XP_060432058.1	XP_036493220.1
OG0005034	XP_060432057.1	XP_036493225.1
OG0005035	XP_060432056.1	XP_036493224.1
OG0005036	XP_060432055.1	XP_036493223.1
OG0005037	XP_060432054.1	XP_036493222.1
OG0005038	XP_060432053.1	XP_036493229.1
OG0005039	XP_060432051.1	XP_036492839.1
OG0005040	XP_060432049.1	XP_036492798.1
OG0005041	XP_060432043.1	XP_036493227.1
OG0005042	XP_060432041.1	XP_036492813.1
OG0005043	XP_060432040.1	XP_036492816.1
OG0005044	XP_060432039.1	XP_036492842.1
OG0005045	XP_060432038.1	XP_036492843.1
OG0005046	XP_060432037.1	XP_036492840.1
OG0005047	XP_060432036.1	XP_036492841.1
OG0005048	XP_060432035.1	XP_036493548.1
OG0005049	XP_060432033.1	XP_036493547.1
OG0005050	XP_060432032.1	XP_036492930.1
OG0005051	XP_060432030.1	XP_036493509.1
OG0005052	XP_060432029.1	XP_036492925.1
OG0005053	XP_060432024.1	XP_036492802.1
OG0005054	XP_060432022.1	XP_036492803.1
OG0005055	XP_060432021.1	XP_036493813.1
OG0005056	XP_060432020.1	XP_036493814.1
OG0005057	XP_060432019.1	XP_036493815.1
OG0005058	XP_060432018.1	XP_036492935.1
OG0005059	XP_060432015.1	XP_036492886.1
OG0005060	XP_060432017.1	XP_036493810.1
OG0005061	XP_060432007.1	XP_036493517.1
OG0005062	XP_060432006.1	XP_036493516.1
OG0005063	XP_060432001.1	XP_036492657.1
OG0005064	XP_060432000.1	XP_036492656.1
OG0005065	XP_060431998.1	XP_036493518.1
OG0005066	XP_060431995.1	XP_036492655.1
OG0005067	XP_060431994.1	XP_036492654.1
OG0005068	XP_060431993.1	XP_036492653.1
OG0005070	XP_060431990.1	XP_036492764.1
OG0005071	XP_060431988.1	XP_036492762.1
OG0005072	XP_060431986.1	XP_036492763.1
OG0005073	XP_060431984.1	XP_036492760.1
OG0005074	XP_060431983.1	XP_036492761.1
OG0005075	XP_060431982.1	XP_036492758.1
OG0005076	XP_060431981.1	XP_036492759.1
OG0005077	XP_060431979.1	XP_036493472.1
OG0005080	XP_060428303.1	XP_036499744.1
OG0005081	XP_060428305.1	XP_036499745.1
OG0005082	XP_060428306.1	XP_036499125.1
OG0005083	XP_060428309.1	XP_036499746.1
OG0005084	XP_060428314.1	XP_036499748.1
OG0005085	XP_060428315.1	XP_036499694.1
OG0005086	XP_060428318.1	XP_036499692.1
OG0005087	XP_060428320.1	XP_036499693.1
OG0005088	XP_060428321.1	XP_036500443.1
OG0005089	XP_060428322.1	XP_036500442.1
OG0005090	XP_060428326.1	XP_036499977.1
OG0005091	XP_060428327.1	XP_036500446.1
OG0005092	XP_060428329.1	XP_036500441.1
OG0005093	XP_060428330.1	XP_036500440.1
OG0005094	XP_060428331.1	XP_036500638.1
OG0005095	XP_060428332.1	XP_036500639.1
OG0005096	XP_060428333.1	XP_036500636.1
OG0005097	XP_060428335.1	XP_036500637.1
OG0005098	XP_060428336.1	XP_036500642.1
OG0005099	XP_060428337.1	XP_036500643.1
OG0005100	XP_060428339.1	XP_036500640.1
OG0005101	XP_060428342.1	XP_036500641.1
OG0005102	XP_060428344.1	XP_036499558.1
OG0005103	XP_060428345.1	XP_036500435.1
OG0005104	XP_060428346.1	XP_036500434.1
OG0005105	XP_060428348.1	XP_036500436.1
OG0005106	XP_060428349.1	XP_036500430.1
OG0005107	XP_060428350.1	XP_036500429.1
OG0005108	XP_060428351.1	XP_036500432.1
OG0005109	XP_060428353.1	XP_036500431.1
OG0005110	XP_060428357.1	XP_036499099.1
OG0005111	XP_060428358.1	XP_036499100.1
OG0005112	XP_060428361.1	XP_036499101.1
OG0005113	XP_060428362.1	XP_036499102.1
OG0005114	XP_060428363.1	XP_036499095.1
OG0005115	XP_060428365.1	XP_036499097.1
OG0005116	XP_060428366.1	XP_036499098.1
OG0005117	XP_060428367.1	XP_036499093.1
OG0005118	XP_060428370.1	XP_036499094.1
OG0005119	XP_060428371.1	XP_036500010.1
OG0005120	XP_060428372.1	XP_036490639.1
OG0005121	XP_060428381.1	XP_036500003.1
OG0005122	XP_060428382.1	XP_036500002.1
OG0005123	XP_060428383.1	XP_036500001.1
OG0005124	XP_060428385.1	XP_036500890.1
OG0005125	XP_060428386.1	XP_036500893.1
OG0005126	XP_060428387.1	XP_036500892.1
OG0005127	XP_060428388.1	XP_036500887.1
OG0005128	XP_060428389.1	XP_036500886.1
OG0005129	XP_060428390.1	XP_036500889.1
OG0005130	XP_060428391.1	XP_036500888.1
OG0005131	XP_060428392.1	XP_036500885.1
OG0005132	XP_060428393.1	XP_036500884.1
OG0005133	XP_060428394.1	XP_036499921.1
OG0005134	XP_060428395.1	XP_036499922.1
OG0005135	XP_060428396.1	XP_036499919.1
OG0005136	XP_060428398.1	XP_036499926.1
OG0005137	XP_060428399.1	XP_036499923.1
OG0005138	XP_060428401.1	XP_036499924.1
OG0005139	XP_060428402.1	XP_036499917.1
OG0005140	XP_060428403.1	XP_036499918.1
OG0005141	XP_060428404.1	XP_036500806.1
OG0005142	XP_060428405.1	XP_036500805.1
OG0005143	XP_060428407.1	XP_036500750.1
OG0005144	XP_060428408.1	XP_036500747.1
OG0005145	XP_060428409.1	XP_036500748.1
OG0005146	XP_060428410.1	XP_036500745.1
OG0005147	XP_060428411.1	XP_036500746.1
OG0005148	XP_060428413.1	XP_036499844.1
OG0005149	XP_060428415.1	XP_036499842.1
OG0005150	XP_060428418.1	XP_036499839.1
OG0005151	XP_060428420.1	XP_036499837.1
OG0005152	XP_060428422.1	XP_036499836.1
OG0005153	XP_060428423.1	XP_036499835.1
OG0005154	XP_060428425.1	XP_036500811.1
OG0005155	XP_060428426.1	XP_036495719.1
OG0005156	XP_060428428.1	XP_036500749.1
OG0005157	XP_060428429.1	XP_036500752.1
OG0005158	XP_060428430.1	XP_036500751.1
OG0005159	XP_060428431.1	XP_036500744.1
OG0005160	XP_060428433.1	XP_036499781.1
OG0005161	XP_060428435.1	XP_036499779.1
OG0005162	XP_060428436.1	XP_036499780.1
OG0005163	XP_060428437.1	XP_036499777.1
OG0005164	XP_060428438.1	XP_036499775.1
OG0005165	XP_060428439.1	XP_036499776.1
OG0005166	XP_060428440.1	XP_036499783.1
OG0005167	XP_060428441.1	XP_036499784.1
OG0005168	XP_060428442.1	XP_036500683.1
OG0005169	XP_060428443.1	XP_036500682.1
OG0005170	XP_060428444.1	XP_036500681.1
OG0005171	XP_060428445.1	XP_036500680.1
OG0005172	XP_060428446.1	XP_036500679.1
OG0005173	XP_060428447.1	XP_036500678.1
OG0005174	XP_060428448.1	XP_036500677.1
OG0005175	XP_060428449.1	XP_036500676.1
OG0005176	XP_060428450.1	XP_036500675.1
OG0005177	XP_060424265.1	XP_036497028.1
OG0005178	XP_060424263.1	XP_036497027.1
OG0005179	XP_060424262.1	XP_036497026.1
OG0005180	XP_060424261.1	XP_036497025.1
OG0005181	XP_060424260.1	XP_036497024.1
OG0005182	XP_060424259.1	XP_036497023.1
OG0005183	XP_060424258.1	XP_036497022.1
OG0005184	XP_060424255.1	XP_036497972.1
OG0005185	XP_060424253.1	XP_036497968.1
OG0005186	XP_060424251.1	XP_036497970.1
OG0005187	XP_060424250.1	XP_036497971.1
OG0005188	XP_060424249.1	XP_036497964.1
OG0005189	XP_060424246.1	XP_036497967.1
OG0005190	XP_060424245.1	XP_036497155.1
OG0005191	XP_060424244.1	XP_036498211.1
OG0005192	XP_060424243.1	XP_036498214.1
OG0005193	XP_060424242.1	XP_036497156.1
OG0005194	XP_060424240.1	XP_036498216.1
OG0005195	XP_060424239.1	XP_036498220.1
OG0005196	XP_060424238.1	XP_036498222.1
OG0005197	XP_060424236.1	XP_036498035.1
OG0005198	XP_060424235.1	XP_036498036.1
OG0005199	XP_060424234.1	XP_036498125.1
OG0005200	XP_060424233.1	XP_036498378.1
OG0005201	XP_060424232.1	XP_036498124.1
OG0005202	XP_060424230.1	XP_036498034.1
OG0005203	XP_060424229.1	XP_036498029.1
OG0005204	XP_060424228.1	XP_036498031.1
OG0005205	XP_060424227.1	XP_036498123.1
OG0005206	XP_060424226.1	XP_036498027.1
OG0005207	XP_060424223.1	XP_036497859.1
OG0005208	XP_060424222.1	XP_036497854.1
OG0005209	XP_060424221.1	XP_036497853.1
OG0005210	XP_060424220.1	XP_036497850.1
OG0005211	XP_060424218.1	XP_036497848.1
OG0005212	XP_060424213.1	XP_036497478.1
OG0005213	XP_060424212.1	XP_036497652.1
OG0005214	XP_060424211.1	XP_036498502.1
OG0005215	XP_060424210.1	XP_036497645.1
OG0005216	XP_060424209.1	XP_036497646.1
OG0005217	XP_060424208.1	XP_036497647.1
OG0005218	XP_060424207.1	XP_036498498.1
OG0005219	XP_060424206.1	XP_036498499.1
OG0005220	XP_060424205.1	XP_036498056.1
OG0005221	XP_060424204.1	XP_036498057.1
OG0005222	XP_060424202.1	XP_036498058.1
OG0005223	XP_060424200.1	XP_036497300.1
OG0005224	XP_060424199.1	XP_036497298.1
OG0005225	XP_060424198.1	XP_036497297.1
OG0005226	XP_060424197.1	XP_036498862.1
OG0005227	XP_060424196.1	XP_036497299.1
OG0005228	XP_060424193.1	XP_036497294.1
OG0005229	XP_060424190.1	XP_036497295.1
OG0005230	XP_060424189.1	XP_036498894.1
OG0005231	XP_060424186.1	XP_036498242.1
OG0005232	XP_060424185.1	XP_036498240.1
OG0005233	XP_060422332.1	XP_036498892.1
OG0005234	XP_060422333.1	XP_036498893.1
OG0005235	XP_060422339.1	XP_036498684.1
OG0005236	XP_060422340.1	XP_036497216.1
OG0005237	XP_060422342.1	XP_036498680.1
OG0005238	XP_060422343.1	XP_036497215.1
OG0005239	XP_060422344.1	XP_036498679.1
OG0005240	XP_060422345.1	XP_036497214.1
OG0005241	XP_060422346.1	XP_036498678.1
OG0005242	XP_060422347.1	XP_036498430.1
OG0005243	XP_060422349.1	XP_036498455.1
OG0005244	XP_060422352.1	XP_036498460.1
OG0005245	XP_060422353.1	XP_036498179.1
OG0005246	XP_060422354.1	XP_036498271.1
OG0005247	XP_060422356.1	XP_036498453.1
OG0005248	XP_060422357.1	XP_036498454.1
OG0005249	XP_060422359.1	XP_036497351.1
OG0005250	XP_060422360.1	XP_036497352.1
OG0005251	XP_060422362.1	XP_036497356.1
OG0005252	XP_060422365.1	XP_036497353.1
OG0005253	XP_060422366.1	XP_036497354.1
OG0005254	XP_060422367.1	XP_036497359.1
OG0005255	XP_060422369.1	XP_036497360.1
OG0005256	XP_060422372.1	XP_036497358.1
OG0005257	XP_060437339.1	XP_036495620.1
OG0005258	XP_060437338.1	XP_036490563.1
OG0005259	XP_060437337.1	XP_036491113.1
OG0005260	XP_060437336.1	XP_036491109.1
OG0005261	XP_060437334.1	XP_036491108.1
OG0005262	XP_060437333.1	XP_036491111.1
OG0005263	XP_060437332.1	XP_036491110.1
OG0005264	XP_060437330.1	XP_036490529.1
OG0005265	XP_060437329.1	XP_036490522.1
OG0005266	XP_060437328.1	XP_036490523.1
OG0005267	XP_060437325.1	XP_036490520.1
OG0005268	XP_060437323.1	XP_036490521.1
OG0005269	XP_060429203.1	XP_036489767.1
OG0005270	XP_060429195.1	XP_036492897.1
OG0005271	XP_060429191.1	XP_036489454.1
OG0005272	XP_060429190.1	XP_036489354.1
OG0005273	XP_060429189.1	XP_036489903.1
OG0005274	XP_060429188.1	XP_036489902.1
OG0005275	XP_060429187.1	XP_036489905.1
OG0005276	XP_060429144.1	XP_036489305.1
OG0005277	XP_060429148.1	XP_036489901.1
OG0005278	XP_060429149.1	XP_036489341.1
OG0005279	XP_060429150.1	XP_036489337.1
OG0005280	XP_060429151.1	XP_036489336.1
OG0005281	XP_060429152.1	XP_036490007.1
OG0005282	XP_060429155.1	XP_036489342.1
OG0005283	XP_060429156.1	XP_036490019.1
OG0005284	XP_060429158.1	XP_036489879.1
OG0005285	XP_060429159.1	XP_036489706.1
OG0005286	XP_060429160.1	XP_036489878.1
OG0005287	XP_060429161.1	XP_036489877.1
OG0005288	XP_060429162.1	XP_036489876.1
OG0005289	XP_060429163.1	XP_036489875.1
OG0005290	XP_060429165.1	XP_036489873.1
OG0005291	XP_060429168.1	XP_036489807.1
OG0005292	XP_060429172.1	XP_036489808.1
OG0005293	XP_060429173.1	XP_036489908.1
OG0005294	XP_060429174.1	XP_036489906.1
OG0005295	XP_060429175.1	XP_036489909.1
OG0005296	XP_060429143.1	XP_036489306.1
OG0005297	XP_060429142.1	XP_036489806.1
OG0005298	XP_060429141.1	XP_036489507.1
OG0005299	XP_060429140.1	XP_036489975.1
OG0005300	XP_060429139.1	XP_036489705.1
OG0005301	XP_060429137.1	XP_036489071.1
OG0005302	XP_060429136.1	XP_036489662.1
OG0005303	XP_060429135.1	XP_036489061.1
OG0005304	XP_060429127.1	XP_036489416.1
OG0005305	XP_060429126.1	XP_036489615.1
OG0005306	XP_060429125.1	XP_036489602.1
OG0005307	XP_060429124.1	XP_036489603.1
OG0005308	XP_060429121.1	XP_036489215.1
OG0005309	XP_060429119.1	XP_036489755.1
OG0005310	XP_060429114.1	XP_036489760.1
OG0005311	XP_060429113.1	XP_036489246.1
OG0005312	XP_060436557.1	XP_036489678.1
OG0005313	XP_060423875.1, XP_060436554.1	XP_036489722.1
OG0005314	XP_060436553.1	XP_036489188.1
OG0005315	XP_060436548.1	XP_036489751.1
OG0005316	XP_060436547.1	XP_036489593.1
OG0005317	XP_060436545.1	XP_036489594.1
OG0005318	XP_060436544.1	XP_036489036.1
OG0005319	XP_060436543.1	XP_036489589.1
OG0005320	XP_060436542.1	XP_036489819.1
OG0005321	XP_060436541.1	XP_036489590.1
OG0005322	XP_060436540.1	XP_036489591.1
OG0005323	XP_060436539.1	XP_036489180.1
OG0005324	XP_060436538.1	XP_036489277.1
OG0005325	XP_060436536.1	XP_036489184.1
OG0005326	XP_060436534.1	XP_036489183.1
OG0005327	XP_060436533.1	XP_036489360.1
OG0005328	XP_060436532.1	XP_036489040.1
OG0005329	XP_060436530.1	XP_036489592.1
OG0005330	XP_060436527.1	XP_036489042.1
OG0005331	XP_060436521.1	XP_036489173.1
OG0005332	XP_060436519.1	XP_036489436.1
OG0005333	XP_060436518.1	XP_036489045.1
OG0005334	XP_060436517.1	XP_036489062.1
OG0005335	XP_060436516.1	XP_036489063.1
OG0005336	XP_060436515.1	XP_036489064.1
OG0005337	XP_060436514.1	XP_036489065.1
OG0005338	XP_060436512.1	XP_036489067.1
OG0005339	XP_060436510.1	XP_036489069.1
OG0005340	XP_060436509.1	XP_036489235.1
OG0005341	XP_060436508.1	XP_036489070.1
OG0005342	XP_060436507.1	XP_036489805.1
OG0005343	XP_060436506.1	XP_036489607.1
OG0005344	XP_060436504.1	XP_036489605.1
OG0005345	XP_060436500.1	XP_036489609.1
OG0005346	XP_060436499.1	XP_036489608.1
OG0005347	XP_060436497.1	XP_036489654.1
OG0005348	XP_060436496.1	XP_036489646.1
OG0005349	XP_060436495.1	XP_036489650.1
OG0005350	XP_060436493.1	XP_036489655.1
OG0005351	XP_060436492.1	XP_036489656.1
OG0005352	XP_060436491.1	XP_036489429.1
OG0005353	XP_060436490.1	XP_036489428.1
OG0005354	XP_060436489.1	XP_036489107.1
OG0005355	XP_060436488.1	XP_036489106.1
OG0005356	XP_060436487.1	XP_036489109.1
OG0005357	XP_060436485.1	XP_036489108.1
OG0005358	XP_060436484.1	XP_036489105.1
OG0005359	XP_060436483.1	XP_036489104.1
OG0005360	XP_060436481.1	XP_036489434.1
OG0005361	XP_060436480.1	XP_036489612.1
OG0005362	XP_060436479.1	XP_036489613.1
OG0005363	XP_060436478.1	XP_036489653.1
OG0005364	XP_060436477.1	XP_036489645.1
OG0005365	XP_060436682.1	XP_036490462.1
OG0005366	XP_060436683.1	XP_036490461.1
OG0005367	XP_060436684.1	XP_036490397.1
OG0005368	XP_060436686.1	XP_036490398.1
OG0005369	XP_060436687.1	XP_036490399.1
OG0005370	XP_060436688.1	XP_036490392.1
OG0005371	XP_060436689.1	XP_036490393.1
OG0005372	XP_060436690.1	XP_036490394.1
OG0005373	XP_060436694.1	XP_036490509.1
OG0005374	XP_060436695.1	XP_036490978.1
OG0005375	XP_060436699.1	XP_036490435.1
OG0005376	XP_060436701.1	XP_036490436.1
OG0005377	XP_060436702.1	XP_036490437.1
OG0005378	XP_060436704.1	XP_036490439.1
OG0005379	XP_060436709.1	XP_036491146.1
OG0005380	XP_060436715.1	XP_036491319.1
OG0005381	XP_060436723.1	XP_036490156.1
OG0005383	XP_060436726.1	XP_036491185.1
OG0005384	XP_060436728.1	XP_036491265.1
OG0005385	XP_060436729.1	XP_036491184.1
OG0005386	XP_060436731.1	XP_036490310.1
OG0005387	XP_060436736.1	XP_036490617.1
OG0005388	XP_060436737.1	XP_036490618.1
OG0005389	XP_060436738.1	XP_036490619.1
OG0005390	XP_060436739.1	XP_036490788.1
OG0005391	XP_060436740.1	XP_036490787.1
OG0005392	XP_060436742.1	XP_036490793.1
OG0005393	XP_060436744.1	XP_036491226.1
OG0005394	XP_060436747.1	XP_036491224.1
OG0005395	XP_060436748.1	XP_036491223.1
OG0005396	XP_060436749.1	XP_036491222.1
OG0005397	XP_060436750.1	XP_036490790.1
OG0005398	XP_060436751.1	XP_036490789.1
OG0005399	XP_060436752.1	XP_036490579.1
OG0005400	XP_060436753.1	XP_036490298.1
OG0005401	XP_060436754.1	XP_036490577.1
OG0005402	XP_060436755.1	XP_036490578.1
OG0005403	XP_060436758.1	XP_036495701.1
OG0005404	XP_060436767.1	XP_036490358.1
OG0005405	XP_060436768.1	XP_036491013.1
OG0005406	XP_060436772.1	XP_036492211.1
OG0005407	XP_060436775.1	XP_036492685.1
OG0005408	XP_060436777.1	XP_036490862.1
OG0005409	XP_060436788.1	XP_036490730.1
OG0005410	XP_060436787.1	XP_036490347.1
OG0005411	XP_060436786.1	XP_036490860.1
OG0005412	XP_060436785.1	XP_036490346.1
OG0005413	XP_060436780.1	XP_036490748.1
OG0005414	XP_060436779.1	XP_036490747.1
OG0005415	XP_060436792.1	XP_036490826.1
OG0005416	XP_060436794.1	XP_036490304.1
OG0005417	XP_060436795.1	XP_036490301.1
OG0005418	XP_060436796.1	XP_036490302.1
OG0005419	XP_060436797.1	XP_036491129.1
OG0005420	XP_060436799.1	XP_036491130.1
OG0005421	XP_060436800.1	XP_036490746.1
OG0005422	XP_060436801.1	XP_036490300.1
OG0005423	XP_060436803.1	XP_036490299.1
OG0005424	XP_060436804.1	XP_036491131.1
OG0005425	XP_060436807.1	XP_036491161.1
OG0005426	XP_060436809.1	XP_036491010.1
OG0005427	XP_060436810.1	XP_036491050.1
OG0005428	XP_060436813.1	XP_036490867.1
OG0005429	XP_060436818.1	XP_036490372.1
OG0005430	XP_060436819.1	XP_036490371.1
OG0005431	XP_060436820.1	XP_036490501.1
OG0005432	XP_060436832.1	XP_036490376.1
OG0005433	XP_060436831.1	XP_036490377.1
OG0005434	XP_060436830.1	XP_036490969.1
OG0005435	XP_060436829.1	XP_036490962.1
OG0005436	XP_060436828.1	XP_036490963.1
OG0005437	XP_060436827.1	XP_036490964.1
OG0005438	XP_060436826.1	XP_036490965.1
OG0005439	XP_060436825.1	XP_036491052.1
OG0005440	XP_060436834.1	XP_036490968.1
OG0005441	XP_060436835.1	XP_036490967.1
OG0005442	XP_060433018.1	XP_036492312.1
OG0005443	XP_060422414.1	XP_036501825.1
OG0005444	XP_060428009.1	XP_036496292.1
OG0005445	XP_060428010.1	XP_036496291.1
OG0005446	XP_060428012.1	XP_036495511.1
OG0005447	XP_060428013.1	XP_036495512.1
OG0005448	XP_060428014.1	XP_036495518.1, XP_036495517.1
OG0005449	XP_060428016.1	XP_036496360.1
OG0005450	XP_060428017.1	XP_036496359.1
OG0005451	XP_060428020.1	XP_036495604.1
OG0005452	XP_060428022.1	XP_036495460.1
OG0005453	XP_060428023.1	XP_036496413.1
OG0005454	XP_060428034.1	XP_036496597.1
OG0005455	XP_060428035.1	XP_036496596.1
OG0005456	XP_060428036.1	XP_036488085.1
OG0005457	XP_060428038.1	XP_036495758.1
OG0005458	XP_060428039.1	XP_036495759.1
OG0005459	XP_060428040.1	XP_036496659.1
OG0005460	XP_060428041.1	XP_036496658.1
OG0005461	XP_060428042.1	XP_036495755.1
OG0005462	XP_060421890.1	XP_036487917.1
OG0005463	XP_060432600.1	XP_036495756.1
OG0005464	XP_060432601.1	XP_036495757.1
OG0005465	XP_060432602.1	XP_036495754.1
OG0005466	XP_060432610.1	XP_036496104.1
OG0005467	XP_060432618.1	XP_036496661.1
OG0005468	XP_060432635.1	XP_036496491.1
OG0005470	XP_060432641.1	XP_036494361.1
OG0005471	XP_060432642.1	XP_036497364.1
OG0005472	XP_060430981.1	XP_036488436.1
OG0005473	XP_060430983.1	XP_036497015.1
OG0005474	XP_060430986.1	XP_036496983.1
OG0005475	XP_060430987.1	XP_036492177.1
OG0005476	XP_060430991.1	XP_036495941.1
OG0005477	XP_060430993.1	XP_036495641.1
OG0005478	XP_060430995.1	XP_036495649.1
OG0005479	XP_060430997.1	XP_036495650.1
OG0005480	XP_060430998.1	XP_036495647.1
OG0005481	XP_060430999.1	XP_036495648.1
OG0005482	XP_060431003.1	XP_036496542.1
OG0005483	XP_060431005.1	XP_036496535.1
OG0005484	XP_060431006.1	XP_036496148.1
OG0005485	XP_060431007.1	XP_036496536.1
OG0005486	XP_060431009.1	XP_036495592.1
OG0005487	XP_060431010.1	XP_036495593.1
OG0005488	XP_060431011.1	XP_036496937.1
OG0005489	XP_060431015.1	XP_036496763.1
OG0005490	XP_060431016.1	XP_036495939.1
OG0005491	XP_060431018.1	XP_036495940.1
OG0005492	XP_060431020.1	XP_036496761.1
OG0005493	XP_060431026.1	XP_036495660.1
OG0005494	XP_060431027.1	XP_036496145.1
OG0005495	XP_060431030.1	XP_036496210.1
OG0005496	XP_060431032.1	XP_036495319.1
OG0005497	XP_060431033.1	XP_036495312.1
OG0005498	XP_060431034.1	XP_036495311.1
OG0005499	XP_060431035.1	XP_036495314.1
OG0005500	XP_060431036.1	XP_036495317.1
OG0005501	XP_060431039.1	XP_036496146.1
OG0005502	XP_060431592.1	XP_036497305.1
OG0005503	XP_060431591.1	XP_036497040.1
OG0005504	XP_060431589.1	XP_036498920.1
OG0005505	XP_060431588.1	XP_036497099.1
OG0005506	XP_060431583.1	XP_036497095.1
OG0005507	XP_060431578.1	XP_036497975.1
OG0005508	XP_060431575.1	XP_036497974.1
OG0005509	XP_060431574.1	XP_036497206.1
OG0005510	XP_060431573.1	XP_036497207.1
OG0005511	XP_060431572.1	XP_036498633.1
OG0005512	XP_060431570.1	XP_036498640.1
OG0005513	XP_060431569.1	XP_036497210.1
OG0005514	XP_060431568.1	XP_036498639.1
OG0005515	XP_060431567.1	XP_036497209.1
OG0005516	XP_060431566.1	XP_036497211.1
OG0005517	XP_060431565.1	XP_036498137.1
OG0005518	XP_060431564.1	XP_036498336.1
OG0005519	XP_060431563.1	XP_036498337.1
OG0005520	XP_060431562.1	XP_036498165.1
OG0005521	XP_060431561.1	XP_036498099.1
