Orthogroup	Colletotrichum_siamense	Colletotrichum_fructicola
OG0006929	XP_036497891.1	XP_031887047.1
OG0006930	XP_036497890.1	XP_031886988.1
OG0006931	XP_036497889.1	XP_031886989.1
OG0006932	XP_036497888.1	XP_031886987.1
OG0006933	XP_036497887.1	XP_031886924.1
OG0006934	XP_036497885.1	XP_031886935.1
OG0006935	XP_036497884.1	XP_031886984.1
OG0006936	XP_036497883.1	XP_031886985.1
OG0006937	XP_036498964.1	XP_031886954.1
OG0006938	XP_036498965.1	XP_031886956.1
OG0006939	XP_036497526.1	XP_031878819.1
OG0006940	XP_036498968.1	XP_031886878.1
OG0006941	XP_036498963.1	XP_031886952.2
OG0006942	XP_036498969.1	XP_031886879.1
OG0006943	XP_036497957.1	XP_031886880.1
OG0006944	XP_036497956.1	XP_031886881.1
OG0006945	XP_036497959.1	XP_031886874.1
OG0006946	XP_036497958.1	XP_066009449.1
OG0006947	XP_036497961.1	XP_031886876.1
OG0006948	XP_036497960.1	XP_066009448.1
OG0006949	XP_036497963.1	XP_031886882.1
OG0006950	XP_036497962.1	XP_031886883.1
OG0006951	XP_036497955.1	XP_031887007.1
OG0006952	XP_036497954.1	XP_031887006.1
OG0006953	XP_036498642.1	XP_066009347.1
OG0006954	XP_036497044.1	XP_031887004.1
OG0006955	XP_036497045.1	XP_031887011.1
OG0006956	XP_036497048.1	XP_066009596.1
OG0006957	XP_036497050.1	XP_031887003.1
OG0006958	XP_036497051.1	XP_066009523.1
OG0006959	XP_036497052.1	XP_031886834.1
OG0006960	XP_036498002.1	XP_031886830.1
OG0006961	XP_036498001.1	XP_031886831.1
OG0006962	XP_036498000.1	XP_031886836.1
OG0006963	XP_036498005.1	XP_031886865.1
OG0006964	XP_036498004.1	XP_031886828.1
OG0006965	XP_036498003.1	XP_031887122.1
OG0006966	XP_036498008.1	XP_031887120.1
OG0006967	XP_036498007.1	XP_031887124.1
OG0006968	XP_036497087.1	XP_031887123.1
OG0006969	XP_036497091.1	XP_031887103.1
OG0006970	XP_036497088.1	XP_031887102.1
OG0006971	XP_036497089.1	XP_031887101.1
OG0006972	XP_036497084.1	XP_031887105.1
OG0006973	XP_036497085.1	XP_031880706.1
OG0006974	XP_036498053.1	XP_031880707.1
OG0006975	XP_036498052.1	XP_031880749.1
OG0006976	XP_036498055.1	XP_031880637.1
OG0006977	XP_036498054.1	XP_031880763.1
OG0006978	XP_036498049.1	XP_031880762.1
OG0006979	XP_036498051.1	XP_031880764.1
OG0006980	XP_036498050.1	XP_031880743.1
OG0006981	XP_036498048.1	XP_031880760.1
OG0006982	XP_036497135.1	XP_031880683.1
OG0006983	XP_036497136.1	XP_031880680.1
OG0006984	XP_036497137.1	XP_031880681.2
OG0006985	XP_036497138.1	XP_031880679.1
OG0006986	XP_036497143.1	XP_031880708.1
OG0006987	XP_036497144.1	XP_031880677.1
OG0006988	XP_036498120.1	XP_031880678.1
OG0006989	XP_036498119.1	XP_031880684.1
OG0006990	XP_036498116.1	XP_031880664.1
OG0006991	XP_036498115.1	XP_031880663.1
OG0006992	XP_036498114.1	XP_031880758.1
OG0006993	XP_036498113.1	XP_031880662.2
OG0006994	XP_036498122.1	XP_031880661.1
OG0006995	XP_036497033.1	XP_031880751.1
OG0006996	XP_036498645.1	XP_031880757.1
OG0006997	XP_036498644.1	XP_031880739.1
OG0006998	XP_036498217.1	XP_031891529.1
OG0006999	XP_036498874.1	XP_031891532.1
OG0007000	XP_036498876.1	XP_031891531.1
OG0007001	XP_036498875.1	XP_031891526.1
OG0007002	XP_036498871.1	XP_031891525.1
OG0007003	XP_036498870.1	XP_031891528.1
OG0007004	XP_036498873.1	XP_031891524.1
OG0007005	XP_036498872.1	XP_031891240.1
OG0007006	XP_036498878.1	XP_031891241.1
OG0007007	XP_036498877.1	XP_066009550.1
OG0007008	XP_036497910.1	XP_031891243.2
OG0007009	XP_036497911.1	XP_031891244.1
OG0007010	XP_036497640.1	XP_031891246.1
OG0007011	XP_036497914.1	XP_031891248.1
OG0007012	XP_036498456.1	XP_031891249.1
OG0007013	XP_036497913.1	XP_031891497.1
OG0007014	XP_036497916.1	XP_031891495.1
OG0007015	XP_036498321.1	XP_031891494.1
OG0007016	XP_036498320.1	XP_031891493.1
OG0007017	XP_036498319.1	XP_031891492.1
OG0007018	XP_036498318.1	XP_031891500.1
OG0007019	XP_036498316.1	XP_031891200.1
OG0007020	XP_036498315.1	XP_031891203.1
OG0007021	XP_036498314.1	XP_031891202.1
OG0007022	XP_036498313.1	XP_031891205.2
OG0007023	XP_036498312.1	XP_031891204.1
OG0007024	XP_036497392.1	XP_031891207.1
OG0007025	XP_036497393.1	XP_031891206.1
OG0007026	XP_036497394.1	XP_066009412.1
OG0007027	XP_036497390.1	XP_031891452.1
OG0007028	XP_036497391.1	XP_031891457.1
OG0007029	XP_036497386.1	XP_031891455.1
OG0007030	XP_036497387.1	XP_031891456.1
OG0007031	XP_036497793.1	XP_031891459.1
OG0007032	XP_036497083.1	XP_031891460.1
OG0007033	XP_036497792.1	XP_031891220.2
OG0007034	XP_036497789.1	XP_031891219.2
OG0007035	XP_036497790.1	XP_031891218.1
OG0007036	XP_036497787.1	XP_031891217.1
OG0007037	XP_036497893.1	XP_031880729.1
OG0007038	XP_036498009.1	XP_031880728.1
OG0007039	XP_036497896.1	XP_031880734.1
OG0007040	XP_036497894.1	XP_031880733.1
OG0007041	XP_036497719.1	XP_066009492.1
OG0007042	XP_036497718.1	XP_031880737.1
OG0007043	XP_036497034.1	XP_031880736.1
OG0007044	XP_036497031.1	XP_031880742.1
OG0007045	XP_036497142.1	XP_031880682.1
OG0007046	XP_036497326.1	XP_031891530.1
OG0007047	XP_036497830.1	XP_031891271.1
OG0007048	XP_036498033.1	XP_031891270.1
OG0007049	XP_036498032.1	XP_066009560.1
OG0007050	XP_036498030.1	XP_031891272.1
OG0007051	XP_036498028.1	XP_031891275.1
OG0007052	XP_036497739.1	XP_031891274.1
OG0007053	XP_036497427.1	XP_031891276.1
OG0007054	XP_036497731.1	XP_031891279.1
OG0007055	XP_036498791.1	XP_066009559.1
OG0007056	XP_036498761.1	XP_031880643.1
OG0007057	XP_036498768.1	XP_031880650.1
OG0007058	XP_036498779.1	XP_031880748.1
OG0007059	XP_036497855.1	XP_031880648.1
OG0007060	XP_036497845.1	XP_031880645.1
OG0007061	XP_036497847.1	XP_066009367.1
OG0007062	XP_036497849.1	XP_031880747.1
OG0007063	XP_036497796.1	XP_031880715.1
OG0007064	XP_036497642.1	XP_031880714.1
OG0007065	XP_036497768.1	XP_031880746.1
OG0007066	XP_036497767.1	XP_031880720.1
OG0007067	XP_036497770.1	XP_031880722.1
OG0007068	XP_036497769.1	XP_031880721.1
OG0007069	XP_036497772.1	XP_031880717.1
OG0007070	XP_036497771.1	XP_066009525.1
OG0007071	XP_036497774.1	XP_066009526.1
OG0007072	XP_036497773.1	XP_031880660.1
OG0007073	XP_036498865.1	XP_031880655.2
OG0007074	XP_036496973.1	XP_031891815.1
OG0007075	XP_036496978.1	XP_031891715.1
OG0007076	XP_036496979.1	XP_031891716.1
OG0007077	XP_036496976.1	XP_031891717.1
OG0007078	XP_036496977.1	XP_031891998.1
OG0007079	XP_036496111.1	XP_031891996.1
OG0007080	XP_036496117.1	XP_031892001.1
OG0007081	XP_036496116.1	XP_031892002.1
OG0007082	XP_036496119.1	XP_031891999.1
OG0007083	XP_036496118.1	XP_031892000.1
OG0007084	XP_036496113.1	XP_031892249.1
OG0007085	XP_036496115.1	XP_031892259.1
OG0007086	XP_036496114.1	XP_031892260.1
OG0007087	XP_036496167.1	XP_031891954.1
OG0007088	XP_036496174.1	XP_031891662.1
OG0007089	XP_036496172.1	XP_031891668.1
OG0007090	XP_036495356.1	XP_031891956.1
OG0007091	XP_036495355.1	XP_031891671.1
OG0007092	XP_036496300.1	XP_031892044.1
OG0007093	XP_036496441.1	XP_031892047.1
OG0007094	XP_036495468.1	XP_031892050.1
OG0007095	XP_036495475.1	XP_031892051.1
OG0007096	XP_036495474.1	XP_031892052.1
OG0007097	XP_036496572.1	XP_031876272.2
OG0007098	XP_036495918.1	XP_031876275.2
OG0007099	XP_036496410.1	XP_031876273.1
OG0007100	XP_036496574.1	XP_031876258.1
OG0007101	XP_036500353.1	XP_031883492.1
OG0007102	XP_036489097.1	XP_031882347.2
OG0007103	XP_036494658.1	XP_031893543.1
OG0007104	XP_036494662.1	XP_031893541.2
OG0007105	XP_036494123.1	XP_031893539.1
OG0007106	XP_036494124.1	XP_031893538.1
OG0007107	XP_036494735.1	XP_031893207.1
OG0007108	XP_036494127.1	XP_031893209.1
OG0007109	XP_036494126.1	XP_031893208.1
OG0007110	XP_036498311.1	XP_031882232.1
OG0007111	XP_036494119.1	XP_031893534.1
OG0007112	XP_036494734.1	XP_031893200.1
OG0007113	XP_036495100.1	XP_031893201.1
OG0007114	XP_036494733.1	XP_031893569.1
OG0007115	XP_036494729.1	XP_031893565.1
OG0007116	XP_036494151.1	XP_031893120.1
OG0007117	XP_036494150.1	XP_031893123.1
OG0007118	XP_036494147.1	XP_031893124.1
OG0007119	XP_036494773.1	XP_031893505.2
OG0007120	XP_036494772.1	XP_031893504.1
OG0007121	XP_036494777.1	XP_031893509.1
OG0007122	XP_036494776.1	XP_031893508.1
OG0007123	XP_036494823.1	XP_031882584.1
OG0007124	XP_036494824.1	XP_031893487.1
OG0007125	XP_036494233.1	XP_066009025.1
OG0007126	XP_036494203.1	XP_066009028.1
OG0007127	XP_036494204.1	XP_031893359.1
OG0007128	XP_036494196.1	XP_031893352.2
OG0007129	XP_036494197.1	XP_031892955.1
OG0007130	XP_036494828.1	XP_031892957.2
OG0007131	XP_036494827.1	XP_031892958.1
OG0007132	XP_036494832.1	XP_031892953.1
OG0007133	XP_036494200.1	XP_031893354.1
OG0007134	XP_036494780.1	XP_031893358.1
OG0007135	XP_036494234.1	XP_031893377.1
OG0007136	XP_036494880.1	XP_031893409.1
OG0007137	XP_036494881.1	XP_031893412.1
OG0007138	XP_036494879.1	XP_031893415.1
OG0007139	XP_036493956.1	XP_031892923.2
OG0007140	XP_036493957.1	XP_031893046.1
OG0007141	XP_036493958.1	XP_066009008.1
OG0007142	XP_036494559.1	XP_031892889.1
OG0007143	XP_036494558.1	XP_031892894.1
OG0007144	XP_036497570.1	XP_031880982.1
OG0007145	XP_036499731.1	XP_031881772.1
OG0007146	XP_036494384.1	XP_031892930.1
OG0007147	XP_036494418.1	XP_031893060.1
OG0007148	XP_036492108.1	XP_066007978.1
OG0007149	XP_036494620.1	XP_031893062.1
OG0007150	XP_036494626.1	XP_031893154.1
OG0007151	XP_036494624.1	XP_031893157.1
OG0007152	XP_036494761.1	XP_031893162.1
OG0007153	XP_036494984.1	XP_066008897.1
OG0007154	XP_036495136.1	XP_031893133.1
OG0007155	XP_036494286.1	XP_031893525.1
OG0007156	XP_036495292.1	XP_031883011.1
OG0007157	XP_036494329.1	XP_031893212.1
OG0007158	XP_036494336.1	XP_031893215.1
OG0007159	XP_036494337.1	XP_031893214.1
OG0007160	XP_036494334.1	XP_031893217.1
OG0007161	XP_036494335.1	XP_031893520.1
OG0007162	XP_036494330.1	XP_031893511.1
OG0007163	XP_036494331.1	XP_031893005.1
OG0007164	XP_036494958.1	XP_031893007.1
OG0007165	XP_036494957.1	XP_031893514.1
OG0007166	XP_036493970.1	XP_031893558.2
OG0007167	XP_036493967.1	XP_031893187.1
OG0007168	XP_036495023.1	XP_031893210.1
OG0007169	XP_036495020.1	XP_031893211.1
OG0007170	XP_036492964.1	XP_031876894.1
OG0007171	XP_036495019.1	XP_031893575.2
OG0007172	XP_036495017.1	XP_031893577.1
OG0007173	XP_036494575.1	XP_031893578.1
OG0007174	XP_036494572.1	XP_031893583.1
OG0007175	XP_036494578.1	XP_031893220.2
OG0007176	XP_036494577.1	XP_031893221.1
OG0007177	XP_036494576.1	XP_031893222.1
OG0007178	XP_036494569.1	XP_031893224.1
OG0007179	XP_036494676.1	XP_031893269.2
OG0007180	XP_036494684.1	XP_031893276.2
OG0007181	XP_036499373.1	XP_031876466.1
OG0007182	XP_036494686.1	XP_031893278.1
OG0007183	XP_036494685.1	XP_031893277.1
OG0007184	XP_036494679.1	XP_031893271.1
OG0007185	XP_036494961.1	XP_031882653.1
OG0007186	XP_036494632.1	XP_031893436.1
OG0007187	XP_036494633.1	XP_066008998.1
OG0007188	XP_036497365.1	XP_031888762.1
OG0007189	XP_036495075.1	XP_031893049.1
OG0007190	XP_036494040.1	XP_031892920.1
OG0007191	XP_036494581.1	XP_031893454.1
OG0007192	XP_036494035.1	XP_031892915.1
OG0007193	XP_036492122.1	XP_031890266.2
OG0007194	XP_036494630.1	XP_031893087.2
OG0007195	XP_036500397.1	XP_031878305.1
OG0007196	XP_036494628.1	XP_031893075.1
OG0007197	XP_036494592.1	XP_031893463.1
OG0007198	XP_036494591.1	XP_031893462.1
OG0007199	XP_036493985.1	XP_031893459.1
OG0007200	XP_036493986.1	XP_031893458.1
OG0007201	XP_036493981.1	XP_031893079.2
OG0007202	XP_036494589.1	XP_031893460.1
OG0007203	XP_036494590.1	XP_031893461.1
OG0007204	XP_036494585.1	XP_031893004.1
OG0007205	XP_036494056.1	XP_031893516.1
OG0007206	XP_036494595.1	XP_031893008.2
OG0007207	XP_036494512.1	XP_031893475.1
OG0007208	XP_036495221.1	XP_031893102.2
OG0007209	XP_036494194.1	XP_031893318.1
OG0007210	XP_036501698.1	XP_031891224.1
OG0007211	XP_036501699.1	XP_031891225.1
OG0007212	XP_036495049.1	XP_031893343.1
OG0007213	XP_036495046.1	XP_031893346.2
OG0007214	XP_036495047.1	XP_031892952.1
OG0007215	XP_036494966.1	XP_031892943.1
OG0007216	XP_036494967.1	XP_031892947.1
OG0007217	XP_036494970.1	XP_031892948.1
OG0007218	XP_036494969.1	XP_031892950.1
OG0007219	XP_036494193.1	XP_031893319.1
OG0007220	XP_036494860.1	XP_031893544.1
OG0007221	XP_036494862.1	XP_031893545.1
OG0007222	XP_036494861.1	XP_031893550.1
OG0007223	XP_036495216.1	XP_031893109.1
OG0007224	XP_036495217.1	XP_031893108.2
OG0007225	XP_036495184.1	XP_031893107.1
OG0007226	XP_036495048.1	XP_031893344.1
OG0007227	XP_036494893.1	XP_031892996.1
OG0007228	XP_036494892.1	XP_031892997.1
OG0007229	XP_036494895.1	XP_031892992.1
OG0007230	XP_036494915.1	XP_031893365.1
OG0007231	XP_036494916.1	XP_031893366.2
OG0007232	XP_036489758.1	XP_031889367.1
OG0007233	XP_036494240.1	XP_031893363.1
OG0007234	XP_036494744.1	XP_031893015.1
OG0007235	XP_036494410.1	XP_031893021.1
OG0007236	XP_036494407.1	XP_031893020.1
OG0007237	XP_036495112.1	XP_031893014.1
OG0007238	XP_036494411.1	XP_031893013.1
OG0007239	XP_036494412.1	XP_031893395.1
OG0007240	XP_036495078.1	XP_031893396.1
OG0007241	XP_036492873.1	XP_031878471.1
OG0007242	XP_036494270.1	XP_031893036.1
OG0007243	XP_036494269.1	XP_066008974.1
OG0007244	XP_036494268.1	XP_031893398.2
OG0007245	XP_036499337.1	XP_031883638.1
OG0007246	XP_036497239.1	XP_031881071.1
OG0007247	XP_036488690.1	XP_031893040.1, XP_066007380.1
OG0007248	XP_036494134.1	XP_031893042.1
OG0007249	XP_036495183.1	XP_031893405.1
OG0007250	XP_036494136.1	XP_031893041.1
OG0007251	XP_036494028.1	XP_031893403.1
OG0007252	XP_036494494.1	XP_031893404.1
OG0007253	XP_036494026.1	XP_031893400.1
OG0007254	XP_036494031.1	XP_031893059.1
OG0007255	XP_036497163.1	XP_031888694.1
OG0007256	XP_036495602.1	XP_031882961.1
OG0007257	XP_036494768.1	XP_031893050.1
OG0007258	XP_036494764.1	XP_031893071.1
OG0007259	XP_036494765.1	XP_031893069.2
OG0007260	XP_036494762.1	XP_031893068.1
OG0007261	XP_036494763.1	XP_031893067.1
OG0007262	XP_036494770.1	XP_031893066.1
OG0007263	XP_036494671.1	XP_031893092.1
OG0007264	XP_036494672.1	XP_031893093.1
OG0007265	XP_036494117.1	XP_031893419.1
OG0007266	XP_036494114.1	XP_031893418.1
OG0007267	XP_036494115.1	XP_031893425.1
OG0007268	XP_036494112.1	XP_031893424.1
OG0007269	XP_036494111.1	XP_031893422.1
OG0007270	XP_036494771.1	XP_031893065.1
OG0007271	XP_036494670.1	XP_031893094.1
OG0007272	XP_036497904.1	XP_031881059.1
OG0007273	XP_036494059.1	XP_031893522.2
OG0007274	XP_036495109.1	XP_031893111.2
OG0007275	XP_036494728.1	XP_031893110.1
OG0007276	XP_036494930.1	XP_031893115.1
OG0007277	XP_036494929.1	XP_031893523.2
OG0007278	XP_036494931.1	XP_031893113.1
OG0007279	XP_036493939.1	XP_031893117.1
OG0007280	XP_036494933.1	XP_031893116.1
OG0007281	XP_036488773.1	XP_031883313.1
OG0007282	XP_036488373.1	XP_031883296.1
OG0007283	XP_036488669.1	XP_031883259.1
OG0007284	XP_036488668.1	XP_031883260.1
OG0007285	XP_036488667.1	XP_031883449.1
OG0007286	XP_036488252.1	XP_066007509.1
OG0007287	XP_036488665.1	XP_031883400.1
OG0007288	XP_036488141.1	XP_031883263.1
OG0007289	XP_036488664.1	XP_031883262.1
OG0007290	XP_036488137.1	XP_031883265.1
OG0007291	XP_036488138.1	XP_031883266.1
OG0007292	XP_036488139.1	XP_031883267.1
OG0007293	XP_036488140.1	XP_031883401.1
OG0007294	XP_036488135.1	XP_031883376.1
OG0007295	XP_036488133.1	XP_031883402.1
OG0007296	XP_036488136.1	XP_031883276.1
OG0007297	XP_036488633.1	XP_031883375.1
OG0007298	XP_036488625.1	XP_031883373.1
OG0007299	XP_036488624.1	XP_031883275.1
OG0007300	XP_036488627.1	XP_031883372.1
OG0007301	XP_036488626.1	XP_031883274.1
OG0007302	XP_036488629.1	XP_031883371.1
OG0007303	XP_036488628.1	XP_031883422.1
OG0007304	XP_036488631.1	XP_031883409.1
OG0007305	XP_036488630.1	XP_031883411.1
OG0007306	XP_036488089.1	XP_031883420.1
OG0007307	XP_036488090.1	XP_031883408.2
OG0007308	XP_036488097.1	XP_031883406.1
OG0007309	XP_036488051.1	XP_031883289.1
OG0007310	XP_036488050.1	XP_031883288.2
OG0007311	XP_036488606.1	XP_031883287.1
OG0007312	XP_036488863.1	XP_031883293.1
OG0007313	XP_036488608.1	XP_031883352.1
OG0007314	XP_036488602.1	XP_031883291.1
OG0007315	XP_036488603.1	XP_066007364.1
OG0007316	XP_036488091.1	XP_031883299.1
OG0007317	XP_036488092.1	XP_066007530.1
OG0007318	XP_036488601.1	XP_031883244.1
OG0007319	XP_036488600.1	XP_031883368.1
OG0007320	XP_036488605.1	XP_066007531.1
OG0007321	XP_036488093.1	XP_031883370.2
OG0007322	XP_036488096.1	XP_031883258.1
OG0007323	XP_036488053.1	XP_066007393.1
OG0007324	XP_036488054.1	XP_066007536.1
OG0007325	XP_036488057.1	XP_031883399.1
OG0007326	XP_036488058.1	XP_031890903.1
OG0007327	XP_036488973.1	XP_066007535.1
OG0007328	XP_036488312.1	XP_031890966.1
OG0007329	XP_036488313.1	XP_031890960.2
OG0007330	XP_036487982.1	XP_031890958.1
OG0007331	XP_036487983.1	XP_031890959.1
OG0007332	XP_036487984.1	XP_031890964.1
OG0007333	XP_036488340.1	XP_031890962.1
OG0007334	XP_036488342.1	XP_031890761.1
OG0007335	XP_036487980.1	XP_031890760.1
OG0007336	XP_036487981.1	XP_031890753.1
OG0007337	XP_036488547.1	XP_031890752.1
OG0007338	XP_036488546.1	XP_031890755.1
OG0007339	XP_036488556.1	XP_031890754.1
OG0007340	XP_036488553.1	XP_031890759.2
OG0007341	XP_036488438.1	XP_031890758.1
OG0007342	XP_036488551.1	XP_066007366.1
OG0007343	XP_036488550.1	XP_031890983.1
OG0007344	XP_036488565.1	XP_031890984.1
OG0007345	XP_036488889.1	XP_031890985.1
OG0007346	XP_036488896.1	XP_031890978.1
OG0007347	XP_036488897.1	XP_031890980.1
OG0007348	XP_036488894.1	XP_031890981.1
OG0007349	XP_036488895.1	XP_031890784.1
OG0007350	XP_036488893.1	XP_031890788.1
OG0007351	XP_036488891.1	XP_031890786.1
OG0007352	XP_036488383.1	XP_031890792.1
OG0007353	XP_036488376.1	XP_031890791.1
OG0007354	XP_036488375.1	XP_031890789.1
OG0007355	XP_036488377.1	XP_031891016.1
OG0007356	XP_036488380.1	XP_031891017.1
OG0007357	XP_036488382.1	XP_031891015.1
OG0007358	XP_036488381.1	XP_031891012.2
OG0007359	XP_036488020.1	XP_031891013.1
OG0007360	XP_036488637.1	XP_031891010.1
OG0007361	XP_036488834.1	XP_031890810.1
OG0007362	XP_036488042.1	XP_031890809.1
OG0007363	XP_036488021.1	XP_031890812.1
OG0007364	XP_036488835.1	XP_031890811.1
OG0007365	XP_036488836.1	XP_031890806.2
OG0007366	XP_036488837.1	XP_066007500.1
OG0007367	XP_036488838.1	XP_031890808.2
OG0007368	XP_036488043.1	XP_031890807.1
OG0007369	XP_036488153.1	XP_031891044.1
OG0007370	XP_036488163.1	XP_031891040.1
OG0007371	XP_036488159.1	XP_066007368.1
OG0007372	XP_036488324.1	XP_031891042.1
OG0007373	XP_036488659.1	XP_031890977.1
OG0007374	XP_036488989.1	XP_031890849.1
OG0007375	XP_036488990.1	XP_031890847.1
OG0007376	XP_036488480.1	XP_031890846.1
OG0007377	XP_036488481.1	XP_031890845.1
OG0007378	XP_036502397.1	XP_031879992.1
OG0007379	XP_036488255.1	XP_066007413.1
OG0007380	XP_036497281.1	XP_031888966.1
OG0007381	XP_036490881.1	XP_031887972.1
OG0007382	XP_036491070.1	XP_031888155.1
OG0007383	XP_036490882.1	XP_031888156.1
OG0007384	XP_036490017.1	XP_031888587.1
OG0007385	XP_036489258.1	XP_031876387.1
OG0007386	XP_036489976.1	XP_066007125.1
OG0007387	XP_036489387.1	XP_031888510.1
OG0007388	XP_036489161.1	XP_031876395.1
OG0007389	XP_036489980.1	XP_031876394.1
OG0007390	XP_036489979.1	XP_031876401.1
OG0007391	XP_036489977.1	XP_031876378.1
OG0007392	XP_036489384.1	XP_031876377.1
OG0007393	XP_036489386.1	XP_031888243.1
OG0007394	XP_036489388.1	XP_031888445.1
OG0007395	XP_036490112.1	XP_031876404.1
OG0007396	XP_036489534.1	XP_031876392.1
OG0007397	XP_036489536.1	XP_031876391.2
OG0007398	XP_036489537.1	XP_031876390.1
OG0007399	XP_036489535.1	XP_031876403.1
OG0007400	XP_036489834.1	XP_031876389.1
OG0007401	XP_036489540.1	XP_031876374.1
OG0007402	XP_036489733.1	XP_031876398.1
OG0007403	XP_036489178.1	XP_031888464.1
OG0007404	XP_036489391.1	XP_031888466.1
OG0007405	XP_036489390.1	XP_031888465.1
OG0007406	XP_036489389.1	XP_031888442.1
OG0007407	XP_036494070.1	XP_066009234.1
OG0007408	XP_036494248.1	XP_031885322.1
OG0007409	XP_036494249.1	XP_031885321.1
OG0007410	XP_036494924.1	XP_031885320.1
OG0007411	XP_036494923.1	XP_031885319.1
OG0007412	XP_036494405.1	XP_066009088.1
OG0007413	XP_036494920.1	XP_066009089.1
OG0007414	XP_036494919.1	XP_031885436.1
OG0007415	XP_036494918.1	XP_031885437.1
OG0007416	XP_036494912.1	XP_031885383.1
OG0007417	XP_036494917.1	XP_031885545.1
OG0007418	XP_036495146.1	XP_031885438.1
OG0007419	XP_036494208.1	XP_031885540.1
OG0007420	XP_036495168.1	XP_066009106.1
OG0007421	XP_036495167.1	XP_031885538.1
OG0007422	XP_036494211.1	XP_031885536.2
OG0007423	XP_036494210.1	XP_031885543.1
OG0007424	XP_036494475.1	XP_031885441.1
OG0007425	XP_036494209.1	XP_031885507.1
OG0007426	XP_036494888.1	XP_031876714.1
OG0007427	XP_036494612.1	XP_031876715.1
OG0007428	XP_036494615.1	XP_031876735.1
OG0007429	XP_036494613.1	XP_031876718.1
OG0007430	XP_036494619.1	XP_031876717.1
OG0007431	XP_036494623.1	XP_031876707.1
OG0007432	XP_036494621.1	XP_066009283.1
OG0007433	XP_036494160.1	XP_031876732.1
OG0007434	XP_036494608.1	XP_031876709.1
OG0007435	XP_036495227.1	XP_066009282.1
OG0007436	XP_036495240.1	XP_031876737.1
OG0007437	XP_036495223.1	XP_031876720.1
OG0007438	XP_036495243.1	XP_031876719.1
OG0007439	XP_036494363.1	XP_031876724.1
OG0007440	XP_036494362.1	XP_066009113.1
OG0007441	XP_036494366.1	XP_031876727.1
OG0007442	XP_036494484.1	XP_031876725.1
OG0007443	XP_036494365.1	XP_031876726.1
OG0007444	XP_036495041.1	XP_066008895.1
OG0007445	XP_036494490.1	XP_031876712.1
OG0007446	XP_036494420.1	XP_031876713.2
OG0007447	XP_036495188.1	XP_031876697.1
OG0007448	XP_036495191.1	XP_031876694.1
OG0007449	XP_036495190.1	XP_066008894.1
OG0007450	XP_036494650.1	XP_031876698.1
OG0007451	XP_036495195.1	XP_031876704.1
OG0007452	XP_036495194.1	XP_031876699.1
OG0007453	XP_036495193.1	XP_031876733.1
OG0007454	XP_036495192.1	XP_031876706.1
OG0007455	XP_036494450.1	XP_031876705.1
OG0007456	XP_036494459.1	XP_031893293.1
OG0007457	XP_036494458.1	XP_031893296.1
OG0007458	XP_036494457.1	XP_031893295.1
OG0007459	XP_036494456.1	XP_031893298.1
OG0007460	XP_036494455.1	XP_031893297.1
OG0007461	XP_036494454.1	XP_031893594.1
OG0007462	XP_036494452.1	XP_031893596.2
OG0007463	XP_036490064.1	XP_031875740.1
OG0007464	XP_036489649.1	XP_031875749.2
OG0007465	XP_036490063.1	XP_031875750.1
OG0007466	XP_036490062.1	XP_031875751.1
OG0007467	XP_036490061.1	XP_031875752.1
OG0007468	XP_036489485.1	XP_031875745.1
OG0007469	XP_036489486.1	XP_031875746.1
OG0007470	XP_036489481.1	XP_066007306.1
OG0007471	XP_036489483.1	XP_031875748.1
OG0007472	XP_036489484.1	XP_031875743.1
OG0007473	XP_036489478.1	XP_066007292.1
OG0007474	XP_036489479.1	XP_031876400.1
OG0007475	XP_036489480.1	XP_066007172.1
OG0007476	XP_036489648.1	XP_031876370.1
OG0007477	XP_036489572.1	XP_066007173.1
OG0007478	XP_036490110.1	XP_031876382.1
OG0007479	XP_036490113.1	XP_031876381.1
OG0007480	XP_036489964.1	XP_031876385.1
OG0007481	XP_036490114.1	XP_031876386.1
OG0007482	XP_036494247.1	XP_031885323.1
OG0007483	XP_036494246.1	XP_031885324.1
OG0007484	XP_036494253.1	XP_031885325.1
OG0007485	XP_036494251.1	XP_031885421.1
OG0007486	XP_036494254.1	XP_031885422.1
OG0007487	XP_036494978.1	XP_031885425.2
OG0007488	XP_036494976.1	XP_031885426.1
OG0007489	XP_036494977.1	XP_031885419.1
OG0007490	XP_036494982.1	XP_031885418.1
OG0007491	XP_036494980.1	XP_031885300.1
OG0007492	XP_036494981.1	XP_031885297.1
OG0007493	XP_036494974.1	XP_031885298.1
OG0007494	XP_036494975.1	XP_031885303.1
OG0007495	XP_036494299.1	XP_031885301.1
OG0007496	XP_036494300.1	XP_031885296.1
OG0007497	XP_036494295.1	XP_031885466.1
OG0007498	XP_036494294.1	XP_031885465.1
OG0007499	XP_036494297.1	XP_031885471.1
OG0007500	XP_036494293.1	XP_031885469.1
OG0007501	XP_036494292.1	XP_031885468.1
OG0007502	XP_036495035.1	XP_031885463.1
OG0007503	XP_036495036.1	XP_031885489.1
OG0007504	XP_036495038.1	XP_031885343.1
OG0007505	XP_036495031.1	XP_031885344.1
OG0007506	XP_036495032.1	XP_031885345.1
OG0007507	XP_036495033.1	XP_031885516.1
OG0007508	XP_036495040.1	XP_031885342.1
OG0007509	XP_036494354.1	XP_031885519.2
