Orthogroup	Colletotrichum_siamense	Colletotrichum_gloeosporioides
OG0006224	XP_036490207.1	XP_045261423.1
OG0006225	XP_036490344.1	XP_045261422.1
OG0006226	XP_036490343.1	XP_045261421.1
OG0006227	XP_036490206.1	XP_045261420.1
OG0006228	XP_036490204.1	XP_045261419.1
OG0006229	XP_036501093.1	XP_045264344.1
OG0006231	XP_036491073.1	XP_045261463.1
OG0006232	XP_036490446.1	XP_045261462.1
OG0006233	XP_036490445.1	XP_045261461.1
OG0006234	XP_036494195.1	XP_045256705.1
OG0006235	XP_036494263.1	XP_045256717.1
OG0006236	XP_036494264.1	XP_045256718.1
OG0006237	XP_036494261.1	XP_045256719.1
OG0006238	XP_036494262.1	XP_045256720.1
OG0006239	XP_036494946.1	XP_045256721.1
OG0006240	XP_036494543.1	XP_045256732.1
OG0006241	XP_036494008.1	XP_045256731.1
OG0006242	XP_036494956.1	XP_045256730.1
OG0006243	XP_036494955.1	XP_045256728.1
OG0006244	XP_036494951.1	XP_045256727.1
OG0006245	XP_036494954.1	XP_045256726.1
OG0006246	XP_036494949.1	XP_045256724.1
OG0006247	XP_036495139.1	XP_045262994.1
OG0006248	XP_036494568.1	XP_045262995.1
OG0006249	XP_036495239.1	XP_045262996.1
OG0006250	XP_036494962.1	XP_045263029.1
OG0006251	XP_036494695.1	XP_045263009.1
OG0006252	XP_036494527.1	XP_045263003.1
OG0006253	XP_036494338.1	XP_045263026.1
OG0006254	XP_036494339.1	XP_045263024.1
OG0006255	XP_036492834.1	XP_045257781.1
OG0006256	XP_036494693.1	XP_045263011.1
OG0006257	XP_036494689.1	XP_045263012.1
OG0006258	XP_036494690.1	XP_045263013.1
OG0006259	XP_036494687.1	XP_045263014.1
OG0006260	XP_036494682.1	XP_045263017.1
OG0006261	XP_036494163.1	XP_045263048.1
OG0006262	XP_036494166.1	XP_045263050.1
OG0006263	XP_036494183.1	XP_045263051.1
OG0006264	XP_036494784.1	XP_045263052.1
OG0006265	XP_036494785.1	XP_045263053.1
OG0006266	XP_036494714.1	XP_045263054.1
OG0006267	XP_036494788.1	XP_045263059.1
OG0006268	XP_036494787.1	XP_045263061.1
OG0006269	XP_036494963.1	XP_045263031.1
OG0006270	XP_036494325.1	XP_045257494.1
OG0006271	XP_036494327.1	XP_045257504.1
OG0006272	XP_036494848.1	XP_045257507.1
OG0006273	XP_036494850.1	XP_045257508.1
OG0006274	XP_036494159.1	XP_045257519.1
OG0006275	XP_036494367.1	XP_045257516.1
OG0006276	XP_036494913.1	XP_045257515.1
OG0006277	XP_036494158.1	XP_045257491.1
OG0006278	XP_036494157.1	XP_045257490.1
OG0006279	XP_036494890.1	XP_045257489.1
OG0006280	XP_036494891.1	XP_045257488.1
OG0006281	XP_036494905.1	XP_045257487.1
OG0006282	XP_036495064.1	XP_045257486.1
OG0006283	XP_036494907.1	XP_045257485.1
OG0006284	XP_036495043.1	XP_045257483.1
OG0006285	XP_036494222.1	XP_045257474.1
OG0006286	XP_036494220.1	XP_045257473.1
OG0006288	XP_036492318.1	XP_045265926.1
OG0006289	XP_036494697.1	XP_045257470.1
OG0006290	XP_036495124.1	XP_045258015.1
OG0006291	XP_036494719.1	XP_045258016.1
OG0006292	XP_036494716.1	XP_045258017.1
OG0006293	XP_036494723.1	XP_045258021.1
OG0006294	XP_036494582.1	XP_045258003.1
OG0006295	XP_036495129.1	XP_045258012.1
OG0006296	XP_036494448.1	XP_045258011.1
OG0006297	XP_036494449.1	XP_045258010.1
OG0006298	XP_036494583.1	XP_045258009.1
OG0006299	XP_036494584.1	XP_045258008.1
OG0006300	XP_036494060.1	XP_045258007.1
OG0006301	XP_036494077.1	XP_045258006.1
OG0006302	XP_036494699.1	XP_045258032.1
OG0006303	XP_036494465.1	XP_045258002.1
OG0006304	XP_036495222.1	XP_045257994.1
OG0006305	XP_036488958.1	XP_045266007.1
OG0006306	XP_036493990.1	XP_045257968.1
OG0006307	XP_036493988.1	XP_045257970.1
OG0006308	XP_036494521.1	XP_045257981.1
OG0006309	XP_036495128.1	XP_045257982.1
OG0006310	XP_036494303.1	XP_045257991.1
OG0006311	XP_036494999.1	XP_045257946.1
OG0006312	XP_036494425.1	XP_045257941.1
OG0006313	XP_036494426.1	XP_045257940.1
OG0006314	XP_036494427.1	XP_045257939.1
OG0006315	XP_036494419.1	XP_045257938.1
OG0006316	XP_036494421.1	XP_045257937.1
OG0006317	XP_036495003.1	XP_045257952.1
OG0006318	XP_036494319.1	XP_045257922.1
OG0006319	XP_036494320.1	XP_045257923.1
OG0006320	XP_036493303.1	XP_045271355.1
OG0006321	XP_036494503.1	XP_045257892.1
OG0006322	XP_036494505.1	XP_045257893.1
OG0006323	XP_036494506.1	XP_045257894.1
OG0006324	XP_036494499.1	XP_045257895.1
OG0006325	XP_036494501.1	XP_045257897.1
OG0006326	XP_036495181.1	XP_045257891.1
OG0006327	XP_036495207.1	XP_045257889.1
OG0006328	XP_036494665.1	XP_045257888.1
OG0006329	XP_036494664.1	XP_045257884.1
OG0006330	XP_036499929.1	XP_045269259.1
OG0006331	XP_036499928.1	XP_045269257.1
OG0006332	XP_036500075.1	XP_045269258.1
OG0006333	XP_036500074.1	XP_045269256.1
OG0006334	XP_036500079.1	XP_045269255.1
OG0006335	XP_036500077.1	XP_045269252.1
OG0006336	XP_036500076.1	XP_045269251.1
OG0006337	XP_036500576.1	XP_045269248.1
OG0006338	XP_036500577.1	XP_045269247.1
OG0006339	XP_036500574.1	XP_045269246.1
OG0006340	XP_036500579.1	XP_045269239.1
OG0006341	XP_036500347.1	XP_045269235.1
OG0006342	XP_036500591.1	XP_045269347.1
OG0006343	XP_036500594.1	XP_045269346.1
OG0006344	XP_036500593.1	XP_045269345.1
OG0006345	XP_036500596.1	XP_045269344.1
OG0006346	XP_036500595.1	XP_045269343.1
OG0006347	XP_036500598.1	XP_045269342.1
OG0006348	XP_036500597.1	XP_045269341.1
OG0006349	XP_036500600.1	XP_045269340.1
OG0006350	XP_036500599.1	XP_045269339.1
OG0006351	XP_036499637.1	XP_045269337.1
OG0006352	XP_036499635.1	XP_045269335.1
OG0006353	XP_036499632.1	XP_045269334.1
OG0006354	XP_036499630.1	XP_045269333.1
OG0006355	XP_036499631.1	XP_045269332.1
OG0006356	XP_036499628.1	XP_045269331.1
OG0006357	XP_036499629.1	XP_045269330.1
OG0006358	XP_036500669.1	XP_045269328.1
OG0006359	XP_036500668.1	XP_045269327.1
OG0006360	XP_036500667.1	XP_045269326.1
OG0006361	XP_036500673.1	XP_045269325.1
OG0006362	XP_036500672.1	XP_045269324.1
OG0006363	XP_036500671.1	XP_045269323.1
OG0006364	XP_036500670.1	XP_045269322.1
OG0006365	XP_036500152.1	XP_045269232.1
OG0006366	XP_036500164.1	XP_045269230.1
OG0006367	XP_036500163.1	XP_045269229.1
OG0006368	XP_036499953.1	XP_045269211.1
OG0006369	XP_036499957.1	XP_045269215.1
OG0006370	XP_036499452.1	XP_045269216.1
OG0006371	XP_036499038.1	XP_045269218.1
OG0006372	XP_036499950.1	XP_045269207.1
OG0006373	XP_036499121.1	XP_045269204.1
OG0006374	XP_036499733.1	XP_045269203.1
OG0006375	XP_036499120.1	XP_045269202.1
OG0006376	XP_036499118.1	XP_045269200.1
OG0006377	XP_036499115.1	XP_045269199.1
OG0006378	XP_036492385.1	XP_045256135.1
OG0006379	XP_036499641.1	XP_045259546.1
OG0006380	XP_036499642.1	XP_045259545.1
OG0006381	XP_036500428.1	XP_045259539.1
OG0006382	XP_036499206.1	XP_045259547.1
OG0006383	XP_036500854.1	XP_045269178.1
OG0006384	XP_036499815.1	XP_045269174.1
OG0006385	XP_036499814.1	XP_045269173.1
OG0006386	XP_036499813.1	XP_045269172.1
OG0006387	XP_036499000.1	XP_045269139.1
OG0006388	XP_036498998.1	XP_045269138.1
OG0006389	XP_036500601.1	XP_045259553.1
OG0006390	XP_036499324.1	XP_045259387.1
OG0006391	XP_036499586.1	XP_045269149.1
OG0006392	XP_036499582.1	XP_045269148.1
OG0006393	XP_036500090.1	XP_045257005.1
OG0006394	XP_036500685.1	XP_045269166.1
OG0006395	XP_036499388.1	XP_045269163.1
OG0006396	XP_036499387.1	XP_045269162.1
OG0006397	XP_036500687.1	XP_045269161.1
OG0006398	XP_036500689.1	XP_045269159.1
OG0006399	XP_036500688.1	XP_045269158.1
OG0006400	XP_036499978.1	XP_045256991.1
OG0006401	XP_036500763.1	XP_045256993.1
OG0006402	XP_036500220.1	XP_045256986.1
OG0006403	XP_036500221.1	XP_045256985.1
OG0006404	XP_036493208.1	XP_045264333.1
OG0006405	XP_036500387.1	XP_045259855.1
OG0006406	XP_036500390.1	XP_045259854.1
OG0006407	XP_036500389.1	XP_045259853.1
OG0006408	XP_036500392.1	XP_045259852.1
OG0006409	XP_036500391.1	XP_045259851.1
OG0006410	XP_036500384.1	XP_045259848.1
OG0006411	XP_036500383.1	XP_045259847.1
OG0006412	XP_036499439.1	XP_045259842.1
OG0006413	XP_036499436.1	XP_045259841.1
OG0006414	XP_036499437.1	XP_045259840.1
OG0006415	XP_036499432.1	XP_045259838.1
OG0006416	XP_036499433.1	XP_045259837.1
OG0006417	XP_036499440.1	XP_045259836.1
OG0006418	XP_036499441.1	XP_045259835.1
OG0006419	XP_036500182.1	XP_045259834.1
OG0006420	XP_036500183.1	XP_045259833.1
OG0006421	XP_036500180.1	XP_045259832.1
OG0006422	XP_036496158.1	XP_045267047.1
OG0006423	XP_036500401.1	XP_045259821.1
OG0006424	XP_036499213.1	XP_045259823.1
OG0006425	XP_036500179.1	XP_045259824.1
OG0006426	XP_036495271.1	XP_045267104.1
OG0006427	XP_036490495.1	XP_045264576.1
OG0006428	XP_036490723.1	XP_045256285.1
OG0006429	XP_036494090.1	XP_045260066.1
OG0006430	XP_036494061.1	XP_045260065.1
OG0006431	XP_036494065.1	XP_045260063.1
OG0006432	XP_036499476.1	XP_045270146.1
OG0006433	XP_036494212.1	XP_045260059.1
OG0006434	XP_036494479.1	XP_045260057.1
OG0006435	XP_036494480.1	XP_045260058.1
OG0006436	XP_036494481.1	XP_045260055.1
OG0006437	XP_036494483.1	XP_045260054.1
OG0006438	XP_036495166.1	XP_045260053.1
OG0006439	XP_036494374.1	XP_045260051.1
OG0006440	XP_036494375.1	XP_045260050.1
OG0006441	XP_036494372.1	XP_045260049.1
OG0006442	XP_036494373.1	XP_045260048.1
OG0006443	XP_036494841.1	XP_045260047.1
OG0006444	XP_036500150.1	XP_045257113.1
OG0006445	XP_036500144.1	XP_045257114.1
OG0006446	XP_036494164.1	XP_045257517.1
OG0006447	XP_036495200.1	XP_045260043.1
OG0006448	XP_036495205.1	XP_045260038.1
OG0006449	XP_036495204.1	XP_045260037.1
OG0006450	XP_036495203.1	XP_045260036.1
OG0006451	XP_036495202.1	XP_045260035.1
OG0006452	XP_036494461.1	XP_045260034.1
OG0006453	XP_036494462.1	XP_045260033.1
OG0006454	XP_036494713.1	XP_045260032.1
OG0006455	XP_036494486.1	XP_045260030.1
OG0006456	XP_036495143.1	XP_045260016.1
OG0006457	XP_036494580.1	XP_045260022.1
OG0006458	XP_036494102.1	XP_045260024.1
OG0006459	XP_036494725.1	XP_045260026.1
OG0006460	XP_036495140.1	XP_045260017.1
OG0006461	XP_036495144.1	XP_045260019.1
OG0006462	XP_036494758.1	XP_045260007.1
OG0006463	XP_036494760.1	XP_045260008.1
OG0006464	XP_036494406.1	XP_045260009.1
OG0006465	XP_036494754.1	XP_045260010.1
OG0006466	XP_036494757.1	XP_045260011.1
OG0006467	XP_036493931.1	XP_045260012.1
OG0006468	XP_036494753.1	XP_045260013.1
OG0006469	XP_036494428.1	XP_045260014.1
OG0006470	XP_036495096.1	XP_045260005.1
OG0006471	XP_036495092.1	XP_045259998.1
OG0006472	XP_036493933.1	XP_045259937.1
OG0006473	XP_036489228.1	XP_045267893.1
OG0006474	XP_036495090.1	XP_045259996.1
OG0006475	XP_036495088.1	XP_045259994.1
OG0006476	XP_036494307.1	XP_045259992.1
OG0006477	XP_036494308.1	XP_045259991.1
OG0006478	XP_036494309.1	XP_045259990.1
OG0006479	XP_036494310.1	XP_045259989.1
OG0006480	XP_036494834.1	XP_045259988.1
OG0006481	XP_036494305.1	XP_045259986.1
OG0006482	XP_036494306.1	XP_045259985.1
OG0006483	XP_036495045.1	XP_045259984.1
OG0006484	XP_036495044.1	XP_045259983.1
OG0006485	XP_036494858.1	XP_045259982.1
OG0006486	XP_036494206.1	XP_045259981.1
OG0006487	XP_036493934.1	XP_045259940.1
OG0006488	XP_036493936.1	XP_045259944.1
OG0006489	XP_036494129.1	XP_045259945.1
OG0006490	XP_036494944.1	XP_045259947.1
OG0006491	XP_036494943.1	XP_045259948.1
OG0006492	XP_036495087.1	XP_045259949.1
OG0006493	XP_036495086.1	XP_045259950.1
OG0006494	XP_036495085.1	XP_045259951.1
OG0006495	XP_036495083.1	XP_045259953.1
OG0006496	XP_036495082.1	XP_045259954.1
OG0006497	XP_036494302.1	XP_045259955.1
OG0006498	XP_036493911.1	XP_045259957.1
OG0006499	XP_036494275.1	XP_045259958.1
OG0006500	XP_036494279.1	XP_045259959.1
OG0006501	XP_036493906.1	XP_045259960.1
OG0006502	XP_036493908.1	XP_045259962.1
OG0006503	XP_036493909.1	XP_045259963.1
OG0006504	XP_036494756.1	XP_045259964.1
OG0006505	XP_036494032.1	XP_045259972.1
OG0006506	XP_036494908.1	XP_045259971.1
OG0006507	XP_036494904.1	XP_045259970.1
OG0006509	XP_036494002.1	XP_045263178.1
OG0006510	XP_036494645.1	XP_045263155.1
OG0006511	XP_036494644.1	XP_045263156.1
OG0006512	XP_036494643.1	XP_045263157.1
OG0006513	XP_036494641.1	XP_045263158.1
OG0006514	XP_036494640.1	XP_045263159.1
OG0006515	XP_036494052.1	XP_045263160.1
OG0006516	XP_036494135.1	XP_045263164.1
OG0006517	XP_036494564.1	XP_045263165.1
OG0006518	XP_036494143.1	XP_045263166.1
OG0006519	XP_036494207.1	XP_045263167.1
OG0006520	XP_036494750.1	XP_045263151.1
OG0006521	XP_036494752.1	XP_045263150.1
OG0006522	XP_036494751.1	XP_045263149.1
OG0006523	XP_036494809.1	XP_045263144.1
OG0006524	XP_036494810.1	XP_045263145.1
OG0006526	XP_036495249.1	XP_045263139.1
OG0006527	XP_036495251.1	XP_045263137.1
OG0006528	XP_036495252.1	XP_045263136.1
OG0006529	XP_036494914.1	XP_045263133.1
OG0006530	XP_036494911.1	XP_045263132.1
OG0006531	XP_036500093.1	XP_045259809.1
OG0006532	XP_036500096.1	XP_045259807.1
OG0006533	XP_036500097.1	XP_045259806.1
OG0006534	XP_036500393.1	XP_045259816.1
OG0006535	XP_036499212.1	XP_045259815.1
OG0006536	XP_036499211.1	XP_045259814.1
OG0006537	XP_036499209.1	XP_045259813.1
OG0006538	XP_036500091.1	XP_045259811.1
OG0006539	XP_036499214.1	XP_045259819.1
OG0006540	XP_036499210.1	XP_045259817.1
OG0006541	XP_036500098.1	XP_045259805.1
OG0006542	XP_036500099.1	XP_045259804.1
OG0006543	XP_036500100.1	XP_045259803.1
OG0006544	XP_036499131.1	XP_045259802.1
OG0006545	XP_036499130.1	XP_045259801.1
OG0006546	XP_036499129.1	XP_045259800.1
OG0006547	XP_036500045.1	XP_045259787.1
OG0006548	XP_036500047.1	XP_045259789.1
OG0006549	XP_036500050.1	XP_045259790.1
OG0006550	XP_036500049.1	XP_045259791.1
OG0006551	XP_036499136.1	XP_045259792.1
OG0006552	XP_036499137.1	XP_045259794.1
OG0006553	XP_036499132.1	XP_045259795.1
OG0006554	XP_036499133.1	XP_045259796.1
OG0006555	XP_036499134.1	XP_045259797.1
OG0006556	XP_036499128.1	XP_045259799.1
OG0006558	XP_036499077.1	XP_045259777.1
OG0006559	XP_036499080.1	XP_045259776.1
OG0006560	XP_036499079.1	XP_045259774.1
OG0006561	XP_036499082.1	XP_045259773.1
OG0006562	XP_036499081.1	XP_045259772.1
OG0006563	XP_036499073.1	XP_045259771.1
OG0006564	XP_036499987.1	XP_045259770.1
OG0006565	XP_036499988.1	XP_045259769.1
OG0006566	XP_036499983.1	XP_045259766.1
OG0006567	XP_036499984.1	XP_045259765.1
OG0006568	XP_036499986.1	XP_045259763.1
OG0006569	XP_036499982.1	XP_045259762.1
OG0006570	XP_036499345.1	XP_045259761.1
OG0006571	XP_036499024.1	XP_045259760.1
OG0006572	XP_036499023.1	XP_045259759.1
OG0006573	XP_036499022.1	XP_045259758.1
OG0006574	XP_036499021.1	XP_045259756.1
OG0006575	XP_036499020.1	XP_045259755.1
OG0006576	XP_036499019.1	XP_045259754.1
OG0006577	XP_036499018.1	XP_045259753.1
OG0006578	XP_036499017.1	XP_045259752.1
OG0006579	XP_036499016.1	XP_045259751.1
OG0006580	XP_036500524.1	XP_045259750.1
OG0006581	XP_036500525.1	XP_045259749.1
OG0006582	XP_036500522.1	XP_045259748.1
OG0006583	XP_036500523.1	XP_045259747.1
OG0006584	XP_036500529.1	XP_045259745.1
OG0006585	XP_036500526.1	XP_045259744.1
OG0006586	XP_036500530.1	XP_045259742.1
OG0006587	XP_036499493.1	XP_045259740.1
OG0006588	XP_036499496.1	XP_045259739.1
OG0006589	XP_036499495.1	XP_045259738.1
OG0006590	XP_036499490.1	XP_045259737.1
OG0006591	XP_036499489.1	XP_045259736.1
OG0006592	XP_036499492.1	XP_045259735.1
OG0006593	XP_036499498.1	XP_045259733.1
OG0006594	XP_036499497.1	XP_045259732.1
OG0006595	XP_036499765.1	XP_045259727.1
OG0006596	XP_036499758.1	XP_045259728.1
OG0006597	XP_036499760.1	XP_045259730.1
OG0006598	XP_036499761.1	XP_045259731.1
OG0006599	XP_036500788.1	XP_045259717.1
OG0006600	XP_036500787.1	XP_045259718.1
OG0006601	XP_036500786.1	XP_045259719.1
OG0006602	XP_036500785.1	XP_045259720.1
OG0006603	XP_036500783.1	XP_045259721.1
OG0006604	XP_036499766.1	XP_045259722.1
OG0006605	XP_036499767.1	XP_045259723.1
OG0006606	XP_036499763.1	XP_045259725.1
OG0006607	XP_036499764.1	XP_045259726.1
OG0006608	XP_036500261.1	XP_045259708.1
OG0006609	XP_036500262.1	XP_045259709.1
OG0006610	XP_036500267.1	XP_045259710.1
OG0006611	XP_036500268.1	XP_045259711.1
OG0006612	XP_036500265.1	XP_045259712.1
OG0006613	XP_036500266.1	XP_045259713.1
OG0006614	XP_036500791.1	XP_045259715.1
OG0006615	XP_036500790.1	XP_045259716.1
OG0006617	XP_036500263.1	XP_045259705.1
OG0006618	XP_036499824.1	XP_045259704.1
OG0006619	XP_036500861.1	XP_045259701.1
OG0006620	XP_036500863.1	XP_045259698.1
OG0006621	XP_036500471.1	XP_045259697.1
OG0006622	XP_036500862.1	XP_045259696.1
OG0006623	XP_036500460.1	XP_045259695.1
OG0006624	XP_036500856.1	XP_045259694.1
OG0006625	XP_036500857.1	XP_045259693.1
OG0006626	XP_036499627.1	XP_045259692.1
OG0006627	XP_036499626.1	XP_045259691.1
OG0006628	XP_036499624.1	XP_045259690.1
OG0006629	XP_036499623.1	XP_045259689.1
OG0006630	XP_036499622.1	XP_045259688.1
OG0006631	XP_036499621.1	XP_045259687.1
OG0006632	XP_036500166.1	XP_045258567.1
OG0006633	XP_036499502.1	XP_045258568.1
OG0006634	XP_036499503.1	XP_045258569.1
OG0006635	XP_036499504.1	XP_045258570.1
OG0006636	XP_036500170.1	XP_045258571.1
OG0006637	XP_036499505.1	XP_045258572.1
OG0006638	XP_036499506.1	XP_045258573.1
OG0006639	XP_036499500.1	XP_045258575.1
OG0006640	XP_036500445.1	XP_045258576.1
OG0006641	XP_036500444.1	XP_045258577.1
OG0006642	XP_036500654.1	XP_045259675.1
OG0006643	XP_036500659.1	XP_045259676.1
OG0006644	XP_036500658.1	XP_045259677.1
OG0006645	XP_036500657.1	XP_045259678.1
OG0006646	XP_036500656.1	XP_045259679.1
OG0006647	XP_036500663.1	XP_045259680.1
OG0006648	XP_036500661.1	XP_045259682.1
OG0006649	XP_036500660.1	XP_045259683.1
OG0006650	XP_036499618.1	XP_045259684.1
OG0006651	XP_036499619.1	XP_045259685.1
OG0006652	XP_036499620.1	XP_045259686.1
OG0006653	XP_036499501.1	XP_045258566.1
OG0006654	XP_036500365.1	XP_045258565.1
OG0006655	XP_036499587.1	XP_045258564.1
OG0006656	XP_036499589.1	XP_045258563.1
OG0006657	XP_036500363.1	XP_045258561.1
OG0006658	XP_036499419.1	XP_045258552.1
OG0006659	XP_036499416.1	XP_045258553.1
OG0006660	XP_036499417.1	XP_045258554.1
OG0006661	XP_036499414.1	XP_045258557.1
OG0006662	XP_036499573.1	XP_045258558.1
OG0006663	XP_036499399.1	XP_045258559.1
OG0006664	XP_036500361.1	XP_045258560.1
OG0006665	XP_036499418.1	XP_045258551.1
OG0006666	XP_036492582.1	XP_045257288.1
OG0006667	XP_036491809.1	XP_045257289.1
OG0006668	XP_036492576.1	XP_045257291.1
OG0006669	XP_036492578.1	XP_045257292.1
OG0006670	XP_036492424.1	XP_045257293.1
OG0006671	XP_036491766.1	XP_045257294.1
OG0006672	XP_036491765.1	XP_045257295.1
OG0006673	XP_036491763.1	XP_045257297.1
OG0006674	XP_036491762.1	XP_045257298.1
OG0006675	XP_036491761.1	XP_045257299.1
OG0006676	XP_036491760.1	XP_045257300.1
OG0006677	XP_036492473.1	XP_045264470.1
OG0006678	XP_036491759.1	XP_045264469.1
OG0006679	XP_036491758.1	XP_045264468.1
OG0006680	XP_036492476.1	XP_045264467.1
OG0006681	XP_036491733.1	XP_045264466.1
OG0006682	XP_036492474.1	XP_045264465.1
OG0006683	XP_036492475.1	XP_045264464.1
OG0006684	XP_036492058.1	XP_045264463.1
OG0006685	XP_036491563.1	XP_045264461.1
OG0006686	XP_036491714.1	XP_045264460.1
OG0006687	XP_036491562.1	XP_045264459.1
OG0006688	XP_036492130.1	XP_045264458.1
OG0006689	XP_036491767.1	XP_045264457.1
OG0006690	XP_036492418.1	XP_045264456.1
OG0006691	XP_036492416.1	XP_045264455.1
OG0006692	XP_036492421.1	XP_045264454.1
OG0006693	XP_036492420.1	XP_045264453.1
OG0006694	XP_036491587.1	XP_045264450.1
OG0006695	XP_036491543.1	XP_045264449.1
OG0006696	XP_036491804.1	XP_045264448.1
OG0006697	XP_036491648.1	XP_045264446.1
OG0006698	XP_036491919.1	XP_045264445.1
OG0006699	XP_036491923.1	XP_045264444.1
OG0006700	XP_036491652.1	XP_045264443.1
OG0006701	XP_036491929.1	XP_045264442.1
OG0006702	XP_036491930.1	XP_045264441.1
OG0006703	XP_036491654.1	XP_045264440.1
OG0006704	XP_036491655.1	XP_045264439.1
OG0006705	XP_036492508.1	XP_045264438.1
OG0006706	XP_036492509.1	XP_045264437.1
OG0006707	XP_036492323.1	XP_045264436.1
OG0006708	XP_036492322.1	XP_045264435.1
OG0006709	XP_036492321.1	XP_045264434.1
OG0006710	XP_036491785.1	XP_045266674.1
OG0006711	XP_036491784.1	XP_045258075.1
OG0006712	XP_036491783.1	XP_045258073.1
OG0006713	XP_036492403.1	XP_045258071.1
OG0006714	XP_036492404.1	XP_045258069.1
OG0006715	XP_036492525.1	XP_045258068.1
OG0006716	XP_036492400.1	XP_045258067.1
OG0006717	XP_036492401.1	XP_045258066.1
OG0006718	XP_036492397.1	XP_045258063.1
OG0006719	XP_036491723.1	XP_045258057.1
OG0006720	XP_036491724.1	XP_045258058.1
OG0006721	XP_036491730.1	XP_045258059.1
OG0006722	XP_036491731.1	XP_045258060.1
OG0006723	XP_036492399.1	XP_045258061.1
OG0006724	XP_036492398.1	XP_045258062.1
OG0006725	XP_036491727.1	XP_045258054.1
OG0006726	XP_036491729.1	XP_045258053.1
OG0006727	XP_036491728.1	XP_045258052.1
OG0006728	XP_036492326.1	XP_045258051.1
OG0006729	XP_036492340.1	XP_045258049.1
OG0006730	XP_036492341.1	XP_045258048.1
OG0006731	XP_036492338.1	XP_045258047.1
OG0006732	XP_036492339.1	XP_045258046.1
OG0006733	XP_036492336.1	XP_045258045.1
OG0006734	XP_036492337.1	XP_045258044.1
OG0006735	XP_036492335.1	XP_045258042.1
OG0006736	XP_036491659.1	XP_045258041.1
OG0006737	XP_036491658.1	XP_045258040.1
OG0006738	XP_036491665.1	XP_045258039.1
OG0006739	XP_036491664.1	XP_045258038.1
OG0006740	XP_036491663.1	XP_045258037.1
OG0006741	XP_036491662.1	XP_045258036.1
OG0006742	XP_036491668.1	XP_045262100.1
OG0006743	XP_036491666.1	XP_045262097.1
OG0006744	XP_036492265.1	XP_045262096.1
OG0006745	XP_036492266.1	XP_045262095.1
OG0006746	XP_036492268.1	XP_045262093.1
OG0006747	XP_036492269.1	XP_045262092.1
OG0006748	XP_036492271.1	XP_045262090.1
OG0006749	XP_036492342.1	XP_045262088.1
OG0006750	XP_036492200.1	XP_045262085.1
OG0006751	XP_036492201.1	XP_045262084.1
OG0006752	XP_036492196.1	XP_045262083.1
OG0006753	XP_036492198.1	XP_045262081.1
OG0006754	XP_036492199.1	XP_045262080.1
OG0006755	XP_036492193.1	XP_045262078.1
OG0006756	XP_036492195.1	XP_045262070.1, XP_045262076.1, XP_045262075.1
OG0006757	XP_036491597.1	XP_045262074.1
OG0006758	XP_036491596.1	XP_045262073.1
OG0006759	XP_036491595.1	XP_045262072.1
OG0006760	XP_036491593.1	XP_045262069.1
OG0006761	XP_036491592.1	XP_045262068.1
OG0006762	XP_036491590.1	XP_045262066.1
OG0006763	XP_036491589.1	XP_045262064.1
OG0006764	XP_036491588.1	XP_045262063.1
OG0006765	XP_036492285.1	XP_045262038.1
OG0006766	XP_036491736.1	XP_045262051.1
OG0006767	XP_036491739.1	XP_045262050.1
OG0006768	XP_036491738.1	XP_045262049.1
OG0006769	XP_036491741.1	XP_045262048.1
OG0006770	XP_036491743.1	XP_045262046.1
OG0006771	XP_036491742.1	XP_045262045.1
OG0006772	XP_036491745.1	XP_045262044.1
OG0006773	XP_036491744.1	XP_045262043.1
OG0006774	XP_036492286.1	XP_045262042.1
OG0006775	XP_036492287.1	XP_045262041.1
OG0006776	XP_036492282.1	XP_045262040.1
OG0006777	XP_036492349.1	XP_045262059.1
OG0006778	XP_036492098.1	XP_045262058.1
OG0006779	XP_036492347.1	XP_045262057.1
OG0006780	XP_036492345.1	XP_045262056.1
OG0006781	XP_036492346.1	XP_045262055.1
OG0006782	XP_036492343.1	XP_045262054.1
OG0006783	XP_036492344.1	XP_045262053.1
OG0006784	XP_036491737.1	XP_045262052.1
OG0006785	XP_036491678.1	XP_045262036.1
OG0006786	XP_036491674.1	XP_045262035.1
OG0006787	XP_036491671.1	XP_045262034.1
OG0006788	XP_036492137.1	XP_045262033.1
OG0006789	XP_036491677.1	XP_045262032.1
OG0006790	XP_036491676.1	XP_045262031.1
OG0006791	XP_036492348.1	XP_045262060.1
OG0006792	XP_036491675.1	XP_045262030.1
OG0006793	XP_036492471.1	XP_045262029.1
OG0006794	XP_036492464.1	XP_045262025.1
OG0006795	XP_036492463.1	XP_045262026.1
OG0006796	XP_036492466.1	XP_045262027.1
OG0006797	XP_036492465.1	XP_045262028.1
OG0006798	XP_036492468.1	XP_045262021.1
OG0006799	XP_036491843.1	XP_045262017.1
OG0006800	XP_036491844.1	XP_045262018.1
OG0006801	XP_036491841.1	XP_045262019.1
OG0006802	XP_036492407.1	XP_045262010.1
OG0006803	XP_036492406.1	XP_045262011.1
OG0006804	XP_036492408.1	XP_045262007.1
OG0006805	XP_036492410.1	XP_045262005.1
OG0006806	XP_036491794.1	XP_045262002.1
OG0006807	XP_036491793.1	XP_045262001.1
OG0006808	XP_036491801.1	XP_045262000.1
OG0006809	XP_036491800.1	XP_045261999.1
OG0006811	XP_036502176.1	XP_045267624.1
