Orthogroup	Colletotrichum_siamense	Colletotrichum_acutatum
OG0004877	XP_036502083.1	XP_060360238.1
OG0004878	XP_036501639.1	XP_060360239.1
OG0004879	XP_036501567.1	XP_060360242.1
OG0004881	XP_036501570.1	XP_060360246.1
OG0004882	XP_036493335.1	XP_060360251.1
OG0004883	XP_036501565.1	XP_060360253.1
OG0004884	XP_036501564.1	XP_060360254.1
OG0004885	XP_036502686.1	XP_060360255.1
OG0004886	XP_036502683.1	XP_060360256.1
OG0004887	XP_036502597.1	XP_060360257.1
OG0004888	XP_036502598.1	XP_060360258.1
OG0004889	XP_036502591.1	XP_060360260.1
OG0004890	XP_036501470.1	XP_060360261.1
OG0004891	XP_036502507.1	XP_060360262.1
OG0004892	XP_036502595.1	XP_060360263.1
OG0004893	XP_036501225.1	XP_060360267.1
OG0004894	XP_036501972.1	XP_060360268.1
OG0004895	XP_036502274.1	XP_060360269.1
OG0004896	XP_036502270.1	XP_060360274.1
OG0004897	XP_036488700.1	XP_060358015.1
OG0004898	XP_036487928.1	XP_060358016.1
OG0004899	XP_036501971.1	XP_060358017.1
OG0004900	XP_036501071.1	XP_060358019.1
OG0004901	XP_036501072.1	XP_060358021.1
OG0004902	XP_036501073.1	XP_060358022.1
OG0004903	XP_036501970.1	XP_060358024.1
OG0004904	XP_036501472.1	XP_060368420.1
OG0004905	XP_036494019.1	XP_060368417.1
OG0004906	XP_036497532.1	XP_060368412.1
OG0004907	XP_036502705.1	XP_060368411.1
OG0004908	XP_036501226.1	XP_060368410.1
OG0004909	XP_036501227.1	XP_060368409.1
OG0004910	XP_036502193.1	XP_060368404.1
OG0004911	XP_036502192.1	XP_060368402.1
OG0004912	XP_036502190.1	XP_060368400.1
OG0004913	XP_036502038.1	XP_060368399.1
OG0004914	XP_036502044.1	XP_060368397.1
OG0004915	XP_036502104.1	XP_060368393.1
OG0004916	XP_036502106.1	XP_060368391.1
OG0004917	XP_036502189.1	XP_060368390.1
OG0004918	XP_036501094.1	XP_060368384.1
OG0004919	XP_036501095.1	XP_060368383.1
OG0004920	XP_036501092.1	XP_060368382.1
OG0004921	XP_036502185.1	XP_060368379.1
OG0004922	XP_036501179.1	XP_060368377.1
OG0004923	XP_036501178.1	XP_060368376.1
OG0004924	XP_036501174.1	XP_060368374.1
OG0004925	XP_036501175.1	XP_060368372.1
OG0004926	XP_036493695.1	XP_060368371.1
OG0004927	XP_036502042.1	XP_060368368.1
OG0004928	XP_036488991.1	XP_060368462.1
OG0004929	XP_036488992.1	XP_060368463.1
OG0004930	XP_036488807.1	XP_060368464.1
OG0004931	XP_036488440.1	XP_060368465.1
OG0004932	XP_036488813.1	XP_060368466.1
OG0004933	XP_036488725.1	XP_060368467.1
OG0004934	XP_036488820.1	XP_060368468.1
OG0004935	XP_036488816.1	XP_060368469.1
OG0004936	XP_036489019.1	XP_060368473.1
OG0004937	XP_036489020.1	XP_060368475.1
OG0004938	XP_036487914.1	XP_060368476.1
OG0004939	XP_036489021.1	XP_060368478.1
OG0004940	XP_036488948.1	XP_060368480.1
OG0004941	XP_036488454.1	XP_060368485.1
OG0004942	XP_036488485.1	XP_060368487.1
OG0004943	XP_036488888.1	XP_060368488.1
OG0004944	XP_036487960.1	XP_060368490.1
OG0004945	XP_036488970.1	XP_060368491.1
OG0004946	XP_036488419.1	XP_060368492.1
OG0004947	XP_036487973.1	XP_060368493.1
OG0004948	XP_036488518.1	XP_060368495.1
OG0004949	XP_036488484.1	XP_060368496.1
OG0004950	XP_036488516.1	XP_060368497.1
OG0004951	XP_036488944.1	XP_060368498.1
OG0004952	XP_036487959.1	XP_060368501.1
OG0004953	XP_036488772.1	XP_060368503.1
OG0004954	XP_036488587.1	XP_060368504.1
OG0004955	XP_036488358.1	XP_060368507.1
OG0004956	XP_036488357.1	XP_060368508.1
OG0004957	XP_036488848.1	XP_060368509.1
OG0004958	XP_036488849.1	XP_060368512.1
OG0004959	XP_036488360.1	XP_060368515.1
OG0004960	XP_036488369.1	XP_060368516.1
OG0004961	XP_036488132.1	XP_060368517.1
OG0004962	XP_036488850.1	XP_060368519.1
OG0004963	XP_036488964.1	XP_060368525.1
OG0004964	XP_036488500.1	XP_060368528.1
OG0004965	XP_036488961.1	XP_060368529.1
OG0004966	XP_036488048.1, XP_036491448.1	XP_060368530.1
OG0004967	XP_036488017.1	XP_060368531.1
OG0004968	XP_036488498.1	XP_060368534.1
OG0004969	XP_036488528.1	XP_060368535.1
OG0004970	XP_036488527.1	XP_060368536.1
OG0004971	XP_036488741.1	XP_060368537.1
OG0004972	XP_036487977.1	XP_060368544.1
OG0004973	XP_036487978.1	XP_060368546.1
OG0004974	XP_036496791.1	XP_060368547.1
OG0004975	XP_036487976.1	XP_060368550.1
OG0004976	XP_036487979.1	XP_060368553.1
OG0004977	XP_036488757.1	XP_060368556.1
OG0004978	XP_036488749.1	XP_060368557.1
OG0004979	XP_036488750.1	XP_060368558.1
OG0004980	XP_036488747.1	XP_060368559.1
OG0004981	XP_036488748.1	XP_060368560.1
OG0004982	XP_036488742.1	XP_060368562.1
OG0004983	XP_036488722.1	XP_060368563.1
OG0004984	XP_036488746.1	XP_060368569.1
OG0004985	XP_036495055.1	XP_060368570.1
OG0004986	XP_036488646.1	XP_060368576.1
OG0004987	XP_036488224.1	XP_060368578.1
OG0004988	XP_036488226.1	XP_060368580.1
OG0004989	XP_036488225.1	XP_060368581.1
OG0004990	XP_036487922.1	XP_060368582.1
OG0004991	XP_036488113.1	XP_060368583.1
OG0004992	XP_036493888.1	XP_060365753.1
OG0004993	XP_036493882.1	XP_060365752.1
OG0004994	XP_036493171.1	XP_060365749.1
OG0004995	XP_036493777.1	XP_060365745.1
OG0004996	XP_036493169.1	XP_060365744.1
OG0004997	XP_036493341.1	XP_060365743.1
OG0004998	XP_036493340.1	XP_060365741.1
OG0004999	XP_036493654.1	XP_060365738.1
OG0005000	XP_036493834.1	XP_060365737.1
OG0005001	XP_036493379.1	XP_060365736.1
OG0005002	XP_036493342.1	XP_060365735.1
OG0005003	XP_036493168.1	XP_060365733.1
OG0005004	XP_036493884.1	XP_060365731.1
OG0005005	XP_036493338.1	XP_060365730.1
OG0005006	XP_036493230.1	XP_060365729.1
OG0005007	XP_036493619.1	XP_060365728.1
OG0005008	XP_036493618.1	XP_060365727.1
OG0005009	XP_036493622.1	XP_060365726.1
OG0005010	XP_036493620.1	XP_060365725.1
OG0005011	XP_036493836.1	XP_060365723.1
OG0005012	XP_036493835.1	XP_060365721.1
OG0005013	XP_036493290.1	XP_060365719.1
OG0005014	XP_036493625.1	XP_060365718.1
OG0005015	XP_036493626.1	XP_060365716.1
OG0005016	XP_036493779.1	XP_060365713.1
OG0005017	XP_036493780.1	XP_060365712.1
OG0005018	XP_036493781.1	XP_060365711.1
OG0005019	XP_036493782.1	XP_060365710.1
OG0005020	XP_036493783.1	XP_060365709.1
OG0005021	XP_036493784.1	XP_060365708.1
OG0005022	XP_036493785.1	XP_060365707.1
OG0005023	XP_036493205.1	XP_060365706.1
OG0005024	XP_036493825.1	XP_060365705.1
OG0005025	XP_036493826.1	XP_060365704.1
OG0005026	XP_036493827.1	XP_060365703.1
OG0005027	XP_036493828.1	XP_060365702.1
OG0005028	XP_036493829.1	XP_060365701.1
OG0005029	XP_036493830.1	XP_060365700.1
OG0005030	XP_036493831.1	XP_060365695.1
OG0005031	XP_036493833.1	XP_060365694.1
OG0005032	XP_036493490.1	XP_060365693.1
OG0005033	XP_036493220.1	XP_060365691.1
OG0005034	XP_036493225.1	XP_060365690.1
OG0005035	XP_036493224.1	XP_060365689.1
OG0005036	XP_036493223.1	XP_060365688.1
OG0005037	XP_036493222.1	XP_060365687.1
OG0005038	XP_036493229.1	XP_060365686.1
OG0005039	XP_036492839.1	XP_060365684.1
OG0005040	XP_036492798.1	XP_060365683.1
OG0005041	XP_036493227.1	XP_060363958.1
OG0005042	XP_036492813.1	XP_060363959.1
OG0005043	XP_036492816.1	XP_060363960.1
OG0005044	XP_036492842.1	XP_060363961.1
OG0005045	XP_036492843.1	XP_060363964.1
OG0005046	XP_036492840.1	XP_060363965.1
OG0005047	XP_036492841.1	XP_060363966.1
OG0005048	XP_036493548.1	XP_060363967.1
OG0005049	XP_036493547.1	XP_060363969.1
OG0005050	XP_036492930.1	XP_060363970.1
OG0005051	XP_036493509.1	XP_060363972.1
OG0005052	XP_036492925.1	XP_060363973.1
OG0005053	XP_036492802.1	XP_060363978.1
OG0005054	XP_036492803.1	XP_060363980.1
OG0005055	XP_036493813.1	XP_060363981.1
OG0005056	XP_036493814.1	XP_060363982.1
OG0005057	XP_036493815.1	XP_060363983.1
OG0005058	XP_036492935.1	XP_060363984.1
OG0005059	XP_036492886.1	XP_060363987.1
OG0005060	XP_036493810.1	XP_060363989.1
OG0005061	XP_036493517.1	XP_060363992.1
OG0005062	XP_036493516.1	XP_060363993.1
OG0005063	XP_036492657.1	XP_060363998.1
OG0005064	XP_036492656.1	XP_060363999.1
OG0005065	XP_036493518.1	XP_060364001.1
OG0005066	XP_036492655.1	XP_060364005.1
OG0005067	XP_036492654.1	XP_060364006.1
OG0005068	XP_036492653.1	XP_060364007.1
OG0005070	XP_036492764.1	XP_060364011.1
OG0005071	XP_036492762.1	XP_060364013.1
OG0005072	XP_036492763.1	XP_060364015.1
OG0005073	XP_036492760.1	XP_060364017.1
OG0005074	XP_036492761.1	XP_060364018.1
OG0005075	XP_036492758.1	XP_060364019.1
OG0005076	XP_036492759.1	XP_060364020.1
OG0005077	XP_036493472.1	XP_060364022.1
OG0005080	XP_036499744.1	XP_060363861.1
OG0005081	XP_036499745.1	XP_060363860.1
OG0005082	XP_036499125.1	XP_060363859.1
OG0005083	XP_036499746.1	XP_060363857.1
OG0005084	XP_036499748.1	XP_060363854.1
OG0005085	XP_036499694.1	XP_060363853.1
OG0005086	XP_036499692.1	XP_060363850.1
OG0005087	XP_036499693.1	XP_060363849.1
OG0005088	XP_036500443.1	XP_060363848.1
OG0005089	XP_036500442.1	XP_060363847.1
OG0005090	XP_036499977.1	XP_060363844.1
OG0005091	XP_036500446.1	XP_060363843.1
OG0005092	XP_036500441.1	XP_060363842.1
OG0005093	XP_036500440.1	XP_060363841.1
OG0005094	XP_036500638.1	XP_060363840.1
OG0005095	XP_036500639.1	XP_060363839.1
OG0005096	XP_036500636.1	XP_060363838.1
OG0005097	XP_036500637.1	XP_060363837.1
OG0005098	XP_036500642.1	XP_060363836.1
OG0005099	XP_036500643.1	XP_060363835.1
OG0005100	XP_036500640.1	XP_060363833.1
OG0005101	XP_036500641.1	XP_060363831.1
OG0005102	XP_036499558.1	XP_060363829.1
OG0005103	XP_036500435.1	XP_060363828.1
OG0005104	XP_036500434.1	XP_060367329.1
OG0005105	XP_036500436.1	XP_060367327.1
OG0005106	XP_036500430.1	XP_060367326.1
OG0005107	XP_036500429.1	XP_060367325.1
OG0005108	XP_036500432.1	XP_060367324.1
OG0005109	XP_036500431.1	XP_060367322.1
OG0005110	XP_036499099.1	XP_060367317.1
OG0005111	XP_036499100.1	XP_060367316.1
OG0005112	XP_036499101.1	XP_060367312.1
OG0005113	XP_036499102.1	XP_060367311.1
OG0005114	XP_036499095.1	XP_060367310.1
OG0005115	XP_036499097.1	XP_060367306.1
OG0005116	XP_036499098.1	XP_060367304.1
OG0005117	XP_036499093.1	XP_060367303.1
OG0005118	XP_036499094.1	XP_060367301.1
OG0005119	XP_036500010.1	XP_060367300.1
OG0005120	XP_036490639.1	XP_060367299.1
OG0005121	XP_036500003.1	XP_060367292.1
OG0005122	XP_036500002.1	XP_060367291.1
OG0005123	XP_036500001.1	XP_060367290.1
OG0005124	XP_036500890.1	XP_060367288.1
OG0005125	XP_036500893.1	XP_060367287.1
OG0005126	XP_036500892.1	XP_060367286.1
OG0005127	XP_036500887.1	XP_060367285.1
OG0005128	XP_036500886.1	XP_060367284.1
OG0005129	XP_036500889.1	XP_060367283.1
OG0005130	XP_036500888.1	XP_060367282.1
OG0005131	XP_036500885.1	XP_060367281.1
OG0005132	XP_036500884.1	XP_060367280.1
OG0005133	XP_036499921.1	XP_060367279.1
OG0005134	XP_036499922.1	XP_060367278.1
OG0005135	XP_036499919.1	XP_060367277.1
OG0005136	XP_036499926.1	XP_060367274.1
OG0005137	XP_036499923.1	XP_060367273.1
OG0005138	XP_036499924.1	XP_060367271.1
OG0005139	XP_036499917.1	XP_060367270.1
OG0005140	XP_036499918.1	XP_060367269.1
OG0005141	XP_036500806.1	XP_060367268.1
OG0005142	XP_036500805.1	XP_060367267.1
OG0005143	XP_036500750.1	XP_060367265.1
OG0005144	XP_036500747.1	XP_060367264.1
OG0005145	XP_036500748.1	XP_060367263.1
OG0005146	XP_036500745.1	XP_060367262.1
OG0005147	XP_036500746.1	XP_060367260.1
OG0005148	XP_036499844.1	XP_060367259.1
OG0005149	XP_036499842.1	XP_060367257.1
OG0005150	XP_036499839.1	XP_060367254.1
OG0005151	XP_036499837.1	XP_060367251.1
OG0005152	XP_036499836.1	XP_060367250.1
OG0005153	XP_036499835.1	XP_060367249.1
OG0005154	XP_036500811.1	XP_060367248.1
OG0005155	XP_036495719.1	XP_060367247.1
OG0005156	XP_036500749.1	XP_060367244.1
OG0005157	XP_036500752.1	XP_060367243.1
OG0005158	XP_036500751.1	XP_060367242.1
OG0005159	XP_036500744.1	XP_060367241.1
OG0005160	XP_036499781.1	XP_060367239.1
OG0005161	XP_036499779.1	XP_060367237.1
OG0005162	XP_036499780.1	XP_060367236.1
OG0005163	XP_036499777.1	XP_060367235.1
OG0005164	XP_036499775.1	XP_060367234.1
OG0005165	XP_036499776.1	XP_060367233.1
OG0005166	XP_036499783.1	XP_060367232.1
OG0005167	XP_036499784.1	XP_060367231.1
OG0005168	XP_036500683.1	XP_060367230.1
OG0005169	XP_036500682.1	XP_060367229.1
OG0005170	XP_036500681.1	XP_060367228.1
OG0005171	XP_036500680.1	XP_060367227.1
OG0005172	XP_036500679.1	XP_060367226.1
OG0005173	XP_036500678.1	XP_060367225.1
OG0005174	XP_036500677.1	XP_060367224.1
OG0005175	XP_036500676.1	XP_060367223.1
OG0005176	XP_036500675.1	XP_060367222.1
OG0005177	XP_036497028.1	XP_060369974.1
OG0005178	XP_036497027.1	XP_060369973.1
OG0005179	XP_036497026.1	XP_060369972.1
OG0005180	XP_036497025.1	XP_060369971.1
OG0005181	XP_036497024.1	XP_060369970.1
OG0005182	XP_036497023.1	XP_060369969.1
OG0005183	XP_036497022.1	XP_060369968.1
OG0005184	XP_036497972.1	XP_060369965.1
OG0005185	XP_036497968.1	XP_060369963.1
OG0005186	XP_036497970.1	XP_060369962.1
OG0005187	XP_036497971.1	XP_060369961.1
OG0005188	XP_036497964.1	XP_060369960.1
OG0005189	XP_036497967.1	XP_060369956.1
OG0005190	XP_036497155.1	XP_060369955.1
OG0005191	XP_036498211.1	XP_060369954.1
OG0005192	XP_036498214.1	XP_060369953.1
OG0005193	XP_036497156.1	XP_060369952.1
OG0005194	XP_036498216.1	XP_060369950.1
OG0005195	XP_036498220.1	XP_060369949.1
OG0005196	XP_036498222.1	XP_060369947.1
OG0005197	XP_036498035.1	XP_060369944.1
OG0005198	XP_036498036.1	XP_060369943.1
OG0005199	XP_036498125.1	XP_060369942.1
OG0005200	XP_036498378.1	XP_060369941.1
OG0005201	XP_036498124.1	XP_060369940.1
OG0005202	XP_036498034.1	XP_060369939.1
OG0005203	XP_036498029.1	XP_060369938.1
OG0005204	XP_036498031.1	XP_060369937.1
OG0005205	XP_036498123.1	XP_060369936.1
OG0005206	XP_036498027.1	XP_060369935.1
OG0005207	XP_036497859.1	XP_060369932.1
OG0005208	XP_036497854.1	XP_060369931.1
OG0005209	XP_036497853.1	XP_060369930.1
OG0005210	XP_036497850.1	XP_060369929.1
OG0005211	XP_036497848.1	XP_060369927.1
OG0005212	XP_036497478.1	XP_060369924.1
OG0005213	XP_036497652.1	XP_060369923.1
OG0005214	XP_036498502.1	XP_060369922.1
OG0005215	XP_036497645.1	XP_060369921.1
OG0005216	XP_036497646.1	XP_060369920.1
OG0005217	XP_036497647.1	XP_060369919.1
OG0005218	XP_036498498.1	XP_060369918.1
OG0005219	XP_036498499.1	XP_060369917.1
OG0005220	XP_036498056.1	XP_060369916.1
OG0005221	XP_036498057.1	XP_060369915.1
OG0005222	XP_036498058.1	XP_060369913.1
OG0005223	XP_036497300.1	XP_060369911.1
OG0005224	XP_036497298.1	XP_060369910.1
OG0005225	XP_036497297.1	XP_060369909.1
OG0005226	XP_036498862.1	XP_060369908.1
OG0005227	XP_036497299.1	XP_060369907.1
OG0005228	XP_036497294.1	XP_060369905.1
OG0005229	XP_036497295.1	XP_060369902.1
OG0005230	XP_036498894.1	XP_060369901.1
OG0005231	XP_036498242.1	XP_060369897.1
OG0005232	XP_036498240.1	XP_060369896.1
OG0005233	XP_036498892.1	XP_060369894.1
OG0005234	XP_036498893.1	XP_060369893.1
OG0005235	XP_036498684.1	XP_060369888.1
OG0005236	XP_036497216.1	XP_060369887.1
OG0005237	XP_036498680.1	XP_060369886.1
OG0005238	XP_036497215.1	XP_060369885.1
OG0005239	XP_036498679.1	XP_060369884.1
OG0005240	XP_036497214.1	XP_060369883.1
OG0005241	XP_036498678.1	XP_060369881.1
OG0005242	XP_036498430.1	XP_060369880.1
OG0005243	XP_036498455.1	XP_060369878.1
OG0005244	XP_036498460.1	XP_060369875.1
OG0005245	XP_036498179.1	XP_060369874.1
OG0005246	XP_036498271.1	XP_060369873.1
OG0005247	XP_036498453.1	XP_060369871.1
OG0005248	XP_036498454.1	XP_060369870.1
OG0005249	XP_036497351.1	XP_060369869.1
OG0005250	XP_036497352.1	XP_060369868.1
OG0005251	XP_036497356.1	XP_060369866.1
OG0005252	XP_036497353.1	XP_060369863.1
OG0005253	XP_036497354.1	XP_060369862.1
OG0005254	XP_036497359.1	XP_060369861.1
OG0005255	XP_036497360.1	XP_060369860.1
OG0005256	XP_036497358.1	XP_060369857.1
OG0005257	XP_036495620.1	XP_060366218.1
OG0005258	XP_036490563.1	XP_060366217.1
OG0005259	XP_036491113.1	XP_060366216.1
OG0005260	XP_036491109.1	XP_060366215.1
OG0005261	XP_036491108.1	XP_060366213.1
OG0005262	XP_036491111.1	XP_060366212.1
OG0005263	XP_036491110.1	XP_060366211.1
OG0005264	XP_036490529.1	XP_060366209.1
OG0005265	XP_036490522.1	XP_060366208.1
OG0005266	XP_036490523.1	XP_060366207.1
OG0005267	XP_036490520.1	XP_060366204.1
OG0005268	XP_036490521.1	XP_060366202.1
OG0005269	XP_036489767.1	XP_060361459.1
OG0005270	XP_036492897.1	XP_060357714.1
OG0005271	XP_036489454.1	XP_060357719.1
OG0005272	XP_036489354.1	XP_060357720.1
OG0005273	XP_036489903.1	XP_060357721.1
OG0005274	XP_036489902.1	XP_060357722.1
OG0005275	XP_036489905.1	XP_060357723.1
OG0005276	XP_036489305.1	XP_060360846.1
OG0005277	XP_036489901.1	XP_060360842.1
OG0005278	XP_036489341.1	XP_060360841.1
OG0005279	XP_036489337.1	XP_060360840.1
OG0005280	XP_036489336.1	XP_060360839.1
OG0005281	XP_036490007.1	XP_060360838.1
OG0005282	XP_036489342.1	XP_060360836.1
OG0005283	XP_036490019.1	XP_060360835.1
OG0005284	XP_036489879.1	XP_060360833.1
OG0005285	XP_036489706.1	XP_060360832.1
OG0005286	XP_036489878.1	XP_060360831.1
OG0005287	XP_036489877.1	XP_060360830.1
OG0005288	XP_036489876.1	XP_060360829.1
OG0005289	XP_036489875.1	XP_060360828.1
OG0005290	XP_036489873.1	XP_060360826.1
OG0005291	XP_036489807.1	XP_060360822.1
OG0005292	XP_036489808.1	XP_060360819.1
OG0005293	XP_036489908.1	XP_060360818.1
OG0005294	XP_036489906.1	XP_060360817.1
OG0005295	XP_036489909.1	XP_060360816.1
OG0005296	XP_036489306.1	XP_060360815.1
OG0005297	XP_036489806.1	XP_060360814.1
OG0005298	XP_036489507.1	XP_060360813.1
OG0005299	XP_036489975.1	XP_060360812.1
OG0005300	XP_036489705.1	XP_060360811.1
OG0005301	XP_036489071.1	XP_060360809.1
OG0005302	XP_036489662.1	XP_060360808.1
OG0005303	XP_036489061.1	XP_060360807.1
OG0005304	XP_036489416.1	XP_060358584.1
OG0005305	XP_036489615.1	XP_060358585.1
OG0005306	XP_036489602.1	XP_060358586.1
OG0005307	XP_036489603.1	XP_060358587.1
OG0005308	XP_036489215.1	XP_060358590.1
OG0005309	XP_036489755.1	XP_060358592.1
OG0005310	XP_036489760.1	XP_060358596.1
OG0005311	XP_036489246.1	XP_060358598.1
OG0005312	XP_036489678.1	XP_060361454.1
OG0005313	XP_036489722.1	XP_060361451.1, XP_060361450.1
OG0005314	XP_036489188.1	XP_060361448.1
OG0005315	XP_036489751.1	XP_060361445.1
OG0005316	XP_036489593.1	XP_060361444.1
OG0005317	XP_036489594.1	XP_060361443.1
OG0005318	XP_036489036.1	XP_060361442.1
OG0005319	XP_036489589.1	XP_060361441.1
OG0005320	XP_036489819.1	XP_060361440.1
OG0005321	XP_036489590.1	XP_060361439.1
OG0005322	XP_036489591.1	XP_060361438.1
OG0005323	XP_036489180.1	XP_060361437.1
OG0005324	XP_036489277.1	XP_060361436.1
OG0005325	XP_036489184.1	XP_060361434.1
OG0005326	XP_036489183.1	XP_060361432.1
OG0005327	XP_036489360.1	XP_060361431.1
OG0005328	XP_036489040.1	XP_060361430.1
OG0005329	XP_036489592.1	XP_060361428.1
OG0005330	XP_036489042.1	XP_060361423.1
OG0005331	XP_036489173.1	XP_060361420.1
OG0005332	XP_036489436.1	XP_060361419.1
OG0005333	XP_036489045.1	XP_060361417.1
OG0005334	XP_036489062.1	XP_060361416.1
OG0005335	XP_036489063.1	XP_060361415.1
OG0005336	XP_036489064.1	XP_060361413.1
OG0005337	XP_036489065.1	XP_060361412.1
OG0005338	XP_036489067.1	XP_060361410.1
OG0005339	XP_036489069.1	XP_060361408.1
OG0005340	XP_036489235.1	XP_060361407.1
OG0005341	XP_036489070.1	XP_060361406.1
OG0005342	XP_036489805.1	XP_060361405.1
OG0005343	XP_036489607.1	XP_060361404.1
OG0005344	XP_036489605.1	XP_060361402.1
OG0005345	XP_036489609.1	XP_060361398.1
OG0005346	XP_036489608.1	XP_060361397.1
OG0005347	XP_036489654.1	XP_060361396.1
OG0005348	XP_036489646.1	XP_060361395.1
OG0005349	XP_036489650.1	XP_060361392.1
OG0005350	XP_036489655.1	XP_060362350.1
OG0005351	XP_036489656.1	XP_060362349.1
OG0005352	XP_036489429.1	XP_060362348.1
OG0005353	XP_036489428.1	XP_060362347.1
OG0005354	XP_036489107.1	XP_060362346.1
OG0005355	XP_036489106.1	XP_060362345.1
OG0005356	XP_036489109.1	XP_060362344.1
OG0005357	XP_036489108.1	XP_060362343.1
OG0005358	XP_036489105.1	XP_060362342.1
OG0005359	XP_036489104.1	XP_060362341.1
OG0005360	XP_036489434.1	XP_060362339.1
OG0005361	XP_036489612.1	XP_060362338.1
OG0005362	XP_036489613.1	XP_060362337.1
OG0005363	XP_036489653.1	XP_060362336.1
OG0005364	XP_036489645.1	XP_060362335.1
OG0005365	XP_036490462.1	XP_060362087.1
OG0005366	XP_036490461.1	XP_060362088.1
OG0005367	XP_036490397.1	XP_060362089.1
OG0005368	XP_036490398.1	XP_060362091.1
OG0005369	XP_036490399.1	XP_060362092.1
OG0005370	XP_036490392.1	XP_060362093.1
OG0005371	XP_036490393.1	XP_060362094.1
OG0005372	XP_036490394.1	XP_060362095.1
OG0005373	XP_036490509.1	XP_060362100.1
OG0005374	XP_036490978.1	XP_060362101.1
OG0005375	XP_036490435.1	XP_060357381.1
OG0005376	XP_036490436.1	XP_060357382.1
OG0005377	XP_036490437.1	XP_060357383.1
OG0005378	XP_036490439.1	XP_060357385.1
OG0005379	XP_036491146.1	XP_060357389.1
OG0005380	XP_036491319.1	XP_060357398.1
OG0005381	XP_036490156.1	XP_060367979.1
OG0005383	XP_036491185.1	XP_060367976.1
OG0005384	XP_036491265.1	XP_060367975.1
OG0005385	XP_036491184.1	XP_060367971.1
OG0005386	XP_036490310.1	XP_060367969.1
OG0005387	XP_036490617.1	XP_060367964.1
OG0005388	XP_036490618.1	XP_060367963.1
OG0005389	XP_036490619.1	XP_060367962.1
OG0005390	XP_036490788.1	XP_060367961.1
OG0005391	XP_036490787.1	XP_060367960.1
OG0005392	XP_036490793.1	XP_060367958.1
OG0005393	XP_036491226.1	XP_060367956.1
OG0005394	XP_036491224.1	XP_060367954.1
OG0005395	XP_036491223.1	XP_060367953.1
OG0005396	XP_036491222.1	XP_060367952.1
OG0005397	XP_036490790.1	XP_060367950.1
OG0005398	XP_036490789.1	XP_060367949.1
OG0005399	XP_036490579.1	XP_060367948.1
OG0005400	XP_036490298.1	XP_060367947.1
OG0005401	XP_036490577.1	XP_060367946.1
OG0005402	XP_036490578.1	XP_060367945.1
OG0005403	XP_036495701.1	XP_060367942.1
OG0005404	XP_036490358.1	XP_060367935.1
OG0005405	XP_036491013.1	XP_060367934.1
OG0005406	XP_036492211.1	XP_060367930.1
OG0005407	XP_036492685.1	XP_060367928.1
OG0005408	XP_036490862.1	XP_060367927.1
OG0005409	XP_036490730.1	XP_060367924.1
OG0005410	XP_036490347.1	XP_060367923.1
OG0005411	XP_036490860.1	XP_060367921.1
OG0005412	XP_036490346.1	XP_060367920.1
OG0005413	XP_036490748.1	XP_060367915.1
OG0005414	XP_036490747.1	XP_060367914.1
OG0005415	XP_036490826.1	XP_060367912.1
OG0005416	XP_036490304.1	XP_060367909.1
OG0005417	XP_036490301.1	XP_060367908.1
OG0005418	XP_036490302.1	XP_060367906.1
OG0005419	XP_036491129.1	XP_060367905.1
OG0005420	XP_036491130.1	XP_060367903.1
OG0005421	XP_036490746.1	XP_060367902.1
OG0005422	XP_036490300.1	XP_060367901.1
OG0005423	XP_036490299.1	XP_060367900.1
OG0005424	XP_036491131.1	XP_060367899.1
OG0005425	XP_036491161.1	XP_060367895.1
OG0005426	XP_036491010.1	XP_060367894.1
OG0005427	XP_036491050.1	XP_060367893.1
OG0005428	XP_036490867.1	XP_060367890.1
OG0005429	XP_036490372.1	XP_060367887.1
OG0005430	XP_036490371.1	XP_060367886.1
OG0005431	XP_036490501.1	XP_060367883.1
OG0005432	XP_036490376.1	XP_060367872.1
OG0005433	XP_036490377.1	XP_060367871.1
OG0005434	XP_036490969.1	XP_060367870.1
OG0005435	XP_036490962.1	XP_060367869.1
OG0005436	XP_036490963.1	XP_060367868.1
OG0005437	XP_036490964.1	XP_060367867.1
OG0005438	XP_036490965.1	XP_060367866.1
OG0005439	XP_036491052.1	XP_060367865.1
OG0005440	XP_036490968.1	XP_060367864.1
OG0005441	XP_036490967.1	XP_060367863.1
OG0005442	XP_036492312.1	XP_060364122.1
OG0005444	XP_036496292.1	XP_060363142.1
OG0005445	XP_036496291.1	XP_060363141.1
OG0005446	XP_036495511.1	XP_060363139.1
OG0005447	XP_036495512.1	XP_060363138.1
OG0005448	XP_036495518.1, XP_036495517.1	XP_060363137.1
OG0005449	XP_036496360.1	XP_060363136.1
OG0005450	XP_036496359.1	XP_060363134.1
OG0005451	XP_036495604.1	XP_060363131.1
OG0005452	XP_036495460.1	XP_060363128.1
OG0005453	XP_036496413.1	XP_060363127.1
OG0005454	XP_036496597.1	XP_060363114.1
OG0005455	XP_036496596.1	XP_060363113.1
OG0005456	XP_036488085.1	XP_060363112.1
OG0005457	XP_036495758.1	XP_060363110.1
OG0005458	XP_036495759.1	XP_060363109.1
OG0005459	XP_036496659.1	XP_060363108.1
OG0005460	XP_036496658.1	XP_060363107.1
OG0005461	XP_036495755.1	XP_060363106.1
OG0005462	XP_036487917.1	XP_060363096.1
