Orthogroup	Colletotrichum_siamense	Colletotrichum_abscissum
OG0004759	XP_036492611.1	XP_060395761.1
OG0004760	XP_036493607.1	XP_060395770.1
OG0004761	XP_036492608.1	XP_060395777.1
OG0004762	XP_036492783.1	XP_060395780.1
OG0004763	XP_036493369.1	XP_060395781.1
OG0004764	XP_036492983.1	XP_060395787.1
OG0004765	XP_036493546.1	XP_060395793.1
OG0004766	XP_036493545.1	XP_060395794.1
OG0004767	XP_036493507.1	XP_060395795.1
OG0004768	XP_036493503.1	XP_060395804.1
OG0004769	XP_036493699.1	XP_060395814.1
OG0004770	XP_036497118.1	XP_060395815.1
OG0004771	XP_036493506.1	XP_060395821.1
OG0004772	XP_036493251.1	XP_060395828.1
OG0004773	XP_036493231.1	XP_060395829.1
OG0004774	XP_036493232.1	XP_060395831.1
OG0004775	XP_036493240.1	XP_060395835.1
OG0004776	XP_036492913.1	XP_060395836.1
OG0004777	XP_036493234.1	XP_060395838.1
OG0004778	XP_036492911.1	XP_060395839.1
OG0004779	XP_036492920.1	XP_060395844.1
OG0004780	XP_036492919.1	XP_060395845.1
OG0004781	XP_036493566.1	XP_060395846.1
OG0004782	XP_036493372.1	XP_060395847.1
OG0004783	XP_036492949.1	XP_060395850.1
OG0004784	XP_036492659.1	XP_060395852.1
OG0004785	XP_036493347.1	XP_060395853.1
OG0004786	XP_036492660.1	XP_060395854.1
OG0004787	XP_036492664.1	XP_060395855.1
OG0004788	XP_036492665.1	XP_060395856.1
OG0004789	XP_036493348.1	XP_060395857.1
OG0004790	XP_036493352.1	XP_060395863.1
OG0004791	XP_036493281.1	XP_060395864.1
OG0004792	XP_036493354.1	XP_060395866.1
OG0004793	XP_036493353.1	XP_060395867.1
OG0004794	XP_036491357.1	XP_060395868.1
OG0004795	XP_036493732.1	XP_060395874.1
OG0004796	XP_036492877.1	XP_060395875.1
OG0004797	XP_036492876.1	XP_060395877.1
OG0004798	XP_036493891.1	XP_060395879.1
OG0004799	XP_036493881.1	XP_060395880.1
OG0004800	XP_036493070.1	XP_060395881.1
OG0004801	XP_036493880.1	XP_060395882.1
OG0004802	XP_036493893.1	XP_060395884.1
OG0004804	XP_036493484.1	XP_060395889.1
OG0004805	XP_036493054.1	XP_060395890.1
OG0004806	XP_036493056.1	XP_060395892.1
OG0004807	XP_036493243.1	XP_060395895.1
OG0004808	XP_036501267.1	XP_060395903.1
OG0004809	XP_036502314.1	XP_060395906.1
OG0004810	XP_036502308.1	XP_060395911.1
OG0004811	XP_036502306.1	XP_060395917.1
OG0004812	XP_036502307.1	XP_060395918.1
OG0004813	XP_036502311.1	XP_060395919.1
OG0004814	XP_036501291.1	XP_060395920.1
OG0004815	XP_036501285.1	XP_060395921.1
OG0004816	XP_036501286.1	XP_060395925.1
OG0004817	XP_036501372.1	XP_060395926.1
OG0004818	XP_036501371.1	XP_060395927.1
OG0004819	XP_036501374.1	XP_060395928.1
OG0004820	XP_036501373.1	XP_060395929.1
OG0004821	XP_036501370.1	XP_060395935.1
OG0004822	XP_036501294.1	XP_060395940.1
OG0004823	XP_036501293.1	XP_060395943.1
OG0004824	XP_036501290.1	XP_060395944.1
OG0004825	XP_036501289.1	XP_060395945.1
OG0004826	XP_036502245.1	XP_060395947.1
OG0004827	XP_036501288.1	XP_060395949.1
OG0004828	XP_036502240.1	XP_060395950.1
OG0004829	XP_036502238.1	XP_060395952.1
OG0004830	XP_036502239.1	XP_060395953.1
OG0004831	XP_036502243.1	XP_060395954.1
OG0004832	XP_036502244.1	XP_060395955.1
OG0004833	XP_036502242.1	XP_060395958.1
OG0004834	XP_036502816.1	XP_060395962.1
OG0004835	XP_036502821.1	XP_060395963.1
OG0004836	XP_036502426.1	XP_060395965.1
OG0004837	XP_036502427.1	XP_060395966.1
OG0004838	XP_036502428.1	XP_060395967.1
OG0004839	XP_036501404.1	XP_060395971.1
OG0004840	XP_036501406.1	XP_060395973.1
OG0004841	XP_036501407.1	XP_060395975.1
OG0004842	XP_036501408.1	XP_060395978.1
OG0004843	XP_036502422.1	XP_060395983.1
OG0004844	XP_036495610.1	XP_060395985.1
OG0004845	XP_036502894.1	XP_060395988.1
OG0004846	XP_036501774.1	XP_060395989.1
OG0004847	XP_036502425.1	XP_060395991.1
OG0004848	XP_036502346.1	XP_060396003.1
OG0004849	XP_036502353.1	XP_060396004.1
OG0004850	XP_036502352.1	XP_060396008.1
OG0004851	XP_036502349.1	XP_060396010.1
OG0004852	XP_036501340.1	XP_060396011.1
OG0004853	XP_036501341.1	XP_060396013.1
OG0004854	XP_036501334.1	XP_060396018.1
OG0004855	XP_036502275.1	XP_060396022.1
OG0004856	XP_036502268.1	XP_060396023.1
OG0004857	XP_036502269.1	XP_060396024.1
OG0004858	XP_036501339.1	XP_060396025.1
OG0004859	XP_036492546.1	XP_060396027.1
OG0004860	XP_036500947.1	XP_060396029.1
OG0004861	XP_036501833.1	XP_060396030.1
OG0004862	XP_036500953.1	XP_060396031.1
OG0004863	XP_036500956.1	XP_060396034.1
OG0004864	XP_036501832.1	XP_060396035.1
OG0004865	XP_036501831.1	XP_060396036.1
OG0004866	XP_036501834.1	XP_060396037.1
OG0004867	XP_036500951.1	XP_060396038.1
OG0004868	XP_036500950.1	XP_060396039.1
OG0004869	XP_036501838.1	XP_060396041.1
OG0004870	XP_036501830.1	XP_060396043.1
OG0004871	XP_036502891.1	XP_060396045.1
OG0004872	XP_036502892.1	XP_060396047.1
OG0004873	XP_036502506.1	XP_060396048.1
OG0004874	XP_036501633.1	XP_060396060.1
OG0004875	XP_036501632.1	XP_060396062.1
OG0004876	XP_036502088.1	XP_060396065.1
OG0004877	XP_036502083.1	XP_060396066.1
OG0004878	XP_036501639.1	XP_060396067.1
OG0004879	XP_036501567.1	XP_060396069.1
OG0004880	XP_036501571.1	XP_060396072.1
OG0004881	XP_036501570.1	XP_060396074.1
OG0004882	XP_036493335.1	XP_060396078.1
OG0004883	XP_036501565.1	XP_060396080.1
OG0004884	XP_036501564.1	XP_060396081.1
OG0004885	XP_036502686.1	XP_060396083.1
OG0004886	XP_036502683.1	XP_060396084.1
OG0004887	XP_036502597.1	XP_060396085.1
OG0004888	XP_036502598.1	XP_060396086.1
OG0004889	XP_036502591.1	XP_060396088.1
OG0004890	XP_036501470.1	XP_060396090.1
OG0004891	XP_036502507.1	XP_060396091.1
OG0004892	XP_036502595.1	XP_060396092.1
OG0004893	XP_036501225.1	XP_060396097.1
OG0004894	XP_036501972.1	XP_060396098.1
OG0004895	XP_036502274.1	XP_060396099.1
OG0004896	XP_036502270.1	XP_060396102.1
OG0004897	XP_036488700.1	XP_060396105.1
OG0004898	XP_036487928.1	XP_060396106.1
OG0004899	XP_036501971.1	XP_060396107.1
OG0004900	XP_036501071.1	XP_060396111.1
OG0004901	XP_036501072.1	XP_060396112.1
OG0004902	XP_036501073.1	XP_060396114.1
OG0004903	XP_036501970.1	XP_060396118.1
OG0004904	XP_036501472.1	XP_060396122.1
OG0004905	XP_036494019.1	XP_060396125.1
OG0004906	XP_036497532.1	XP_060396136.1
OG0004907	XP_036502705.1	XP_060396137.1
OG0004908	XP_036501226.1	XP_060396138.1
OG0004909	XP_036501227.1	XP_060396139.1
OG0004910	XP_036502193.1	XP_060396144.1
OG0004911	XP_036502192.1	XP_060396145.1
OG0004912	XP_036502190.1	XP_060396147.1
OG0004913	XP_036502038.1	XP_060396148.1
OG0004914	XP_036502044.1	XP_060396149.1
OG0004915	XP_036502104.1	XP_060396154.1
OG0004916	XP_036502106.1	XP_060396156.1
OG0004917	XP_036502189.1	XP_060396157.1
OG0004918	XP_036501094.1	XP_060396164.1
OG0004919	XP_036501095.1	XP_060396165.1
OG0004920	XP_036501092.1	XP_060396166.1
OG0004921	XP_036502185.1	XP_060396169.1
OG0004922	XP_036501179.1	XP_060396170.1
OG0004923	XP_036501178.1	XP_060396171.1
OG0004924	XP_036501174.1	XP_060396173.1
OG0004925	XP_036501175.1	XP_060396175.1
OG0004926	XP_036493695.1	XP_060396176.1
OG0004927	XP_036502042.1	XP_060396179.1
OG0004928	XP_036488991.1	XP_060396196.1
OG0004929	XP_036488992.1	XP_060396197.1
OG0004930	XP_036488807.1	XP_060396198.1
OG0004931	XP_036488440.1	XP_060396199.1
OG0004932	XP_036488813.1	XP_060396200.1
OG0004933	XP_036488725.1	XP_060396201.1
OG0004934	XP_036488820.1	XP_060396202.1
OG0004935	XP_036488816.1	XP_060396203.1
OG0004936	XP_036489019.1	XP_060396207.1
OG0004937	XP_036489020.1	XP_060396209.1
OG0004938	XP_036487914.1	XP_060396210.1
OG0004939	XP_036489021.1	XP_060396211.1
OG0004940	XP_036488948.1	XP_060396212.1
OG0004941	XP_036488454.1	XP_060396214.1
OG0004942	XP_036488485.1	XP_060396215.1
OG0004943	XP_036488888.1	XP_060396217.1
OG0004944	XP_036487960.1	XP_060396218.1
OG0004945	XP_036488970.1	XP_060396219.1
OG0004946	XP_036488419.1	XP_060396220.1
OG0004947	XP_036487973.1	XP_060396221.1
OG0004948	XP_036488518.1	XP_060396224.1
OG0004949	XP_036488484.1	XP_060396225.1
OG0004950	XP_036488516.1	XP_060396226.1
OG0004951	XP_036488944.1	XP_060396228.1
OG0004952	XP_036487959.1	XP_060396230.1
OG0004953	XP_036488772.1	XP_060396232.1
OG0004954	XP_036488587.1	XP_060396234.1
OG0004955	XP_036488358.1	XP_060396237.1
OG0004956	XP_036488357.1	XP_060396239.1
OG0004957	XP_036488848.1	XP_060396241.1
OG0004958	XP_036488849.1	XP_060396246.1
OG0004959	XP_036488360.1	XP_060396249.1
OG0004960	XP_036488369.1	XP_060396251.1
OG0004961	XP_036488132.1	XP_060396252.1
OG0004962	XP_036488850.1	XP_060396254.1
OG0004963	XP_036488964.1	XP_060396260.1
OG0004964	XP_036488500.1	XP_060396265.1
OG0004965	XP_036488961.1	XP_060396266.1
OG0004966	XP_036488048.1, XP_036491448.1	XP_060396267.1
OG0004967	XP_036488017.1	XP_060396268.1
OG0004968	XP_036488498.1	XP_060396272.1
OG0004969	XP_036488528.1	XP_060396273.1
OG0004970	XP_036488527.1	XP_060396274.1
OG0004971	XP_036488741.1	XP_060396275.1
OG0004972	XP_036487977.1	XP_060396284.1
OG0004973	XP_036487978.1	XP_060396287.1
OG0004974	XP_036496791.1	XP_060396288.1
OG0004975	XP_036487976.1	XP_060396291.1
OG0004976	XP_036487979.1	XP_060396293.1
OG0004977	XP_036488757.1	XP_060396296.1
OG0004978	XP_036488749.1	XP_060396298.1
OG0004979	XP_036488750.1	XP_060396299.1
OG0004980	XP_036488747.1	XP_060396301.1
OG0004981	XP_036488748.1	XP_060396302.1
OG0004982	XP_036488742.1	XP_060396303.1
OG0004983	XP_036488722.1	XP_060396305.1
OG0004984	XP_036488746.1	XP_060396312.1
OG0004985	XP_036495055.1	XP_060396313.1
OG0004986	XP_036488646.1	XP_060396318.1
OG0004987	XP_036488224.1	XP_060396320.1
OG0004988	XP_036488226.1	XP_060396322.1
OG0004989	XP_036488225.1	XP_060396323.1
OG0004990	XP_036487922.1	XP_060396324.1
OG0004991	XP_036488113.1	XP_060396325.1
OG0004992	XP_036493888.1	XP_060396344.1
OG0004993	XP_036493882.1	XP_060396345.1
OG0004994	XP_036493171.1	XP_060396348.1
OG0004995	XP_036493777.1	XP_060396352.1
OG0004996	XP_036493169.1	XP_060396353.1
OG0004997	XP_036493341.1	XP_060396354.1
OG0004998	XP_036493340.1	XP_060396356.1
OG0004999	XP_036493654.1	XP_060396359.1
OG0005000	XP_036493834.1	XP_060396360.1
OG0005001	XP_036493379.1	XP_060396361.1
OG0005002	XP_036493342.1	XP_060396362.1
OG0005003	XP_036493168.1	XP_060396365.1
OG0005004	XP_036493884.1	XP_060396367.1
OG0005005	XP_036493338.1	XP_060396369.1
OG0005006	XP_036493230.1	XP_060396370.1
OG0005007	XP_036493619.1	XP_060396371.1
OG0005008	XP_036493618.1	XP_060396372.1
OG0005009	XP_036493622.1	XP_060396373.1
OG0005010	XP_036493620.1	XP_060396374.1
OG0005011	XP_036493836.1	XP_060396376.1
OG0005012	XP_036493835.1	XP_060396377.1
OG0005013	XP_036493290.1	XP_060396380.1
OG0005014	XP_036493625.1	XP_060396381.1
OG0005015	XP_036493626.1	XP_060396383.1
OG0005016	XP_036493779.1	XP_060396385.1
OG0005017	XP_036493780.1	XP_060396386.1
OG0005018	XP_036493781.1	XP_060396387.1
OG0005019	XP_036493782.1	XP_060396388.1
OG0005020	XP_036493783.1	XP_060396389.1
OG0005021	XP_036493784.1	XP_060396390.1
OG0005022	XP_036493785.1	XP_060396391.1
OG0005023	XP_036493205.1	XP_060396392.1
OG0005024	XP_036493825.1	XP_060396393.1
OG0005025	XP_036493826.1	XP_060396394.1
OG0005026	XP_036493827.1	XP_060396395.1
OG0005027	XP_036493828.1	XP_060396396.1
OG0005028	XP_036493829.1	XP_060396397.1
OG0005029	XP_036493830.1	XP_060396398.1
OG0005030	XP_036493831.1	XP_060396403.1
OG0005031	XP_036493833.1	XP_060396404.1
OG0005032	XP_036493490.1	XP_060396405.1
OG0005033	XP_036493220.1	XP_060396406.1
OG0005034	XP_036493225.1	XP_060396407.1
OG0005035	XP_036493224.1	XP_060396408.1
OG0005036	XP_036493223.1	XP_060396409.1
OG0005037	XP_036493222.1	XP_060396410.1
OG0005038	XP_036493229.1	XP_060396411.1
OG0005039	XP_036492839.1	XP_060396413.1
OG0005040	XP_036492798.1	XP_060396414.1
OG0005041	XP_036493227.1	XP_060396421.1
OG0005042	XP_036492813.1	XP_060396422.1
OG0005043	XP_036492816.1	XP_060396423.1
OG0005044	XP_036492842.1	XP_060396424.1, XP_060396425.1
OG0005045	XP_036492843.1	XP_060396429.1
OG0005046	XP_036492840.1	XP_060396430.1
OG0005047	XP_036492841.1	XP_060396432.1
OG0005048	XP_036493548.1	XP_060396433.1
OG0005049	XP_036493547.1	XP_060396436.1
OG0005050	XP_036492930.1	XP_060396437.1
OG0005051	XP_036493509.1	XP_060396440.1
OG0005052	XP_036492925.1	XP_060396441.1
OG0005053	XP_036492802.1	XP_060396446.1
OG0005054	XP_036492803.1	XP_060396449.1
OG0005055	XP_036493813.1	XP_060396450.1
OG0005056	XP_036493814.1	XP_060396451.1
OG0005057	XP_036493815.1	XP_060396452.1
OG0005058	XP_036492935.1	XP_060396453.1
OG0005059	XP_036492886.1	XP_060396456.1
OG0005060	XP_036493810.1	XP_060396458.1
OG0005061	XP_036493517.1	XP_060396461.1
OG0005062	XP_036493516.1	XP_060396462.1
OG0005063	XP_036492657.1	XP_060396466.1
OG0005064	XP_036492656.1	XP_060396467.1
OG0005065	XP_036493518.1	XP_060396473.1
OG0005066	XP_036492655.1	XP_060396477.1
OG0005067	XP_036492654.1	XP_060396478.1
OG0005068	XP_036492653.1	XP_060396479.1
OG0005070	XP_036492764.1	XP_060396485.1
OG0005071	XP_036492762.1	XP_060396487.1
OG0005072	XP_036492763.1	XP_060396488.1
OG0005073	XP_036492760.1	XP_060396490.1
OG0005074	XP_036492761.1	XP_060396491.1
OG0005075	XP_036492758.1	XP_060396492.1
OG0005076	XP_036492759.1	XP_060396493.1
OG0005077	XP_036493472.1	XP_060396497.1
OG0005080	XP_036499744.1	XP_060396509.1
OG0005081	XP_036499745.1	XP_060396511.1
OG0005082	XP_036499125.1	XP_060396512.1
OG0005083	XP_036499746.1	XP_060396515.1
OG0005084	XP_036499748.1	XP_060396520.1
OG0005085	XP_036499694.1	XP_060396522.1
OG0005086	XP_036499692.1	XP_060396525.1
OG0005087	XP_036499693.1	XP_060396526.1
OG0005088	XP_036500443.1	XP_060396527.1
OG0005089	XP_036500442.1	XP_060396528.1
OG0005090	XP_036499977.1	XP_060396531.1
OG0005091	XP_036500446.1	XP_060396534.1
OG0005092	XP_036500441.1	XP_060396535.1
OG0005093	XP_036500440.1	XP_060396536.1
OG0005094	XP_036500638.1	XP_060396537.1
OG0005095	XP_036500639.1	XP_060396538.1
OG0005096	XP_036500636.1	XP_060396539.1
OG0005097	XP_036500637.1	XP_060396540.1
OG0005098	XP_036500642.1	XP_060396541.1
OG0005099	XP_036500643.1	XP_060396542.1
OG0005100	XP_036500640.1	XP_060396545.1
OG0005101	XP_036500641.1	XP_060396548.1
OG0005102	XP_036499558.1	XP_060396550.1
OG0005103	XP_036500435.1	XP_060396551.1
OG0005104	XP_036500434.1	XP_060396552.1
OG0005105	XP_036500436.1	XP_060396554.1
OG0005106	XP_036500430.1	XP_060396555.1
OG0005107	XP_036500429.1	XP_060396556.1
OG0005108	XP_036500432.1	XP_060396557.1
OG0005109	XP_036500431.1	XP_060396559.1
OG0005110	XP_036499099.1	XP_060396562.1
OG0005111	XP_036499100.1	XP_060396563.1
OG0005112	XP_036499101.1	XP_060396568.1
OG0005113	XP_036499102.1	XP_060396569.1
OG0005114	XP_036499095.1	XP_060396571.1
OG0005115	XP_036499097.1	XP_060396574.1
OG0005116	XP_036499098.1	XP_060396576.1
OG0005117	XP_036499093.1	XP_060396577.1
OG0005118	XP_036499094.1	XP_060396579.1
OG0005119	XP_036500010.1	XP_060396580.1
OG0005120	XP_036490639.1	XP_060396581.1
OG0005121	XP_036500003.1	XP_060396590.1
OG0005122	XP_036500002.1	XP_060396591.1
OG0005123	XP_036500001.1	XP_060396592.1
OG0005124	XP_036500890.1	XP_060396594.1
OG0005125	XP_036500893.1	XP_060396595.1
OG0005126	XP_036500892.1	XP_060396596.1
OG0005127	XP_036500887.1	XP_060396597.1
OG0005128	XP_036500886.1	XP_060396598.1
OG0005129	XP_036500889.1	XP_060396599.1
OG0005130	XP_036500888.1	XP_060396600.1
OG0005131	XP_036500885.1	XP_060396601.1
OG0005132	XP_036500884.1	XP_060396603.1
OG0005133	XP_036499921.1	XP_060396604.1
OG0005134	XP_036499922.1	XP_060396605.1
OG0005135	XP_036499919.1	XP_060396606.1
OG0005136	XP_036499926.1	XP_060396609.1
OG0005137	XP_036499923.1	XP_060396610.1
OG0005138	XP_036499924.1	XP_060396611.1
OG0005139	XP_036499917.1	XP_060396612.1
OG0005140	XP_036499918.1	XP_060396613.1
OG0005141	XP_036500806.1	XP_060396614.1
OG0005142	XP_036500805.1	XP_060396615.1
OG0005143	XP_036500750.1	XP_060396617.1
OG0005144	XP_036500747.1	XP_060396619.1
OG0005145	XP_036500748.1	XP_060396620.1
OG0005146	XP_036500745.1	XP_060396621.1
OG0005147	XP_036500746.1	XP_060396622.1
OG0005148	XP_036499844.1	XP_060396623.1
OG0005149	XP_036499842.1	XP_060396625.1
OG0005150	XP_036499839.1	XP_060396629.1
OG0005151	XP_036499837.1	XP_060396633.1
OG0005152	XP_036499836.1	XP_060396635.1
OG0005153	XP_036499835.1	XP_060396636.1
OG0005154	XP_036500811.1	XP_060396637.1
OG0005155	XP_036495719.1	XP_060396638.1
OG0005156	XP_036500749.1	XP_060396641.1
OG0005157	XP_036500752.1	XP_060396642.1
OG0005158	XP_036500751.1	XP_060396643.1
OG0005159	XP_036500744.1	XP_060396644.1
OG0005160	XP_036499781.1	XP_060396645.1
OG0005161	XP_036499779.1	XP_060396647.1
OG0005162	XP_036499780.1	XP_060396648.1
OG0005163	XP_036499777.1	XP_060396649.1
OG0005164	XP_036499775.1	XP_060396651.1
OG0005165	XP_036499776.1	XP_060396652.1
OG0005166	XP_036499783.1	XP_060396653.1
OG0005167	XP_036499784.1	XP_060396654.1
OG0005168	XP_036500683.1	XP_060396655.1
OG0005169	XP_036500682.1	XP_060396656.1
OG0005170	XP_036500681.1	XP_060396657.1
OG0005171	XP_036500680.1	XP_060396658.1
OG0005172	XP_036500679.1	XP_060396659.1
OG0005173	XP_036500678.1	XP_060396661.1
OG0005174	XP_036500677.1	XP_060396662.1
OG0005175	XP_036500676.1	XP_060396663.1
OG0005176	XP_036500675.1	XP_060396664.1
OG0005177	XP_036497028.1	XP_060396675.1
OG0005178	XP_036497027.1	XP_060396677.1
OG0005179	XP_036497026.1	XP_060396678.1
OG0005180	XP_036497025.1	XP_060396679.1
OG0005181	XP_036497024.1	XP_060396680.1
OG0005182	XP_036497023.1	XP_060396681.1
OG0005183	XP_036497022.1	XP_060396682.1
OG0005184	XP_036497972.1	XP_060396684.1
OG0005185	XP_036497968.1	XP_060396686.1
OG0005186	XP_036497970.1	XP_060396689.1
OG0005187	XP_036497971.1	XP_060396690.1
OG0005188	XP_036497964.1	XP_060396691.1
OG0005189	XP_036497967.1	XP_060396695.1
OG0005190	XP_036497155.1	XP_060396696.1
OG0005191	XP_036498211.1	XP_060396697.1
OG0005192	XP_036498214.1	XP_060396698.1
OG0005193	XP_036497156.1	XP_060396699.1
OG0005194	XP_036498216.1	XP_060396701.1
OG0005195	XP_036498220.1	XP_060396702.1
OG0005196	XP_036498222.1	XP_060396703.1
OG0005197	XP_036498035.1	XP_060396705.1
OG0005198	XP_036498036.1	XP_060396707.1
OG0005199	XP_036498125.1	XP_060396708.1
OG0005200	XP_036498378.1	XP_060396709.1
OG0005201	XP_036498124.1	XP_060396710.1
OG0005202	XP_036498034.1	XP_060396711.1
OG0005203	XP_036498029.1	XP_060396712.1
OG0005204	XP_036498031.1	XP_060396713.1
OG0005205	XP_036498123.1	XP_060396714.1
OG0005206	XP_036498027.1	XP_060396715.1
OG0005207	XP_036497859.1	XP_060396718.1
OG0005208	XP_036497854.1	XP_060396719.1
OG0005209	XP_036497853.1	XP_060396720.1
OG0005210	XP_036497850.1	XP_060396721.1
OG0005211	XP_036497848.1	XP_060396725.1
OG0005212	XP_036497478.1	XP_060396730.1
OG0005213	XP_036497652.1	XP_060396731.1
OG0005214	XP_036498502.1	XP_060396732.1
OG0005215	XP_036497645.1	XP_060396733.1
OG0005216	XP_036497646.1	XP_060396734.1
OG0005217	XP_036497647.1	XP_060396735.1
OG0005218	XP_036498498.1	XP_060396736.1
OG0005219	XP_036498499.1	XP_060396737.1
OG0005220	XP_036498056.1	XP_060396738.1
OG0005221	XP_036498057.1	XP_060396739.1
OG0005222	XP_036498058.1	XP_060396742.1
OG0005223	XP_036497300.1	XP_060396744.1
OG0005224	XP_036497298.1	XP_060396745.1
OG0005225	XP_036497297.1	XP_060396746.1
OG0005226	XP_036498862.1	XP_060396747.1
OG0005227	XP_036497299.1	XP_060396748.1
OG0005228	XP_036497294.1	XP_060396750.1
OG0005229	XP_036497295.1	XP_060396754.1
OG0005230	XP_036498894.1	XP_060396755.1
OG0005231	XP_036498242.1	XP_060396757.1
OG0005232	XP_036498240.1	XP_060396758.1
OG0005233	XP_036498892.1	XP_060396760.1
OG0005234	XP_036498893.1	XP_060396761.1
OG0005235	XP_036498684.1	XP_060396766.1
OG0005236	XP_036497216.1	XP_060396767.1
OG0005237	XP_036498680.1	XP_060396770.1
OG0005238	XP_036497215.1	XP_060396771.1
OG0005239	XP_036498679.1	XP_060396772.1
OG0005240	XP_036497214.1	XP_060396773.1
OG0005241	XP_036498678.1	XP_060396776.1
OG0005242	XP_036498430.1	XP_060396777.1
OG0005243	XP_036498455.1	XP_060396779.1
OG0005244	XP_036498460.1	XP_060396783.1
OG0005245	XP_036498179.1	XP_060396784.1
OG0005246	XP_036498271.1	XP_060396785.1
OG0005247	XP_036498453.1	XP_060396787.1
OG0005248	XP_036498454.1	XP_060396788.1
OG0005249	XP_036497351.1	XP_060396790.1
OG0005250	XP_036497352.1	XP_060396791.1
OG0005251	XP_036497356.1	XP_060396793.1
OG0005252	XP_036497353.1	XP_060396796.1
OG0005253	XP_036497354.1	XP_060396797.1
OG0005254	XP_036497359.1	XP_060396798.1
OG0005255	XP_036497360.1	XP_060396799.1
OG0005256	XP_036497358.1	XP_060396802.1
OG0005257	XP_036495620.1	XP_060396805.1
OG0005258	XP_036490563.1	XP_060396806.1
OG0005259	XP_036491113.1	XP_060396807.1
OG0005260	XP_036491109.1	XP_060396808.1
OG0005261	XP_036491108.1	XP_060396812.1
OG0005262	XP_036491111.1	XP_060396813.1
OG0005263	XP_036491110.1	XP_060396814.1
OG0005264	XP_036490529.1	XP_060396816.1
OG0005265	XP_036490522.1	XP_060396817.1
OG0005266	XP_036490523.1	XP_060396818.1
OG0005267	XP_036490520.1	XP_060396821.1
OG0005268	XP_036490521.1	XP_060396823.1
OG0005269	XP_036489767.1	XP_060396842.1
OG0005270	XP_036492897.1	XP_060396848.1
OG0005271	XP_036489454.1	XP_060396853.1
OG0005272	XP_036489354.1	XP_060396854.1
OG0005273	XP_036489903.1	XP_060396855.1
OG0005274	XP_036489902.1	XP_060396856.1
OG0005275	XP_036489905.1	XP_060396857.1
OG0005276	XP_036489305.1	XP_060396865.1
OG0005277	XP_036489901.1	XP_060396869.1
OG0005278	XP_036489341.1	XP_060396870.1
OG0005279	XP_036489337.1	XP_060396872.1
OG0005280	XP_036489336.1	XP_060396873.1
OG0005281	XP_036490007.1	XP_060396875.1
OG0005282	XP_036489342.1	XP_060396878.1
OG0005283	XP_036490019.1	XP_060396879.1
OG0005284	XP_036489879.1	XP_060396881.1
OG0005285	XP_036489706.1	XP_060396882.1
OG0005286	XP_036489878.1	XP_060396883.1
OG0005287	XP_036489877.1	XP_060396884.1
OG0005288	XP_036489876.1	XP_060396885.1
OG0005289	XP_036489875.1	XP_060396886.1
OG0005290	XP_036489873.1	XP_060396888.1
OG0005291	XP_036489807.1	XP_060396890.1
OG0005292	XP_036489808.1	XP_060396893.1
OG0005293	XP_036489908.1	XP_060396894.1
OG0005294	XP_036489906.1	XP_060396895.1
OG0005295	XP_036489909.1	XP_060396896.1
OG0005296	XP_036489306.1	XP_060396897.1
OG0005297	XP_036489806.1	XP_060396898.1
OG0005298	XP_036489507.1	XP_060396899.1
OG0005299	XP_036489975.1	XP_060396900.1
OG0005300	XP_036489705.1	XP_060396901.1
OG0005301	XP_036489071.1	XP_060396903.1
OG0005302	XP_036489662.1	XP_060396904.1
OG0005303	XP_036489061.1	XP_060396905.1
OG0005304	XP_036489416.1	XP_060396911.1
OG0005305	XP_036489615.1	XP_060396913.1
OG0005306	XP_036489602.1	XP_060396914.1
OG0005307	XP_036489603.1	XP_060396915.1
OG0005308	XP_036489215.1	XP_060396918.1
OG0005309	XP_036489755.1	XP_060396921.1
OG0005310	XP_036489760.1	XP_060396927.1
OG0005311	XP_036489246.1	XP_060396929.1
OG0005312	XP_036489678.1	XP_060396933.1
OG0005313	XP_036489722.1	XP_060396936.1
OG0005314	XP_036489188.1	XP_060396938.1
OG0005315	XP_036489751.1	XP_060396942.1
OG0005316	XP_036489593.1	XP_060396943.1
OG0005317	XP_036489594.1	XP_060396945.1
OG0005318	XP_036489036.1	XP_060396946.1
OG0005319	XP_036489589.1	XP_060396947.1
OG0005320	XP_036489819.1	XP_060396948.1
OG0005321	XP_036489590.1	XP_060396949.1
OG0005322	XP_036489591.1	XP_060396950.1
OG0005323	XP_036489180.1	XP_060396951.1
OG0005324	XP_036489277.1	XP_060396952.1
OG0005325	XP_036489184.1	XP_060396954.1
OG0005326	XP_036489183.1	XP_060396956.1
OG0005327	XP_036489360.1	XP_060396957.1
OG0005328	XP_036489040.1	XP_060396958.1
OG0005329	XP_036489592.1	XP_060396961.1
OG0005330	XP_036489042.1	XP_060396964.1
OG0005331	XP_036489173.1	XP_060396968.1
OG0005332	XP_036489436.1	XP_060396969.1
OG0005333	XP_036489045.1	XP_060396971.1
OG0005334	XP_036489062.1	XP_060396972.1
OG0005335	XP_036489063.1	XP_060396973.1
OG0005336	XP_036489064.1	XP_060396975.1
OG0005337	XP_036489065.1	XP_060396976.1
OG0005338	XP_036489067.1	XP_060396978.1
OG0005339	XP_036489069.1	XP_060396980.1
OG0005340	XP_036489235.1	XP_060396982.1
OG0005341	XP_036489070.1	XP_060396983.1
OG0005342	XP_036489805.1	XP_060396984.1
OG0005343	XP_036489607.1	XP_060396985.1
