Orthogroup	Colletotrichum_siamense	Colletotrichum_truncatum
OG0006120	XP_036487942.1	XP_036588118.1
OG0006121	XP_036488401.1	XP_036588103.1
OG0006122	XP_036488402.1	XP_036588104.1
OG0006123	XP_036488522.1	XP_036588105.1
OG0006124	XP_036488403.1	XP_036588106.1
OG0006125	XP_036501769.1	XP_036585441.1
OG0006126	XP_036488910.1	XP_036588093.1
OG0006127	XP_036488736.1	XP_036588081.1
OG0006128	XP_036488190.1	XP_036588064.1
OG0006129	XP_036488183.1	XP_036588065.1
OG0006131	XP_036488740.1	XP_036588058.1
OG0006132	XP_036488186.1	XP_036588060.1
OG0006133	XP_036488229.1	XP_036588096.1
OG0006134	XP_036495028.1	XP_036579353.1
OG0006135	XP_036488656.1	XP_036588009.1
OG0006136	XP_036488655.1	XP_036588010.1
OG0006137	XP_036488156.1	XP_036588005.1
OG0006138	XP_036488076.1	XP_036588025.2
OG0006139	XP_036488978.1	XP_036588039.1
OG0006140	XP_036488120.1	XP_036588027.1
OG0006141	XP_036488121.1	XP_070060841.1
OG0006142	XP_036488118.1	XP_036588029.1
OG0006143	XP_036488122.1	XP_036588031.1
OG0006144	XP_036496573.1	XP_070061784.1
OG0006145	XP_036490338.1	XP_036574889.2
OG0006146	XP_036490275.1	XP_036574890.1
OG0006147	XP_036495607.1	XP_036580154.1
OG0006148	XP_036490906.1	XP_036574895.2
OG0006149	XP_036490433.1	XP_036574901.1
OG0006150	XP_036490233.1	XP_036574907.1
OG0006151	XP_036490232.1	XP_036574908.1
OG0006152	XP_036490786.1	XP_070061501.1
OG0006153	XP_036490773.1	XP_036574485.1
OG0006154	XP_036492979.1	XP_036574703.1
OG0006155	XP_036492978.1	XP_036574702.1
OG0006156	XP_036490229.1	XP_036574478.1
OG0006157	XP_036490195.1	XP_070061511.1
OG0006158	XP_036490200.1	XP_036574465.1
OG0006161	XP_036490710.1	XP_036580504.2, XP_036574870.1
OG0006162	XP_036491255.1	XP_036580722.1
OG0006164	XP_036490674.1	XP_036580728.1
OG0006165	XP_036491212.1	XP_070061496.1
OG0006166	XP_036495591.1	XP_036578070.2
OG0006167	XP_036490752.1	XP_036580739.1
OG0006168	XP_036490510.1	XP_070061489.1
OG0006169	XP_036490610.1	XP_036580747.1
OG0006170	XP_036490611.1	XP_036580746.1
OG0006171	XP_036490607.1	XP_070061493.1
OG0006172	XP_036490608.1	XP_036580743.1
OG0006173	XP_036490605.1	XP_036580742.1
OG0006174	XP_036490334.1	XP_036580764.1
OG0006175	XP_036490582.1	XP_036580763.1
OG0006176	XP_036490581.1	XP_036580762.1
OG0006177	XP_036490584.1	XP_036580753.1
OG0006178	XP_036490585.1	XP_036580754.1
OG0006179	XP_036490586.1	XP_036580755.1
OG0006180	XP_036490472.1	XP_036580757.1
OG0006181	XP_036490707.1	XP_036580767.1
OG0006182	XP_036490565.1	XP_036580768.1
OG0006183	XP_036490570.1	XP_036580770.1
OG0006184	XP_036491171.1	XP_036580771.1
OG0006185	XP_036491170.1	XP_036580772.1
OG0006186	XP_036490557.1	XP_070061487.1
OG0006187	XP_036491174.1	XP_036580774.1
OG0006188	XP_036491071.1	XP_036580779.1
OG0006189	XP_036490211.1	XP_070061482.1
OG0006190	XP_036490378.1	XP_036580783.1
OG0006191	XP_036490210.1	XP_036580784.1
OG0006192	XP_036490213.1	XP_036580786.1
OG0006193	XP_036491103.1	XP_070061484.1
OG0006194	XP_036500494.1	XP_036581711.1
OG0006195	XP_036491040.1	XP_070061479.1
OG0006196	XP_036490519.1	XP_036580794.1
OG0006197	XP_036502571.1	XP_036576224.1
OG0006198	XP_036490455.1	XP_036580801.1
OG0006199	XP_036490456.1	XP_036580802.2
OG0006200	XP_036491031.1	XP_036580808.1
OG0006201	XP_036491085.1	XP_036580809.1
OG0006202	XP_036491117.1	XP_036580810.1
OG0006203	XP_036490502.1	XP_036580811.1
OG0006204	XP_036490476.1	XP_036580820.1
OG0006205	XP_036490475.1	XP_036580821.2
OG0006206	XP_036490590.1	XP_036580822.1
OG0006207	XP_036490477.1	XP_036580823.2
OG0006208	XP_036490983.1	XP_036580824.1
OG0006209	XP_036490984.1	XP_036580825.1
OG0006210	XP_036490988.1	XP_036580829.1
OG0006211	XP_036490989.1	XP_036580830.1
OG0006212	XP_036490990.1	XP_036580831.2
OG0006213	XP_036490991.1	XP_036580832.1
OG0006214	XP_036490442.1	XP_036580835.1
OG0006215	XP_036490441.1	XP_036580836.1
OG0006216	XP_036490646.1	XP_070061472.1
OG0006217	XP_036490407.1	XP_036580865.1
OG0006218	XP_036490998.1	XP_070061466.1
OG0006219	XP_036490993.1	XP_036580857.1
OG0006220	XP_036490409.1	XP_070061469.1
OG0006221	XP_036490212.1	XP_036580850.1
OG0006222	XP_036490345.1	XP_070061470.1
OG0006223	XP_036490208.1	XP_036580848.1
OG0006224	XP_036490207.1	XP_036580847.1
OG0006225	XP_036490344.1	XP_036580846.1
OG0006226	XP_036490343.1	XP_070061471.1
OG0006228	XP_036490204.1	XP_036580844.1
OG0006231	XP_036491073.1	XP_036580895.1
OG0006232	XP_036490446.1	XP_036580894.2
OG0006233	XP_036490445.1	XP_036580892.1
OG0006235	XP_036494263.1	XP_036576503.1
OG0006236	XP_036494264.1	XP_036576502.1
OG0006237	XP_036494261.1	XP_036576501.1
OG0006238	XP_036494262.1	XP_036576500.1
OG0006239	XP_036494946.1	XP_036576499.1
OG0006240	XP_036494543.1	XP_036576497.1
OG0006241	XP_036494008.1	XP_036576494.1
OG0006242	XP_036494956.1	XP_036576493.1
OG0006243	XP_036494955.1	XP_036576487.1
OG0006244	XP_036494951.1	XP_036576486.1
OG0006245	XP_036494954.1	XP_036576485.1
OG0006246	XP_036494949.1	XP_036576483.1
OG0006247	XP_036495139.1	XP_070060013.1
OG0006248	XP_036494568.1	XP_036576477.1
OG0006249	XP_036495239.1	XP_036576478.2
OG0006250	XP_036494962.1	XP_036577803.1
OG0006251	XP_036494695.1	XP_036576466.1
OG0006252	XP_036494527.1	XP_036576469.1
OG0006253	XP_036494338.1	XP_036577805.1
OG0006254	XP_036494339.1	XP_070060017.1
OG0006255	XP_036492834.1	XP_036582150.1
OG0006256	XP_036494693.1	XP_036577817.1
OG0006257	XP_036494689.1	XP_036577816.1
OG0006258	XP_036494690.1	XP_036577815.1
OG0006259	XP_036494687.1	XP_036577814.1
OG0006260	XP_036494682.1	XP_036577812.1
OG0006261	XP_036494163.1	XP_036577833.1
OG0006262	XP_036494166.1	XP_036577832.2
OG0006263	XP_036494183.1	XP_036577830.1
OG0006264	XP_036494784.1	XP_036577829.1
OG0006265	XP_036494785.1	XP_036577828.1
OG0006266	XP_036494714.1	XP_036577827.1
OG0006267	XP_036494788.1	XP_036581691.1, XP_036577826.1
OG0006268	XP_036494787.1	XP_036577822.1
OG0006269	XP_036494963.1	XP_036577820.1
OG0006270	XP_036494325.1	XP_036576517.1
OG0006271	XP_036494327.1	XP_036574207.1
OG0006272	XP_036494848.1	XP_070060656.1
OG0006273	XP_036494850.1	XP_036574203.1
OG0006274	XP_036494159.1	XP_036581167.1
OG0006275	XP_036494367.1	XP_036581165.1
OG0006276	XP_036494913.1	XP_070060655.1
OG0006277	XP_036494158.1	XP_036581169.1
OG0006278	XP_036494157.1	XP_036581171.2
OG0006279	XP_036494890.1	XP_036581172.1
OG0006280	XP_036494891.1	XP_036581173.1
OG0006281	XP_036494905.1	XP_036581174.1
OG0006282	XP_036495064.1	XP_036581175.1
OG0006283	XP_036494907.1	XP_036581176.1
OG0006284	XP_036495043.1	XP_036581179.1
OG0006285	XP_036494222.1	XP_036581184.1
OG0006286	XP_036494220.1	XP_070060650.1
OG0006288	XP_036492318.1	XP_036587373.1
OG0006289	XP_036494697.1	XP_036581190.1
OG0006290	XP_036495124.1	XP_070060648.1
OG0006291	XP_036494719.1	XP_036581194.2
OG0006292	XP_036494716.1	XP_036581195.1
OG0006293	XP_036494723.1	XP_036581198.1
OG0006294	XP_036494582.1	XP_036581207.1
OG0006295	XP_036495129.1	XP_036581208.1
OG0006296	XP_036494448.1	XP_036581209.1
OG0006297	XP_036494449.1	XP_036581210.1
OG0006298	XP_036494583.1	XP_070060644.1
OG0006299	XP_036494584.1	XP_036581212.1
OG0006300	XP_036494060.1	XP_036581213.1
OG0006301	XP_036494077.1	XP_070060643.1
OG0006302	XP_036494699.1	XP_036581218.1
OG0006303	XP_036494465.1	XP_036581203.1
OG0006304	XP_036495222.1	XP_036581224.1
OG0006305	XP_036488958.1	XP_036584048.1
OG0006306	XP_036493990.1	XP_036581232.1
OG0006307	XP_036493988.1	XP_036581234.2
OG0006308	XP_036494521.1	XP_070060637.1
OG0006309	XP_036495128.1	XP_036581247.1
OG0006310	XP_036494303.1	XP_070060633.1
OG0006311	XP_036494999.1	XP_070060629.1
OG0006312	XP_036494425.1	XP_036581261.1
OG0006313	XP_036494426.1	XP_036581260.1
OG0006314	XP_036494427.1	XP_036581259.1
OG0006315	XP_036494419.1	XP_036581258.1
OG0006316	XP_036494421.1	XP_070060630.1
OG0006317	XP_036495003.1	XP_036581255.1
OG0006318	XP_036494319.1	XP_036581268.1
OG0006319	XP_036494320.1	XP_036581267.2
OG0006320	XP_036493303.1	XP_036579501.1
OG0006321	XP_036494503.1	XP_036581284.1
OG0006322	XP_036494505.1	XP_036581283.1
OG0006323	XP_036494506.1	XP_036581282.1
OG0006324	XP_036494499.1	XP_036581281.1
OG0006325	XP_036494501.1	XP_036581279.2
OG0006326	XP_036495181.1	XP_070060624.1
OG0006327	XP_036495207.1	XP_036581276.2
OG0006328	XP_036494665.1	XP_036581287.1
OG0006329	XP_036494664.1	XP_036581288.2
OG0006330	XP_036499929.1	XP_036586962.2
OG0006331	XP_036499928.1	XP_036586961.1
OG0006332	XP_036500075.1	XP_036586960.1
OG0006333	XP_036500074.1	XP_036586959.2
OG0006334	XP_036500079.1	XP_036586958.1
OG0006335	XP_036500077.1	XP_036586955.1
OG0006336	XP_036500076.1	XP_036586954.1
OG0006337	XP_036500576.1	XP_036586953.1
OG0006338	XP_036500577.1	XP_036586952.2
OG0006339	XP_036500574.1	XP_036586951.1
OG0006340	XP_036500579.1	XP_070062150.1
OG0006341	XP_036500347.1	XP_036586946.1
OG0006342	XP_036500591.1	XP_036587050.1
OG0006343	XP_036500594.1	XP_036587051.1
OG0006344	XP_036500593.1	XP_036587052.1
OG0006345	XP_036500596.1	XP_070062162.1
OG0006346	XP_036500595.1	XP_070062163.1
OG0006347	XP_036500598.1	XP_070062164.1
OG0006348	XP_036500597.1	XP_036587056.1
OG0006349	XP_036500600.1	XP_036587057.1
OG0006350	XP_036500599.1	XP_036587058.1
OG0006351	XP_036499637.1	XP_070062166.1
OG0006352	XP_036499635.1	XP_036587062.1
OG0006353	XP_036499632.1	XP_070062167.1
OG0006354	XP_036499630.1	XP_036587064.1
OG0006355	XP_036499631.1	XP_036587065.1
OG0006356	XP_036499628.1	XP_036587066.1
OG0006357	XP_036499629.1	XP_036587067.1
OG0006358	XP_036500669.1	XP_036587069.1
OG0006359	XP_036500668.1	XP_036587070.2
OG0006360	XP_036500667.1	XP_036587071.1
OG0006361	XP_036500673.1	XP_070062168.1
OG0006362	XP_036500672.1	XP_036587073.1
OG0006363	XP_036500671.1	XP_036587074.1
OG0006364	XP_036500670.1	XP_036587075.1
OG0006365	XP_036500152.1	XP_036586944.1
OG0006366	XP_036500164.1	XP_036586942.1
OG0006367	XP_036500163.1	XP_036586941.1
OG0006368	XP_036499953.1	XP_036586928.1
OG0006369	XP_036499957.1	XP_036586929.1
OG0006370	XP_036499452.1	XP_036586930.1
OG0006371	XP_036499038.1	XP_036586931.1
OG0006372	XP_036499950.1	XP_070062146.1
OG0006373	XP_036499121.1	XP_036586923.1
OG0006374	XP_036499733.1	XP_036586922.1
OG0006375	XP_036499120.1	XP_036575660.1
OG0006376	XP_036499118.1	XP_036575656.1
OG0006377	XP_036499115.1	XP_036575652.1
OG0006378	XP_036492385.1	XP_036574334.1
OG0006379	XP_036499641.1	XP_036574512.1
OG0006380	XP_036499642.1	XP_036574511.1
OG0006381	XP_036500428.1	XP_036574510.1
OG0006382	XP_036499206.1	XP_036574513.1
OG0006383	XP_036500854.1	XP_036575627.1
OG0006384	XP_036499815.1	XP_036575625.1
OG0006385	XP_036499814.1	XP_036575624.1
OG0006386	XP_036499813.1	XP_036575621.1
OG0006387	XP_036499000.1	XP_036574520.2
OG0006388	XP_036498998.1	XP_036574521.2
OG0006389	XP_036500601.1	XP_036581146.2
OG0006390	XP_036499324.1	XP_070062111.1
OG0006391	XP_036499586.1	XP_036574517.2
OG0006392	XP_036499582.1	XP_036574516.1
OG0006393	XP_036500090.1	XP_036574379.1
OG0006394	XP_036500685.1	XP_070061929.1
OG0006395	XP_036499388.1	XP_070061930.1
OG0006396	XP_036499387.1	XP_036581131.1
OG0006397	XP_036500687.1	XP_036581132.1
OG0006398	XP_036500689.1	XP_036581134.1
OG0006399	XP_036500688.1	XP_036581135.1
OG0006400	XP_036499978.1	XP_036574376.1
OG0006401	XP_036500763.1	XP_036574374.1
OG0006402	XP_036500220.1	XP_070061948.1
OG0006403	XP_036500221.1	XP_070061949.1
OG0006404	XP_036493208.1	XP_070059985.1
OG0006405	XP_036500387.1	XP_036584083.1
OG0006406	XP_036500390.1	XP_036584082.1
OG0006407	XP_036500389.1	XP_036584081.1
OG0006408	XP_036500392.1	XP_036584080.1
OG0006409	XP_036500391.1	XP_036584079.1
OG0006410	XP_036500384.1	XP_036584077.2
OG0006411	XP_036500383.1	XP_070061951.1
OG0006412	XP_036499439.1	XP_036584090.1
OG0006413	XP_036499436.1	XP_036584091.1
OG0006414	XP_036499437.1	XP_036584092.2
OG0006415	XP_036499432.1	XP_036584096.1
OG0006416	XP_036499433.1	XP_036584097.1
OG0006417	XP_036499440.1	XP_036584098.1
OG0006418	XP_036499441.1	XP_036584099.1
OG0006419	XP_036500182.1	XP_036584100.1
OG0006420	XP_036500183.1	XP_036584101.1
OG0006421	XP_036500180.1	XP_036584102.1
OG0006422	XP_036496158.1	XP_070060381.1
OG0006423	XP_036500401.1	XP_036584105.1
OG0006424	XP_036499213.1	XP_036584104.1
OG0006425	XP_036500179.1	XP_036584103.1
OG0006426	XP_036495271.1	XP_036577340.1
OG0006427	XP_036490495.1	XP_036575258.1
OG0006428	XP_036490723.1	XP_036589094.1
OG0006429	XP_036494090.1	XP_036580475.1
OG0006430	XP_036494061.1	XP_036580474.1
OG0006431	XP_036494065.1	XP_036580472.1
OG0006432	XP_036499476.1	XP_070060460.1, XP_036579896.2
OG0006433	XP_036494212.1	XP_036580460.1
OG0006434	XP_036494479.1	XP_036580456.1
OG0006435	XP_036494480.1	XP_036580457.1
OG0006436	XP_036494481.1	XP_036580449.1
OG0006437	XP_036494483.1	XP_036580448.1
OG0006438	XP_036495166.1	XP_070060068.1
OG0006439	XP_036494374.1	XP_036580441.2
OG0006440	XP_036494375.1	XP_036580440.1
OG0006441	XP_036494372.1	XP_036580439.1
OG0006442	XP_036494373.1	XP_036580438.1
OG0006443	XP_036494841.1	XP_036580436.1
OG0006444	XP_036500150.1	XP_036587171.1
OG0006445	XP_036500144.1	XP_036587173.2
OG0006446	XP_036494164.1	XP_070061284.1
OG0006447	XP_036495200.1	XP_036580432.1
OG0006448	XP_036495205.1	XP_036580420.1
OG0006449	XP_036495204.1	XP_036580419.1
OG0006450	XP_036495203.1	XP_036580418.1
OG0006451	XP_036495202.1	XP_036580417.1
OG0006452	XP_036494461.1	XP_036580415.1
OG0006453	XP_036494462.1	XP_036580414.1
OG0006454	XP_036494713.1	XP_036580413.1
OG0006455	XP_036494486.1	XP_036580412.1
OG0006456	XP_036495143.1	XP_036580398.1
OG0006457	XP_036494580.1	XP_036580401.1
OG0006458	XP_036494102.1	XP_036580404.1
OG0006459	XP_036494725.1	XP_036580406.1
OG0006460	XP_036495140.1	XP_036580397.1
OG0006461	XP_036495144.1	XP_036580396.1
OG0006462	XP_036494758.1	XP_036580385.1
OG0006463	XP_036494760.1	XP_036580386.1
OG0006464	XP_036494406.1	XP_036580387.1
OG0006465	XP_036494754.1	XP_036580388.1
OG0006466	XP_036494757.1	XP_036580389.1
OG0006467	XP_036493931.1	XP_036580390.2
OG0006468	XP_036494753.1	XP_036580391.1
OG0006469	XP_036494428.1	XP_036580392.1
OG0006470	XP_036495096.1	XP_036580384.1
OG0006471	XP_036495092.1	XP_036580380.1
OG0006472	XP_036493933.1	XP_036580357.1
OG0006473	XP_036489228.1	XP_036579986.1
OG0006474	XP_036495090.1	XP_036580361.1
OG0006475	XP_036495088.1	XP_036580362.1
OG0006476	XP_036494307.1	XP_036580364.1
OG0006477	XP_036494308.1	XP_036580365.2
OG0006478	XP_036494309.1	XP_036580366.1
OG0006479	XP_036494310.1	XP_036580367.1
OG0006480	XP_036494834.1	XP_036580368.1
OG0006481	XP_036494305.1	XP_036580370.1
OG0006482	XP_036494306.1	XP_036580371.1
OG0006483	XP_036495045.1	XP_070060059.1
OG0006484	XP_036495044.1	XP_036580374.1
OG0006485	XP_036494858.1	XP_036580375.1
OG0006486	XP_036494206.1	XP_036580376.1
OG0006487	XP_036493934.1	XP_036580355.1
OG0006488	XP_036493936.1	XP_036580353.1
OG0006489	XP_036494129.1	XP_036580352.1
OG0006490	XP_036494944.1	XP_036580350.1
OG0006491	XP_036494943.1	XP_036580349.1
OG0006492	XP_036495087.1	XP_070060057.1
OG0006493	XP_036495086.1	XP_036580347.1
OG0006494	XP_036495085.1	XP_070060056.1
OG0006495	XP_036495083.1	XP_036580344.1
OG0006496	XP_036495082.1	XP_036580343.1
OG0006497	XP_036494302.1	XP_070060055.1
OG0006498	XP_036493911.1	XP_036580341.1
OG0006499	XP_036494275.1	XP_036580340.1
OG0006500	XP_036494279.1	XP_036580339.1
OG0006501	XP_036493906.1	XP_036580338.1
OG0006502	XP_036493908.1	XP_036580336.1
OG0006503	XP_036493909.1	XP_036580335.1
OG0006504	XP_036494756.1	XP_036580334.1
OG0006505	XP_036494032.1	XP_036580333.1
OG0006506	XP_036494908.1	XP_036580331.2
OG0006507	XP_036494904.1	XP_036580330.1
OG0006509	XP_036494002.1	XP_036580311.1
OG0006510	XP_036494645.1	XP_036580296.1
OG0006511	XP_036494644.1	XP_070060051.1
OG0006512	XP_036494643.1	XP_036580299.1
OG0006513	XP_036494641.1	XP_036580300.1
OG0006514	XP_036494640.1	XP_036580301.1
OG0006515	XP_036494052.1	XP_036580303.1
OG0006516	XP_036494135.1	XP_036580306.1
OG0006517	XP_036494564.1	XP_036580307.1
OG0006518	XP_036494143.1	XP_036580308.1
OG0006519	XP_036494207.1	XP_036580309.1, XP_036574750.2
OG0006520	XP_036494750.1	XP_036577928.1
OG0006521	XP_036494752.1	XP_036577927.1
OG0006522	XP_036494751.1	XP_036577926.1
OG0006523	XP_036494809.1	XP_036577922.1
OG0006524	XP_036494810.1	XP_036577923.1
OG0006526	XP_036495249.1	XP_036577919.1
OG0006527	XP_036495251.1	XP_036577906.1
OG0006528	XP_036495252.1	XP_036577905.1
OG0006529	XP_036494914.1	XP_036577901.1
OG0006530	XP_036494911.1	XP_070060033.1
OG0006531	XP_036500093.1	XP_036584108.2
OG0006532	XP_036500096.1	XP_036584107.2
OG0006533	XP_036500097.1	XP_036584106.1
OG0006534	XP_036500393.1	XP_036584115.1
OG0006535	XP_036499212.1	XP_036584114.1
OG0006536	XP_036499211.1	XP_036584113.1
OG0006537	XP_036499209.1	XP_036584112.1
OG0006538	XP_036500091.1	XP_036584110.1
OG0006539	XP_036499214.1	XP_036584118.1
OG0006540	XP_036499210.1	XP_036584116.1
OG0006541	XP_036500098.1	XP_036584120.1
OG0006542	XP_036500099.1	XP_036584121.1
OG0006543	XP_036500100.1	XP_036584122.2
OG0006544	XP_036499131.1	XP_036584124.1
OG0006545	XP_036499130.1	XP_036584125.1
OG0006546	XP_036499129.1	XP_070061961.1
OG0006547	XP_036500045.1	XP_036584127.1
OG0006548	XP_036500047.1	XP_036584129.2
OG0006549	XP_036500050.1	XP_070061962.1
OG0006550	XP_036500049.1	XP_036584131.1
OG0006551	XP_036499136.1	XP_070061963.1
OG0006552	XP_036499137.1	XP_036584134.1
OG0006553	XP_036499132.1	XP_036584135.1
OG0006554	XP_036499133.1	XP_036584136.1
OG0006555	XP_036499134.1	XP_036584137.1
OG0006556	XP_036499128.1	XP_036584140.1
OG0006558	XP_036499077.1	XP_070061966.1
OG0006559	XP_036499080.1	XP_070061967.1
OG0006560	XP_036499079.1	XP_036584149.1
OG0006561	XP_036499082.1	XP_036584150.1
OG0006562	XP_036499081.1	XP_036584151.1
OG0006563	XP_036499073.1	XP_036584153.1
OG0006564	XP_036499987.1	XP_036584154.1
OG0006565	XP_036499988.1	XP_036584155.1
OG0006566	XP_036499983.1	XP_036584157.2
OG0006567	XP_036499984.1	XP_036584158.1
OG0006568	XP_036499986.1	XP_070061968.1
OG0006569	XP_036499982.1	XP_036584161.1
OG0006570	XP_036499345.1	XP_036584162.2
OG0006571	XP_036499024.1	XP_036584163.1
OG0006572	XP_036499023.1	XP_036584164.1
OG0006573	XP_036499022.1	XP_036584165.1
OG0006574	XP_036499021.1	XP_036584167.1
OG0006575	XP_036499020.1	XP_036584168.1
OG0006576	XP_036499019.1	XP_036584169.1
OG0006577	XP_036499018.1	XP_036584170.2
OG0006578	XP_036499017.1	XP_070061969.1
OG0006579	XP_036499016.1	XP_036584172.1
OG0006580	XP_036500524.1	XP_036584176.1
OG0006581	XP_036500525.1	XP_036584177.1
OG0006582	XP_036500522.1	XP_036584178.1
OG0006583	XP_036500523.1	XP_036584179.1
OG0006584	XP_036500529.1	XP_036584181.1
OG0006585	XP_036500526.1	XP_070061970.1
OG0006586	XP_036500530.1	XP_036584184.1
OG0006587	XP_036499493.1	XP_036584187.1
OG0006588	XP_036499496.1	XP_070061971.1
OG0006589	XP_036499495.1	XP_070061972.1
OG0006590	XP_036499490.1	XP_036584190.1
OG0006591	XP_036499489.1	XP_036584191.1
OG0006592	XP_036499492.1	XP_036584192.1
OG0006593	XP_036499498.1	XP_036584194.1
OG0006594	XP_036499497.1	XP_036584195.1
OG0006595	XP_036499765.1	XP_036584200.1
OG0006596	XP_036499758.1	XP_036584199.1
OG0006597	XP_036499760.1	XP_070061973.1
OG0006598	XP_036499761.1	XP_036584196.2
OG0006599	XP_036500788.1	XP_036584210.1
OG0006600	XP_036500787.1	XP_036584209.1
OG0006601	XP_036500786.1	XP_036584208.1
OG0006602	XP_036500785.1	XP_036584207.1
OG0006603	XP_036500783.1	XP_070061975.1
OG0006604	XP_036499766.1	XP_036584204.1
OG0006605	XP_036499767.1	XP_036584203.1
OG0006606	XP_036499763.1	XP_036584202.1
OG0006607	XP_036499764.1	XP_036584201.1
OG0006608	XP_036500261.1	XP_036584220.1
OG0006609	XP_036500262.1	XP_070061977.1
OG0006610	XP_036500267.1	XP_036584217.1
OG0006611	XP_036500268.1	XP_036584216.1
OG0006612	XP_036500265.1	XP_036584215.2
OG0006613	XP_036500266.1	XP_036584214.1
OG0006614	XP_036500791.1	XP_036584212.1
OG0006615	XP_036500790.1	XP_070061976.1
OG0006617	XP_036500263.1	XP_036584228.1
OG0006618	XP_036499824.1	XP_036584229.1
OG0006619	XP_036500861.1	XP_036584233.2
OG0006620	XP_036500863.1	XP_036584235.1
OG0006621	XP_036500471.1	XP_036584237.1
OG0006622	XP_036500862.1	XP_036584238.1
OG0006623	XP_036500460.1	XP_036584239.2
OG0006624	XP_036500856.1	XP_036584241.2
OG0006625	XP_036500857.1	XP_036584242.2
OG0006626	XP_036499627.1	XP_036584243.1
OG0006627	XP_036499626.1	XP_036584244.1
OG0006628	XP_036499624.1	XP_036584245.1
OG0006629	XP_036499623.1	XP_036584246.1
OG0006630	XP_036499622.1	XP_036584247.1
OG0006631	XP_036499621.1	XP_036584248.1
OG0006632	XP_036500166.1	XP_036584271.1
OG0006633	XP_036499502.1	XP_036584270.1
OG0006634	XP_036499503.1	XP_036584269.1
OG0006635	XP_036499504.1	XP_036584268.1
OG0006636	XP_036500170.1	XP_036584267.2
OG0006637	XP_036499505.1	XP_036584266.1
OG0006638	XP_036499506.1	XP_036584265.1
OG0006639	XP_036499500.1	XP_036584263.1
OG0006640	XP_036500445.1	XP_036584262.1
OG0006641	XP_036500444.1	XP_036584261.1
OG0006642	XP_036500654.1	XP_070061986.1
OG0006643	XP_036500659.1	XP_036584259.1
OG0006644	XP_036500658.1	XP_070061985.1
OG0006645	XP_036500657.1	XP_070061984.1
OG0006646	XP_036500656.1	XP_036584256.1
OG0006647	XP_036500663.1	XP_036584255.1
OG0006648	XP_036500661.1	XP_070061982.1
OG0006649	XP_036500660.1	XP_036584252.1
OG0006650	XP_036499618.1	XP_036584251.2
OG0006651	XP_036499619.1	XP_036584250.1
OG0006652	XP_036499620.1	XP_036584249.1
OG0006653	XP_036499501.1	XP_036584273.1
OG0006654	XP_036500365.1	XP_036584275.1
OG0006655	XP_036499587.1	XP_036584276.1
OG0006656	XP_036499589.1	XP_036584277.1
OG0006657	XP_036500363.1	XP_036584279.1
OG0006658	XP_036499419.1	XP_036584294.1
OG0006659	XP_036499416.1	XP_036584293.1
OG0006660	XP_036499417.1	XP_036584291.1
OG0006661	XP_036499414.1	XP_036584288.2
OG0006662	XP_036499573.1	XP_036584283.1
OG0006663	XP_036499399.1	XP_036584282.1
OG0006664	XP_036500361.1	XP_036584280.1
OG0006665	XP_036499418.1	XP_036584295.1
OG0006666	XP_036492582.1	XP_036587494.1
OG0006667	XP_036491809.1	XP_036587496.1
OG0006668	XP_036492576.1	XP_036587499.1
OG0006669	XP_036492578.1	XP_036587501.1
OG0006670	XP_036492424.1	XP_036587504.1
OG0006671	XP_036491766.1	XP_036587505.1
OG0006672	XP_036491765.1	XP_036587506.1
OG0006673	XP_036491763.1	XP_070060992.1
OG0006674	XP_036491762.1	XP_070060993.1
OG0006675	XP_036491761.1	XP_036587510.1
OG0006676	XP_036491760.1	XP_036587511.1
OG0006677	XP_036492473.1	XP_036587512.1
OG0006678	XP_036491759.1	XP_036587513.1
OG0006679	XP_036491758.1	XP_036587514.1
OG0006680	XP_036492476.1	XP_036587515.1
OG0006681	XP_036491733.1	XP_036587516.1
OG0006682	XP_036492474.1	XP_070060994.1
OG0006683	XP_036492475.1	XP_036587518.1
OG0006684	XP_036492058.1	XP_070060995.1
OG0006685	XP_036491563.1	XP_070060996.1
OG0006686	XP_036491714.1	XP_070060997.1
OG0006687	XP_036491562.1	XP_036587522.1
OG0006688	XP_036492130.1	XP_036587523.1
OG0006689	XP_036491767.1	XP_036587524.1
OG0006690	XP_036492418.1	XP_036587525.2
OG0006691	XP_036492416.1	XP_070060998.1
OG0006692	XP_036492421.1	XP_036587527.1
OG0006693	XP_036492420.1	XP_036587528.1
OG0006694	XP_036491587.1	XP_036587530.1
OG0006695	XP_036491543.1	XP_036587531.1
OG0006696	XP_036491804.1	XP_036587532.1
OG0006697	XP_036491648.1	XP_036587534.1
OG0006698	XP_036491919.1	XP_036587535.1
OG0006699	XP_036491923.1	XP_070061000.1
OG0006700	XP_036491652.1	XP_036587537.1
OG0006701	XP_036491929.1	XP_070061001.1
OG0006702	XP_036491930.1	XP_036587539.1
OG0006703	XP_036491654.1	XP_036587540.1
OG0006704	XP_036491655.1	XP_036587541.1
OG0006705	XP_036492508.1	XP_036587542.1
OG0006706	XP_036492509.1	XP_036587543.1
OG0006707	XP_036492323.1	XP_036587544.1
OG0006708	XP_036492322.1	XP_036587545.1
OG0006709	XP_036492321.1	XP_070061002.1
OG0006710	XP_036491785.1	XP_036587547.2
OG0006711	XP_036491784.1	XP_070061007.1
OG0006712	XP_036491783.1	XP_036587560.1
