Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000314	N0	n0	1.0	Non-Terminal	Colletotrichum_acutatum_XP_060357574.1, Colletotrichum_abscissum_XP_060402609.1, Colletotrichum_godetiae_XP_060430443.1, Colletotrichum_siamense_XP_036492152.1, Colletotrichum_fructicola_XP_066007887.1, Colletotrichum_gloeosporioides_XP_045269765.1, Colletotrichum_karsti_XP_038746299.1, Colletotrichum_truncatum_XP_036581424.1	Colletotrichum_acutatum_XP_060365296.1, Colletotrichum_abscissum_XP_060401701.1, Colletotrichum_godetiae_XP_060429703.1, Colletotrichum_karsti_XP_038745433.1, Colletotrichum_truncatum_XP_036586147.1, Colletotrichum_gloeosporioides_XP_045260863.1, Colletotrichum_siamense_XP_036488094.1, Colletotrichum_fructicola_XP_031883369.1
OG0000315	N0	n0	1.0	Non-Terminal	Colletotrichum_gloeosporioides_XP_045260303.1, Colletotrichum_siamense_XP_036499353.1, Colletotrichum_fructicola_XP_031886157.1, Colletotrichum_karsti_XP_038744023.1, Colletotrichum_truncatum_XP_036581065.2, Colletotrichum_abscissum_XP_060405158.1, Colletotrichum_acutatum_XP_060367842.1, Colletotrichum_godetiae_XP_060423679.1	Colletotrichum_acutatum_XP_060358227.1, Colletotrichum_abscissum_XP_060402231.1, Colletotrichum_godetiae_XP_060430300.1, Colletotrichum_truncatum_XP_070059881.1, Colletotrichum_karsti_XP_038747429.1, Colletotrichum_fructicola_XP_031891611.1, Colletotrichum_siamense_XP_036501520.1, Colletotrichum_gloeosporioides_XP_045263792.1
OG0000316	N0	n0	1.0	Non-Terminal	Colletotrichum_acutatum_XP_060360279.1, Colletotrichum_godetiae_XP_060426187.1, Colletotrichum_karsti_XP_038740133.1, Colletotrichum_abscissum_XP_060403118.1, Colletotrichum_truncatum_XP_036583130.1, Colletotrichum_siamense_XP_036492862.1, Colletotrichum_fructicola_XP_031875721.2, Colletotrichum_gloeosporioides_XP_045257310.1	Colletotrichum_siamense_XP_036488444.1, Colletotrichum_gloeosporioides_XP_045261154.1, Colletotrichum_fructicola_XP_031876062.1, Colletotrichum_karsti_XP_038749935.1, Colletotrichum_truncatum_XP_036586414.1, Colletotrichum_acutatum_XP_060364444.1, Colletotrichum_godetiae_XP_060429475.1, Colletotrichum_abscissum_XP_060403549.1
OG0000317	N4	n3	0.75	Non-Terminal	Colletotrichum_siamense_XP_036491186.1, Colletotrichum_gloeosporioides_XP_045266514.1, Colletotrichum_fructicola_XP_031876109.1, Colletotrichum_karsti_XP_038742763.1, Colletotrichum_karsti_XP_038745589.1, Colletotrichum_siamense_XP_036502097.1, Colletotrichum_siamense_XP_036496757.1, Colletotrichum_fructicola_XP_031877392.2, Colletotrichum_gloeosporioides_XP_045267604.1	Colletotrichum_siamense_XP_036493656.1, Colletotrichum_fructicola_XP_031892441.1, Colletotrichum_gloeosporioides_XP_045265525.1, Colletotrichum_gloeosporioides_XP_045271402.1
OG0000317	N4	n4	1.0	Non-Terminal	Colletotrichum_siamense_XP_036491186.1, Colletotrichum_gloeosporioides_XP_045266514.1, Colletotrichum_fructicola_XP_031876109.1, Colletotrichum_karsti_XP_038742763.1	Colletotrichum_karsti_XP_038745589.1, Colletotrichum_siamense_XP_036502097.1, Colletotrichum_siamense_XP_036496757.1, Colletotrichum_fructicola_XP_031877392.2, Colletotrichum_gloeosporioides_XP_045267604.1
OG0000317	Colletotrichum_siamense	n10	1.0	Terminal	Colletotrichum_siamense_XP_036502097.1	Colletotrichum_siamense_XP_036496757.1
OG0000317	Colletotrichum_gloeosporioides	n14	1.0	Terminal	Colletotrichum_gloeosporioides_XP_045265525.1	Colletotrichum_gloeosporioides_XP_045271402.1
OG0000318	N0	n0	1.0	Non-Terminal	Colletotrichum_fructicola_XP_031885017.1, Colletotrichum_gloeosporioides_XP_045259489.1, Colletotrichum_siamense_XP_036495854.1, Colletotrichum_truncatum_XP_036586762.1, Colletotrichum_karsti_XP_038742147.1, Colletotrichum_abscissum_XP_060406555.1, Colletotrichum_godetiae_XP_060430777.1, Colletotrichum_acutatum_XP_060369793.1	Colletotrichum_acutatum_XP_060364467.1, Colletotrichum_abscissum_XP_060403527.1, Colletotrichum_godetiae_XP_060429453.1, Colletotrichum_truncatum_XP_036586466.1, Colletotrichum_siamense_XP_036488388.1, Colletotrichum_fructicola_XP_031880945.1, Colletotrichum_gloeosporioides_XP_045266016.1, Colletotrichum_karsti_XP_038749968.1
OG0000319	N0	n0	1.0	Non-Terminal	Colletotrichum_gloeosporioides_XP_045260364.1, Colletotrichum_siamense_XP_036495986.1, Colletotrichum_fructicola_XP_031886811.1, Colletotrichum_truncatum_XP_036584711.1, Colletotrichum_acutatum_XP_060359427.1, Colletotrichum_godetiae_XP_060434925.1, Colletotrichum_abscissum_XP_060405923.1, Colletotrichum_karsti_XP_038743482.1	Colletotrichum_abscissum_XP_060404837.1, Colletotrichum_siamense_XP_036489585.1, Colletotrichum_godetiae_XP_060436399.1, Colletotrichum_acutatum_XP_060361703.1, Colletotrichum_gloeosporioides_XP_045268110.1, Colletotrichum_fructicola_XP_066009196.1, Colletotrichum_truncatum_XP_070062295.1, Colletotrichum_karsti_XP_038750327.1
OG0000320	Colletotrichum_truncatum	n1	1.0	Terminal	Colletotrichum_truncatum_XP_036576294.2	Colletotrichum_truncatum_XP_070062056.1, Colletotrichum_truncatum_XP_036579494.1, Colletotrichum_truncatum_XP_036576071.1, Colletotrichum_truncatum_XP_036588803.1, Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1, Colletotrichum_truncatum_XP_070061157.1, Colletotrichum_truncatum_XP_036581843.1, Colletotrichum_truncatum_XP_036576614.1, Colletotrichum_truncatum_XP_036576189.1, Colletotrichum_truncatum_XP_036575507.1, Colletotrichum_truncatum_XP_070060641.1, Colletotrichum_truncatum_XP_036584373.1
OG0000320	Colletotrichum_truncatum	n2	1.0	Terminal	Colletotrichum_truncatum_XP_070062056.1	Colletotrichum_truncatum_XP_036579494.1, Colletotrichum_truncatum_XP_036576071.1, Colletotrichum_truncatum_XP_036588803.1, Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1, Colletotrichum_truncatum_XP_070061157.1, Colletotrichum_truncatum_XP_036581843.1, Colletotrichum_truncatum_XP_036576614.1, Colletotrichum_truncatum_XP_036576189.1, Colletotrichum_truncatum_XP_036575507.1, Colletotrichum_truncatum_XP_070060641.1, Colletotrichum_truncatum_XP_036584373.1
OG0000320	Colletotrichum_truncatum	n3	1.0	Terminal	Colletotrichum_truncatum_XP_036579494.1, Colletotrichum_truncatum_XP_036576071.1, Colletotrichum_truncatum_XP_036588803.1, Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1, Colletotrichum_truncatum_XP_070061157.1, Colletotrichum_truncatum_XP_036581843.1, Colletotrichum_truncatum_XP_036576614.1, Colletotrichum_truncatum_XP_036576189.1, Colletotrichum_truncatum_XP_036575507.1, Colletotrichum_truncatum_XP_070060641.1	Colletotrichum_truncatum_XP_036584373.1
OG0000320	Colletotrichum_truncatum	n4	1.0	Terminal	Colletotrichum_truncatum_XP_036579494.1, Colletotrichum_truncatum_XP_036576071.1, Colletotrichum_truncatum_XP_036588803.1, Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1, Colletotrichum_truncatum_XP_070061157.1, Colletotrichum_truncatum_XP_036581843.1, Colletotrichum_truncatum_XP_036576614.1, Colletotrichum_truncatum_XP_036576189.1, Colletotrichum_truncatum_XP_036575507.1	Colletotrichum_truncatum_XP_070060641.1
OG0000320	Colletotrichum_truncatum	n5	1.0	Terminal	Colletotrichum_truncatum_XP_036579494.1, Colletotrichum_truncatum_XP_036576071.1, Colletotrichum_truncatum_XP_036588803.1, Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1, Colletotrichum_truncatum_XP_070061157.1, Colletotrichum_truncatum_XP_036581843.1, Colletotrichum_truncatum_XP_036576614.1, Colletotrichum_truncatum_XP_036576189.1	Colletotrichum_truncatum_XP_036575507.1
OG0000320	Colletotrichum_truncatum	n6	1.0	Terminal	Colletotrichum_truncatum_XP_036579494.1, Colletotrichum_truncatum_XP_036576071.1, Colletotrichum_truncatum_XP_036588803.1, Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1, Colletotrichum_truncatum_XP_070061157.1, Colletotrichum_truncatum_XP_036581843.1, Colletotrichum_truncatum_XP_036576614.1	Colletotrichum_truncatum_XP_036576189.1
OG0000320	Colletotrichum_truncatum	n7	1.0	Terminal	Colletotrichum_truncatum_XP_036579494.1	Colletotrichum_truncatum_XP_036576071.1, Colletotrichum_truncatum_XP_036588803.1, Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1, Colletotrichum_truncatum_XP_070061157.1, Colletotrichum_truncatum_XP_036581843.1, Colletotrichum_truncatum_XP_036576614.1
OG0000320	Colletotrichum_truncatum	n8	1.0	Terminal	Colletotrichum_truncatum_XP_036576071.1, Colletotrichum_truncatum_XP_036588803.1, Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1, Colletotrichum_truncatum_XP_070061157.1, Colletotrichum_truncatum_XP_036581843.1	Colletotrichum_truncatum_XP_036576614.1
OG0000320	Colletotrichum_truncatum	n9	1.0	Terminal	Colletotrichum_truncatum_XP_036576071.1, Colletotrichum_truncatum_XP_036588803.1	Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1, Colletotrichum_truncatum_XP_070061157.1, Colletotrichum_truncatum_XP_036581843.1
OG0000320	Colletotrichum_truncatum	n10	1.0	Terminal	Colletotrichum_truncatum_XP_036576071.1	Colletotrichum_truncatum_XP_036588803.1
OG0000320	Colletotrichum_truncatum	n11	1.0	Terminal	Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1, Colletotrichum_truncatum_XP_070061157.1	Colletotrichum_truncatum_XP_036581843.1
OG0000320	Colletotrichum_truncatum	n12	1.0	Terminal	Colletotrichum_truncatum_XP_070062054.1, Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1	Colletotrichum_truncatum_XP_070061157.1
OG0000320	Colletotrichum_truncatum	n13	1.0	Terminal	Colletotrichum_truncatum_XP_070062054.1	Colletotrichum_truncatum_XP_070059722.1, Colletotrichum_truncatum_XP_070060087.1
OG0000320	Colletotrichum_truncatum	n14	1.0	Terminal	Colletotrichum_truncatum_XP_070059722.1	Colletotrichum_truncatum_XP_070060087.1
OG0000321	Colletotrichum_truncatum	n1	1.0	Terminal	Colletotrichum_truncatum_XP_036574311.1	Colletotrichum_truncatum_XP_036575508.1, Colletotrichum_truncatum_XP_036576070.1, Colletotrichum_truncatum_XP_070059723.1, Colletotrichum_truncatum_XP_036576615.1, Colletotrichum_truncatum_XP_036574259.1, Colletotrichum_truncatum_XP_036579495.1, Colletotrichum_truncatum_XP_036581228.1, Colletotrichum_truncatum_XP_036584372.1, Colletotrichum_truncatum_XP_036576188.1, Colletotrichum_truncatum_XP_036575729.1, Colletotrichum_truncatum_XP_036576296.2, Colletotrichum_truncatum_XP_070062053.1, Colletotrichum_truncatum_XP_036581844.1, Colletotrichum_truncatum_XP_036588802.1
OG0000321	Colletotrichum_truncatum	n2	1.0	Terminal	Colletotrichum_truncatum_XP_036575508.1	Colletotrichum_truncatum_XP_036576070.1, Colletotrichum_truncatum_XP_070059723.1, Colletotrichum_truncatum_XP_036576615.1, Colletotrichum_truncatum_XP_036574259.1, Colletotrichum_truncatum_XP_036579495.1, Colletotrichum_truncatum_XP_036581228.1, Colletotrichum_truncatum_XP_036584372.1, Colletotrichum_truncatum_XP_036576188.1, Colletotrichum_truncatum_XP_036575729.1, Colletotrichum_truncatum_XP_036576296.2, Colletotrichum_truncatum_XP_070062053.1, Colletotrichum_truncatum_XP_036581844.1, Colletotrichum_truncatum_XP_036588802.1
OG0000321	Colletotrichum_truncatum	n3	1.0	Terminal	Colletotrichum_truncatum_XP_036576070.1	Colletotrichum_truncatum_XP_070059723.1, Colletotrichum_truncatum_XP_036576615.1, Colletotrichum_truncatum_XP_036574259.1, Colletotrichum_truncatum_XP_036579495.1, Colletotrichum_truncatum_XP_036581228.1, Colletotrichum_truncatum_XP_036584372.1, Colletotrichum_truncatum_XP_036576188.1, Colletotrichum_truncatum_XP_036575729.1, Colletotrichum_truncatum_XP_036576296.2, Colletotrichum_truncatum_XP_070062053.1, Colletotrichum_truncatum_XP_036581844.1, Colletotrichum_truncatum_XP_036588802.1
OG0000321	Colletotrichum_truncatum	n4	1.0	Terminal	Colletotrichum_truncatum_XP_070059723.1	Colletotrichum_truncatum_XP_036576615.1, Colletotrichum_truncatum_XP_036574259.1, Colletotrichum_truncatum_XP_036579495.1, Colletotrichum_truncatum_XP_036581228.1, Colletotrichum_truncatum_XP_036584372.1, Colletotrichum_truncatum_XP_036576188.1, Colletotrichum_truncatum_XP_036575729.1, Colletotrichum_truncatum_XP_036576296.2, Colletotrichum_truncatum_XP_070062053.1, Colletotrichum_truncatum_XP_036581844.1, Colletotrichum_truncatum_XP_036588802.1
OG0000321	Colletotrichum_truncatum	n5	1.0	Terminal	Colletotrichum_truncatum_XP_036576615.1	Colletotrichum_truncatum_XP_036574259.1, Colletotrichum_truncatum_XP_036579495.1, Colletotrichum_truncatum_XP_036581228.1, Colletotrichum_truncatum_XP_036584372.1, Colletotrichum_truncatum_XP_036576188.1, Colletotrichum_truncatum_XP_036575729.1, Colletotrichum_truncatum_XP_036576296.2, Colletotrichum_truncatum_XP_070062053.1, Colletotrichum_truncatum_XP_036581844.1, Colletotrichum_truncatum_XP_036588802.1
OG0000321	Colletotrichum_truncatum	n6	1.0	Terminal	Colletotrichum_truncatum_XP_036574259.1	Colletotrichum_truncatum_XP_036579495.1, Colletotrichum_truncatum_XP_036581228.1, Colletotrichum_truncatum_XP_036584372.1, Colletotrichum_truncatum_XP_036576188.1, Colletotrichum_truncatum_XP_036575729.1, Colletotrichum_truncatum_XP_036576296.2, Colletotrichum_truncatum_XP_070062053.1, Colletotrichum_truncatum_XP_036581844.1, Colletotrichum_truncatum_XP_036588802.1
OG0000321	Colletotrichum_truncatum	n7	1.0	Terminal	Colletotrichum_truncatum_XP_036579495.1	Colletotrichum_truncatum_XP_036581228.1, Colletotrichum_truncatum_XP_036584372.1, Colletotrichum_truncatum_XP_036576188.1, Colletotrichum_truncatum_XP_036575729.1, Colletotrichum_truncatum_XP_036576296.2, Colletotrichum_truncatum_XP_070062053.1, Colletotrichum_truncatum_XP_036581844.1, Colletotrichum_truncatum_XP_036588802.1
OG0000321	Colletotrichum_truncatum	n8	1.0	Terminal	Colletotrichum_truncatum_XP_036581228.1, Colletotrichum_truncatum_XP_036584372.1	Colletotrichum_truncatum_XP_036576188.1, Colletotrichum_truncatum_XP_036575729.1, Colletotrichum_truncatum_XP_036576296.2, Colletotrichum_truncatum_XP_070062053.1, Colletotrichum_truncatum_XP_036581844.1, Colletotrichum_truncatum_XP_036588802.1
OG0000321	Colletotrichum_truncatum	n9	1.0	Terminal	Colletotrichum_truncatum_XP_036581228.1	Colletotrichum_truncatum_XP_036584372.1
OG0000321	Colletotrichum_truncatum	n10	1.0	Terminal	Colletotrichum_truncatum_XP_036576188.1, Colletotrichum_truncatum_XP_036575729.1, Colletotrichum_truncatum_XP_036576296.2, Colletotrichum_truncatum_XP_070062053.1	Colletotrichum_truncatum_XP_036581844.1, Colletotrichum_truncatum_XP_036588802.1
OG0000321	Colletotrichum_truncatum	n11	1.0	Terminal	Colletotrichum_truncatum_XP_036576188.1, Colletotrichum_truncatum_XP_036575729.1	Colletotrichum_truncatum_XP_036576296.2, Colletotrichum_truncatum_XP_070062053.1
OG0000321	Colletotrichum_truncatum	n12	1.0	Terminal	Colletotrichum_truncatum_XP_036576188.1	Colletotrichum_truncatum_XP_036575729.1
OG0000321	Colletotrichum_truncatum	n13	1.0	Terminal	Colletotrichum_truncatum_XP_036576296.2	Colletotrichum_truncatum_XP_070062053.1
OG0000321	Colletotrichum_truncatum	n14	1.0	Terminal	Colletotrichum_truncatum_XP_036581844.1	Colletotrichum_truncatum_XP_036588802.1
OG0000322	N2	n2	0.8	Non-Terminal	Colletotrichum_truncatum_XP_036576496.1, Colletotrichum_truncatum_XP_036576495.1, Colletotrichum_siamense_XP_036498269.1, Colletotrichum_karsti_XP_038748725.1, Colletotrichum_siamense_XP_036494510.1, Colletotrichum_fructicola_XP_031879091.1, Colletotrichum_gloeosporioides_XP_045257985.1, Colletotrichum_fructicola_XP_031888504.1, Colletotrichum_siamense_XP_036501740.1, Colletotrichum_gloeosporioides_XP_045262699.1	Colletotrichum_siamense_XP_036500690.1, Colletotrichum_fructicola_XP_066008521.1, Colletotrichum_gloeosporioides_XP_045269156.1, Colletotrichum_karsti_XP_038745224.1
OG0000322	N2	n3	0.2	Non-Terminal	Colletotrichum_truncatum_XP_036576496.1, Colletotrichum_truncatum_XP_036576495.1, Colletotrichum_siamense_XP_036498269.1	Colletotrichum_karsti_XP_038748725.1, Colletotrichum_siamense_XP_036494510.1, Colletotrichum_fructicola_XP_031879091.1, Colletotrichum_gloeosporioides_XP_045257985.1, Colletotrichum_fructicola_XP_031888504.1, Colletotrichum_siamense_XP_036501740.1, Colletotrichum_gloeosporioides_XP_045262699.1
OG0000322	Colletotrichum_truncatum	n5	1.0	Terminal	Colletotrichum_truncatum_XP_036576496.1	Colletotrichum_truncatum_XP_036576495.1
OG0000322	N5	n7	1.0	Non-Terminal	Colletotrichum_siamense_XP_036494510.1, Colletotrichum_fructicola_XP_031879091.1, Colletotrichum_gloeosporioides_XP_045257985.1	Colletotrichum_fructicola_XP_031888504.1, Colletotrichum_siamense_XP_036501740.1, Colletotrichum_gloeosporioides_XP_045262699.1
OG0000323	Colletotrichum_truncatum	n0	1.0	Terminal	Colletotrichum_truncatum_XP_070059903.1	Colletotrichum_truncatum_XP_036575837.1, Colletotrichum_truncatum_XP_036585131.2, Colletotrichum_truncatum_XP_036586215.1, Colletotrichum_truncatum_XP_036575906.1, Colletotrichum_truncatum_XP_070062453.1, Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1, Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1, Colletotrichum_truncatum_XP_070062360.1, Colletotrichum_truncatum_XP_036574182.2, Colletotrichum_truncatum_XP_070062696.1, Colletotrichum_truncatum_XP_036587340.2, Colletotrichum_truncatum_XP_036575426.2, Colletotrichum_truncatum_XP_036574462.1
OG0000323	Colletotrichum_truncatum	n1	1.0	Terminal	Colletotrichum_truncatum_XP_036575837.1	Colletotrichum_truncatum_XP_036585131.2, Colletotrichum_truncatum_XP_036586215.1, Colletotrichum_truncatum_XP_036575906.1, Colletotrichum_truncatum_XP_070062453.1, Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1, Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1, Colletotrichum_truncatum_XP_070062360.1, Colletotrichum_truncatum_XP_036574182.2, Colletotrichum_truncatum_XP_070062696.1, Colletotrichum_truncatum_XP_036587340.2, Colletotrichum_truncatum_XP_036575426.2, Colletotrichum_truncatum_XP_036574462.1
OG0000323	Colletotrichum_truncatum	n2	1.0	Terminal	Colletotrichum_truncatum_XP_036585131.2	Colletotrichum_truncatum_XP_036586215.1, Colletotrichum_truncatum_XP_036575906.1, Colletotrichum_truncatum_XP_070062453.1, Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1, Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1, Colletotrichum_truncatum_XP_070062360.1, Colletotrichum_truncatum_XP_036574182.2, Colletotrichum_truncatum_XP_070062696.1, Colletotrichum_truncatum_XP_036587340.2, Colletotrichum_truncatum_XP_036575426.2, Colletotrichum_truncatum_XP_036574462.1
OG0000323	Colletotrichum_truncatum	n3	1.0	Terminal	Colletotrichum_truncatum_XP_036586215.1, Colletotrichum_truncatum_XP_036575906.1	Colletotrichum_truncatum_XP_070062453.1, Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1, Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1, Colletotrichum_truncatum_XP_070062360.1, Colletotrichum_truncatum_XP_036574182.2, Colletotrichum_truncatum_XP_070062696.1, Colletotrichum_truncatum_XP_036587340.2, Colletotrichum_truncatum_XP_036575426.2, Colletotrichum_truncatum_XP_036574462.1
OG0000323	Colletotrichum_truncatum	n4	1.0	Terminal	Colletotrichum_truncatum_XP_036586215.1	Colletotrichum_truncatum_XP_036575906.1
OG0000323	Colletotrichum_truncatum	n5	1.0	Terminal	Colletotrichum_truncatum_XP_070062453.1, Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1, Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1, Colletotrichum_truncatum_XP_070062360.1, Colletotrichum_truncatum_XP_036574182.2, Colletotrichum_truncatum_XP_070062696.1, Colletotrichum_truncatum_XP_036587340.2, Colletotrichum_truncatum_XP_036575426.2	Colletotrichum_truncatum_XP_036574462.1
OG0000323	Colletotrichum_truncatum	n6	1.0	Terminal	Colletotrichum_truncatum_XP_070062453.1, Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1, Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1, Colletotrichum_truncatum_XP_070062360.1, Colletotrichum_truncatum_XP_036574182.2, Colletotrichum_truncatum_XP_070062696.1, Colletotrichum_truncatum_XP_036587340.2	Colletotrichum_truncatum_XP_036575426.2
OG0000323	Colletotrichum_truncatum	n7	1.0	Terminal	Colletotrichum_truncatum_XP_070062453.1, Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1, Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1, Colletotrichum_truncatum_XP_070062360.1, Colletotrichum_truncatum_XP_036574182.2, Colletotrichum_truncatum_XP_070062696.1	Colletotrichum_truncatum_XP_036587340.2
OG0000323	Colletotrichum_truncatum	n8	1.0	Terminal	Colletotrichum_truncatum_XP_070062453.1, Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1, Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1, Colletotrichum_truncatum_XP_070062360.1, Colletotrichum_truncatum_XP_036574182.2	Colletotrichum_truncatum_XP_070062696.1
OG0000323	Colletotrichum_truncatum	n9	1.0	Terminal	Colletotrichum_truncatum_XP_070062453.1, Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1, Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1, Colletotrichum_truncatum_XP_070062360.1	Colletotrichum_truncatum_XP_036574182.2
OG0000323	Colletotrichum_truncatum	n10	1.0	Terminal	Colletotrichum_truncatum_XP_070062453.1, Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1	Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1, Colletotrichum_truncatum_XP_070062360.1
OG0000323	Colletotrichum_truncatum	n11	1.0	Terminal	Colletotrichum_truncatum_XP_070062453.1	Colletotrichum_truncatum_XP_070059769.1, Colletotrichum_truncatum_XP_070062570.1
OG0000323	Colletotrichum_truncatum	n12	1.0	Terminal	Colletotrichum_truncatum_XP_070059769.1	Colletotrichum_truncatum_XP_070062570.1
OG0000323	Colletotrichum_truncatum	n13	1.0	Terminal	Colletotrichum_truncatum_XP_036577020.1, Colletotrichum_truncatum_XP_036583840.1	Colletotrichum_truncatum_XP_070062360.1
OG0000323	Colletotrichum_truncatum	n14	1.0	Terminal	Colletotrichum_truncatum_XP_036577020.1	Colletotrichum_truncatum_XP_036583840.1
OG0000324	Colletotrichum_fructicola	n2	1.0	Terminal	Colletotrichum_fructicola_XP_066006990.1, Colletotrichum_fructicola_XP_066007040.1, Colletotrichum_fructicola_XP_066006903.1, Colletotrichum_fructicola_XP_066007093.1	Colletotrichum_fructicola_XP_031876170.2, Colletotrichum_fructicola_XP_031875353.2
OG0000324	Colletotrichum_fructicola	n3	1.0	Terminal	Colletotrichum_fructicola_XP_066006990.1, Colletotrichum_fructicola_XP_066007040.1, Colletotrichum_fructicola_XP_066006903.1	Colletotrichum_fructicola_XP_066007093.1
OG0000324	Colletotrichum_fructicola	n4	1.0	Terminal	Colletotrichum_fructicola_XP_066006990.1, Colletotrichum_fructicola_XP_066007040.1	Colletotrichum_fructicola_XP_066006903.1
OG0000324	Colletotrichum_fructicola	n5	1.0	Terminal	Colletotrichum_fructicola_XP_066006990.1	Colletotrichum_fructicola_XP_066007040.1
OG0000324	Colletotrichum_fructicola	n6	1.0	Terminal	Colletotrichum_fructicola_XP_031876170.2	Colletotrichum_fructicola_XP_031875353.2
OG0000324	Colletotrichum_gloeosporioides	n8	1.0	Terminal	Colletotrichum_gloeosporioides_XP_045258309.1	Colletotrichum_gloeosporioides_XP_045258308.1
OG0000324	Colletotrichum_godetiae	n10	1.0	Terminal	Colletotrichum_godetiae_XP_060421433.1	Colletotrichum_godetiae_XP_060424543.1
OG0000324	Colletotrichum_abscissum	n11	1.0	Terminal	Colletotrichum_abscissum_XP_060393247.1, Colletotrichum_abscissum_XP_060393248.1	Colletotrichum_abscissum_XP_060389414.1, Colletotrichum_abscissum_XP_060393349.1
OG0000324	Colletotrichum_abscissum	n12	1.0	Terminal	Colletotrichum_abscissum_XP_060393247.1	Colletotrichum_abscissum_XP_060393248.1
OG0000324	Colletotrichum_abscissum	n13	1.0	Terminal	Colletotrichum_abscissum_XP_060389414.1	Colletotrichum_abscissum_XP_060393349.1
OG0000325	Colletotrichum_karsti	n2	1.0	Terminal	Colletotrichum_karsti_XP_038748218.1	Colletotrichum_karsti_XP_038742060.1
OG0000325	N1	n3	0.3333333333333333	Non-Terminal	Colletotrichum_acutatum_XP_060362978.1, Colletotrichum_abscissum_XP_060400015.1, Colletotrichum_godetiae_XP_060421666.1, Colletotrichum_godetiae_XP_060422277.1, Colletotrichum_abscissum_XP_060389480.1, Colletotrichum_abscissum_XP_060399481.1, Colletotrichum_abscissum_XP_060402864.1	Colletotrichum_godetiae_XP_060422282.1, Colletotrichum_godetiae_XP_060432658.1, Colletotrichum_godetiae_XP_060423285.1, Colletotrichum_godetiae_XP_060421742.1
OG0000325	N1	n5	0.6666666666666666	Non-Terminal	Colletotrichum_abscissum_XP_060400015.1, Colletotrichum_godetiae_XP_060421666.1	Colletotrichum_godetiae_XP_060422277.1, Colletotrichum_abscissum_XP_060389480.1, Colletotrichum_abscissum_XP_060399481.1, Colletotrichum_abscissum_XP_060402864.1
OG0000325	Colletotrichum_abscissum	n8	1.0	Terminal	Colletotrichum_abscissum_XP_060389480.1, Colletotrichum_abscissum_XP_060399481.1	Colletotrichum_abscissum_XP_060402864.1
