Orthogroup	Colletotrichum_karsti	Colletotrichum_abscissum
OG0005256	XP_038738905.1	XP_060396802.1
OG0005257	XP_038744728.1	XP_060396805.1
OG0005258	XP_038738736.1	XP_060396806.1
OG0005259	XP_038738737.1	XP_060396807.1
OG0005260	XP_038738738.1	XP_060396808.1
OG0005261	XP_038738739.1	XP_060396812.1
OG0005262	XP_038738740.1	XP_060396813.1
OG0005263	XP_038738741.1	XP_060396814.1
OG0005264	XP_038738743.1	XP_060396816.1
OG0005265	XP_038738744.1	XP_060396817.1
OG0005266	XP_038738745.1	XP_060396818.1
OG0005267	XP_038738749.1	XP_060396821.1
OG0005268	XP_038738751.1	XP_060396823.1
OG0005269	XP_038750163.1	XP_060396842.1
OG0005270	XP_038741797.1	XP_060396848.1
OG0005271	XP_038750097.1	XP_060396853.1
OG0005272	XP_038750096.1	XP_060396854.1
OG0005273	XP_038750095.1	XP_060396855.1
OG0005274	XP_038750094.1	XP_060396856.1
OG0005275	XP_038750093.1	XP_060396857.1
OG0005276	XP_038750139.1	XP_060396865.1
OG0005277	XP_038750138.1	XP_060396869.1
OG0005278	XP_038750137.1	XP_060396870.1
OG0005279	XP_038750136.1	XP_060396872.1
OG0005280	XP_038750135.1	XP_060396873.1
OG0005281	XP_038750134.1	XP_060396875.1
OG0005282	XP_038750133.1	XP_060396878.1
OG0005283	XP_038750132.1	XP_060396879.1
OG0005284	XP_038750131.1	XP_060396881.1
OG0005285	XP_038750130.1	XP_060396882.1
OG0005286	XP_038750129.1	XP_060396883.1
OG0005287	XP_038750128.1	XP_060396884.1
OG0005288	XP_038750127.1	XP_060396885.1
OG0005289	XP_038750126.1	XP_060396886.1
OG0005290	XP_038750124.1	XP_060396888.1
OG0005291	XP_038750108.1	XP_060396890.1
OG0005292	XP_038750104.1	XP_060396893.1
OG0005293	XP_038750103.1	XP_060396894.1
OG0005294	XP_038750102.1	XP_060396895.1
OG0005295	XP_038750101.1	XP_060396896.1
OG0005296	XP_038750140.1	XP_060396897.1
OG0005297	XP_038750141.1	XP_060396898.1
OG0005298	XP_038750142.1	XP_060396899.1
OG0005299	XP_038750121.1	XP_060396900.1
OG0005300	XP_038750120.1	XP_060396901.1
OG0005301	XP_038750113.1	XP_060396903.1
OG0005302	XP_038750114.1	XP_060396904.1
OG0005303	XP_038750116.1	XP_060396905.1
OG0005304	XP_038750147.1	XP_060396911.1
OG0005305	XP_038750146.1	XP_060396913.1
OG0005306	XP_038750145.1	XP_060396914.1
OG0005307	XP_038750144.1	XP_060396915.1
OG0005308	XP_038750298.1	XP_060396918.1
OG0005309	XP_038750306.1	XP_060396921.1
OG0005310	XP_038750309.1	XP_060396927.1
OG0005311	XP_038750274.1	XP_060396929.1
OG0005312	XP_038750278.1	XP_060396933.1
OG0005314	XP_038750270.1	XP_060396938.1
OG0005315	XP_038750267.1	XP_060396942.1
OG0005316	XP_038750266.1	XP_060396943.1
OG0005317	XP_038750265.1	XP_060396945.1
OG0005318	XP_038750264.1	XP_060396946.1
OG0005319	XP_038750263.1	XP_060396947.1
OG0005320	XP_038750262.1	XP_060396948.1
OG0005321	XP_038750261.1	XP_060396949.1
OG0005322	XP_038750260.1	XP_060396950.1
OG0005323	XP_038750259.1	XP_060396951.1
OG0005324	XP_038750258.1	XP_060396952.1
OG0005325	XP_038750256.1	XP_060396954.1
OG0005326	XP_038750255.1	XP_060396956.1
OG0005327	XP_038750250.1	XP_060396957.1
OG0005328	XP_038750251.1	XP_060396958.1
OG0005329	XP_038750253.1	XP_060396961.1
OG0005330	XP_038750248.1	XP_060396964.1
OG0005331	XP_038750245.1	XP_060396968.1
OG0005332	XP_038750244.1	XP_060396969.1
OG0005333	XP_038750243.1	XP_060396971.1
OG0005334	XP_038750242.1	XP_060396972.1
OG0005335	XP_038750241.1	XP_060396973.1
OG0005336	XP_038750240.1	XP_060396975.1
OG0005337	XP_038750239.1	XP_060396976.1
OG0005338	XP_038750237.1	XP_060396978.1
OG0005339	XP_038750236.1	XP_060396980.1
OG0005340	XP_038750235.1	XP_060396982.1
OG0005341	XP_038750234.1	XP_060396983.1
OG0005342	XP_038750233.1	XP_060396984.1
OG0005343	XP_038750232.1	XP_060396985.1
OG0005344	XP_038750229.1	XP_060396986.1
OG0005345	XP_038750225.1	XP_060396989.1
OG0005346	XP_038750224.1	XP_060396990.1
OG0005347	XP_038750223.1	XP_060396992.1
OG0005348	XP_038750222.1	XP_060396994.1
OG0005349	XP_038750221.1	XP_060396995.1
OG0005350	XP_038750219.1	XP_060396997.1
OG0005351	XP_038750218.1	XP_060396998.1
OG0005352	XP_038750217.1	XP_060396999.1
OG0005353	XP_038750216.1	XP_060397000.1
OG0005354	XP_038750215.1	XP_060397001.1
OG0005355	XP_038750214.1	XP_060397002.1
OG0005356	XP_038750213.1	XP_060397003.1
OG0005357	XP_038750212.1	XP_060397004.1
OG0005358	XP_038750211.1	XP_060397006.1
OG0005359	XP_038750210.1	XP_060397007.1
OG0005360	XP_038750209.1	XP_060397009.1
OG0005361	XP_038750208.1	XP_060397010.1
OG0005362	XP_038750207.1	XP_060397011.1
OG0005363	XP_038750200.1	XP_060397012.1
OG0005364	XP_038750201.1	XP_060397013.1
OG0005365	XP_038744551.1	XP_060397026.1
OG0005366	XP_038744550.1	XP_060397027.1
OG0005367	XP_038744558.1	XP_060397028.1
OG0005368	XP_038744557.1	XP_060397029.1
OG0005369	XP_038744556.1	XP_060397030.1
OG0005370	XP_038744555.1	XP_060397031.1
OG0005371	XP_038744554.1	XP_060397032.1
OG0005372	XP_038744553.1	XP_060397033.1
OG0005373	XP_038744546.1	XP_060397037.1
OG0005374	XP_038744543.1	XP_060397038.1
OG0005375	XP_038744542.1	XP_060397040.1
OG0005376	XP_038744541.1	XP_060397041.1
OG0005377	XP_038744540.1	XP_060397042.1
OG0005378	XP_038744538.1	XP_060397044.1
OG0005379	XP_038744521.1	XP_060397049.1
OG0005380	XP_038739144.1	XP_060397057.1
OG0005381	XP_038744529.1	XP_060397064.1
OG0005382	XP_038742376.1, XP_038744530.1	XP_060397065.1
OG0005383	XP_038744532.1	XP_060397067.1
OG0005384	XP_038744514.1	XP_060397068.1
OG0005385	XP_038744515.1	XP_060397070.1
OG0005386	XP_038744561.1	XP_060397072.1
OG0005387	XP_038744484.1	XP_060397078.1
OG0005388	XP_038744485.1	XP_060397079.1
OG0005389	XP_038744486.1	XP_060397081.1
OG0005390	XP_038744487.1	XP_060397082.1
OG0005391	XP_038744488.1	XP_060397083.1
OG0005392	XP_038744489.1	XP_060397085.1
OG0005393	XP_038744490.1	XP_060397087.1
OG0005394	XP_038744491.1	XP_060397089.1
OG0005395	XP_038744492.1	XP_060397090.1
OG0005396	XP_038744493.1	XP_060397091.1
OG0005397	XP_038744497.1	XP_060397092.1
OG0005398	XP_038744496.1	XP_060397093.1
OG0005399	XP_038744495.1	XP_060397094.1
OG0005400	XP_038744494.1	XP_060397095.1
OG0005401	XP_038744498.1	XP_060397096.1
OG0005402	XP_038744499.1	XP_060397097.1
OG0005403	XP_038742374.1	XP_060397099.1
OG0005404	XP_038749115.1	XP_060397108.1
OG0005405	XP_038749114.1	XP_060397109.1
OG0005406	XP_038747422.1	XP_060397113.1
OG0005407	XP_038739933.1	XP_060397115.1
OG0005408	XP_038749112.1	XP_060397117.1
OG0005409	XP_038749110.1	XP_060397120.1
OG0005410	XP_038749109.1	XP_060397121.1
OG0005411	XP_038749108.1	XP_060397122.1
OG0005412	XP_038749107.1	XP_060397124.1
OG0005413	XP_038749105.1	XP_060397128.1
OG0005414	XP_038749104.1	XP_060397129.1
OG0005415	XP_038749103.1	XP_060397131.1
OG0005416	XP_038749096.1	XP_060397134.1
OG0005417	XP_038749097.1	XP_060397135.1
OG0005418	XP_038749098.1	XP_060397136.1
OG0005419	XP_038749099.1	XP_060397137.1
OG0005420	XP_038749100.1	XP_060397138.1
OG0005421	XP_038749101.1	XP_060397139.1
OG0005422	XP_038749095.1	XP_060397140.1
OG0005423	XP_038749094.1	XP_060397144.1
OG0005424	XP_038749093.1	XP_060397145.1
OG0005425	XP_038749091.1	XP_060397148.1
OG0005426	XP_038749090.1	XP_060397149.1
OG0005427	XP_038749089.1	XP_060397152.1
OG0005428	XP_038749087.1	XP_060397155.1
OG0005429	XP_038749085.1	XP_060397159.1
OG0005430	XP_038749084.1	XP_060397160.1
OG0005431	XP_038749083.1	XP_060397161.1
OG0005432	XP_038749078.1	XP_060397168.1
OG0005433	XP_038749077.1	XP_060397169.1
OG0005434	XP_038749069.1	XP_060397170.1
OG0005435	XP_038749070.1	XP_060397171.1
OG0005436	XP_038749071.1	XP_060397172.1
OG0005437	XP_038749072.1	XP_060397173.1
OG0005438	XP_038749074.1	XP_060397174.1
OG0005439	XP_038749075.1	XP_060397175.1
OG0005440	XP_038749068.1	XP_060397176.1
OG0005441	XP_038749067.1	XP_060397177.1
OG0005442	XP_038739439.1	XP_060397214.1
OG0005443	XP_038738684.1, XP_038738723.1, XP_038738670.1, XP_038743452.1	XP_060397229.1
OG0005444	XP_038742350.1	XP_060397290.1
OG0005445	XP_038742349.1	XP_060397291.1
OG0005446	XP_038742364.1	XP_060397293.1
OG0005447	XP_038742366.1	XP_060397294.1
OG0005449	XP_038742367.1	XP_060397296.1
OG0005450	XP_038742368.1	XP_060397297.1
OG0005451	XP_038742369.1	XP_060397300.1
OG0005452	XP_038742347.1	XP_060397309.1
OG0005453	XP_038742348.1	XP_060397310.1
OG0005454	XP_038742371.1	XP_060397321.1
OG0005455	XP_038742372.1	XP_060397322.1
OG0005456	XP_038742874.1	XP_060397323.1
OG0005457	XP_038740476.1	XP_060397326.1
OG0005458	XP_038740475.1	XP_060397327.1
OG0005459	XP_038740474.1	XP_060397328.1
OG0005460	XP_038740473.1	XP_060397329.1
OG0005461	XP_038740482.1	XP_060397330.1
OG0005463	XP_038740487.1	XP_060397354.1
OG0005464	XP_038740485.1	XP_060397358.1
OG0005465	XP_038740484.1	XP_060397361.1
OG0005466	XP_038747683.1	XP_060397368.1
OG0005467	XP_038740468.1	XP_060397378.1
OG0005468	XP_038740500.1	XP_060397396.1
OG0005470	XP_038744118.1	XP_060397405.1
OG0005471	XP_038746676.1	XP_060397406.1
OG0005472	XP_038742857.1	XP_060397419.1
OG0005473	XP_038740548.1	XP_060397421.1
OG0005474	XP_038740553.1	XP_060397424.1
OG0005475	XP_038741779.1	XP_060397426.1
OG0005476	XP_038740544.1	XP_060397435.1
OG0005477	XP_038740532.1	XP_060397436.1
OG0005478	XP_038740531.1	XP_060397438.1
OG0005479	XP_038740530.1	XP_060397439.1
OG0005480	XP_038740529.1	XP_060397440.1
OG0005481	XP_038740528.1	XP_060397442.1
OG0005482	XP_038740518.1	XP_060397448.1
OG0005483	XP_038740517.1	XP_060397450.1
OG0005484	XP_038740513.1	XP_060397451.1
OG0005485	XP_038740512.1	XP_060397453.1
OG0005486	XP_038740507.1	XP_060397455.1
OG0005487	XP_038740506.1	XP_060397456.1
OG0005488	XP_038740555.1	XP_060397457.1
OG0005489	XP_038740558.1	XP_060397461.1
OG0005490	XP_038740560.1	XP_060397463.1
OG0005491	XP_038740561.1	XP_060397464.1
OG0005492	XP_038740556.1	XP_060397466.1
OG0005493	XP_038740563.1	XP_060397470.1
OG0005494	XP_038740564.1	XP_060397471.1
OG0005495	XP_038743622.1	XP_060397474.1
OG0005496	XP_038743621.1	XP_060397476.1
OG0005497	XP_038743620.1	XP_060397477.1
OG0005498	XP_038740579.1	XP_060397478.1
OG0005499	XP_038740578.1	XP_060397479.1
OG0005500	XP_038740576.1	XP_060397480.1
OG0005501	XP_038740570.1	XP_060397487.1
OG0005502	XP_038744266.1	XP_060397505.1
OG0005503	XP_038744267.1	XP_060397506.1
OG0005504	XP_038744268.1	XP_060397508.1
OG0005505	XP_038744269.1	XP_060397509.1
OG0005506	XP_038750424.1	XP_060397513.1
OG0005507	XP_038750428.1	XP_060397515.1
OG0005508	XP_038750429.1	XP_060397517.1
OG0005509	XP_038750430.1	XP_060397518.1
OG0005510	XP_038750431.1	XP_060397519.1
OG0005511	XP_038750432.1	XP_060397520.1
OG0005512	XP_038750434.1	XP_060397522.1
OG0005513	XP_038750435.1	XP_060397523.1
OG0005514	XP_038750436.1	XP_060397524.1
OG0005515	XP_038750437.1	XP_060397525.1
OG0005516	XP_038750438.1	XP_060397526.1
OG0005517	XP_038750439.1	XP_060397527.1
OG0005518	XP_038750440.1	XP_060397529.1
OG0005519	XP_038750441.1	XP_060397530.1
OG0005520	XP_038750442.1	XP_060397531.1
OG0005521	XP_038750443.1	XP_060397532.1
OG0005522	XP_038750444.1	XP_060397533.1
OG0005523	XP_038750445.1	XP_060397534.1
OG0005524	XP_038750575.1	XP_060397536.1
OG0005525	XP_038750574.1	XP_060397537.1
OG0005526	XP_038750573.1	XP_060397538.1
OG0005527	XP_038750572.1	XP_060397539.1
OG0005528	XP_038750571.1	XP_060397541.1
OG0005529	XP_038750570.1	XP_060397542.1
OG0005530	XP_038750568.1	XP_060397545.1
OG0005531	XP_038750567.1	XP_060397546.1
OG0005532	XP_038750566.1	XP_060397547.1
OG0005533	XP_038750565.1	XP_060397548.1
OG0005534	XP_038750562.1	XP_060397557.1
OG0005535	XP_038750561.1	XP_060397558.1
OG0005536	XP_038750560.1	XP_060397559.1
OG0005537	XP_038750559.1	XP_060397560.1
OG0005538	XP_038750558.1	XP_060397561.1
OG0005539	XP_038750557.1	XP_060397562.1
OG0005540	XP_038750556.1	XP_060397565.1
OG0005541	XP_038750555.1	XP_060397566.1
OG0005542	XP_038750553.1	XP_060397567.1
OG0005543	XP_038750552.1	XP_060397568.1
OG0005544	XP_038750551.1	XP_060397570.1
OG0005545	XP_038750550.1	XP_060397571.1
OG0005546	XP_038750549.1	XP_060397573.1
OG0005547	XP_038750547.1	XP_060397575.1
OG0005548	XP_038750546.1	XP_060397576.1
OG0005549	XP_038750545.1	XP_060397578.1
OG0005550	XP_038744320.1	XP_060397579.1
OG0005551	XP_038744321.1	XP_060397580.1
OG0005552	XP_038744322.1	XP_060397581.1
OG0005553	XP_038744323.1	XP_060397582.1
OG0005554	XP_038744324.1	XP_060397583.1
OG0005555	XP_038744325.1	XP_060397584.1
OG0005556	XP_038744326.1	XP_060397585.1
OG0005557	XP_038744327.1	XP_060397586.1
OG0005558	XP_038744328.1	XP_060397591.1
OG0005559	XP_038744329.1	XP_060397592.1
OG0005560	XP_038744333.1	XP_060397598.1
OG0005561	XP_038744332.1	XP_060397600.1
OG0005562	XP_038744331.1	XP_060397601.1
OG0005563	XP_038744330.1	XP_060397602.1
OG0005564	XP_038744341.1	XP_060397603.1
OG0005565	XP_038744346.1	XP_060397604.1
OG0005566	XP_038744345.1	XP_060397605.1
OG0005567	XP_038744344.1	XP_060397606.1
OG0005568	XP_038744343.1	XP_060397607.1
OG0005569	XP_038744354.1	XP_060397615.1
OG0005570	XP_038744351.1	XP_060397620.1
OG0005571	XP_038744350.1	XP_060397621.1
OG0005572	XP_038744348.1	XP_060397623.1
OG0005573	XP_038744347.1	XP_060397624.1
OG0005574	XP_038746541.1	XP_060397627.1
OG0005575	XP_038746542.1	XP_060397628.1
OG0005576	XP_038744385.1	XP_060397635.1
OG0005577	XP_038744383.1	XP_060397637.1
OG0005578	XP_038744382.1	XP_060397638.1
OG0005579	XP_038744381.1	XP_060397639.1
OG0005580	XP_038744478.1	XP_060397641.1
OG0005581	XP_038744393.1	XP_060397642.1
OG0005582	XP_038744395.1	XP_060397644.1
OG0005583	XP_038746544.1	XP_060397647.1
OG0005584	XP_038746545.1	XP_060397648.1
OG0005585	XP_038746546.1	XP_060397649.1
OG0005586	XP_038746547.1	XP_060397650.1
OG0005587	XP_038746548.1	XP_060397651.1
OG0005588	XP_038744389.1	XP_060397661.1
OG0005589	XP_038744392.1	XP_060397664.1
OG0005590	XP_038744397.1	XP_060397669.1
OG0005591	XP_038744398.1	XP_060397670.1
OG0005592	XP_038742789.1	XP_060397672.1
OG0005593	XP_038746535.1	XP_060397676.1
OG0005594	XP_038750312.1	XP_060397685.1
OG0005595	XP_038744364.1	XP_060397686.1
OG0005596	XP_038744369.1	XP_060397687.1
OG0005597	XP_038744368.1	XP_060397688.1
OG0005598	XP_038744367.1	XP_060397689.1
OG0005599	XP_038744366.1	XP_060397691.1
OG0005601	XP_038744701.1	XP_060397719.1
OG0005602	XP_038744703.1	XP_060397722.1
OG0005603	XP_038744704.1	XP_060397724.1
OG0005604	XP_038744705.1	XP_060397725.1
OG0005606	XP_038744706.1	XP_060397727.1
OG0005607	XP_038744707.1	XP_060397728.1
OG0005608	XP_038744708.1	XP_060397729.1
OG0005609	XP_038744709.1	XP_060397731.1
OG0005610	XP_038744711.1	XP_060397734.1
OG0005611	XP_038744712.1	XP_060397738.1
OG0005612	XP_038744713.1	XP_060397740.1
OG0005613	XP_038744714.1	XP_060397741.1
OG0005614	XP_038744715.1	XP_060397742.1
OG0005615	XP_038744717.1	XP_060397744.1
OG0005616	XP_038744718.1	XP_060397745.1
OG0005617	XP_038744723.1	XP_060397749.1
OG0005618	XP_038744724.1	XP_060397750.1
OG0005619	XP_038744730.1	XP_060397755.1
OG0005620	XP_038744734.1	XP_060397758.1
OG0005621	XP_038744735.1	XP_060397760.1
OG0005622	XP_038744737.1	XP_060397763.1
OG0005623	XP_038744738.1	XP_060397769.1
OG0005624	XP_038744744.1	XP_060397771.1
OG0005625	XP_038744745.1	XP_060397773.1
OG0005626	XP_038744747.1	XP_060397775.1
OG0005627	XP_038744748.1	XP_060397777.1
OG0005628	XP_038744749.1	XP_060397778.1
OG0005629	XP_038744751.1	XP_060397779.1
OG0005630	XP_038744753.1	XP_060397781.1
OG0005631	XP_038744755.1	XP_060397783.1
OG0005632	XP_038744756.1	XP_060397784.1
OG0005633	XP_038744761.1	XP_060397787.1
OG0005634	XP_038744760.1	XP_060397788.1
OG0005635	XP_038744759.1	XP_060397789.1
OG0005636	XP_038744758.1	XP_060397790.1
OG0005637	XP_038744757.1	XP_060397791.1
OG0005638	XP_038744764.1	XP_060397792.1
OG0005639	XP_038744692.1	XP_060397795.1
OG0005640	XP_038744769.1	XP_060397804.1
OG0005641	XP_038744770.1	XP_060397805.1
OG0005642	XP_038741435.1	XP_060397810.1
OG0005643	XP_038744778.1	XP_060397815.1
OG0005644	XP_038744779.1	XP_060397816.1
OG0005645	XP_038744781.1	XP_060397820.1
OG0005646	XP_038744790.1	XP_060397824.1
OG0005647	XP_038744791.1	XP_060397826.1
OG0005648	XP_038744792.1	XP_060397828.1
OG0005649	XP_038744793.1	XP_060397829.1
OG0005650	XP_038744796.1	XP_060397835.1
OG0005651	XP_038741053.1	XP_060397837.1
OG0005652	XP_038744799.1	XP_060397841.1
OG0005653	XP_038744800.1	XP_060397843.1
OG0005654	XP_038744801.1	XP_060397844.1
OG0005655	XP_038744858.1	XP_060397851.1
OG0005656	XP_038744824.1	XP_060397854.1
OG0005657	XP_038744823.1	XP_060397855.1
OG0005658	XP_038746233.1	XP_060397861.1
OG0005659	XP_038744822.1	XP_060397862.1
OG0005660	XP_038746260.1	XP_060397863.1
OG0005661	XP_038744820.1	XP_060397866.1
OG0005662	XP_038744819.1	XP_060397868.1
OG0005663	XP_038744808.1	XP_060397871.1
OG0005664	XP_038744809.1	XP_060397872.1
OG0005665	XP_038744810.1	XP_060397873.1
OG0005666	XP_038744811.1	XP_060397875.1
OG0005667	XP_038744812.1	XP_060397876.1
OG0005668	XP_038744813.1	XP_060397877.1
OG0005669	XP_038744815.1	XP_060397879.1
OG0005670	XP_038744817.1	XP_060397882.1
OG0005671	XP_038744806.1	XP_060397883.1
OG0005672	XP_038744805.1	XP_060397884.1
OG0005673	XP_038744856.1	XP_060397891.1
OG0005674	XP_038744854.1	XP_060397893.1
OG0005675	XP_038744852.1	XP_060397897.1
OG0005676	XP_038744851.1	XP_060397898.1
OG0005677	XP_038744862.1	XP_060397902.1
OG0005678	XP_038744840.1	XP_060397906.1
OG0005679	XP_038744847.1	XP_060397908.1
OG0005680	XP_038744846.1	XP_060397909.1
OG0005681	XP_038744868.1	XP_060397910.1
OG0005682	XP_038744869.1	XP_060397911.1
OG0005683	XP_038747755.1	XP_060397914.1
OG0005684	XP_038746467.1	XP_060397917.1, XP_060397916.1
OG0005685	XP_038744870.1	XP_060397919.1
OG0005686	XP_038744872.1	XP_060397921.1
OG0005687	XP_038744873.1	XP_060397922.1
OG0005689	XP_038744900.1	XP_060397927.1
OG0005690	XP_038740259.1	XP_060397929.1
OG0005691	XP_038740257.1	XP_060397931.1
OG0005692	XP_038740255.1	XP_060397932.1
OG0005693	XP_038740253.1	XP_060397935.1
OG0005694	XP_038740250.1	XP_060397949.1
OG0005695	XP_038740271.1	XP_060397956.1
OG0005696	XP_038740272.1	XP_060397959.1
OG0005697	XP_038740274.1	XP_060397963.1
OG0005698	XP_038740275.1	XP_060397964.1
OG0005699	XP_038740276.1	XP_060397966.1
OG0005700	XP_038740277.1	XP_060397967.1
OG0005701	XP_038740279.1	XP_060397969.1
OG0005702	XP_038740280.1	XP_060397970.1
OG0005703	XP_038740281.1	XP_060397971.1
OG0005704	XP_038740282.1	XP_060397973.1
OG0005705	XP_038740283.1	XP_060397981.1
OG0005706	XP_038740284.1	XP_060397982.1
OG0005707	XP_038740285.1	XP_060397983.1
OG0005708	XP_038740286.1	XP_060397984.1
OG0005709	XP_038740288.1	XP_060397986.1
OG0005710	XP_038740289.1	XP_060397987.1
OG0005711	XP_038740290.1	XP_060397988.1
OG0005712	XP_038740291.1	XP_060397989.1
OG0005713	XP_038740292.1	XP_060397990.1
OG0005714	XP_038740293.1	XP_060397991.1
OG0005715	XP_038740294.1	XP_060397992.1
OG0005716	XP_038740295.1	XP_060397994.1
OG0005717	XP_038740296.1	XP_060397995.1
OG0005718	XP_038740297.1	XP_060397996.1
OG0005719	XP_038740298.1	XP_060397997.1
OG0005720	XP_038740299.1	XP_060397998.1
OG0005721	XP_038740300.1	XP_060397999.1
OG0005722	XP_038740302.1	XP_060398001.1
OG0005723	XP_038740303.1	XP_060398002.1
OG0005724	XP_038740304.1	XP_060398003.1
OG0005725	XP_038740305.1	XP_060398006.1
OG0005726	XP_038740306.1	XP_060398007.1
OG0005727	XP_038740308.1	XP_060398010.1
OG0005728	XP_038740309.1	XP_060398012.1
OG0005729	XP_038740310.1	XP_060398013.1
OG0005730	XP_038740311.1	XP_060398014.1
OG0005731	XP_038740312.1	XP_060398015.1
OG0005732	XP_038740313.1	XP_060398016.1
OG0005733	XP_038740316.1	XP_060398023.1
OG0005734	XP_038740317.1	XP_060398029.1
OG0005735	XP_038751920.1	XP_060398034.1
OG0005736	XP_038751900.1	XP_060398035.1
OG0005737	XP_038751899.1	XP_060398036.1
OG0005738	XP_038751898.1	XP_060398039.1
OG0005739	XP_038751875.1	XP_060398040.1
OG0005740	XP_038751876.1	XP_060398041.1
OG0005741	XP_038751879.1	XP_060398046.1
OG0005742	XP_038751881.1	XP_060398050.1
OG0005743	XP_038751882.1	XP_060398051.1
OG0005744	XP_038751883.1	XP_060398052.1
OG0005745	XP_038751885.1	XP_060398056.1
OG0005746	XP_038751886.1	XP_060398057.1
OG0005747	XP_038751887.1	XP_060398058.1
OG0005748	XP_038751889.1	XP_060398068.1
OG0005749	XP_038751890.1	XP_060398070.1
OG0005750	XP_038751893.1	XP_060398077.1
OG0005751	XP_038751894.1	XP_060398080.1
OG0005752	XP_038751895.1	XP_060398081.1
OG0005753	XP_038751896.1	XP_060398082.1
OG0005754	XP_038751897.1	XP_060398083.1
OG0005755	XP_038751873.1	XP_060398084.1
OG0005756	XP_038751872.1	XP_060398085.1
OG0005757	XP_038751871.1	XP_060398086.1
OG0005758	XP_038751870.1	XP_060398087.1
OG0005759	XP_038751869.1	XP_060398089.1
OG0005760	XP_038751868.1	XP_060398091.1
OG0005761	XP_038751867.1	XP_060398093.1
OG0005762	XP_038751866.1	XP_060398094.1
OG0005763	XP_038751864.1	XP_060398095.1
OG0005764	XP_038751862.1	XP_060398097.1
OG0005765	XP_038751861.1	XP_060398098.1
OG0005766	XP_038751860.1	XP_060398099.1
OG0005767	XP_038751859.1	XP_060398101.1
OG0005768	XP_038751849.1	XP_060398102.1
OG0005769	XP_038751848.1	XP_060398103.1
OG0005770	XP_038751847.1	XP_060398105.1
OG0005771	XP_038751846.1	XP_060398108.1
OG0005772	XP_038751850.1	XP_060398109.1
OG0005773	XP_038751851.1	XP_060398111.1
OG0005774	XP_038751852.1	XP_060398112.1
OG0005775	XP_038751853.1	XP_060398113.1
OG0005776	XP_038751855.1	XP_060398117.1
OG0005777	XP_038751856.1	XP_060398118.1
OG0005778	XP_038751857.1	XP_060398120.1
OG0005779	XP_038751858.1	XP_060398121.1
OG0005780	XP_038751845.1	XP_060398122.1
OG0005781	XP_038751842.1	XP_060398126.1
OG0005782	XP_038751841.1	XP_060398127.1
OG0005783	XP_038751840.1	XP_060398128.1
OG0005784	XP_038751839.1	XP_060398129.1
OG0005785	XP_038751838.1	XP_060398130.1
OG0005786	XP_038751837.1	XP_060398131.1
OG0005787	XP_038751833.1	XP_060398135.1
OG0005788	XP_038751831.1	XP_060398137.1
OG0005789	XP_038751830.1	XP_060398138.1
OG0005790	XP_038751829.1	XP_060398139.1
OG0005791	XP_038751828.1	XP_060398140.1
OG0005792	XP_038751827.1	XP_060398141.1
OG0005793	XP_038751826.1	XP_060398142.1
OG0005794	XP_038751825.1	XP_060398145.1
OG0005795	XP_038751824.1	XP_060398146.1
OG0005796	XP_038751823.1	XP_060398147.1
OG0005797	XP_038751822.1	XP_060398149.1
OG0005798	XP_038751821.1	XP_060398150.1
OG0005799	XP_038751820.1	XP_060398151.1
OG0005800	XP_038751819.1	XP_060398152.1
OG0005801	XP_038751818.1	XP_060398153.1
OG0005802	XP_038751817.1	XP_060398154.1
OG0005803	XP_038751814.1	XP_060398157.1
OG0005804	XP_038751813.1	XP_060398158.1
OG0005805	XP_038751812.1	XP_060398159.1
OG0005806	XP_038751811.1	XP_060398162.1
OG0005807	XP_038751803.1	XP_060398164.1
OG0005808	XP_038751805.1	XP_060398167.1
OG0005809	XP_038751807.1	XP_060398169.1
OG0005810	XP_038751808.1	XP_060398170.1
OG0005811	XP_038751809.1	XP_060398173.1
OG0005812	XP_038751810.1	XP_060398176.1
OG0005813	XP_038751801.1	XP_060398180.1
OG0005814	XP_038751784.1	XP_060398181.1
OG0005815	XP_038751785.1	XP_060398182.1
OG0005816	XP_038751786.1	XP_060398183.1
OG0005817	XP_038751787.1	XP_060398185.1
OG0005818	XP_038751788.1	XP_060398194.1
OG0005819	XP_038751789.1	XP_060398198.1
OG0005820	XP_038751791.1	XP_060398200.1
OG0005821	XP_038751792.1	XP_060398201.1
OG0005822	XP_038751793.1	XP_060398202.1
OG0005823	XP_038751794.1	XP_060398203.1
OG0005824	XP_038751795.1	XP_060398204.1
OG0005825	XP_038751796.1	XP_060398206.1
OG0005826	XP_038751797.1	XP_060398208.1
OG0005827	XP_038751798.1	XP_060398210.1
OG0005828	XP_038751799.1	XP_060398211.1
OG0005829	XP_038751776.1	XP_060398214.1
OG0005830	XP_038751775.1	XP_060398217.1
OG0005831	XP_038751774.1	XP_060398218.1
OG0005832	XP_038751773.1	XP_060398219.1
OG0005833	XP_038751777.1	XP_060398224.1
OG0005834	XP_038751778.1	XP_060398225.1
OG0005835	XP_038751779.1	XP_060398229.1
OG0005836	XP_038751780.1	XP_060398230.1
OG0005837	XP_038751781.1	XP_060398231.1
OG0005838	XP_038751772.1	XP_060398233.1
OG0005839	XP_038751770.1	XP_060398237.1
OG0005840	XP_038751769.1	XP_060398240.1
OG0005841	XP_038751768.1	XP_060398241.1
OG0005842	XP_038751766.1	XP_060398242.1
