Orthogroup	Colletotrichum_karsti	Colletotrichum_gloeosporioides
OG0006478	XP_038744127.1	XP_045259990.1
OG0006479	XP_038744128.1	XP_045259989.1
OG0006480	XP_038744129.1	XP_045259988.1
OG0006481	XP_038744131.1	XP_045259986.1
OG0006482	XP_038744132.1	XP_045259985.1
OG0006483	XP_038744133.1	XP_045259984.1
OG0006484	XP_038744134.1	XP_045259983.1
OG0006485	XP_038744135.1	XP_045259982.1
OG0006486	XP_038744136.1	XP_045259981.1
OG0006487	XP_038744114.1	XP_045259940.1
OG0006488	XP_038744113.1	XP_045259944.1
OG0006489	XP_038744112.1	XP_045259945.1
OG0006490	XP_038744110.1	XP_045259947.1
OG0006491	XP_038744109.1	XP_045259948.1
OG0006492	XP_038744108.1	XP_045259949.1
OG0006493	XP_038744107.1	XP_045259950.1
OG0006494	XP_038744106.1	XP_045259951.1
OG0006495	XP_038744104.1	XP_045259953.1
OG0006496	XP_038744103.1	XP_045259954.1
OG0006497	XP_038744101.1	XP_045259955.1
OG0006498	XP_038744100.1	XP_045259957.1
OG0006499	XP_038744099.1	XP_045259958.1
OG0006500	XP_038744098.1	XP_045259959.1
OG0006501	XP_038744097.1	XP_045259960.1
OG0006502	XP_038744095.1	XP_045259962.1
OG0006503	XP_038744094.1	XP_045259963.1
OG0006504	XP_038744093.1	XP_045259964.1
OG0006505	XP_038744091.1	XP_045259972.1
OG0006506	XP_038744090.1	XP_045259971.1
OG0006507	XP_038744089.1	XP_045259970.1
OG0006508	XP_038746939.1	XP_045259933.1
OG0006508	XP_038742329.1	XP_045267711.1
OG0006509	XP_038744180.1	XP_045263178.1
OG0006510	XP_038744185.1	XP_045263155.1
OG0006511	XP_038744187.1	XP_045263156.1
OG0006512	XP_038744188.1	XP_045263157.1
OG0006513	XP_038744189.1	XP_045263158.1
OG0006514	XP_038744190.1	XP_045263159.1
OG0006515	XP_038744192.1	XP_045263160.1
OG0006516	XP_038744196.1	XP_045263164.1
OG0006517	XP_038744197.1	XP_045263165.1
OG0006518	XP_038744198.1	XP_045263166.1
OG0006519	XP_038744199.1	XP_045263167.1
OG0006520	XP_038744211.1	XP_045263151.1
OG0006521	XP_038744210.1	XP_045263150.1
OG0006522	XP_038744209.1	XP_045263149.1
OG0006523	XP_038744204.1	XP_045263144.1
OG0006524	XP_038744205.1	XP_045263145.1
OG0006525	XP_038744206.1, XP_038749168.1	XP_045263146.1
OG0006526	XP_038744250.1	XP_045263139.1
OG0006527	XP_038744248.1	XP_045263137.1
OG0006528	XP_038744247.1	XP_045263136.1
OG0006529	XP_038744239.1	XP_045263133.1
OG0006530	XP_038744238.1	XP_045263132.1
OG0006531	XP_038747954.1	XP_045259809.1
OG0006532	XP_038747955.1	XP_045259807.1
OG0006533	XP_038747956.1	XP_045259806.1
OG0006534	XP_038747948.1	XP_045259816.1
OG0006535	XP_038747949.1	XP_045259815.1
OG0006536	XP_038747950.1	XP_045259814.1
OG0006537	XP_038747951.1	XP_045259813.1
OG0006538	XP_038747953.1	XP_045259811.1
OG0006539	XP_038747946.1	XP_045259819.1
OG0006540	XP_038747947.1	XP_045259817.1
OG0006541	XP_038747957.1	XP_045259805.1
OG0006542	XP_038747958.1	XP_045259804.1
OG0006543	XP_038747959.1	XP_045259803.1
OG0006544	XP_038747961.1	XP_045259802.1
OG0006545	XP_038747962.1	XP_045259801.1
OG0006546	XP_038747963.1	XP_045259800.1
OG0006547	XP_038747964.1	XP_045259787.1
OG0006548	XP_038747966.1	XP_045259789.1
OG0006549	XP_038747967.1	XP_045259790.1
OG0006550	XP_038747968.1	XP_045259791.1
OG0006551	XP_038747969.1	XP_045259792.1
OG0006552	XP_038747971.1	XP_045259794.1
OG0006553	XP_038747972.1	XP_045259795.1
OG0006554	XP_038747973.1	XP_045259796.1
OG0006555	XP_038747974.1	XP_045259797.1
OG0006556	XP_038747976.1	XP_045259799.1
OG0006558	XP_038747985.1	XP_045259777.1
OG0006559	XP_038747986.1	XP_045259776.1
OG0006560	XP_038747988.1	XP_045259774.1
OG0006561	XP_038747989.1	XP_045259773.1
OG0006562	XP_038747990.1	XP_045259772.1
OG0006563	XP_038747992.1	XP_045259771.1
OG0006564	XP_038747993.1	XP_045259770.1
OG0006565	XP_038747994.1	XP_045259769.1
OG0006566	XP_038747995.1	XP_045259766.1
OG0006567	XP_038747996.1	XP_045259765.1
OG0006568	XP_038747998.1	XP_045259763.1
OG0006569	XP_038747999.1	XP_045259762.1
OG0006570	XP_038748000.1	XP_045259761.1
OG0006571	XP_038748001.1	XP_045259760.1
OG0006572	XP_038748002.1	XP_045259759.1
OG0006573	XP_038748003.1	XP_045259758.1
OG0006574	XP_038748005.1	XP_045259756.1
OG0006575	XP_038748006.1	XP_045259755.1
OG0006576	XP_038748007.1	XP_045259754.1
OG0006577	XP_038748008.1	XP_045259753.1
OG0006578	XP_038748009.1	XP_045259752.1
OG0006579	XP_038748010.1	XP_045259751.1
OG0006580	XP_038748012.1	XP_045259750.1
OG0006581	XP_038748013.1	XP_045259749.1
OG0006582	XP_038748014.1	XP_045259748.1
OG0006583	XP_038748015.1	XP_045259747.1
OG0006584	XP_038748016.1	XP_045259745.1
OG0006585	XP_038748017.1	XP_045259744.1
OG0006586	XP_038748019.1	XP_045259742.1
OG0006587	XP_038748022.1	XP_045259740.1
OG0006588	XP_038748023.1	XP_045259739.1
OG0006589	XP_038748024.1	XP_045259738.1
OG0006590	XP_038748025.1	XP_045259737.1
OG0006591	XP_038748026.1	XP_045259736.1
OG0006592	XP_038748027.1	XP_045259735.1
OG0006593	XP_038748029.1	XP_045259733.1
OG0006594	XP_038748035.1	XP_045259732.1
OG0006595	XP_038748030.1	XP_045259727.1
OG0006596	XP_038748031.1	XP_045259728.1
OG0006597	XP_038748033.1	XP_045259730.1
OG0006598	XP_038748034.1	XP_045259731.1
OG0006599	XP_038748036.1	XP_045259717.1
OG0006600	XP_038748037.1	XP_045259718.1
OG0006601	XP_038748038.1	XP_045259719.1
OG0006602	XP_038748039.1	XP_045259720.1
OG0006603	XP_038748041.1	XP_045259721.1
OG0006604	XP_038748042.1	XP_045259722.1
OG0006605	XP_038748043.1	XP_045259723.1
OG0006606	XP_038748045.1	XP_045259725.1
OG0006607	XP_038748046.1	XP_045259726.1
OG0006608	XP_038739575.1	XP_045259708.1
OG0006609	XP_038739576.1	XP_045259709.1
OG0006610	XP_038739577.1	XP_045259710.1
OG0006611	XP_038739578.1	XP_045259711.1
OG0006612	XP_038739579.1	XP_045259712.1
OG0006613	XP_038739580.1	XP_045259713.1
OG0006614	XP_038739582.1	XP_045259715.1
OG0006615	XP_038739583.1	XP_045259716.1
OG0006616	XP_038743337.1	XP_045258278.1
OG0006617	XP_038739625.1	XP_045259705.1
OG0006618	XP_038739624.1	XP_045259704.1
OG0006619	XP_038739623.1	XP_045259701.1
OG0006620	XP_038739622.1	XP_045259698.1
OG0006621	XP_038739621.1	XP_045259697.1
OG0006622	XP_038739620.1	XP_045259696.1
OG0006623	XP_038739619.1	XP_045259695.1
OG0006624	XP_038739617.1	XP_045259694.1
OG0006625	XP_038739616.1	XP_045259693.1
OG0006626	XP_038739615.1	XP_045259692.1
OG0006627	XP_038739614.1	XP_045259691.1
OG0006628	XP_038739613.1	XP_045259690.1
OG0006629	XP_038739612.1	XP_045259689.1
OG0006630	XP_038739611.1	XP_045259688.1
OG0006631	XP_038739610.1	XP_045259687.1
OG0006632	XP_038739587.1	XP_045258567.1
OG0006633	XP_038739588.1	XP_045258568.1
OG0006634	XP_038739589.1	XP_045258569.1
OG0006635	XP_038739590.1	XP_045258570.1
OG0006636	XP_038739591.1	XP_045258571.1
OG0006637	XP_038739592.1	XP_045258572.1
OG0006638	XP_038739593.1	XP_045258573.1
OG0006639	XP_038739595.1	XP_045258575.1
OG0006640	XP_038739596.1	XP_045258576.1
OG0006641	XP_038739597.1	XP_045258577.1
OG0006642	XP_038739598.1	XP_045259675.1
OG0006643	XP_038739599.1	XP_045259676.1
OG0006644	XP_038739600.1	XP_045259677.1
OG0006645	XP_038739601.1	XP_045259678.1
OG0006646	XP_038739602.1	XP_045259679.1
OG0006647	XP_038739603.1	XP_045259680.1
OG0006648	XP_038739605.1	XP_045259682.1
OG0006649	XP_038739606.1	XP_045259683.1
OG0006650	XP_038739607.1	XP_045259684.1
OG0006651	XP_038739608.1	XP_045259685.1
OG0006652	XP_038739609.1	XP_045259686.1
OG0006653	XP_038739586.1	XP_045258566.1
OG0006654	XP_038739626.1	XP_045258565.1
OG0006655	XP_038739627.1	XP_045258564.1
OG0006656	XP_038739628.1	XP_045258563.1
OG0006657	XP_038739629.1	XP_045258561.1
OG0006658	XP_038738797.1	XP_045258552.1
OG0006659	XP_038738798.1	XP_045258553.1
OG0006660	XP_038738799.1	XP_045258554.1
OG0006661	XP_038738801.1	XP_045258557.1
OG0006662	XP_038739633.1	XP_045258558.1
OG0006663	XP_038739632.1	XP_045258559.1
OG0006664	XP_038739630.1	XP_045258560.1
OG0006665	XP_038738796.1	XP_045258551.1
OG0006666	XP_038745266.1	XP_045257288.1
OG0006667	XP_038745267.1	XP_045257289.1
OG0006668	XP_038745268.1	XP_045257291.1
OG0006669	XP_038745270.1	XP_045257292.1
OG0006670	XP_038745273.1	XP_045257293.1
OG0006671	XP_038745274.1	XP_045257294.1
OG0006672	XP_038745275.1	XP_045257295.1
OG0006673	XP_038745277.1	XP_045257297.1
OG0006674	XP_038745278.1	XP_045257298.1
OG0006675	XP_038745279.1	XP_045257299.1
OG0006676	XP_038745280.1	XP_045257300.1
OG0006677	XP_038745281.1	XP_045264470.1
OG0006678	XP_038745282.1	XP_045264469.1
OG0006679	XP_038745283.1	XP_045264468.1
OG0006680	XP_038745284.1	XP_045264467.1
OG0006681	XP_038745285.1	XP_045264466.1
OG0006682	XP_038745286.1	XP_045264465.1
OG0006683	XP_038745287.1	XP_045264464.1
OG0006684	XP_038745288.1	XP_045264463.1
OG0006685	XP_038745290.1	XP_045264461.1
OG0006686	XP_038745291.1	XP_045264460.1
OG0006687	XP_038745292.1	XP_045264459.1
OG0006688	XP_038745293.1	XP_045264458.1
OG0006689	XP_038745294.1	XP_045264457.1
OG0006690	XP_038745295.1	XP_045264456.1
OG0006691	XP_038745296.1	XP_045264455.1
OG0006692	XP_038745297.1	XP_045264454.1
OG0006693	XP_038745298.1	XP_045264453.1
OG0006694	XP_038745301.1	XP_045264450.1
OG0006695	XP_038745302.1	XP_045264449.1
OG0006696	XP_038745303.1	XP_045264448.1
OG0006697	XP_038745304.1	XP_045264446.1
OG0006698	XP_038745305.1	XP_045264445.1
OG0006699	XP_038745306.1	XP_045264444.1
OG0006700	XP_038745307.1	XP_045264443.1
OG0006701	XP_038745308.1	XP_045264442.1
OG0006702	XP_038745309.1	XP_045264441.1
OG0006703	XP_038745310.1	XP_045264440.1
OG0006704	XP_038745311.1	XP_045264439.1
OG0006705	XP_038745312.1	XP_045264438.1
OG0006706	XP_038745313.1	XP_045264437.1
OG0006707	XP_038745314.1	XP_045264436.1
OG0006708	XP_038745315.1	XP_045264435.1
OG0006709	XP_038745316.1	XP_045264434.1
OG0006710	XP_038745318.1	XP_045266674.1
OG0006711	XP_038745319.1	XP_045258075.1
OG0006712	XP_038745321.1	XP_045258073.1
OG0006713	XP_038745323.1	XP_045258071.1
OG0006714	XP_038745325.1	XP_045258069.1
OG0006715	XP_038745326.1	XP_045258068.1
OG0006716	XP_038745327.1	XP_045258067.1
OG0006717	XP_038745328.1	XP_045258066.1
OG0006718	XP_038745332.1	XP_045258063.1
OG0006719	XP_038745339.1	XP_045258057.1
OG0006720	XP_038745338.1	XP_045258058.1
OG0006721	XP_038745336.1	XP_045258059.1
OG0006722	XP_038745335.1	XP_045258060.1
OG0006723	XP_038745334.1	XP_045258061.1
OG0006724	XP_038745333.1	XP_045258062.1
OG0006725	XP_038745346.1	XP_045258054.1
OG0006726	XP_038745347.1	XP_045258053.1
OG0006727	XP_038745348.1	XP_045258052.1
OG0006728	XP_038745349.1	XP_045258051.1
OG0006729	XP_038745353.1	XP_045258049.1
OG0006730	XP_038745354.1	XP_045258048.1
OG0006731	XP_038745355.1	XP_045258047.1
OG0006732	XP_038745356.1	XP_045258046.1
OG0006733	XP_038745357.1	XP_045258045.1
OG0006734	XP_038745358.1	XP_045258044.1
OG0006735	XP_038745360.1	XP_045258042.1
OG0006736	XP_038745361.1	XP_045258041.1
OG0006737	XP_038745362.1	XP_045258040.1
OG0006738	XP_038745363.1	XP_045258039.1
OG0006739	XP_038745364.1	XP_045258038.1
OG0006740	XP_038745365.1	XP_045258037.1
OG0006741	XP_038745366.1	XP_045258036.1
OG0006742	XP_038745368.1	XP_045262100.1
OG0006743	XP_038745371.1	XP_045262097.1
OG0006744	XP_038745372.1	XP_045262096.1
OG0006745	XP_038745373.1	XP_045262095.1
OG0006746	XP_038745375.1	XP_045262093.1
OG0006747	XP_038745376.1	XP_045262092.1
OG0006748	XP_038739057.1	XP_045262090.1
OG0006749	XP_038739059.1	XP_045262088.1
OG0006750	XP_038739060.1	XP_045262085.1
OG0006751	XP_038739061.1	XP_045262084.1
OG0006752	XP_038739062.1	XP_045262083.1
OG0006753	XP_038739063.1	XP_045262081.1
OG0006754	XP_038739064.1	XP_045262080.1
OG0006755	XP_038739066.1	XP_045262078.1
OG0006757	XP_038739067.1	XP_045262074.1
OG0006758	XP_038739068.1	XP_045262073.1
OG0006759	XP_038739069.1	XP_045262072.1
OG0006760	XP_038739072.1	XP_045262069.1
OG0006761	XP_038739073.1	XP_045262068.1
OG0006762	XP_038739075.1	XP_045262066.1
OG0006763	XP_038739077.1	XP_045262064.1
OG0006764	XP_038739078.1	XP_045262063.1
OG0006765	XP_038739081.1	XP_045262038.1
OG0006766	XP_038739085.1	XP_045262051.1
OG0006767	XP_038739084.1	XP_045262050.1
OG0006768	XP_038739083.1	XP_045262049.1
OG0006769	XP_038739082.1	XP_045262048.1
OG0006770	XP_038739717.1	XP_045262046.1
OG0006771	XP_038739718.1	XP_045262045.1
OG0006772	XP_038739719.1	XP_045262044.1
OG0006773	XP_038739720.1	XP_045262043.1
OG0006774	XP_038739721.1	XP_045262042.1
OG0006775	XP_038739722.1	XP_045262041.1
OG0006776	XP_038739094.1	XP_045262040.1
OG0006777	XP_038739093.1	XP_045262059.1
OG0006778	XP_038739092.1	XP_045262058.1
OG0006779	XP_038739091.1	XP_045262057.1
OG0006780	XP_038739090.1	XP_045262056.1
OG0006781	XP_038739089.1	XP_045262055.1
OG0006782	XP_038739088.1	XP_045262054.1
OG0006783	XP_038739087.1	XP_045262053.1
OG0006784	XP_038739086.1	XP_045262052.1
OG0006785	XP_038739707.1	XP_045262036.1
OG0006786	XP_038739708.1	XP_045262035.1
OG0006787	XP_038739709.1	XP_045262034.1
OG0006788	XP_038739710.1	XP_045262033.1
OG0006789	XP_038739711.1	XP_045262032.1
OG0006790	XP_038739712.1	XP_045262031.1
OG0006791	XP_038739080.1	XP_045262060.1
OG0006792	XP_038739713.1	XP_045262030.1
OG0006793	XP_038739706.1	XP_045262029.1
OG0006794	XP_038739676.1	XP_045262025.1
OG0006795	XP_038739701.1	XP_045262026.1
OG0006796	XP_038739702.1	XP_045262027.1
OG0006797	XP_038739703.1	XP_045262028.1
OG0006798	XP_038739431.1	XP_045262021.1
OG0006799	XP_038739421.1	XP_045262017.1
OG0006800	XP_038739422.1	XP_045262018.1
OG0006801	XP_038739423.1	XP_045262019.1
OG0006802	XP_038739420.1	XP_045262010.1
OG0006803	XP_038739418.1	XP_045262011.1
OG0006804	XP_038739415.1	XP_045262007.1
OG0006805	XP_038739413.1	XP_045262005.1
OG0006806	XP_038739412.1	XP_045262002.1
OG0006807	XP_038739411.1	XP_045262001.1
OG0006808	XP_038739410.1	XP_045262000.1
OG0006809	XP_038739409.1	XP_045261999.1
OG0006811	XP_038746875.1	XP_045267624.1
OG0006812	XP_038746868.1	XP_045267615.1
OG0006813	XP_038746869.1	XP_045267616.1
OG0006814	XP_038746870.1	XP_045267617.1
OG0006815	XP_038746871.1	XP_045267618.1
OG0006816	XP_038746872.1	XP_045267619.1
OG0006817	XP_038746866.1	XP_045267611.1
OG0006818	XP_038746568.1	XP_045263299.1
OG0006819	XP_038746864.1	XP_045267603.1
OG0006820	XP_038747558.1	XP_045257096.1
OG0006821	XP_038747304.1	XP_045267821.1
OG0006822	XP_038746060.1	XP_045267026.1
OG0006823	XP_038746961.1	XP_045267754.1
OG0006824	XP_038746960.1	XP_045267755.1
OG0006825	XP_038746959.1	XP_045267756.1
OG0006826	XP_038746957.1	XP_045267758.1
OG0006827	XP_038746982.1	XP_045267759.1
OG0006828	XP_038746986.1	XP_045267783.1
OG0006829	XP_038746987.1	XP_045267785.1
OG0006830	XP_038746988.1	XP_045267786.1
OG0006831	XP_038746990.1	XP_045267787.1
OG0006832	XP_038746991.1	XP_045267788.1
OG0006833	XP_038746992.1	XP_045267789.1
OG0006834	XP_038746993.1	XP_045267790.1
OG0006835	XP_038746973.1	XP_045267770.1
OG0006836	XP_038746972.1	XP_045267771.1
OG0006837	XP_038746971.1	XP_045267772.1
OG0006838	XP_038746970.1	XP_045267773.1
OG0006839	XP_038746969.1	XP_045267774.1
OG0006840	XP_038746968.1	XP_045267775.1
OG0006841	XP_038746967.1	XP_045267776.1
OG0006842	XP_038746965.1	XP_045267778.1
OG0006843	XP_038749817.1, XP_038746962.1	XP_045267750.1
OG0006844	XP_038746974.1	XP_045267769.1
OG0006845	XP_038746978.1	XP_045267743.1
OG0006846	XP_038746954.1	XP_045267734.1
OG0006847	XP_038746953.1	XP_045267735.1
OG0006848	XP_038746044.1	XP_045261731.1
OG0006850	XP_038746921.1	XP_045267686.1
OG0006851	XP_038746922.1	XP_045267688.1
OG0006852	XP_038746923.1	XP_045267689.1
OG0006853	XP_038746924.1	XP_045267691.1
OG0006854	XP_038746926.1	XP_045267697.1
OG0006855	XP_038746930.1	XP_045267698.1
OG0006856	XP_038746931.1	XP_045267699.1
OG0006857	XP_038746932.1	XP_045267700.1
OG0006858	XP_038746933.1	XP_045267701.1
OG0006859	XP_038746934.1	XP_045267702.1
OG0006860	XP_038746936.1	XP_045267705.1
OG0006861	XP_038746937.1	XP_045267706.1
OG0006862	XP_038746940.1	XP_045267714.1
OG0006863	XP_038746943.1	XP_045267718.1
OG0006864	XP_038746947.1	XP_045267741.1
OG0006865	XP_038746948.1	XP_045267740.1
OG0006866	XP_038746883.1	XP_045267633.1
OG0006867	XP_038746882.1	XP_045267632.1
OG0006868	XP_038747810.1	XP_045256898.1
OG0006869	XP_038746902.1	XP_045267660.1
OG0006870	XP_038746900.1	XP_045267658.1
OG0006871	XP_038746899.1	XP_045267657.1
OG0006872	XP_038746898.1	XP_045267656.1
OG0006873	XP_038747578.1	XP_045260689.1
OG0006874	XP_038746910.1	XP_045267667.1
OG0006875	XP_038746908.1	XP_045267671.1
OG0006876	XP_038746907.1	XP_045267670.1
OG0006877	XP_038746915.1	XP_045267677.1
OG0006878	XP_038746917.1	XP_045267678.1
OG0006879	XP_038746918.1	XP_045267680.1
OG0006880	XP_038747309.1	XP_045267812.1
OG0006881	XP_038747310.1	XP_045267811.1
OG0006882	XP_038747313.1	XP_045267809.1
OG0006883	XP_038747312.1	XP_045267808.1
OG0006884	XP_038747349.1	XP_045263915.1
OG0006886	XP_038747351.1	XP_045263918.1
OG0006887	XP_038747352.1	XP_045263919.1
OG0006888	XP_038747336.1	XP_045263896.1
OG0006889	XP_038747330.1	XP_045258186.1
OG0006890	XP_038747329.1	XP_045267822.1
OG0006891	XP_038747331.1	XP_045263886.1
OG0006892	XP_038747332.1	XP_045263887.1
OG0006893	XP_038747333.1	XP_045263888.1
OG0006894	XP_038747334.1	XP_045263889.1
OG0006895	XP_038747386.1	XP_045263885.1
OG0006896	XP_038747371.1	XP_045263873.1
OG0006897	XP_038747372.1	XP_045263874.1
OG0006898	XP_038747373.1	XP_045263875.1
OG0006899	XP_038747374.1	XP_045263876.1
OG0006900	XP_038747376.1	XP_045263877.1
OG0006901	XP_038747377.1	XP_045263878.1
OG0006902	XP_038747379.1	XP_045263879.1
OG0006903	XP_038747382.1	XP_045263881.1
OG0006904	XP_038747383.1	XP_045263882.1
OG0006905	XP_038747384.1	XP_045263883.1
OG0006906	XP_038747357.1	XP_045263872.1
OG0006907	XP_038747356.1	XP_045263871.1
OG0006908	XP_038747358.1	XP_045263870.1
OG0006909	XP_038747360.1	XP_045263869.1
OG0006910	XP_038747361.1	XP_045263868.1
OG0006911	XP_038747362.1	XP_045263867.1
OG0006912	XP_038747363.1	XP_045263866.1
OG0006913	XP_038747364.1	XP_045263865.1
OG0006914	XP_038747365.1	XP_045263864.1
OG0006915	XP_038747366.1	XP_045263863.1
OG0006916	XP_038747408.1	XP_045263855.1
OG0006917	XP_038747409.1	XP_045263856.1
OG0006918	XP_038747403.1	XP_045263850.1
OG0006919	XP_038747404.1	XP_045263851.1
OG0006920	XP_038747405.1	XP_045263852.1
OG0006921	XP_038747406.1	XP_045263854.1
OG0006922	XP_038747402.1	XP_045263848.1
OG0006923	XP_038747401.1	XP_045263847.1
OG0006924	XP_038747394.1	XP_045263840.1
OG0006925	XP_038747396.1	XP_045263841.1
OG0006926	XP_038747397.1	XP_045263842.1
OG0006927	XP_038750651.1	XP_045270422.1
OG0006928	XP_038750620.1	XP_045270420.1
OG0006929	XP_038750621.1	XP_045270419.1
OG0006930	XP_038750622.1	XP_045270418.1
OG0006931	XP_038750623.1	XP_045270417.1
OG0006932	XP_038750624.1	XP_045270416.1
OG0006933	XP_038750625.1	XP_045270415.1
OG0006934	XP_038750627.1	XP_045270413.1
OG0006935	XP_038750628.1	XP_045270412.1
OG0006936	XP_038750629.1	XP_045270411.1
OG0006937	XP_038750632.1	XP_045270407.1
OG0006938	XP_038750633.1	XP_045270405.1
OG0006939	XP_038750932.1	XP_045256657.1
OG0006940	XP_038750639.1	XP_045270402.1
OG0006941	XP_038750636.1	XP_045270403.1
OG0006942	XP_038750640.1	XP_045270401.1
OG0006943	XP_038750641.1	XP_045270400.1
OG0006944	XP_038750642.1	XP_045270399.1
OG0006945	XP_038750643.1	XP_045270398.1
OG0006946	XP_038750644.1	XP_045270397.1
OG0006947	XP_038750645.1	XP_045270396.1
OG0006948	XP_038750646.1	XP_045270395.1
OG0006949	XP_038750647.1	XP_045270394.1
OG0006950	XP_038750648.1	XP_045270393.1
OG0006951	XP_038750649.1	XP_045270392.1
OG0006952	XP_038750650.1	XP_045270391.1
OG0006953	XP_038750578.1	XP_045270329.1
OG0006954	XP_038750446.1	XP_045270389.1
OG0006955	XP_038750447.1	XP_045270388.1
OG0006956	XP_038750449.1	XP_045270386.1
OG0006957	XP_038750450.1	XP_045270385.1
OG0006958	XP_038750451.1	XP_045270384.1
OG0006959	XP_038750452.1	XP_045270383.1
OG0006960	XP_038750453.1	XP_045270382.1
OG0006961	XP_038750454.1	XP_045270381.1
OG0006962	XP_038750455.1	XP_045270380.1
OG0006963	XP_038750457.1	XP_045270377.1
OG0006964	XP_038750458.1	XP_045270376.1
OG0006965	XP_038750460.1	XP_045270374.1
OG0006966	XP_038750461.1	XP_045270373.1
OG0006967	XP_038750462.1	XP_045270372.1
OG0006968	XP_038750463.1	XP_045270371.1
OG0006969	XP_038750607.1	XP_045270367.1
OG0006970	XP_038750606.1	XP_045270366.1
OG0006971	XP_038750604.1	XP_045270365.1
OG0006972	XP_038750605.1	XP_045270364.1
OG0006973	XP_038750603.1	XP_045270363.1
OG0006974	XP_038750602.1	XP_045270362.1
OG0006975	XP_038750601.1	XP_045270361.1
OG0006976	XP_038750600.1	XP_045270360.1
OG0006977	XP_038750599.1	XP_045270359.1
OG0006978	XP_038750612.1	XP_045270358.1
OG0006979	XP_038750613.1	XP_045270357.1
OG0006980	XP_038750615.1	XP_045270356.1
OG0006981	XP_038750616.1	XP_045270355.1
OG0006982	XP_038750598.1	XP_045270349.1
OG0006983	XP_038750597.1	XP_045270348.1
OG0006984	XP_038750596.1	XP_045270347.1
OG0006985	XP_038750595.1	XP_045270346.1
OG0006986	XP_038750594.1	XP_045270345.1
OG0006987	XP_038750593.1	XP_045270344.1
OG0006988	XP_038750592.1	XP_045270343.1
OG0006989	XP_038750591.1	XP_045270342.1
OG0006990	XP_038750589.1	XP_045270340.1
OG0006991	XP_038750588.1	XP_045270339.1
OG0006992	XP_038750587.1	XP_045270338.1
OG0006993	XP_038750586.1	XP_045270337.1
OG0006994	XP_038750585.1	XP_045270335.1
OG0006995	XP_038750583.1	XP_045270333.1
OG0006996	XP_038750582.1	XP_045270332.1
OG0006997	XP_038750580.1	XP_045270331.1
OG0006998	XP_038750524.1	XP_045270279.1
OG0006999	XP_038750525.1	XP_045270278.1
OG0007000	XP_038750526.1	XP_045263712.1
OG0007001	XP_038750527.1	XP_045263711.1
OG0007002	XP_038750528.1	XP_045263710.1
OG0007003	XP_038750529.1	XP_045263709.1
OG0007004	XP_038750530.1	XP_045263708.1
OG0007005	XP_038750531.1	XP_045263707.1
OG0007006	XP_038750532.1	XP_045263706.1
OG0007007	XP_038750533.1	XP_045263705.1
OG0007008	XP_038750534.1	XP_045263704.1
OG0007009	XP_038750535.1	XP_045263703.1
OG0007010	XP_038750537.1	XP_045263701.1
OG0007011	XP_038750538.1	XP_045263700.1
OG0007012	XP_038750539.1	XP_045263699.1
OG0007013	XP_038750541.1	XP_045263698.1
OG0007014	XP_038750543.1	XP_045263696.1
OG0007015	XP_038750544.1	XP_045263695.1
OG0007016	XP_038744319.1	XP_045263694.1
OG0007017	XP_038744318.1	XP_045263693.1
OG0007018	XP_038744316.1	XP_045263691.1
OG0007019	XP_038744314.1	XP_045263687.1
OG0007020	XP_038744313.1	XP_045263686.1
OG0007021	XP_038744312.1	XP_045263685.1
OG0007022	XP_038744311.1	XP_045263684.1
OG0007023	XP_038744310.1	XP_045263683.1
OG0007024	XP_038744309.1	XP_045263682.1
OG0007025	XP_038744308.1	XP_045263681.1
OG0007026	XP_038744307.1	XP_045263680.1
OG0007027	XP_038744304.1	XP_045263678.1
OG0007028	XP_038744303.1	XP_045263677.1
OG0007029	XP_038744302.1	XP_045263676.1
OG0007030	XP_038744301.1	XP_045263675.1
OG0007031	XP_038744300.1	XP_045263674.1
OG0007032	XP_038744299.1	XP_045263673.1
OG0007033	XP_038744298.1	XP_045263671.1
OG0007034	XP_038744297.1	XP_045263670.1
OG0007035	XP_038744296.1	XP_045263669.1
OG0007036	XP_038744295.1	XP_045263668.1
OG0007037	XP_038750474.1	XP_045270320.1
OG0007038	XP_038750473.1	XP_045270321.1
OG0007039	XP_038750471.1	XP_045270322.1
OG0007040	XP_038750470.1	XP_045270323.1
OG0007041	XP_038750469.1	XP_045270324.1
OG0007042	XP_038750468.1	XP_045270325.1
OG0007043	XP_038750467.1	XP_045270326.1
OG0007044	XP_038750466.1	XP_045270328.1
OG0007045	XP_038750464.1	XP_045270350.1
OG0007046	XP_038750522.1	XP_045270280.1
OG0007047	XP_038750521.1	XP_045270281.1
OG0007048	XP_038750520.1	XP_045270282.1
OG0007049	XP_038750519.1	XP_045270283.1
OG0007050	XP_038750518.1	XP_045270284.1
OG0007051	XP_038750517.1	XP_045270285.1
OG0007052	XP_038750516.1	XP_045270286.1
OG0007053	XP_038750514.1	XP_045270287.1
OG0007054	XP_038750513.1	XP_045270288.1
OG0007055	XP_038750512.1	XP_045270289.1
OG0007056	XP_038750511.1	XP_045270290.1
OG0007057	XP_038750510.1	XP_045270291.1
OG0007058	XP_038750509.1	XP_045270292.1
OG0007059	XP_038750508.1	XP_045270293.1
OG0007060	XP_038750506.1	XP_045270295.1
OG0007061	XP_038750504.1	XP_045270296.1
OG0007062	XP_038750503.1	XP_045270297.1
