Orthogroup	Colletotrichum_karsti	Colletotrichum_acutatum
OG0005710	XP_038740289.1	XP_060363777.1
OG0005711	XP_038740290.1	XP_060363776.1
OG0005712	XP_038740291.1	XP_060363775.1
OG0005713	XP_038740292.1	XP_060363774.1
OG0005714	XP_038740293.1	XP_060363773.1
OG0005715	XP_038740294.1	XP_060363772.1
OG0005716	XP_038740295.1	XP_060363770.1
OG0005717	XP_038740296.1	XP_060363768.1
OG0005718	XP_038740297.1	XP_060363767.1
OG0005719	XP_038740298.1	XP_060363766.1
OG0005720	XP_038740299.1	XP_060363764.1
OG0005721	XP_038740300.1	XP_060363763.1
OG0005722	XP_038740302.1	XP_060363761.1
OG0005723	XP_038740303.1	XP_060363760.1
OG0005724	XP_038740304.1	XP_060363759.1
OG0005725	XP_038740305.1	XP_060363757.1
OG0005726	XP_038740306.1	XP_060363756.1
OG0005727	XP_038740308.1	XP_060363755.1
OG0005728	XP_038740309.1	XP_060363753.1
OG0005729	XP_038740310.1	XP_060363752.1
OG0005730	XP_038740311.1	XP_060358354.1
OG0005731	XP_038740312.1	XP_060358355.1
OG0005732	XP_038740313.1	XP_060358356.1
OG0005733	XP_038740316.1	XP_060358363.1
OG0005734	XP_038740317.1	XP_060358365.1
OG0005735	XP_038751920.1	XP_060360233.1
OG0005736	XP_038751900.1	XP_060360232.1
OG0005737	XP_038751899.1	XP_060360231.1
OG0005738	XP_038751898.1	XP_060360229.1
OG0005739	XP_038751875.1	XP_060360228.1
OG0005740	XP_038751876.1	XP_060360227.1
OG0005741	XP_038751879.1	XP_060360222.1
OG0005742	XP_038751881.1	XP_060360220.1
OG0005743	XP_038751882.1	XP_060360219.1
OG0005744	XP_038751883.1	XP_060360218.1
OG0005745	XP_038751885.1	XP_060360216.1
OG0005746	XP_038751886.1	XP_060360215.1
OG0005747	XP_038751887.1	XP_060360213.1
OG0005748	XP_038751889.1	XP_060360207.1
OG0005749	XP_038751890.1	XP_060360205.1
OG0005750	XP_038751893.1	XP_060368896.1
OG0005751	XP_038751894.1	XP_060368895.1
OG0005752	XP_038751895.1	XP_060368894.1
OG0005753	XP_038751896.1	XP_060368893.1
OG0005754	XP_038751897.1	XP_060368892.1
OG0005755	XP_038751873.1	XP_060368890.1
OG0005756	XP_038751872.1	XP_060368889.1
OG0005757	XP_038751871.1	XP_060368888.1
OG0005758	XP_038751870.1	XP_060368887.1
OG0005759	XP_038751869.1	XP_060368886.1
OG0005760	XP_038751868.1	XP_060368885.1
OG0005761	XP_038751867.1	XP_060368884.1
OG0005762	XP_038751866.1	XP_060368883.1
OG0005763	XP_038751864.1	XP_060368882.1
OG0005764	XP_038751862.1	XP_060368880.1
OG0005765	XP_038751861.1	XP_060368879.1
OG0005766	XP_038751860.1	XP_060368878.1
OG0005767	XP_038751859.1	XP_060368877.1
OG0005768	XP_038751849.1	XP_060368876.1
OG0005769	XP_038751848.1	XP_060368875.1
OG0005770	XP_038751847.1	XP_060368874.1
OG0005771	XP_038751846.1	XP_060368871.1
OG0005772	XP_038751850.1	XP_060368870.1
OG0005773	XP_038751851.1	XP_060368868.1
OG0005774	XP_038751852.1	XP_060368867.1
OG0005775	XP_038751853.1	XP_060368866.1
OG0005776	XP_038751855.1	XP_060368863.1
OG0005777	XP_038751856.1	XP_060368862.1
OG0005778	XP_038751857.1	XP_060368861.1
OG0005779	XP_038751858.1	XP_060368860.1
OG0005780	XP_038751845.1	XP_060368859.1
OG0005781	XP_038751842.1	XP_060368857.1
OG0005782	XP_038751841.1	XP_060368856.1
OG0005783	XP_038751840.1	XP_060368855.1
OG0005784	XP_038751839.1	XP_060368854.1
OG0005785	XP_038751838.1	XP_060368853.1
OG0005786	XP_038751837.1	XP_060368852.1
OG0005787	XP_038751833.1	XP_060368847.1
OG0005788	XP_038751831.1	XP_060368845.1
OG0005789	XP_038751830.1	XP_060368844.1
OG0005790	XP_038751829.1	XP_060368843.1
OG0005791	XP_038751828.1	XP_060368842.1
OG0005792	XP_038751827.1	XP_060368841.1
OG0005793	XP_038751826.1	XP_060368840.1
OG0005794	XP_038751825.1	XP_060368837.1
OG0005795	XP_038751824.1	XP_060368836.1
OG0005796	XP_038751823.1	XP_060368835.1
OG0005797	XP_038751822.1	XP_060368832.1
OG0005798	XP_038751821.1	XP_060368831.1
OG0005799	XP_038751820.1	XP_060368830.1
OG0005800	XP_038751819.1	XP_060368828.1
OG0005801	XP_038751818.1	XP_060368827.1
OG0005802	XP_038751817.1	XP_060368826.1
OG0005803	XP_038751814.1	XP_060368824.1
OG0005804	XP_038751813.1	XP_060368823.1
OG0005805	XP_038751812.1	XP_060368822.1
OG0005806	XP_038751811.1	XP_060368820.1
OG0005807	XP_038751803.1	XP_060368818.1
OG0005808	XP_038751805.1	XP_060368816.1
OG0005809	XP_038751807.1	XP_060368814.1
OG0005810	XP_038751808.1	XP_060368813.1
OG0005811	XP_038751809.1	XP_060368812.1
OG0005812	XP_038751810.1	XP_060368810.1
OG0005813	XP_038751801.1	XP_060368809.1
OG0005814	XP_038751784.1	XP_060368808.1
OG0005815	XP_038751785.1	XP_060368807.1
OG0005816	XP_038751786.1	XP_060368806.1
OG0005817	XP_038751787.1	XP_060368805.1
OG0005818	XP_038751788.1	XP_060368798.1
OG0005819	XP_038751789.1	XP_060368796.1
OG0005820	XP_038751791.1	XP_060368794.1
OG0005821	XP_038751792.1	XP_060368793.1
OG0005822	XP_038751793.1	XP_060368792.1
OG0005823	XP_038751794.1	XP_060368791.1
OG0005824	XP_038751795.1	XP_060368790.1
OG0005825	XP_038751796.1	XP_060368789.1
OG0005826	XP_038751797.1	XP_060368788.1
OG0005827	XP_038751798.1	XP_060368787.1
OG0005828	XP_038751799.1	XP_060368786.1
OG0005829	XP_038751776.1	XP_060368783.1
OG0005830	XP_038751775.1	XP_060368782.1
OG0005831	XP_038751774.1	XP_060368780.1
OG0005832	XP_038751773.1	XP_060368779.1
OG0005833	XP_038751777.1	XP_060368777.1
OG0005834	XP_038751778.1	XP_060368775.1
OG0005835	XP_038751779.1	XP_060368772.1
OG0005836	XP_038751780.1	XP_060368771.1
OG0005837	XP_038751781.1	XP_060368770.1
OG0005838	XP_038751772.1	XP_060368768.1
OG0005839	XP_038751770.1	XP_060368766.1
OG0005840	XP_038751769.1	XP_060368765.1
OG0005841	XP_038751768.1	XP_060368764.1
OG0005842	XP_038751766.1	XP_060368762.1
OG0005843	XP_038751765.1	XP_060368760.1
OG0005844	XP_038751764.1	XP_060368759.1
OG0005845	XP_038751761.1	XP_060368757.1
OG0005846	XP_038751760.1	XP_060368756.1
OG0005847	XP_038751755.1	XP_060368753.1
OG0005848	XP_038751745.1	XP_060368750.1
OG0005849	XP_038751743.1	XP_060364760.1
OG0005850	XP_038751730.1	XP_060364757.1
OG0005851	XP_038751729.1	XP_060364756.1
OG0005852	XP_038751728.1	XP_060364755.1
OG0005853	XP_038751727.1	XP_060364754.1
OG0005854	XP_038751726.1	XP_060364753.1
OG0005855	XP_038751723.1	XP_060364745.1
OG0005856	XP_038751713.1	XP_060364737.1
OG0005857	XP_038751714.1	XP_060364736.1
OG0005858	XP_038751711.1	XP_060364735.1
OG0005859	XP_038751709.1	XP_060364732.1
OG0005860	XP_038751708.1	XP_060364731.1
OG0005861	XP_038751707.1	XP_060364729.1
OG0005862	XP_038751706.1	XP_060364728.1
OG0005863	XP_038751700.1	XP_060364725.1
OG0005864	XP_038751702.1	XP_060364723.1
OG0005865	XP_038751703.1	XP_060364722.1
OG0005866	XP_038751704.1	XP_060364721.1
OG0005868	XP_038751699.1	XP_060364717.1
OG0005869	XP_038751698.1	XP_060364715.1
OG0005870	XP_038751697.1	XP_060364714.1
OG0005871	XP_038751696.1	XP_060364713.1
OG0005872	XP_038751695.1	XP_060364712.1
OG0005873	XP_038751694.1	XP_060364711.1
OG0005874	XP_038751693.1	XP_060364710.1
OG0005875	XP_038751692.1	XP_060364709.1
OG0005876	XP_038751679.1	XP_060364705.1
OG0005877	XP_038751681.1	XP_060364703.1
OG0005878	XP_038751682.1	XP_060364702.1
OG0005879	XP_038751683.1	XP_060364701.1
OG0005880	XP_038751684.1	XP_060364700.1
OG0005881	XP_038751685.1	XP_060364699.1
OG0005882	XP_038751673.1	XP_060364696.1
OG0005883	XP_038751677.1	XP_060364694.1
OG0005884	XP_038751676.1	XP_060364693.1
OG0005885	XP_038751675.1	XP_060364690.1
OG0005886	XP_038751674.1	XP_060364687.1
OG0005887	XP_038751672.1	XP_060357294.1
OG0005888	XP_038751670.1	XP_060357298.1
OG0005889	XP_038751669.1	XP_060357299.1
OG0005890	XP_038751667.1	XP_060358555.1
OG0005891	XP_038751665.1	XP_060358553.1
OG0005892	XP_038751664.1	XP_060358552.1
OG0005893	XP_038751663.1	XP_060358549.1
OG0005894	XP_038751662.1	XP_060358548.1
OG0005895	XP_038751661.1	XP_060358547.1
OG0005896	XP_038751660.1	XP_060358546.1
OG0005897	XP_038751658.1	XP_060358543.1
OG0005898	XP_038751657.1	XP_060358542.1
OG0005899	XP_038751656.1	XP_060358541.1
OG0005900	XP_038751655.1	XP_060358540.1
OG0005901	XP_038751646.1	XP_060358538.1
OG0005902	XP_038751647.1	XP_060371212.1
OG0005903	XP_038751617.1	XP_060371210.1
OG0005904	XP_038751616.1	XP_060371203.1
OG0005905	XP_038751615.1	XP_060371202.1
OG0005906	XP_038751614.1	XP_060371201.1
OG0005907	XP_038751649.1	XP_060371200.1
OG0005908	XP_038751650.1	XP_060371198.1
OG0005909	XP_038751651.1	XP_060371197.1
OG0005910	XP_038751652.1	XP_060371196.1
OG0005911	XP_038751653.1	XP_060371195.1
OG0005912	XP_038751619.1	XP_060371193.1
OG0005913	XP_038751622.1	XP_060371189.1
OG0005914	XP_038751623.1	XP_060371188.1
OG0005915	XP_038751624.1	XP_060371187.1
OG0005916	XP_038751628.1	XP_060371186.1
OG0005917	XP_038751629.1	XP_060371185.1
OG0005918	XP_038751630.1	XP_060371184.1
OG0005919	XP_038751632.1	XP_060371183.1
OG0005920	XP_038751633.1	XP_060371181.1
OG0005921	XP_038751634.1	XP_060371180.1
OG0005922	XP_038751635.1	XP_060371179.1
OG0005923	XP_038751636.1	XP_060371178.1
OG0005924	XP_038751637.1	XP_060371177.1
OG0005925	XP_038751638.1	XP_060371176.1
OG0005926	XP_038751639.1	XP_060371175.1
OG0005927	XP_038751640.1	XP_060371174.1
OG0005928	XP_038751641.1	XP_060371173.1
OG0005929	XP_038751644.1	XP_060371169.1
OG0005930	XP_038751603.1	XP_060371166.1
OG0005931	XP_038751604.1	XP_060371163.1
OG0005932	XP_038751605.1	XP_060371162.1
OG0005933	XP_038751606.1	XP_060371161.1
OG0005934	XP_038751607.1	XP_060371160.1
OG0005935	XP_038751608.1	XP_060371158.1
OG0005936	XP_038751609.1	XP_060371157.1
OG0005937	XP_038751610.1	XP_060371156.1
OG0005938	XP_038751611.1	XP_060371155.1
OG0005939	XP_038751601.1	XP_060371154.1
OG0005940	XP_038751600.1	XP_060371152.1
OG0005941	XP_038751598.1	XP_060371151.1
OG0005942	XP_038751597.1	XP_060371149.1
OG0005943	XP_038751596.1	XP_060371147.1
OG0005944	XP_038751595.1	XP_060371146.1
OG0005945	XP_038751593.1	XP_060371141.1
OG0005946	XP_038751592.1	XP_060371139.1
OG0005947	XP_038751591.1	XP_060371138.1
OG0005948	XP_038751579.1	XP_060371137.1
OG0005949	XP_038751580.1	XP_060371135.1
OG0005950	XP_038751581.1	XP_060371134.1
OG0005951	XP_038751582.1	XP_060371133.1
OG0005952	XP_038751583.1	XP_060371130.1
OG0005953	XP_038751577.1	XP_060371128.1
OG0005954	XP_038751576.1	XP_060371127.1
OG0005955	XP_038751575.1	XP_060371126.1
OG0005956	XP_038751574.1	XP_060371125.1
OG0005957	XP_038751573.1	XP_060371124.1
OG0005958	XP_038751588.1	XP_060371123.1
OG0005959	XP_038751584.1	XP_060371121.1
OG0005960	XP_038751585.1	XP_060371120.1
OG0005961	XP_038751586.1	XP_060371119.1
OG0005962	XP_038751587.1	XP_060371118.1
OG0005963	XP_038751488.1	XP_060371117.1
OG0005964	XP_038751487.1	XP_060371116.1
OG0005965	XP_038751486.1	XP_060371115.1
OG0005966	XP_038751485.1	XP_060371114.1
OG0005967	XP_038751484.1	XP_060371113.1
OG0005968	XP_038751483.1	XP_060371112.1
OG0005969	XP_038747085.1	XP_060370601.1
OG0005970	XP_038747075.1	XP_060370605.1
OG0005971	XP_038747076.1	XP_060370606.1
OG0005972	XP_038747088.1	XP_060370607.1
OG0005973	XP_038747089.1	XP_060370608.1
OG0005974	XP_038747092.1	XP_060370609.1
OG0005975	XP_038747091.1	XP_060370611.1
OG0005976	XP_038747093.1	XP_060370599.1
OG0005977	XP_038747063.1	XP_060370598.1
OG0005978	XP_038747072.1	XP_060370597.1
OG0005979	XP_038747070.1	XP_060370595.1
OG0005980	XP_038747069.1	XP_060370594.1
OG0005981	XP_038747068.1	XP_060370593.1
OG0005982	XP_038747067.1	XP_060370592.1
OG0005983	XP_038747066.1	XP_060370590.1
OG0005984	XP_038747065.1	XP_060370589.1
OG0005985	XP_038747064.1	XP_060370587.1
OG0005986	XP_038747054.1	XP_060370585.1
OG0005987	XP_038747052.1	XP_060370583.1
OG0005988	XP_038747051.1	XP_060370581.1
OG0005989	XP_038747050.1	XP_060370579.1
OG0005990	XP_038747048.1	XP_060370577.1
OG0005991	XP_038747046.1	XP_060370576.1
OG0005992	XP_038747045.1	XP_060370575.1
OG0005993	XP_038747044.1	XP_060370574.1
OG0005994	XP_038747038.1	XP_060370571.1
OG0005995	XP_038747039.1	XP_060370570.1
OG0005996	XP_038747040.1	XP_060370569.1
OG0005997	XP_038747061.1	XP_060370567.1
OG0005998	XP_038747031.1	XP_060370557.1
OG0005999	XP_038747029.1	XP_060370554.1
OG0006000	XP_038747027.1	XP_060370550.1
OG0006001	XP_038747023.1	XP_060370546.1
OG0006002	XP_038747022.1	XP_060370545.1
OG0006003	XP_038747017.1	XP_060370542.1
OG0006004	XP_038747016.1	XP_060370541.1
OG0006005	XP_038747012.1	XP_060370533.1
OG0006006	XP_038747011.1	XP_060370532.1
OG0006007	XP_038747010.1	XP_060370531.1
OG0006008	XP_038747007.1	XP_060370526.1
OG0006009	XP_038748426.1	XP_060370524.1
OG0006010	XP_038748425.1	XP_060370523.1
OG0006011	XP_038748420.1	XP_060370520.1
OG0006012	XP_038748422.1	XP_060370518.1
OG0006013	XP_038748423.1	XP_060370517.1
OG0006014	XP_038748424.1	XP_060370516.1
OG0006015	XP_038748419.1	XP_060370514.1
OG0006016	XP_038748413.1	XP_060370510.1
OG0006017	XP_038748412.1	XP_060370509.1
OG0006018	XP_038748409.1	XP_060370507.1
OG0006019	XP_038748410.1	XP_060370506.1
OG0006020	XP_038748408.1	XP_060370505.1
OG0006021	XP_038748406.1	XP_060370501.1
OG0006022	XP_038748405.1	XP_060370500.1
OG0006023	XP_038748404.1	XP_060370499.1
OG0006024	XP_038748403.1	XP_060370498.1
OG0006025	XP_038748398.1	XP_060370494.1
OG0006026	XP_038748400.1	XP_060363230.1
OG0006027	XP_038748397.1	XP_060363231.1
OG0006028	XP_038748396.1	XP_060363233.1
OG0006029	XP_038748395.1	XP_060363234.1
OG0006030	XP_038748394.1	XP_060363235.1
OG0006031	XP_038748393.1	XP_060363236.1
OG0006032	XP_038748392.1	XP_060363237.1
OG0006033	XP_038748391.1	XP_060363238.1
OG0006034	XP_038748389.1	XP_060363241.1
OG0006035	XP_038748388.1	XP_060363242.1
OG0006036	XP_038748387.1	XP_060363243.1
OG0006037	XP_038748385.1	XP_060363244.1
OG0006038	XP_038748386.1	XP_060363245.1
OG0006039	XP_038748384.1	XP_060363248.1
OG0006040	XP_038748383.1	XP_060363249.1
OG0006041	XP_038748382.1	XP_060363250.1
OG0006042	XP_038748381.1	XP_060363252.1
OG0006043	XP_038748380.1	XP_060363253.1
OG0006044	XP_038748374.1	XP_060363254.1
OG0006045	XP_038748375.1	XP_060363255.1
OG0006046	XP_038748376.1	XP_060363256.1
OG0006047	XP_038748377.1	XP_060363257.1
OG0006048	XP_038748378.1	XP_060363258.1
OG0006049	XP_038748379.1	XP_060363259.1
OG0006050	XP_038748373.1	XP_060363260.1
OG0006051	XP_038748372.1	XP_060363261.1
OG0006052	XP_038748371.1	XP_060363262.1
OG0006053	XP_038748354.1	XP_060363265.1
OG0006054	XP_038748355.1	XP_060363266.1
OG0006055	XP_038748357.1	XP_060363268.1
OG0006056	XP_038748358.1	XP_060363269.1
OG0006057	XP_038748359.1	XP_060363270.1
OG0006058	XP_038748360.1	XP_060363271.1
OG0006059	XP_038748361.1	XP_060363272.1
OG0006060	XP_038748362.1	XP_060363273.1
OG0006061	XP_038748363.1	XP_060363274.1
OG0006062	XP_038748369.1	XP_060363278.1
OG0006063	XP_038748370.1	XP_060363279.1
OG0006064	XP_038748343.1	XP_060363280.1
OG0006065	XP_038748342.1	XP_060363281.1
OG0006066	XP_038748367.1	XP_060363284.1
OG0006067	XP_038748339.1	XP_060363285.1
OG0006068	XP_038748338.1	XP_060363286.1
OG0006069	XP_038748333.1	XP_060363292.1
OG0006070	XP_038748317.1	XP_060363298.1
OG0006071	XP_038748318.1	XP_060363297.1
OG0006072	XP_038748319.1	XP_060363295.1
OG0006073	XP_038747801.1	XP_060357231.1
OG0006074	XP_038747798.1	XP_060357102.1
OG0006075	XP_038747796.1	XP_060357105.1
OG0006076	XP_038747788.1	XP_060357106.1
OG0006077	XP_038747784.1	XP_060361518.1
OG0006078	XP_038747785.1	XP_060361519.1
OG0006079	XP_038747786.1	XP_060361520.1
OG0006080	XP_038747775.1	XP_060361522.1
OG0006081	XP_038747776.1	XP_060361523.1
OG0006082	XP_038747778.1	XP_060361526.1
OG0006083	XP_038747663.1	XP_060361528.1
OG0006084	XP_038747664.1	XP_060361529.1
OG0006085	XP_038747665.1	XP_060361530.1
OG0006086	XP_038747666.1	XP_060361531.1
OG0006087	XP_038747628.1	XP_060361535.1
OG0006088	XP_038747625.1	XP_060361538.1
OG0006089	XP_038747624.1	XP_060361539.1
OG0006091	XP_038747824.1	XP_060361552.1
OG0006092	XP_038747823.1	XP_060361555.1
OG0006093	XP_038747822.1	XP_060361556.1
OG0006094	XP_038747817.1	XP_060362235.1
OG0006095	XP_038747816.1	XP_060362236.1
OG0006096	XP_038751543.1	XP_060362238.1
OG0006097	XP_038751544.1	XP_060362239.1
OG0006098	XP_038747660.1	XP_060362250.1
OG0006099	XP_038747658.1	XP_060362251.1
OG0006100	XP_038747656.1	XP_060362252.1
OG0006101	XP_038747653.1	XP_060362255.1
OG0006102	XP_038747652.1	XP_060362256.1
OG0006103	XP_038747651.1	XP_060362257.1
OG0006104	XP_038747650.1	XP_060362261.1
OG0006105	XP_038747648.1	XP_060362263.1
OG0006106	XP_038747637.1	XP_060362269.1
OG0006107	XP_038747629.1	XP_060362271.1
OG0006108	XP_038747630.1	XP_060362272.1
OG0006109	XP_038747631.1	XP_060362273.1
OG0006110	XP_038747634.1	XP_060362275.1
OG0006111	XP_038747635.1	XP_060362276.1
OG0006112	XP_038747636.1	XP_060362277.1
OG0006113	XP_038747707.1	XP_060362278.1
OG0006114	XP_038747693.1	XP_060362280.1
OG0006115	XP_038747691.1	XP_060362286.1
OG0006116	XP_038743701.1	XP_060362287.1
OG0006117	XP_038747696.1	XP_060359967.1
OG0006118	XP_038747701.1	XP_060359965.1
OG0006119	XP_038747704.1	XP_060359962.1
OG0006120	XP_038747705.1	XP_060359961.1
OG0006121	XP_038747686.1	XP_060359956.1
OG0006122	XP_038747687.1	XP_060359955.1
OG0006123	XP_038747688.1	XP_060359954.1
OG0006124	XP_038747689.1	XP_060359953.1
OG0006125	XP_038743258.1	XP_060359950.1
OG0006126	XP_038747684.1	XP_060359949.1
OG0006127	XP_038747711.1	XP_060359946.1
OG0006128	XP_038747671.1	XP_060359943.1
OG0006129	XP_038747670.1	XP_060359938.1
OG0006130	XP_038741733.1, XP_038747679.1	XP_060359932.1
OG0006131	XP_038747678.1	XP_060359929.1
OG0006132	XP_038747676.1	XP_060359926.1
OG0006133	XP_038747681.1	XP_060357350.1
OG0006134	XP_038751744.1	XP_060357352.1
OG0006135	XP_038747751.1	XP_060357225.1
OG0006136	XP_038747752.1	XP_060357224.1
OG0006137	XP_038747613.1	XP_060357160.1
OG0006138	XP_038747749.1	XP_060357981.1
OG0006139	XP_038747737.1	XP_060357979.1
OG0006140	XP_038747746.1	XP_060357975.1
OG0006141	XP_038747742.1	XP_060358671.1
OG0006142	XP_038747744.1	XP_060358672.1
OG0006143	XP_038747743.1	XP_060358674.1
OG0006145	XP_038741441.1	XP_060357357.1
OG0006146	XP_038741440.1	XP_060357356.1
OG0006147	XP_038742330.1	XP_060357355.1
OG0006148	XP_038741444.1	XP_060358686.1
OG0006149	XP_038741445.1	XP_060358687.1
OG0006150	XP_038741452.1	XP_060358690.1
OG0006151	XP_038741451.1	XP_060358691.1
OG0006152	XP_038741450.1	XP_060358692.1
OG0006153	XP_038741449.1	XP_060358693.1
OG0006154	XP_038740171.1	XP_060358696.1
OG0006155	XP_038740170.1	XP_060358697.1
OG0006156	XP_038741904.1, XP_038741457.1	XP_060358705.1
OG0006157	XP_038741468.1	XP_060358709.1
OG0006159	XP_038741584.1	XP_060369790.1
OG0006160	XP_038741438.1	XP_060360918.1
OG0006162	XP_038741417.1	XP_060370056.1
OG0006164	XP_038741403.1	XP_060370064.1
OG0006165	XP_038741402.1	XP_060370066.1
OG0006167	XP_038741386.1	XP_060370071.1
OG0006168	XP_038741395.1	XP_060370075.1
OG0006169	XP_038741393.1	XP_060370078.1
OG0006170	XP_038741392.1	XP_060370079.1
OG0006171	XP_038741390.1	XP_060370083.1
OG0006172	XP_038741389.1	XP_060370084.1
OG0006173	XP_038741388.1	XP_060370085.1
OG0006174	XP_038741379.1	XP_060370087.1
OG0006175	XP_038741380.1	XP_060370088.1
OG0006176	XP_038741381.1	XP_060370089.1
OG0006177	XP_038741375.1	XP_060370093.1
OG0006178	XP_038741376.1	XP_060370094.1
OG0006179	XP_038741377.1	XP_060370095.1
OG0006180	XP_038741378.1	XP_060370097.1
OG0006181	XP_038741359.1	XP_060370099.1
OG0006182	XP_038741363.1	XP_060370100.1
OG0006183	XP_038741365.1	XP_060370102.1
OG0006184	XP_038741366.1	XP_060370103.1
OG0006185	XP_038741367.1	XP_060370104.1
OG0006186	XP_038741368.1	XP_060370105.1
OG0006187	XP_038741369.1	XP_060370107.1
OG0006188	XP_038741345.1	XP_060370110.1
OG0006189	XP_038741350.1	XP_060370113.1
OG0006190	XP_038741351.1	XP_060370114.1
OG0006191	XP_038741352.1	XP_060370115.1
OG0006192	XP_038741354.1	XP_060370117.1
OG0006193	XP_038741342.1	XP_060370120.1
OG0006194	XP_038748324.1	XP_060370123.1
OG0006195	XP_038741332.1	XP_060370128.1
OG0006196	XP_038741331.1	XP_060370130.1
OG0006198	XP_038741328.1	XP_060370137.1
OG0006199	XP_038741329.1	XP_060370138.1
OG0006200	XP_038741727.1	XP_060370144.1
OG0006201	XP_038741724.1	XP_060370145.1
OG0006202	XP_038741723.1	XP_060370146.1
OG0006203	XP_038741722.1	XP_060370148.1
OG0006204	XP_038741701.1	XP_060370152.1
OG0006205	XP_038741702.1	XP_060370153.1
OG0006206	XP_038741703.1	XP_060370154.1
OG0006207	XP_038741704.1	XP_060370155.1
OG0006208	XP_038741705.1	XP_060370156.1
OG0006209	XP_038741706.1	XP_060370157.1
OG0006210	XP_038741711.1	XP_060370162.1
OG0006211	XP_038741712.1	XP_060370163.1
OG0006212	XP_038741713.1	XP_060370164.1
OG0006213	XP_038741714.1	XP_060370165.1
OG0006214	XP_038741715.1	XP_060370166.1
OG0006215	XP_038741716.1	XP_060370167.1
OG0006216	XP_038741717.1	XP_060370168.1
OG0006217	XP_038741664.1	XP_060370172.1
OG0006218	XP_038741660.1	XP_060370180.1
OG0006219	XP_038741659.1	XP_060370182.1
OG0006220	XP_038741653.1	XP_060370188.1
OG0006221	XP_038741652.1	XP_060370190.1
OG0006222	XP_038741651.1	XP_060370191.1
OG0006223	XP_038741650.1	XP_060370192.1
OG0006224	XP_038741649.1	XP_060370193.1
OG0006225	XP_038741648.1	XP_060370194.1
OG0006226	XP_038741647.1	XP_060370195.1
OG0006227	XP_038740048.1, XP_038741646.1	XP_060370196.1
OG0006228	XP_038741645.1	XP_060370197.1
OG0006230	XP_038749000.1, XP_038741207.1	XP_060370198.1
OG0006231	XP_038741689.1	XP_060370200.1
OG0006232	XP_038741688.1	XP_060370201.1
OG0006233	XP_038741687.1	XP_060370202.1
OG0006234	XP_038741839.1	XP_060365989.1
OG0006235	XP_038741814.1	XP_060365994.1
OG0006236	XP_038741813.1	XP_060365995.1
OG0006237	XP_038741812.1	XP_060365996.1
OG0006238	XP_038741811.1	XP_060365997.1
OG0006239	XP_038741810.1	XP_060365998.1
OG0006240	XP_038741802.1	XP_060366000.1
OG0006241	XP_038741803.1	XP_060366002.1
OG0006242	XP_038741804.1	XP_060366003.1
OG0006243	XP_038741806.1	XP_060366005.1
OG0006244	XP_038741807.1	XP_060363029.1
OG0006245	XP_038741801.1	XP_060363028.1
OG0006246	XP_038741800.1	XP_060363026.1
OG0006247	XP_038741796.1	XP_060363024.1
OG0006248	XP_038741795.1	XP_060363023.1
OG0006249	XP_038741794.1	XP_060363022.1
OG0006250	XP_038741784.1	XP_060363015.1
OG0006251	XP_038741785.1	XP_060363014.1
OG0006252	XP_038741788.1	XP_060363012.1
OG0006253	XP_038741780.1	XP_060363007.1
OG0006254	XP_038741781.1	XP_060363006.1
OG0006255	XP_038740745.1	XP_060363001.1
OG0006256	XP_038741774.1	XP_060362999.1
OG0006257	XP_038741773.1	XP_060362998.1
OG0006258	XP_038741772.1	XP_060362996.1
OG0006259	XP_038741771.1	XP_060362995.1
OG0006260	XP_038741769.1	XP_060362991.1
OG0006261	XP_038741761.1	XP_060359520.1
OG0006262	XP_038741758.1	XP_060359519.1
OG0006263	XP_038741756.1	XP_060359517.1
OG0006264	XP_038741755.1	XP_060359515.1
OG0006265	XP_038741754.1	XP_060359514.1
OG0006266	XP_038741753.1	XP_060359513.1
OG0006268	XP_038741751.1	XP_060359510.1
OG0006269	XP_038741765.1	XP_060359508.1
OG0006270	XP_038741831.1	XP_060359504.1
OG0006271	XP_038741826.1	XP_060359499.1
OG0006272	XP_038741823.1	XP_060359497.1
OG0006273	XP_038741822.1	XP_060359496.1
OG0006274	XP_038742566.1	XP_060357452.1
OG0006275	XP_038742563.1	XP_060357454.1
OG0006276	XP_038742562.1	XP_060357455.1
OG0006277	XP_038741884.1	XP_060357819.1
OG0006278	XP_038741874.1	XP_060357818.1
OG0006279	XP_038741875.1	XP_060357817.1
OG0006280	XP_038741876.1	XP_060357816.1
OG0006281	XP_038741877.1	XP_060357815.1
OG0006282	XP_038741878.1	XP_060357814.1
OG0006283	XP_038741879.1	XP_060357813.1
OG0006284	XP_038741881.1	XP_060357810.1
OG0006285	XP_038741867.1	XP_060357795.1
OG0006286	XP_038741866.1	XP_060357794.1
OG0006288	XP_038745144.1	XP_060357793.1
OG0006289	XP_038741859.1	XP_060357792.1
OG0006290	XP_038741857.1	XP_060358043.1
OG0006291	XP_038741856.1	XP_060358042.1
OG0006292	XP_038741855.1	XP_060358041.1
OG0006293	XP_038741852.1	XP_060358038.1
OG0006294	XP_038742577.1	XP_060358037.1
OG0006295	XP_038742570.1	XP_060358035.1
OG0006296	XP_038742571.1	XP_060358034.1
OG0006297	XP_038742572.1	XP_060358033.1
OG0006298	XP_038742573.1	XP_060358032.1
OG0006299	XP_038742574.1	XP_060358031.1
OG0006300	XP_038742575.1	XP_060358030.1
