Orthogroup	Colletotrichum_karsti	Colletotrichum_siamense
OG0004637	XP_038739153.1	XP_036492073.1
OG0004638	XP_038739154.1	XP_036492076.1
OG0004639	XP_038739150.1	XP_036491370.1
OG0004640	XP_038739149.1	XP_036491316.1
OG0004641	XP_038739148.1	XP_036491315.1
OG0004642	XP_038739147.1	XP_036491337.1
OG0004643	XP_038739146.1	XP_036491336.1
OG0004644	XP_038739145.1	XP_036491346.1
OG0004645	XP_038739142.1	XP_036491317.1
OG0004646	XP_038739141.1	XP_036492523.1
OG0004647	XP_038739139.1	XP_036491953.1
OG0004648	XP_038739131.1	XP_036491371.1
OG0004649	XP_038739136.1	XP_036491955.1
OG0004650	XP_038739137.1	XP_036492520.1
OG0004651	XP_038739133.1	XP_036491958.1
OG0004652	XP_038739135.1	XP_036491956.1
OG0004653	XP_038738844.1	XP_036492247.1
OG0004654	XP_038738845.1	XP_036491541.1
OG0004655	XP_038738846.1	XP_036491542.1
OG0004656	XP_038738847.1	XP_036491533.1
OG0004657	XP_038738848.1	XP_036491535.1
OG0004658	XP_038746440.1	XP_036491537.1
OG0004659	XP_038746439.1	XP_036491538.1
OG0004660	XP_038746437.1	XP_036492189.1
OG0004661	XP_038746431.1	XP_036492187.1
OG0004662	XP_038746430.1	XP_036492186.1
OG0004663	XP_038739118.1	XP_036491475.1
OG0004664	XP_038739117.1	XP_036491473.1
OG0004665	XP_038739116.1	XP_036491476.1
OG0004666	XP_038746435.1	XP_036492184.1
OG0004667	XP_038746434.1	XP_036492183.1
OG0004668	XP_038746433.1	XP_036492182.1
OG0004669	XP_038746432.1	XP_036492181.1
OG0004670	XP_038739127.1	XP_036491376.1
OG0004671	XP_038739125.1	XP_036491377.1
OG0004672	XP_038739122.1	XP_036492002.1
OG0004673	XP_038739121.1	XP_036492003.1
OG0004674	XP_038739120.1	XP_036491561.1
OG0004675	XP_038739119.1	XP_036491924.1
OG0004676	XP_038746436.1	XP_036492188.1
OG0004678	XP_038738843.1	XP_036491701.1
OG0004679	XP_038738842.1	XP_036492245.1
OG0004680	XP_038738841.1	XP_036492246.1
OG0004681	XP_038738839.1	XP_036492244.1
OG0004682	XP_038739134.1	XP_036491957.1
OG0004683	XP_038744733.1	XP_036496189.1
OG0004684	XP_038738836.1	XP_036491577.1
OG0004685	XP_038738833.1	XP_036491578.1
OG0004686	XP_038738832.1	XP_036491581.1
OG0004687	XP_038738830.1	XP_036491583.1
OG0004688	XP_038738829.1	XP_036491582.1
OG0004689	XP_038738725.1	XP_036491584.1
OG0004690	XP_038746428.1	XP_036492100.1
OG0004691	XP_038746427.1	XP_036492101.1
OG0004692	XP_038746426.1	XP_036491657.1
OG0004693	XP_038746420.1	XP_036492089.1
OG0004694	XP_038746419.1	XP_036492090.1
OG0004695	XP_038746412.1	XP_036492238.1
OG0004696	XP_038746413.1	XP_036492332.1
OG0004697	XP_038746414.1	XP_036492333.1
OG0004698	XP_038746415.1	XP_036492330.1
OG0004699	XP_038746416.1	XP_036492331.1
OG0004700	XP_038746401.1	XP_036491865.1
OG0004701	XP_038745982.1	XP_036493886.1
OG0004702	XP_038745983.1	XP_036493885.1
OG0004703	XP_038746020.1	XP_036493268.1
OG0004704	XP_038746019.1	XP_036493269.1
OG0004705	XP_038746018.1	XP_036493270.1
OG0004706	XP_038746012.1	XP_036493274.1
OG0004707	XP_038746011.1	XP_036492723.1
OG0004708	XP_038746010.1	XP_036492722.1
OG0004709	XP_038746009.1	XP_036492725.1
OG0004710	XP_038746008.1	XP_036492724.1
OG0004711	XP_038746007.1	XP_036492719.1
OG0004712	XP_038746006.1	XP_036492718.1
OG0004713	XP_038746004.1	XP_036492720.1
OG0004714	XP_038746003.1	XP_036492627.1
OG0004715	XP_038745997.1	XP_036493305.1
OG0004716	XP_038745999.1	XP_036493302.1
OG0004717	XP_038745987.1	XP_036492703.1
OG0004718	XP_038746023.1	XP_036493686.1
OG0004719	XP_038746033.1	XP_036493361.1
OG0004720	XP_038746032.1	XP_036493362.1
OG0004721	XP_038746031.1	XP_036492982.1
OG0004722	XP_038746035.1	XP_036493359.1
OG0004723	XP_038746037.1	XP_036493357.1
OG0004724	XP_038746036.1	XP_036493356.1
OG0004725	XP_038746038.1	XP_036493358.1
OG0004726	XP_038746050.1	XP_036493019.1
OG0004727	XP_038746049.1	XP_036493018.1
OG0004728	XP_038746046.1	XP_036492987.1
OG0004729	XP_038746047.1	XP_036493020.1
OG0004730	XP_038749955.1	XP_036488328.1
OG0004731	XP_038746056.1	XP_036493460.1
OG0004732	XP_038746057.1	XP_036493407.1
OG0004733	XP_038746061.1	XP_036493403.1
OG0004734	XP_038746064.1	XP_036493399.1
OG0004735	XP_038746065.1	XP_036492933.1
OG0004736	XP_038746066.1	XP_036492934.1
OG0004737	XP_038746068.1	XP_036493532.1
OG0004738	XP_038746069.1	XP_036493542.1
OG0004739	XP_038746072.1	XP_036492828.1
OG0004740	XP_038746073.1	XP_036492868.1
OG0004741	XP_038742833.1	XP_036488512.1
OG0004742	XP_038746079.1	XP_036492820.1
OG0004743	XP_038746080.1	XP_036492668.1
OG0004744	XP_038746083.1	XP_036492822.1
OG0004745	XP_038746084.1	XP_036492670.1
OG0004746	XP_038746089.1	XP_036493859.1
OG0004747	XP_038746090.1	XP_036493860.1
OG0004749	XP_038746093.1	XP_036493292.1
OG0004750	XP_038746095.1	XP_036493296.1
OG0004751	XP_038746096.1	XP_036493299.1
OG0004752	XP_038746099.1	XP_036493301.1
OG0004753	XP_038746100.1	XP_036493300.1
OG0004754	XP_038746101.1	XP_036492615.1
OG0004755	XP_038746102.1	XP_036493069.1
OG0004756	XP_038746104.1	XP_036492613.1
OG0004757	XP_038746105.1	XP_036492614.1
OG0004759	XP_038746106.1	XP_036492611.1
OG0004760	XP_038746113.1	XP_036493607.1
OG0004761	XP_038746110.1	XP_036492608.1
OG0004762	XP_038746121.1	XP_036492783.1
OG0004763	XP_038746122.1	XP_036493369.1
OG0004764	XP_038746127.1	XP_036492983.1
OG0004765	XP_038746134.1	XP_036493546.1
OG0004766	XP_038746135.1	XP_036493545.1
OG0004767	XP_038746136.1	XP_036493507.1
OG0004768	XP_038746138.1	XP_036493503.1
OG0004769	XP_038746141.1	XP_036493699.1
OG0004770	XP_038749532.1	XP_036497118.1
OG0004771	XP_038746146.1	XP_036493506.1
OG0004772	XP_038746151.1	XP_036493251.1
OG0004773	XP_038740829.1	XP_036493231.1
OG0004774	XP_038740830.1	XP_036493232.1
OG0004775	XP_038740831.1	XP_036493240.1
OG0004776	XP_038740832.1	XP_036492913.1
OG0004777	XP_038740833.1	XP_036493234.1
OG0004778	XP_038740834.1	XP_036492911.1
OG0004779	XP_038740840.1	XP_036492920.1
OG0004780	XP_038740841.1	XP_036492919.1
OG0004781	XP_038740842.1	XP_036493566.1
OG0004782	XP_038740843.1	XP_036493372.1
OG0004783	XP_038740855.1	XP_036492949.1
OG0004784	XP_038740864.1	XP_036492659.1
OG0004785	XP_038740865.1	XP_036493347.1
OG0004786	XP_038740863.1	XP_036492660.1
OG0004787	XP_038740862.1	XP_036492664.1
OG0004788	XP_038740861.1	XP_036492665.1
OG0004789	XP_038740869.1, XP_038740867.1	XP_036493348.1
OG0004790	XP_038740874.1	XP_036493352.1
OG0004791	XP_038740879.1	XP_036493281.1
OG0004792	XP_038740876.1	XP_036493354.1
OG0004793	XP_038740875.1	XP_036493353.1
OG0004794	XP_038746237.1	XP_036491357.1
OG0004795	XP_038740896.1	XP_036493732.1
OG0004796	XP_038740895.1	XP_036492877.1
OG0004797	XP_038740894.1	XP_036492876.1
OG0004798	XP_038740891.1	XP_036493891.1
OG0004799	XP_038740890.1	XP_036493881.1
OG0004800	XP_038740889.1	XP_036493070.1
OG0004801	XP_038740888.1	XP_036493880.1
OG0004802	XP_038740885.1	XP_036493893.1
OG0004804	XP_038740906.1	XP_036493484.1
OG0004805	XP_038740900.1	XP_036493054.1
OG0004806	XP_038740880.1	XP_036493056.1
OG0004807	XP_038740881.1	XP_036493243.1
OG0004808	XP_038749164.1	XP_036501267.1
OG0004809	XP_038749162.1	XP_036502314.1
OG0004810	XP_038749161.1	XP_036502308.1
OG0004811	XP_038749160.1	XP_036502306.1
OG0004812	XP_038749159.1	XP_036502307.1
OG0004813	XP_038749158.1	XP_036502311.1
OG0004814	XP_038749157.1	XP_036501291.1
OG0004815	XP_038749156.1	XP_036501285.1
OG0004816	XP_038749155.1	XP_036501286.1
OG0004817	XP_038749154.1	XP_036501372.1
OG0004818	XP_038749153.1	XP_036501371.1
OG0004819	XP_038749152.1	XP_036501374.1
OG0004820	XP_038749151.1	XP_036501373.1
OG0004821	XP_038749148.1	XP_036501370.1
OG0004822	XP_038749146.1	XP_036501294.1
OG0004823	XP_038749145.1	XP_036501293.1
OG0004824	XP_038749144.1	XP_036501290.1
OG0004825	XP_038749143.1	XP_036501289.1
OG0004826	XP_038749141.1	XP_036502245.1
OG0004827	XP_038749139.1	XP_036501288.1
OG0004828	XP_038749136.1	XP_036502240.1
OG0004829	XP_038749138.1	XP_036502238.1
OG0004830	XP_038749135.1	XP_036502239.1
OG0004831	XP_038749134.1	XP_036502243.1
OG0004832	XP_038749133.1	XP_036502244.1
OG0004833	XP_038749131.1	XP_036502242.1
OG0004834	XP_038749125.1	XP_036502816.1
OG0004835	XP_038749124.1	XP_036502821.1
OG0004836	XP_038743336.1	XP_036502426.1
OG0004837	XP_038743333.1	XP_036502427.1
OG0004838	XP_038738709.1, XP_038743332.1	XP_036502428.1
OG0004839	XP_038743327.1	XP_036501404.1
OG0004840	XP_038743325.1	XP_036501406.1
OG0004841	XP_038743324.1	XP_036501407.1
OG0004842	XP_038743323.1	XP_036501408.1
OG0004843	XP_038743357.1	XP_036502422.1
OG0004844	XP_038742331.1	XP_036495610.1
OG0004845	XP_038743262.1	XP_036502894.1
OG0004846	XP_038743263.1	XP_036501774.1
OG0004847	XP_038743390.1	XP_036502425.1
OG0004848	XP_038743350.1	XP_036502346.1
OG0004849	XP_038743391.1	XP_036502353.1
OG0004850	XP_038743348.1	XP_036502352.1
OG0004851	XP_038743345.1	XP_036502349.1
OG0004852	XP_038743346.1	XP_036501340.1
OG0004853	XP_038743347.1	XP_036501341.1
OG0004854	XP_038743339.1	XP_036501334.1
OG0004855	XP_038743282.1	XP_036502275.1
OG0004856	XP_038743281.1	XP_036502268.1
OG0004857	XP_038743280.1	XP_036502269.1
OG0004858	XP_038743279.1	XP_036501339.1
OG0004859	XP_038742056.1	XP_036492546.1
OG0004860	XP_038743286.1	XP_036500947.1
OG0004861	XP_038743288.1	XP_036501833.1
OG0004862	XP_038743294.1	XP_036500953.1
OG0004863	XP_038743292.1	XP_036500956.1
OG0004864	XP_038743291.1	XP_036501832.1
OG0004865	XP_038743290.1	XP_036501831.1
OG0004866	XP_038743289.1	XP_036501834.1
OG0004867	XP_038743295.1	XP_036500951.1
OG0004868	XP_038743296.1	XP_036500950.1
OG0004869	XP_038743308.1	XP_036501838.1
OG0004870	XP_038743274.1	XP_036501830.1
OG0004871	XP_038743273.1	XP_036502891.1
OG0004872	XP_038743271.1	XP_036502892.1
OG0004873	XP_038743382.1	XP_036502506.1
OG0004874	XP_038743393.1, XP_038750078.1	XP_036501633.1
OG0004875	XP_038743402.1	XP_036501632.1
OG0004876	XP_038743400.1	XP_036502088.1
OG0004877	XP_038743395.1	XP_036502083.1
OG0004878	XP_038743404.1	XP_036501639.1
OG0004879	XP_038743310.1	XP_036501567.1
OG0004880	XP_038743313.1	XP_036501571.1
OG0004881	XP_038743314.1	XP_036501570.1
OG0004883	XP_038743315.1	XP_036501565.1
OG0004884	XP_038743316.1	XP_036501564.1
OG0004885	XP_038743318.1	XP_036502686.1
OG0004886	XP_038743319.1	XP_036502683.1
OG0004887	XP_038743369.1	XP_036502597.1
OG0004888	XP_038743368.1	XP_036502598.1
OG0004889	XP_038743366.1	XP_036502591.1
OG0004890	XP_038743408.1	XP_036501470.1
OG0004891	XP_038743365.1	XP_036502507.1
OG0004892	XP_038743362.1	XP_036502595.1
OG0004893	XP_038743423.1	XP_036501225.1
OG0004894	XP_038743415.1	XP_036501972.1
OG0004895	XP_038743416.1	XP_036502274.1
OG0004896	XP_038743420.1	XP_036502270.1
OG0004897	XP_038749905.1	XP_036488700.1
OG0004898	XP_038749904.1	XP_036487928.1
OG0004899	XP_038743414.1	XP_036501971.1
OG0004900	XP_038743411.1	XP_036501071.1
OG0004901	XP_038743410.1	XP_036501072.1
OG0004902	XP_038743409.1	XP_036501073.1
OG0004903	XP_038743413.1	XP_036501970.1
OG0004904	XP_038743376.1	XP_036501472.1
OG0004906	XP_038750916.1	XP_036497532.1
OG0004907	XP_038747305.1	XP_036502705.1
OG0004908	XP_038743426.1	XP_036501226.1
OG0004909	XP_038743427.1	XP_036501227.1
OG0004910	XP_038743431.1	XP_036502193.1
OG0004912	XP_038743433.1	XP_036502190.1
OG0004913	XP_038740027.1	XP_036502038.1
OG0004914	XP_038740028.1	XP_036502044.1
OG0004915	XP_038743449.1	XP_036502104.1
OG0004916	XP_038743451.1	XP_036502106.1
OG0004917	XP_038743434.1	XP_036502189.1
OG0004918	XP_038740022.1, XP_038746928.1	XP_036501094.1
OG0004919	XP_038740021.1	XP_036501095.1
OG0004920	XP_038740020.1	XP_036501092.1
OG0004921	XP_038743441.1	XP_036502185.1
OG0004922	XP_038743439.1	XP_036501179.1
OG0004923	XP_038743440.1	XP_036501178.1
OG0004924	XP_038743437.1	XP_036501174.1
OG0004925	XP_038743436.1	XP_036501175.1
OG0004926	XP_038739183.1	XP_036493695.1
OG0004927	XP_038740030.1	XP_036502042.1
OG0004928	XP_038745509.1	XP_036488991.1
OG0004929	XP_038745508.1	XP_036488992.1
OG0004930	XP_038745507.1	XP_036488807.1
OG0004931	XP_038745506.1	XP_036488440.1
OG0004932	XP_038745505.1	XP_036488813.1
OG0004933	XP_038745504.1	XP_036488725.1
OG0004934	XP_038745503.1	XP_036488820.1
OG0004935	XP_038745502.1	XP_036488816.1
OG0004936	XP_038745500.1	XP_036489019.1
OG0004937	XP_038745501.1	XP_036489020.1
OG0004938	XP_038745535.1	XP_036487914.1
OG0004939	XP_038745536.1	XP_036489021.1
OG0004940	XP_038745537.1	XP_036488948.1
OG0004941	XP_038745539.1	XP_036488454.1
OG0004942	XP_038745540.1	XP_036488485.1
OG0004943	XP_038745541.1	XP_036488888.1
OG0004944	XP_038745542.1	XP_036487960.1
OG0004945	XP_038745543.1	XP_036488970.1
OG0004946	XP_038745544.1	XP_036488419.1
OG0004947	XP_038745545.1	XP_036487973.1
OG0004948	XP_038745547.1	XP_036488518.1
OG0004949	XP_038745548.1	XP_036488484.1
OG0004950	XP_038745549.1	XP_036488516.1
OG0004951	XP_038745552.1	XP_036488944.1
OG0004952	XP_038745551.1	XP_036487959.1
OG0004953	XP_038745554.1	XP_036488772.1
OG0004954	XP_038745557.1	XP_036488587.1
OG0004955	XP_038745558.1	XP_036488358.1
OG0004956	XP_038745561.1	XP_036488357.1
OG0004957	XP_038745560.1	XP_036488848.1
OG0004958	XP_038745567.1	XP_036488849.1
OG0004959	XP_038745568.1	XP_036488360.1
OG0004960	XP_038745569.1	XP_036488369.1
OG0004961	XP_038745570.1	XP_036488132.1
OG0004962	XP_038745572.1	XP_036488850.1
OG0004963	XP_038745579.1	XP_036488964.1
OG0004964	XP_038745576.1	XP_036488500.1
OG0004965	XP_038745577.1	XP_036488961.1
OG0004967	XP_038745582.1	XP_036488017.1
OG0004968	XP_038745585.1	XP_036488498.1
OG0004969	XP_038745586.1	XP_036488528.1
OG0004970	XP_038745587.1	XP_036488527.1
OG0004971	XP_038745590.1	XP_036488741.1
OG0004972	XP_038745593.1	XP_036487977.1
OG0004973	XP_038745597.1	XP_036487978.1
OG0004974	XP_038743497.1	XP_036496791.1
OG0004975	XP_038745601.1	XP_036487976.1
OG0004976	XP_038745599.1	XP_036487979.1
OG0004977	XP_038745610.1	XP_036488757.1
OG0004978	XP_038745609.1	XP_036488749.1
OG0004979	XP_038745608.1	XP_036488750.1
OG0004980	XP_038745606.1	XP_036488747.1
OG0004981	XP_038745605.1	XP_036488748.1
OG0004982	XP_038745604.1	XP_036488742.1
OG0004983	XP_038745603.1	XP_036488722.1
OG0004984	XP_038745612.1	XP_036488746.1
OG0004985	XP_038742702.1	XP_036495055.1
OG0004986	XP_038747581.1	XP_036488646.1
OG0004987	XP_038747583.1	XP_036488224.1
OG0004988	XP_038747585.1	XP_036488226.1
OG0004989	XP_038747586.1	XP_036488225.1
OG0004990	XP_038747587.1	XP_036487922.1
OG0004991	XP_038747575.1	XP_036488113.1
OG0004992	XP_038745981.1	XP_036493888.1
OG0004993	XP_038745979.1	XP_036493882.1
OG0004994	XP_038745950.1	XP_036493171.1
OG0004995	XP_038745949.1	XP_036493777.1
OG0004996	XP_038745954.1	XP_036493169.1
OG0004997	XP_038745955.1	XP_036493341.1
OG0004998	XP_038745957.1	XP_036493340.1
OG0004999	XP_038745959.1	XP_036493654.1
OG0005000	XP_038745960.1	XP_036493834.1
OG0005001	XP_038745961.1	XP_036493379.1
OG0005002	XP_038745951.1	XP_036493342.1
OG0005003	XP_038745953.1	XP_036493168.1
OG0005004	XP_038745975.1	XP_036493884.1
OG0005005	XP_038745968.1	XP_036493338.1
OG0005006	XP_038745962.1	XP_036493230.1
OG0005007	XP_038745963.1	XP_036493619.1
OG0005008	XP_038745964.1	XP_036493618.1
OG0005009	XP_038745965.1	XP_036493622.1
OG0005010	XP_038745966.1	XP_036493620.1
OG0005011	XP_038745969.1	XP_036493836.1
OG0005012	XP_038745970.1	XP_036493835.1
OG0005013	XP_038745972.1	XP_036493290.1
OG0005014	XP_038745973.1	XP_036493625.1
OG0005015	XP_038745974.1	XP_036493626.1
OG0005016	XP_038745947.1	XP_036493779.1
OG0005017	XP_038745946.1	XP_036493780.1
OG0005018	XP_038745945.1	XP_036493781.1
OG0005019	XP_038745944.1	XP_036493782.1
OG0005020	XP_038745943.1	XP_036493783.1
OG0005021	XP_038745942.1	XP_036493784.1
OG0005022	XP_038745941.1	XP_036493785.1
OG0005023	XP_038745940.1	XP_036493205.1
OG0005024	XP_038745934.1	XP_036493825.1
OG0005025	XP_038745935.1	XP_036493826.1
OG0005026	XP_038745936.1	XP_036493827.1
OG0005027	XP_038745937.1	XP_036493828.1
OG0005028	XP_038745938.1	XP_036493829.1
OG0005029	XP_038745939.1	XP_036493830.1
OG0005030	XP_038745932.1	XP_036493831.1
OG0005031	XP_038745931.1	XP_036493833.1
OG0005032	XP_038745930.1	XP_036493490.1
OG0005033	XP_038745928.1	XP_036493220.1
OG0005034	XP_038745927.1	XP_036493225.1
OG0005035	XP_038745926.1	XP_036493224.1
OG0005036	XP_038745925.1	XP_036493223.1
OG0005037	XP_038745924.1	XP_036493222.1
OG0005038	XP_038745923.1	XP_036493229.1
OG0005039	XP_038745915.1	XP_036492839.1
OG0005040	XP_038745914.1	XP_036492798.1
OG0005041	XP_038745912.1	XP_036493227.1
OG0005042	XP_038745916.1	XP_036492813.1
OG0005043	XP_038745917.1	XP_036492816.1
OG0005044	XP_038745918.1	XP_036492842.1
OG0005045	XP_038745919.1	XP_036492843.1
OG0005046	XP_038745920.1	XP_036492840.1
OG0005047	XP_038745921.1	XP_036492841.1
OG0005048	XP_038745911.1	XP_036493548.1
OG0005049	XP_038745910.1	XP_036493547.1
OG0005050	XP_038745909.1	XP_036492930.1
OG0005051	XP_038745904.1	XP_036493509.1
OG0005052	XP_038745905.1	XP_036492925.1
OG0005053	XP_038745901.1	XP_036492802.1
OG0005054	XP_038745900.1	XP_036492803.1
OG0005055	XP_038745899.1	XP_036493813.1
OG0005056	XP_038745898.1	XP_036493814.1
OG0005057	XP_038745897.1	XP_036493815.1
OG0005058	XP_038745892.1	XP_036492935.1
OG0005059	XP_038745895.1	XP_036492886.1
OG0005060	XP_038745893.1	XP_036493810.1
OG0005061	XP_038739499.1	XP_036493517.1
OG0005062	XP_038739500.1	XP_036493516.1
OG0005063	XP_038739503.1	XP_036492657.1
OG0005064	XP_038739504.1	XP_036492656.1
OG0005065	XP_038739505.1	XP_036493518.1
OG0005066	XP_038739508.1	XP_036492655.1
OG0005067	XP_038739507.1	XP_036492654.1
OG0005068	XP_038739506.1	XP_036492653.1
OG0005070	XP_038745890.1	XP_036492764.1
OG0005071	XP_038745888.1	XP_036492762.1
OG0005072	XP_038745887.1	XP_036492763.1
OG0005073	XP_038745886.1	XP_036492760.1
OG0005074	XP_038745885.1	XP_036492761.1
OG0005075	XP_038745884.1	XP_036492758.1
OG0005076	XP_038745883.1	XP_036492759.1
OG0005077	XP_038745881.1	XP_036493472.1
OG0005080	XP_038739947.1	XP_036499744.1
OG0005081	XP_038739948.1	XP_036499745.1
OG0005082	XP_038739949.1	XP_036499125.1
OG0005083	XP_038739950.1	XP_036499746.1
OG0005084	XP_038739953.1	XP_036499748.1
OG0005085	XP_038739954.1	XP_036499694.1
OG0005086	XP_038739956.1	XP_036499692.1
OG0005087	XP_038739957.1	XP_036499693.1
OG0005088	XP_038739958.1	XP_036500443.1
OG0005089	XP_038739959.1	XP_036500442.1
OG0005090	XP_038739962.1	XP_036499977.1
OG0005091	XP_038739963.1	XP_036500446.1
OG0005092	XP_038739964.1	XP_036500441.1
OG0005093	XP_038739965.1	XP_036500440.1
OG0005094	XP_038739966.1	XP_036500638.1
OG0005095	XP_038739967.1	XP_036500639.1
OG0005096	XP_038739969.1	XP_036500636.1
OG0005097	XP_038739970.1	XP_036500637.1
OG0005098	XP_038739971.1	XP_036500642.1
OG0005099	XP_038739972.1	XP_036500643.1
OG0005100	XP_038739973.1	XP_036500640.1
OG0005101	XP_038739974.1	XP_036500641.1
OG0005102	XP_038739975.1	XP_036499558.1
OG0005103	XP_038739976.1	XP_036500435.1
OG0005104	XP_038739977.1	XP_036500434.1
OG0005105	XP_038739978.1	XP_036500436.1
OG0005106	XP_038739979.1	XP_036500430.1
OG0005107	XP_038739980.1	XP_036500429.1
OG0005108	XP_038739981.1	XP_036500432.1
OG0005109	XP_038739983.1	XP_036500431.1
OG0005110	XP_038739986.1	XP_036499099.1
OG0005111	XP_038739987.1	XP_036499100.1
OG0005112	XP_038739988.1	XP_036499101.1
OG0005113	XP_038739989.1	XP_036499102.1
OG0005114	XP_038739990.1	XP_036499095.1
OG0005115	XP_038739991.1	XP_036499097.1
OG0005116	XP_038739992.1	XP_036499098.1
OG0005117	XP_038739993.1	XP_036499093.1
OG0005118	XP_038739994.1	XP_036499094.1
OG0005119	XP_038739995.1	XP_036500010.1
OG0005121	XP_038747267.1	XP_036500003.1
OG0005122	XP_038747268.1	XP_036500002.1
OG0005123	XP_038747269.1	XP_036500001.1
OG0005124	XP_038747271.1	XP_036500890.1
OG0005125	XP_038747272.1	XP_036500893.1
OG0005126	XP_038747273.1	XP_036500892.1
OG0005127	XP_038747274.1	XP_036500887.1
OG0005128	XP_038747275.1	XP_036500886.1
OG0005129	XP_038747276.1	XP_036500889.1
OG0005130	XP_038747277.1	XP_036500888.1
OG0005131	XP_038747278.1	XP_036500885.1
OG0005132	XP_038747279.1	XP_036500884.1
OG0005133	XP_038747280.1	XP_036499921.1
OG0005134	XP_038747281.1	XP_036499922.1
OG0005135	XP_038747282.1	XP_036499919.1
OG0005136	XP_038747285.1	XP_036499926.1
OG0005137	XP_038747286.1	XP_036499923.1
OG0005138	XP_038747287.1	XP_036499924.1
OG0005139	XP_038747288.1	XP_036499917.1
OG0005140	XP_038747289.1	XP_036499918.1
OG0005141	XP_038747290.1	XP_036500806.1
OG0005142	XP_038747291.1	XP_036500805.1
OG0005143	XP_038747248.1	XP_036500750.1
OG0005144	XP_038747249.1	XP_036500747.1
OG0005145	XP_038747250.1	XP_036500748.1
OG0005146	XP_038747251.1	XP_036500745.1
OG0005147	XP_038747252.1	XP_036500746.1
OG0005148	XP_038747253.1	XP_036499844.1
OG0005149	XP_038747255.1	XP_036499842.1
OG0005150	XP_038747258.1	XP_036499839.1
OG0005151	XP_038747259.1	XP_036499837.1
OG0005152	XP_038747260.1	XP_036499836.1
OG0005153	XP_038747261.1	XP_036499835.1
OG0005154	XP_038747262.1	XP_036500811.1
OG0005155	XP_038746383.1	XP_036495719.1
OG0005156	XP_038747247.1	XP_036500749.1
OG0005157	XP_038747246.1	XP_036500752.1
OG0005158	XP_038747245.1	XP_036500751.1
OG0005159	XP_038747244.1	XP_036500744.1
OG0005160	XP_038747243.1	XP_036499781.1
OG0005161	XP_038747242.1	XP_036499779.1
OG0005162	XP_038747241.1	XP_036499780.1
OG0005163	XP_038747240.1	XP_036499777.1
OG0005164	XP_038747239.1	XP_036499775.1
OG0005165	XP_038747238.1	XP_036499776.1
OG0005166	XP_038747237.1	XP_036499783.1
OG0005167	XP_038747236.1	XP_036499784.1
OG0005168	XP_038747235.1	XP_036500683.1
OG0005169	XP_038747234.1	XP_036500682.1
OG0005170	XP_038747233.1	XP_036500681.1
OG0005171	XP_038747232.1	XP_036500680.1
OG0005172	XP_038747231.1	XP_036500679.1
OG0005173	XP_038747230.1	XP_036500678.1
OG0005174	XP_038747229.1	XP_036500677.1
OG0005175	XP_038747228.1	XP_036500676.1
OG0005176	XP_038747227.1	XP_036500675.1
OG0005177	XP_038750755.1	XP_036497028.1
OG0005178	XP_038750756.1	XP_036497027.1
OG0005179	XP_038750757.1	XP_036497026.1
OG0005180	XP_038750758.1	XP_036497025.1
OG0005181	XP_038750759.1	XP_036497024.1
OG0005182	XP_038750760.1	XP_036497023.1
OG0005183	XP_038750761.1	XP_036497022.1
OG0005184	XP_038750763.1	XP_036497972.1
OG0005185	XP_038750764.1	XP_036497968.1
OG0005186	XP_038750765.1	XP_036497970.1
OG0005187	XP_038750766.1	XP_036497971.1
OG0005188	XP_038750767.1	XP_036497964.1
OG0005189	XP_038750769.1	XP_036497967.1
OG0005190	XP_038750770.1	XP_036497155.1
OG0005191	XP_038750771.1	XP_036498211.1
OG0005192	XP_038750772.1	XP_036498214.1
OG0005193	XP_038750773.1	XP_036497156.1
OG0005194	XP_038750775.1	XP_036498216.1
OG0005195	XP_038750776.1	XP_036498220.1
OG0005196	XP_038750778.1	XP_036498222.1
OG0005197	XP_038750779.1	XP_036498035.1
OG0005198	XP_038750780.1	XP_036498036.1
OG0005199	XP_038750781.1	XP_036498125.1
OG0005200	XP_038750782.1	XP_036498378.1
OG0005201	XP_038750783.1	XP_036498124.1
OG0005202	XP_038750784.1	XP_036498034.1
OG0005203	XP_038750785.1	XP_036498029.1
OG0005204	XP_038750786.1	XP_036498031.1
OG0005205	XP_038750787.1	XP_036498123.1
OG0005206	XP_038750788.1	XP_036498027.1
OG0005207	XP_038750791.1	XP_036497859.1
OG0005208	XP_038750792.1	XP_036497854.1
OG0005209	XP_038750793.1	XP_036497853.1
OG0005210	XP_038750794.1	XP_036497850.1
OG0005211	XP_038750795.1	XP_036497848.1
OG0005212	XP_038750798.1	XP_036497478.1
OG0005213	XP_038750799.1	XP_036497652.1
OG0005214	XP_038750800.1	XP_036498502.1
OG0005215	XP_038750801.1	XP_036497645.1
OG0005216	XP_038750802.1	XP_036497646.1
OG0005217	XP_038750803.1	XP_036497647.1
OG0005218	XP_038750804.1	XP_036498498.1
OG0005219	XP_038750805.1	XP_036498499.1
OG0005220	XP_038750806.1	XP_036498056.1
OG0005221	XP_038750807.1	XP_036498057.1
OG0005222	XP_038750808.1	XP_036498058.1
OG0005223	XP_038751421.1	XP_036497300.1
OG0005224	XP_038751422.1	XP_036497298.1
OG0005225	XP_038751423.1	XP_036497297.1
OG0005226	XP_038751424.1	XP_036498862.1
OG0005227	XP_038751425.1	XP_036497299.1
OG0005228	XP_038738945.1	XP_036497294.1
