Orthogroup	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
OG0010801	XP_060405112.1	XP_060365669.1	XP_031877672.1	XP_045260220.1	XP_060427042.1		XP_036492881.1	XP_036582353.1
OG0010802	XP_060405124.1	XP_060365680.1	XP_031877648.1	XP_045256154.1	XP_060427030.1		XP_036493017.1	XP_070061235.1
OG0010803	XP_060405132.1	XP_060365881.1	XP_031876509.1		XP_060431839.1	XP_038739283.1	XP_036493621.1	XP_036583345.2
OG0010804	XP_060405133.1	XP_060365880.1	XP_031876503.1		XP_060431840.1	XP_038739282.1	XP_036493059.1	XP_036583346.1
OG0010805	XP_060405138.1	XP_060365875.1	XP_031876504.1		XP_060431845.1	XP_038739278.1	XP_036493700.1	XP_036583351.2
OG0010806	XP_060405139.1	XP_060365874.1	XP_066007646.1	XP_045256166.1	XP_060431846.1		XP_036493701.1	XP_036583352.1
OG0010807	XP_060405142.1	XP_060365871.1	XP_066007647.1		XP_060431849.1	XP_038739276.1	XP_036492921.1	XP_036583355.1
OG0010808	XP_060405143.1	XP_060365870.1	XP_031876498.1	XP_045256170.1	XP_060431850.1		XP_036493615.1	XP_036583356.1
OG0010809	XP_060405162.1	XP_060367837.1	XP_031886049.1		XP_060423686.1	XP_038744030.1	XP_036500135.1	XP_036581069.1
OG0010810	XP_060405164.1	XP_060367835.1	XP_031890858.1	XP_045270833.1	XP_060423689.1	XP_038747612.1	XP_036488720.1	
OG0010811	XP_060405168.1	XP_060367830.1	XP_031886187.1	XP_045260284.1	XP_060423692.1	XP_038744020.1		XP_036581060.2
OG0010812	XP_060405170.1	XP_060367828.1	XP_066008579.1		XP_060423694.1	XP_038744018.1	XP_036499173.1	XP_036581058.1
OG0010813	XP_060405186.1	XP_060367809.1	XP_031885998.1	XP_045271172.1	XP_060423709.1	XP_038744004.1	XP_036500232.1	
OG0010814	XP_060405206.1	XP_060367795.1	XP_031886106.1	XP_045271145.1	XP_060426006.1	XP_038743988.1	XP_036499046.1	
OG0010815	XP_060405218.1	XP_060367783.1	XP_031885981.1		XP_060426018.1	XP_038743977.1	XP_036499167.1	XP_036581009.1
OG0010816	XP_060405224.1	XP_060367777.1	XP_031886135.2	XP_045271125.1	XP_060426023.1		XP_036499163.1	XP_070061910.1
OG0010817	XP_060405230.1	XP_060367769.1	XP_031886136.1		XP_060426031.1	XP_038743957.1	XP_036500350.1	XP_070061908.1
OG0010818	XP_060405235.1	XP_060367766.1	XP_031885968.1	XP_045271117.1	XP_060426034.1	XP_038743960.1		XP_036580993.1
OG0010819	XP_060405245.1	XP_060367753.1		XP_045264589.1	XP_060426044.1	XP_038743969.1	XP_036500227.1	XP_070061905.1
OG0010820	XP_060405258.1	XP_060367740.1	XP_031885936.1	XP_045264611.1	XP_060426056.1	XP_038743935.1		XP_036580960.1
OG0010821	XP_060405266.1	XP_060367733.1	XP_031885892.1	XP_045264604.1	XP_060426063.1	XP_038743942.1	XP_036499306.1	
OG0010822	XP_060405283.1	XP_060367722.1	XP_031886087.1		XP_060426075.1	XP_038743925.1	XP_036499349.1	XP_036580952.1
OG0010823	XP_060405284.1	XP_060367721.1	XP_031886083.2	XP_045264619.1	XP_060426076.1		XP_036499348.1	XP_036580951.1
OG0010824	XP_060405285.1		XP_031886081.1	XP_045264620.1	XP_060426078.1	XP_038743924.1	XP_036499478.1	XP_036580950.1
OG0010825	XP_060405288.1	XP_060367718.1		XP_045265952.1	XP_060422194.1, XP_060426081.1			XP_036586470.2, XP_036588506.1
OG0010826	XP_060405291.1	XP_060367714.1	XP_031885888.1	XP_045264626.1	XP_060426084.1		XP_036499347.1	XP_036580948.2
OG0010827	XP_060405313.1	XP_060362891.1	XP_031891824.1	XP_045259231.1	XP_060426105.1	XP_038744635.1	XP_036496532.1	
OG0010828	XP_060405324.1	XP_060362902.1	XP_031885922.2	XP_045264667.1	XP_060426116.1		XP_036500585.1	XP_070061893.1
OG0010829	XP_060405338.1	XP_060362915.1	XP_066008555.1	XP_045264653.1	XP_060422869.1		XP_036500463.1	XP_036576805.1
OG0010830	XP_060405363.1	XP_060362941.1	XP_031885927.2	XP_045264684.1	XP_060422895.1	XP_038743872.1		XP_036576837.1
OG0010831	XP_060405390.1	XP_060366464.1	XP_031884662.1		XP_060422083.1	XP_038741966.1	XP_036491755.1	XP_070061060.1
OG0010832	XP_060405403.1		XP_031884577.1	XP_045258870.1	XP_060430405.1	XP_038741960.1	XP_036491498.1	XP_036578520.1
OG0010833	XP_060405404.1		XP_031886159.1	XP_045271150.1	XP_060430404.1	XP_038743993.1	XP_036500027.1	XP_036581031.1
OG0010834	XP_060405405.1		XP_031884477.1	XP_045258871.1	XP_060430403.1	XP_038741959.1	XP_036491501.1	XP_036578521.1
OG0010835	XP_060405439.1		XP_031877564.1		XP_060422397.1			XP_036584410.1, XP_036584456.2, XP_036588016.1, XP_036588021.1
OG0010836	XP_060405461.1	XP_060359076.1, XP_060359346.1, XP_060362961.1			XP_060424638.1, XP_060427688.1, XP_060434131.1			
OG0010837	XP_060405482.1	XP_060362327.1	XP_031889193.1	XP_045267933.1	XP_060436471.1		XP_036489466.1	XP_036589726.1
OG0010838	XP_060405485.1	XP_060362330.1	XP_031889406.1, XP_031892201.1	XP_045267936.1		XP_038750204.1	XP_036490089.1	
OG0010839	XP_060405489.1		XP_066007679.1	XP_045264949.1	XP_060431273.1	XP_038740972.1	XP_036492891.1	XP_036588935.1
OG0010840	XP_060405491.1, XP_060405656.1	XP_060364847.1	XP_031881467.1	XP_045264907.1	XP_060423572.1, XP_060431275.1			
OG0010841	XP_060405495.1		XP_031890912.1	XP_045260662.1, XP_045260663.1			XP_036488681.1	XP_036580842.1, XP_036587954.1
OG0010842	XP_060405499.1	XP_060366338.1	XP_031882932.1, XP_066009994.1	XP_045265806.1			XP_036502079.1	XP_070061714.1
OG0010843	XP_060405502.1	XP_060366341.1	XP_031891617.1	XP_045257090.1	XP_060422649.1		XP_036501243.1	XP_036574157.1
OG0010844	XP_060405525.1	XP_060361645.1	XP_031891693.1	XP_045264808.1	XP_060427868.1		XP_036495467.1	XP_036580244.1
OG0010845	XP_060405534.1	XP_060361652.1	XP_031881952.1	XP_045265168.1	XP_060427859.1		XP_036495886.1	XP_036580292.2
OG0010846	XP_060405542.1	XP_060361661.1	XP_031882070.1	XP_045265160.1		XP_038742911.1	XP_036496776.1	XP_036580286.1
OG0010847	XP_060405544.1	XP_060361662.1	XP_031882069.2	XP_045265159.1		XP_038742910.1	XP_036496773.1	XP_036580285.1
OG0010848	XP_060405552.1	XP_060361669.1	XP_031876280.1		XP_060421685.1	XP_038738695.1	XP_036496770.1	XP_036580281.1
OG0010849	XP_060405566.1	XP_060361964.1	XP_031884039.2, XP_066008806.1, XP_066009963.1	XP_045266993.1	XP_060421670.1			
OG0010850	XP_060405567.1	XP_060361963.1	XP_031879635.1	XP_045261908.1	XP_060421669.1		XP_036491414.1	XP_036578710.1
OG0010851	XP_060405589.1	XP_060361942.1	XP_031881982.1		XP_060424466.1	XP_038742962.1	XP_036495989.1	XP_070061776.1
OG0010852	XP_060405594.1	XP_060361938.1	XP_066008639.1	XP_045265227.1	XP_060424471.1	XP_038742969.1		XP_036579537.2
OG0010853	XP_060405603.1	XP_060361930.1	XP_031882052.1	XP_045265233.1	XP_060424480.1		XP_036496835.1	XP_036579543.1
OG0010854	XP_060405614.1	XP_060359636.1	XP_066008651.1	XP_045265242.1	XP_060424489.1		XP_036496334.1	XP_036579557.2
OG0010855	XP_060405624.1	XP_060359643.1	XP_031882057.1	XP_045265274.1	XP_060424503.1	XP_038743019.1	XP_036495732.1	
OG0010856	XP_060405628.1	XP_060359647.1	XP_031882017.1	XP_045265270.1	XP_060424499.1		XP_036496627.1	XP_036579595.1
OG0010857	XP_060405674.1	XP_060364830.1	XP_031882022.1		XP_060423590.1	XP_038743021.1	XP_036495738.1	XP_036579602.1
OG0010858	XP_060405681.1	XP_060364823.1	XP_031882111.1		XP_060423597.1	XP_038743032.1	XP_036496693.1	XP_036579612.1
OG0010859	XP_060405687.1	XP_060364817.1	XP_031882011.1	XP_045265290.1	XP_060423603.1		XP_036496692.1	XP_036579619.1
OG0010860	XP_060405716.1	XP_060364792.1	XP_031882040.1	XP_045265312.1	XP_060423629.1	XP_038743059.1		XP_036579640.1
OG0010861	XP_060405720.1	XP_060364791.1	XP_066008585.1	XP_045265313.1	XP_060423631.1		XP_036495598.1	XP_036579642.1
OG0010862	XP_060405728.1	XP_060364784.1		XP_045265320.1	XP_060421331.1	XP_038743066.1	XP_036495667.1	XP_036579649.1
OG0010863	XP_060405735.1	XP_060364776.1	XP_031882066.1	XP_045257024.1	XP_060422375.1		XP_036496558.1	XP_070061763.1
OG0010864	XP_060405737.1	XP_060364774.1	XP_031882064.1		XP_060422377.1	XP_038743074.1	XP_036496560.1	XP_036579657.1
OG0010865	XP_060405743.1	XP_060364767.1	XP_066008880.1		XP_060422384.1	XP_038738717.1	XP_036495659.1	XP_070061760.1
OG0010866	XP_060405749.1		XP_066008725.1	XP_045257034.1	XP_060422390.1	XP_038738713.1	XP_036495655.1	XP_036579667.1
OG0010867	XP_060405756.1	XP_060364596.1		XP_045264125.1	XP_060423331.1	XP_038738881.1	XP_036502773.1	XP_036585414.1
OG0010868	XP_060405766.1	XP_060364606.1	XP_031890407.2	XP_045264116.1	XP_060423340.1	XP_038738887.1	XP_036501785.1	
OG0010869	XP_060405773.1	XP_060364613.1	XP_031890405.1	XP_045264111.1	XP_060423346.1		XP_036502122.1	XP_036585400.1
OG0010870	XP_060405775.1	XP_060364615.1	XP_031890352.2	XP_045264109.1	XP_060423348.1	XP_038738882.1	XP_036500968.1	
OG0010871	XP_060405785.1		XP_031890456.1	XP_045264101.1	XP_060423360.1	XP_038738901.1	XP_036500963.1	XP_036585392.1
OG0010872	XP_060405789.1	XP_060364626.1	XP_031890666.1	XP_045264099.1	XP_060423365.1	XP_038738903.1	XP_036501429.1	
OG0010873	XP_060405791.1	XP_060364628.1	XP_031890662.1	XP_045264097.1	XP_060423367.1		XP_036501983.1	XP_036585386.1
OG0010874	XP_060405792.1	XP_060364629.1	XP_031890663.1, XP_066009594.1	XP_045264096.1	XP_060423368.1			XP_036585385.1
OG0010875	XP_060405795.1	XP_060364632.1	XP_031890687.2	XP_045264092.1	XP_060423371.1		XP_036501424.1	XP_036585381.2
OG0010876	XP_060405805.1	XP_060364642.1	XP_031890470.1	XP_045264084.1	XP_060423382.1		XP_036502917.1	XP_036585372.1
OG0010877	XP_060405807.1	XP_060364645.1	XP_031890642.1		XP_060423384.1	XP_038748446.1	XP_036502163.1	XP_036585369.1
OG0010878	XP_060405813.1	XP_060364651.1	XP_031890640.1		XP_060423389.1	XP_038748441.1	XP_036501925.1	XP_036585364.1
OG0010879	XP_060405837.1		XP_031890533.1	XP_045264019.1	XP_060435350.1	XP_038748485.1	XP_036501065.1	XP_036585312.1
OG0010880	XP_060405840.1	XP_060364673.1	XP_031890535.1	XP_045264021.1	XP_060435352.1		XP_036501069.1	XP_036585310.1
OG0010881	XP_060405848.1	XP_060364680.1	XP_066009978.1		XP_060435360.1	XP_038748494.1	XP_036502025.1	XP_036585303.1
OG0010882	XP_060405860.1	XP_060366815.1	XP_031890677.1	XP_045263999.1	XP_060435370.1		XP_036502492.1	XP_070061737.1
OG0010883	XP_060405890.1	XP_060366784.1	XP_031890492.1	XP_045264064.1	XP_060431523.1		XP_036502171.1	XP_036585347.1
OG0010884	XP_060405944.1		XP_031876949.2	XP_045269865.1	XP_060434905.1	XP_038741113.1	XP_036496139.1	XP_036584826.1
OG0010885	XP_060405975.1		XP_031877778.1	XP_045269840.1	XP_060434876.1	XP_038741086.1	XP_036496797.1	XP_036584853.1
OG0010886	XP_060405982.1	XP_060362355.1	XP_031877803.2	XP_045269837.1	XP_060434871.1	XP_038741089.1		XP_036584858.1
OG0010887	XP_060406003.1	XP_060362376.1	XP_031877799.1		XP_060434848.1	XP_038741065.1	XP_036496864.1	XP_036584878.1
OG0010888	XP_060406016.1	XP_060362386.1	XP_066008717.1	XP_045269812.1	XP_060421847.1	XP_038738809.1	XP_036495832.1	
OG0010889	XP_060406030.1	XP_060362400.1	XP_031877791.1	XP_045256112.1	XP_060421857.1		XP_036496638.1	XP_036584896.1
OG0010890	XP_060406034.1	XP_060362404.1	XP_031877808.1		XP_060421861.1	XP_038738822.1	XP_036496643.1	XP_070060260.1
OG0010891	XP_060406042.1	XP_060371215.1	XP_066009983.1		XP_060424114.1	XP_038745130.1	XP_036502769.1	XP_036577580.1
OG0010892	XP_060406063.1	XP_060371232.1	XP_066009944.1	XP_045265628.1	XP_060424131.1	XP_038745116.1		XP_036577561.2
OG0010893	XP_060406066.1	XP_060371235.1	XP_031884336.1	XP_045265625.1	XP_060424134.1		XP_036502843.1	XP_036577558.1
OG0010894	XP_060406069.1	XP_060371238.1	XP_031884331.1	XP_045265623.1	XP_060424137.1		XP_036502845.1	XP_070060097.1
OG0010895	XP_060406071.1	XP_060371240.1	XP_031884329.1		XP_060424140.1	XP_038745111.1	XP_036502844.1	XP_036577553.1
OG0010896	XP_060406081.1	XP_060371247.1	XP_031877221.1		XP_060424147.1	XP_038745106.1	XP_036501652.1	XP_036577546.1
OG0010897	XP_060406087.1	XP_060371254.1	XP_031877201.1	XP_045265613.1	XP_060424153.1	XP_038745100.1	XP_036501658.1	
OG0010898	XP_060406115.1	XP_060371279.1	XP_031877212.2		XP_060424182.1	XP_038745079.1	XP_036501601.1	XP_036577515.1
OG0010899	XP_060406118.1	XP_060371282.1	XP_031877199.2	XP_045265588.1		XP_038745076.1	XP_036501604.1	XP_036577512.1
OG0010900	XP_060406121.1	XP_060371285.1	XP_031877196.1	XP_045265585.1	XP_060429616.1		XP_036501607.1	XP_036577508.2
OG0010901	XP_060406125.1	XP_060371289.1	XP_066009956.1	XP_045265581.1	XP_060429621.1	XP_038745071.1		XP_036577505.1
OG0010902	XP_060406130.1	XP_060371295.1	XP_031877183.1	XP_045265575.1	XP_060429627.1		XP_036502653.1	XP_036577499.1
OG0010903	XP_060406131.1	XP_060371296.1	XP_031877174.1	XP_045265574.1	XP_060429628.1		XP_036502652.1	XP_036577498.1
OG0010904	XP_060406134.1	XP_060371299.1	XP_031877172.1	XP_045265572.1	XP_060429631.1		XP_036501354.1	XP_070060113.1
OG0010905	XP_060406172.1	XP_060371331.1	XP_031886233.2	XP_045265548.1	XP_060429662.1		XP_036501430.1	XP_036577470.1
OG0010906	XP_060406187.1	XP_060371340.1	XP_031886487.1		XP_060429673.1	XP_038745036.1	XP_036502453.1	XP_036578332.1
OG0010907	XP_060406194.1	XP_060371347.1	XP_031886436.2		XP_060429680.1	XP_038746774.1	XP_036501873.1	XP_070060125.1
OG0010908	XP_060406213.1	XP_060371365.1	XP_031893139.1	XP_045268764.1	XP_060429697.1	XP_038744482.1	XP_036494519.1	
OG0010909	XP_060406274.1	XP_060371421.1	XP_031886459.1	XP_045265477.1	XP_060425536.1		XP_036500940.1	XP_036578268.1
OG0010910	XP_060406310.1	XP_060371445.1	XP_031886270.1	XP_045265351.1		XP_038746802.1	XP_036501102.1	XP_036575341.2
OG0010911	XP_060406313.1	XP_060371448.1	XP_031886275.1	XP_045265354.1	XP_060428463.1	XP_038746800.1		XP_036575339.1
OG0010912	XP_060406330.1	XP_060371461.1	XP_031886307.2	XP_045265365.1	XP_060428477.1		XP_036501978.1	XP_036574991.1
OG0010913	XP_060406333.1	XP_060371463.1	XP_031886324.1		XP_060428479.1	XP_038746788.1	XP_036502622.1	XP_070060151.1
OG0010914	XP_060406338.1	XP_060359905.1	XP_066007059.1	XP_045256610.1	XP_060428485.1	XP_038744043.1	XP_036493738.1	
OG0010915	XP_060406339.1	XP_060359906.1	XP_031883766.1	XP_045256609.1	XP_060428484.1	XP_038744042.1	XP_036493739.1	
OG0010916	XP_060406379.1	XP_060367994.1	XP_031886261.1	XP_045265432.1	XP_060428518.1		XP_036501762.1	XP_036578218.1
OG0010917	XP_060406392.1		XP_066009927.1	XP_045265441.1	XP_060428528.1	XP_038745015.1	XP_036502808.1	XP_070060144.1
OG0010918	XP_060406404.1	XP_060368020.1	XP_031886232.2	XP_045265411.1	XP_060428540.1		XP_036502233.1	XP_036578227.1
OG0010919	XP_060406418.1	XP_060368033.1	XP_031886371.1	XP_045265399.1	XP_060428553.1	XP_038744990.1	XP_036502195.1	
OG0010920	XP_060406420.1	XP_060368035.1	XP_031886298.1	XP_045265391.1	XP_060428555.1	XP_038744983.1	XP_036501008.1	
OG0010921	XP_060406469.1	XP_060361057.1	XP_031879001.1		XP_060430847.1	XP_038742555.1	XP_036495955.1	XP_036586867.1
OG0010922	XP_060406479.1	XP_060357492.1	XP_031882656.1	XP_045263043.1		XP_038741777.1	XP_036494169.1	XP_036577818.2
OG0010923	XP_060406480.1	XP_060357493.1	XP_031884134.1	XP_045262956.1	XP_060430842.1	XP_038743267.1	XP_036502885.1	
OG0010924	XP_060406486.1	XP_060357498.1	XP_031878994.1	XP_045267005.1	XP_060430839.1	XP_038744912.1	XP_036496047.1	
OG0010925	XP_060406488.1	XP_060357268.1	XP_031883922.1	XP_045256611.1	XP_060430837.1		XP_036493737.1	XP_036576879.1
OG0010926	XP_060406528.1	XP_060369821.1	XP_031877283.1	XP_045261164.1	XP_060430802.1		XP_036488793.1	XP_036582557.1
OG0010927	XP_060406531.1	XP_060369819.1	XP_031885005.1	XP_045259477.1	XP_060430800.1	XP_038742424.1		XP_036586775.1
OG0010928	XP_060406557.1	XP_060369791.1	XP_031885224.1		XP_060430775.1	XP_038742145.1	XP_036495852.1	XP_036586758.1
OG0010929	XP_060406562.1	XP_060369787.1	XP_031890801.1		XP_060430771.1	XP_038747674.1	XP_036488187.1, XP_036495856.1	
OG0010930	XP_060406577.1	XP_060369770.1	XP_031885261.1	XP_045266843.1	XP_060430761.1		XP_036496851.1	XP_070060352.1
OG0010931	XP_060406580.1	XP_060369767.1	XP_031885046.1	XP_045266839.1	XP_060430755.1		XP_036496009.1	XP_036586742.1
OG0010932		XP_060357108.1	XP_031889279.1	XP_045268044.1	XP_060429110.1	XP_038750276.1	XP_036489244.1	XP_036589637.2
OG0010933		XP_060357119.1	XP_066008577.1	XP_045270082.1	XP_060429585.1	XP_038748275.1	XP_036499647.1	XP_070062096.1
OG0010934		XP_060357270.1	XP_031885279.1	XP_045266930.1	XP_060430836.1	XP_038742471.1	XP_036495548.1	XP_036586811.1
OG0010935		XP_060357329.1	XP_066009704.1	XP_045264340.1	XP_060432608.1	XP_038745616.1		XP_036578584.1, XP_036579692.1
OG0010936		XP_060357331.1	XP_031891105.1	XP_045260641.1	XP_060425811.1	XP_038747729.1	XP_036488211.1	XP_036588054.1
OG0010937		XP_060357361.1	XP_031877970.1	XP_045270043.1	XP_060429583.1	XP_038748272.1	XP_036499964.1	XP_036579941.1
OG0010938		XP_060357366.1	XP_031883718.1	XP_045270035.1	XP_060429578.1	XP_038748267.1	XP_036499060.1	XP_036579944.1
OG0010939		XP_060357698.1	XP_031880215.1, XP_031891026.1, XP_066008308.1	XP_045261412.1		XP_038740488.1	XP_036490939.1	
OG0010940		XP_060357713.1	XP_031889420.1	XP_045267884.1	XP_060429196.1	XP_038750092.1	XP_036489125.1	XP_036589777.1
OG0010941		XP_060357812.1	XP_031878743.1	XP_045257484.1	XP_060428076.1	XP_038741880.1	XP_036494909.1	XP_036581177.1
OG0010942		XP_060358302.1	XP_031877134.1	XP_045263147.1	XP_060422949.1	XP_038744207.1	XP_036494806.1	XP_070060040.1
OG0010943		XP_060358446.1	XP_031881859.1	XP_045269153.1	XP_060421548.1	XP_038747858.1	XP_036499588.1	XP_036581143.1
OG0010944		XP_060358460.1	XP_031879295.1	XP_045267733.1	XP_060435945.1	XP_038746955.1	XP_036501459.1	XP_036583599.1
OG0010945		XP_060358730.1	XP_031883487.1	XP_045271093.1	XP_060429371.1	XP_038750927.1	XP_036499861.1	XP_036583726.1
OG0010946		XP_060358922.1	XP_031879012.1	XP_045258031.1	XP_060428116.1	XP_038741844.1	XP_036494041.1	XP_036581219.1
OG0010947		XP_060358942.1	XP_031879043.1		XP_060428138.1	XP_038742594.1, XP_038751216.1	XP_036493993.1	XP_036581235.1
OG0010948		XP_060359101.1	XP_031878487.1	XP_045257795.1	XP_060427256.1	XP_038740741.1	XP_036493610.1	XP_070061280.1
OG0010949		XP_060359113.1	XP_031879197.1	XP_045266250.1	XP_060423906.1	XP_038749745.1	XP_036488870.1	XP_070060684.1
OG0010950		XP_060359172.1	XP_066008484.1	XP_045264715.1	XP_060422926.1	XP_038743842.1	XP_036500718.1	XP_036576876.2
OG0010951		XP_060359330.1	XP_031888826.1	XP_045263434.1	XP_060422666.1	XP_038746484.1	XP_036497600.1	XP_036582060.1
OG0010952		XP_060359374.1	XP_031879641.1	XP_045261877.1	XP_060430672.1	XP_038739158.1	XP_036492072.1	XP_036576731.1
OG0010953		XP_060359379.1	XP_031883861.1	XP_045264331.1	XP_060429869.1	XP_038743080.1	XP_036493578.1	XP_036579061.1
OG0010954		XP_060359485.1	XP_031888831.1	XP_045258513.1	XP_060425005.1	XP_038744425.1	XP_036498751.1	XP_036581919.1
OG0010955		XP_060359532.1	XP_066009493.1	XP_045262406.1	XP_060435790.1	XP_038751148.1	XP_036497762.1	XP_036588512.1
OG0010956		XP_060360264.1	XP_031884106.1	XP_045270192.1	XP_060433321.1	XP_038743360.1, XP_038744602.1	XP_036502593.1	
OG0010957		XP_060360551.1	XP_031891421.2	XP_045263716.1	XP_060430938.1	XP_038747506.1	XP_036501701.1	XP_070060240.1
OG0010958		XP_060360669.1	XP_031884922.1	XP_045260144.1	XP_060433093.1	XP_038740845.1	XP_036493560.1	XP_036579719.1
OG0010959		XP_060360943.1, XP_060361989.1	XP_031889033.1		XP_060423253.1, XP_060434794.1		XP_036498357.1	XP_036579092.1
OG0010960		XP_060361401.1	XP_031889347.1	XP_045267962.1	XP_060436503.1	XP_038750228.1	XP_036489611.1	XP_036589696.1
OG0010961		XP_060361422.1	XP_031889247.1	XP_045267981.1	XP_060436526.1	XP_038750249.1	XP_036489043.1	XP_070062308.1
OG0010962		XP_060361480.1	XP_031889140.1	XP_045262280.1	XP_060429222.1	XP_038750159.1	XP_036490058.1	XP_070062336.1
OG0010963		XP_060361575.1			XP_060431108.1	XP_038743678.1, XP_038746255.1	XP_036491522.1	XP_036574785.1, XP_036578190.2
OG0010964		XP_060361585.1	XP_066008723.1	XP_045268928.1	XP_060431121.1	XP_038743650.1	XP_036496329.1	XP_036578179.1
OG0010965		XP_060362116.1	XP_031891060.1	XP_045270817.1, XP_045270827.1	XP_060423001.1		XP_036488207.1, XP_036488657.1	
OG0010966		XP_060362168.1	XP_031883203.1	XP_045267314.1	XP_060430221.1	XP_038744750.1	XP_036496708.1	XP_036576606.1
OG0010967		XP_060362683.1	XP_031893563.1	XP_045268688.1	XP_060428900.1	XP_038741230.1	XP_036493971.1	XP_036575324.1
OG0010968		XP_060362751.1	XP_031890728.1	XP_045260716.1	XP_060423429.1	XP_038742790.1	XP_036488520.1	XP_036575495.1
OG0010969		XP_060363430.1	XP_031875792.1	XP_045256746.1	XP_060426239.1	XP_038738865.1	XP_036490839.1	XP_036579117.1
OG0010970		XP_060364378.1	XP_066008422.1	XP_045259660.1	XP_060424061.1	XP_038740002.1	XP_036500727.1	XP_036585772.1
OG0010971		XP_060364390.1	XP_031882547.1	XP_045256091.1	XP_060424076.1	XP_038738793.1	XP_036499180.1	XP_036584299.1
OG0010972		XP_060364436.1	XP_031876683.2	XP_045261072.1	XP_060429483.1	XP_038742829.1	XP_036488024.1	XP_036586358.1
OG0010973		XP_060365042.1	XP_066007377.1	XP_045260997.1	XP_060429847.1	XP_038742772.1	XP_036488404.1	XP_070060765.1
OG0010974		XP_060365276.1	XP_031893570.1	XP_045267254.1	XP_060429076.1	XP_038739326.1	XP_036494731.1	XP_070060470.1
OG0010975		XP_060365347.1	XP_031883314.1	XP_045260909.1	XP_060429757.1	XP_038745394.1	XP_036488374.1	XP_070060795.1
OG0010976		XP_060365368.1	XP_031883819.1	XP_045264848.1	XP_060429776.1	XP_038739233.1	XP_036492792.1	XP_036582527.1
OG0010977		XP_060365549.1	XP_031879585.1	XP_045261846.1	XP_060430642.1	XP_038739129.1	XP_036491374.1	XP_070059868.1
OG0010978		XP_060365624.1	XP_031877620.1	XP_045260257.1	XP_060427091.1	XP_038739889.1	XP_036493840.1	XP_036582309.1
OG0010979		XP_060366327.1	XP_066008030.1	XP_045269646.1	XP_060422040.1	XP_038746402.1	XP_036491622.1	XP_036581543.1
OG0010980		XP_060366480.1	XP_031883380.2	XP_045260896.1	XP_060425156.1		XP_036488666.1	XP_036578493.1, XP_036586179.1
OG0010981		XP_060367011.1	XP_031886530.1	XP_045259424.1	XP_060435206.1	XP_038742195.1	XP_036496224.1	XP_036586611.1
OG0010982		XP_060367514.1	XP_031885439.1	XP_045257820.1	XP_060427768.1	XP_038739534.1	XP_036494925.1	XP_036583275.1
OG0010983		XP_060367572.1	XP_031880687.1, XP_031884539.1	XP_045269081.1	XP_060433727.1	XP_038749660.1	XP_036497620.1	
OG0010984		XP_060367742.1	XP_031885944.1	XP_045264600.1	XP_060426054.1	XP_038743947.1	XP_036499302.1	XP_036580974.1
OG0010985		XP_060367757.1	XP_031885966.1		XP_060426040.1	XP_038743965.1	XP_036499240.1, XP_036499241.1	XP_036580987.2
OG0010986		XP_060367851.1	XP_031880443.1	XP_045266467.1	XP_060436847.1	XP_038749058.1	XP_036490904.1	XP_036578814.1
OG0010987		XP_060368520.1	XP_031890717.1	XP_045260734.1	XP_060424897.1	XP_038745573.1	XP_036487998.1	XP_070060821.1
OG0010988		XP_060368985.1		XP_045262440.1	XP_060428769.1, XP_060429182.1	XP_038742657.1, XP_038747862.1		XP_036588556.1
OG0010989		XP_060369900.1	XP_031887066.1	XP_045270591.1	XP_060424188.1	XP_038738940.1	XP_036498895.1	XP_036583061.1
OG0010990		XP_060370806.1	XP_031882725.1	XP_045262519.1	XP_060434462.1	XP_038749283.1	XP_036502529.1	XP_036585706.1
OG0010991		XP_060370855.1	XP_031888565.1	XP_045262742.1	XP_060434508.1	XP_038749444.1	XP_036501865.1	XP_070061660.1
OG0010992		XP_060371015.1	XP_031892566.1	XP_045268310.1	XP_060436024.1	XP_038751537.1	XP_036489287.1	XP_036589428.1
OG0010993		XP_060371017.1	XP_031892567.2	XP_045268309.1	XP_060436027.1	XP_038751536.1	XP_036489851.1	XP_070062268.1
OG0010994		XP_060371033.1	XP_031892377.1	XP_045268292.1	XP_060436043.1	XP_038751557.1	XP_036489232.1	XP_070062271.1
OG0010995		XP_060372037.1	XP_066006790.1, XP_066006918.1, XP_066007730.1, XP_066008090.1				XP_036487752.1, XP_036487775.1	
OG0010996			XP_031875262.1, XP_031888808.1, XP_066006949.1	XP_045258436.1			XP_036487796.1, XP_036498213.1	XP_036575160.1
OG0010997			XP_031875346.1, XP_031879092.1, XP_066007593.1, XP_066007774.1	XP_045257987.1			XP_036487791.1, XP_036494509.1	
OG0010998			XP_031875366.1, XP_031891095.1	XP_045270913.1, XP_045270914.1		XP_038742341.1	XP_036488457.1	XP_036580713.1
OG0010999			XP_031875378.2, XP_031877604.1, XP_066008032.1	XP_045261941.1		XP_038747563.1	XP_036491631.1	XP_036577125.1
OG0011000			XP_031875555.1, XP_031883756.1	XP_045267713.1, XP_045269989.1		XP_038742793.1	XP_036500868.1, XP_036501394.1	
