Orthogroup	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
OG0021167			XP_066008795.1					
OG0021168			XP_066008807.1					
OG0021169			XP_066008813.1					
OG0021170			XP_066008819.1					
OG0021171			XP_066008827.1					
OG0021172			XP_066008829.1					
OG0021173			XP_066008834.1					
OG0021174			XP_066008878.1					
OG0021175			XP_066008882.1					
OG0021176			XP_066008946.1					
OG0021177			XP_066008956.1					
OG0021178			XP_066008970.1					
OG0021179			XP_066008976.1					
OG0021180			XP_066008978.1					
OG0021181			XP_066008981.1					
OG0021182			XP_066008982.1					
OG0021183			XP_066008987.1					
OG0021184			XP_066009002.1					
OG0021185			XP_066009007.1					
OG0021186			XP_066009018.1					
OG0021187			XP_066009033.1					
OG0021188			XP_066009044.1					
OG0021189			XP_066009055.1					
OG0021190			XP_066009070.1					
OG0021191			XP_066009076.1					
OG0021192			XP_066009105.1					
OG0021193			XP_066009108.1					
OG0021194			XP_066009111.1					
OG0021195			XP_066009123.1					
OG0021196			XP_066009124.1					
OG0021197			XP_066009142.1					
OG0021198			XP_066009145.1					
OG0021199			XP_066009160.1					
OG0021200			XP_066009164.1					
OG0021201			XP_066009165.1					
OG0021202			XP_066009166.1					
OG0021203			XP_066009172.1					
OG0021204			XP_066009180.1					
OG0021205			XP_066009190.1					
OG0021206			XP_066009193.1					
OG0021207			XP_066009199.1					
OG0021208			XP_066009201.1					
OG0021209			XP_066009204.1					
OG0021210			XP_066009205.1					
OG0021211			XP_066009216.1					
OG0021212			XP_066009230.1					
OG0021213			XP_066009240.1					
OG0021214			XP_066009265.1					
OG0021215			XP_066009268.1					
OG0021216			XP_066009278.1					
OG0021217			XP_066009287.1					
OG0021218			XP_066009290.1					
OG0021219			XP_066009291.1					
OG0021220			XP_066009294.1					
OG0021221			XP_066009302.1					
OG0021222			XP_066009306.1					
OG0021223			XP_066009331.1					
OG0021224			XP_066009332.1					
OG0021225			XP_066009335.1					
OG0021226			XP_066009343.1					
OG0021227			XP_066009353.1					
OG0021228			XP_066009371.1					
OG0021229			XP_066009376.1					
OG0021230			XP_066009377.1					
OG0021231			XP_066009379.1					
OG0021232			XP_066009380.1					
OG0021233			XP_066009383.1					
OG0021234			XP_066009396.1					
OG0021235			XP_066009426.1					
OG0021236			XP_066009443.1					
OG0021237			XP_066009447.1					
OG0021238			XP_066009450.1					
OG0021239			XP_066009453.1					
OG0021240			XP_066009462.1					
OG0021241			XP_066009473.1					
OG0021242			XP_066009475.1					
OG0021243			XP_066009477.1					
OG0021244			XP_066009481.1					
OG0021245			XP_066009484.1					
OG0021246			XP_066009495.1					
OG0021247			XP_066009501.1					
OG0021248			XP_066009503.1					
OG0021249			XP_066009504.1					
OG0021250			XP_066009509.1					
OG0021251			XP_066009515.1					
OG0021252			XP_066009521.1					
OG0021253			XP_066009528.1					
OG0021254			XP_066009529.1					
OG0021255			XP_066009564.1					
OG0021256			XP_066009568.1					
OG0021257			XP_066009576.1					
OG0021258			XP_066009584.1					
OG0021259			XP_066009601.1					
OG0021260			XP_066009614.1					
OG0021261			XP_066009616.1					
OG0021262			XP_066009624.1					
OG0021263			XP_066009626.1					
OG0021264			XP_066009628.1					
OG0021265			XP_066009630.1					
OG0021266			XP_066009635.1					
OG0021267			XP_066009646.1					
OG0021268			XP_066009660.1					
OG0021269			XP_066009670.1					
OG0021270			XP_066009681.1					
OG0021271			XP_066009683.1					
OG0021272			XP_066009691.1					
OG0021273			XP_066009715.1					
OG0021274			XP_066009731.1					
OG0021275			XP_066009735.1					
OG0021276			XP_066009737.1					
OG0021277			XP_066009739.1					
OG0021278			XP_066009744.1					
OG0021279			XP_066009749.1					
OG0021280			XP_066009754.1					
OG0021281			XP_066009772.1					
OG0021282			XP_066009792.1					
OG0021283			XP_066009809.1					
OG0021284			XP_066009835.1					
OG0021285			XP_066009839.1					
OG0021286			XP_066009847.1					
OG0021287			XP_066009849.1					
OG0021288			XP_066009860.1					
OG0021289			XP_066009899.1					
OG0021290			XP_066009920.1					
OG0021291			XP_066009928.1					
OG0021292			XP_066009930.1					
OG0021293			XP_066009936.1					
OG0021294			XP_066009941.1					
OG0021295			XP_066009943.1					
OG0021296			XP_066009950.1					
OG0021297			XP_066009954.1					
OG0021298			XP_066009968.1					
OG0021299			XP_066009971.1					
OG0021300			XP_066009987.1					
OG0021301			XP_066009996.1					
OG0021302			XP_066009997.1					
OG0021303			XP_066010001.1					
OG0021304			XP_066010012.1					
OG0021305				XP_045256159.1				
OG0021306				XP_045256235.1				
OG0021307				XP_045256269.1				
OG0021308				XP_045256270.1				
OG0021309				XP_045256294.1				
OG0021310				XP_045256305.1				
OG0021311				XP_045256323.1				
OG0021312				XP_045256389.1				
OG0021313				XP_045256446.1				
OG0021314				XP_045256461.1				
OG0021315				XP_045256467.1				
OG0021316				XP_045256594.1				
OG0021317				XP_045256622.1				
OG0021318				XP_045256650.1				
OG0021319				XP_045256664.1				
OG0021320				XP_045256665.1				
OG0021321				XP_045256686.1				
OG0021322				XP_045256757.1				
OG0021323				XP_045256846.1				
OG0021324				XP_045257101.1				
OG0021325				XP_045257104.1				
OG0021326				XP_045257171.1				
OG0021327				XP_045257195.1				
OG0021328				XP_045257244.1				
OG0021329				XP_045257303.1				
OG0021330				XP_045257320.1				
OG0021331				XP_045257336.1				
OG0021332				XP_045257342.1				
OG0021333				XP_045257374.1				
OG0021334				XP_045257405.1				
OG0021335				XP_045257447.1				
OG0021336				XP_045257453.1				
OG0021337				XP_045257455.1				
OG0021338				XP_045257463.1				
OG0021339				XP_045257464.1				
OG0021340				XP_045257479.1				
OG0021341				XP_045257560.1				
OG0021342				XP_045257583.1				
OG0021343				XP_045257601.1				
OG0021344				XP_045257701.1				
OG0021345				XP_045257706.1				
OG0021346				XP_045257709.1				
OG0021347				XP_045257730.1				
OG0021348				XP_045257756.1				
OG0021349				XP_045257780.1				
OG0021350				XP_045257788.1				
OG0021351				XP_045257902.1				
OG0021352				XP_045257912.1				
OG0021353				XP_045257924.1				
OG0021354				XP_045257931.1				
OG0021355				XP_045257986.1				
OG0021356				XP_045258095.1				
OG0021357				XP_045258096.1				
OG0021358				XP_045258164.1				
OG0021359				XP_045258227.1				
OG0021360				XP_045258266.1				
OG0021361				XP_045258275.1				
OG0021362				XP_045258277.1				
OG0021363				XP_045258280.1				
OG0021364				XP_045258281.1				
OG0021365				XP_045258284.1				
OG0021366				XP_045258287.1				
OG0021367				XP_045258289.1				
OG0021368				XP_045258296.1				
OG0021369				XP_045258298.1				
OG0021370				XP_045258300.1				
OG0021371				XP_045258301.1				
OG0021372				XP_045258303.1				
OG0021373				XP_045258306.1				
OG0021374				XP_045258310.1				
OG0021375				XP_045258311.1				
OG0021376				XP_045258314.1				
OG0021377				XP_045258317.1				
OG0021378				XP_045258318.1				
OG0021379				XP_045258319.1				
OG0021380				XP_045258320.1				
OG0021381				XP_045258321.1				
OG0021382				XP_045258322.1				
OG0021383				XP_045258323.1				
OG0021384				XP_045258324.1				
OG0021385				XP_045258387.1				
OG0021386				XP_045258410.1				
OG0021387				XP_045258437.1				
OG0021388				XP_045258472.1				
OG0021389				XP_045258501.1				
OG0021390				XP_045258606.1				
OG0021391				XP_045258723.1				
OG0021392				XP_045258800.1				
OG0021393				XP_045258819.1				
OG0021394				XP_045258857.1				
OG0021395				XP_045258901.1				
OG0021396				XP_045258912.1				
OG0021397				XP_045259020.1				
OG0021398				XP_045259030.1				
OG0021399				XP_045259099.1				
OG0021400				XP_045259193.1				
OG0021401				XP_045259196.1				
OG0021402				XP_045259200.1				
OG0021403				XP_045259226.1				
OG0021404				XP_045259276.1				
OG0021405				XP_045259462.1				
OG0021406				XP_045259540.1				
OG0021407				XP_045259576.1				
OG0021408				XP_045259670.1				
OG0021409				XP_045259822.1				
OG0021410				XP_045259849.1				
OG0021411				XP_045260002.1				
OG0021412				XP_045260399.1				
OG0021413				XP_045260418.1				
OG0021414				XP_045260424.1				
OG0021415				XP_045260459.1				
OG0021416				XP_045260660.1				
OG0021417				XP_045260713.1				
OG0021418				XP_045260740.1				
OG0021419				XP_045260873.1				
OG0021420				XP_045260908.1				
OG0021421				XP_045260917.1				
OG0021422				XP_045260921.1				
OG0021423				XP_045261011.1				
OG0021424				XP_045261024.1				
OG0021425				XP_045261041.1				
OG0021426				XP_045261049.1				
OG0021427				XP_045261050.1				
OG0021428				XP_045261055.1				
OG0021429				XP_045261058.1				
OG0021430				XP_045261102.1				
OG0021431				XP_045261121.1				
OG0021432				XP_045261357.1				
OG0021433				XP_045261495.1				
OG0021434				XP_045261498.1				
OG0021435				XP_045261499.1				
OG0021436				XP_045261500.1				
OG0021437				XP_045261502.1				
OG0021438				XP_045261523.1				
OG0021439				XP_045261534.1				
OG0021440				XP_045261540.1				
OG0021441				XP_045261589.1				
OG0021442				XP_045261603.1				
OG0021443				XP_045261666.1				
OG0021444				XP_045261744.1				
OG0021445				XP_045261854.1				
OG0021446				XP_045261895.1				
OG0021447				XP_045261896.1				
OG0021448				XP_045261936.1				
OG0021449				XP_045261947.1				
OG0021450				XP_045261958.1				
OG0021451				XP_045261961.1				
OG0021452				XP_045261974.1				
OG0021453				XP_045262101.1				
OG0021454				XP_045262161.1				
OG0021455				XP_045262184.1				
OG0021456				XP_045262186.1				
OG0021457				XP_045262204.1				
OG0021458				XP_045262295.1				
OG0021459				XP_045262360.1				
OG0021460				XP_045262368.1				
OG0021461				XP_045262397.1				
OG0021462				XP_045262565.1				
OG0021463				XP_045262569.1				
OG0021464				XP_045262716.1				
OG0021465				XP_045262772.1				
OG0021466				XP_045262807.1				
OG0021467				XP_045262819.1				
OG0021468				XP_045262946.1				
OG0021469				XP_045262966.1				
OG0021470				XP_045262967.1				
OG0021471				XP_045262968.1				
OG0021472				XP_045262969.1				
OG0021473				XP_045262978.1				
OG0021474				XP_045262984.1				
OG0021475				XP_045262985.1				
OG0021476				XP_045262986.1				
OG0021477				XP_045262987.1				
OG0021478				XP_045262989.1				
OG0021479				XP_045262991.1				
OG0021480				XP_045263002.1				
OG0021481				XP_045263016.1				
OG0021482				XP_045263056.1				
OG0021483				XP_045263208.1				
OG0021484				XP_045263284.1				
OG0021485				XP_045263524.1				
OG0021486				XP_045263595.1				
OG0021487				XP_045263649.1				
OG0021488				XP_045263690.1				
OG0021489				XP_045263756.1				
OG0021490				XP_045263777.1				
OG0021491				XP_045263849.1				
OG0021492				XP_045264039.1				
OG0021493				XP_045264123.1				
OG0021494				XP_045264128.1				
OG0021495				XP_045264367.1				
OG0021496				XP_045264483.1				
OG0021497				XP_045264489.1				
OG0021498				XP_045264538.1				
OG0021499				XP_045264749.1				
OG0021500				XP_045264783.1				
OG0021501				XP_045264826.1				
OG0021502				XP_045264864.1				
OG0021503				XP_045264991.1				
OG0021504				XP_045264994.1				
OG0021505				XP_045264997.1				
OG0021506				XP_045264999.1				
OG0021507				XP_045265000.1				
OG0021508				XP_045265001.1				
OG0021509				XP_045265002.1				
OG0021510				XP_045265003.1				
OG0021511				XP_045265004.1				
OG0021512				XP_045265007.1				
OG0021513				XP_045265013.1				
OG0021514				XP_045265014.1				
OG0021515				XP_045265015.1				
OG0021516				XP_045265038.1				
OG0021517				XP_045265060.1				
OG0021518				XP_045265078.1				
OG0021519				XP_045265083.1				
OG0021520				XP_045265090.1				
OG0021521				XP_045265098.1				
OG0021522				XP_045265144.1				
OG0021523				XP_045265174.1				
OG0021524				XP_045265208.1				
OG0021525				XP_045265210.1				
OG0021526				XP_045265303.1				
OG0021527				XP_045265344.1				
OG0021528				XP_045265353.1				
OG0021529				XP_045265395.1				
OG0021530				XP_045265412.1				
OG0021531				XP_045265544.1				
OG0021532				XP_045265640.1				
OG0021533				XP_045265732.1				
OG0021534				XP_045265771.1				
OG0021535				XP_045265831.1				
OG0021536				XP_045265894.1				
OG0021537				XP_045265963.1				
OG0021538				XP_045266010.1				
OG0021539				XP_045266091.1				
OG0021540				XP_045266169.1				
OG0021541				XP_045266223.1				
OG0021542				XP_045266392.1				
OG0021543				XP_045266397.1				
OG0021544				XP_045266547.1				
OG0021545				XP_045266766.1				
OG0021546				XP_045266827.1				
OG0021547				XP_045266923.1				
OG0021548				XP_045266994.1				
OG0021549				XP_045267100.1				
OG0021550				XP_045267101.1				
OG0021551				XP_045267137.1				
OG0021552				XP_045267140.1				
OG0021553				XP_045267142.1				
OG0021554				XP_045267161.1				
OG0021555				XP_045267250.1				
OG0021556				XP_045267278.1				
OG0021557				XP_045267280.1				
OG0021558				XP_045267297.1				
OG0021559				XP_045267299.1				
OG0021560				XP_045267301.1				
OG0021561				XP_045267306.1				
OG0021562				XP_045267307.1				
OG0021563				XP_045267308.1				
OG0021564				XP_045267371.1				
OG0021565				XP_045267380.1				
OG0021566				XP_045267381.1				
OG0021567				XP_045267394.1				
OG0021568				XP_045267496.1				
OG0021569				XP_045267548.1				
OG0021570				XP_045267601.1				
OG0021571				XP_045267625.1				
OG0021572				XP_045267684.1				
OG0021573				XP_045267694.1				
OG0021574				XP_045267797.1				
OG0021575				XP_045267843.1				
OG0021576				XP_045267847.1				
OG0021577				XP_045267925.1				
OG0021578				XP_045268020.1				
OG0021579				XP_045268059.1				
OG0021580				XP_045268104.1				
OG0021581				XP_045268105.1				
OG0021582				XP_045268158.1				
OG0021583				XP_045268163.1				
OG0021584				XP_045268208.1				
OG0021585				XP_045268214.1				
OG0021586				XP_045268477.1				
OG0021587				XP_045268590.1				
OG0021588				XP_045268611.1				
OG0021589				XP_045268696.1				
OG0021590				XP_045268697.1				
OG0021591				XP_045268722.1				
OG0021592				XP_045268833.1				
OG0021593				XP_045268944.1				
OG0021594				XP_045269079.1				
OG0021595				XP_045269082.1				
OG0021596				XP_045269241.1				
OG0021597				XP_045269290.1				
OG0021598				XP_045269461.1				
OG0021599				XP_045269518.1				
OG0021600				XP_045269557.1				
OG0021601				XP_045269600.1				
OG0021602				XP_045269678.1				
OG0021603				XP_045269702.1				
OG0021604				XP_045269712.1				
OG0021605				XP_045269743.1				
OG0021606				XP_045269752.1				
OG0021607				XP_045269908.1				
OG0021608				XP_045269928.1				
OG0021609				XP_045269975.1				
OG0021610				XP_045270162.1				
OG0021611				XP_045270163.1				
OG0021612				XP_045270164.1				
OG0021613				XP_045270275.1				
OG0021614				XP_045270336.1				
OG0021615				XP_045270409.1				
OG0021616				XP_045270455.1				
OG0021617				XP_045270459.1				
OG0021618				XP_045270494.1				
OG0021619				XP_045270666.1				
OG0021620				XP_045270716.1				
OG0021621				XP_045270773.1				
OG0021622				XP_045270775.1				
OG0021623				XP_045270850.1				
OG0021624				XP_045270889.1				
OG0021625				XP_045270966.1				
OG0021626				XP_045270974.1				
OG0021627				XP_045271089.1				
OG0021628				XP_045271107.1				
OG0021629				XP_045271132.1				
OG0021630				XP_045271179.1				
OG0021631				XP_045271180.1				
OG0021632				XP_045271181.1				
OG0021633				XP_045271182.1				
OG0021634				XP_045271183.1				
OG0021635				XP_045271225.1				
OG0021636				XP_045271376.1				
OG0021637					XP_060421270.1			
OG0021638					XP_060421272.1			
OG0021639					XP_060421312.1			
OG0021640					XP_060421336.1			
OG0021641					XP_060421352.1			
OG0021642					XP_060421354.1			
OG0021643					XP_060421363.1			
OG0021644					XP_060421385.1			
OG0021645					XP_060421395.1			
OG0021646					XP_060421409.1			
OG0021647					XP_060421411.1			
OG0021648					XP_060421422.1			
OG0021649					XP_060421445.1			
OG0021650					XP_060421453.1			
OG0021651					XP_060421465.1			
OG0021652					XP_060421499.1			
OG0021653					XP_060421516.1			
OG0021654					XP_060421542.1			
OG0021655					XP_060421556.1			
OG0021656					XP_060421586.1			
OG0021657					XP_060421590.1			
OG0021658					XP_060421593.1			
OG0021659					XP_060421618.1			
OG0021660					XP_060421632.1			
OG0021661					XP_060421637.1			
OG0021662					XP_060421653.1			
OG0021663					XP_060421681.1			
OG0021664					XP_060421709.1			
OG0021665					XP_060421736.1			
OG0021666					XP_060421740.1			
OG0021667					XP_060421750.1			
OG0021668					XP_060421755.1			
OG0021669					XP_060421765.1			
OG0021670					XP_060421791.1			
OG0021671					XP_060421802.1			
OG0021672					XP_060421803.1			
OG0021673					XP_060421893.1			
OG0021674					XP_060421895.1			
OG0021675					XP_060421908.1			
OG0021676					XP_060421935.1			
OG0021677					XP_060421941.1			
OG0021678					XP_060421947.1			
OG0021679					XP_060421951.1			
OG0021680					XP_060421952.1			
OG0021681					XP_060421955.1			
OG0021682					XP_060421961.1			
OG0021683					XP_060421962.1			
OG0021684					XP_060421994.1			
OG0021685					XP_060422012.1			
OG0021686					XP_060422035.1			
OG0021687					XP_060422094.1			
OG0021688					XP_060422095.1			
OG0021689					XP_060422096.1			
OG0021690					XP_060422097.1			
OG0021691					XP_060422102.1			
OG0021692					XP_060422104.1			
OG0021693					XP_060422109.1			
OG0021694					XP_060422116.1			
OG0021695					XP_060422119.1			
OG0021696					XP_060422132.1			
OG0021697					XP_060422142.1			
OG0021698					XP_060422144.1			
OG0021699					XP_060422152.1			
OG0021700					XP_060422175.1			
OG0021701					XP_060422201.1			
OG0021702					XP_060422208.1			
OG0021703					XP_060422237.1			
OG0021704					XP_060422249.1			
OG0021705					XP_060422254.1			
OG0021706					XP_060422256.1			
OG0021707					XP_060422276.1			
OG0021708					XP_060422294.1			
OG0021709					XP_060422302.1			
OG0021710					XP_060422368.1			
OG0021711					XP_060422379.1			
OG0021712					XP_060422385.1			
OG0021713					XP_060422412.1			
OG0021714					XP_060422416.1			
OG0021715					XP_060422417.1			
OG0021716					XP_060422419.1			
OG0021717					XP_060422420.1			
OG0021718					XP_060422422.1			
OG0021719					XP_060422426.1			
OG0021720					XP_060422428.1			
OG0021721					XP_060422431.1			
OG0021722					XP_060422432.1			
OG0021723					XP_060422433.1			
OG0021724					XP_060422435.1			
OG0021725					XP_060422437.1			
OG0021726					XP_060422450.1			
OG0021727					XP_060422452.1			
OG0021728					XP_060422457.1			
OG0021729					XP_060422464.1			
OG0021730					XP_060422485.1			
OG0021731					XP_060422507.1			
OG0021732					XP_060422509.1			
OG0021733					XP_060422527.1			
OG0021734					XP_060422544.1			
OG0021735					XP_060422546.1			
OG0021736					XP_060422548.1			
OG0021737					XP_060422557.1			
OG0021738					XP_060422558.1			
OG0021739					XP_060422560.1			
OG0021740					XP_060422561.1			
OG0021741					XP_060422568.1			
OG0021742					XP_060422578.1			
OG0021743					XP_060422585.1			
OG0021744					XP_060422600.1			
OG0021745					XP_060422601.1			
OG0021746					XP_060422608.1			
OG0021747					XP_060422609.1			
OG0021748					XP_060422611.1			
OG0021749					XP_060422621.1			
OG0021750					XP_060422622.1			
OG0021751					XP_060422643.1			
OG0021752					XP_060422644.1			
OG0021753					XP_060422651.1			
OG0021754					XP_060422652.1			
OG0021755					XP_060422680.1			
OG0021756					XP_060422713.1			
OG0021757					XP_060422744.1			
OG0021758					XP_060422754.1			
OG0021759					XP_060422770.1			
OG0021760					XP_060422771.1			
OG0021761					XP_060422773.1			
OG0021762					XP_060422774.1			
OG0021763					XP_060422776.1			
OG0021764					XP_060422777.1			
OG0021765					XP_060422786.1			
OG0021766					XP_060422790.1			
OG0021767					XP_060422798.1			
OG0021768					XP_060422800.1			
OG0021769					XP_060422814.1			
OG0021770					XP_060422823.1			
OG0021771					XP_060422824.1			
OG0021772					XP_060422828.1			
OG0021773					XP_060422830.1			
OG0021774					XP_060422831.1			
OG0021775					XP_060422837.1			
OG0021776					XP_060422841.1			
OG0021777					XP_060422866.1			
OG0021778					XP_060422893.1			
OG0021779					XP_060422918.1			
OG0021780					XP_060422929.1			
OG0021781					XP_060422945.1			
OG0021782					XP_060422948.1			
OG0021783					XP_060422969.1			
OG0021784					XP_060422994.1			
OG0021785					XP_060422999.1			
OG0021786					XP_060423025.1			
OG0021787					XP_060423035.1			
OG0021788					XP_060423036.1			
OG0021789					XP_060423039.1			
OG0021790					XP_060423052.1			
OG0021791					XP_060423054.1			
OG0021792					XP_060423057.1			
OG0021793					XP_060423064.1			
OG0021794					XP_060423069.1			
OG0021795					XP_060423070.1			
OG0021796					XP_060423071.1			
OG0021797					XP_060423073.1			
OG0021798					XP_060423074.1			
OG0021799					XP_060423094.1			
OG0021800					XP_060423095.1			
OG0021801					XP_060423097.1			
OG0021802					XP_060423106.1			
OG0021803					XP_060423120.1			
OG0021804					XP_060423127.1			
OG0021805					XP_060423170.1			
OG0021806					XP_060423174.1			
OG0021807					XP_060423175.1			
OG0021808					XP_060423180.1			
OG0021809					XP_060423195.1			
OG0021810					XP_060423197.1			
OG0021811					XP_060423207.1			
OG0021812					XP_060423210.1			
OG0021813					XP_060423240.1			
OG0021814					XP_060423275.1			
OG0021815					XP_060423287.1			
OG0021816					XP_060423293.1			
OG0021817					XP_060423294.1			
OG0021818					XP_060423295.1			
OG0021819					XP_060423305.1			
OG0021820					XP_060423313.1			
OG0021821					XP_060423315.1			
OG0021822					XP_060423328.1			
OG0021823					XP_060423355.1			
OG0021824					XP_060423362.1			
OG0021825					XP_060423394.1			
OG0021826					XP_060423395.1			
OG0021827					XP_060423398.1			
OG0021828					XP_060423404.1			
OG0021829					XP_060423431.1			
OG0021830					XP_060423446.1			
OG0021831					XP_060423449.1			
OG0021832					XP_060423450.1			
OG0021833					XP_060423452.1			
OG0021834					XP_060423455.1			
OG0021835					XP_060423457.1			
OG0021836					XP_060423478.1			
OG0021837					XP_060423496.1			
OG0021838					XP_060423509.1			
OG0021839					XP_060423510.1			
OG0021840					XP_060423525.1			
OG0021841					XP_060423534.1			
OG0021842					XP_060423535.1			
OG0021843					XP_060423538.1			
OG0021844					XP_060423540.1			
OG0021845					XP_060423573.1			
OG0021846					XP_060423586.1			
OG0021847					XP_060423630.1			
OG0021848					XP_060423634.1			
OG0021849					XP_060423636.1			
OG0021850					XP_060423639.1			
OG0021851					XP_060423642.1			
OG0021852					XP_060423678.1			
OG0021853					XP_060423682.1			
OG0021854					XP_060423683.1			
OG0021855					XP_060423684.1			
OG0021856					XP_060423688.1			
OG0021857					XP_060423695.1			
OG0021858					XP_060423699.1			
OG0021859					XP_060423713.1			
OG0021860					XP_060423717.1			
OG0021861					XP_060423807.1			
OG0021862					XP_060423808.1			
OG0021863					XP_060423811.1			
OG0021864					XP_060423817.1			
OG0021865					XP_060423869.1			
OG0021866					XP_060423874.1			
OG0021867					XP_060423877.1			
OG0021868					XP_060423881.1			
OG0021869					XP_060423926.1			
OG0021870					XP_060423946.1			
OG0021871					XP_060423949.1			
OG0021872					XP_060423950.1			
OG0021873					XP_060423969.1			
OG0021874					XP_060423978.1			
OG0021875					XP_060423980.1			
OG0021876					XP_060423991.1			
OG0021877					XP_060423992.1			
OG0021878					XP_060423994.1			
OG0021879					XP_060423995.1			
OG0021880					XP_060424016.1			
OG0021881					XP_060424030.1			
OG0021882					XP_060424034.1			
OG0021883					XP_060424035.1			
OG0021884					XP_060424037.1			
OG0021885					XP_060424043.1			
OG0021886					XP_060424044.1			
OG0021887					XP_060424052.1			
OG0021888					XP_060424057.1			
OG0021889					XP_060424060.1			
OG0021890					XP_060424065.1			
OG0021891					XP_060424066.1			
OG0021892					XP_060424067.1			
OG0021893					XP_060424068.1			
OG0021894					XP_060424069.1			
OG0021895					XP_060424083.1			
OG0021896					XP_060424088.1			
OG0021897					XP_060424089.1			
OG0021898					XP_060424091.1			
OG0021899					XP_060424092.1			
OG0021900					XP_060424094.1			
OG0021901					XP_060424106.1			
OG0021902					XP_060424138.1			
OG0021903					XP_060424142.1			
OG0021904					XP_060424143.1			
OG0021905					XP_060424157.1			
OG0021906					XP_060424164.1			
OG0021907					XP_060424165.1			
OG0021908					XP_060424168.1			
OG0021909					XP_060424194.1			
OG0021910					XP_060424195.1			
OG0021911					XP_060424203.1			
OG0021912					XP_060424216.1			
OG0021913					XP_060424217.1			
OG0021914					XP_060424231.1			
OG0021915					XP_060424267.1			
OG0021916					XP_060424269.1			
OG0021917					XP_060424301.1			
OG0021918					XP_060424302.1			
OG0021919					XP_060424307.1			
OG0021920					XP_060424324.1			
OG0021921					XP_060424417.1			
OG0021922					XP_060424419.1			
OG0021923					XP_060424438.1			
OG0021924					XP_060424439.1			
OG0021925					XP_060424440.1			
OG0021926					XP_060424449.1			
OG0021927					XP_060424450.1			
OG0021928					XP_060424452.1			
OG0021929					XP_060424468.1			
OG0021930					XP_060424474.1			
OG0021931					XP_060424479.1			
OG0021932					XP_060424517.1			
OG0021933					XP_060424567.1			
OG0021934					XP_060424568.1			
OG0021935					XP_060424572.1			
OG0021936					XP_060424585.1			
OG0021937					XP_060424595.1			
OG0021938					XP_060424600.1			
OG0021939					XP_060424601.1			
OG0021940					XP_060424602.1			
OG0021941					XP_060424606.1			
OG0021942					XP_060424640.1			
OG0021943					XP_060424643.1			
OG0021944					XP_060424645.1			
OG0021945					XP_060424647.1			
OG0021946					XP_060424682.1			
OG0021947					XP_060424688.1			
OG0021948					XP_060424716.1			
OG0021949					XP_060424725.1			
OG0021950					XP_060424731.1			
OG0021951					XP_060424747.1			
OG0021952					XP_060424751.1			
OG0021953					XP_060424758.1			
OG0021954					XP_060424786.1			
OG0021955					XP_060424787.1			
OG0021956					XP_060424791.1			
OG0021957					XP_060424796.1			
OG0021958					XP_060424813.1			
OG0021959					XP_060424836.1			
OG0021960					XP_060424845.1			
OG0021961					XP_060424849.1			
OG0021962					XP_060424860.1			
OG0021963					XP_060424875.1			
OG0021964					XP_060424882.1			
OG0021965					XP_060424885.1			
OG0021966					XP_060424886.1			
OG0021967					XP_060424889.1			
OG0021968					XP_060424891.1			
OG0021969					XP_060424892.1			
OG0021970					XP_060424916.1			
OG0021971					XP_060424918.1			
OG0021972					XP_060424935.1			
OG0021973					XP_060424938.1			
OG0021974					XP_060424956.1			
OG0021975					XP_060424984.1			
OG0021976					XP_060424994.1			
OG0021977					XP_060425004.1			
OG0021978					XP_060425025.1			
OG0021979					XP_060425058.1			
OG0021980					XP_060425060.1			
OG0021981					XP_060425086.1			
OG0021982					XP_060425095.1			
OG0021983					XP_060425098.1			
OG0021984					XP_060425103.1			
OG0021985					XP_060425133.1			
OG0021986					XP_060425163.1			
OG0021987					XP_060425173.1			
OG0021988					XP_060425185.1			
OG0021989					XP_060425186.1			
OG0021990					XP_060425191.1			
OG0021991					XP_060425226.1			
OG0021992					XP_060425252.1			
OG0021993					XP_060425274.1			
OG0021994					XP_060425281.1			
OG0021995					XP_060425286.1			
OG0021996					XP_060425324.1			
OG0021997					XP_060425325.1			
OG0021998					XP_060425340.1			
OG0021999					XP_060425341.1			
OG0022000					XP_060425354.1			
OG0022001					XP_060425369.1			
OG0022002					XP_060425385.1			
OG0022003					XP_060425390.1			
OG0022004					XP_060425393.1			
OG0022005					XP_060425398.1			
OG0022006					XP_060425408.1			
OG0022007					XP_060425409.1			
OG0022008					XP_060425421.1			
OG0022009					XP_060425424.1			
OG0022010					XP_060425432.1			
OG0022011					XP_060425449.1			
OG0022012					XP_060425451.1			
OG0022013					XP_060425456.1			
OG0022014					XP_060425468.1			
OG0022015					XP_060425485.1			
OG0022016					XP_060425488.1			
OG0022017					XP_060425492.1			
OG0022018					XP_060425502.1			
OG0022019					XP_060425505.1			
OG0022020					XP_060425514.1			
OG0022021					XP_060425522.1			
OG0022022					XP_060425524.1			
OG0022023					XP_060425541.1			
OG0022024					XP_060425546.1			
OG0022025					XP_060425547.1			
OG0022026					XP_060425562.1			
OG0022027					XP_060425627.1			
OG0022028					XP_060425629.1			
OG0022029					XP_060425638.1			
OG0022030					XP_060425686.1			
OG0022031					XP_060425722.1			
OG0022032					XP_060425726.1			
OG0022033					XP_060425732.1			
OG0022034					XP_060425751.1			
