Orthogroup	Colletotrichum_acutatum	Colletotrichum_abscissum
OG0004866	XP_060360733.1	XP_060396037.1
OG0004867	XP_060360731.1	XP_060396038.1
OG0004868	XP_060360730.1	XP_060396039.1
OG0004869	XP_060360729.1	XP_060396041.1
OG0004870	XP_060360727.1	XP_060396043.1
OG0004871	XP_060360726.1	XP_060396045.1
OG0004872	XP_060360724.1	XP_060396047.1
OG0004873	XP_060360723.1	XP_060396048.1
OG0004875	XP_060360235.1	XP_060396062.1
OG0004876	XP_060360237.1	XP_060396065.1
OG0004877	XP_060360238.1	XP_060396066.1
OG0004878	XP_060360239.1	XP_060396067.1
OG0004879	XP_060360242.1	XP_060396069.1
OG0004881	XP_060360246.1	XP_060396074.1
OG0004882	XP_060360251.1	XP_060396078.1
OG0004883	XP_060360253.1	XP_060396080.1
OG0004884	XP_060360254.1	XP_060396081.1
OG0004885	XP_060360255.1	XP_060396083.1
OG0004886	XP_060360256.1	XP_060396084.1
OG0004887	XP_060360257.1	XP_060396085.1
OG0004888	XP_060360258.1	XP_060396086.1
OG0004889	XP_060360260.1	XP_060396088.1
OG0004890	XP_060360261.1	XP_060396090.1
OG0004891	XP_060360262.1	XP_060396091.1
OG0004892	XP_060360263.1	XP_060396092.1
OG0004893	XP_060360267.1	XP_060396097.1
OG0004894	XP_060360268.1	XP_060396098.1
OG0004895	XP_060360269.1	XP_060396099.1
OG0004896	XP_060360274.1	XP_060396102.1
OG0004897	XP_060358015.1	XP_060396105.1
OG0004898	XP_060358016.1	XP_060396106.1
OG0004899	XP_060358017.1	XP_060396107.1
OG0004900	XP_060358019.1	XP_060396111.1
OG0004901	XP_060358021.1	XP_060396112.1
OG0004902	XP_060358022.1	XP_060396114.1
OG0004903	XP_060358024.1	XP_060396118.1
OG0004904	XP_060368420.1	XP_060396122.1
OG0004905	XP_060368417.1	XP_060396125.1
OG0004906	XP_060368412.1	XP_060396136.1
OG0004907	XP_060368411.1	XP_060396137.1
OG0004908	XP_060368410.1	XP_060396138.1
OG0004909	XP_060368409.1	XP_060396139.1
OG0004910	XP_060368404.1	XP_060396144.1
OG0004911	XP_060368402.1	XP_060396145.1
OG0004912	XP_060368400.1	XP_060396147.1
OG0004913	XP_060368399.1	XP_060396148.1
OG0004914	XP_060368397.1	XP_060396149.1
OG0004915	XP_060368393.1	XP_060396154.1
OG0004916	XP_060368391.1	XP_060396156.1
OG0004917	XP_060368390.1	XP_060396157.1
OG0004918	XP_060368384.1	XP_060396164.1
OG0004919	XP_060368383.1	XP_060396165.1
OG0004920	XP_060368382.1	XP_060396166.1
OG0004921	XP_060368379.1	XP_060396169.1
OG0004922	XP_060368377.1	XP_060396170.1
OG0004923	XP_060368376.1	XP_060396171.1
OG0004924	XP_060368374.1	XP_060396173.1
OG0004925	XP_060368372.1	XP_060396175.1
OG0004926	XP_060368371.1	XP_060396176.1
OG0004927	XP_060368368.1	XP_060396179.1
OG0004928	XP_060368462.1	XP_060396196.1
OG0004929	XP_060368463.1	XP_060396197.1
OG0004930	XP_060368464.1	XP_060396198.1
OG0004931	XP_060368465.1	XP_060396199.1
OG0004932	XP_060368466.1	XP_060396200.1
OG0004933	XP_060368467.1	XP_060396201.1
OG0004934	XP_060368468.1	XP_060396202.1
OG0004935	XP_060368469.1	XP_060396203.1
OG0004936	XP_060368473.1	XP_060396207.1
OG0004937	XP_060368475.1	XP_060396209.1
OG0004938	XP_060368476.1	XP_060396210.1
OG0004939	XP_060368478.1	XP_060396211.1
OG0004940	XP_060368480.1	XP_060396212.1
OG0004941	XP_060368485.1	XP_060396214.1
OG0004942	XP_060368487.1	XP_060396215.1
OG0004943	XP_060368488.1	XP_060396217.1
OG0004944	XP_060368490.1	XP_060396218.1
OG0004945	XP_060368491.1	XP_060396219.1
OG0004946	XP_060368492.1	XP_060396220.1
OG0004947	XP_060368493.1	XP_060396221.1
OG0004948	XP_060368495.1	XP_060396224.1
OG0004949	XP_060368496.1	XP_060396225.1
OG0004950	XP_060368497.1	XP_060396226.1
OG0004951	XP_060368498.1	XP_060396228.1
OG0004952	XP_060368501.1	XP_060396230.1
OG0004953	XP_060368503.1	XP_060396232.1
OG0004954	XP_060368504.1	XP_060396234.1
OG0004955	XP_060368507.1	XP_060396237.1
OG0004956	XP_060368508.1	XP_060396239.1
OG0004957	XP_060368509.1	XP_060396241.1
OG0004958	XP_060368512.1	XP_060396246.1
OG0004959	XP_060368515.1	XP_060396249.1
OG0004960	XP_060368516.1	XP_060396251.1
OG0004961	XP_060368517.1	XP_060396252.1
OG0004962	XP_060368519.1	XP_060396254.1
OG0004963	XP_060368525.1	XP_060396260.1
OG0004964	XP_060368528.1	XP_060396265.1
OG0004965	XP_060368529.1	XP_060396266.1
OG0004966	XP_060368530.1	XP_060396267.1
OG0004967	XP_060368531.1	XP_060396268.1
OG0004968	XP_060368534.1	XP_060396272.1
OG0004969	XP_060368535.1	XP_060396273.1
OG0004970	XP_060368536.1	XP_060396274.1
OG0004971	XP_060368537.1	XP_060396275.1
OG0004972	XP_060368544.1	XP_060396284.1
OG0004973	XP_060368546.1	XP_060396287.1
OG0004974	XP_060368547.1	XP_060396288.1
OG0004975	XP_060368550.1	XP_060396291.1
OG0004976	XP_060368553.1	XP_060396293.1
OG0004977	XP_060368556.1	XP_060396296.1
OG0004978	XP_060368557.1	XP_060396298.1
OG0004979	XP_060368558.1	XP_060396299.1
OG0004980	XP_060368559.1	XP_060396301.1
OG0004981	XP_060368560.1	XP_060396302.1
OG0004982	XP_060368562.1	XP_060396303.1
OG0004983	XP_060368563.1	XP_060396305.1
OG0004984	XP_060368569.1	XP_060396312.1
OG0004985	XP_060368570.1	XP_060396313.1
OG0004986	XP_060368576.1	XP_060396318.1
OG0004987	XP_060368578.1	XP_060396320.1
OG0004988	XP_060368580.1	XP_060396322.1
OG0004989	XP_060368581.1	XP_060396323.1
OG0004990	XP_060368582.1	XP_060396324.1
OG0004991	XP_060368583.1	XP_060396325.1
OG0004992	XP_060365753.1	XP_060396344.1
OG0004993	XP_060365752.1	XP_060396345.1
OG0004994	XP_060365749.1	XP_060396348.1
OG0004995	XP_060365745.1	XP_060396352.1
OG0004996	XP_060365744.1	XP_060396353.1
OG0004997	XP_060365743.1	XP_060396354.1
OG0004998	XP_060365741.1	XP_060396356.1
OG0004999	XP_060365738.1	XP_060396359.1
OG0005000	XP_060365737.1	XP_060396360.1
OG0005001	XP_060365736.1	XP_060396361.1
OG0005002	XP_060365735.1	XP_060396362.1
OG0005003	XP_060365733.1	XP_060396365.1
OG0005004	XP_060365731.1	XP_060396367.1
OG0005005	XP_060365730.1	XP_060396369.1
OG0005006	XP_060365729.1	XP_060396370.1
OG0005007	XP_060365728.1	XP_060396371.1
OG0005008	XP_060365727.1	XP_060396372.1
OG0005009	XP_060365726.1	XP_060396373.1
OG0005010	XP_060365725.1	XP_060396374.1
OG0005011	XP_060365723.1	XP_060396376.1
OG0005012	XP_060365721.1	XP_060396377.1
OG0005013	XP_060365719.1	XP_060396380.1
OG0005014	XP_060365718.1	XP_060396381.1
OG0005015	XP_060365716.1	XP_060396383.1
OG0005016	XP_060365713.1	XP_060396385.1
OG0005017	XP_060365712.1	XP_060396386.1
OG0005018	XP_060365711.1	XP_060396387.1
OG0005019	XP_060365710.1	XP_060396388.1
OG0005020	XP_060365709.1	XP_060396389.1
OG0005021	XP_060365708.1	XP_060396390.1
OG0005022	XP_060365707.1	XP_060396391.1
OG0005023	XP_060365706.1	XP_060396392.1
OG0005024	XP_060365705.1	XP_060396393.1
OG0005025	XP_060365704.1	XP_060396394.1
OG0005026	XP_060365703.1	XP_060396395.1
OG0005027	XP_060365702.1	XP_060396396.1
OG0005028	XP_060365701.1	XP_060396397.1
OG0005029	XP_060365700.1	XP_060396398.1
OG0005030	XP_060365695.1	XP_060396403.1
OG0005031	XP_060365694.1	XP_060396404.1
OG0005032	XP_060365693.1	XP_060396405.1
OG0005033	XP_060365691.1	XP_060396406.1
OG0005034	XP_060365690.1	XP_060396407.1
OG0005035	XP_060365689.1	XP_060396408.1
OG0005036	XP_060365688.1	XP_060396409.1
OG0005037	XP_060365687.1	XP_060396410.1
OG0005038	XP_060365686.1	XP_060396411.1
OG0005039	XP_060365684.1	XP_060396413.1
OG0005040	XP_060365683.1	XP_060396414.1
OG0005041	XP_060363958.1	XP_060396421.1
OG0005042	XP_060363959.1	XP_060396422.1
OG0005043	XP_060363960.1	XP_060396423.1
OG0005044	XP_060363961.1	XP_060396424.1, XP_060396425.1
OG0005045	XP_060363964.1	XP_060396429.1
OG0005046	XP_060363965.1	XP_060396430.1
OG0005047	XP_060363966.1	XP_060396432.1
OG0005048	XP_060363967.1	XP_060396433.1
OG0005049	XP_060363969.1	XP_060396436.1
OG0005050	XP_060363970.1	XP_060396437.1
OG0005051	XP_060363972.1	XP_060396440.1
OG0005052	XP_060363973.1	XP_060396441.1
OG0005053	XP_060363978.1	XP_060396446.1
OG0005054	XP_060363980.1	XP_060396449.1
OG0005055	XP_060363981.1	XP_060396450.1
OG0005056	XP_060363982.1	XP_060396451.1
OG0005057	XP_060363983.1	XP_060396452.1
OG0005058	XP_060363984.1	XP_060396453.1
OG0005059	XP_060363987.1	XP_060396456.1
OG0005060	XP_060363989.1	XP_060396458.1
OG0005061	XP_060363992.1	XP_060396461.1
OG0005062	XP_060363993.1	XP_060396462.1
OG0005063	XP_060363998.1	XP_060396466.1
OG0005064	XP_060363999.1	XP_060396467.1
OG0005065	XP_060364001.1	XP_060396473.1
OG0005066	XP_060364005.1	XP_060396477.1
OG0005067	XP_060364006.1	XP_060396478.1
OG0005068	XP_060364007.1	XP_060396479.1
OG0005069	XP_060364009.1, XP_060364008.1	XP_060396481.1
OG0005070	XP_060364011.1	XP_060396485.1
OG0005071	XP_060364013.1	XP_060396487.1
OG0005072	XP_060364015.1	XP_060396488.1
OG0005073	XP_060364017.1	XP_060396490.1
OG0005074	XP_060364018.1	XP_060396491.1
OG0005075	XP_060364019.1	XP_060396492.1
OG0005076	XP_060364020.1	XP_060396493.1
OG0005077	XP_060364022.1	XP_060396497.1
OG0005079	XP_060359058.1	XP_060404012.1, XP_060396504.1
OG0005080	XP_060363861.1	XP_060396509.1
OG0005081	XP_060363860.1	XP_060396511.1
OG0005082	XP_060363859.1	XP_060396512.1
OG0005083	XP_060363857.1	XP_060396515.1
OG0005084	XP_060363854.1	XP_060396520.1
OG0005085	XP_060363853.1	XP_060396522.1
OG0005086	XP_060363850.1	XP_060396525.1
OG0005087	XP_060363849.1	XP_060396526.1
OG0005088	XP_060363848.1	XP_060396527.1
OG0005089	XP_060363847.1	XP_060396528.1
OG0005090	XP_060363844.1	XP_060396531.1
OG0005091	XP_060363843.1	XP_060396534.1
OG0005092	XP_060363842.1	XP_060396535.1
OG0005093	XP_060363841.1	XP_060396536.1
OG0005094	XP_060363840.1	XP_060396537.1
OG0005095	XP_060363839.1	XP_060396538.1
OG0005096	XP_060363838.1	XP_060396539.1
OG0005097	XP_060363837.1	XP_060396540.1
OG0005098	XP_060363836.1	XP_060396541.1
OG0005099	XP_060363835.1	XP_060396542.1
OG0005100	XP_060363833.1	XP_060396545.1
OG0005101	XP_060363831.1	XP_060396548.1
OG0005102	XP_060363829.1	XP_060396550.1
OG0005103	XP_060363828.1	XP_060396551.1
OG0005104	XP_060367329.1	XP_060396552.1
OG0005105	XP_060367327.1	XP_060396554.1
OG0005106	XP_060367326.1	XP_060396555.1
OG0005107	XP_060367325.1	XP_060396556.1
OG0005108	XP_060367324.1	XP_060396557.1
OG0005109	XP_060367322.1	XP_060396559.1
OG0005110	XP_060367317.1	XP_060396562.1
OG0005111	XP_060367316.1	XP_060396563.1
OG0005112	XP_060367312.1	XP_060396568.1
OG0005113	XP_060367311.1	XP_060396569.1
OG0005114	XP_060367310.1	XP_060396571.1
OG0005115	XP_060367306.1	XP_060396574.1
OG0005116	XP_060367304.1	XP_060396576.1
OG0005117	XP_060367303.1	XP_060396577.1
OG0005118	XP_060367301.1	XP_060396579.1
OG0005119	XP_060367300.1	XP_060396580.1
OG0005120	XP_060367299.1	XP_060396581.1
OG0005121	XP_060367292.1	XP_060396590.1
OG0005122	XP_060367291.1	XP_060396591.1
OG0005123	XP_060367290.1	XP_060396592.1
OG0005124	XP_060367288.1	XP_060396594.1
OG0005125	XP_060367287.1	XP_060396595.1
OG0005126	XP_060367286.1	XP_060396596.1
OG0005127	XP_060367285.1	XP_060396597.1
OG0005128	XP_060367284.1	XP_060396598.1
OG0005129	XP_060367283.1	XP_060396599.1
OG0005130	XP_060367282.1	XP_060396600.1
OG0005131	XP_060367281.1	XP_060396601.1
OG0005132	XP_060367280.1	XP_060396603.1
OG0005133	XP_060367279.1	XP_060396604.1
OG0005134	XP_060367278.1	XP_060396605.1
OG0005135	XP_060367277.1	XP_060396606.1
OG0005136	XP_060367274.1	XP_060396609.1
OG0005137	XP_060367273.1	XP_060396610.1
OG0005138	XP_060367271.1	XP_060396611.1
OG0005139	XP_060367270.1	XP_060396612.1
OG0005140	XP_060367269.1	XP_060396613.1
OG0005141	XP_060367268.1	XP_060396614.1
OG0005142	XP_060367267.1	XP_060396615.1
OG0005143	XP_060367265.1	XP_060396617.1
OG0005144	XP_060367264.1	XP_060396619.1
OG0005145	XP_060367263.1	XP_060396620.1
OG0005146	XP_060367262.1	XP_060396621.1
OG0005147	XP_060367260.1	XP_060396622.1
OG0005148	XP_060367259.1	XP_060396623.1
OG0005149	XP_060367257.1	XP_060396625.1
OG0005150	XP_060367254.1	XP_060396629.1
OG0005151	XP_060367251.1	XP_060396633.1
OG0005152	XP_060367250.1	XP_060396635.1
OG0005153	XP_060367249.1	XP_060396636.1
OG0005154	XP_060367248.1	XP_060396637.1
OG0005155	XP_060367247.1	XP_060396638.1
OG0005156	XP_060367244.1	XP_060396641.1
OG0005157	XP_060367243.1	XP_060396642.1
OG0005158	XP_060367242.1	XP_060396643.1
OG0005159	XP_060367241.1	XP_060396644.1
OG0005160	XP_060367239.1	XP_060396645.1
OG0005161	XP_060367237.1	XP_060396647.1
OG0005162	XP_060367236.1	XP_060396648.1
OG0005163	XP_060367235.1	XP_060396649.1
OG0005164	XP_060367234.1	XP_060396651.1
OG0005165	XP_060367233.1	XP_060396652.1
OG0005166	XP_060367232.1	XP_060396653.1
OG0005167	XP_060367231.1	XP_060396654.1
OG0005168	XP_060367230.1	XP_060396655.1
OG0005169	XP_060367229.1	XP_060396656.1
OG0005170	XP_060367228.1	XP_060396657.1
OG0005171	XP_060367227.1	XP_060396658.1
OG0005172	XP_060367226.1	XP_060396659.1
OG0005173	XP_060367225.1	XP_060396661.1
OG0005174	XP_060367224.1	XP_060396662.1
OG0005175	XP_060367223.1	XP_060396663.1
OG0005176	XP_060367222.1	XP_060396664.1
OG0005177	XP_060369974.1	XP_060396675.1
OG0005178	XP_060369973.1	XP_060396677.1
OG0005179	XP_060369972.1	XP_060396678.1
OG0005180	XP_060369971.1	XP_060396679.1
OG0005181	XP_060369970.1	XP_060396680.1
OG0005182	XP_060369969.1	XP_060396681.1
OG0005183	XP_060369968.1	XP_060396682.1
OG0005184	XP_060369965.1	XP_060396684.1
OG0005185	XP_060369963.1	XP_060396686.1
OG0005186	XP_060369962.1	XP_060396689.1
OG0005187	XP_060369961.1	XP_060396690.1
OG0005188	XP_060369960.1	XP_060396691.1
OG0005189	XP_060369956.1	XP_060396695.1
OG0005190	XP_060369955.1	XP_060396696.1
OG0005191	XP_060369954.1	XP_060396697.1
OG0005192	XP_060369953.1	XP_060396698.1
OG0005193	XP_060369952.1	XP_060396699.1
OG0005194	XP_060369950.1	XP_060396701.1
OG0005195	XP_060369949.1	XP_060396702.1
OG0005196	XP_060369947.1	XP_060396703.1
OG0005197	XP_060369944.1	XP_060396705.1
OG0005198	XP_060369943.1	XP_060396707.1
OG0005199	XP_060369942.1	XP_060396708.1
OG0005200	XP_060369941.1	XP_060396709.1
OG0005201	XP_060369940.1	XP_060396710.1
OG0005202	XP_060369939.1	XP_060396711.1
OG0005203	XP_060369938.1	XP_060396712.1
OG0005204	XP_060369937.1	XP_060396713.1
OG0005205	XP_060369936.1	XP_060396714.1
OG0005206	XP_060369935.1	XP_060396715.1
OG0005207	XP_060369932.1	XP_060396718.1
OG0005208	XP_060369931.1	XP_060396719.1
OG0005209	XP_060369930.1	XP_060396720.1
OG0005210	XP_060369929.1	XP_060396721.1
OG0005211	XP_060369927.1	XP_060396725.1
OG0005212	XP_060369924.1	XP_060396730.1
OG0005213	XP_060369923.1	XP_060396731.1
OG0005214	XP_060369922.1	XP_060396732.1
OG0005215	XP_060369921.1	XP_060396733.1
OG0005216	XP_060369920.1	XP_060396734.1
OG0005217	XP_060369919.1	XP_060396735.1
OG0005218	XP_060369918.1	XP_060396736.1
OG0005219	XP_060369917.1	XP_060396737.1
OG0005220	XP_060369916.1	XP_060396738.1
OG0005221	XP_060369915.1	XP_060396739.1
OG0005222	XP_060369913.1	XP_060396742.1
OG0005223	XP_060369911.1	XP_060396744.1
OG0005224	XP_060369910.1	XP_060396745.1
OG0005225	XP_060369909.1	XP_060396746.1
OG0005226	XP_060369908.1	XP_060396747.1
OG0005227	XP_060369907.1	XP_060396748.1
OG0005228	XP_060369905.1	XP_060396750.1
OG0005229	XP_060369902.1	XP_060396754.1
OG0005230	XP_060369901.1	XP_060396755.1
OG0005231	XP_060369897.1	XP_060396757.1
OG0005232	XP_060369896.1	XP_060396758.1
OG0005233	XP_060369894.1	XP_060396760.1
OG0005234	XP_060369893.1	XP_060396761.1
OG0005235	XP_060369888.1	XP_060396766.1
OG0005236	XP_060369887.1	XP_060396767.1
OG0005237	XP_060369886.1	XP_060396770.1
OG0005238	XP_060369885.1	XP_060396771.1
OG0005239	XP_060369884.1	XP_060396772.1
OG0005240	XP_060369883.1	XP_060396773.1
OG0005241	XP_060369881.1	XP_060396776.1
OG0005242	XP_060369880.1	XP_060396777.1
OG0005243	XP_060369878.1	XP_060396779.1
OG0005244	XP_060369875.1	XP_060396783.1
OG0005245	XP_060369874.1	XP_060396784.1
OG0005246	XP_060369873.1	XP_060396785.1
OG0005247	XP_060369871.1	XP_060396787.1
OG0005248	XP_060369870.1	XP_060396788.1
OG0005249	XP_060369869.1	XP_060396790.1
OG0005250	XP_060369868.1	XP_060396791.1
OG0005251	XP_060369866.1	XP_060396793.1
OG0005252	XP_060369863.1	XP_060396796.1
OG0005253	XP_060369862.1	XP_060396797.1
OG0005254	XP_060369861.1	XP_060396798.1
OG0005255	XP_060369860.1	XP_060396799.1
OG0005256	XP_060369857.1	XP_060396802.1
OG0005257	XP_060366218.1	XP_060396805.1
OG0005258	XP_060366217.1	XP_060396806.1
OG0005259	XP_060366216.1	XP_060396807.1
OG0005260	XP_060366215.1	XP_060396808.1
OG0005261	XP_060366213.1	XP_060396812.1
OG0005262	XP_060366212.1	XP_060396813.1
OG0005263	XP_060366211.1	XP_060396814.1
OG0005264	XP_060366209.1	XP_060396816.1
OG0005265	XP_060366208.1	XP_060396817.1
OG0005266	XP_060366207.1	XP_060396818.1
OG0005267	XP_060366204.1	XP_060396821.1
OG0005268	XP_060366202.1	XP_060396823.1
OG0005269	XP_060361459.1	XP_060396842.1
OG0005270	XP_060357714.1	XP_060396848.1
OG0005271	XP_060357719.1	XP_060396853.1
OG0005272	XP_060357720.1	XP_060396854.1
OG0005273	XP_060357721.1	XP_060396855.1
OG0005274	XP_060357722.1	XP_060396856.1
OG0005275	XP_060357723.1	XP_060396857.1
OG0005276	XP_060360846.1	XP_060396865.1
OG0005277	XP_060360842.1	XP_060396869.1
OG0005278	XP_060360841.1	XP_060396870.1
OG0005279	XP_060360840.1	XP_060396872.1
OG0005280	XP_060360839.1	XP_060396873.1
OG0005281	XP_060360838.1	XP_060396875.1
OG0005282	XP_060360836.1	XP_060396878.1
OG0005283	XP_060360835.1	XP_060396879.1
OG0005284	XP_060360833.1	XP_060396881.1
OG0005285	XP_060360832.1	XP_060396882.1
OG0005286	XP_060360831.1	XP_060396883.1
OG0005287	XP_060360830.1	XP_060396884.1
OG0005288	XP_060360829.1	XP_060396885.1
OG0005289	XP_060360828.1	XP_060396886.1
OG0005290	XP_060360826.1	XP_060396888.1
OG0005291	XP_060360822.1	XP_060396890.1
OG0005292	XP_060360819.1	XP_060396893.1
OG0005293	XP_060360818.1	XP_060396894.1
OG0005294	XP_060360817.1	XP_060396895.1
OG0005295	XP_060360816.1	XP_060396896.1
OG0005296	XP_060360815.1	XP_060396897.1
OG0005297	XP_060360814.1	XP_060396898.1
OG0005298	XP_060360813.1	XP_060396899.1
OG0005299	XP_060360812.1	XP_060396900.1
OG0005300	XP_060360811.1	XP_060396901.1
OG0005301	XP_060360809.1	XP_060396903.1
OG0005302	XP_060360808.1	XP_060396904.1
OG0005303	XP_060360807.1	XP_060396905.1
OG0005304	XP_060358584.1	XP_060396911.1
OG0005305	XP_060358585.1	XP_060396913.1
OG0005306	XP_060358586.1	XP_060396914.1
OG0005307	XP_060358587.1	XP_060396915.1
OG0005308	XP_060358590.1	XP_060396918.1
OG0005309	XP_060358592.1	XP_060396921.1
OG0005310	XP_060358596.1	XP_060396927.1
OG0005311	XP_060358598.1	XP_060396929.1
OG0005312	XP_060361454.1	XP_060396933.1
OG0005313	XP_060361451.1, XP_060361450.1	XP_060396936.1
OG0005314	XP_060361448.1	XP_060396938.1
OG0005315	XP_060361445.1	XP_060396942.1
OG0005316	XP_060361444.1	XP_060396943.1
OG0005317	XP_060361443.1	XP_060396945.1
OG0005318	XP_060361442.1	XP_060396946.1
OG0005319	XP_060361441.1	XP_060396947.1
OG0005320	XP_060361440.1	XP_060396948.1
OG0005321	XP_060361439.1	XP_060396949.1
OG0005322	XP_060361438.1	XP_060396950.1
OG0005323	XP_060361437.1	XP_060396951.1
OG0005324	XP_060361436.1	XP_060396952.1
OG0005325	XP_060361434.1	XP_060396954.1
OG0005326	XP_060361432.1	XP_060396956.1
OG0005327	XP_060361431.1	XP_060396957.1
OG0005328	XP_060361430.1	XP_060396958.1
OG0005329	XP_060361428.1	XP_060396961.1
OG0005330	XP_060361423.1	XP_060396964.1
OG0005331	XP_060361420.1	XP_060396968.1
OG0005332	XP_060361419.1	XP_060396969.1
OG0005333	XP_060361417.1	XP_060396971.1
OG0005334	XP_060361416.1	XP_060396972.1
OG0005335	XP_060361415.1	XP_060396973.1
OG0005336	XP_060361413.1	XP_060396975.1
OG0005337	XP_060361412.1	XP_060396976.1
OG0005338	XP_060361410.1	XP_060396978.1
OG0005339	XP_060361408.1	XP_060396980.1
OG0005340	XP_060361407.1	XP_060396982.1
OG0005341	XP_060361406.1	XP_060396983.1
OG0005342	XP_060361405.1	XP_060396984.1
OG0005343	XP_060361404.1	XP_060396985.1
OG0005344	XP_060361402.1	XP_060396986.1
OG0005345	XP_060361398.1	XP_060396989.1
OG0005346	XP_060361397.1	XP_060396990.1
OG0005347	XP_060361396.1	XP_060396992.1
OG0005348	XP_060361395.1	XP_060396994.1
OG0005349	XP_060361392.1	XP_060396995.1
OG0005350	XP_060362350.1	XP_060396997.1
OG0005351	XP_060362349.1	XP_060396998.1
OG0005352	XP_060362348.1	XP_060396999.1
OG0005353	XP_060362347.1	XP_060397000.1
OG0005354	XP_060362346.1	XP_060397001.1
OG0005355	XP_060362345.1	XP_060397002.1
OG0005356	XP_060362344.1	XP_060397003.1
OG0005357	XP_060362343.1	XP_060397004.1
OG0005358	XP_060362342.1	XP_060397006.1
OG0005359	XP_060362341.1	XP_060397007.1
OG0005360	XP_060362339.1	XP_060397009.1
OG0005361	XP_060362338.1	XP_060397010.1
OG0005362	XP_060362337.1	XP_060397011.1
OG0005363	XP_060362336.1	XP_060397012.1
OG0005364	XP_060362335.1	XP_060397013.1
OG0005365	XP_060362087.1	XP_060397026.1
OG0005366	XP_060362088.1	XP_060397027.1
OG0005367	XP_060362089.1	XP_060397028.1
OG0005368	XP_060362091.1	XP_060397029.1
OG0005369	XP_060362092.1	XP_060397030.1
OG0005370	XP_060362093.1	XP_060397031.1
OG0005371	XP_060362094.1	XP_060397032.1
OG0005372	XP_060362095.1	XP_060397033.1
OG0005373	XP_060362100.1	XP_060397037.1
OG0005374	XP_060362101.1	XP_060397038.1
OG0005375	XP_060357381.1	XP_060397040.1
OG0005376	XP_060357382.1	XP_060397041.1
OG0005377	XP_060357383.1	XP_060397042.1
OG0005378	XP_060357385.1	XP_060397044.1
OG0005379	XP_060357389.1	XP_060397049.1
OG0005380	XP_060357398.1	XP_060397057.1
OG0005381	XP_060367979.1	XP_060397064.1
OG0005382	XP_060367978.1	XP_060397065.1
OG0005383	XP_060367976.1	XP_060397067.1
OG0005384	XP_060367975.1	XP_060397068.1
OG0005385	XP_060367971.1	XP_060397070.1
OG0005386	XP_060367969.1	XP_060397072.1
OG0005387	XP_060367964.1	XP_060397078.1
OG0005388	XP_060367963.1	XP_060397079.1
OG0005389	XP_060367962.1	XP_060397081.1
OG0005390	XP_060367961.1	XP_060397082.1
OG0005391	XP_060367960.1	XP_060397083.1
OG0005392	XP_060367958.1	XP_060397085.1
OG0005393	XP_060367956.1	XP_060397087.1
OG0005394	XP_060367954.1	XP_060397089.1
OG0005395	XP_060367953.1	XP_060397090.1
OG0005396	XP_060367952.1	XP_060397091.1
OG0005397	XP_060367950.1	XP_060397092.1
OG0005398	XP_060367949.1	XP_060397093.1
OG0005399	XP_060367948.1	XP_060397094.1
OG0005400	XP_060367947.1	XP_060397095.1
OG0005401	XP_060367946.1	XP_060397096.1
OG0005402	XP_060367945.1	XP_060397097.1
OG0005403	XP_060367942.1	XP_060397099.1
OG0005404	XP_060367935.1	XP_060397108.1
OG0005405	XP_060367934.1	XP_060397109.1
OG0005406	XP_060367930.1	XP_060397113.1
OG0005407	XP_060367928.1	XP_060397115.1
OG0005408	XP_060367927.1	XP_060397117.1
OG0005409	XP_060367924.1	XP_060397120.1
OG0005410	XP_060367923.1	XP_060397121.1
OG0005411	XP_060367921.1	XP_060397122.1
OG0005412	XP_060367920.1	XP_060397124.1
OG0005413	XP_060367915.1	XP_060397128.1
OG0005414	XP_060367914.1	XP_060397129.1
OG0005415	XP_060367912.1	XP_060397131.1
OG0005416	XP_060367909.1	XP_060397134.1
OG0005417	XP_060367908.1	XP_060397135.1
OG0005418	XP_060367906.1	XP_060397136.1
OG0005419	XP_060367905.1	XP_060397137.1
OG0005420	XP_060367903.1	XP_060397138.1
OG0005421	XP_060367902.1	XP_060397139.1
OG0005422	XP_060367901.1	XP_060397140.1
OG0005423	XP_060367900.1	XP_060397144.1
OG0005424	XP_060367899.1	XP_060397145.1
OG0005425	XP_060367895.1	XP_060397148.1
OG0005426	XP_060367894.1	XP_060397149.1
OG0005427	XP_060367893.1	XP_060397152.1
OG0005428	XP_060367890.1	XP_060397155.1
OG0005429	XP_060367887.1	XP_060397159.1
OG0005430	XP_060367886.1	XP_060397160.1
OG0005431	XP_060367883.1	XP_060397161.1
OG0005432	XP_060367872.1	XP_060397168.1
OG0005433	XP_060367871.1	XP_060397169.1
OG0005434	XP_060367870.1	XP_060397170.1
OG0005435	XP_060367869.1	XP_060397171.1
OG0005436	XP_060367868.1	XP_060397172.1
OG0005437	XP_060367867.1	XP_060397173.1
OG0005438	XP_060367866.1	XP_060397174.1
OG0005439	XP_060367865.1	XP_060397175.1
OG0005440	XP_060367864.1	XP_060397176.1
OG0005441	XP_060367863.1	XP_060397177.1
OG0005442	XP_060364122.1	XP_060397214.1
OG0005444	XP_060363142.1	XP_060397290.1
OG0005445	XP_060363141.1	XP_060397291.1
OG0005446	XP_060363139.1	XP_060397293.1
OG0005447	XP_060363138.1	XP_060397294.1
OG0005448	XP_060363137.1	XP_060397295.1
OG0005449	XP_060363136.1	XP_060397296.1
