Orthogroup	Colletotrichum_acutatum	Colletotrichum_fructicola
OG0006518	XP_060358408.1	XP_031877157.1
OG0006520	XP_060358293.1	XP_031877163.1
OG0006521	XP_060358294.1	XP_031877164.1
OG0006522	XP_060358295.1	XP_031877165.1
OG0006523	XP_060358299.1	XP_031877125.1
OG0006524	XP_060358300.1	XP_031877167.1
OG0006525	XP_060358301.1	XP_031877166.1
OG0006526	XP_060358307.1	XP_031877121.1
OG0006527	XP_060358309.1	XP_031877120.1
OG0006528	XP_060358310.1	XP_031877153.1
OG0006529	XP_060365892.1	XP_031877105.1
OG0006530	XP_060365893.1	XP_066007168.1
OG0006531	XP_060364539.1	XP_031881889.1
OG0006532	XP_060364537.1	XP_031881885.1
OG0006533	XP_060364536.1	XP_031881886.1
OG0006534	XP_060364534.1	XP_066008328.1
OG0006535	XP_060364533.1	XP_031881731.1
OG0006536	XP_060364532.1	XP_031881732.1
OG0006537	XP_060364531.1	XP_031881882.1
OG0006538	XP_060364528.1	XP_031881888.1
OG0006539	XP_060364527.1	XP_031881800.1
OG0006540	XP_060364525.1	XP_031881801.2
OG0006541	XP_060364524.1	XP_031881887.1
OG0006542	XP_060364523.1	XP_031881776.1
OG0006543	XP_060364522.1	XP_031881775.1
OG0006544	XP_060364519.1	XP_031881778.1
OG0006545	XP_060364518.1	XP_031881777.1
OG0006546	XP_060364517.1	XP_031881783.1
OG0006547	XP_060364516.1	XP_031881829.1
OG0006548	XP_060364514.1	XP_031881831.1
OG0006549	XP_060364513.1	XP_031881830.1
OG0006550	XP_060364512.1	XP_031881825.1
OG0006551	XP_060364511.1	XP_031881824.1
OG0006552	XP_060364509.1	XP_031881826.1
OG0006553	XP_060364508.1	XP_066008546.1
OG0006554	XP_060364507.1	XP_031881832.1
OG0006555	XP_060364506.1	XP_031881781.1
OG0006556	XP_060368257.1	XP_031881782.1
OG0006558	XP_060368248.1	XP_031881744.1
OG0006559	XP_060368247.1	XP_031881840.1
OG0006560	XP_060368245.1	XP_066008532.1
OG0006561	XP_060368244.1	XP_031883317.1
OG0006562	XP_060368243.1	XP_031883320.1
OG0006563	XP_060368241.1	XP_031883318.1
OG0006564	XP_060368240.1	XP_031883324.1
OG0006565	XP_060368239.1	XP_031883325.2
OG0006566	XP_060368236.1	XP_031883435.1
OG0006567	XP_060368235.1	XP_066008403.1
OG0006568	XP_060368233.1	XP_031883441.1
OG0006569	XP_060368232.1	XP_031883440.1
OG0006570	XP_060368231.1	XP_031883439.1
OG0006571	XP_060368230.1	XP_066008402.1
OG0006572	XP_060368229.1	XP_066008401.1
OG0006573	XP_060368228.1	XP_031883437.1
OG0006574	XP_060368226.1	XP_031883433.1
OG0006575	XP_060368225.1	XP_031883306.1
OG0006576	XP_060368224.1	XP_031883377.1
OG0006577	XP_060368223.1	XP_066008330.1
OG0006578	XP_060368222.1	XP_031883305.1
OG0006579	XP_060368221.1	XP_031883379.1
OG0006580	XP_060368219.1	XP_031883329.1
OG0006581	XP_060368218.1	XP_031883330.1
OG0006582	XP_060368217.1	XP_031883331.1
OG0006583	XP_060368216.1	XP_031883405.1
OG0006584	XP_060368214.1	XP_031883446.1
OG0006585	XP_060368213.1	XP_031883445.1
OG0006586	XP_060368211.1	XP_031883447.1
OG0006587	XP_060368208.1	XP_031883403.1
OG0006588	XP_060368207.1	XP_031883341.1
OG0006589	XP_060368206.1	XP_031883342.1
OG0006590	XP_060368205.1	XP_031883339.1
OG0006591	XP_060368204.1	XP_031883340.1
OG0006592	XP_060368203.1	XP_066008508.1
OG0006593	XP_060368201.1	XP_031883335.2
OG0006594	XP_060368200.1	XP_031883336.1
OG0006595	XP_060368196.1	XP_031883238.2
OG0006596	XP_060368194.1	XP_031883233.1
OG0006597	XP_060368192.1	XP_031883334.2
OG0006598	XP_060368190.1	XP_031883333.1
OG0006599	XP_060368189.1	XP_031883351.1
OG0006600	XP_060368187.1	XP_031883349.1
OG0006601	XP_060368186.1	XP_031883348.1
OG0006602	XP_060368185.1	XP_031883344.1
OG0006603	XP_060368183.1	XP_031883245.1
OG0006604	XP_060368182.1	XP_066008487.1
OG0006605	XP_060368181.1	XP_031883240.1
OG0006606	XP_060368179.1	XP_031883236.2
OG0006607	XP_060368178.1	XP_031883237.1
OG0006608	XP_060368172.1	XP_031883242.1
OG0006609	XP_060368171.1	XP_031883364.1
OG0006610	XP_060368170.1	XP_031883363.1
OG0006611	XP_060368169.1	XP_031883365.1
OG0006612	XP_060368168.1	XP_031883359.1
OG0006613	XP_060368167.1	XP_031883358.1
OG0006614	XP_060368165.1	XP_031883347.1
OG0006615	XP_060368164.1	XP_031883346.1
OG0006617	XP_060368161.1	XP_031883248.1
OG0006618	XP_060368160.1	XP_031883247.1
OG0006619	XP_060368158.1	XP_066008561.1
OG0006620	XP_060368156.1	XP_031883249.1
OG0006621	XP_060368155.1	XP_031883251.1
OG0006622	XP_060368154.1	XP_031883395.1
OG0006623	XP_060368153.1	XP_031883355.1
OG0006624	XP_060368152.1	XP_066008560.1
OG0006625	XP_060368151.1	XP_031883353.1
OG0006626	XP_060368150.1	XP_031883391.1
OG0006627	XP_060368149.1	XP_031883354.1
OG0006628	XP_060368148.1	XP_066008544.1
OG0006629	XP_060368147.1	XP_031883393.1
OG0006630	XP_060368146.1	XP_031883394.1
OG0006631	XP_060368144.1	XP_031883413.1
OG0006632	XP_060368143.1	XP_031885401.1
OG0006633	XP_060368142.1	XP_031885398.1
OG0006634	XP_060368141.1	XP_031885399.1
OG0006635	XP_060368140.1	XP_031885404.1
OG0006636	XP_060368139.1	XP_031885405.1
OG0006637	XP_060368138.1	XP_031885402.1
OG0006638	XP_060368137.1	XP_066008458.1
OG0006639	XP_060368135.1	XP_031885546.1
OG0006640	XP_060368134.1	XP_031885550.1
OG0006641	XP_060368133.1	XP_031885548.1
OG0006642	XP_060368129.1	XP_031883382.1
OG0006643	XP_060368128.1	XP_066008497.1
OG0006644	XP_060368127.1	XP_031883279.1
OG0006645	XP_060368126.1	XP_031883280.1
OG0006646	XP_060368125.1	XP_031883281.1
OG0006647	XP_060368124.1	XP_031883282.1
OG0006648	XP_060359283.1	XP_031883284.1
OG0006649	XP_060359284.1	XP_031883285.1
OG0006650	XP_060359286.1	XP_031883286.1
OG0006651	XP_060359288.1	XP_031883277.1
OG0006652	XP_060359289.1	XP_031883278.1
OG0006653	XP_060359290.1	XP_031885407.1
OG0006654	XP_060359295.1	XP_031885406.1
OG0006655	XP_060359296.1	XP_031877789.1
OG0006656	XP_060359297.1	XP_031877784.1
OG0006657	XP_060359299.1	XP_031877770.1
OG0006658	XP_060359301.1	XP_031882644.1
OG0006659	XP_060359302.1	XP_031882645.1
OG0006660	XP_060359304.1	XP_031882649.1
OG0006661	XP_060364408.1	XP_031882648.1
OG0006662	XP_060364399.1	XP_031882703.1
OG0006663	XP_060364398.1	XP_031882702.2
OG0006664	XP_060364395.1	XP_031877769.1
OG0006665	XP_060364394.1	XP_031882647.1
OG0006666	XP_060371931.1	XP_031890561.1
OG0006667	XP_060371929.1	XP_031890563.1
OG0006668	XP_060371928.1	XP_031890557.1
OG0006669	XP_060371926.1	XP_031890559.1
OG0006670	XP_060371924.1	XP_031890555.1
OG0006671	XP_060371923.1	XP_031890430.1
OG0006672	XP_060371922.1	XP_031890429.1
OG0006673	XP_060371920.1	XP_031890431.1
OG0006674	XP_060371919.1	XP_031890434.1
OG0006675	XP_060371918.1	XP_066007992.1
OG0006676	XP_060371916.1	XP_031890436.1
OG0006677	XP_060371915.1	XP_031890438.1
OG0006678	XP_060371914.1	XP_031890437.2
OG0006679	XP_060371913.1	XP_031890617.1
OG0006680	XP_060371912.1	XP_031890618.1
OG0006681	XP_060371911.1	XP_031890615.1
OG0006682	XP_060371910.1	XP_031890616.1
OG0006683	XP_060371909.1	XP_031890621.1
OG0006684	XP_060371907.1	XP_031890619.1
OG0006685	XP_060371905.1	XP_031890623.1
OG0006686	XP_060371904.1	XP_031890624.1
OG0006687	XP_060371903.1	XP_031890446.1
OG0006688	XP_060371902.1	XP_031890445.1
OG0006689	XP_060371901.1	XP_031890444.1
OG0006690	XP_060371900.1	XP_066007914.1
OG0006691	XP_060371899.1	XP_031890442.1
OG0006692	XP_060371898.1	XP_031890441.1
OG0006693	XP_060371897.1	XP_031890440.1
OG0006694	XP_060371896.1	XP_031890447.1
OG0006695	XP_060371895.1	XP_031890626.1
OG0006696	XP_060371894.1	XP_031890627.1
OG0006697	XP_060371892.1	XP_066008021.1
OG0006698	XP_060371891.1	XP_031890630.1
OG0006699	XP_060371890.1	XP_031890631.1
OG0006700	XP_060371889.1	XP_031890632.1
OG0006701	XP_060371888.1	XP_031890633.1
OG0006702	XP_060371887.1	XP_031890634.1
OG0006703	XP_060371886.1	XP_031890635.1
OG0006704	XP_060371885.1	XP_031890459.1
OG0006705	XP_060371884.1	XP_031890461.1
OG0006706	XP_060371883.1	XP_066007879.1
OG0006707	XP_060371880.1	XP_031890462.1
OG0006708	XP_060371879.1	XP_031890428.1
OG0006709	XP_060371878.1	XP_031890427.1
OG0006710	XP_060371875.1	XP_031886626.1
OG0006711	XP_060371874.1	XP_031886770.1
OG0006712	XP_060371872.1	XP_031886604.1
OG0006713	XP_060371870.1	XP_031886603.1
OG0006714	XP_060371868.1	XP_031886610.1
OG0006715	XP_060371866.1	XP_031886581.1
OG0006716	XP_060371862.1	XP_031886579.1
OG0006717	XP_060371861.1	XP_031886580.1
OG0006718	XP_060371856.1	XP_031886732.1
OG0006719	XP_060371852.1	XP_031886631.1
OG0006720	XP_060371851.1	XP_066008043.1
OG0006721	XP_060371850.1	XP_031886633.1
OG0006722	XP_060371849.1	XP_031886627.1
OG0006723	XP_060371848.1	XP_031886628.1
OG0006724	XP_060371847.1	XP_031886714.1
OG0006725	XP_060371846.1	XP_031890277.1
OG0006726	XP_060371845.1	XP_066007985.1
OG0006727	XP_060371844.1	XP_031890279.1
OG0006728	XP_060371843.1	XP_031890274.1
OG0006729	XP_060371841.1	XP_031890276.1
OG0006730	XP_060371840.1	XP_031890275.1
OG0006731	XP_060371839.1	XP_031890036.1
OG0006732	XP_060371838.1	XP_031890031.1
OG0006733	XP_060371837.1	XP_031890030.2
OG0006734	XP_060371834.1	XP_031890029.1
OG0006735	XP_060371832.1	XP_031890035.1
OG0006736	XP_060371831.1	XP_031890034.1
OG0006737	XP_060371830.1	XP_031890033.1
OG0006738	XP_060371828.1	XP_031890032.1
OG0006739	XP_060371827.1	XP_031890229.1
OG0006740	XP_060371826.1	XP_031890230.1
OG0006741	XP_060371825.1	XP_031890235.1
OG0006742	XP_060371823.1	XP_031890237.1
OG0006743	XP_060371820.1	XP_031890232.1
OG0006744	XP_060371819.1	XP_031890233.1
OG0006745	XP_060371816.1	XP_031889979.1
OG0006746	XP_060371814.1	XP_031889986.1
OG0006747	XP_060371813.1	XP_031889989.1
OG0006748	XP_060371809.1	XP_031889985.1
OG0006749	XP_060371807.1	XP_031890192.1
OG0006750	XP_060371805.1	XP_031890299.1
OG0006751	XP_060371804.1	XP_031890201.1
OG0006752	XP_060371803.1	XP_031890202.1
OG0006753	XP_060371801.1	XP_031890200.1
OG0006754	XP_060371800.1	XP_031890197.1
OG0006755	XP_060371798.1	XP_031889999.1
OG0006756	XP_060371793.1	XP_031889994.1
OG0006757	XP_060371791.1	XP_031889993.1
OG0006758	XP_060371790.1	XP_031889997.2
OG0006759	XP_060371789.1	XP_031889992.1
OG0006760	XP_060371787.1	XP_031889995.2
OG0006761	XP_060371786.1	XP_031890211.1
OG0006762	XP_060371784.1	XP_031890208.1
OG0006763	XP_060371782.1	XP_031889947.1
OG0006764	XP_060371780.1	XP_031890209.1
OG0006765	XP_060371779.1	XP_031890241.1
OG0006766	XP_060371778.1	XP_031889956.1
OG0006767	XP_060371773.1	XP_031890172.1
OG0006768	XP_060371772.1	XP_031890173.1
OG0006769	XP_060371771.1	XP_031890011.1
OG0006770	XP_060371770.1	XP_031890009.2
OG0006771	XP_060371769.1	XP_031890010.1
OG0006772	XP_060371767.1	XP_031890119.1
OG0006773	XP_060371766.1	XP_031890019.1
OG0006774	XP_060371765.1	XP_031890117.1
OG0006775	XP_060371764.1	XP_031890012.1
OG0006776	XP_060371760.1	XP_031889965.1
OG0006777	XP_060371754.1	XP_031889959.1
OG0006778	XP_060371753.1	XP_066007870.1
OG0006779	XP_060371752.1	XP_031890220.1
OG0006780	XP_060371751.1	XP_066007871.1
OG0006781	XP_060371750.1	XP_031889952.2
OG0006782	XP_060371749.1	XP_031889951.1
OG0006783	XP_060371748.1	XP_031889954.2
OG0006784	XP_060371747.1	XP_031889953.1
OG0006785	XP_060371746.1	XP_031890245.1
OG0006786	XP_060371745.1	XP_031889968.1
OG0006787	XP_060371741.1	XP_031890188.1
OG0006788	XP_060371740.1	XP_031890207.2
OG0006789	XP_060371739.1	XP_031890186.1
OG0006790	XP_060371738.1	XP_031890187.1
OG0006791	XP_060371736.1	XP_031889949.1
OG0006792	XP_060371735.1	XP_031890205.1
OG0006793	XP_060371734.1	XP_031890206.1
OG0006794	XP_060371733.1	XP_031890195.1
OG0006795	XP_060371732.1	XP_031890194.1
OG0006796	XP_060371731.1	XP_031890185.1
OG0006797	XP_060371730.1	XP_031890184.1
OG0006798	XP_060371728.1	XP_066007861.1
OG0006799	XP_060371726.1	XP_031889970.1
OG0006800	XP_060371725.1	XP_031889971.1
OG0006801	XP_060371724.1	XP_031889972.1
OG0006802	XP_060371706.1	XP_031890156.1
OG0006803	XP_060358872.1	XP_031889973.1
OG0006804	XP_060358875.1	XP_031890007.1
OG0006805	XP_060358876.1	XP_031890159.1
OG0006806	XP_060358877.1	XP_031890225.1
OG0006807	XP_060358878.1	XP_031889939.1
OG0006808	XP_060358879.1	XP_031889944.1
OG0006809	XP_060358880.1	XP_031889943.1
OG0006811	XP_060357895.1	XP_031877390.1
OG0006812	XP_060357898.1	XP_031877409.1
OG0006813	XP_060358286.1	XP_031877408.1
OG0006814	XP_060358285.1	XP_031877407.1
OG0006815	XP_060358284.1	XP_031877424.1
OG0006816	XP_060358283.1	XP_031877423.2
OG0006817	XP_060358280.1	XP_031877439.1
OG0006818	XP_060358277.1	XP_031888998.1
OG0006819	XP_060358274.1	XP_031877393.1
OG0006820	XP_060357483.1	XP_031891135.1
OG0006821	XP_060357479.1	XP_031879283.1
OG0006822	XP_060357476.1	XP_031878996.1
OG0006823	XP_060359245.1	XP_031879368.1
OG0006824	XP_060359244.1	XP_031879367.1
OG0006825	XP_060359243.1	XP_031879369.1
OG0006826	XP_060359241.1	XP_031879388.1
OG0006827	XP_060359240.1	XP_031879266.1
OG0006828	XP_060359238.1	XP_031879267.1
OG0006829	XP_060359236.1	XP_066009967.1
OG0006830	XP_060359235.1	XP_031879396.1
OG0006831	XP_060359234.1	XP_031879290.1
OG0006832	XP_060359233.1	XP_031879288.1
OG0006833	XP_060359232.1	XP_031879313.1
OG0006834	XP_060359231.1	XP_031879291.1
OG0006835	XP_060359226.1	XP_031879350.1
OG0006836	XP_060359225.1	XP_031879351.1
OG0006837	XP_060359224.1	XP_031879272.1
OG0006838	XP_060359223.1	XP_031879348.1
OG0006839	XP_060359222.1	XP_031879319.1
OG0006840	XP_060359221.1	XP_031879320.2
OG0006841	XP_060359220.1	XP_031879394.2
OG0006842	XP_060358455.1	XP_031879315.1
OG0006843	XP_060358456.1	XP_031879365.1
OG0006844	XP_060358457.1	XP_031879271.1
OG0006845	XP_060358459.1	XP_031879312.2
OG0006846	XP_060358463.1	XP_031879294.1
OG0006847	XP_060358464.1	XP_031879297.1
OG0006848	XP_060358466.1	XP_031878864.1
OG0006850	XP_060358986.1	XP_031878247.1
OG0006851	XP_060358983.1	XP_031878201.1
OG0006852	XP_060358982.1	XP_031878200.1
OG0006853	XP_060358979.1	XP_031878205.1
OG0006854	XP_060358978.1	XP_031878194.1
OG0006855	XP_060358977.1	XP_031878195.1
OG0006856	XP_060358975.1	XP_031878227.1
OG0006857	XP_060358974.1	XP_031878253.1
OG0006858	XP_060358972.1	XP_031878226.1
OG0006859	XP_060358971.1	XP_031878230.1
OG0006860	XP_060357516.1	XP_031878228.1
OG0006861	XP_060357517.1	XP_031878254.1
OG0006862	XP_060357520.1	XP_031875553.2
OG0006863	XP_060357523.1	XP_031879380.1
OG0006864	XP_060357402.1	XP_031879311.1
OG0006865	XP_060357403.1	XP_031879391.1
OG0006866	XP_060357409.1	XP_031878214.1
OG0006867	XP_060357410.1	XP_031878216.1
OG0006868	XP_060357628.1	XP_031880082.1
OG0006869	XP_060357630.1	XP_031878239.1
OG0006870	XP_060357632.1	XP_031878243.1
OG0006871	XP_060357633.1	XP_031878224.1
OG0006872	XP_060357634.1	XP_031878242.1
OG0006873	XP_060357636.1	XP_031891048.2
OG0006874	XP_060359216.1	XP_031878245.1
OG0006875	XP_060359215.1	XP_031878218.1
OG0006876	XP_060359214.1	XP_031878189.1
OG0006877	XP_060359212.1	XP_031878250.1
OG0006878	XP_060359211.1	XP_031878249.1
OG0006879	XP_060359209.1	XP_031878204.1
OG0006880	XP_060359202.1	XP_031879332.1
OG0006881	XP_060359201.1	XP_031879318.1
OG0006882	XP_060359198.1	XP_031879328.1
OG0006883	XP_060359197.1	XP_031879299.1
OG0006884	XP_060367709.1	XP_031875604.1
OG0006885	XP_060367708.1	XP_031875599.1
OG0006886	XP_060367707.1	XP_031875605.1
OG0006887	XP_060367705.1	XP_031875592.1
OG0006888	XP_060367701.1	XP_031891435.1
OG0006889	XP_060367700.1	XP_031879930.1
OG0006890	XP_060367699.1	XP_031879405.1
OG0006891	XP_060367697.1	XP_031891645.1
OG0006892	XP_060367696.1	XP_031891646.2
OG0006893	XP_060367695.1	XP_031891439.1
OG0006894	XP_060367694.1	XP_031891438.1
OG0006895	XP_060367690.1	XP_066010010.1
OG0006896	XP_060367688.1	XP_031891379.1
OG0006897	XP_060367687.1	XP_031891385.1
OG0006898	XP_060367686.1	XP_031891384.1
OG0006899	XP_060367685.1	XP_031891387.1
OG0006900	XP_060367683.1	XP_031891381.1
OG0006901	XP_060367682.1	XP_031891380.1
OG0006902	XP_060367680.1	XP_031891382.1
OG0006903	XP_060367675.1	XP_031891651.1
OG0006904	XP_060367674.1	XP_031891652.2
OG0006905	XP_060367673.1	XP_031891649.1
OG0006906	XP_060367662.1	XP_031891285.1
OG0006907	XP_060367661.1	XP_031891282.1
OG0006908	XP_060367660.1	XP_031891284.1
OG0006909	XP_060367658.1	XP_031891290.1
OG0006910	XP_060367656.1	XP_031891287.1
OG0006911	XP_060367655.1	XP_031891288.1
OG0006912	XP_060367654.1	XP_031891280.1
OG0006913	XP_060367652.1	XP_066009645.1
OG0006914	XP_060367651.1	XP_031891536.1
OG0006915	XP_060367650.1	XP_031891535.1
OG0006916	XP_060367648.1	XP_031891533.1
OG0006917	XP_060367647.1	XP_031891534.1
OG0006918	XP_060367645.1	XP_031891316.1
OG0006919	XP_060367641.1	XP_031891315.1
OG0006920	XP_060367640.1	XP_031891314.1
OG0006921	XP_060367639.1	XP_031891311.1
OG0006922	XP_060367637.1	XP_031891318.1
OG0006923	XP_060367636.1	XP_031891319.1
OG0006924	XP_060367634.1	XP_031891564.1
OG0006925	XP_060367633.1	XP_031891565.1
OG0006926	XP_060367632.1	XP_066009655.1
OG0006927	XP_060361332.1	XP_031887050.1
OG0006928	XP_060370266.1	XP_031887048.1
OG0006929	XP_060370267.1	XP_031887047.1
OG0006930	XP_060370268.1	XP_031886988.1
OG0006931	XP_060370269.1	XP_031886989.1
OG0006932	XP_060370270.1	XP_031886987.1
OG0006933	XP_060370271.1	XP_031886924.1
OG0006934	XP_060370273.1	XP_031886935.1
OG0006935	XP_060370274.1	XP_031886984.1
OG0006936	XP_060370275.1	XP_031886985.1
OG0006937	XP_060370277.1	XP_031886954.1
OG0006938	XP_060370278.1	XP_031886956.1
OG0006939	XP_060370282.1	XP_031892132.1, XP_031878819.1
OG0006940	XP_060370286.1	XP_031886878.1
OG0006941	XP_060370289.1	XP_031886952.2
OG0006942	XP_060370290.1	XP_031886879.1
OG0006943	XP_060370291.1	XP_031886880.1
OG0006944	XP_060370292.1	XP_031886881.1
OG0006945	XP_060370293.1	XP_031886874.1
OG0006946	XP_060370294.1	XP_066009449.1
OG0006947	XP_060370296.1	XP_031886876.1
OG0006948	XP_060370297.1	XP_066009448.1
OG0006949	XP_060370298.1	XP_031886882.1
OG0006950	XP_060370299.1	XP_031886883.1
OG0006951	XP_060370300.1	XP_031887007.1
OG0006952	XP_060370301.1	XP_031887006.1
OG0006953	XP_060370303.1	XP_066009347.1
OG0006954	XP_060370304.1	XP_031887004.1
OG0006955	XP_060370305.1	XP_031887011.1
OG0006956	XP_060370309.1	XP_066009596.1
OG0006957	XP_060370310.1	XP_031887003.1
OG0006958	XP_060370311.1	XP_066009523.1
OG0006959	XP_060370312.1	XP_031886834.1
OG0006960	XP_060370313.1	XP_031886830.1
OG0006961	XP_060370314.1	XP_031886831.1
OG0006962	XP_060370315.1	XP_031886836.1
OG0006963	XP_060370319.1	XP_031886865.1
OG0006964	XP_060370320.1	XP_031886828.1
OG0006965	XP_060370322.1	XP_031887122.1
OG0006966	XP_060370323.1	XP_031887120.1
OG0006967	XP_060370324.1	XP_031887124.1
OG0006968	XP_060370325.1	XP_031887123.1
OG0006969	XP_060370333.1	XP_031887103.1
OG0006970	XP_060370334.1	XP_031887102.1
OG0006971	XP_060370335.1	XP_031887101.1
OG0006972	XP_060370336.1	XP_031887105.1
OG0006973	XP_060370340.1	XP_031880706.1
OG0006974	XP_060370341.1	XP_031880707.1
OG0006975	XP_060370342.1	XP_031880749.1
OG0006976	XP_060370343.1	XP_031880637.1
OG0006977	XP_060370344.1	XP_031880763.1
OG0006978	XP_060370345.1	XP_031880762.1
OG0006979	XP_060370346.1	XP_031880764.1
OG0006980	XP_060370347.1	XP_031880743.1
OG0006981	XP_060370348.1	XP_031880760.1
OG0006982	XP_060370353.1	XP_031880683.1
OG0006983	XP_060370354.1	XP_031880680.1
OG0006984	XP_060370355.1	XP_031880681.2
OG0006985	XP_060370356.1	XP_031880679.1
OG0006986	XP_060370357.1	XP_031880708.1
OG0006987	XP_060370358.1	XP_031880677.1
OG0006988	XP_060370359.1	XP_031880678.1
OG0006989	XP_060370360.1	XP_031880684.1
OG0006990	XP_060370362.1	XP_031880664.1
OG0006991	XP_060370363.1	XP_031880663.1
OG0006992	XP_060370364.1	XP_031880758.1
OG0006993	XP_060370365.1	XP_031880662.2
OG0006994	XP_060370366.1	XP_031880661.1
OG0006995	XP_060370369.1	XP_031880751.1
OG0006996	XP_060370370.1	XP_031880757.1
OG0006997	XP_060370372.1	XP_031880739.1
OG0006998	XP_060370375.1	XP_031891529.1
OG0006999	XP_060370376.1	XP_031891532.1
OG0007000	XP_060370379.1	XP_031891531.1
OG0007001	XP_060370380.1	XP_031891526.1
OG0007002	XP_060370381.1	XP_031891525.1
OG0007003	XP_060370383.1	XP_031891528.1
OG0007004	XP_060370384.1	XP_031891524.1
OG0007005	XP_060370385.1	XP_031891240.1
OG0007006	XP_060370386.1	XP_031891241.1
OG0007007	XP_060370387.1	XP_066009550.1
OG0007008	XP_060370390.1	XP_031891243.2
OG0007009	XP_060370391.1	XP_031891244.1
OG0007010	XP_060370393.1	XP_031891246.1
OG0007011	XP_060370394.1	XP_031891248.1
OG0007012	XP_060370396.1	XP_031891249.1
OG0007013	XP_060370398.1	XP_031891497.1
OG0007014	XP_060370399.1	XP_031891495.1
OG0007015	XP_060370400.1	XP_031891494.1
OG0007016	XP_060370401.1	XP_031891493.1
OG0007017	XP_060370402.1	XP_031891492.1
OG0007018	XP_060370404.1	XP_031891500.1
OG0007019	XP_060370407.1	XP_031891200.1
OG0007020	XP_060370408.1	XP_031891203.1
OG0007021	XP_060370409.1	XP_031891202.1
OG0007022	XP_060370410.1	XP_031891205.2
OG0007023	XP_060370411.1	XP_031891204.1
OG0007024	XP_060370412.1	XP_031891207.1
OG0007025	XP_060370413.1	XP_031891206.1
OG0007026	XP_060370414.1	XP_066009412.1
OG0007027	XP_060370415.1	XP_031891452.1
OG0007028	XP_060370417.1	XP_031891457.1
OG0007029	XP_060370418.1	XP_031891455.1
OG0007030	XP_060370419.1	XP_031891456.1
OG0007031	XP_060370420.1	XP_031891459.1
OG0007032	XP_060370421.1	XP_031891460.1
OG0007033	XP_060370423.1	XP_031891220.2
OG0007034	XP_060370424.1	XP_031891219.2
OG0007035	XP_060370425.1	XP_031891218.1
OG0007036	XP_060370426.1	XP_031891217.1
OG0007037	XP_060370427.1	XP_031880729.1
OG0007038	XP_060370428.1	XP_031880728.1
OG0007039	XP_060370430.1	XP_031880734.1
OG0007040	XP_060370431.1	XP_031880733.1
OG0007041	XP_060370432.1	XP_066009492.1
OG0007042	XP_060370433.1	XP_031880737.1
OG0007043	XP_060370434.1	XP_031880736.1
OG0007044	XP_060370435.1	XP_031880742.1
OG0007045	XP_060370436.1	XP_031880682.1
OG0007046	XP_060370437.1	XP_031891530.1
OG0007047	XP_060370439.1	XP_031891271.1
OG0007048	XP_060370440.1	XP_031891270.1
OG0007049	XP_060370441.1	XP_066009560.1
OG0007050	XP_060370442.1	XP_031891272.1
OG0007051	XP_060370443.1	XP_031891275.1
OG0007052	XP_060370444.1	XP_031891274.1
OG0007053	XP_060370446.1	XP_031891276.1
OG0007054	XP_060370447.1	XP_031891279.1
OG0007055	XP_060370448.1	XP_066009559.1
OG0007056	XP_060370449.1	XP_031880643.1
OG0007057	XP_060370451.1	XP_031880650.1
OG0007058	XP_060370452.1	XP_031880748.1
OG0007059	XP_060370453.1	XP_031880648.1
OG0007060	XP_060370455.1	XP_031880645.1
OG0007061	XP_060370457.1	XP_066009367.1
OG0007062	XP_060370458.1	XP_031880747.1
OG0007063	XP_060370459.1	XP_031880715.1
OG0007064	XP_060370460.1	XP_031880714.1
OG0007065	XP_060370461.1	XP_031880746.1
OG0007066	XP_060370462.1	XP_031880720.1
OG0007067	XP_060370463.1	XP_031880722.1
OG0007068	XP_060370464.1	XP_031880721.1
OG0007069	XP_060370465.1	XP_031880717.1
OG0007070	XP_060370466.1	XP_066009525.1
OG0007071	XP_060370468.1	XP_066009526.1
OG0007072	XP_060370469.1	XP_031880660.1
OG0007073	XP_060370472.1	XP_031880655.2
OG0007074	XP_060360170.1	XP_031891815.1
OG0007075	XP_060360171.1	XP_031891715.1
OG0007076	XP_060360172.1	XP_031891716.1
OG0007077	XP_060360173.1	XP_031891717.1
OG0007078	XP_060360175.1	XP_031891998.1
OG0007079	XP_060360176.1	XP_031891996.1
OG0007080	XP_060360178.1	XP_031892001.1
OG0007081	XP_060360179.1	XP_031892002.1
OG0007082	XP_060360180.1	XP_031891999.1
OG0007083	XP_060360181.1	XP_031892000.1
OG0007084	XP_060360182.1	XP_031892249.1
OG0007085	XP_060360184.1	XP_031892259.1
OG0007086	XP_060360185.1	XP_031892260.1
OG0007087	XP_060360186.1	XP_031891954.1
OG0007088	XP_060360187.1	XP_031891662.1
OG0007089	XP_060360189.1	XP_031891668.1
OG0007090	XP_060360190.1	XP_031891956.1
OG0007091	XP_060360191.1	XP_031891671.1
OG0007092	XP_060360196.1	XP_031892044.1
OG0007093	XP_060360197.1	XP_031892047.1
OG0007094	XP_060360199.1	XP_031892050.1
OG0007095	XP_060360200.1	XP_031892051.1
OG0007096	XP_060360201.1	XP_031892052.1
OG0007097	XP_060361624.1	XP_031876272.2
OG0007098	XP_060361627.1	XP_031876275.2
OG0007099	XP_060361630.1	XP_031876273.1
OG0007100	XP_060361633.1	XP_031876258.1
OG0007101	XP_060361634.1	XP_031883492.1
OG0007102	XP_060361636.1	XP_031882347.2
OG0007103	XP_060358080.1	XP_031893543.1
