Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_godetiae
OG0005458	XP_045260473.1	XP_060428039.1
OG0005459	XP_045260474.1	XP_060428040.1
OG0005460	XP_045260475.1	XP_060428041.1
OG0005461	XP_045260469.1	XP_060428042.1
OG0005462	XP_045257236.1, XP_045261136.1	XP_060421890.1
OG0005463	XP_045260466.1	XP_060432600.1
OG0005464	XP_045260467.1	XP_060432601.1
OG0005465	XP_045260468.1	XP_060432602.1
OG0005466	XP_045267034.1	XP_060432610.1
OG0005467	XP_045260478.1	XP_060432618.1
OG0005468	XP_045260456.1	XP_060432635.1
OG0005470	XP_045259967.1	XP_060432641.1
OG0005471	XP_045258397.1	XP_060432642.1
OG0005472	XP_045266078.1	XP_060430981.1
OG0005473	XP_045268856.1	XP_060430983.1
OG0005474	XP_045268853.1	XP_060430986.1
OG0005475	XP_045265085.1	XP_060430987.1
OG0005476	XP_045260409.1	XP_060430991.1
OG0005477	XP_045260419.1	XP_060430993.1
OG0005478	XP_045260423.1	XP_060430995.1
OG0005479	XP_045260425.1	XP_060430997.1
OG0005480	XP_045260426.1	XP_060430998.1
OG0005481	XP_045260427.1	XP_060430999.1
OG0005482	XP_045260435.1	XP_060431003.1
OG0005483	XP_045260436.1	XP_060431005.1
OG0005484	XP_045260437.1	XP_060431006.1
OG0005485	XP_045260440.1	XP_060431007.1
OG0005486	XP_045260448.1	XP_060431009.1
OG0005487	XP_045260449.1	XP_060431010.1
OG0005488	XP_045268850.1	XP_060431011.1
OG0005489	XP_045268847.1	XP_060431015.1
OG0005490	XP_045260402.1	XP_060431016.1
OG0005491	XP_045260403.1	XP_060431018.1
OG0005492	XP_045268849.1	XP_060431020.1
OG0005493	XP_045268860.1	XP_060431026.1
OG0005494	XP_045268861.1	XP_060431027.1
OG0005495	XP_045268879.1	XP_060431030.1
OG0005496	XP_045268877.1	XP_060431032.1
OG0005497	XP_045268876.1	XP_060431033.1
OG0005498	XP_045268875.1	XP_060431034.1
OG0005499	XP_045268874.1	XP_060431035.1
OG0005500	XP_045268867.1	XP_060431036.1
OG0005501	XP_045268864.1	XP_060431039.1
OG0005502	XP_045263646.1	XP_060431592.1
OG0005503	XP_045263645.1	XP_060431591.1
OG0005504	XP_045263644.1	XP_060431589.1
OG0005505	XP_045263643.1	XP_060431588.1
OG0005506	XP_045263639.1	XP_060431583.1
OG0005507	XP_045263635.1	XP_060431578.1
OG0005508	XP_045263634.1	XP_060431575.1
OG0005509	XP_045263633.1	XP_060431574.1
OG0005510	XP_045263632.1	XP_060431573.1
OG0005511	XP_045263631.1	XP_060431572.1
OG0005512	XP_045263629.1	XP_060431570.1
OG0005513	XP_045263628.1	XP_060431569.1
OG0005514	XP_045263627.1	XP_060431568.1
OG0005515	XP_045263626.1	XP_060431567.1
OG0005516	XP_045263625.1	XP_060431566.1
OG0005517	XP_045263624.1	XP_060431565.1
OG0005518	XP_045263623.1	XP_060431564.1
OG0005519	XP_045263622.1	XP_060431563.1
OG0005520	XP_045263621.1	XP_060431562.1
OG0005521	XP_045263620.1	XP_060431561.1
OG0005522	XP_045263619.1	XP_060431560.1
OG0005523	XP_045263618.1	XP_060431559.1
OG0005524	XP_045263617.1	XP_060431556.1
OG0005525	XP_045263616.1	XP_060431555.1
OG0005526	XP_045263615.1	XP_060431554.1
OG0005527	XP_045263614.1	XP_060431553.1
OG0005528	XP_045263613.1	XP_060431552.1
OG0005529	XP_045263612.1	XP_060431551.1
OG0005530	XP_045263611.1	XP_060431549.1
OG0005531	XP_045263610.1	XP_060431548.1
OG0005532	XP_045263609.1	XP_060431547.1
OG0005533	XP_045263608.1	XP_060431546.1
OG0005534	XP_045263605.1	XP_060427510.1
OG0005535	XP_045263604.1	XP_060427509.1
OG0005536	XP_045263603.1	XP_060427508.1
OG0005537	XP_045263602.1	XP_060427507.1
OG0005538	XP_045263601.1	XP_060427506.1
OG0005539	XP_045263600.1	XP_060427505.1
OG0005540	XP_045263599.1	XP_060427503.1
OG0005541	XP_045263598.1	XP_060427502.1
OG0005542	XP_045263597.1	XP_060427501.1
OG0005543	XP_045263596.1	XP_060427500.1
OG0005544	XP_045263594.1	XP_060427498.1
OG0005545	XP_045263593.1	XP_060427497.1
OG0005546	XP_045263592.1	XP_060427494.1
OG0005547	XP_045263590.1	XP_060427492.1
OG0005548	XP_045263589.1	XP_060427491.1
OG0005549	XP_045263588.1	XP_060427489.1
OG0005550	XP_045263587.1	XP_060427488.1
OG0005551	XP_045263586.1	XP_060427487.1
OG0005552	XP_045263585.1	XP_060427486.1
OG0005553	XP_045263584.1	XP_060427485.1
OG0005554	XP_045263583.1	XP_060427484.1
OG0005555	XP_045263582.1	XP_060427483.1
OG0005556	XP_045263581.1	XP_060427482.1
OG0005557	XP_045263580.1	XP_060427481.1
OG0005558	XP_045263579.1	XP_060427476.1
OG0005559	XP_045263578.1	XP_060427475.1
OG0005560	XP_045263574.1	XP_060427472.1
OG0005561	XP_045263575.1	XP_060427471.1
OG0005562	XP_045263576.1	XP_060427470.1
OG0005563	XP_045263577.1	XP_060427469.1
OG0005564	XP_045263573.1	XP_060427468.1
OG0005565	XP_045263572.1	XP_060427467.1
OG0005566	XP_045263571.1	XP_060427466.1
OG0005567	XP_045263570.1	XP_060427465.1
OG0005568	XP_045263569.1	XP_060427464.1
OG0005569	XP_045263562.1	XP_060427457.1
OG0005570	XP_045263564.1	XP_060427452.1
OG0005571	XP_045263565.1	XP_060427451.1
OG0005572	XP_045263566.1	XP_060427450.1
OG0005573	XP_045263567.1	XP_060427449.1
OG0005574	XP_045263547.1	XP_060427446.1
OG0005575	XP_045263548.1	XP_060427445.1
OG0005576	XP_045263539.1	XP_060427422.1
OG0005577	XP_045263540.1	XP_060427424.1
OG0005578	XP_045263541.1	XP_060427425.1
OG0005579	XP_045263542.1	XP_060427426.1
OG0005580	XP_045263398.1	XP_060427428.1
OG0005581	XP_045263514.1	XP_060427429.1
OG0005582	XP_045263515.1	XP_060427431.1
OG0005583	XP_045263549.1	XP_060427434.1
OG0005584	XP_045263550.1	XP_060427435.1
OG0005585	XP_045263555.1	XP_060427436.1
OG0005586	XP_045263554.1	XP_060427437.1
OG0005587	XP_045263553.1	XP_060427438.1
OG0005588	XP_045263535.1	XP_060427416.1
OG0005589	XP_045263531.1	XP_060427413.1
OG0005590	XP_045263516.1	XP_060427408.1
OG0005591	XP_045263517.1	XP_060427407.1
OG0005592	XP_045266145.1	XP_060427405.1
OG0005593	XP_045263528.1	XP_060427402.1
OG0005594	XP_045268086.1	XP_060427396.1
OG0005595	XP_045263505.1	XP_060427395.1
OG0005596	XP_045263511.1	XP_060427394.1
OG0005597	XP_045263510.1	XP_060427393.1
OG0005598	XP_045263509.1	XP_060427392.1
OG0005599	XP_045263508.1	XP_060427391.1
OG0005600	XP_045257984.1, XP_045263507.1	XP_060427390.1
OG0005601	XP_045259912.1	XP_060430278.1
OG0005602	XP_045259909.1	XP_060430275.1
OG0005603	XP_045259908.1	XP_060430273.1
OG0005604	XP_045259907.1	XP_060430272.1
OG0005605	XP_045259906.1	XP_060425819.1, XP_060430271.1
OG0005606	XP_045259905.1	XP_060430270.1
OG0005607	XP_045259904.1	XP_060430269.1
OG0005608	XP_045259903.1	XP_060430268.1
OG0005609	XP_045259901.1	XP_060430265.1
OG0005610	XP_045259899.1	XP_060430263.1
OG0005611	XP_045259897.1	XP_060430260.1
OG0005612	XP_045259896.1	XP_060430259.1
OG0005613	XP_045259895.1	XP_060430258.1
OG0005614	XP_045259894.1	XP_060430257.1
OG0005615	XP_045259892.1	XP_060430255.1
OG0005616	XP_045259891.1	XP_060430254.1
OG0005617	XP_045259886.1	XP_060430251.1
OG0005618	XP_045259885.1	XP_060430250.1
OG0005619	XP_045259877.1	XP_060430246.1
OG0005620	XP_045259873.1	XP_060430241.1
OG0005621	XP_045265180.1	XP_060430239.1
OG0005622	XP_045259871.1	XP_060430236.1
OG0005623	XP_045259869.1	XP_060430230.1
OG0005624	XP_045259863.1	XP_060430228.1
OG0005625	XP_045259862.1	XP_060430226.1
OG0005626	XP_045267311.1	XP_060430224.1
OG0005627	XP_045267312.1	XP_060430223.1
OG0005628	XP_045267313.1	XP_060430222.1
OG0005629	XP_045267315.1	XP_060430220.1
OG0005630	XP_045267317.1	XP_060430218.1
OG0005631	XP_045267319.1	XP_060430216.1
OG0005632	XP_045267320.1	XP_060430215.1
OG0005633	XP_045267326.1	XP_060430211.1
OG0005634	XP_045267324.1	XP_060430209.1
OG0005635	XP_045267323.1	XP_060430208.1
OG0005636	XP_045267322.1	XP_060430207.1
OG0005637	XP_045267321.1	XP_060430206.1
OG0005638	XP_045267331.1	XP_060430205.1
OG0005639	XP_045264575.1	XP_060430202.1
OG0005640	XP_045267337.1	XP_060430194.1
OG0005641	XP_045267338.1	XP_060430193.1
OG0005642	XP_045261232.1	XP_060430190.1
OG0005643	XP_045267349.1	XP_060430184.1
OG0005644	XP_045267348.1	XP_060430183.1
OG0005645	XP_045267346.1	XP_060430181.1
OG0005646	XP_045267360.1	XP_060430177.1
OG0005647	XP_045267364.1	XP_060430175.1
OG0005648	XP_045267365.1	XP_060430173.1
OG0005649	XP_045267366.1	XP_060430172.1
OG0005650	XP_045267382.1	XP_060430166.1
OG0005651	XP_045256576.1	XP_060430163.1
OG0005652	XP_045267385.1	XP_060430160.1
OG0005653	XP_045267386.1	XP_060430158.1
OG0005654	XP_045267387.1	XP_060430157.1
OG0005655	XP_045267425.1	XP_060430150.1
OG0005656	XP_045267433.1	XP_060430148.1
OG0005657	XP_045267434.1	XP_060430147.1
OG0005658	XP_045265077.1	XP_060430141.1
OG0005659	XP_045267424.1	XP_060430140.1
OG0005660	XP_045263890.1	XP_060430139.1
OG0005661	XP_045267419.1	XP_060430136.1
OG0005662	XP_045267418.1	XP_060430134.1
OG0005663	XP_045267403.1	XP_060430130.1
OG0005664	XP_045267404.1	XP_060430129.1
OG0005665	XP_045267405.1	XP_060430128.1
OG0005666	XP_045267406.1	XP_060430127.1
OG0005667	XP_045267407.1	XP_060430126.1
OG0005668	XP_045267408.1	XP_060421330.1
OG0005669	XP_045267410.1	XP_060423119.1
OG0005670	XP_045267413.1	XP_060423117.1
OG0005671	XP_045267393.1	XP_060423116.1
OG0005672	XP_045267392.1	XP_060423115.1
OG0005673	XP_045267435.1	XP_060423108.1
OG0005674	XP_045267441.1	XP_060423105.1
OG0005675	XP_045267443.1	XP_060423101.1
OG0005676	XP_045267445.1	XP_060423100.1
OG0005677	XP_045267450.1	XP_060423096.1
OG0005678	XP_045267453.1	XP_060423093.1
OG0005679	XP_045267464.1	XP_060423092.1
OG0005680	XP_045267465.1	XP_060423091.1
OG0005681	XP_045267474.1	XP_060423090.1
OG0005682	XP_045267476.1	XP_060423089.1
OG0005683	XP_045260603.1	XP_060423087.1
OG0005685	XP_045267477.1	XP_060423083.1
OG0005686	XP_045267480.1	XP_060423081.1
OG0005687	XP_045267479.1	XP_060423080.1
OG0005689	XP_045267090.1	XP_060423072.1
OG0005690	XP_045267508.1	XP_060426791.1
OG0005691	XP_045267510.1	XP_060426789.1
OG0005692	XP_045267512.1	XP_060426788.1
OG0005693	XP_045267513.1	XP_060426784.1
OG0005694	XP_045267516.1	XP_060426775.1
OG0005695	XP_045256639.1	XP_060423977.1
OG0005696	XP_045256640.1	XP_060423979.1
OG0005697	XP_045256642.1	XP_060423982.1
OG0005698	XP_045256643.1	XP_060423983.1
OG0005699	XP_045256644.1	XP_060423984.1
OG0005700	XP_045256645.1	XP_060423985.1
OG0005701	XP_045256646.1	XP_060423987.1
OG0005702	XP_045256647.1	XP_060423988.1
OG0005703	XP_045256648.1	XP_060423989.1
OG0005704	XP_045256649.1	XP_060423990.1
OG0005705	XP_045267158.1	XP_060423996.1
OG0005706	XP_045267159.1	XP_060423997.1
OG0005707	XP_045267160.1	XP_060423998.1
OG0005708	XP_045267162.1	XP_060423999.1
OG0005709	XP_045267164.1	XP_060424001.1
OG0005710	XP_045267165.1	XP_060424002.1
OG0005711	XP_045267166.1	XP_060424003.1
OG0005712	XP_045267167.1	XP_060424004.1
OG0005713	XP_045267168.1	XP_060424005.1
OG0005714	XP_045267169.1	XP_060424006.1
OG0005715	XP_045267170.1	XP_060424007.1
OG0005716	XP_045267172.1	XP_060424009.1
OG0005717	XP_045267174.1	XP_060424011.1
OG0005718	XP_045267175.1	XP_060424012.1
OG0005719	XP_045267176.1	XP_060424013.1
OG0005720	XP_045267177.1	XP_060424014.1
OG0005721	XP_045267178.1	XP_060424015.1
OG0005722	XP_045267180.1	XP_060424018.1
OG0005723	XP_045267181.1	XP_060424019.1
OG0005724	XP_045267182.1	XP_060424020.1
OG0005725	XP_045267183.1	XP_060424021.1
OG0005726	XP_045267184.1	XP_060424022.1
OG0005727	XP_045267186.1	XP_060424023.1
OG0005728	XP_045267188.1	XP_060424025.1
OG0005729	XP_045267189.1	XP_060424026.1
OG0005730	XP_045267190.1	XP_060424027.1
OG0005731	XP_045267191.1	XP_060424028.1
OG0005732	XP_045267192.1	XP_060424029.1
OG0005733	XP_045258267.1	XP_060424036.1
OG0005734	XP_045258265.1	XP_060424038.1
OG0005735	XP_045266675.1	XP_060432375.1
OG0005736	XP_045266676.1	XP_060432376.1
OG0005737	XP_045266677.1	XP_060432377.1
OG0005738	XP_045266680.1	XP_060432379.1
OG0005739	XP_045266681.1	XP_060432380.1
OG0005740	XP_045266682.1	XP_060432381.1
OG0005741	XP_045266686.1	XP_060432386.1
OG0005742	XP_045266688.1	XP_060432388.1
OG0005743	XP_045266689.1	XP_060432389.1
OG0005744	XP_045266690.1	XP_060432390.1
OG0005745	XP_045266693.1	XP_060432394.1
OG0005746	XP_045266694.1	XP_060432395.1
OG0005747	XP_045266695.1	XP_060432396.1
OG0005748	XP_045266697.1	XP_060432402.1
OG0005749	XP_045266698.1	XP_060432404.1
OG0005750	XP_045266702.1	XP_060432411.1
OG0005751	XP_045266703.1	XP_060432412.1
OG0005752	XP_045266704.1	XP_060432413.1
OG0005753	XP_045266705.1	XP_060432414.1
OG0005754	XP_045266706.1	XP_060432415.1
OG0005755	XP_045266707.1	XP_060432416.1
OG0005756	XP_045266708.1	XP_060432417.1
OG0005757	XP_045266709.1	XP_060432419.1
OG0005758	XP_045266710.1	XP_060432420.1
OG0005759	XP_045266711.1	XP_060432421.1
OG0005760	XP_045266713.1	XP_060432422.1
OG0005761	XP_045266715.1	XP_060432424.1
OG0005762	XP_045266716.1	XP_060432425.1
OG0005763	XP_045266718.1	XP_060432427.1
OG0005764	XP_045266719.1	XP_060432429.1
OG0005765	XP_045266720.1	XP_060432430.1
OG0005766	XP_045266721.1	XP_060432431.1
OG0005767	XP_045266722.1	XP_060432432.1
OG0005768	XP_045266726.1	XP_060432433.1
OG0005769	XP_045266725.1	XP_060432435.1
OG0005770	XP_045266724.1	XP_060432436.1
OG0005771	XP_045266723.1	XP_060432437.1
OG0005772	XP_045266727.1	XP_060432438.1
OG0005773	XP_045266728.1	XP_060432439.1
OG0005774	XP_045266729.1	XP_060432440.1
OG0005775	XP_045266730.1	XP_060432441.1
OG0005776	XP_045266732.1	XP_060432443.1
OG0005777	XP_045266733.1	XP_060432444.1
OG0005778	XP_045266734.1	XP_060432446.1
OG0005779	XP_045266735.1	XP_060432447.1
OG0005780	XP_045266737.1	XP_060432448.1
OG0005781	XP_045266740.1	XP_060432451.1
OG0005782	XP_045266741.1	XP_060432452.1
OG0005783	XP_045266742.1	XP_060432454.1
OG0005784	XP_045266743.1	XP_060432455.1
OG0005785	XP_045266744.1	XP_060432456.1
OG0005786	XP_045266745.1	XP_060432457.1
OG0005787	XP_045266749.1	XP_060432461.1
OG0005788	XP_045266751.1	XP_060432463.1
OG0005789	XP_045266752.1	XP_060432464.1
OG0005790	XP_045266753.1	XP_060432465.1
OG0005791	XP_045266754.1	XP_060432466.1
OG0005792	XP_045266755.1	XP_060432467.1
OG0005793	XP_045266756.1	XP_060432468.1
OG0005794	XP_045266759.1	XP_060432471.1
OG0005795	XP_045266760.1	XP_060432472.1
OG0005796	XP_045266761.1	XP_060432473.1
OG0005797	XP_045266762.1	XP_060432474.1
OG0005798	XP_045266764.1	XP_060432475.1
OG0005799	XP_045266765.1	XP_060432476.1
OG0005800	XP_045266767.1	XP_060432478.1
OG0005801	XP_045266768.1	XP_060432479.1
OG0005802	XP_045266769.1	XP_060432480.1
OG0005803	XP_045266771.1	XP_060432483.1
OG0005804	XP_045266772.1	XP_060432484.1
OG0005805	XP_045266773.1	XP_060432485.1
OG0005806	XP_045266774.1	XP_060432488.1
OG0005807	XP_045266780.1	XP_060432490.1
OG0005808	XP_045266779.1	XP_060432492.1
OG0005809	XP_045266778.1	XP_060432495.1
OG0005810	XP_045266777.1	XP_060432496.1
OG0005811	XP_045266776.1	XP_060432498.1
OG0005812	XP_045266775.1	XP_060432499.1
OG0005813	XP_045266782.1	XP_060432501.1
OG0005814	XP_045266801.1	XP_060432515.1
OG0005815	XP_045266800.1	XP_060432514.1
OG0005816	XP_045266799.1	XP_060432513.1
OG0005817	XP_045266798.1	XP_060432512.1
OG0005818	XP_045266795.1	XP_060432507.1
OG0005819	XP_045266794.1	XP_060432504.1
OG0005820	XP_045266792.1	XP_060432502.1
OG0005821	XP_045266791.1	XP_060432516.1
OG0005822	XP_045266790.1	XP_060432517.1
OG0005823	XP_045266789.1	XP_060432518.1
OG0005824	XP_045266788.1	XP_060432521.1
OG0005825	XP_045266787.1	XP_060432523.1
OG0005826	XP_045266786.1	XP_060432524.1
OG0005827	XP_045266785.1	XP_060432525.1
OG0005828	XP_045266784.1	XP_060432526.1
OG0005829	XP_045268587.1	XP_060432529.1
OG0005830	XP_045268586.1	XP_060432531.1
OG0005831	XP_045268585.1	XP_060432533.1
OG0005832	XP_045268584.1	XP_060432534.1
OG0005833	XP_045268589.1	XP_060432539.1
OG0005834	XP_045268588.1	XP_060432542.1
OG0005835	XP_045268594.1	XP_060432543.1
OG0005836	XP_045268593.1	XP_060432544.1
OG0005837	XP_045268592.1	XP_060432545.1
OG0005838	XP_045268583.1	XP_060432547.1
OG0005839	XP_045268563.1	XP_060432550.1
OG0005840	XP_045268564.1	XP_060432553.1
OG0005841	XP_045268565.1	XP_060432554.1
OG0005842	XP_045268567.1	XP_060432555.1
OG0005843	XP_045268568.1	XP_060432557.1
OG0005844	XP_045268569.1	XP_060432558.1
OG0005845	XP_045268572.1	XP_060432560.1
OG0005846	XP_045268573.1	XP_060432561.1
OG0005847	XP_045268561.1	XP_060432563.1
OG0005848	XP_045268559.1	XP_060432567.1
OG0005849	XP_045268560.1	XP_060432570.1
OG0005850	XP_045268556.1	XP_060432573.1
OG0005851	XP_045268555.1	XP_060432574.1
OG0005852	XP_045268554.1	XP_060432575.1
OG0005853	XP_045268553.1	XP_060432576.1
OG0005854	XP_045268552.1	XP_060432577.1
OG0005855	XP_045268541.1	XP_060432586.1
OG0005856	XP_045268529.1	XP_060435954.1
OG0005857	XP_045268530.1	XP_060435955.1
OG0005858	XP_045268526.1	XP_060435956.1
OG0005859	XP_045268523.1	XP_060435960.1
OG0005860	XP_045268522.1	XP_060435961.1
OG0005861	XP_045268521.1	XP_060435962.1
OG0005862	XP_045268520.1	XP_060435964.1
OG0005863	XP_045268517.1	XP_060435969.1
OG0005864	XP_045268515.1	XP_060435971.1
OG0005865	XP_045268514.1	XP_060435973.1
OG0005866	XP_045268513.1	XP_060435974.1
OG0005868	XP_045268510.1	XP_060435978.1
OG0005869	XP_045268508.1	XP_060435980.1
OG0005870	XP_045268507.1	XP_060435981.1
OG0005871	XP_045268506.1	XP_060435982.1
OG0005872	XP_045268505.1	XP_060435983.1
OG0005873	XP_045268504.1	XP_060435986.1
OG0005874	XP_045268503.1	XP_060435987.1
OG0005875	XP_045268502.1	XP_060435988.1
OG0005876	XP_045268493.1	XP_060435992.1
OG0005877	XP_045268495.1	XP_060435994.1
OG0005878	XP_045268496.1	XP_060435995.1
OG0005879	XP_045268497.1	XP_060435996.1
OG0005880	XP_045268498.1	XP_060435998.1
OG0005881	XP_045268499.1	XP_060435999.1
OG0005882	XP_045268486.1	XP_060436002.1
OG0005883	XP_045268491.1	XP_060436004.1
OG0005884	XP_045268490.1	XP_060436005.1
OG0005885	XP_045268488.1	XP_060436008.1
OG0005886	XP_045268487.1	XP_060436010.1
OG0005887	XP_045268484.1	XP_060436021.1
OG0005888	XP_045268481.1	XP_060436247.1
OG0005889	XP_045268480.1	XP_060436246.1
OG0005890	XP_045268476.1	XP_060436242.1
OG0005891	XP_045268474.1	XP_060436240.1
OG0005892	XP_045268473.1	XP_060436239.1
OG0005893	XP_045268468.1	XP_060436236.1
OG0005894	XP_045268467.1	XP_060436235.1
OG0005895	XP_045268466.1	XP_060436234.1
OG0005896	XP_045268465.1	XP_060436233.1
OG0005897	XP_045268463.1	XP_060436230.1
OG0005898	XP_045268462.1	XP_060436229.1
OG0005899	XP_045268461.1	XP_060436228.1
OG0005900	XP_045268460.1	XP_060436227.1
OG0005901	XP_045268457.1	XP_060436225.1
OG0005902	XP_045268456.1	XP_060436224.1
OG0005903	XP_045268443.1	XP_060436222.1
OG0005904	XP_045268445.1	XP_060436215.1
OG0005905	XP_045268446.1	XP_060436213.1
OG0005906	XP_045268447.1	XP_060436212.1
OG0005907	XP_045268454.1	XP_060436210.1
OG0005908	XP_045268452.1	XP_060436208.1
OG0005909	XP_045268451.1	XP_060436207.1
OG0005910	XP_045268450.1	XP_060436206.1
OG0005911	XP_045268449.1	XP_060436204.1
OG0005912	XP_045268439.1	XP_060436201.1
OG0005913	XP_045268437.1	XP_060436197.1
OG0005914	XP_045268436.1	XP_060436196.1
OG0005915	XP_045268435.1	XP_060436195.1
OG0005916	XP_045268434.1	XP_060436194.1
OG0005917	XP_045268433.1	XP_060436193.1
OG0005918	XP_045268432.1	XP_060436191.1
OG0005919	XP_045268430.1	XP_060436189.1
OG0005920	XP_045268428.1	XP_060436185.1
OG0005921	XP_045268427.1	XP_060436184.1
OG0005922	XP_045268426.1	XP_060436183.1
OG0005923	XP_045268425.1	XP_060436182.1
OG0005924	XP_045268424.1	XP_060436180.1
OG0005925	XP_045268423.1	XP_060436179.1
OG0005926	XP_045268422.1	XP_060436178.1
OG0005927	XP_045268421.1	XP_060436177.1
OG0005928	XP_045268420.1	XP_060436176.1
OG0005929	XP_045268418.1	XP_060436172.1
OG0005930	XP_045268407.1	XP_060436169.1
OG0005931	XP_045268408.1	XP_060436168.1
OG0005932	XP_045268409.1	XP_060436167.1
OG0005933	XP_045268410.1	XP_060436166.1
OG0005934	XP_045268411.1	XP_060436165.1
OG0005935	XP_045268412.1	XP_060436164.1
OG0005936	XP_045268413.1	XP_060436163.1
OG0005937	XP_045268414.1	XP_060436162.1
OG0005938	XP_045268415.1	XP_060436161.1
OG0005939	XP_045268405.1	XP_060436160.1
OG0005940	XP_045268403.1	XP_060436158.1
OG0005941	XP_045268401.1	XP_060436156.1
OG0005942	XP_045268400.1	XP_060436155.1
OG0005943	XP_045268398.1	XP_060436152.1
OG0005944	XP_045268399.1	XP_060436151.1
OG0005945	XP_045268394.1	XP_060436148.1
OG0005946	XP_045268395.1	XP_060436146.1
OG0005947	XP_045268397.1	XP_060436145.1
OG0005948	XP_045268388.1	XP_060436144.1
OG0005949	XP_045268389.1	XP_060436141.1
OG0005950	XP_045268390.1	XP_060436140.1
OG0005951	XP_045268391.1	XP_060436139.1
OG0005952	XP_045268392.1	XP_060436138.1
OG0005953	XP_045268386.1	XP_060436136.1
OG0005954	XP_045268385.1	XP_060436134.1
OG0005955	XP_045268384.1	XP_060436133.1
OG0005956	XP_045268383.1	XP_060436132.1
OG0005957	XP_045268382.1	XP_060436131.1
OG0005958	XP_045268381.1	XP_060436130.1
OG0005959	XP_045268379.1	XP_060436128.1
OG0005960	XP_045268378.1	XP_060436127.1
OG0005961	XP_045268377.1	XP_060436126.1
OG0005962	XP_045268376.1	XP_060436125.1
OG0005963	XP_045268357.1	XP_060436124.1
OG0005964	XP_045268358.1	XP_060436123.1
OG0005965	XP_045268359.1	XP_060436122.1
OG0005966	XP_045268360.1	XP_060436121.1
OG0005967	XP_045268361.1	XP_060436119.1
OG0005968	XP_045268362.1	XP_060436118.1
OG0005969	XP_045261556.1	XP_060433432.1
OG0005970	XP_045261546.1	XP_060433427.1
OG0005971	XP_045261547.1	XP_060433426.1
OG0005972	XP_045261557.1	XP_060433424.1
OG0005973	XP_045261558.1	XP_060433423.1
OG0005974	XP_045261542.1	XP_060433422.1
OG0005975	XP_045261541.1	XP_060433421.1
OG0005976	XP_045261543.1	XP_060433383.1
OG0005977	XP_045261567.1	XP_060433385.1
OG0005978	XP_045261559.1	XP_060433386.1
OG0005979	XP_045261560.1	XP_060433389.1
OG0005980	XP_045261561.1	XP_060433390.1
OG0005981	XP_045261562.1	XP_060433391.1
OG0005982	XP_045261563.1	XP_060433392.1
OG0005983	XP_045261564.1	XP_060433393.1
OG0005984	XP_045261565.1	XP_060433394.1
OG0005985	XP_045261566.1	XP_060433395.1
OG0005986	XP_045261574.1	XP_060433396.1
OG0005987	XP_045261575.1	XP_060433398.1
OG0005988	XP_045261576.1	XP_060433399.1
OG0005989	XP_045261577.1	XP_060433402.1
OG0005990	XP_045261579.1	XP_060433404.1
OG0005991	XP_045261581.1	XP_060433405.1
OG0005992	XP_045261582.1	XP_060433406.1
OG0005993	XP_045261583.1	XP_060433408.1
OG0005994	XP_045261590.1	XP_060433411.1
OG0005995	XP_045261587.1	XP_060433412.1
OG0005996	XP_045261586.1	XP_060433413.1
OG0005997	XP_045261570.1	XP_060433382.1
OG0005999	XP_045261601.1	XP_060433369.1
OG0006000	XP_045261604.1	XP_060424268.1
OG0006001	XP_045261607.1	XP_060426495.1
OG0006002	XP_045261608.1	XP_060426494.1
OG0006003	XP_045261612.1	XP_060426490.1
OG0006004	XP_045261613.1	XP_060426489.1
OG0006005	XP_045261616.1	XP_060426484.1
OG0006006	XP_045261617.1	XP_060426483.1
OG0006007	XP_045261618.1	XP_060426482.1
OG0006008	XP_045261632.1	XP_060426478.1
OG0006009	XP_045261630.1	XP_060426476.1
OG0006010	XP_045261629.1	XP_060426475.1
OG0006011	XP_045261623.1	XP_060426473.1
OG0006012	XP_045261624.1	XP_060426471.1
OG0006013	XP_045261626.1	XP_060426470.1
OG0006014	XP_045261627.1	XP_060426469.1
OG0006015	XP_045261622.1	XP_060426468.1
OG0006016	XP_045261635.1	XP_060426465.1
OG0006017	XP_045261636.1	XP_060426464.1
OG0006018	XP_045261639.1	XP_060426462.1
OG0006019	XP_045261638.1	XP_060426461.1
OG0006020	XP_045261640.1	XP_060426460.1
OG0006021	XP_045261641.1	XP_060426458.1
OG0006022	XP_045261642.1	XP_060426457.1
OG0006023	XP_045261643.1	XP_060426456.1
OG0006024	XP_045261644.1	XP_060426455.1
OG0006025	XP_045261646.1	XP_060426452.1
OG0006026	XP_045261647.1	XP_060426448.1
OG0006027	XP_045261645.1	XP_060426447.1
OG0006028	XP_045261650.1	XP_060426445.1
OG0006029	XP_045261651.1	XP_060426444.1
OG0006030	XP_045261652.1	XP_060426443.1
OG0006031	XP_045261653.1	XP_060426442.1
OG0006032	XP_045261654.1	XP_060426441.1
OG0006033	XP_045261655.1	XP_060426439.1
OG0006034	XP_045261657.1	XP_060426437.1
OG0006035	XP_045261658.1	XP_060426434.1
OG0006036	XP_045261659.1	XP_060426433.1
OG0006037	XP_045261661.1	XP_060426432.1
OG0006038	XP_045261660.1	XP_060426431.1
OG0006039	XP_045261663.1	XP_060426430.1
OG0006040	XP_045261664.1	XP_060426429.1
OG0006041	XP_045261665.1	XP_060426428.1
OG0006042	XP_045261667.1	XP_060426426.1
