Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_truncatum
OG0004629	XP_045270646.1	XP_036575777.1
OG0004630	XP_045270647.1	XP_036575776.1
OG0004631	XP_045270648.1	XP_036575775.1
OG0004632	XP_045270651.1	XP_036575771.2
OG0004634	XP_045262287.1	XP_070061383.1
OG0004635	XP_045261869.1	XP_036576725.1
OG0004636	XP_045261870.1	XP_036576726.1
OG0004637	XP_045261871.1	XP_036576727.1
OG0004638	XP_045261872.1	XP_036576728.1
OG0004639	XP_045261868.1	XP_036576723.1
OG0004640	XP_045261867.1	XP_036576722.1
OG0004641	XP_045261866.1	XP_070059874.1
OG0004642	XP_045261865.1	XP_070059873.1
OG0004643	XP_045261864.1	XP_070059872.1
OG0004644	XP_045261863.1	XP_070059871.1
OG0004645	XP_045261860.1	XP_036576716.1
OG0004646	XP_045261859.1	XP_036576715.2
OG0004647	XP_045261857.1	XP_036576713.1
OG0004648	XP_045261848.1	XP_036576705.1
OG0004649	XP_045261853.1	XP_070059869.1
OG0004650	XP_045261855.1	XP_036576711.1
OG0004651	XP_045261850.1	XP_036576707.1
OG0004652	XP_045261852.1	XP_036576709.1
OG0004653	XP_045269605.1	XP_070060883.1
OG0004654	XP_045269606.1	XP_036581588.1
OG0004655	XP_045269607.1	XP_070060884.1
OG0004656	XP_045269608.1	XP_036581586.1
OG0004657	XP_045269610.1	XP_036581584.1
OG0004658	XP_045269611.1	XP_036581582.2
OG0004659	XP_045269612.1	XP_070060885.1
OG0004660	XP_045269615.1	XP_036581578.1
OG0004661	XP_045269621.1	XP_036581571.1
OG0004662	XP_045269622.1	XP_070060891.1
OG0004663	XP_045261836.1	XP_036576694.2
OG0004664	XP_045261834.1	XP_036576692.1
OG0004665	XP_045261835.1	XP_070059866.1
OG0004666	XP_045269617.1	XP_036581576.1
OG0004667	XP_045269618.1	XP_070060887.1
OG0004668	XP_045269619.1	XP_070060888.1
OG0004669	XP_045269620.1	XP_036581573.1
OG0004670	XP_045261844.1	XP_036576702.1
OG0004671	XP_045261842.1	XP_036576700.1
OG0004672	XP_045261840.1	XP_036576698.1
OG0004673	XP_045261839.1	XP_036576697.1
OG0004674	XP_045261838.1	XP_036576696.1
OG0004675	XP_045261837.1	XP_036576695.1
OG0004676	XP_045269616.1	XP_070060886.1
OG0004677	XP_045269603.1	XP_036581591.2, XP_070059785.1
OG0004678	XP_045269602.1	XP_036581592.1
OG0004679	XP_045269601.1	XP_036581593.1
OG0004680	XP_045269599.1	XP_036581594.1
OG0004681	XP_045269597.1	XP_036581595.2
OG0004682	XP_045261851.1	XP_036576708.1
OG0004683	XP_045259879.1	XP_036576632.1
OG0004684	XP_045269595.1	XP_036581597.2
OG0004685	XP_045269592.1	XP_036581599.1
OG0004686	XP_045269591.1	XP_036581600.1
OG0004687	XP_045269589.1	XP_036581602.1
OG0004688	XP_045269587.1	XP_036581604.1
OG0004689	XP_045269585.1	XP_036581606.1
OG0004690	XP_045269624.1	XP_036581568.1
OG0004691	XP_045269625.1	XP_070060892.1
OG0004692	XP_045269626.1	XP_036581566.1
OG0004693	XP_045269633.1	XP_036581560.1
OG0004694	XP_045269634.1	XP_036581559.1
OG0004695	XP_045269640.1	XP_036581553.1
OG0004696	XP_045269639.1	XP_036581554.1
OG0004697	XP_045269638.1	XP_036581555.1
OG0004698	XP_045269637.1	XP_036581556.1
OG0004699	XP_045269636.1	XP_036581557.1
OG0004700	XP_045269651.1	XP_070060894.1
OG0004701	XP_045271381.1	XP_036575032.1
OG0004702	XP_045271380.1	XP_036575031.1
OG0004703	XP_045271371.1	XP_036575027.1
OG0004704	XP_045271370.1	XP_036575026.1
OG0004705	XP_045271369.1	XP_036575025.1
OG0004706	XP_045271366.1	XP_036575022.1
OG0004707	XP_045271365.1	XP_036575021.1
OG0004708	XP_045271364.1	XP_070061194.1
OG0004709	XP_045271363.1	XP_036575019.1
OG0004710	XP_045271362.1	XP_070061193.1
OG0004711	XP_045271361.1	XP_036575017.2
OG0004712	XP_045271360.1	XP_036575014.1
OG0004713	XP_045271358.1	XP_070061192.1
OG0004714	XP_045271357.1	XP_036575009.1
OG0004715	XP_045271351.1	XP_036575003.1
OG0004716	XP_045271353.1	XP_036575005.1
OG0004717	XP_045271340.1	XP_036579881.1
OG0004718	XP_045271318.1	XP_036579880.1
OG0004719	XP_045271331.1	XP_036579864.1
OG0004720	XP_045271330.1	XP_070061191.1
OG0004721	XP_045271335.1	XP_036579869.1
OG0004722	XP_045271333.1	XP_070061188.1
OG0004723	XP_045271327.1	XP_036579858.1
OG0004724	XP_045271328.1	XP_036579859.1
OG0004725	XP_045271326.1	XP_036579857.1
OG0004726	XP_045271312.1	XP_070061184.1
OG0004727	XP_045271311.1	XP_036579843.1
OG0004728	XP_045271308.1	XP_036579846.1
OG0004729	XP_045271309.1	XP_036579845.1
OG0004730	XP_045265998.1	XP_036586455.1
OG0004731	XP_045271300.1	XP_036579836.1
OG0004732	XP_045271299.1	XP_036579835.1
OG0004733	XP_045271294.1	XP_036579832.1
OG0004734	XP_045271291.1	XP_036579829.1
OG0004735	XP_045271288.1	XP_036579825.1
OG0004736	XP_045271287.1	XP_070061179.1
OG0004737	XP_045271285.1	XP_036579820.1
OG0004738	XP_045271283.1	XP_036579818.1
OG0004739	XP_045271273.1	XP_036579815.1
OG0004740	XP_045271272.1	XP_036579814.1
OG0004741	XP_045261084.1	XP_036586363.1
OG0004742	XP_045271265.1	XP_036579810.1
OG0004743	XP_045271264.1	XP_036579809.1
OG0004744	XP_045271261.1	XP_036579806.1
OG0004745	XP_045271260.1	XP_036579805.1
OG0004746	XP_045260175.1	XP_036583129.1
OG0004747	XP_045260176.1	XP_036579800.1
OG0004748	XP_045261111.1	XP_070061796.1
OG0004749	XP_045260178.1	XP_036579797.1
OG0004750	XP_045260181.1	XP_036579796.1
OG0004751	XP_045260182.1	XP_036579795.1
OG0004752	XP_045260183.1	XP_036579792.2
OG0004753	XP_045260184.1	XP_036579791.1
OG0004754	XP_045260185.1	XP_036579789.1
OG0004755	XP_045260186.1	XP_036579788.1
OG0004756	XP_045260187.1	XP_036579786.1
OG0004757	XP_045260188.1	XP_036579785.1
OG0004759	XP_045260189.1	XP_036579784.1
OG0004760	XP_045260196.1	XP_036579779.1
OG0004761	XP_045260194.1	XP_036579783.1
OG0004762	XP_045260199.1	XP_070061175.1
OG0004763	XP_045260200.1	XP_036579770.1
OG0004764	XP_045260208.1	XP_036579765.1
OG0004765	XP_045260215.1	XP_036579760.1
OG0004766	XP_045260216.1	XP_036579759.1
OG0004767	XP_045260217.1	XP_036579758.1
OG0004768	XP_045260218.1	XP_036579756.1
OG0004769	XP_045260169.1	XP_036579754.1
OG0004770	XP_045259609.1	XP_036579396.1
OG0004771	XP_045271254.1	XP_036579746.1
OG0004772	XP_045260165.1	XP_036579742.1
OG0004773	XP_045260152.1	XP_036579734.1
OG0004774	XP_045260153.1	XP_036579733.1
OG0004775	XP_045260154.1	XP_070061170.1
OG0004776	XP_045260155.1	XP_036579729.1
OG0004777	XP_045260156.1	XP_036579728.1
OG0004778	XP_045260157.1	XP_036579727.1
OG0004779	XP_045260146.1	XP_070061168.1
OG0004780	XP_045260147.1	XP_036579722.1
OG0004781	XP_045260148.1	XP_036579721.1
OG0004782	XP_045260149.1	XP_036579720.1
OG0004783	XP_045260135.1	XP_036579716.1
OG0004784	XP_045260125.1	XP_036579708.2
OG0004785	XP_045260124.1	XP_036579707.1
OG0004786	XP_045260126.1	XP_036579709.1
OG0004787	XP_045260127.1	XP_036579710.1
OG0004788	XP_045260128.1	XP_036579711.1
OG0004790	XP_045260118.1	XP_036579706.1
OG0004791	XP_045260113.1	XP_070061166.1
OG0004792	XP_045260116.1	XP_036579704.1
OG0004793	XP_045260117.1	XP_036579705.1
OG0004794	XP_045265104.1	XP_036590007.1
OG0004795	XP_045260105.1	XP_036579698.1
OG0004796	XP_045260103.1	XP_036579699.1
OG0004797	XP_045260104.1	XP_070061165.1
OG0004798	XP_045260100.1	XP_036579697.1
OG0004799	XP_045260097.1	XP_036579696.1
OG0004800	XP_045260096.1	XP_036579695.1
OG0004801	XP_045260094.1	XP_036579694.1
OG0004802	XP_045260092.1	XP_070061163.1
OG0004804	XP_045264986.1	XP_036579675.1
OG0004805	XP_045260076.1	XP_036579681.1
OG0004806	XP_045260078.1	XP_036579682.1
OG0004807	XP_045260081.1	XP_036579684.1
OG0004808	XP_045262886.1	XP_036585481.1
OG0004809	XP_045262888.1	XP_036585479.1
OG0004810	XP_045262889.1	XP_036585478.1
OG0004811	XP_045262891.1	XP_070061635.1
OG0004812	XP_045262892.1	XP_036585476.1
OG0004813	XP_045262893.1	XP_036585475.1
OG0004814	XP_045262912.1	XP_036585474.1
OG0004815	XP_045262914.1	XP_036585473.1
OG0004816	XP_045262913.1	XP_070061633.1
OG0004817	XP_045262899.1	XP_036585471.1
OG0004818	XP_045262900.1	XP_036585470.1
OG0004819	XP_045262901.1	XP_070061632.1
OG0004820	XP_045262902.1	XP_036585468.1
OG0004821	XP_045262905.1	XP_036585465.1
OG0004822	XP_045262907.1	XP_036585462.1
OG0004823	XP_045262908.1	XP_036585461.1
OG0004824	XP_045262909.1	XP_036585460.1
OG0004825	XP_045262910.1	XP_036585459.1
OG0004826	XP_045262917.1	XP_036585457.1
OG0004827	XP_045262915.1	XP_036585455.1
OG0004828	XP_045262919.1	XP_036585453.1
OG0004829	XP_045262921.1	XP_070061631.1
OG0004830	XP_045262922.1	XP_070061630.1
OG0004831	XP_045262923.1	XP_036585448.1
OG0004832	XP_045262924.1	XP_036585447.1
OG0004833	XP_045262926.1	XP_036585446.1
OG0004834	XP_045262930.1	XP_070061629.1
OG0004835	XP_045262931.1	XP_036585443.1
OG0004836	XP_045270219.1	XP_036583907.1
OG0004837	XP_045270218.1	XP_036583906.1
OG0004839	XP_045270210.1	XP_036583902.1
OG0004840	XP_045270209.1	XP_036583900.1
OG0004841	XP_045270208.1	XP_036583899.1
OG0004842	XP_045270207.1	XP_036583897.1
OG0004843	XP_045270212.1	XP_036583891.2
OG0004844	XP_045260508.1	XP_036580156.1
OG0004845	XP_045262952.1	XP_036574283.1
OG0004846	XP_045262951.1	XP_036574284.1
OG0004847	XP_045270220.1	XP_036583908.1
OG0004848	XP_045270226.1	XP_036583888.2
OG0004849	XP_045270222.1	XP_036583910.1
OG0004850	XP_045270228.1	XP_070061614.1
OG0004851	XP_045270232.1	XP_036583881.2
OG0004852	XP_045270233.1	XP_070061615.1
OG0004853	XP_045270234.1	XP_036583882.1
OG0004854	XP_045270237.1	XP_036583876.1
OG0004855	XP_045270244.1	XP_036583866.1
OG0004856	XP_045270243.1	XP_036583867.1
OG0004857	XP_045270242.1	XP_036583868.1
OG0004858	XP_045270241.1	XP_036583872.1
OG0004859	XP_045258246.1	XP_036578640.1
OG0004860	XP_045259114.1	XP_036583861.1
OG0004861	XP_045259094.1	XP_036583860.1
OG0004862	XP_045259102.1	XP_070061619.1
OG0004863	XP_045259098.1	XP_036583855.1
OG0004864	XP_045259097.1	XP_036583856.1
OG0004865	XP_045259096.1	XP_036583857.1
OG0004866	XP_045259095.1	XP_036583859.1
OG0004867	XP_045259110.1	XP_036583850.1
OG0004868	XP_045259111.1	XP_036583849.1
OG0004869	XP_045259090.1	XP_036583845.1
OG0004870	XP_045259088.1	XP_036583836.1
OG0004871	XP_045259087.1	XP_070061621.1
OG0004872	XP_045262960.1	XP_036583834.1
OG0004873	XP_045270197.1	XP_036583911.1
OG0004874	XP_045259166.1	XP_036583957.1
OG0004875	XP_045259165.1	XP_036583964.1
OG0004876	XP_045259153.1	XP_036583962.1
OG0004877	XP_045259154.1	XP_036583961.1
OG0004878	XP_045259163.1	XP_070061594.1
OG0004879	XP_045270170.1	XP_036583945.2
OG0004880	XP_045270167.1	XP_036583942.1
OG0004881	XP_045270166.1	XP_036583941.1
OG0004882	XP_045264905.1	XP_036575891.2, XP_036577717.2
OG0004883	XP_045259182.1	XP_036583939.1
OG0004884	XP_045259181.1	XP_036583938.1
OG0004885	XP_045259175.1	XP_036583936.1
OG0004886	XP_045259174.1	XP_070061597.1
OG0004887	XP_045270178.1	XP_070061598.1
OG0004888	XP_045270177.1	XP_036583934.2
OG0004889	XP_045270174.1	XP_036583932.1
OG0004890	XP_045270182.1	XP_036583929.1
OG0004891	XP_045270196.1	XP_036583928.1
OG0004892	XP_045270194.1	XP_036583924.1
OG0004893	XP_045270252.1	XP_036583983.1
OG0004894	XP_045259129.1	XP_036583975.1
OG0004895	XP_045270246.1	XP_036583976.1
OG0004896	XP_045270249.1	XP_036583980.1
OG0004897	XP_045261147.1	XP_036586407.1
OG0004898	XP_045261146.1	XP_036586406.1
OG0004899	XP_045259133.1	XP_036583974.1
OG0004900	XP_045259141.1	XP_070061588.1
OG0004901	XP_045259142.1	XP_036583968.2
OG0004902	XP_045259143.1	XP_036583967.1
OG0004903	XP_045259132.1	XP_036583972.1
OG0004904	XP_045270184.1	XP_036583914.1
OG0004905	XP_045267293.1	XP_036584046.1
OG0004906	XP_045261798.1	XP_036579308.1
OG0004907	XP_045267820.1	XP_036583661.1
OG0004908	XP_045270256.1	XP_036583985.1
OG0004909	XP_045270257.1	XP_036583986.1
OG0004910	XP_045270262.1	XP_036583991.2
OG0004911	XP_045267133.1, XP_045270263.1	XP_036583992.1
OG0004912	XP_045270265.1	XP_036583994.1
OG0004913	XP_045264368.1	XP_036583997.1
OG0004914	XP_045258190.1	XP_070061574.1
OG0004915	XP_045264361.1	XP_036584011.1
OG0004916	XP_045264359.1	XP_036584009.2
OG0004917	XP_045270266.1	XP_036583996.1
OG0004919	XP_045264346.1	XP_036583999.1
OG0004920	XP_045264345.1	XP_036583998.1
OG0004921	XP_045270269.1	XP_036584017.1
OG0004922	XP_045270271.1	XP_036584032.1
OG0004923	XP_045270270.1	XP_036584031.1
OG0004924	XP_045270273.1	XP_036584035.1
OG0004925	XP_045270277.1	XP_036584036.1
OG0004926	XP_045264943.1	XP_036582432.1
OG0004927	XP_045258188.1	XP_070061573.1
OG0004928	XP_045260774.1	XP_036587852.1
OG0004929	XP_045260773.1	XP_036587853.1
OG0004930	XP_045260772.1	XP_036587854.1
OG0004931	XP_045260771.1	XP_036587855.1
OG0004932	XP_045260770.1	XP_070060815.1
OG0004933	XP_045260769.1	XP_036587857.1
OG0004934	XP_045260768.1	XP_036587858.1
OG0004935	XP_045260767.1	XP_036587859.1
OG0004936	XP_045260765.1	XP_036587861.1
OG0004937	XP_045260766.1	XP_036587860.1
OG0004938	XP_045260763.1	XP_070060816.1
OG0004939	XP_045260762.1	XP_036587870.1
OG0004940	XP_045260761.1	XP_036587869.1
OG0004941	XP_045260759.1	XP_036587866.1
OG0004942	XP_045260758.1	XP_036587865.1
OG0004943	XP_045260750.1	XP_036587873.2
OG0004944	XP_045260751.1	XP_070060817.1
OG0004945	XP_045260752.1	XP_036587875.1
OG0004946	XP_045260753.1	XP_036587876.2
OG0004947	XP_045260754.1	XP_036587877.1
OG0004948	XP_045260755.1	XP_036587878.2
OG0004949	XP_045260756.1	XP_036587879.1
OG0004950	XP_045260757.1	XP_036587880.2
OG0004951	XP_045260749.1	XP_036587881.1
OG0004952	XP_045260748.1	XP_036587882.1
OG0004953	XP_045260747.1	XP_036587884.1
OG0004954	XP_045260746.1	XP_036587885.1
OG0004955	XP_045260745.1	XP_036587886.1
OG0004956	XP_045260744.1	XP_036587888.1
OG0004957	XP_045260743.1	XP_036587887.2
OG0004958	XP_045260739.1	XP_036587894.1
OG0004959	XP_045260738.1	XP_036587896.1
OG0004960	XP_045260741.1	XP_036587897.1
OG0004961	XP_045260737.1	XP_036587900.1
OG0004962	XP_045260735.1	XP_036587902.2
OG0004963	XP_045260729.1	XP_036587911.1
OG0004964	XP_045260725.1	XP_036587905.1
OG0004965	XP_045260726.1	XP_036587906.1
OG0004967	XP_045260731.1	XP_036587912.1
OG0004968	XP_045260724.1	XP_070060824.1
OG0004969	XP_045260723.1	XP_036587915.1
OG0004970	XP_045260722.1	XP_036587917.1
OG0004971	XP_045260721.1	XP_036587918.1
OG0004972	XP_045260712.1	XP_036587920.1
OG0004973	XP_045260710.1	XP_036587924.1
OG0004974	XP_045260368.1	XP_036584706.1
OG0004975	XP_045260706.1	XP_036587929.1
OG0004976	XP_045260708.1	XP_036587926.1
OG0004977	XP_045260696.1	XP_036587943.1
OG0004978	XP_045260697.1	XP_036587942.1
OG0004979	XP_045260698.1	XP_036587941.1
OG0004980	XP_045260700.1	XP_036587934.1
OG0004981	XP_045260701.1	XP_036587933.1
OG0004982	XP_045260702.1	XP_070060825.1
OG0004983	XP_045260703.1	XP_036587931.1
OG0004984	XP_045260694.1	XP_036587945.1
OG0004985	XP_045257414.1	XP_036581352.1
OG0004986	XP_045260683.1	XP_036587953.1
OG0004987	XP_045260685.1	XP_036587951.1
OG0004988	XP_045260687.1	XP_036587949.1
OG0004989	XP_045260688.1	XP_070060828.1
OG0004990	XP_045260691.1	XP_036587947.1
OG0004991	XP_045260667.1	XP_036587956.1
OG0004992	XP_045271383.1	XP_036575034.1
OG0004993	XP_045271384.1	XP_036575035.1
OG0004994	XP_045271418.1	XP_036583539.1
OG0004995	XP_045271419.1	XP_036583538.1
OG0004996	XP_045271412.1	XP_036583545.1
OG0004997	XP_045271411.1	XP_036583546.1
OG0004998	XP_045271409.1	XP_036583547.1
OG0004999	XP_045271405.1	XP_036583551.1
OG0005000	XP_045271404.1	XP_036583552.1
OG0005001	XP_045271403.1	XP_036583553.1
OG0005002	XP_045271417.1	XP_036583544.1
OG0005003	XP_045271413.1	XP_036583541.1
OG0005004	XP_045271388.1	XP_036583568.1
OG0005005	XP_045271389.1	XP_036583567.1
OG0005006	XP_045271390.1	XP_036583566.1
OG0005007	XP_045271391.1	XP_036583565.1
OG0005008	XP_045271392.1	XP_036583564.1
OG0005009	XP_045271393.1	XP_036583563.1
OG0005010	XP_045271394.1	XP_036583562.1
OG0005011	XP_045271401.1	XP_036583554.1
OG0005012	XP_045271400.1	XP_036583555.1
OG0005013	XP_045271398.1	XP_036583558.1
OG0005014	XP_045271397.1	XP_036583559.1
OG0005015	XP_045271396.1	XP_036583560.2
OG0005016	XP_045271420.1	XP_036583536.1
OG0005017	XP_045271421.1	XP_036583535.1
OG0005018	XP_045271422.1	XP_070061199.1
OG0005019	XP_045271423.1	XP_036583533.1
OG0005020	XP_045271424.1	XP_036583532.1
OG0005021	XP_045271425.1	XP_036583531.1
OG0005022	XP_045271426.1	XP_036583530.1
OG0005023	XP_045271427.1	XP_036583529.1
OG0005024	XP_045271428.1	XP_036583528.1
OG0005025	XP_045271429.1	XP_036583527.2
OG0005026	XP_045271430.1	XP_036583526.1
OG0005027	XP_045271431.1	XP_036583525.1
OG0005028	XP_045271432.1	XP_036583524.1
OG0005029	XP_045271433.1	XP_036583523.1
OG0005030	XP_045271435.1	XP_036583520.2
OG0005031	XP_045271436.1	XP_036583519.1
OG0005032	XP_045271437.1	XP_036583517.1
OG0005033	XP_045271438.1	XP_036583515.2
OG0005034	XP_045271439.1	XP_070061200.1
OG0005035	XP_045271440.1	XP_070061201.1
OG0005036	XP_045271441.1	XP_036583513.1
OG0005037	XP_045271442.1	XP_036583512.1
OG0005038	XP_045271443.1	XP_036583511.1
OG0005039	XP_045262237.1	XP_036583505.1
OG0005040	XP_045271447.1	XP_036583506.1
OG0005041	XP_045271445.1	XP_036583509.1
OG0005042	XP_045262236.1	XP_036583504.1
OG0005043	XP_045262235.1	XP_036583503.1
OG0005045	XP_045262234.1	XP_070061206.1
OG0005046	XP_045262233.1	XP_036583500.1
OG0005047	XP_045262232.1	XP_036583499.1
OG0005048	XP_045262231.1	XP_036583498.1
OG0005049	XP_045262230.1	XP_070061207.1
OG0005050	XP_045262229.1	XP_070061208.1
OG0005051	XP_045262228.1	XP_036583493.1
OG0005052	XP_045262227.1	XP_036583492.1
OG0005053	XP_045262223.1	XP_036583486.1
OG0005054	XP_045262222.1	XP_070061210.1
OG0005055	XP_045262221.1	XP_070061211.1
OG0005056	XP_045262220.1	XP_036583483.2
OG0005057	XP_045262219.1	XP_036583482.1
OG0005058	XP_045262218.1	XP_036583481.1
OG0005059	XP_045262215.1	XP_036583476.1
OG0005060	XP_045262217.1	XP_070061212.1
OG0005061	XP_045262212.1	XP_070061215.1
OG0005062	XP_045262211.1	XP_036583471.1
OG0005063	XP_045262210.1	XP_036583468.1
OG0005064	XP_045262209.1	XP_036583467.2
OG0005065	XP_045262207.1	XP_036583463.1
OG0005066	XP_045262203.1	XP_070061218.1
OG0005067	XP_045262202.1	XP_070061219.1
OG0005068	XP_045262201.1	XP_036583459.1
OG0005069	XP_045262200.1	XP_036583458.2
OG0005070	XP_045262199.1	XP_036583457.1
OG0005071	XP_045262197.1	XP_036583455.1
OG0005072	XP_045262196.1	XP_036583454.1
OG0005073	XP_045262195.1	XP_036583453.1
OG0005074	XP_045262194.1	XP_036583452.1
OG0005075	XP_045262193.1	XP_036583451.1
OG0005076	XP_045262192.1	XP_036583450.1
OG0005077	XP_045262190.1	XP_036583447.1
OG0005080	XP_045259644.1	XP_036585791.1
OG0005081	XP_045259643.1	XP_036585792.1
OG0005082	XP_045259642.1	XP_036585793.1
OG0005083	XP_045259640.1	XP_036585795.1
OG0005084	XP_045259637.1	XP_070062001.1
OG0005085	XP_045259671.1	XP_070062002.1
OG0005086	XP_045259673.1	XP_036585803.1
OG0005087	XP_045259674.1	XP_070062003.1
OG0005088	XP_045258578.1	XP_036585805.1
OG0005089	XP_045258579.1	XP_036585806.1
OG0005090	XP_045258582.1	XP_036585810.1
OG0005091	XP_045258583.1	XP_036585811.1
OG0005092	XP_045258584.1	XP_036585812.1
OG0005093	XP_045258585.1	XP_070062004.1
OG0005094	XP_045258586.1	XP_036585814.1
OG0005095	XP_045258587.1	XP_036585815.1
OG0005096	XP_045258588.1	XP_036585816.2
OG0005097	XP_045258589.1	XP_036585817.2
OG0005098	XP_045258590.1	XP_036585818.1
OG0005099	XP_045258591.1	XP_036585819.1
OG0005100	XP_045258593.1	XP_036585821.1
OG0005101	XP_045258594.1	XP_036585822.1
OG0005102	XP_045258596.1	XP_070062006.1
OG0005103	XP_045258597.1	XP_036585825.1
OG0005104	XP_045258598.1	XP_070062007.1
OG0005105	XP_045258600.1	XP_036585828.1
OG0005106	XP_045258601.1	XP_036585829.1
OG0005107	XP_045258602.1	XP_070062008.1
OG0005108	XP_045258603.1	XP_036585831.1
OG0005109	XP_045258605.1	XP_036585833.1
OG0005110	XP_045258607.1	XP_036585837.1
OG0005111	XP_045258608.1	XP_036585838.1
OG0005112	XP_045258609.1	XP_036585839.1
OG0005113	XP_045258610.1	XP_036585840.1
OG0005114	XP_045258611.1	XP_070062010.1
OG0005115	XP_045258613.1	XP_036585842.1
OG0005116	XP_045258614.1	XP_070062011.1
OG0005117	XP_045258615.1	XP_036585844.1
OG0005118	XP_045258616.1	XP_036585846.1
OG0005119	XP_045258617.1	XP_036585847.1
OG0005121	XP_045258624.1	XP_036585853.1
OG0005122	XP_045258625.1	XP_036585854.1
OG0005123	XP_045258626.1	XP_036585855.1
OG0005124	XP_045258627.1	XP_036585857.1
OG0005125	XP_045258628.1	XP_036585858.1
OG0005126	XP_045258629.1	XP_036585859.1
OG0005127	XP_045258630.1	XP_036585860.1
OG0005128	XP_045258631.1	XP_036585862.1
OG0005129	XP_045258632.1	XP_036585863.1
OG0005130	XP_045258633.1	XP_036585864.1
OG0005131	XP_045258634.1	XP_036585865.1
OG0005132	XP_045258635.1	XP_036585866.2
OG0005133	XP_045258636.1	XP_036585867.1
OG0005134	XP_045258637.1	XP_036585868.1
OG0005135	XP_045258638.1	XP_036585869.1
OG0005136	XP_045258641.1	XP_036585870.1
OG0005137	XP_045258642.1	XP_036585871.1
OG0005138	XP_045258643.1	XP_036585872.1
OG0005139	XP_045258644.1	XP_036585873.1
OG0005140	XP_045258645.1	XP_036585874.1
OG0005141	XP_045258646.1	XP_036585875.1
OG0005142	XP_045258647.1	XP_036585876.1
OG0005143	XP_045258668.1	XP_070062016.1
OG0005144	XP_045258667.1	XP_036585892.1
OG0005145	XP_045258666.1	XP_036585891.1
OG0005146	XP_045258665.1	XP_036585890.2
OG0005147	XP_045258664.1	XP_036585889.1
OG0005148	XP_045258663.1	XP_036585888.1
OG0005149	XP_045258662.1	XP_036585886.1
OG0005150	XP_045258659.1	XP_036585882.1
OG0005151	XP_045258658.1	XP_036577095.2
OG0005152	XP_045258657.1	XP_070062014.1
OG0005153	XP_045258656.1	XP_070062013.1
OG0005154	XP_045258655.1	XP_036585878.1
OG0005155	XP_045266964.1	XP_036576896.1
OG0005156	XP_045258669.1	XP_036585895.1
OG0005157	XP_045258670.1	XP_036585896.1
OG0005158	XP_045258671.1	XP_036585897.1
OG0005159	XP_045258672.1	XP_070062017.1
OG0005160	XP_045258673.1	XP_036585900.1
OG0005161	XP_045258674.1	XP_036585902.2
OG0005162	XP_045258675.1	XP_036585903.1
OG0005163	XP_045258676.1	XP_036585904.2
OG0005164	XP_045258678.1	XP_036585906.1
OG0005165	XP_045258679.1	XP_036585907.1
OG0005166	XP_045258680.1	XP_036585908.1
OG0005167	XP_045258681.1	XP_036585909.2
OG0005168	XP_045258682.1	XP_036585910.1
OG0005169	XP_045258683.1	XP_036585911.1
OG0005170	XP_045258684.1	XP_036585912.1
OG0005171	XP_045258685.1	XP_036585913.1
OG0005172	XP_045258686.1	XP_036585914.1
OG0005173	XP_045258687.1	XP_070062018.1
OG0005174	XP_045258688.1	XP_036585916.1
OG0005175	XP_045258689.1	XP_036585917.1
OG0005176	XP_045258690.1	XP_036585918.1
OG0005177	XP_045270525.1	XP_036582986.1
OG0005178	XP_045270526.1	XP_070062534.1
OG0005179	XP_045270527.1	XP_036582988.1
OG0005180	XP_045270528.1	XP_036582989.1
OG0005181	XP_045270529.1	XP_036582990.1
OG0005182	XP_045270530.1	XP_036582991.1
OG0005183	XP_045270531.1	XP_036582992.1
OG0005184	XP_045270533.1	XP_036582994.2
OG0005185	XP_045270535.1	XP_036582996.1
OG0005186	XP_045270537.1	XP_036582997.1
OG0005187	XP_045270538.1	XP_070062535.1
OG0005188	XP_045270539.1	XP_036582999.1
OG0005189	XP_045270542.1	XP_036583002.1
OG0005190	XP_045270543.1	XP_070062538.1
OG0005191	XP_045270544.1	XP_036583004.1
OG0005192	XP_045270545.1	XP_036583005.1
OG0005193	XP_045270546.1	XP_036583006.1
OG0005194	XP_045270547.1	XP_036583008.2
OG0005195	XP_045270548.1	XP_036583009.2
OG0005196	XP_045270550.1	XP_070062540.1
OG0005197	XP_045270552.1	XP_036583015.1
OG0005198	XP_045270553.1	XP_036583016.1
OG0005199	XP_045270554.1	XP_070062542.1
OG0005200	XP_045270555.1	XP_036583018.1
OG0005201	XP_045270556.1	XP_036583019.1
OG0005202	XP_045270557.1	XP_070062543.1
OG0005203	XP_045270558.1	XP_036583021.1
OG0005204	XP_045270559.1	XP_036583023.1
OG0005205	XP_045270560.1	XP_036583024.1
OG0005206	XP_045270561.1	XP_036583025.1
OG0005207	XP_045270562.1	XP_036583028.1
OG0005208	XP_045270563.1	XP_036583029.1
OG0005209	XP_045270564.1	XP_036583030.1
OG0005210	XP_045270565.1	XP_036583031.1
OG0005211	XP_045270567.1	XP_036583034.2
OG0005212	XP_045270569.1	XP_036583037.1
OG0005213	XP_045270570.1	XP_036583038.1
OG0005214	XP_045270571.1	XP_036583039.1
OG0005215	XP_045270572.1	XP_036583040.1
OG0005216	XP_045270573.1	XP_036583041.1
OG0005217	XP_045270574.1	XP_036583042.1
OG0005218	XP_045270575.1	XP_036583043.1
OG0005219	XP_045270576.1	XP_036583044.1
