Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_acutatum
OG0004857	XP_045270242.1	XP_060360746.1
OG0004858	XP_045270241.1	XP_060360745.1
OG0004859	XP_045258246.1	XP_060360742.1
OG0004860	XP_045259114.1	XP_060360740.1
OG0004861	XP_045259094.1	XP_060360739.1
OG0004862	XP_045259102.1	XP_060360738.1
OG0004863	XP_045259098.1	XP_060360736.1
OG0004864	XP_045259097.1	XP_060360735.1
OG0004865	XP_045259096.1	XP_060360734.1
OG0004866	XP_045259095.1	XP_060360733.1
OG0004867	XP_045259110.1	XP_060360731.1
OG0004868	XP_045259111.1	XP_060360730.1
OG0004869	XP_045259090.1	XP_060360729.1
OG0004870	XP_045259088.1	XP_060360727.1
OG0004871	XP_045259087.1	XP_060360726.1
OG0004872	XP_045262960.1	XP_060360724.1
OG0004873	XP_045270197.1	XP_060360723.1
OG0004875	XP_045259165.1	XP_060360235.1
OG0004876	XP_045259153.1	XP_060360237.1
OG0004877	XP_045259154.1	XP_060360238.1
OG0004878	XP_045259163.1	XP_060360239.1
OG0004879	XP_045270170.1	XP_060360242.1
OG0004881	XP_045270166.1	XP_060360246.1
OG0004882	XP_045264905.1	XP_060360251.1
OG0004883	XP_045259182.1	XP_060360253.1
OG0004884	XP_045259181.1	XP_060360254.1
OG0004885	XP_045259175.1	XP_060360255.1
OG0004886	XP_045259174.1	XP_060360256.1
OG0004887	XP_045270178.1	XP_060360257.1
OG0004888	XP_045270177.1	XP_060360258.1
OG0004889	XP_045270174.1	XP_060360260.1
OG0004890	XP_045270182.1	XP_060360261.1
OG0004891	XP_045270196.1	XP_060360262.1
OG0004892	XP_045270194.1	XP_060360263.1
OG0004893	XP_045270252.1	XP_060360267.1
OG0004894	XP_045259129.1	XP_060360268.1
OG0004895	XP_045270246.1	XP_060360269.1
OG0004896	XP_045270249.1	XP_060360274.1
OG0004897	XP_045261147.1	XP_060358015.1
OG0004898	XP_045261146.1	XP_060358016.1
OG0004899	XP_045259133.1	XP_060358017.1
OG0004900	XP_045259141.1	XP_060358019.1
OG0004901	XP_045259142.1	XP_060358021.1
OG0004902	XP_045259143.1	XP_060358022.1
OG0004903	XP_045259132.1	XP_060358024.1
OG0004904	XP_045270184.1	XP_060368420.1
OG0004905	XP_045267293.1	XP_060368417.1
OG0004906	XP_045261798.1	XP_060368412.1
OG0004907	XP_045267820.1	XP_060368411.1
OG0004908	XP_045270256.1	XP_060368410.1
OG0004909	XP_045270257.1	XP_060368409.1
OG0004910	XP_045270262.1	XP_060368404.1
OG0004911	XP_045267133.1, XP_045270263.1	XP_060368402.1
OG0004912	XP_045270265.1	XP_060368400.1
OG0004913	XP_045264368.1	XP_060368399.1
OG0004914	XP_045258190.1	XP_060368397.1
OG0004915	XP_045264361.1	XP_060368393.1
OG0004916	XP_045264359.1	XP_060368391.1
OG0004917	XP_045270266.1	XP_060368390.1
OG0004919	XP_045264346.1	XP_060368383.1
OG0004920	XP_045264345.1	XP_060368382.1
OG0004921	XP_045270269.1	XP_060368379.1
OG0004922	XP_045270271.1	XP_060368377.1
OG0004923	XP_045270270.1	XP_060368376.1
OG0004924	XP_045270273.1	XP_060368374.1
OG0004925	XP_045270277.1	XP_060368372.1
OG0004926	XP_045264943.1	XP_060368371.1
OG0004927	XP_045258188.1	XP_060368368.1
OG0004928	XP_045260774.1	XP_060368462.1
OG0004929	XP_045260773.1	XP_060368463.1
OG0004930	XP_045260772.1	XP_060368464.1
OG0004931	XP_045260771.1	XP_060368465.1
OG0004932	XP_045260770.1	XP_060368466.1
OG0004933	XP_045260769.1	XP_060368467.1
OG0004934	XP_045260768.1	XP_060368468.1
OG0004935	XP_045260767.1	XP_060368469.1
OG0004936	XP_045260765.1	XP_060368473.1
OG0004937	XP_045260766.1	XP_060368475.1
OG0004938	XP_045260763.1	XP_060368476.1
OG0004939	XP_045260762.1	XP_060368478.1
OG0004940	XP_045260761.1	XP_060368480.1
OG0004941	XP_045260759.1	XP_060368485.1
OG0004942	XP_045260758.1	XP_060368487.1
OG0004943	XP_045260750.1	XP_060368488.1
OG0004944	XP_045260751.1	XP_060368490.1
OG0004945	XP_045260752.1	XP_060368491.1
OG0004946	XP_045260753.1	XP_060368492.1
OG0004947	XP_045260754.1	XP_060368493.1
OG0004948	XP_045260755.1	XP_060368495.1
OG0004949	XP_045260756.1	XP_060368496.1
OG0004950	XP_045260757.1	XP_060368497.1
OG0004951	XP_045260749.1	XP_060368498.1
OG0004952	XP_045260748.1	XP_060368501.1
OG0004953	XP_045260747.1	XP_060368503.1
OG0004954	XP_045260746.1	XP_060368504.1
OG0004955	XP_045260745.1	XP_060368507.1
OG0004956	XP_045260744.1	XP_060368508.1
OG0004957	XP_045260743.1	XP_060368509.1
OG0004958	XP_045260739.1	XP_060368512.1
OG0004959	XP_045260738.1	XP_060368515.1
OG0004960	XP_045260741.1	XP_060368516.1
OG0004961	XP_045260737.1	XP_060368517.1
OG0004962	XP_045260735.1	XP_060368519.1
OG0004963	XP_045260729.1	XP_060368525.1
OG0004964	XP_045260725.1	XP_060368528.1
OG0004965	XP_045260726.1	XP_060368529.1
OG0004966	XP_045265953.1	XP_060368530.1
OG0004967	XP_045260731.1	XP_060368531.1
OG0004968	XP_045260724.1	XP_060368534.1
OG0004969	XP_045260723.1	XP_060368535.1
OG0004970	XP_045260722.1	XP_060368536.1
OG0004971	XP_045260721.1	XP_060368537.1
OG0004972	XP_045260712.1	XP_060368544.1
OG0004973	XP_045260710.1	XP_060368546.1
OG0004974	XP_045260368.1	XP_060368547.1
OG0004975	XP_045260706.1	XP_060368550.1
OG0004976	XP_045260708.1	XP_060368553.1
OG0004977	XP_045260696.1	XP_060368556.1
OG0004978	XP_045260697.1	XP_060368557.1
OG0004979	XP_045260698.1	XP_060368558.1
OG0004980	XP_045260700.1	XP_060368559.1
OG0004981	XP_045260701.1	XP_060368560.1
OG0004982	XP_045260702.1	XP_060368562.1
OG0004983	XP_045260703.1	XP_060368563.1
OG0004984	XP_045260694.1	XP_060368569.1
OG0004985	XP_045257414.1	XP_060368570.1
OG0004986	XP_045260683.1	XP_060368576.1
OG0004987	XP_045260685.1	XP_060368578.1
OG0004988	XP_045260687.1	XP_060368580.1
OG0004989	XP_045260688.1	XP_060368581.1
OG0004990	XP_045260691.1	XP_060368582.1
OG0004991	XP_045260667.1	XP_060368583.1
OG0004992	XP_045271383.1	XP_060365753.1
OG0004993	XP_045271384.1	XP_060365752.1
OG0004994	XP_045271418.1	XP_060365749.1
OG0004995	XP_045271419.1	XP_060365745.1
OG0004996	XP_045271412.1	XP_060365744.1
OG0004997	XP_045271411.1	XP_060365743.1
OG0004998	XP_045271409.1	XP_060365741.1
OG0004999	XP_045271405.1	XP_060365738.1
OG0005000	XP_045271404.1	XP_060365737.1
OG0005001	XP_045271403.1	XP_060365736.1
OG0005002	XP_045271417.1	XP_060365735.1
OG0005003	XP_045271413.1	XP_060365733.1
OG0005004	XP_045271388.1	XP_060365731.1
OG0005005	XP_045271389.1	XP_060365730.1
OG0005006	XP_045271390.1	XP_060365729.1
OG0005007	XP_045271391.1	XP_060365728.1
OG0005008	XP_045271392.1	XP_060365727.1
OG0005009	XP_045271393.1	XP_060365726.1
OG0005010	XP_045271394.1	XP_060365725.1
OG0005011	XP_045271401.1	XP_060365723.1
OG0005012	XP_045271400.1	XP_060365721.1
OG0005013	XP_045271398.1	XP_060365719.1
OG0005014	XP_045271397.1	XP_060365718.1
OG0005015	XP_045271396.1	XP_060365716.1
OG0005016	XP_045271420.1	XP_060365713.1
OG0005017	XP_045271421.1	XP_060365712.1
OG0005018	XP_045271422.1	XP_060365711.1
OG0005019	XP_045271423.1	XP_060365710.1
OG0005020	XP_045271424.1	XP_060365709.1
OG0005021	XP_045271425.1	XP_060365708.1
OG0005022	XP_045271426.1	XP_060365707.1
OG0005023	XP_045271427.1	XP_060365706.1
OG0005024	XP_045271428.1	XP_060365705.1
OG0005025	XP_045271429.1	XP_060365704.1
OG0005026	XP_045271430.1	XP_060365703.1
OG0005027	XP_045271431.1	XP_060365702.1
OG0005028	XP_045271432.1	XP_060365701.1
OG0005029	XP_045271433.1	XP_060365700.1
OG0005030	XP_045271435.1	XP_060365695.1
OG0005031	XP_045271436.1	XP_060365694.1
OG0005032	XP_045271437.1	XP_060365693.1
OG0005033	XP_045271438.1	XP_060365691.1
OG0005034	XP_045271439.1	XP_060365690.1
OG0005035	XP_045271440.1	XP_060365689.1
OG0005036	XP_045271441.1	XP_060365688.1
OG0005037	XP_045271442.1	XP_060365687.1
OG0005038	XP_045271443.1	XP_060365686.1
OG0005039	XP_045262237.1	XP_060365684.1
OG0005040	XP_045271447.1	XP_060365683.1
OG0005041	XP_045271445.1	XP_060363958.1
OG0005042	XP_045262236.1	XP_060363959.1
OG0005043	XP_045262235.1	XP_060363960.1
OG0005045	XP_045262234.1	XP_060363964.1
OG0005046	XP_045262233.1	XP_060363965.1
OG0005047	XP_045262232.1	XP_060363966.1
OG0005048	XP_045262231.1	XP_060363967.1
OG0005049	XP_045262230.1	XP_060363969.1
OG0005050	XP_045262229.1	XP_060363970.1
OG0005051	XP_045262228.1	XP_060363972.1
OG0005052	XP_045262227.1	XP_060363973.1
OG0005053	XP_045262223.1	XP_060363978.1
OG0005054	XP_045262222.1	XP_060363980.1
OG0005055	XP_045262221.1	XP_060363981.1
OG0005056	XP_045262220.1	XP_060363982.1
OG0005057	XP_045262219.1	XP_060363983.1
OG0005058	XP_045262218.1	XP_060363984.1
OG0005059	XP_045262215.1	XP_060363987.1
OG0005060	XP_045262217.1	XP_060363989.1
OG0005061	XP_045262212.1	XP_060363992.1
OG0005062	XP_045262211.1	XP_060363993.1
OG0005063	XP_045262210.1	XP_060363998.1
OG0005064	XP_045262209.1	XP_060363999.1
OG0005065	XP_045262207.1	XP_060364001.1
OG0005066	XP_045262203.1	XP_060364005.1
OG0005067	XP_045262202.1	XP_060364006.1
OG0005068	XP_045262201.1	XP_060364007.1
OG0005069	XP_045262200.1	XP_060364009.1, XP_060364008.1
OG0005070	XP_045262199.1	XP_060364011.1
OG0005071	XP_045262197.1	XP_060364013.1
OG0005072	XP_045262196.1	XP_060364015.1
OG0005073	XP_045262195.1	XP_060364017.1
OG0005074	XP_045262194.1	XP_060364018.1
OG0005075	XP_045262193.1	XP_060364019.1
OG0005076	XP_045262192.1	XP_060364020.1
OG0005077	XP_045262190.1	XP_060364022.1
OG0005079	XP_045264992.1	XP_060359058.1, XP_060362971.1, XP_060359063.1
OG0005080	XP_045259644.1	XP_060363861.1
OG0005081	XP_045259643.1	XP_060363860.1
OG0005082	XP_045259642.1	XP_060363859.1
OG0005083	XP_045259640.1	XP_060363857.1
OG0005084	XP_045259637.1	XP_060363854.1
OG0005085	XP_045259671.1	XP_060363853.1
OG0005086	XP_045259673.1	XP_060363850.1
OG0005087	XP_045259674.1	XP_060363849.1
OG0005088	XP_045258578.1	XP_060363848.1
OG0005089	XP_045258579.1	XP_060363847.1
OG0005090	XP_045258582.1	XP_060363844.1
OG0005091	XP_045258583.1	XP_060363843.1
OG0005092	XP_045258584.1	XP_060363842.1
OG0005093	XP_045258585.1	XP_060363841.1
OG0005094	XP_045258586.1	XP_060363840.1
OG0005095	XP_045258587.1	XP_060363839.1
OG0005096	XP_045258588.1	XP_060363838.1
OG0005097	XP_045258589.1	XP_060363837.1
OG0005098	XP_045258590.1	XP_060363836.1
OG0005099	XP_045258591.1	XP_060363835.1
OG0005100	XP_045258593.1	XP_060363833.1
OG0005101	XP_045258594.1	XP_060363831.1
OG0005102	XP_045258596.1	XP_060363829.1
OG0005103	XP_045258597.1	XP_060363828.1
OG0005104	XP_045258598.1	XP_060367329.1
OG0005105	XP_045258600.1	XP_060367327.1
OG0005106	XP_045258601.1	XP_060367326.1
OG0005107	XP_045258602.1	XP_060367325.1
OG0005108	XP_045258603.1	XP_060367324.1
OG0005109	XP_045258605.1	XP_060367322.1
OG0005110	XP_045258607.1	XP_060367317.1
OG0005111	XP_045258608.1	XP_060367316.1
OG0005112	XP_045258609.1	XP_060367312.1
OG0005113	XP_045258610.1	XP_060367311.1
OG0005114	XP_045258611.1	XP_060367310.1
OG0005115	XP_045258613.1	XP_060367306.1
OG0005116	XP_045258614.1	XP_060367304.1
OG0005117	XP_045258615.1	XP_060367303.1
OG0005118	XP_045258616.1	XP_060367301.1
OG0005119	XP_045258617.1	XP_060367300.1
OG0005120	XP_045266616.1	XP_060367299.1
OG0005121	XP_045258624.1	XP_060367292.1
OG0005122	XP_045258625.1	XP_060367291.1
OG0005123	XP_045258626.1	XP_060367290.1
OG0005124	XP_045258627.1	XP_060367288.1
OG0005125	XP_045258628.1	XP_060367287.1
OG0005126	XP_045258629.1	XP_060367286.1
OG0005127	XP_045258630.1	XP_060367285.1
OG0005128	XP_045258631.1	XP_060367284.1
OG0005129	XP_045258632.1	XP_060367283.1
OG0005130	XP_045258633.1	XP_060367282.1
OG0005131	XP_045258634.1	XP_060367281.1
OG0005132	XP_045258635.1	XP_060367280.1
OG0005133	XP_045258636.1	XP_060367279.1
OG0005134	XP_045258637.1	XP_060367278.1
OG0005135	XP_045258638.1	XP_060367277.1
OG0005136	XP_045258641.1	XP_060367274.1
OG0005137	XP_045258642.1	XP_060367273.1
OG0005138	XP_045258643.1	XP_060367271.1
OG0005139	XP_045258644.1	XP_060367270.1
OG0005140	XP_045258645.1	XP_060367269.1
OG0005141	XP_045258646.1	XP_060367268.1
OG0005142	XP_045258647.1	XP_060367267.1
OG0005143	XP_045258668.1	XP_060367265.1
OG0005144	XP_045258667.1	XP_060367264.1
OG0005145	XP_045258666.1	XP_060367263.1
OG0005146	XP_045258665.1	XP_060367262.1
OG0005147	XP_045258664.1	XP_060367260.1
OG0005148	XP_045258663.1	XP_060367259.1
OG0005149	XP_045258662.1	XP_060367257.1
OG0005150	XP_045258659.1	XP_060367254.1
OG0005151	XP_045258658.1	XP_060367251.1
OG0005152	XP_045258657.1	XP_060367250.1
OG0005153	XP_045258656.1	XP_060367249.1
OG0005154	XP_045258655.1	XP_060367248.1
OG0005155	XP_045266964.1	XP_060367247.1
OG0005156	XP_045258669.1	XP_060367244.1
OG0005157	XP_045258670.1	XP_060367243.1
OG0005158	XP_045258671.1	XP_060367242.1
OG0005159	XP_045258672.1	XP_060367241.1
OG0005160	XP_045258673.1	XP_060367239.1
OG0005161	XP_045258674.1	XP_060367237.1
OG0005162	XP_045258675.1	XP_060367236.1
OG0005163	XP_045258676.1	XP_060367235.1
OG0005164	XP_045258678.1	XP_060367234.1
OG0005165	XP_045258679.1	XP_060367233.1
OG0005166	XP_045258680.1	XP_060367232.1
OG0005167	XP_045258681.1	XP_060367231.1
OG0005168	XP_045258682.1	XP_060367230.1
OG0005169	XP_045258683.1	XP_060367229.1
OG0005170	XP_045258684.1	XP_060367228.1
OG0005171	XP_045258685.1	XP_060367227.1
OG0005172	XP_045258686.1	XP_060367226.1
OG0005173	XP_045258687.1	XP_060367225.1
OG0005174	XP_045258688.1	XP_060367224.1
OG0005175	XP_045258689.1	XP_060367223.1
OG0005176	XP_045258690.1	XP_060367222.1
OG0005177	XP_045270525.1	XP_060369974.1
OG0005178	XP_045270526.1	XP_060369973.1
OG0005179	XP_045270527.1	XP_060369972.1
OG0005180	XP_045270528.1	XP_060369971.1
OG0005181	XP_045270529.1	XP_060369970.1
OG0005182	XP_045270530.1	XP_060369969.1
OG0005183	XP_045270531.1	XP_060369968.1
OG0005184	XP_045270533.1	XP_060369965.1
OG0005185	XP_045270535.1	XP_060369963.1
OG0005186	XP_045270537.1	XP_060369962.1
OG0005187	XP_045270538.1	XP_060369961.1
OG0005188	XP_045270539.1	XP_060369960.1
OG0005189	XP_045270542.1	XP_060369956.1
OG0005190	XP_045270543.1	XP_060369955.1
OG0005191	XP_045270544.1	XP_060369954.1
OG0005192	XP_045270545.1	XP_060369953.1
OG0005193	XP_045270546.1	XP_060369952.1
OG0005194	XP_045270547.1	XP_060369950.1
OG0005195	XP_045270548.1	XP_060369949.1
OG0005196	XP_045270550.1	XP_060369947.1
OG0005197	XP_045270552.1	XP_060369944.1
OG0005198	XP_045270553.1	XP_060369943.1
OG0005199	XP_045270554.1	XP_060369942.1
OG0005200	XP_045270555.1	XP_060369941.1
OG0005201	XP_045270556.1	XP_060369940.1
OG0005202	XP_045270557.1	XP_060369939.1
OG0005203	XP_045270558.1	XP_060369938.1
OG0005204	XP_045270559.1	XP_060369937.1
OG0005205	XP_045270560.1	XP_060369936.1
OG0005206	XP_045270561.1	XP_060369935.1
OG0005207	XP_045270562.1	XP_060369932.1
OG0005208	XP_045270563.1	XP_060369931.1
OG0005209	XP_045270564.1	XP_060369930.1
OG0005210	XP_045270565.1	XP_060369929.1
OG0005211	XP_045270567.1	XP_060369927.1
OG0005212	XP_045270569.1	XP_060369924.1
OG0005213	XP_045270570.1	XP_060369923.1
OG0005214	XP_045270571.1	XP_060369922.1
OG0005215	XP_045270572.1	XP_060369921.1
OG0005216	XP_045270573.1	XP_060369920.1
OG0005217	XP_045270574.1	XP_060369919.1
OG0005218	XP_045270575.1	XP_060369918.1
OG0005219	XP_045270576.1	XP_060369917.1
OG0005220	XP_045270577.1	XP_060369916.1
OG0005221	XP_045270578.1	XP_060369915.1
OG0005222	XP_045270579.1	XP_060369913.1
OG0005223	XP_045270581.1	XP_060369911.1
OG0005224	XP_045270582.1	XP_060369910.1
OG0005225	XP_045270583.1	XP_060369909.1
OG0005226	XP_045270584.1	XP_060369908.1
OG0005227	XP_045270585.1	XP_060369907.1
OG0005228	XP_045270586.1	XP_060369905.1
OG0005229	XP_045270589.1	XP_060369902.1
OG0005230	XP_045270590.1	XP_060369901.1
OG0005231	XP_045270593.1	XP_060369897.1
OG0005232	XP_045270594.1	XP_060369896.1
OG0005233	XP_045270596.1	XP_060369894.1
OG0005234	XP_045270597.1	XP_060369893.1
OG0005235	XP_045270601.1	XP_060369888.1
OG0005236	XP_045270602.1	XP_060369887.1
OG0005237	XP_045270604.1	XP_060369886.1
OG0005238	XP_045270605.1	XP_060369885.1
OG0005239	XP_045270606.1	XP_060369884.1
OG0005240	XP_045270607.1	XP_060369883.1
OG0005241	XP_045270608.1	XP_060369881.1
OG0005242	XP_045270609.1	XP_060369880.1
OG0005243	XP_045270611.1	XP_060369878.1
OG0005244	XP_045270613.1	XP_060369875.1
OG0005245	XP_045270614.1	XP_060369874.1
OG0005246	XP_045270615.1	XP_060369873.1
OG0005247	XP_045270616.1	XP_060369871.1
OG0005248	XP_045270617.1	XP_060369870.1
OG0005249	XP_045270618.1	XP_060369869.1
OG0005250	XP_045270619.1	XP_060369868.1
OG0005251	XP_045270620.1	XP_060369866.1
OG0005252	XP_045270622.1	XP_060369863.1
OG0005253	XP_045270623.1	XP_060369862.1
OG0005254	XP_045270624.1	XP_060369861.1
OG0005255	XP_045270625.1	XP_060369860.1
OG0005256	XP_045270627.1	XP_060369857.1
OG0005257	XP_045259880.1	XP_060366218.1
OG0005258	XP_045256807.1	XP_060366217.1
OG0005259	XP_045256806.1	XP_060366216.1
OG0005260	XP_045256805.1	XP_060366215.1
OG0005261	XP_045256803.1	XP_060366213.1
OG0005262	XP_045256802.1	XP_060366212.1
OG0005263	XP_045256801.1	XP_060366211.1
OG0005264	XP_045256799.1	XP_060366209.1
OG0005265	XP_045256798.1	XP_060366208.1
OG0005266	XP_045256797.1	XP_060366207.1
OG0005267	XP_045256794.1	XP_060366204.1
OG0005268	XP_045256792.1	XP_060366202.1
OG0005269	XP_045267888.1	XP_060361459.1
OG0005270	XP_045264954.1	XP_060357714.1
OG0005271	XP_045267880.1	XP_060357719.1
OG0005272	XP_045267879.1	XP_060357720.1
OG0005273	XP_045267878.1	XP_060357721.1
OG0005274	XP_045267877.1	XP_060357722.1
OG0005275	XP_045267876.1	XP_060357723.1
OG0005276	XP_045262241.1	XP_060360846.1
OG0005277	XP_045262239.1	XP_060360842.1
OG0005278	XP_045262238.1	XP_060360841.1
OG0005279	XP_045267850.1	XP_060360840.1
OG0005280	XP_045267851.1	XP_060360839.1
OG0005281	XP_045267852.1	XP_060360838.1
OG0005282	XP_045267853.1	XP_060360836.1
OG0005283	XP_045267854.1	XP_060360835.1
OG0005284	XP_045267855.1	XP_060360833.1
OG0005285	XP_045267856.1	XP_060360832.1
OG0005286	XP_045267857.1	XP_060360831.1
OG0005287	XP_045267858.1	XP_060360830.1
OG0005288	XP_045267859.1	XP_060360829.1
OG0005289	XP_045267860.1	XP_060360828.1
OG0005290	XP_045267861.1	XP_060360826.1
OG0005291	XP_045267868.1	XP_060360822.1
OG0005292	XP_045267870.1	XP_060360819.1
OG0005293	XP_045267872.1	XP_060360818.1
OG0005294	XP_045267873.1	XP_060360817.1
OG0005295	XP_045267874.1	XP_060360816.1
OG0005296	XP_045262242.1	XP_060360815.1
OG0005297	XP_045262243.1	XP_060360814.1
OG0005298	XP_045262244.1	XP_060360813.1
OG0005299	XP_045262245.1	XP_060360812.1
OG0005300	XP_045262246.1	XP_060360811.1
OG0005301	XP_045262248.1	XP_060360809.1
OG0005302	XP_045262249.1	XP_060360808.1
OG0005303	XP_045262251.1	XP_060360807.1
OG0005304	XP_045262260.1	XP_060358584.1
OG0005305	XP_045262261.1	XP_060358585.1
OG0005306	XP_045262262.1	XP_060358586.1
OG0005307	XP_045262263.1	XP_060358587.1
OG0005308	XP_045268073.1	XP_060358590.1
OG0005309	XP_045268080.1	XP_060358592.1
OG0005310	XP_045268077.1	XP_060358596.1
OG0005311	XP_045268046.1	XP_060358598.1
OG0005312	XP_045268038.1	XP_060361454.1
OG0005313	XP_045268012.1	XP_060361451.1, XP_060361450.1
OG0005314	XP_045268005.1	XP_060361448.1
OG0005315	XP_045268009.1	XP_060361445.1
OG0005316	XP_045267989.1	XP_060361444.1
OG0005317	XP_045267990.1	XP_060361443.1
OG0005318	XP_045267991.1	XP_060361442.1
OG0005319	XP_045267992.1	XP_060361441.1
OG0005320	XP_045267993.1	XP_060361440.1
OG0005321	XP_045267994.1	XP_060361439.1
OG0005322	XP_045267995.1	XP_060361438.1
OG0005323	XP_045267996.1	XP_060361437.1
OG0005324	XP_045267997.1	XP_060361436.1
OG0005325	XP_045267999.1	XP_060361434.1
OG0005326	XP_045268000.1	XP_060361432.1
OG0005327	XP_045267984.1	XP_060361431.1
OG0005328	XP_045267985.1	XP_060361430.1
OG0005329	XP_045267988.1	XP_060361428.1
OG0005330	XP_045267982.1	XP_060361423.1
OG0005331	XP_045267979.1	XP_060361420.1
OG0005332	XP_045267978.1	XP_060361419.1
OG0005333	XP_045267977.1	XP_060361417.1
OG0005334	XP_045267976.1	XP_060361416.1
OG0005335	XP_045267975.1	XP_060361415.1
OG0005336	XP_045267974.1	XP_060361413.1
OG0005337	XP_045267973.1	XP_060361412.1
OG0005338	XP_045267971.1	XP_060361410.1
OG0005339	XP_045267969.1	XP_060361408.1
OG0005340	XP_045267968.1	XP_060361407.1
OG0005341	XP_045267967.1	XP_060361406.1
OG0005342	XP_045267966.1	XP_060361405.1
OG0005343	XP_045267965.1	XP_060361404.1
OG0005344	XP_045267963.1	XP_060361402.1
OG0005345	XP_045267960.1	XP_060361398.1
OG0005346	XP_045267959.1	XP_060361397.1
OG0005347	XP_045267942.1	XP_060361396.1
OG0005348	XP_045267943.1	XP_060361395.1
OG0005349	XP_045267944.1	XP_060361392.1
OG0005350	XP_045267946.1	XP_060362350.1
OG0005351	XP_045267947.1	XP_060362349.1
OG0005352	XP_045267948.1	XP_060362348.1
OG0005353	XP_045267949.1	XP_060362347.1
OG0005354	XP_045267950.1	XP_060362346.1
OG0005355	XP_045267951.1	XP_060362345.1
OG0005356	XP_045267952.1	XP_060362344.1
OG0005357	XP_045267953.1	XP_060362343.1
OG0005358	XP_045267954.1	XP_060362342.1
OG0005359	XP_045267955.1	XP_060362341.1
OG0005360	XP_045267956.1	XP_060362339.1
OG0005361	XP_045267957.1	XP_060362338.1
OG0005362	XP_045267958.1	XP_060362337.1
OG0005363	XP_045267941.1	XP_060362336.1
OG0005364	XP_045267940.1	XP_060362335.1
OG0005365	XP_045266557.1	XP_060362087.1
OG0005366	XP_045266558.1	XP_060362088.1
OG0005367	XP_045266549.1	XP_060362089.1
OG0005368	XP_045266550.1	XP_060362091.1
OG0005369	XP_045266551.1	XP_060362092.1
OG0005370	XP_045266552.1	XP_060362093.1
OG0005371	XP_045266553.1	XP_060362094.1
OG0005372	XP_045266554.1	XP_060362095.1
OG0005373	XP_045266546.1	XP_060362100.1
OG0005374	XP_045266543.1	XP_060362101.1
OG0005375	XP_045266523.1	XP_060357381.1
OG0005376	XP_045266524.1	XP_060357382.1
OG0005377	XP_045266525.1	XP_060357383.1
OG0005378	XP_045266527.1	XP_060357385.1
OG0005379	XP_045266531.1	XP_060357389.1
OG0005380	XP_045261862.1	XP_060357398.1
OG0005381	XP_045266519.1	XP_060367979.1
OG0005382	XP_045266520.1	XP_060367978.1
OG0005383	XP_045266516.1	XP_060367976.1
OG0005384	XP_045266513.1	XP_060367975.1
OG0005385	XP_045266512.1	XP_060367971.1
OG0005386	XP_045266561.1	XP_060367969.1
OG0005387	XP_045266486.1	XP_060367964.1
OG0005388	XP_045266487.1	XP_060367963.1
OG0005389	XP_045266488.1	XP_060367962.1
OG0005390	XP_045266489.1	XP_060367961.1
OG0005391	XP_045266490.1	XP_060367960.1
OG0005392	XP_045266491.1	XP_060367958.1
OG0005393	XP_045266492.1	XP_060367956.1
OG0005394	XP_045266493.1	XP_060367954.1
OG0005395	XP_045266494.1	XP_060367953.1
OG0005396	XP_045266495.1	XP_060367952.1
OG0005397	XP_045266496.1	XP_060367950.1
OG0005398	XP_045266497.1	XP_060367949.1
OG0005399	XP_045266498.1	XP_060367948.1
OG0005400	XP_045266499.1	XP_060367947.1
OG0005401	XP_045266500.1	XP_060367946.1
OG0005402	XP_045266501.1	XP_060367945.1
OG0005403	XP_045260490.1	XP_060367942.1
OG0005404	XP_045266400.1	XP_060367935.1
OG0005405	XP_045266401.1	XP_060367934.1
OG0005406	XP_045258925.1	XP_060367930.1
OG0005407	XP_045259052.1	XP_060367928.1
OG0005408	XP_045266406.1	XP_060367927.1
OG0005409	XP_045266408.1	XP_060367924.1
OG0005410	XP_045266409.1	XP_060367923.1
OG0005412	XP_045266410.1	XP_060367920.1
OG0005413	XP_045266415.1	XP_060367915.1
OG0005414	XP_045266416.1	XP_060367914.1
OG0005415	XP_045266417.1	XP_060367912.1
OG0005416	XP_045266426.1	XP_060367909.1
OG0005417	XP_045266425.1	XP_060367908.1
OG0005418	XP_045266424.1	XP_060367906.1
OG0005419	XP_045266423.1	XP_060367905.1
OG0005420	XP_045266422.1	XP_060367903.1
OG0005421	XP_045266421.1	XP_060367902.1
OG0005422	XP_045266428.1	XP_060367901.1
OG0005423	XP_045266429.1	XP_060367900.1
OG0005424	XP_045266430.1	XP_060367899.1
OG0005425	XP_045266432.1	XP_060367895.1
OG0005426	XP_045266433.1	XP_060367894.1
OG0005427	XP_045266434.1	XP_060367893.1
OG0005428	XP_045266437.1	XP_060367890.1
OG0005429	XP_045266444.1	XP_060367887.1
OG0005430	XP_045266443.1	XP_060367886.1
OG0005431	XP_045266442.1	XP_060367883.1
OG0005432	XP_045266446.1	XP_060367872.1
OG0005433	XP_045266447.1	XP_060367871.1
OG0005434	XP_045266454.1	XP_060367870.1
OG0005435	XP_045266453.1	XP_060367869.1
OG0005436	XP_045266452.1	XP_060367868.1
OG0005437	XP_045266451.1	XP_060367867.1
OG0005438	XP_045266450.1	XP_060367866.1
OG0005439	XP_045266449.1	XP_060367865.1
OG0005440	XP_045266455.1	XP_060367864.1
OG0005441	XP_045266456.1	XP_060367863.1
