Orthogroup	Colletotrichum_abscissum	Colletotrichum_gloeosporioides
OG0004816	XP_060395925.1	XP_045262913.1
OG0004817	XP_060395926.1	XP_045262899.1
OG0004818	XP_060395927.1	XP_045262900.1
OG0004819	XP_060395928.1	XP_045262901.1
OG0004820	XP_060395929.1	XP_045262902.1
OG0004821	XP_060395935.1	XP_045262905.1
OG0004822	XP_060395940.1	XP_045262907.1
OG0004823	XP_060395943.1	XP_045262908.1
OG0004824	XP_060395944.1	XP_045262909.1
OG0004825	XP_060395945.1	XP_045262910.1
OG0004826	XP_060395947.1	XP_045262917.1
OG0004827	XP_060395949.1	XP_045262915.1
OG0004828	XP_060395950.1	XP_045262919.1
OG0004829	XP_060395952.1	XP_045262921.1
OG0004830	XP_060395953.1	XP_045262922.1
OG0004831	XP_060395954.1	XP_045262923.1
OG0004832	XP_060395955.1	XP_045262924.1
OG0004833	XP_060395958.1	XP_045262926.1
OG0004834	XP_060395962.1	XP_045262930.1
OG0004835	XP_060395963.1	XP_045262931.1
OG0004836	XP_060395965.1	XP_045270219.1
OG0004837	XP_060395966.1	XP_045270218.1
OG0004839	XP_060395971.1	XP_045270210.1
OG0004840	XP_060395973.1	XP_045270209.1
OG0004841	XP_060395975.1	XP_045270208.1
OG0004842	XP_060395978.1	XP_045270207.1
OG0004843	XP_060395983.1	XP_045270212.1
OG0004844	XP_060395985.1	XP_045260508.1
OG0004845	XP_060395988.1	XP_045262952.1
OG0004846	XP_060395989.1	XP_045262951.1
OG0004847	XP_060395991.1	XP_045270220.1
OG0004848	XP_060396003.1	XP_045270226.1
OG0004849	XP_060396004.1	XP_045270222.1
OG0004850	XP_060396008.1	XP_045270228.1
OG0004851	XP_060396010.1	XP_045270232.1
OG0004852	XP_060396011.1	XP_045270233.1
OG0004853	XP_060396013.1	XP_045270234.1
OG0004854	XP_060396018.1	XP_045270237.1
OG0004855	XP_060396022.1	XP_045270244.1
OG0004856	XP_060396023.1	XP_045270243.1
OG0004857	XP_060396024.1	XP_045270242.1
OG0004858	XP_060396025.1	XP_045270241.1
OG0004859	XP_060396027.1	XP_045258246.1
OG0004860	XP_060396029.1	XP_045259114.1
OG0004861	XP_060396030.1	XP_045259094.1
OG0004862	XP_060396031.1	XP_045259102.1
OG0004863	XP_060396034.1	XP_045259098.1
OG0004864	XP_060396035.1	XP_045259097.1
OG0004865	XP_060396036.1	XP_045259096.1
OG0004866	XP_060396037.1	XP_045259095.1
OG0004867	XP_060396038.1	XP_045259110.1
OG0004868	XP_060396039.1	XP_045259111.1
OG0004869	XP_060396041.1	XP_045259090.1
OG0004870	XP_060396043.1	XP_045259088.1
OG0004871	XP_060396045.1	XP_045259087.1
OG0004872	XP_060396047.1	XP_045262960.1
OG0004873	XP_060396048.1	XP_045270197.1
OG0004874	XP_060396060.1	XP_045259166.1
OG0004875	XP_060396062.1	XP_045259165.1
OG0004876	XP_060396065.1	XP_045259153.1
OG0004877	XP_060396066.1	XP_045259154.1
OG0004878	XP_060396067.1	XP_045259163.1
OG0004879	XP_060396069.1	XP_045270170.1
OG0004880	XP_060396072.1	XP_045270167.1
OG0004881	XP_060396074.1	XP_045270166.1
OG0004882	XP_060396078.1	XP_045264905.1
OG0004883	XP_060396080.1	XP_045259182.1
OG0004884	XP_060396081.1	XP_045259181.1
OG0004885	XP_060396083.1	XP_045259175.1
OG0004886	XP_060396084.1	XP_045259174.1
OG0004887	XP_060396085.1	XP_045270178.1
OG0004888	XP_060396086.1	XP_045270177.1
OG0004889	XP_060396088.1	XP_045270174.1
OG0004890	XP_060396090.1	XP_045270182.1
OG0004891	XP_060396091.1	XP_045270196.1
OG0004892	XP_060396092.1	XP_045270194.1
OG0004893	XP_060396097.1	XP_045270252.1
OG0004894	XP_060396098.1	XP_045259129.1
OG0004895	XP_060396099.1	XP_045270246.1
OG0004896	XP_060396102.1	XP_045270249.1
OG0004897	XP_060396105.1	XP_045261147.1
OG0004898	XP_060396106.1	XP_045261146.1
OG0004899	XP_060396107.1	XP_045259133.1
OG0004900	XP_060396111.1	XP_045259141.1
OG0004901	XP_060396112.1	XP_045259142.1
OG0004902	XP_060396114.1	XP_045259143.1
OG0004903	XP_060396118.1	XP_045259132.1
OG0004904	XP_060396122.1	XP_045270184.1
OG0004905	XP_060396125.1	XP_045267293.1
OG0004906	XP_060396136.1	XP_045261798.1
OG0004907	XP_060396137.1	XP_045267820.1
OG0004908	XP_060396138.1	XP_045270256.1
OG0004909	XP_060396139.1	XP_045270257.1
OG0004910	XP_060396144.1	XP_045270262.1
OG0004911	XP_060396145.1	XP_045267133.1, XP_045270263.1
OG0004912	XP_060396147.1	XP_045270265.1
OG0004913	XP_060396148.1	XP_045264368.1
OG0004914	XP_060396149.1	XP_045258190.1
OG0004915	XP_060396154.1	XP_045264361.1
OG0004916	XP_060396156.1	XP_045264359.1
OG0004917	XP_060396157.1	XP_045270266.1
OG0004919	XP_060396165.1	XP_045264346.1
OG0004920	XP_060396166.1	XP_045264345.1
OG0004921	XP_060396169.1	XP_045270269.1
OG0004922	XP_060396170.1	XP_045270271.1
OG0004923	XP_060396171.1	XP_045270270.1
OG0004924	XP_060396173.1	XP_045270273.1
OG0004925	XP_060396175.1	XP_045270277.1
OG0004926	XP_060396176.1	XP_045264943.1
OG0004927	XP_060396179.1	XP_045258188.1
OG0004928	XP_060396196.1	XP_045260774.1
OG0004929	XP_060396197.1	XP_045260773.1
OG0004930	XP_060396198.1	XP_045260772.1
OG0004931	XP_060396199.1	XP_045260771.1
OG0004932	XP_060396200.1	XP_045260770.1
OG0004933	XP_060396201.1	XP_045260769.1
OG0004934	XP_060396202.1	XP_045260768.1
OG0004935	XP_060396203.1	XP_045260767.1
OG0004936	XP_060396207.1	XP_045260765.1
OG0004937	XP_060396209.1	XP_045260766.1
OG0004938	XP_060396210.1	XP_045260763.1
OG0004939	XP_060396211.1	XP_045260762.1
OG0004940	XP_060396212.1	XP_045260761.1
OG0004941	XP_060396214.1	XP_045260759.1
OG0004942	XP_060396215.1	XP_045260758.1
OG0004943	XP_060396217.1	XP_045260750.1
OG0004944	XP_060396218.1	XP_045260751.1
OG0004945	XP_060396219.1	XP_045260752.1
OG0004946	XP_060396220.1	XP_045260753.1
OG0004947	XP_060396221.1	XP_045260754.1
OG0004948	XP_060396224.1	XP_045260755.1
OG0004949	XP_060396225.1	XP_045260756.1
OG0004950	XP_060396226.1	XP_045260757.1
OG0004951	XP_060396228.1	XP_045260749.1
OG0004952	XP_060396230.1	XP_045260748.1
OG0004953	XP_060396232.1	XP_045260747.1
OG0004954	XP_060396234.1	XP_045260746.1
OG0004955	XP_060396237.1	XP_045260745.1
OG0004956	XP_060396239.1	XP_045260744.1
OG0004957	XP_060396241.1	XP_045260743.1
OG0004958	XP_060396246.1	XP_045260739.1
OG0004959	XP_060396249.1	XP_045260738.1
OG0004960	XP_060396251.1	XP_045260741.1
OG0004961	XP_060396252.1	XP_045260737.1
OG0004962	XP_060396254.1	XP_045260735.1
OG0004963	XP_060396260.1	XP_045260729.1
OG0004964	XP_060396265.1	XP_045260725.1
OG0004965	XP_060396266.1	XP_045260726.1
OG0004966	XP_060396267.1	XP_045265953.1
OG0004967	XP_060396268.1	XP_045260731.1
OG0004968	XP_060396272.1	XP_045260724.1
OG0004969	XP_060396273.1	XP_045260723.1
OG0004970	XP_060396274.1	XP_045260722.1
OG0004971	XP_060396275.1	XP_045260721.1
OG0004972	XP_060396284.1	XP_045260712.1
OG0004973	XP_060396287.1	XP_045260710.1
OG0004974	XP_060396288.1	XP_045260368.1
OG0004975	XP_060396291.1	XP_045260706.1
OG0004976	XP_060396293.1	XP_045260708.1
OG0004977	XP_060396296.1	XP_045260696.1
OG0004978	XP_060396298.1	XP_045260697.1
OG0004979	XP_060396299.1	XP_045260698.1
OG0004980	XP_060396301.1	XP_045260700.1
OG0004981	XP_060396302.1	XP_045260701.1
OG0004982	XP_060396303.1	XP_045260702.1
OG0004983	XP_060396305.1	XP_045260703.1
OG0004984	XP_060396312.1	XP_045260694.1
OG0004985	XP_060396313.1	XP_045257414.1
OG0004986	XP_060396318.1	XP_045260683.1
OG0004987	XP_060396320.1	XP_045260685.1
OG0004988	XP_060396322.1	XP_045260687.1
OG0004989	XP_060396323.1	XP_045260688.1
OG0004990	XP_060396324.1	XP_045260691.1
OG0004991	XP_060396325.1	XP_045260667.1
OG0004992	XP_060396344.1	XP_045271383.1
OG0004993	XP_060396345.1	XP_045271384.1
OG0004994	XP_060396348.1	XP_045271418.1
OG0004995	XP_060396352.1	XP_045271419.1
OG0004996	XP_060396353.1	XP_045271412.1
OG0004997	XP_060396354.1	XP_045271411.1
OG0004998	XP_060396356.1	XP_045271409.1
OG0004999	XP_060396359.1	XP_045271405.1
OG0005000	XP_060396360.1	XP_045271404.1
OG0005001	XP_060396361.1	XP_045271403.1
OG0005002	XP_060396362.1	XP_045271417.1
OG0005003	XP_060396365.1	XP_045271413.1
OG0005004	XP_060396367.1	XP_045271388.1
OG0005005	XP_060396369.1	XP_045271389.1
OG0005006	XP_060396370.1	XP_045271390.1
OG0005007	XP_060396371.1	XP_045271391.1
OG0005008	XP_060396372.1	XP_045271392.1
OG0005009	XP_060396373.1	XP_045271393.1
OG0005010	XP_060396374.1	XP_045271394.1
OG0005011	XP_060396376.1	XP_045271401.1
OG0005012	XP_060396377.1	XP_045271400.1
OG0005013	XP_060396380.1	XP_045271398.1
OG0005014	XP_060396381.1	XP_045271397.1
OG0005015	XP_060396383.1	XP_045271396.1
OG0005016	XP_060396385.1	XP_045271420.1
OG0005017	XP_060396386.1	XP_045271421.1
OG0005018	XP_060396387.1	XP_045271422.1
OG0005019	XP_060396388.1	XP_045271423.1
OG0005020	XP_060396389.1	XP_045271424.1
OG0005021	XP_060396390.1	XP_045271425.1
OG0005022	XP_060396391.1	XP_045271426.1
OG0005023	XP_060396392.1	XP_045271427.1
OG0005024	XP_060396393.1	XP_045271428.1
OG0005025	XP_060396394.1	XP_045271429.1
OG0005026	XP_060396395.1	XP_045271430.1
OG0005027	XP_060396396.1	XP_045271431.1
OG0005028	XP_060396397.1	XP_045271432.1
OG0005029	XP_060396398.1	XP_045271433.1
OG0005030	XP_060396403.1	XP_045271435.1
OG0005031	XP_060396404.1	XP_045271436.1
OG0005032	XP_060396405.1	XP_045271437.1
OG0005033	XP_060396406.1	XP_045271438.1
OG0005034	XP_060396407.1	XP_045271439.1
OG0005035	XP_060396408.1	XP_045271440.1
OG0005036	XP_060396409.1	XP_045271441.1
OG0005037	XP_060396410.1	XP_045271442.1
OG0005038	XP_060396411.1	XP_045271443.1
OG0005039	XP_060396413.1	XP_045262237.1
OG0005040	XP_060396414.1	XP_045271447.1
OG0005041	XP_060396421.1	XP_045271445.1
OG0005042	XP_060396422.1	XP_045262236.1
OG0005043	XP_060396423.1	XP_045262235.1
OG0005045	XP_060396429.1	XP_045262234.1
OG0005046	XP_060396430.1	XP_045262233.1
OG0005047	XP_060396432.1	XP_045262232.1
OG0005048	XP_060396433.1	XP_045262231.1
OG0005049	XP_060396436.1	XP_045262230.1
OG0005050	XP_060396437.1	XP_045262229.1
OG0005051	XP_060396440.1	XP_045262228.1
OG0005052	XP_060396441.1	XP_045262227.1
OG0005053	XP_060396446.1	XP_045262223.1
OG0005054	XP_060396449.1	XP_045262222.1
OG0005055	XP_060396450.1	XP_045262221.1
OG0005056	XP_060396451.1	XP_045262220.1
OG0005057	XP_060396452.1	XP_045262219.1
OG0005058	XP_060396453.1	XP_045262218.1
OG0005059	XP_060396456.1	XP_045262215.1
OG0005060	XP_060396458.1	XP_045262217.1
OG0005061	XP_060396461.1	XP_045262212.1
OG0005062	XP_060396462.1	XP_045262211.1
OG0005063	XP_060396466.1	XP_045262210.1
OG0005064	XP_060396467.1	XP_045262209.1
OG0005065	XP_060396473.1	XP_045262207.1
OG0005066	XP_060396477.1	XP_045262203.1
OG0005067	XP_060396478.1	XP_045262202.1
OG0005068	XP_060396479.1	XP_045262201.1
OG0005069	XP_060396481.1	XP_045262200.1
OG0005070	XP_060396485.1	XP_045262199.1
OG0005071	XP_060396487.1	XP_045262197.1
OG0005072	XP_060396488.1	XP_045262196.1
OG0005073	XP_060396490.1	XP_045262195.1
OG0005074	XP_060396491.1	XP_045262194.1
OG0005075	XP_060396492.1	XP_045262193.1
OG0005076	XP_060396493.1	XP_045262192.1
OG0005077	XP_060396497.1	XP_045262190.1
OG0005079	XP_060404012.1, XP_060396504.1	XP_045264992.1
OG0005080	XP_060396509.1	XP_045259644.1
OG0005081	XP_060396511.1	XP_045259643.1
OG0005082	XP_060396512.1	XP_045259642.1
OG0005083	XP_060396515.1	XP_045259640.1
OG0005084	XP_060396520.1	XP_045259637.1
OG0005085	XP_060396522.1	XP_045259671.1
OG0005086	XP_060396525.1	XP_045259673.1
OG0005087	XP_060396526.1	XP_045259674.1
OG0005088	XP_060396527.1	XP_045258578.1
OG0005089	XP_060396528.1	XP_045258579.1
OG0005090	XP_060396531.1	XP_045258582.1
OG0005091	XP_060396534.1	XP_045258583.1
OG0005092	XP_060396535.1	XP_045258584.1
OG0005093	XP_060396536.1	XP_045258585.1
OG0005094	XP_060396537.1	XP_045258586.1
OG0005095	XP_060396538.1	XP_045258587.1
OG0005096	XP_060396539.1	XP_045258588.1
OG0005097	XP_060396540.1	XP_045258589.1
OG0005098	XP_060396541.1	XP_045258590.1
OG0005099	XP_060396542.1	XP_045258591.1
OG0005100	XP_060396545.1	XP_045258593.1
OG0005101	XP_060396548.1	XP_045258594.1
OG0005102	XP_060396550.1	XP_045258596.1
OG0005103	XP_060396551.1	XP_045258597.1
OG0005104	XP_060396552.1	XP_045258598.1
OG0005105	XP_060396554.1	XP_045258600.1
OG0005106	XP_060396555.1	XP_045258601.1
OG0005107	XP_060396556.1	XP_045258602.1
OG0005108	XP_060396557.1	XP_045258603.1
OG0005109	XP_060396559.1	XP_045258605.1
OG0005110	XP_060396562.1	XP_045258607.1
OG0005111	XP_060396563.1	XP_045258608.1
OG0005112	XP_060396568.1	XP_045258609.1
OG0005113	XP_060396569.1	XP_045258610.1
OG0005114	XP_060396571.1	XP_045258611.1
OG0005115	XP_060396574.1	XP_045258613.1
OG0005116	XP_060396576.1	XP_045258614.1
OG0005117	XP_060396577.1	XP_045258615.1
OG0005118	XP_060396579.1	XP_045258616.1
OG0005119	XP_060396580.1	XP_045258617.1
OG0005120	XP_060396581.1	XP_045266616.1
OG0005121	XP_060396590.1	XP_045258624.1
OG0005122	XP_060396591.1	XP_045258625.1
OG0005123	XP_060396592.1	XP_045258626.1
OG0005124	XP_060396594.1	XP_045258627.1
OG0005125	XP_060396595.1	XP_045258628.1
OG0005126	XP_060396596.1	XP_045258629.1
OG0005127	XP_060396597.1	XP_045258630.1
OG0005128	XP_060396598.1	XP_045258631.1
OG0005129	XP_060396599.1	XP_045258632.1
OG0005130	XP_060396600.1	XP_045258633.1
OG0005131	XP_060396601.1	XP_045258634.1
OG0005132	XP_060396603.1	XP_045258635.1
OG0005133	XP_060396604.1	XP_045258636.1
OG0005134	XP_060396605.1	XP_045258637.1
OG0005135	XP_060396606.1	XP_045258638.1
OG0005136	XP_060396609.1	XP_045258641.1
OG0005137	XP_060396610.1	XP_045258642.1
OG0005138	XP_060396611.1	XP_045258643.1
OG0005139	XP_060396612.1	XP_045258644.1
OG0005140	XP_060396613.1	XP_045258645.1
OG0005141	XP_060396614.1	XP_045258646.1
OG0005142	XP_060396615.1	XP_045258647.1
OG0005143	XP_060396617.1	XP_045258668.1
OG0005144	XP_060396619.1	XP_045258667.1
OG0005145	XP_060396620.1	XP_045258666.1
OG0005146	XP_060396621.1	XP_045258665.1
OG0005147	XP_060396622.1	XP_045258664.1
OG0005148	XP_060396623.1	XP_045258663.1
OG0005149	XP_060396625.1	XP_045258662.1
OG0005150	XP_060396629.1	XP_045258659.1
OG0005151	XP_060396633.1	XP_045258658.1
OG0005152	XP_060396635.1	XP_045258657.1
OG0005153	XP_060396636.1	XP_045258656.1
OG0005154	XP_060396637.1	XP_045258655.1
OG0005155	XP_060396638.1	XP_045266964.1
OG0005156	XP_060396641.1	XP_045258669.1
OG0005157	XP_060396642.1	XP_045258670.1
OG0005158	XP_060396643.1	XP_045258671.1
OG0005159	XP_060396644.1	XP_045258672.1
OG0005160	XP_060396645.1	XP_045258673.1
OG0005161	XP_060396647.1	XP_045258674.1
OG0005162	XP_060396648.1	XP_045258675.1
OG0005163	XP_060396649.1	XP_045258676.1
OG0005164	XP_060396651.1	XP_045258678.1
OG0005165	XP_060396652.1	XP_045258679.1
OG0005166	XP_060396653.1	XP_045258680.1
OG0005167	XP_060396654.1	XP_045258681.1
OG0005168	XP_060396655.1	XP_045258682.1
OG0005169	XP_060396656.1	XP_045258683.1
OG0005170	XP_060396657.1	XP_045258684.1
OG0005171	XP_060396658.1	XP_045258685.1
OG0005172	XP_060396659.1	XP_045258686.1
OG0005173	XP_060396661.1	XP_045258687.1
OG0005174	XP_060396662.1	XP_045258688.1
OG0005175	XP_060396663.1	XP_045258689.1
OG0005176	XP_060396664.1	XP_045258690.1
OG0005177	XP_060396675.1	XP_045270525.1
OG0005178	XP_060396677.1	XP_045270526.1
OG0005179	XP_060396678.1	XP_045270527.1
OG0005180	XP_060396679.1	XP_045270528.1
OG0005181	XP_060396680.1	XP_045270529.1
OG0005182	XP_060396681.1	XP_045270530.1
OG0005183	XP_060396682.1	XP_045270531.1
OG0005184	XP_060396684.1	XP_045270533.1
OG0005185	XP_060396686.1	XP_045270535.1
OG0005186	XP_060396689.1	XP_045270537.1
OG0005187	XP_060396690.1	XP_045270538.1
OG0005188	XP_060396691.1	XP_045270539.1
OG0005189	XP_060396695.1	XP_045270542.1
OG0005190	XP_060396696.1	XP_045270543.1
OG0005191	XP_060396697.1	XP_045270544.1
OG0005192	XP_060396698.1	XP_045270545.1
OG0005193	XP_060396699.1	XP_045270546.1
OG0005194	XP_060396701.1	XP_045270547.1
OG0005195	XP_060396702.1	XP_045270548.1
OG0005196	XP_060396703.1	XP_045270550.1
OG0005197	XP_060396705.1	XP_045270552.1
OG0005198	XP_060396707.1	XP_045270553.1
OG0005199	XP_060396708.1	XP_045270554.1
OG0005200	XP_060396709.1	XP_045270555.1
OG0005201	XP_060396710.1	XP_045270556.1
OG0005202	XP_060396711.1	XP_045270557.1
OG0005203	XP_060396712.1	XP_045270558.1
OG0005204	XP_060396713.1	XP_045270559.1
OG0005205	XP_060396714.1	XP_045270560.1
OG0005206	XP_060396715.1	XP_045270561.1
OG0005207	XP_060396718.1	XP_045270562.1
OG0005208	XP_060396719.1	XP_045270563.1
OG0005209	XP_060396720.1	XP_045270564.1
OG0005210	XP_060396721.1	XP_045270565.1
OG0005211	XP_060396725.1	XP_045270567.1
OG0005212	XP_060396730.1	XP_045270569.1
OG0005213	XP_060396731.1	XP_045270570.1
OG0005214	XP_060396732.1	XP_045270571.1
OG0005215	XP_060396733.1	XP_045270572.1
OG0005216	XP_060396734.1	XP_045270573.1
OG0005217	XP_060396735.1	XP_045270574.1
OG0005218	XP_060396736.1	XP_045270575.1
OG0005219	XP_060396737.1	XP_045270576.1
OG0005220	XP_060396738.1	XP_045270577.1
OG0005221	XP_060396739.1	XP_045270578.1
OG0005222	XP_060396742.1	XP_045270579.1
OG0005223	XP_060396744.1	XP_045270581.1
OG0005224	XP_060396745.1	XP_045270582.1
OG0005225	XP_060396746.1	XP_045270583.1
OG0005226	XP_060396747.1	XP_045270584.1
OG0005227	XP_060396748.1	XP_045270585.1
OG0005228	XP_060396750.1	XP_045270586.1
OG0005229	XP_060396754.1	XP_045270589.1
OG0005230	XP_060396755.1	XP_045270590.1
OG0005231	XP_060396757.1	XP_045270593.1
OG0005232	XP_060396758.1	XP_045270594.1
OG0005233	XP_060396760.1	XP_045270596.1
OG0005234	XP_060396761.1	XP_045270597.1
OG0005235	XP_060396766.1	XP_045270601.1
OG0005236	XP_060396767.1	XP_045270602.1
OG0005237	XP_060396770.1	XP_045270604.1
OG0005238	XP_060396771.1	XP_045270605.1
OG0005239	XP_060396772.1	XP_045270606.1
OG0005240	XP_060396773.1	XP_045270607.1
OG0005241	XP_060396776.1	XP_045270608.1
OG0005242	XP_060396777.1	XP_045270609.1
OG0005243	XP_060396779.1	XP_045270611.1
OG0005244	XP_060396783.1	XP_045270613.1
OG0005245	XP_060396784.1	XP_045270614.1
OG0005246	XP_060396785.1	XP_045270615.1
OG0005247	XP_060396787.1	XP_045270616.1
OG0005248	XP_060396788.1	XP_045270617.1
OG0005249	XP_060396790.1	XP_045270618.1
OG0005250	XP_060396791.1	XP_045270619.1
OG0005251	XP_060396793.1	XP_045270620.1
OG0005252	XP_060396796.1	XP_045270622.1
OG0005253	XP_060396797.1	XP_045270623.1
OG0005254	XP_060396798.1	XP_045270624.1
OG0005255	XP_060396799.1	XP_045270625.1
OG0005256	XP_060396802.1	XP_045270627.1
OG0005257	XP_060396805.1	XP_045259880.1
OG0005258	XP_060396806.1	XP_045256807.1
OG0005259	XP_060396807.1	XP_045256806.1
OG0005260	XP_060396808.1	XP_045256805.1
OG0005261	XP_060396812.1	XP_045256803.1
OG0005262	XP_060396813.1	XP_045256802.1
OG0005263	XP_060396814.1	XP_045256801.1
OG0005264	XP_060396816.1	XP_045256799.1
OG0005265	XP_060396817.1	XP_045256798.1
OG0005266	XP_060396818.1	XP_045256797.1
OG0005267	XP_060396821.1	XP_045256794.1
OG0005268	XP_060396823.1	XP_045256792.1
OG0005269	XP_060396842.1	XP_045267888.1
OG0005270	XP_060396848.1	XP_045264954.1
OG0005271	XP_060396853.1	XP_045267880.1
OG0005272	XP_060396854.1	XP_045267879.1
OG0005273	XP_060396855.1	XP_045267878.1
OG0005274	XP_060396856.1	XP_045267877.1
OG0005275	XP_060396857.1	XP_045267876.1
OG0005276	XP_060396865.1	XP_045262241.1
OG0005277	XP_060396869.1	XP_045262239.1
OG0005278	XP_060396870.1	XP_045262238.1
OG0005279	XP_060396872.1	XP_045267850.1
OG0005280	XP_060396873.1	XP_045267851.1
OG0005281	XP_060396875.1	XP_045267852.1
OG0005282	XP_060396878.1	XP_045267853.1
OG0005283	XP_060396879.1	XP_045267854.1
OG0005284	XP_060396881.1	XP_045267855.1
OG0005285	XP_060396882.1	XP_045267856.1
OG0005286	XP_060396883.1	XP_045267857.1
OG0005287	XP_060396884.1	XP_045267858.1
OG0005288	XP_060396885.1	XP_045267859.1
OG0005289	XP_060396886.1	XP_045267860.1
OG0005290	XP_060396888.1	XP_045267861.1
OG0005291	XP_060396890.1	XP_045267868.1
OG0005292	XP_060396893.1	XP_045267870.1
OG0005293	XP_060396894.1	XP_045267872.1
OG0005294	XP_060396895.1	XP_045267873.1
OG0005295	XP_060396896.1	XP_045267874.1
OG0005296	XP_060396897.1	XP_045262242.1
OG0005297	XP_060396898.1	XP_045262243.1
OG0005298	XP_060396899.1	XP_045262244.1
OG0005299	XP_060396900.1	XP_045262245.1
OG0005300	XP_060396901.1	XP_045262246.1
OG0005301	XP_060396903.1	XP_045262248.1
OG0005302	XP_060396904.1	XP_045262249.1
OG0005303	XP_060396905.1	XP_045262251.1
OG0005304	XP_060396911.1	XP_045262260.1
OG0005305	XP_060396913.1	XP_045262261.1
OG0005306	XP_060396914.1	XP_045262262.1
OG0005307	XP_060396915.1	XP_045262263.1
OG0005308	XP_060396918.1	XP_045268073.1
OG0005309	XP_060396921.1	XP_045268080.1
OG0005310	XP_060396927.1	XP_045268077.1
OG0005311	XP_060396929.1	XP_045268046.1
OG0005312	XP_060396933.1	XP_045268038.1
OG0005313	XP_060396936.1	XP_045268012.1
OG0005314	XP_060396938.1	XP_045268005.1
OG0005315	XP_060396942.1	XP_045268009.1
OG0005316	XP_060396943.1	XP_045267989.1
OG0005317	XP_060396945.1	XP_045267990.1
OG0005318	XP_060396946.1	XP_045267991.1
OG0005319	XP_060396947.1	XP_045267992.1
OG0005320	XP_060396948.1	XP_045267993.1
OG0005321	XP_060396949.1	XP_045267994.1
OG0005322	XP_060396950.1	XP_045267995.1
OG0005323	XP_060396951.1	XP_045267996.1
OG0005324	XP_060396952.1	XP_045267997.1
OG0005325	XP_060396954.1	XP_045267999.1
OG0005326	XP_060396956.1	XP_045268000.1
OG0005327	XP_060396957.1	XP_045267984.1
OG0005328	XP_060396958.1	XP_045267985.1
OG0005329	XP_060396961.1	XP_045267988.1
OG0005330	XP_060396964.1	XP_045267982.1
OG0005331	XP_060396968.1	XP_045267979.1
OG0005332	XP_060396969.1	XP_045267978.1
OG0005333	XP_060396971.1	XP_045267977.1
OG0005334	XP_060396972.1	XP_045267976.1
OG0005335	XP_060396973.1	XP_045267975.1
OG0005336	XP_060396975.1	XP_045267974.1
OG0005337	XP_060396976.1	XP_045267973.1
OG0005338	XP_060396978.1	XP_045267971.1
OG0005339	XP_060396980.1	XP_045267969.1
OG0005340	XP_060396982.1	XP_045267968.1
OG0005341	XP_060396983.1	XP_045267967.1
OG0005342	XP_060396984.1	XP_045267966.1
OG0005343	XP_060396985.1	XP_045267965.1
OG0005344	XP_060396986.1	XP_045267963.1
OG0005345	XP_060396989.1	XP_045267960.1
OG0005346	XP_060396990.1	XP_045267959.1
OG0005347	XP_060396992.1	XP_045267942.1
OG0005348	XP_060396994.1	XP_045267943.1
OG0005349	XP_060396995.1	XP_045267944.1
OG0005350	XP_060396997.1	XP_045267946.1
OG0005351	XP_060396998.1	XP_045267947.1
OG0005352	XP_060396999.1	XP_045267948.1
OG0005353	XP_060397000.1	XP_045267949.1
OG0005354	XP_060397001.1	XP_045267950.1
OG0005355	XP_060397002.1	XP_045267951.1
OG0005356	XP_060397003.1	XP_045267952.1
OG0005357	XP_060397004.1	XP_045267953.1
OG0005358	XP_060397006.1	XP_045267954.1
OG0005359	XP_060397007.1	XP_045267955.1
OG0005360	XP_060397009.1	XP_045267956.1
OG0005361	XP_060397010.1	XP_045267957.1
OG0005362	XP_060397011.1	XP_045267958.1
OG0005363	XP_060397012.1	XP_045267941.1
OG0005364	XP_060397013.1	XP_045267940.1
OG0005365	XP_060397026.1	XP_045266557.1
OG0005366	XP_060397027.1	XP_045266558.1
OG0005367	XP_060397028.1	XP_045266549.1
OG0005368	XP_060397029.1	XP_045266550.1
OG0005369	XP_060397030.1	XP_045266551.1
OG0005370	XP_060397031.1	XP_045266552.1
OG0005371	XP_060397032.1	XP_045266553.1
OG0005372	XP_060397033.1	XP_045266554.1
OG0005373	XP_060397037.1	XP_045266546.1
OG0005374	XP_060397038.1	XP_045266543.1
OG0005375	XP_060397040.1	XP_045266523.1
OG0005376	XP_060397041.1	XP_045266524.1
OG0005377	XP_060397042.1	XP_045266525.1
OG0005378	XP_060397044.1	XP_045266527.1
OG0005379	XP_060397049.1	XP_045266531.1
OG0005380	XP_060397057.1	XP_045261862.1
OG0005381	XP_060397064.1	XP_045266519.1
OG0005382	XP_060397065.1	XP_045266520.1
OG0005383	XP_060397067.1	XP_045266516.1
OG0005384	XP_060397068.1	XP_045266513.1
OG0005385	XP_060397070.1	XP_045266512.1
OG0005386	XP_060397072.1	XP_045266561.1
OG0005387	XP_060397078.1	XP_045266486.1
OG0005388	XP_060397079.1	XP_045266487.1
OG0005389	XP_060397081.1	XP_045266488.1
OG0005390	XP_060397082.1	XP_045266489.1
OG0005391	XP_060397083.1	XP_045266490.1
OG0005392	XP_060397085.1	XP_045266491.1
OG0005393	XP_060397087.1	XP_045266492.1
OG0005394	XP_060397089.1	XP_045266493.1
OG0005395	XP_060397090.1	XP_045266494.1
OG0005396	XP_060397091.1	XP_045266495.1
OG0005397	XP_060397092.1	XP_045266496.1
OG0005398	XP_060397093.1	XP_045266497.1
OG0005399	XP_060397094.1	XP_045266498.1
OG0005400	XP_060397095.1	XP_045266499.1
