Orthogroup	Colletotrichum_abscissum	Colletotrichum_godetiae
OG0007423	XP_060401956.1	XP_060427760.1
OG0007424	XP_060401958.1	XP_060427758.1
OG0007425	XP_060401962.1	XP_060427752.1
OG0007426	XP_060401965.1	XP_060427749.1
OG0007427	XP_060401966.1	XP_060427748.1
OG0007428	XP_060401967.1	XP_060427746.1
OG0007429	XP_060401968.1	XP_060427745.1
OG0007430	XP_060401969.1	XP_060427744.1
OG0007431	XP_060401971.1	XP_060427742.1
OG0007432	XP_060401972.1	XP_060427741.1
OG0007433	XP_060401974.1	XP_060427739.1
OG0007434	XP_060401975.1	XP_060427738.1
OG0007435	XP_060401977.1	XP_060427736.1
OG0007436	XP_060401978.1	XP_060427735.1
OG0007437	XP_060401981.1	XP_060427731.1
OG0007438	XP_060401983.1	XP_060427728.1
OG0007439	XP_060401984.1	XP_060427727.1
OG0007440	XP_060401985.1	XP_060427726.1
OG0007441	XP_060401986.1	XP_060427725.1
OG0007442	XP_060401988.1	XP_060427723.1
OG0007443	XP_060401989.1	XP_060427722.1
OG0007444	XP_060401991.1	XP_060427720.1
OG0007445	XP_060401992.1	XP_060427719.1
OG0007446	XP_060401995.1	XP_060427717.1
OG0007447	XP_060401996.1	XP_060427715.1
OG0007448	XP_060401999.1	XP_060427713.1
OG0007449	XP_060402000.1	XP_060427712.1
OG0007450	XP_060402001.1	XP_060427711.1
OG0007451	XP_060402003.1	XP_060427709.1
OG0007452	XP_060402004.1	XP_060427708.1
OG0007453	XP_060402006.1	XP_060427706.1
OG0007454	XP_060402007.1	XP_060427705.1
OG0007455	XP_060402008.1	XP_060427704.1
OG0007456	XP_060402011.1	XP_060427701.1
OG0007457	XP_060402012.1	XP_060427700.1
OG0007458	XP_060402013.1	XP_060427699.1
OG0007459	XP_060402014.1	XP_060427698.1
OG0007460	XP_060402015.1	XP_060427697.1
OG0007461	XP_060402017.1	XP_060427695.1
OG0007462	XP_060402019.1	XP_060427693.1
OG0007463	XP_060402020.1	XP_060428852.1
OG0007464	XP_060402021.1	XP_060428851.1
OG0007465	XP_060402022.1	XP_060428850.1
OG0007466	XP_060402024.1	XP_060428849.1
OG0007467	XP_060402025.1	XP_060428848.1
OG0007468	XP_060402028.1	XP_060428846.1
OG0007469	XP_060402029.1	XP_060428845.1
OG0007470	XP_060402030.1	XP_060428844.1
OG0007471	XP_060402032.1	XP_060428843.1
OG0007472	XP_060402033.1	XP_060428842.1
OG0007473	XP_060402035.1	XP_060428841.1
OG0007474	XP_060402036.1	XP_060428840.1
OG0007475	XP_060402037.1	XP_060428839.1
OG0007476	XP_060402039.1	XP_060428837.1
OG0007477	XP_060402040.1	XP_060428836.1
OG0007478	XP_060402043.1	XP_060428835.1
OG0007479	XP_060402045.1	XP_060428834.1
OG0007480	XP_060402046.1	XP_060428833.1
OG0007481	XP_060402047.1	XP_060428831.1
OG0007482	XP_060402050.1	XP_060428828.1
OG0007483	XP_060402052.1	XP_060428826.1
OG0007484	XP_060402053.1	XP_060428825.1
OG0007485	XP_060402056.1	XP_060428822.1
OG0007486	XP_060402059.1	XP_060428819.1
OG0007487	XP_060402060.1	XP_060428818.1
OG0007488	XP_060402064.1	XP_060428816.1
OG0007489	XP_060402067.1	XP_060428812.1
OG0007490	XP_060402068.1	XP_060428813.1
OG0007491	XP_060402069.1	XP_060428814.1
OG0007492	XP_060402070.1	XP_060428810.1
OG0007493	XP_060402071.1	XP_060428809.1
OG0007494	XP_060402072.1	XP_060428808.1
OG0007495	XP_060402075.1	XP_060428805.1
OG0007496	XP_060402079.1	XP_060428800.1
OG0007497	XP_060402085.1	XP_060428799.1
OG0007498	XP_060402088.1	XP_060428798.1
OG0007499	XP_060402090.1	XP_060428796.1
OG0007500	XP_060402095.1	XP_060428792.1
OG0007501	XP_060402096.1	XP_060428791.1
OG0007502	XP_060402097.1	XP_060428790.1
OG0007503	XP_060402098.1	XP_060428789.1
OG0007504	XP_060402100.1	XP_060428787.1
OG0007505	XP_060402101.1	XP_060428786.1
OG0007506	XP_060402102.1	XP_060428785.1
OG0007507	XP_060402103.1	XP_060428784.1
OG0007508	XP_060402105.1	XP_060428782.1
OG0007509	XP_060402106.1	XP_060428781.1
OG0007510	XP_060402108.1	XP_060428776.1
OG0007511	XP_060402109.1	XP_060428775.1
OG0007512	XP_060402110.1	XP_060428774.1
OG0007513	XP_060402111.1	XP_060428773.1
OG0007514	XP_060402112.1	XP_060428772.1
OG0007515	XP_060402114.1	XP_060428771.1
OG0007516	XP_060402115.1	XP_060428770.1
OG0007517	XP_060402116.1	XP_060428768.1
OG0007518	XP_060402117.1	XP_060428767.1
OG0007519	XP_060402118.1	XP_060428766.1
OG0007520	XP_060402119.1	XP_060428765.1
OG0007521	XP_060402120.1	XP_060428764.1
OG0007522	XP_060402125.1	XP_060428760.1
OG0007523	XP_060402157.1	XP_060434234.1
OG0007524	XP_060402165.1	XP_060434241.1
OG0007525	XP_060402169.1	XP_060434245.1
OG0007526	XP_060402182.1	XP_060434258.1
OG0007527	XP_060402183.1	XP_060434259.1
OG0007528	XP_060402184.1	XP_060434260.1
OG0007529	XP_060402190.1	XP_060434263.1
OG0007530	XP_060402196.1	XP_060434269.1
OG0007531	XP_060402204.1	XP_060434271.1
OG0007532	XP_060402206.1	XP_060434272.1
OG0007533	XP_060402209.1	XP_060434274.1
OG0007534	XP_060402211.1	XP_060434276.1
OG0007535	XP_060402213.1	XP_060434277.1
OG0007536	XP_060402215.1	XP_060430284.1
OG0007537	XP_060402220.1	XP_060430288.1
OG0007538	XP_060402223.1	XP_060430292.1
OG0007539	XP_060402232.1	XP_060430302.1
OG0007540	XP_060402233.1	XP_060430303.1
OG0007541	XP_060402242.1	XP_060430310.1
OG0007542	XP_060402246.1	XP_060430315.1
OG0007543	XP_060402247.1	XP_060430316.1
OG0007544	XP_060402248.1	XP_060430317.1
OG0007545	XP_060402251.1	XP_060430319.1
OG0007546	XP_060402257.1	XP_060430322.1
OG0007547	XP_060402259.1	XP_060430324.1
OG0007548	XP_060402262.1	XP_060430328.1
OG0007549	XP_060402263.1	XP_060430329.1
OG0007550	XP_060402265.1	XP_060430330.1
OG0007551	XP_060402271.1	XP_060430336.1
OG0007552	XP_060402272.1	XP_060430337.1
OG0007553	XP_060402273.1	XP_060430338.1
OG0007554	XP_060402274.1	XP_060430339.1
OG0007555	XP_060402275.1	XP_060430340.1
OG0007556	XP_060402276.1	XP_060430341.1
OG0007557	XP_060402278.1	XP_060430342.1
OG0007558	XP_060402279.1	XP_060430343.1
OG0007559	XP_060402286.1	XP_060430349.1
OG0007560	XP_060402291.1	XP_060430354.1
OG0007561	XP_060402292.1	XP_060430355.1
OG0007562	XP_060402298.1	XP_060430362.1
OG0007563	XP_060402299.1	XP_060430363.1
OG0007564	XP_060402300.1	XP_060430364.1
OG0007565	XP_060402301.1	XP_060430365.1
OG0007566	XP_060402302.1	XP_060430366.1
OG0007567	XP_060402303.1	XP_060430368.1
OG0007568	XP_060402309.1	XP_060430372.1
OG0007569	XP_060402312.1	XP_060430373.1
OG0007570	XP_060402316.1	XP_060430377.1
OG0007571	XP_060402321.1	XP_060430381.1
OG0007572	XP_060402324.1	XP_060430385.1
OG0007573	XP_060402326.1	XP_060430386.1
OG0007574	XP_060402331.1	XP_060430391.1
OG0007575	XP_060402332.1	XP_060430392.1
OG0007576	XP_060402333.1	XP_060430393.1
OG0007577	XP_060402334.1	XP_060430394.1
OG0007578	XP_060402335.1	XP_060430395.1
OG0007579	XP_060402336.1	XP_060430396.1
OG0007580	XP_060402339.1	XP_060435167.1
OG0007581	XP_060402342.1	XP_060435188.1
OG0007582	XP_060402346.1	XP_060435192.1
OG0007583	XP_060402347.1	XP_060435193.1
OG0007584	XP_060402348.1	XP_060435194.1
OG0007585	XP_060402349.1	XP_060435195.1
OG0007586	XP_060402350.1	XP_060435197.1
OG0007587	XP_060402352.1	XP_060435198.1
OG0007588	XP_060402353.1	XP_060435199.1
OG0007589	XP_060402355.1	XP_060435201.1
OG0007590	XP_060402357.1	XP_060435203.1
OG0007591	XP_060402358.1	XP_060435204.1
OG0007592	XP_060402359.1	XP_060435205.1
OG0007593	XP_060402360.1	XP_060435207.1
OG0007594	XP_060402361.1	XP_060435208.1
OG0007595	XP_060402362.1	XP_060435209.1
OG0007596	XP_060402364.1	XP_060435211.1
OG0007597	XP_060402365.1	XP_060435212.1
OG0007598	XP_060402366.1	XP_060435213.1
OG0007599	XP_060402368.1	XP_060435215.1
OG0007600	XP_060402369.1	XP_060435216.1
OG0007601	XP_060402370.1	XP_060435217.1
OG0007602	XP_060402371.1	XP_060435218.1
OG0007603	XP_060402372.1	XP_060435219.1
OG0007604	XP_060402374.1	XP_060435222.1
OG0007605	XP_060402376.1	XP_060435223.1
OG0007606	XP_060402379.1	XP_060435225.1
OG0007607	XP_060402380.1	XP_060435226.1
OG0007608	XP_060402381.1	XP_060435227.1
OG0007609	XP_060402382.1	XP_060425670.1, XP_060435228.1
OG0007610	XP_060402383.1	XP_060435229.1
OG0007611	XP_060402384.1	XP_060435231.1
OG0007612	XP_060402385.1	XP_060435232.1
OG0007613	XP_060402386.1	XP_060435233.1
OG0007614	XP_060402387.1	XP_060435234.1
OG0007615	XP_060402388.1	XP_060435235.1
OG0007616	XP_060402389.1	XP_060435236.1
OG0007617	XP_060402392.1	XP_060435238.1
OG0007618	XP_060402393.1	XP_060435239.1
OG0007619	XP_060402394.1	XP_060435240.1
OG0007620	XP_060402396.1	XP_060435243.1
OG0007621	XP_060402397.1	XP_060435244.1
OG0007622	XP_060402398.1	XP_060435245.1
OG0007623	XP_060402399.1	XP_060435246.1
OG0007624	XP_060402400.1	XP_060435247.1
OG0007625	XP_060402401.1	XP_060435248.1
OG0007626	XP_060402402.1	XP_060435249.1
OG0007627	XP_060402403.1	XP_060435250.1
OG0007628	XP_060402406.1	XP_060435254.1
OG0007629	XP_060402414.1	XP_060435262.1
OG0007630	XP_060402415.1	XP_060435263.1
OG0007631	XP_060402416.1	XP_060435264.1
OG0007632	XP_060402417.1	XP_060435265.1
OG0007633	XP_060402426.1	XP_060435273.1
OG0007634	XP_060402427.1	XP_060435274.1
OG0007635	XP_060402428.1	XP_060435275.1
OG0007636	XP_060402429.1	XP_060435276.1
OG0007637	XP_060402430.1	XP_060435277.1
OG0007638	XP_060402434.1	XP_060435281.1
OG0007639	XP_060402435.1	XP_060435282.1
OG0007640	XP_060402436.1	XP_060435283.1
OG0007641	XP_060402456.1	XP_060430681.1
OG0007642	XP_060402457.1	XP_060430682.1
OG0007643	XP_060402458.1	XP_060430683.1
OG0007644	XP_060402459.1	XP_060430684.1
OG0007645	XP_060402460.1	XP_060430685.1
OG0007646	XP_060402462.1	XP_060430687.1
OG0007647	XP_060402463.1	XP_060430688.1
OG0007648	XP_060402465.1	XP_060430690.1
OG0007649	XP_060402466.1	XP_060430691.1
OG0007650	XP_060402467.1	XP_060430692.1
OG0007651	XP_060402468.1	XP_060430693.1
OG0007652	XP_060402469.1	XP_060430694.1
OG0007653	XP_060402470.1	XP_060430695.1
OG0007654	XP_060402473.1	XP_060430699.1
OG0007655	XP_060402478.1	XP_060430705.1
OG0007656	XP_060402481.1	XP_060430708.1
OG0007657	XP_060402482.1	XP_060430712.1
OG0007658	XP_060402483.1	XP_060430711.1
OG0007659	XP_060402484.1	XP_060430710.1
OG0007660	XP_060402485.1	XP_060430709.1
OG0007661	XP_060402518.1	XP_060435168.1
OG0007662	XP_060402519.1	XP_060435169.1
OG0007663	XP_060402520.1	XP_060435170.1
OG0007664	XP_060402521.1	XP_060435171.1
OG0007665	XP_060402523.1	XP_060435174.1
OG0007666	XP_060402530.1	XP_060435177.1
OG0007667	XP_060402534.1	XP_060435182.1
OG0007668	XP_060402535.1	XP_060435183.1
OG0007669	XP_060402536.1	XP_060435184.1
OG0007670	XP_060402537.1	XP_060435185.1
OG0007671	XP_060402538.1	XP_060435186.1
OG0007672	XP_060402540.1	XP_060435165.1
OG0007673	XP_060402541.1	XP_060435164.1
OG0007674	XP_060402543.1	XP_060431595.1
OG0007675	XP_060402545.1	XP_060431596.1
OG0007676	XP_060402548.1	XP_060431597.1
OG0007677	XP_060402549.1	XP_060431598.1
OG0007678	XP_060402550.1	XP_060431599.1
OG0007679	XP_060402551.1	XP_060431600.1
OG0007680	XP_060402553.1	XP_060431602.1
OG0007681	XP_060402554.1	XP_060431603.1
OG0007682	XP_060402555.1	XP_060431605.1
OG0007683	XP_060402556.1	XP_060431606.1
OG0007684	XP_060402557.1	XP_060431607.1
OG0007685	XP_060402561.1	XP_060431611.1
OG0007686	XP_060402562.1	XP_060431613.1
OG0007687	XP_060402563.1	XP_060431618.1
OG0007688	XP_060402564.1	XP_060431616.1
OG0007689	XP_060402565.1	XP_060431615.1
OG0007690	XP_060402566.1	XP_060431614.1
OG0007691	XP_060402567.1	XP_060431619.1
OG0007692	XP_060402568.1	XP_060431620.1
OG0007693	XP_060402569.1	XP_060431621.1
OG0007694	XP_060402571.1	XP_060431623.1
OG0007695	XP_060402572.1	XP_060431624.1
OG0007696	XP_060402573.1	XP_060431625.1
OG0007697	XP_060402577.1	XP_060430473.1
OG0007698	XP_060402578.1	XP_060430472.1
OG0007699	XP_060402579.1	XP_060430471.1
OG0007700	XP_060402589.1	XP_060430464.1
OG0007701	XP_060402601.1	XP_060430451.1
OG0007702	XP_060402602.1	XP_060430449.1
OG0007703	XP_060402607.1	XP_060430445.1
OG0007704	XP_060402608.1	XP_060430444.1
OG0007705	XP_060402623.1	XP_060430429.1
OG0007706	XP_060402624.1	XP_060430428.1
OG0007707	XP_060402639.1	XP_060430412.1
OG0007707	XP_060402640.1, XP_060402625.1	XP_060430426.1
OG0007708	XP_060402632.1	XP_060430417.1, XP_060428261.1
OG0007709	XP_060402634.1	XP_060430415.1
OG0007710	XP_060402637.1	XP_060430414.1
OG0007711	XP_060402642.1	XP_060430410.1
OG0007712	XP_060402643.1	XP_060430409.1
OG0007713	XP_060402647.1	XP_060424609.1
OG0007714	XP_060402654.1	XP_060424616.1
OG0007715	XP_060402656.1	XP_060424617.1
OG0007716	XP_060402660.1	XP_060424621.1
OG0007717	XP_060402661.1	XP_060424622.1
OG0007718	XP_060402662.1	XP_060424623.1
OG0007719	XP_060402663.1	XP_060424624.1
OG0007720	XP_060402666.1	XP_060424626.1
OG0007721	XP_060402667.1	XP_060424627.1
OG0007722	XP_060402668.1	XP_060424629.1
OG0007723	XP_060402669.1	XP_060424630.1
OG0007724	XP_060402670.1	XP_060424660.1
OG0007725	XP_060402672.1	XP_060424662.1
OG0007726	XP_060402673.1	XP_060424663.1
OG0007727	XP_060402674.1	XP_060424664.1
OG0007728	XP_060402675.1	XP_060424665.1
OG0007729	XP_060402678.1	XP_060424668.1
OG0007730	XP_060402683.1	XP_060424673.1
OG0007731	XP_060402699.1	XP_060424690.1
OG0007732	XP_060402701.1	XP_060424691.1
OG0007733	XP_060402703.1	XP_060424693.1
OG0007734	XP_060402704.1	XP_060424694.1
OG0007735	XP_060402709.1	XP_060424698.1
OG0007736	XP_060402720.1	XP_060426361.1
OG0007737	XP_060402721.1	XP_060426360.1
OG0007738	XP_060402722.1	XP_060426359.1
OG0007739	XP_060402730.1	XP_060426352.1
OG0007740	XP_060402732.1	XP_060426350.1
OG0007741	XP_060402733.1	XP_060426349.1
OG0007742	XP_060402740.1	XP_060426347.1
OG0007743	XP_060402741.1	XP_060426346.1
OG0007744	XP_060402742.1	XP_060426345.1
OG0007745	XP_060402745.1	XP_060426342.1
OG0007746	XP_060402746.1	XP_060426341.1
OG0007747	XP_060402747.1	XP_060426340.1
OG0007748	XP_060402750.1	XP_060426339.1
OG0007749	XP_060402751.1	XP_060426338.1
OG0007750	XP_060402752.1	XP_060426337.1
OG0007751	XP_060402756.1	XP_060426335.1
OG0007752	XP_060402759.1	XP_060426333.1
OG0007753	XP_060402764.1	XP_060426327.1
OG0007754	XP_060402768.1	XP_060426325.1
OG0007755	XP_060402769.1	XP_060426324.1
OG0007756	XP_060402771.1	XP_060426322.1
OG0007757	XP_060402773.1	XP_060426320.1
OG0007758	XP_060402776.1	XP_060426317.1
OG0007759	XP_060402779.1	XP_060426314.1
OG0007760	XP_060402781.1	XP_060426311.1
OG0007761	XP_060402782.1	XP_060426310.1
OG0007762	XP_060402784.1	XP_060426309.1
OG0007763	XP_060402785.1	XP_060426308.1
OG0007764	XP_060402786.1	XP_060426307.1
OG0007765	XP_060402787.1	XP_060426306.1
OG0007766	XP_060402791.1	XP_060426302.1
OG0007767	XP_060402792.1	XP_060426301.1
OG0007768	XP_060402794.1	XP_060426299.1
OG0007769	XP_060402797.1	XP_060426296.1
OG0007770	XP_060402800.1	XP_060426293.1
OG0007771	XP_060402803.1	XP_060426290.1
OG0007772	XP_060402804.1	XP_060426288.1
OG0007773	XP_060402805.1	XP_060426287.1
OG0007774	XP_060402806.1	XP_060426286.1
OG0007775	XP_060402807.1	XP_060426285.1
OG0007776	XP_060402808.1	XP_060426284.1
OG0007777	XP_060402811.1	XP_060426281.1
OG0007778	XP_060402816.1	XP_060426276.1
OG0007779	XP_060402819.1	XP_060426274.1
OG0007780	XP_060402820.1	XP_060426273.1
OG0007781	XP_060402824.1	XP_060426270.1
OG0007782	XP_060402826.1	XP_060426268.1
OG0007783	XP_060402827.1	XP_060426266.1, XP_060426267.1
OG0007784	XP_060402828.1	XP_060426265.1
OG0007785	XP_060402830.1	XP_060426263.1
OG0007786	XP_060402837.1	XP_060426258.1
OG0007787	XP_060402838.1	XP_060426257.1
OG0007788	XP_060402839.1	XP_060426256.1
OG0007789	XP_060402840.1	XP_060426255.1
OG0007790	XP_060402841.1	XP_060426254.1
OG0007791	XP_060402842.1	XP_060426253.1
OG0007792	XP_060402844.1	XP_060426251.1
OG0007793	XP_060402845.1	XP_060426250.1
OG0007794	XP_060402847.1	XP_060426249.1
OG0007795	XP_060402866.1	XP_060425062.1
OG0007796	XP_060402898.1	XP_060427190.1
OG0007797	XP_060402899.1	XP_060427191.1
OG0007798	XP_060402900.1	XP_060427192.1
OG0007799	XP_060402901.1	XP_060427193.1
OG0007800	XP_060402902.1	XP_060427194.1
OG0007801	XP_060402903.1	XP_060427195.1
OG0007802	XP_060402905.1	XP_060427196.1
OG0007803	XP_060402908.1	XP_060427198.1
OG0007804	XP_060402909.1	XP_060427199.1
OG0007805	XP_060402910.1	XP_060427200.1
OG0007806	XP_060402912.1	XP_060427202.1
OG0007807	XP_060402918.1	XP_060427205.1
OG0007808	XP_060402929.1	XP_060427214.1
OG0007809	XP_060402932.1	XP_060427217.1
OG0007810	XP_060402935.1	XP_060427218.1
OG0007811	XP_060402937.1	XP_060427220.1
OG0007812	XP_060402938.1	XP_060427221.1
OG0007813	XP_060402939.1	XP_060427222.1
OG0007814	XP_060402941.1	XP_060427225.1
OG0007815	XP_060402943.1	XP_060427227.1
OG0007816	XP_060402945.1	XP_060427230.1
OG0007817	XP_060402946.1	XP_060427231.1
OG0007818	XP_060402953.1	XP_060427239.1
OG0007819	XP_060402956.1	XP_060427242.1
OG0007820	XP_060402957.1	XP_060427243.1
OG0007821	XP_060402960.1	XP_060427245.1
OG0007822	XP_060402962.1	XP_060427247.1
OG0007823	XP_060402963.1	XP_060427248.1
OG0007824	XP_060402964.1	XP_060427249.1
OG0007825	XP_060402967.1	XP_060427251.1
OG0007826	XP_060402968.1	XP_060427252.1
OG0007827	XP_060402969.1	XP_060427253.1
OG0007828	XP_060402970.1	XP_060427254.1
OG0007829	XP_060402971.1	XP_060427255.1
OG0007830	XP_060402974.1	XP_060427259.1
OG0007831	XP_060402975.1	XP_060427261.1
OG0007832	XP_060402976.1	XP_060427262.1
OG0007833	XP_060402979.1	XP_060427265.1
OG0007834	XP_060402985.1	XP_060427271.1
OG0007835	XP_060402993.1	XP_060427277.1
OG0007836	XP_060402996.1	XP_060427279.1
OG0007837	XP_060402997.1	XP_060427280.1
OG0007838	XP_060402998.1	XP_060427281.1
OG0007839	XP_060402999.1	XP_060427282.1
OG0007840	XP_060403000.1	XP_060427283.1
OG0007841	XP_060403003.1	XP_060427286.1
OG0007842	XP_060403004.1	XP_060427287.1
OG0007843	XP_060403005.1	XP_060427288.1
OG0007844	XP_060403006.1	XP_060427289.1
OG0007845	XP_060403011.1	XP_060427293.1
OG0007846	XP_060403012.1	XP_060427294.1
OG0007847	XP_060403013.1	XP_060427295.1
OG0007848	XP_060403017.1	XP_060427300.1
OG0007849	XP_060403018.1	XP_060427301.1
OG0007850	XP_060403019.1	XP_060427302.1
OG0007851	XP_060403023.1	XP_060427306.1
OG0007852	XP_060403025.1	XP_060427308.1
OG0007853	XP_060403030.1	XP_060427314.1
OG0007854	XP_060403037.1	XP_060427320.1
OG0007855	XP_060403038.1	XP_060427321.1
OG0007856	XP_060403049.1	XP_060427332.1
OG0007857	XP_060403054.1	XP_060426127.1
OG0007858	XP_060403056.1	XP_060426128.1
OG0007859	XP_060403062.1	XP_060426131.1
OG0007860	XP_060403063.1	XP_060426132.1
OG0007861	XP_060403064.1	XP_060426133.1
OG0007862	XP_060403065.1	XP_060426134.1
OG0007863	XP_060403066.1	XP_060426135.1
OG0007864	XP_060403068.1	XP_060426138.1
OG0007865	XP_060403069.1	XP_060426139.1
OG0007866	XP_060403070.1	XP_060426140.1
OG0007867	XP_060403071.1	XP_060426141.1
OG0007868	XP_060403088.1	XP_060421323.1, XP_060426157.1
OG0007869	XP_060403093.1	XP_060426162.1
OG0007870	XP_060403094.1	XP_060426163.1
OG0007871	XP_060403095.1	XP_060426165.1
OG0007872	XP_060403099.1	XP_060426168.1
OG0007873	XP_060403100.1	XP_060426169.1
OG0007874	XP_060403106.1	XP_060426174.1
OG0007875	XP_060403108.1	XP_060426176.1
OG0007876	XP_060403109.1	XP_060426178.1
OG0007877	XP_060403112.1	XP_060426181.1
OG0007878	XP_060403114.1	XP_060426182.1
OG0007879	XP_060403115.1	XP_060426183.1
OG0007880	XP_060403119.1	XP_060426188.1
OG0007881	XP_060403123.1	XP_060426192.1
OG0007882	XP_060403126.1	XP_060426193.1
OG0007883	XP_060403127.1	XP_060426194.1
OG0007884	XP_060403128.1	XP_060426195.1
OG0007885	XP_060403130.1	XP_060426197.1
OG0007886	XP_060403135.1	XP_060426202.1
OG0007887	XP_060403137.1	XP_060426204.1
OG0007888	XP_060403139.1	XP_060426205.1
OG0007889	XP_060403141.1	XP_060426207.1
OG0007890	XP_060403142.1	XP_060426208.1
OG0007891	XP_060403143.1	XP_060426209.1
OG0007892	XP_060403146.1	XP_060426211.1
OG0007893	XP_060403147.1	XP_060426212.1
OG0007894	XP_060403148.1	XP_060426213.1
OG0007895	XP_060403149.1	XP_060426214.1
OG0007896	XP_060403151.1	XP_060426215.1
OG0007897	XP_060403153.1	XP_060426220.1
OG0007898	XP_060403154.1	XP_060426221.1
OG0007899	XP_060403160.1	XP_060426227.1
OG0007900	XP_060403162.1	XP_060426229.1
OG0007901	XP_060403164.1	XP_060426231.1
OG0007902	XP_060403167.1	XP_060426233.1
OG0007903	XP_060403169.1	XP_060426235.1
OG0007904	XP_060403170.1	XP_060426236.1
OG0007905	XP_060403171.1	XP_060426237.1
OG0007906	XP_060403172.1	XP_060426238.1
OG0007907	XP_060403173.1	XP_060426241.1
OG0007908	XP_060403174.1	XP_060426242.1
OG0007909	XP_060403175.1	XP_060426243.1
OG0007910	XP_060403213.1	XP_060423886.1
OG0007911	XP_060403214.1	XP_060423887.1
OG0007912	XP_060403215.1	XP_060423888.1
OG0007913	XP_060403218.1	XP_060423891.1
OG0007914	XP_060403219.1	XP_060423892.1
OG0007915	XP_060403223.1	XP_060423896.1
OG0007916	XP_060403224.1	XP_060423897.1
OG0007917	XP_060403226.1	XP_060423899.1
OG0007918	XP_060403227.1	XP_060423900.1
OG0007919	XP_060403230.1	XP_060423902.1
OG0007920	XP_060403232.1	XP_060423903.1
OG0007921	XP_060403233.1	XP_060423904.1
OG0007922	XP_060403234.1	XP_060423905.1
OG0007923	XP_060403235.1	XP_060423907.1
OG0007924	XP_060403238.1	XP_060423910.1
OG0007925	XP_060403240.1	XP_060423911.1
OG0007926	XP_060403242.1	XP_060423915.1
OG0007927	XP_060403243.1	XP_060423916.1
OG0007928	XP_060403244.1	XP_060423917.1
OG0007929	XP_060403245.1	XP_060423918.1
OG0007930	XP_060403246.1	XP_060423919.1
OG0007931	XP_060403247.1	XP_060423920.1
OG0007932	XP_060403249.1	XP_060423921.1
OG0007933	XP_060403252.1	XP_060423924.1
OG0007934	XP_060403255.1	XP_060423929.1
OG0007935	XP_060403257.1	XP_060423931.1
OG0007936	XP_060403258.1	XP_060423932.1
OG0007937	XP_060403260.1	XP_060423934.1
OG0007938	XP_060403261.1	XP_060423935.1
OG0007939	XP_060403263.1	XP_060423937.1
OG0007940	XP_060403266.1	XP_060423940.1
OG0007941	XP_060403273.1	XP_060423948.1
OG0007942	XP_060403275.1	XP_060423951.1
OG0007943	XP_060403276.1	XP_060423952.1
OG0007944	XP_060403279.1	XP_060423955.1
OG0007945	XP_060403282.1	XP_060423958.1
OG0007946	XP_060403286.1	XP_060423962.1
OG0007947	XP_060403287.1	XP_060423963.1
OG0007948	XP_060403288.1	XP_060423964.1
OG0007949	XP_060403290.1	XP_060423966.1
OG0007950	XP_060403291.1	XP_060423967.1
OG0007951	XP_060403292.1	XP_060423968.1
OG0007952	XP_060403295.1	XP_060425668.1
OG0007953	XP_060403297.1	XP_060425666.1
OG0007954	XP_060403299.1	XP_060425664.1
OG0007955	XP_060403303.1	XP_060425661.1
OG0007956	XP_060403310.1	XP_060425657.1
OG0007957	XP_060403313.1	XP_060425655.1
OG0007958	XP_060403314.1	XP_060425654.1
OG0007959	XP_060403316.1	XP_060425652.1
OG0007960	XP_060403318.1	XP_060425651.1
OG0007961	XP_060403319.1	XP_060425650.1
OG0007962	XP_060403320.1	XP_060425649.1
OG0007963	XP_060403321.1	XP_060425648.1
OG0007964	XP_060403329.1	XP_060425640.1
OG0007965	XP_060403330.1	XP_060425639.1
OG0007966	XP_060403336.1	XP_060425632.1
OG0007967	XP_060403339.1	XP_060425628.1
OG0007968	XP_060403341.1	XP_060425626.1
OG0007969	XP_060403346.1	XP_060425624.1
OG0007970	XP_060403349.1	XP_060425621.1
OG0007971	XP_060403352.1	XP_060425619.1
OG0007972	XP_060403353.1	XP_060425618.1
OG0007973	XP_060403356.1	XP_060425616.1
OG0007974	XP_060403357.1	XP_060425615.1
OG0007975	XP_060403358.1	XP_060425614.1
OG0007976	XP_060403361.1	XP_060425611.1
OG0007977	XP_060403362.1	XP_060425610.1
OG0007978	XP_060403364.1	XP_060425608.1
OG0007979	XP_060403366.1	XP_060425606.1
OG0007980	XP_060403374.1	XP_060425598.1
OG0007981	XP_060403377.1	XP_060425594.1
OG0007982	XP_060403380.1	XP_060425591.1
OG0007983	XP_060403381.1	XP_060425590.1
OG0007984	XP_060403383.1	XP_060425589.1
OG0007985	XP_060403388.1	XP_060425584.1
OG0007986	XP_060403393.1	XP_060425580.1
OG0007987	XP_060403395.1	XP_060425578.1
OG0007988	XP_060403397.1	XP_060425576.1
OG0007989	XP_060403398.1	XP_060425575.1
OG0007990	XP_060403399.1	XP_060425574.1
OG0007991	XP_060403400.1	XP_060425573.1
OG0007992	XP_060403401.1	XP_060425572.1
OG0007993	XP_060403402.1	XP_060425571.1
OG0007994	XP_060403405.1	XP_060425568.1
OG0007995	XP_060403408.1	XP_060425566.1
OG0007996	XP_060403411.1	XP_060429346.1
OG0007997	XP_060403413.1	XP_060429347.1
OG0007998	XP_060403414.1	XP_060429348.1
OG0007999	XP_060403415.1	XP_060429349.1
OG0008000	XP_060403416.1	XP_060429350.1
OG0008001	XP_060403419.1	XP_060429352.1
