Orthogroup	Colletotrichum_abscissum	Colletotrichum_fructicola
OG0006575	XP_060400092.1	XP_031883306.1
OG0006576	XP_060400093.1	XP_031883377.1
OG0006577	XP_060400094.1	XP_066008330.1
OG0006578	XP_060400095.1	XP_031883305.1
OG0006579	XP_060400096.1	XP_031883379.1
OG0006580	XP_060400098.1	XP_031883329.1
OG0006581	XP_060400099.1	XP_031883330.1
OG0006582	XP_060400101.1	XP_031883331.1
OG0006583	XP_060400102.1	XP_031883405.1
OG0006584	XP_060400103.1	XP_031883446.1
OG0006585	XP_060400104.1	XP_031883445.1
OG0006586	XP_060400106.1	XP_031883447.1
OG0006587	XP_060400109.1	XP_031883403.1
OG0006588	XP_060400111.1	XP_031883341.1
OG0006589	XP_060400112.1	XP_031883342.1
OG0006590	XP_060400113.1	XP_031883339.1
OG0006591	XP_060400114.1	XP_031883340.1
OG0006592	XP_060400115.1	XP_066008508.1
OG0006593	XP_060400117.1	XP_031883335.2
OG0006594	XP_060400118.1	XP_031883336.1
OG0006595	XP_060400123.1	XP_031883238.2
OG0006596	XP_060400126.1	XP_031883233.1
OG0006597	XP_060400128.1	XP_031883334.2
OG0006598	XP_060400130.1	XP_031883333.1
OG0006599	XP_060400131.1	XP_031883351.1
OG0006600	XP_060400135.1	XP_031883349.1
OG0006601	XP_060400136.1	XP_031883348.1
OG0006602	XP_060400137.1	XP_031883344.1
OG0006603	XP_060400139.1	XP_031883245.1
OG0006604	XP_060400141.1	XP_066008487.1
OG0006605	XP_060400142.1	XP_031883240.1
OG0006606	XP_060400146.1	XP_031883236.2
OG0006607	XP_060400147.1	XP_031883237.1
OG0006608	XP_060400152.1	XP_031883242.1
OG0006609	XP_060400153.1	XP_031883364.1
OG0006610	XP_060400154.1	XP_031883363.1
OG0006611	XP_060400156.1	XP_031883365.1
OG0006612	XP_060400157.1	XP_031883359.1
OG0006613	XP_060400158.1	XP_031883358.1
OG0006614	XP_060400160.1	XP_031883347.1
OG0006615	XP_060400161.1	XP_031883346.1
OG0006617	XP_060400165.1	XP_031883248.1
OG0006618	XP_060400166.1	XP_031883247.1
OG0006619	XP_060400170.1	XP_066008561.1
OG0006620	XP_060400172.1	XP_031883249.1
OG0006621	XP_060400174.1	XP_031883251.1
OG0006622	XP_060400175.1	XP_031883395.1
OG0006623	XP_060400176.1	XP_031883355.1
OG0006624	XP_060400179.1	XP_066008560.1
OG0006625	XP_060400180.1	XP_031883353.1
OG0006626	XP_060400181.1	XP_031883391.1
OG0006627	XP_060400182.1	XP_031883354.1
OG0006628	XP_060400183.1	XP_066008544.1
OG0006629	XP_060400184.1	XP_031883393.1
OG0006630	XP_060400185.1	XP_031883394.1
OG0006631	XP_060400188.1	XP_031883413.1
OG0006632	XP_060400189.1	XP_031885401.1
OG0006633	XP_060400190.1	XP_031885398.1
OG0006634	XP_060400191.1	XP_031885399.1
OG0006635	XP_060400192.1	XP_031885404.1
OG0006636	XP_060400193.1	XP_031885405.1
OG0006637	XP_060400194.1	XP_031885402.1
OG0006638	XP_060400195.1	XP_066008458.1
OG0006639	XP_060400197.1	XP_031885546.1
OG0006640	XP_060400198.1	XP_031885550.1
OG0006641	XP_060400200.1	XP_031885548.1
OG0006642	XP_060400203.1	XP_031883382.1
OG0006643	XP_060400204.1	XP_066008497.1
OG0006644	XP_060400205.1	XP_031883279.1
OG0006645	XP_060400206.1	XP_031883280.1
OG0006646	XP_060400207.1	XP_031883281.1
OG0006647	XP_060400208.1	XP_031883282.1
OG0006648	XP_060400210.1	XP_031883284.1
OG0006649	XP_060400211.1	XP_031883285.1
OG0006650	XP_060400212.1	XP_031883286.1
OG0006651	XP_060400214.1	XP_031883277.1
OG0006652	XP_060400215.1	XP_031883278.1
OG0006653	XP_060400221.1	XP_031885407.1
OG0006654	XP_060400226.1	XP_031885406.1
OG0006655	XP_060400227.1	XP_031877789.1
OG0006656	XP_060400228.1	XP_031877784.1
OG0006657	XP_060400230.1	XP_031877770.1
OG0006658	XP_060400233.1	XP_031882644.1
OG0006659	XP_060400234.1	XP_031882645.1
OG0006660	XP_060400236.1	XP_031882649.1
OG0006661	XP_060400239.1	XP_031882648.1
OG0006662	XP_060400253.1	XP_031882703.1
OG0006663	XP_060400254.1	XP_031882702.2
OG0006664	XP_060400257.1	XP_031877769.1
OG0006665	XP_060400258.1	XP_031882647.1
OG0006666	XP_060400279.1	XP_031890561.1
OG0006667	XP_060400283.1	XP_031890563.1
OG0006668	XP_060400285.1	XP_031890557.1
OG0006669	XP_060400287.1	XP_031890559.1
OG0006670	XP_060400289.1	XP_031890555.1
OG0006671	XP_060400290.1	XP_031890430.1
OG0006672	XP_060400291.1	XP_031890429.1
OG0006673	XP_060400293.1	XP_031890431.1
OG0006674	XP_060400294.1	XP_031890434.1
OG0006675	XP_060400296.1	XP_066007992.1
OG0006676	XP_060400297.1	XP_031890436.1
OG0006677	XP_060400298.1	XP_031890438.1
OG0006678	XP_060400299.1	XP_031890437.2
OG0006679	XP_060400300.1	XP_031890617.1
OG0006680	XP_060400301.1	XP_031890618.1
OG0006681	XP_060400302.1	XP_031890615.1
OG0006682	XP_060400303.1	XP_031890616.1
OG0006683	XP_060400304.1	XP_031890621.1
OG0006684	XP_060400306.1	XP_031890619.1
OG0006685	XP_060400308.1	XP_031890623.1
OG0006686	XP_060400309.1	XP_031890624.1
OG0006687	XP_060400310.1	XP_031890446.1
OG0006688	XP_060400311.1	XP_031890445.1
OG0006689	XP_060400312.1	XP_031890444.1
OG0006690	XP_060400313.1	XP_066007914.1
OG0006691	XP_060400314.1	XP_031890442.1
OG0006692	XP_060400315.1	XP_031890441.1
OG0006693	XP_060400316.1	XP_031890440.1
OG0006694	XP_060400318.1	XP_031890447.1
OG0006695	XP_060400319.1	XP_031890626.1
OG0006696	XP_060400322.1	XP_031890627.1
OG0006697	XP_060400325.1	XP_066008021.1
OG0006698	XP_060400326.1	XP_031890630.1
OG0006699	XP_060400327.1	XP_031890631.1
OG0006700	XP_060400328.1	XP_031890632.1
OG0006701	XP_060400329.1	XP_031890633.1
OG0006702	XP_060400330.1	XP_031890634.1
OG0006703	XP_060400331.1	XP_031890635.1
OG0006704	XP_060400332.1	XP_031890459.1
OG0006705	XP_060400333.1	XP_031890461.1
OG0006706	XP_060400334.1	XP_066007879.1
OG0006707	XP_060400335.1	XP_031890462.1
OG0006708	XP_060400336.1	XP_031890428.1
OG0006709	XP_060400337.1	XP_031890427.1
OG0006710	XP_060400340.1	XP_031886626.1
OG0006711	XP_060400341.1	XP_031886770.1
OG0006712	XP_060400343.1	XP_031886604.1
OG0006713	XP_060400345.1	XP_031886603.1
OG0006714	XP_060400348.1	XP_031886610.1
OG0006715	XP_060400353.1	XP_031886581.1
OG0006716	XP_060400355.1	XP_031886579.1
OG0006717	XP_060400356.1	XP_031886580.1
OG0006718	XP_060400362.1	XP_031886732.1
OG0006719	XP_060400366.1	XP_031886631.1
OG0006720	XP_060400368.1	XP_066008043.1
OG0006721	XP_060400369.1	XP_031886633.1
OG0006722	XP_060400370.1	XP_031886627.1
OG0006723	XP_060400371.1	XP_031886628.1
OG0006724	XP_060400372.1	XP_031886714.1
OG0006725	XP_060400373.1	XP_031890277.1
OG0006726	XP_060400374.1	XP_066007985.1
OG0006727	XP_060400375.1	XP_031890279.1
OG0006728	XP_060400376.1	XP_031890274.1
OG0006729	XP_060400379.1	XP_031890276.1
OG0006730	XP_060400380.1	XP_031890275.1
OG0006731	XP_060400381.1	XP_031890036.1
OG0006732	XP_060400382.1	XP_031890031.1
OG0006733	XP_060400383.1	XP_031890030.2
OG0006734	XP_060400385.1	XP_031890029.1
OG0006735	XP_060400387.1	XP_031890035.1
OG0006736	XP_060400388.1	XP_031890034.1
OG0006737	XP_060400389.1	XP_031890033.1
OG0006738	XP_060400391.1	XP_031890032.1
OG0006739	XP_060400392.1	XP_031890229.1
OG0006740	XP_060400393.1	XP_031890230.1
OG0006741	XP_060400394.1	XP_031890235.1
OG0006742	XP_060400396.1	XP_031890237.1
OG0006743	XP_060400400.1	XP_031890232.1
OG0006744	XP_060400402.1	XP_031890233.1
OG0006745	XP_060400405.1	XP_031889979.1
OG0006746	XP_060400407.1	XP_031889986.1
OG0006747	XP_060400408.1	XP_031889989.1
OG0006748	XP_060400413.1	XP_031889985.1
OG0006749	XP_060400415.1	XP_031890192.1
OG0006750	XP_060400418.1	XP_031890299.1
OG0006751	XP_060400419.1	XP_031890201.1
OG0006752	XP_060400421.1	XP_031890202.1
OG0006753	XP_060400423.1	XP_031890200.1
OG0006754	XP_060400424.1	XP_031890197.1
OG0006755	XP_060400426.1	XP_031889999.1
OG0006756	XP_060400430.1	XP_031889994.1
OG0006757	XP_060400432.1	XP_031889993.1
OG0006758	XP_060400433.1	XP_031889997.2
OG0006759	XP_060400437.1	XP_031889992.1
OG0006760	XP_060400439.1	XP_031889995.2
OG0006761	XP_060400440.1	XP_031890211.1
OG0006762	XP_060400443.1	XP_031890208.1
OG0006763	XP_060400445.1	XP_031889947.1
OG0006764	XP_060400449.1	XP_031890209.1
OG0006765	XP_060400450.1	XP_031890241.1
OG0006766	XP_060400451.1	XP_031889956.1
OG0006767	XP_060400455.1	XP_031890172.1
OG0006768	XP_060400456.1	XP_031890173.1
OG0006769	XP_060400457.1	XP_031890011.1
OG0006770	XP_060400458.1	XP_031890009.2
OG0006771	XP_060400459.1	XP_031890010.1
OG0006772	XP_060400461.1	XP_031890119.1
OG0006773	XP_060400462.1	XP_031890019.1
OG0006774	XP_060400463.1	XP_031890117.1
OG0006775	XP_060400465.1	XP_031890012.1
OG0006776	XP_060400468.1	XP_031889965.1
OG0006777	XP_060400471.1	XP_031889959.1
OG0006778	XP_060400473.1	XP_066007870.1
OG0006779	XP_060400474.1	XP_031890220.1
OG0006780	XP_060400475.1	XP_066007871.1
OG0006781	XP_060400476.1	XP_031889952.2
OG0006782	XP_060400477.1	XP_031889951.1
OG0006783	XP_060400478.1	XP_031889954.2
OG0006784	XP_060400479.1	XP_031889953.1
OG0006785	XP_060400480.1	XP_031890245.1
OG0006786	XP_060400481.1	XP_031889968.1
OG0006787	XP_060400487.1	XP_031890188.1
OG0006788	XP_060400488.1	XP_031890207.2
OG0006789	XP_060400489.1	XP_031890186.1
OG0006790	XP_060400490.1	XP_031890187.1
OG0006791	XP_060400492.1	XP_031889949.1
OG0006792	XP_060400493.1	XP_031890205.1
OG0006793	XP_060400494.1	XP_031890206.1
OG0006794	XP_060400495.1	XP_031890195.1
OG0006795	XP_060400496.1	XP_031890194.1
OG0006796	XP_060400497.1	XP_031890185.1
OG0006797	XP_060400498.1	XP_031890184.1
OG0006798	XP_060400499.1	XP_066007861.1
OG0006799	XP_060400501.1	XP_031889970.1
OG0006800	XP_060400502.1	XP_031889971.1
OG0006801	XP_060400503.1	XP_031889972.1
OG0006802	XP_060400515.1	XP_031890156.1
OG0006803	XP_060400516.1	XP_031889973.1
OG0006804	XP_060400522.1	XP_031890007.1
OG0006805	XP_060400524.1	XP_031890159.1
OG0006806	XP_060400525.1	XP_031890225.1
OG0006807	XP_060400526.1	XP_031889939.1
OG0006808	XP_060400527.1	XP_031889944.1
OG0006809	XP_060400528.1	XP_031889943.1
OG0006810	XP_060400532.1	XP_066009084.1, XP_066007233.1, XP_031875666.1
OG0006811	XP_060400546.1	XP_031877390.1
OG0006812	XP_060400549.1	XP_031877409.1
OG0006813	XP_060400551.1	XP_031877408.1
OG0006814	XP_060400552.1	XP_031877407.1
OG0006815	XP_060400554.1	XP_031877424.1
OG0006816	XP_060400555.1	XP_031877423.2
OG0006817	XP_060400558.1	XP_031877439.1
OG0006818	XP_060400562.1	XP_031888998.1
OG0006819	XP_060400565.1	XP_031877393.1
OG0006820	XP_060400568.1	XP_031891135.1
OG0006821	XP_060400574.1	XP_031879283.1
OG0006822	XP_060400577.1	XP_031878996.1
OG0006823	XP_060400583.1	XP_031879368.1
OG0006824	XP_060400584.1	XP_031879367.1
OG0006825	XP_060400585.1	XP_031879369.1
OG0006826	XP_060400587.1	XP_031879388.1
OG0006827	XP_060400588.1	XP_031879266.1
OG0006828	XP_060400592.1	XP_031879267.1
OG0006829	XP_060400594.1	XP_066009967.1
OG0006830	XP_060400595.1	XP_031879396.1
OG0006831	XP_060400596.1	XP_031879290.1
OG0006832	XP_060400597.1	XP_031879288.1
OG0006833	XP_060400598.1	XP_031879313.1
OG0006834	XP_060400599.1	XP_031879291.1
OG0006835	XP_060400603.1	XP_031879350.1
OG0006836	XP_060400604.1	XP_031879351.1
OG0006837	XP_060400605.1	XP_031879272.1
OG0006838	XP_060400606.1	XP_031879348.1
OG0006839	XP_060400607.1	XP_031879319.1
OG0006840	XP_060400608.1	XP_031879320.2
OG0006841	XP_060400611.1	XP_031879394.2
OG0006842	XP_060400613.1	XP_031879315.1
OG0006843	XP_060400614.1	XP_031879365.1
OG0006844	XP_060400616.1	XP_031879271.1
OG0006845	XP_060400619.1	XP_031879312.2
OG0006846	XP_060400625.1	XP_031879294.1
OG0006847	XP_060400626.1	XP_031879297.1
OG0006848	XP_060400628.1	XP_031878864.1
OG0006849	XP_060400633.1	XP_031888122.1
OG0006850	XP_060400640.1	XP_031878247.1
OG0006851	XP_060400643.1	XP_031878201.1
OG0006852	XP_060400644.1	XP_031878200.1
OG0006853	XP_060400647.1	XP_031878205.1
OG0006854	XP_060400652.1	XP_031878194.1
OG0006855	XP_060400655.1	XP_031878195.1
OG0006856	XP_060400657.1	XP_031878227.1
OG0006857	XP_060400658.1	XP_031878253.1
OG0006858	XP_060400659.1	XP_031878226.1
OG0006859	XP_060400660.1	XP_031878230.1
OG0006860	XP_060400665.1	XP_031878228.1
OG0006861	XP_060400666.1	XP_031878254.1
OG0006862	XP_060400668.1	XP_031875553.2
OG0006863	XP_060400672.1	XP_031879380.1
OG0006864	XP_060400676.1	XP_031879311.1
OG0006865	XP_060400677.1	XP_031879391.1
OG0006866	XP_060400680.1	XP_031878214.1
OG0006867	XP_060400683.1	XP_031878216.1
OG0006868	XP_060400687.1	XP_031880082.1
OG0006869	XP_060400689.1	XP_031878239.1
OG0006870	XP_060400691.1	XP_031878243.1
OG0006871	XP_060400692.1	XP_031878224.1
OG0006872	XP_060400693.1	XP_031878242.1
OG0006873	XP_060400695.1	XP_031891048.2
OG0006874	XP_060400699.1	XP_031878245.1
OG0006875	XP_060400700.1	XP_031878218.1
OG0006876	XP_060400701.1	XP_031878189.1
OG0006877	XP_060400703.1	XP_031878250.1
OG0006878	XP_060400704.1	XP_031878249.1
OG0006879	XP_060400706.1	XP_031878204.1
OG0006880	XP_060400714.1	XP_031879332.1
OG0006881	XP_060400715.1	XP_031879318.1
OG0006882	XP_060400718.1	XP_031879328.1
OG0006883	XP_060400722.1	XP_031879299.1
OG0006884	XP_060400757.1	XP_031875604.1
OG0006885	XP_060400758.1	XP_031875599.1
OG0006886	XP_060400759.1	XP_031875605.1
OG0006887	XP_060400760.1	XP_031875592.1
OG0006888	XP_060400764.1	XP_031891435.1
OG0006889	XP_060400765.1	XP_031879930.1
OG0006890	XP_060400766.1	XP_031879405.1
OG0006891	XP_060400767.1	XP_031891645.1
OG0006892	XP_060400772.1	XP_031891646.2
OG0006893	XP_060400773.1	XP_031891439.1
OG0006894	XP_060400774.1	XP_031891438.1
OG0006895	XP_060400777.1	XP_066010010.1
OG0006896	XP_060400778.1	XP_031891379.1
OG0006897	XP_060400779.1	XP_031891385.1
OG0006898	XP_060400780.1	XP_031891384.1
OG0006899	XP_060400781.1	XP_031891387.1
OG0006900	XP_060400783.1	XP_031891381.1
OG0006901	XP_060400784.1	XP_031891380.1
OG0006902	XP_060400785.1	XP_031891382.1
OG0006903	XP_060400788.1	XP_031891651.1
OG0006904	XP_060400789.1	XP_031891652.2
OG0006905	XP_060400790.1	XP_031891649.1
OG0006906	XP_060400797.1	XP_031891285.1
OG0006907	XP_060400799.1	XP_031891282.1
OG0006908	XP_060400800.1	XP_031891284.1
OG0006909	XP_060400802.1	XP_031891290.1
OG0006910	XP_060400805.1	XP_031891287.1
OG0006911	XP_060400806.1	XP_031891288.1
OG0006912	XP_060400807.1	XP_031891280.1
OG0006913	XP_060400808.1	XP_066009645.1
OG0006914	XP_060400809.1	XP_031891536.1
OG0006915	XP_060400810.1	XP_031891535.1
OG0006916	XP_060400815.1	XP_031891533.1
OG0006917	XP_060400816.1	XP_031891534.1
OG0006918	XP_060400818.1	XP_031891316.1
OG0006919	XP_060400820.1	XP_031891315.1
OG0006920	XP_060400821.1	XP_031891314.1
OG0006921	XP_060400823.1	XP_031891311.1
OG0006922	XP_060400824.1	XP_031891318.1
OG0006923	XP_060400825.1	XP_031891319.1
OG0006924	XP_060400827.1	XP_031891564.1
OG0006925	XP_060400828.1	XP_031891565.1
OG0006926	XP_060400830.1	XP_066009655.1
OG0006927	XP_060400859.1	XP_031887050.1
OG0006928	XP_060400861.1	XP_031887048.1
OG0006929	XP_060400862.1	XP_031887047.1
OG0006930	XP_060400863.1	XP_031886988.1
OG0006931	XP_060400864.1	XP_031886989.1
OG0006932	XP_060400865.1	XP_031886987.1
OG0006933	XP_060400866.1	XP_031886924.1
OG0006934	XP_060400868.1	XP_031886935.1
OG0006935	XP_060400869.1	XP_031886984.1
OG0006936	XP_060400870.1	XP_031886985.1
OG0006937	XP_060400872.1	XP_031886954.1
OG0006938	XP_060400874.1	XP_031886956.1
OG0006939	XP_060400879.1	XP_031892132.1, XP_031878819.1
OG0006940	XP_060400882.1	XP_031886878.1
OG0006941	XP_060400885.1	XP_031886952.2
OG0006942	XP_060400886.1	XP_031886879.1
OG0006943	XP_060400887.1	XP_031886880.1
OG0006944	XP_060400888.1	XP_031886881.1
OG0006945	XP_060400889.1	XP_031886874.1
OG0006946	XP_060400890.1	XP_066009449.1
OG0006947	XP_060400892.1	XP_031886876.1
OG0006948	XP_060400893.1	XP_066009448.1
OG0006949	XP_060400896.1	XP_031886882.1
OG0006950	XP_060400897.1	XP_031886883.1
OG0006951	XP_060400898.1	XP_031887007.1
OG0006952	XP_060400899.1	XP_031887006.1
OG0006953	XP_060400901.1	XP_066009347.1
OG0006954	XP_060400902.1	XP_031887004.1
OG0006955	XP_060400903.1	XP_031887011.1
OG0006956	XP_060400907.1	XP_066009596.1
OG0006957	XP_060400912.1	XP_031887003.1
OG0006958	XP_060400913.1	XP_066009523.1
OG0006959	XP_060400914.1	XP_031886834.1
OG0006960	XP_060400915.1	XP_031886830.1
OG0006961	XP_060400916.1	XP_031886831.1
OG0006962	XP_060400917.1	XP_031886836.1
OG0006963	XP_060400921.1	XP_031886865.1
OG0006964	XP_060400922.1	XP_031886828.1
OG0006965	XP_060400927.1	XP_031887122.1
OG0006966	XP_060400928.1	XP_031887120.1
OG0006967	XP_060400929.1	XP_031887124.1
OG0006968	XP_060400930.1	XP_031887123.1
OG0006969	XP_060400938.1	XP_031887103.1
OG0006970	XP_060400939.1	XP_031887102.1
OG0006971	XP_060400941.1	XP_031887101.1
OG0006972	XP_060400943.1	XP_031887105.1
OG0006973	XP_060400946.1	XP_031880706.1
OG0006974	XP_060400947.1	XP_031880707.1
OG0006975	XP_060400948.1	XP_031880749.1
OG0006976	XP_060400949.1	XP_031880637.1
OG0006977	XP_060400950.1	XP_031880763.1
OG0006978	XP_060400951.1	XP_031880762.1
OG0006979	XP_060400952.1	XP_031880764.1
OG0006980	XP_060400953.1	XP_031880743.1
OG0006981	XP_060400954.1	XP_031880760.1
OG0006982	XP_060400958.1	XP_031880683.1
OG0006983	XP_060400959.1	XP_031880680.1
OG0006984	XP_060400960.1	XP_031880681.2
OG0006985	XP_060400961.1	XP_031880679.1
OG0006986	XP_060400962.1	XP_031880708.1
OG0006987	XP_060400963.1	XP_031880677.1
OG0006988	XP_060400964.1	XP_031880678.1
OG0006989	XP_060400965.1	XP_031880684.1
OG0006990	XP_060400967.1	XP_031880664.1
OG0006991	XP_060400968.1	XP_031880663.1
OG0006992	XP_060400970.1	XP_031880758.1
OG0006993	XP_060400971.1	XP_031880662.2
OG0006994	XP_060400973.1	XP_031880661.1
OG0006995	XP_060400976.1	XP_031880751.1
OG0006996	XP_060400977.1	XP_031880757.1
OG0006997	XP_060400978.1	XP_031880739.1
OG0006998	XP_060400981.1	XP_031891529.1
OG0006999	XP_060400982.1	XP_031891532.1
OG0007000	XP_060400987.1	XP_031891531.1
OG0007001	XP_060400988.1	XP_031891526.1
OG0007002	XP_060400989.1	XP_031891525.1
OG0007003	XP_060400992.1	XP_031891528.1
OG0007004	XP_060400994.1	XP_031891524.1
OG0007005	XP_060400995.1	XP_031891240.1
OG0007006	XP_060400996.1	XP_031891241.1
OG0007007	XP_060400997.1	XP_066009550.1
OG0007008	XP_060400999.1	XP_031891243.2
OG0007009	XP_060401000.1	XP_031891244.1
OG0007010	XP_060401002.1	XP_031891246.1
OG0007011	XP_060401003.1	XP_031891248.1
OG0007012	XP_060401004.1	XP_031891249.1
OG0007013	XP_060401006.1	XP_031891497.1
OG0007014	XP_060401008.1	XP_031891495.1
OG0007015	XP_060401009.1	XP_031891494.1
OG0007016	XP_060401010.1	XP_031891493.1
OG0007017	XP_060401011.1	XP_031891492.1
OG0007018	XP_060401015.1	XP_031891500.1
OG0007019	XP_060401018.1	XP_031891200.1
OG0007020	XP_060401019.1	XP_031891203.1
OG0007021	XP_060401020.1	XP_031891202.1
OG0007022	XP_060401021.1	XP_031891205.2
OG0007023	XP_060401022.1	XP_031891204.1
OG0007024	XP_060401023.1	XP_031891207.1
OG0007025	XP_060401024.1	XP_031891206.1
OG0007026	XP_060401025.1	XP_066009412.1
OG0007027	XP_060401026.1	XP_031891452.1
OG0007028	XP_060401027.1	XP_031891457.1
OG0007029	XP_060401028.1	XP_031891455.1
OG0007030	XP_060401029.1	XP_031891456.1
OG0007031	XP_060401030.1	XP_031891459.1
OG0007032	XP_060401031.1	XP_031891460.1
OG0007033	XP_060401033.1	XP_031891220.2
OG0007034	XP_060401034.1	XP_031891219.2
OG0007035	XP_060401035.1	XP_031891218.1
OG0007036	XP_060401036.1	XP_031891217.1
OG0007037	XP_060401037.1	XP_031880729.1
OG0007038	XP_060401038.1	XP_031880728.1
OG0007039	XP_060401040.1	XP_031880734.1
OG0007040	XP_060401041.1	XP_031880733.1
OG0007041	XP_060401042.1	XP_066009492.1
OG0007042	XP_060401043.1	XP_031880737.1
OG0007043	XP_060401044.1	XP_031880736.1
OG0007044	XP_060401046.1	XP_031880742.1
OG0007045	XP_060401048.1	XP_031880682.1
OG0007046	XP_060401049.1	XP_031891530.1
OG0007047	XP_060401050.1	XP_031891271.1
OG0007048	XP_060401051.1	XP_031891270.1
OG0007049	XP_060401052.1	XP_066009560.1
OG0007050	XP_060401054.1	XP_031891272.1
OG0007051	XP_060401055.1	XP_031891275.1
OG0007052	XP_060401056.1	XP_031891274.1
OG0007053	XP_060401058.1	XP_031891276.1
OG0007054	XP_060401059.1	XP_031891279.1
OG0007055	XP_060401060.1	XP_066009559.1
OG0007056	XP_060401061.1	XP_031880643.1
OG0007057	XP_060401062.1	XP_031880650.1
OG0007058	XP_060401063.1	XP_031880748.1
OG0007059	XP_060401064.1	XP_031880648.1
OG0007060	XP_060401066.1	XP_031880645.1
OG0007061	XP_060401068.1	XP_066009367.1
OG0007062	XP_060401069.1	XP_031880747.1
OG0007063	XP_060401070.1	XP_031880715.1
OG0007064	XP_060401071.1	XP_031880714.1
OG0007065	XP_060401072.1	XP_031880746.1
OG0007066	XP_060401073.1	XP_031880720.1
OG0007067	XP_060401074.1	XP_031880722.1
OG0007068	XP_060401076.1	XP_031880721.1
OG0007069	XP_060401077.1	XP_031880717.1
OG0007070	XP_060401078.1	XP_066009525.1
OG0007071	XP_060401080.1	XP_066009526.1
OG0007072	XP_060401081.1	XP_031880660.1
OG0007073	XP_060401087.1	XP_031880655.2
OG0007074	XP_060401105.1	XP_031891815.1
OG0007075	XP_060401106.1	XP_031891715.1
OG0007076	XP_060401107.1	XP_031891716.1
OG0007077	XP_060401108.1	XP_031891717.1
OG0007078	XP_060401109.1	XP_031891998.1
OG0007079	XP_060401110.1	XP_031891996.1
OG0007080	XP_060401112.1	XP_031892001.1
OG0007081	XP_060401113.1	XP_031892002.1
OG0007082	XP_060401114.1	XP_031891999.1
OG0007083	XP_060401115.1	XP_031892000.1
OG0007084	XP_060401116.1	XP_031892249.1
OG0007085	XP_060401120.1	XP_031892259.1
OG0007086	XP_060401121.1	XP_031892260.1
OG0007087	XP_060401122.1	XP_031891954.1
OG0007088	XP_060401123.1	XP_031891662.1
OG0007089	XP_060401125.1	XP_031891668.1
OG0007090	XP_060401126.1	XP_031891956.1
OG0007091	XP_060401127.1	XP_031891671.1
OG0007092	XP_060401132.1	XP_031892044.1
OG0007093	XP_060401133.1	XP_031892047.1
OG0007094	XP_060401135.1	XP_031892050.1
OG0007095	XP_060401136.1	XP_031892051.1
OG0007096	XP_060401137.1	XP_031892052.1
OG0007097	XP_060401141.1	XP_031876272.2
OG0007098	XP_060401144.1	XP_031876275.2
OG0007099	XP_060401148.1	XP_031876273.1
OG0007100	XP_060401150.1	XP_031876258.1
OG0007101	XP_060401151.1	XP_031883492.1
OG0007102	XP_060401154.1	XP_031882347.2
OG0007103	XP_060401155.1	XP_031893543.1
OG0007104	XP_060401162.1	XP_031893541.2
OG0007105	XP_060401164.1	XP_031893539.1
OG0007106	XP_060401165.1	XP_031893538.1
OG0007107	XP_060401167.1	XP_031893207.1
OG0007108	XP_060401170.1	XP_031893209.1
OG0007109	XP_060401171.1	XP_031893208.1
OG0007110	XP_060401172.1	XP_031882232.1
OG0007111	XP_060401174.1	XP_031893534.1
OG0007112	XP_060401176.1	XP_031893200.1
OG0007113	XP_060401177.1	XP_031893201.1
OG0007114	XP_060401178.1	XP_031893569.1
OG0007115	XP_060401183.1	XP_031893565.1
OG0007116	XP_060401189.1	XP_031893120.1
OG0007117	XP_060401192.1	XP_031893123.1
OG0007118	XP_060401196.1	XP_031893124.1
OG0007119	XP_060401202.1	XP_031893505.2
OG0007120	XP_060401203.1	XP_031893504.1
OG0007121	XP_060401205.1	XP_031893509.1
OG0007122	XP_060401206.1	XP_031893508.1
OG0007123	XP_060401208.1	XP_031882584.1
OG0007124	XP_060401213.1	XP_031893487.1
OG0007125	XP_060401216.1	XP_066009025.1
OG0007126	XP_060401217.1	XP_066009028.1
OG0007127	XP_060401218.1	XP_031893359.1
OG0007128	XP_060401220.1	XP_031893352.2
OG0007129	XP_060401221.1	XP_031892955.1
OG0007130	XP_060401223.1	XP_031892957.2
OG0007131	XP_060401224.1	XP_031892958.1
OG0007132	XP_060401229.1	XP_031892953.1
OG0007133	XP_060401234.1	XP_031893354.1
OG0007134	XP_060401237.1	XP_031893358.1
OG0007135	XP_060401243.1	XP_031893377.1
OG0007136	XP_060401244.1	XP_031893409.1
OG0007137	XP_060401245.1	XP_031893412.1
OG0007138	XP_060401252.1	XP_031893415.1
OG0007139	XP_060401255.1	XP_031892923.2
OG0007140	XP_060401257.1	XP_031893046.1
OG0007141	XP_060401258.1	XP_066009008.1
OG0007142	XP_060401261.1	XP_031892889.1
OG0007143	XP_060401262.1	XP_031892894.1
OG0007144	XP_060401263.1	XP_031880982.1
OG0007145	XP_060401267.1	XP_031881772.1
OG0007146	XP_060401271.1	XP_031892930.1
OG0007147	XP_060401275.1	XP_031893060.1
OG0007148	XP_060401277.1	XP_066007978.1
OG0007149	XP_060401278.1	XP_031893062.1
OG0007150	XP_060401280.1	XP_031893154.1
OG0007151	XP_060401282.1	XP_031893157.1
OG0007152	XP_060401286.1	XP_031893162.1
OG0007153	XP_060401291.1	XP_066008897.1
OG0007154	XP_060401296.1	XP_031893133.1
OG0007155	XP_060401297.1	XP_031893525.1
