Orthogroup	Colletotrichum_abscissum	Colletotrichum_truncatum
OG0005277	XP_060396869.1	XP_036589816.1
OG0005278	XP_060396870.1	XP_036589815.1
OG0005279	XP_060396872.1	XP_036589814.1
OG0005280	XP_060396873.1	XP_036589813.1
OG0005281	XP_060396875.1	XP_036589812.1
OG0005282	XP_060396878.1	XP_036589811.1
OG0005283	XP_060396879.1	XP_036589810.1
OG0005284	XP_060396881.1	XP_036589808.1
OG0005285	XP_060396882.1	XP_036589807.1
OG0005286	XP_060396883.1	XP_036589806.1
OG0005287	XP_060396884.1	XP_036589804.1
OG0005288	XP_060396885.1	XP_036589803.1
OG0005289	XP_060396886.1	XP_036589802.1
OG0005290	XP_060396888.1	XP_036589800.1
OG0005291	XP_060396890.1	XP_036589796.1
OG0005292	XP_060396893.1	XP_036589794.1
OG0005293	XP_060396894.1	XP_036589791.2
OG0005294	XP_060396895.1	XP_036589790.2
OG0005295	XP_060396896.1	XP_036589789.1
OG0005296	XP_060396897.1	XP_036589819.1
OG0005297	XP_060396898.1	XP_036589820.1
OG0005298	XP_060396899.1	XP_036589821.1
OG0005299	XP_060396900.1	XP_036589822.1
OG0005300	XP_060396901.1	XP_070062328.1
OG0005301	XP_060396903.1	XP_036589826.1
OG0005302	XP_060396904.1	XP_036589827.1
OG0005303	XP_060396905.1	XP_036589828.1
OG0005304	XP_060396911.1	XP_036589850.1
OG0005305	XP_060396913.1	XP_036589851.1
OG0005306	XP_060396914.1	XP_036589852.1
OG0005307	XP_060396915.1	XP_036589853.1
OG0005308	XP_060396918.1	XP_036589619.1
OG0005309	XP_060396921.1	XP_070062299.1
OG0005310	XP_060396927.1	XP_036589601.1
OG0005311	XP_060396929.1	XP_036589635.1
OG0005312	XP_060396933.1	XP_070062303.1
OG0005314	XP_060396938.1	XP_036589657.1
OG0005315	XP_060396942.1	XP_036589660.1
OG0005316	XP_060396943.1	XP_036589661.1
OG0005317	XP_060396945.1	XP_036589662.1
OG0005318	XP_060396946.1	XP_036589663.1
OG0005319	XP_060396947.1	XP_036589664.1
OG0005320	XP_060396948.1	XP_036589665.1
OG0005321	XP_060396949.1	XP_036589666.1
OG0005322	XP_060396950.1	XP_036589667.1
OG0005323	XP_060396951.1	XP_070062305.1
OG0005324	XP_060396952.1	XP_036589669.1
OG0005325	XP_060396954.1	XP_070062306.1
OG0005326	XP_060396956.1	XP_036589672.1
OG0005327	XP_060396957.1	XP_036589677.1
OG0005328	XP_060396958.1	XP_036589676.1
OG0005329	XP_060396961.1	XP_036589674.1
OG0005330	XP_060396964.1	XP_036589679.2
OG0005331	XP_060396968.1	XP_036589680.1
OG0005332	XP_060396969.1	XP_036589681.2
OG0005333	XP_060396971.1	XP_036589682.1
OG0005334	XP_060396972.1	XP_036589683.1
OG0005335	XP_060396973.1	XP_036589684.2
OG0005336	XP_060396975.1	XP_036589685.1
OG0005337	XP_060396976.1	XP_036589686.1
OG0005338	XP_060396978.1	XP_036589688.1
OG0005339	XP_060396980.1	XP_036589690.1
OG0005340	XP_060396982.1	XP_036589691.1
OG0005341	XP_060396983.1	XP_036589692.1
OG0005342	XP_060396984.1	XP_036589693.1
OG0005343	XP_060396985.1	XP_036589694.1
OG0005344	XP_060396986.1	XP_036589695.1
OG0005345	XP_060396989.1	XP_036589698.1
OG0005346	XP_060396990.1	XP_036589699.2
OG0005347	XP_060396992.1	XP_070062310.1
OG0005348	XP_060396994.1	XP_036589701.2
OG0005349	XP_060396995.1	XP_036589702.1
OG0005350	XP_060396997.1	XP_036589704.2
OG0005351	XP_060396998.1	XP_036589705.1
OG0005352	XP_060396999.1	XP_070062312.1
OG0005353	XP_060397000.1	XP_036589707.1
OG0005354	XP_060397001.1	XP_036589708.1
OG0005355	XP_060397002.1	XP_070062313.1
OG0005356	XP_060397003.1	XP_036589711.1
OG0005357	XP_060397004.1	XP_070062314.1
OG0005358	XP_060397006.1	XP_036589713.1
OG0005359	XP_060397007.1	XP_036589714.1
OG0005360	XP_060397009.1	XP_036589716.1
OG0005361	XP_060397010.1	XP_036589717.1
OG0005362	XP_060397011.1	XP_070062315.1
OG0005363	XP_060397012.1	XP_036589719.1
OG0005364	XP_060397013.1	XP_036589720.2
OG0005365	XP_060397026.1	XP_036578907.2
OG0005366	XP_060397027.1	XP_036578906.1
OG0005367	XP_060397028.1	XP_036578900.1
OG0005368	XP_060397029.1	XP_036578901.1
OG0005369	XP_060397030.1	XP_036578902.1
OG0005370	XP_060397031.1	XP_036578903.1
OG0005371	XP_060397032.1	XP_036578904.1
OG0005372	XP_060397033.1	XP_036578905.2
OG0005373	XP_060397037.1	XP_036578893.1
OG0005374	XP_060397038.1	XP_036578890.1
OG0005375	XP_060397040.1	XP_036578889.1
OG0005376	XP_060397041.1	XP_036578888.1
OG0005377	XP_060397042.1	XP_036578884.2
OG0005378	XP_060397044.1	XP_070061351.1
OG0005379	XP_060397049.1	XP_036578880.1
OG0005380	XP_060397057.1	XP_036576718.1
OG0005381	XP_060397064.1	XP_070061353.1
OG0005382	XP_060397065.1	XP_036578872.1
OG0005383	XP_060397067.1	XP_036578871.1
OG0005384	XP_060397068.1	XP_036578860.2
OG0005385	XP_060397070.1	XP_036578858.1
OG0005386	XP_060397072.1	XP_036578909.1
OG0005387	XP_060397078.1	XP_070061355.1
OG0005388	XP_060397079.1	XP_036578835.1
OG0005389	XP_060397081.1	XP_036578836.1
OG0005390	XP_060397082.1	XP_036578837.1
OG0005391	XP_060397083.1	XP_036578838.1
OG0005392	XP_060397085.1	XP_036578840.1
OG0005393	XP_060397087.1	XP_036578841.1
OG0005394	XP_060397089.1	XP_036578843.1
OG0005395	XP_060397090.1	XP_036578844.1
OG0005396	XP_060397091.1	XP_036578845.1
OG0005397	XP_060397092.1	XP_036578846.1
OG0005398	XP_060397093.1	XP_036578847.1
OG0005399	XP_060397094.1	XP_036578849.1
OG0005400	XP_060397095.1	XP_036578850.1
OG0005401	XP_060397096.1	XP_036578851.1
OG0005402	XP_060397097.1	XP_036578852.1
OG0005403	XP_060397099.1	XP_036580099.1
OG0005404	XP_060397108.1	XP_036589192.1
OG0005405	XP_060397109.1	XP_036589193.1
OG0005406	XP_060397113.1	XP_036582403.1
OG0005407	XP_060397115.1	XP_036582254.1
OG0005408	XP_060397117.1	XP_036589197.1
OG0005409	XP_060397120.1	XP_036589199.1
OG0005410	XP_060397121.1	XP_036589200.2
OG0005411	XP_060397122.1	XP_036589201.2
OG0005412	XP_060397124.1	XP_036589202.1
OG0005413	XP_060397128.1	XP_036589206.1
OG0005414	XP_060397129.1	XP_036589207.2
OG0005415	XP_060397131.1	XP_070061371.1
OG0005416	XP_060397134.1	XP_036589210.1
OG0005417	XP_060397135.1	XP_036589211.1
OG0005418	XP_060397136.1	XP_036589212.1
OG0005419	XP_060397137.1	XP_036589213.1
OG0005420	XP_060397138.1	XP_036589214.1
OG0005421	XP_060397139.1	XP_036589215.1
OG0005422	XP_060397140.1	XP_036589216.1
OG0005423	XP_060397144.1	XP_070061370.1
OG0005424	XP_060397145.1	XP_036589218.1
OG0005425	XP_060397148.1	XP_036589220.1
OG0005426	XP_060397149.1	XP_036589221.1
OG0005427	XP_060397152.1	XP_036589223.2
OG0005428	XP_060397155.1	XP_070061369.1
OG0005429	XP_060397159.1	XP_036589230.1
OG0005430	XP_060397160.1	XP_036589235.1
OG0005431	XP_060397161.1	XP_036589236.2
OG0005432	XP_060397168.1	XP_036589237.1
OG0005433	XP_060397169.1	XP_036589238.2
OG0005434	XP_060397170.1	XP_036589244.1
OG0005435	XP_060397171.1	XP_036589243.1
OG0005436	XP_060397172.1	XP_070061364.1
OG0005437	XP_060397173.1	XP_036589241.1
OG0005438	XP_060397174.1	XP_070061365.1
OG0005439	XP_060397175.1	XP_036589239.1
OG0005440	XP_060397176.1	XP_036589245.1
OG0005441	XP_060397177.1	XP_036589246.1
OG0005442	XP_060397214.1	XP_036577730.2
OG0005444	XP_060397290.1	XP_036580132.1
OG0005445	XP_060397291.1	XP_036580133.1
OG0005446	XP_060397293.1	XP_036580125.1
OG0005447	XP_060397294.1	XP_036580124.1
OG0005448	XP_060397295.1	XP_036580123.1
OG0005449	XP_060397296.1	XP_036580119.1
OG0005450	XP_060397297.1	XP_070061812.1
OG0005451	XP_060397300.1	XP_036580116.1
OG0005452	XP_060397309.1	XP_036580137.1
OG0005453	XP_060397310.1	XP_070061810.1
OG0005454	XP_060397321.1	XP_036580104.1
OG0005455	XP_060397322.1	XP_070061817.1
OG0005456	XP_060397323.1	XP_036586501.1
OG0005457	XP_060397326.1	XP_036574816.2
OG0005458	XP_060397327.1	XP_070061821.1
OG0005459	XP_060397328.1	XP_036574818.1
OG0005460	XP_060397329.1	XP_036574819.1
OG0005461	XP_060397330.1	XP_036574812.1
OG0005462	XP_060397338.1	XP_036581787.1
OG0005463	XP_060397354.1	XP_036574801.1
OG0005464	XP_060397358.1	XP_070061825.1
OG0005465	XP_060397361.1	XP_036574803.1
OG0005466	XP_060397368.1	XP_036582213.1
OG0005467	XP_060397378.1	XP_036574824.1
OG0005468	XP_060397396.1	XP_036578058.1
OG0005469	XP_060397398.1, XP_060399283.1	XP_036581745.1
OG0005470	XP_060397405.1	XP_036580358.1
OG0005471	XP_060397406.1	XP_036577662.1
OG0005472	XP_060397419.1	XP_036574151.1
OG0005473	XP_060397421.1	XP_036578111.1
OG0005474	XP_060397424.1	XP_036578109.2
OG0005475	XP_060397426.1	XP_036579802.1
OG0005476	XP_060397435.1	XP_036578095.1
OG0005477	XP_060397436.1	XP_036580884.1
OG0005478	XP_060397438.1	XP_036578084.1
OG0005479	XP_060397439.1	XP_036578083.1
OG0005480	XP_060397440.1	XP_036578082.1
OG0005481	XP_060397442.1	XP_036578081.1
OG0005482	XP_060397448.1	XP_036578077.2
OG0005483	XP_060397450.1	XP_036578074.1
OG0005484	XP_060397451.1	XP_036578072.2
OG0005485	XP_060397453.1	XP_036578071.1
OG0005486	XP_060397455.1	XP_036578069.1
OG0005487	XP_060397456.1	XP_070061832.1
OG0005488	XP_060397457.1	XP_070061836.1
OG0005489	XP_060397461.1	XP_036578103.1
OG0005490	XP_060397463.1	XP_036578102.1
OG0005491	XP_060397464.1	XP_036578101.1
OG0005492	XP_060397466.1	XP_036578106.1
OG0005493	XP_060397470.1	XP_036578114.1
OG0005494	XP_060397471.1	XP_036578115.1
OG0005495	XP_060397474.1	XP_036578132.1
OG0005496	XP_060397476.1	XP_036578130.1
OG0005497	XP_060397477.1	XP_036578129.2
OG0005498	XP_060397478.1	XP_036578128.1
OG0005499	XP_060397479.1	XP_036578125.1
OG0005500	XP_060397480.1	XP_070061840.1
OG0005501	XP_060397487.1	XP_070061838.1
OG0005502	XP_060397505.1	XP_070062468.1
OG0005503	XP_060397506.1	XP_036579213.1
OG0005504	XP_060397508.1	XP_036579212.1
OG0005505	XP_060397509.1	XP_036579211.1
OG0005506	XP_060397513.1	XP_036579208.1
OG0005507	XP_060397515.1	XP_070062467.1
OG0005508	XP_060397517.1	XP_036579203.1
OG0005509	XP_060397518.1	XP_036579202.1
OG0005510	XP_060397519.1	XP_036579201.1
OG0005511	XP_060397520.1	XP_036579200.1
OG0005512	XP_060397522.1	XP_036579198.1
OG0005513	XP_060397523.1	XP_036579197.1
OG0005514	XP_060397524.1	XP_036579196.1
OG0005515	XP_060397525.1	XP_036579195.1
OG0005516	XP_060397526.1	XP_036579194.1
OG0005517	XP_060397527.1	XP_036579193.2
OG0005518	XP_060397529.1	XP_036579192.2
OG0005519	XP_060397530.1	XP_036579191.1
OG0005520	XP_060397531.1	XP_036579190.1
OG0005521	XP_060397532.1	XP_036579189.1
OG0005522	XP_060397533.1	XP_036579188.1
OG0005523	XP_060397534.1	XP_070062465.1
OG0005524	XP_060397536.1	XP_036579185.1
OG0005525	XP_060397537.1	XP_036579184.1
OG0005526	XP_060397538.1	XP_036579183.2
OG0005527	XP_060397539.1	XP_036579182.1
OG0005528	XP_060397541.1	XP_036579181.1
OG0005529	XP_060397542.1	XP_036579180.1
OG0005530	XP_060397545.1	XP_036579178.1
OG0005531	XP_060397546.1	XP_070062463.1
OG0005532	XP_060397547.1	XP_036579176.2
OG0005533	XP_060397548.1	XP_070062462.1
OG0005534	XP_060397557.1	XP_036579173.2
OG0005535	XP_060397558.1	XP_036579172.1
OG0005536	XP_060397559.1	XP_036579171.1
OG0005537	XP_060397560.1	XP_036579170.1
OG0005538	XP_060397561.1	XP_036579169.1
OG0005539	XP_060397562.1	XP_036579168.1
OG0005540	XP_060397565.1	XP_036579167.1
OG0005541	XP_060397566.1	XP_036579166.1
OG0005542	XP_060397567.1	XP_036579165.1
OG0005543	XP_060397568.1	XP_036579164.1
OG0005544	XP_060397570.1	XP_036579162.1
OG0005545	XP_060397571.1	XP_036579161.1
OG0005546	XP_060397573.1	XP_070062459.1
OG0005547	XP_060397575.1	XP_036579158.1
OG0005548	XP_060397576.1	XP_036579157.1
OG0005549	XP_060397578.1	XP_036579155.1
OG0005550	XP_060397579.1	XP_036579154.1
OG0005551	XP_060397580.1	XP_036579153.1
OG0005552	XP_060397581.1	XP_036579152.1
OG0005553	XP_060397582.1	XP_036579151.1
OG0005554	XP_060397583.1	XP_070062458.1
OG0005555	XP_060397584.1	XP_036579149.1
OG0005556	XP_060397585.1	XP_070062457.1
OG0005557	XP_060397586.1	XP_036579147.1
OG0005558	XP_060397591.1	XP_036579145.1
OG0005559	XP_060397592.1	XP_036579144.1
OG0005560	XP_060397598.1	XP_036579140.1
OG0005561	XP_060397600.1	XP_036579141.1
OG0005562	XP_060397601.1	XP_036579142.1
OG0005563	XP_060397602.1	XP_036579143.1
OG0005564	XP_060397603.1	XP_036579137.1
OG0005565	XP_060397604.1	XP_036579136.1
OG0005566	XP_060397605.1	XP_036579135.1
OG0005567	XP_060397606.1	XP_036581351.1
OG0005568	XP_060397607.1	XP_036579134.1
OG0005569	XP_060397615.1	XP_036575716.1
OG0005570	XP_060397620.1	XP_036575721.1
OG0005571	XP_060397621.1	XP_036575722.1
OG0005572	XP_060397623.1	XP_070062449.1
OG0005573	XP_060397624.1	XP_036575725.1
OG0005574	XP_060397627.1	XP_070062445.1
OG0005575	XP_060397628.1	XP_036575702.1
OG0005576	XP_060397635.1	XP_036575692.1
OG0005577	XP_060397637.1	XP_036575694.1
OG0005578	XP_060397638.1	XP_036575695.1
OG0005579	XP_060397639.1	XP_036575696.1
OG0005580	XP_060397641.1	XP_070062407.1
OG0005581	XP_060397642.1	XP_036575679.1
OG0005582	XP_060397644.1	XP_036575677.1
OG0005583	XP_060397647.1	XP_036575704.1
OG0005584	XP_060397648.1	XP_036575707.2
OG0005585	XP_060397649.1	XP_036575708.1
OG0005586	XP_060397650.1	XP_036575709.1
OG0005587	XP_060397651.1	XP_036575710.1
OG0005588	XP_060397661.1	XP_036575685.1
OG0005589	XP_060397664.1	XP_036575681.1
OG0005590	XP_060397669.1	XP_036575673.1
OG0005591	XP_060397670.1	XP_036575674.1
OG0005592	XP_060397672.1	XP_036583654.1
OG0005593	XP_060397676.1	XP_036575666.1
OG0005594	XP_060397685.1	XP_036582040.1
OG0005595	XP_060397686.1	XP_036574569.1
OG0005596	XP_060397687.1	XP_036574575.1
OG0005597	XP_060397688.1	XP_070062436.1
OG0005598	XP_060397689.1	XP_036574572.1
OG0005599	XP_060397691.1	XP_036574571.1
OG0005600	XP_060397693.1	XP_036574570.1
OG0005601	XP_060397719.1	XP_036576664.1
OG0005602	XP_060397722.1	XP_036576661.1
OG0005603	XP_060397724.1	XP_036576660.1
OG0005604	XP_060397725.1	XP_070060444.1
OG0005605	XP_060397726.1	XP_070060443.1
OG0005606	XP_060397727.1	XP_070060442.1
OG0005607	XP_060397728.1	XP_036576658.1
OG0005608	XP_060397729.1	XP_036576657.1
OG0005609	XP_060397731.1	XP_036576656.1
OG0005610	XP_060397734.1	XP_036576654.1
OG0005611	XP_060397738.1	XP_036576651.1
OG0005612	XP_060397740.1	XP_036576650.1
OG0005613	XP_060397741.1	XP_036576649.1
OG0005614	XP_060397742.1	XP_036576648.1
OG0005615	XP_060397744.1	XP_036576646.2
OG0005616	XP_060397745.1	XP_036576645.1
OG0005617	XP_060397749.1	XP_036576640.1
OG0005618	XP_060397750.1	XP_036576638.2
OG0005619	XP_060397755.1	XP_036576631.1
OG0005620	XP_060397758.1	XP_070060436.1
OG0005622	XP_060397763.1	XP_036576627.1
OG0005623	XP_060397769.1	XP_036576622.1
OG0005624	XP_060397771.1	XP_036576617.1
OG0005625	XP_060397773.1	XP_036576612.1
OG0005626	XP_060397775.1	XP_036576610.1
OG0005627	XP_060397777.1	XP_036576608.1
OG0005628	XP_060397778.1	XP_036576607.1
OG0005629	XP_060397779.1	XP_036576605.1
OG0005630	XP_060397781.1	XP_036576603.1
OG0005631	XP_060397783.1	XP_036576601.1
OG0005632	XP_060397784.1	XP_036576600.1
OG0005633	XP_060397787.1	XP_036576591.1
OG0005634	XP_060397788.1	XP_036576596.1
OG0005635	XP_060397789.1	XP_070060431.1
OG0005636	XP_060397790.1	XP_036576598.1
OG0005637	XP_060397791.1	XP_036576599.1
OG0005638	XP_060397792.1	XP_036576587.1
OG0005639	XP_060397795.1	XP_036575259.1
OG0005640	XP_060397804.1	XP_036587349.1
OG0005641	XP_060397805.1	XP_036587348.1
OG0005642	XP_060397810.1	XP_036582560.1
OG0005643	XP_060397815.1	XP_036587341.1
OG0005644	XP_060397816.1	XP_070060418.1
OG0005645	XP_060397820.1	XP_070060416.1
OG0005646	XP_060397824.1	XP_070060412.1
OG0005647	XP_060397826.1	XP_036577457.1
OG0005648	XP_060397828.1	XP_036577456.1
OG0005649	XP_060397829.1	XP_036577455.1
OG0005650	XP_060397835.1	XP_070060407.1
OG0005651	XP_060397837.1	XP_036588806.1
OG0005652	XP_060397841.1	XP_036577436.1
OG0005653	XP_060397843.1	XP_036577435.1
OG0005654	XP_060397844.1	XP_070060406.1
OG0005655	XP_060397851.1	XP_036577401.1
OG0005656	XP_060397854.1	XP_036577408.1
OG0005657	XP_060397855.1	XP_036577409.1
OG0005658	XP_060397861.1	XP_036586372.2
OG0005659	XP_060397862.1	XP_036577410.1
OG0005660	XP_060397863.1	XP_036574174.1
OG0005661	XP_060397866.1	XP_036577432.1
OG0005662	XP_060397868.1	XP_070060405.1
OG0005663	XP_060397871.1	XP_036577428.1
OG0005664	XP_060397872.1	XP_070060404.1
OG0005665	XP_060397873.1	XP_036577426.1
OG0005666	XP_060397875.1	XP_036577425.1
OG0005667	XP_060397876.1	XP_036577424.1
OG0005668	XP_060397877.1	XP_070060403.1
OG0005669	XP_060397879.1	XP_036577422.1
OG0005670	XP_060397882.1	XP_036577419.1
OG0005671	XP_060397883.1	XP_036577416.1
OG0005672	XP_060397884.1	XP_036577415.1
OG0005673	XP_060397891.1	XP_070060397.1
OG0005674	XP_060397893.1	XP_070060395.1
OG0005675	XP_060397897.1	XP_036577392.1
OG0005676	XP_060397898.1	XP_036577391.1
OG0005677	XP_060397902.1	XP_036577382.1
OG0005678	XP_060397906.1	XP_036577384.1
OG0005679	XP_060397908.1	XP_036577387.1
OG0005680	XP_060397909.1	XP_036577388.1
OG0005681	XP_060397910.1	XP_036577373.1
OG0005682	XP_060397911.1	XP_070060390.1
OG0005683	XP_060397914.1	XP_036588023.1
OG0005685	XP_060397919.1	XP_036577371.1
OG0005686	XP_060397921.1	XP_036577369.1
OG0005687	XP_060397922.1	XP_036577368.1
OG0005689	XP_060397927.1	XP_070060383.1
OG0005690	XP_060397929.1	XP_036582790.1
OG0005691	XP_060397931.1	XP_036582788.1
OG0005692	XP_060397932.1	XP_036582787.1
OG0005693	XP_060397935.1	XP_070060555.1
OG0005694	XP_060397949.1	XP_070060554.1
OG0005695	XP_060397956.1	XP_070060557.1
OG0005696	XP_060397959.1	XP_036582803.1
OG0005697	XP_060397963.1	XP_036582805.1
OG0005698	XP_060397964.1	XP_036582806.1
OG0005699	XP_060397966.1	XP_036582807.1
OG0005700	XP_060397967.1	XP_070060558.1
OG0005701	XP_060397969.1	XP_036582810.1
OG0005702	XP_060397970.1	XP_036582811.1
OG0005703	XP_060397971.1	XP_036582812.1
OG0005704	XP_060397973.1	XP_070060560.1
OG0005705	XP_060397981.1	XP_036582815.1
OG0005706	XP_060397982.1	XP_036582816.2
OG0005707	XP_060397983.1	XP_070060561.1
OG0005708	XP_060397984.1	XP_036582818.2
OG0005709	XP_060397986.1	XP_036582819.1
OG0005710	XP_060397987.1	XP_036582820.1
OG0005711	XP_060397988.1	XP_036582821.1
OG0005712	XP_060397989.1	XP_036582822.1
OG0005713	XP_060397990.1	XP_036582823.1
OG0005714	XP_060397991.1	XP_036582824.2
OG0005715	XP_060397992.1	XP_036582825.1
OG0005716	XP_060397994.1	XP_070060564.1
OG0005717	XP_060397995.1	XP_036582827.2
OG0005718	XP_060397996.1	XP_036582828.1
OG0005719	XP_060397997.1	XP_036582829.2
OG0005720	XP_060397998.1	XP_036582830.1
OG0005721	XP_060397999.1	XP_036582831.1
OG0005722	XP_060398001.1	XP_036582833.1
OG0005723	XP_060398002.1	XP_036582834.1
OG0005724	XP_060398003.1	XP_070060567.1
OG0005725	XP_060398006.1	XP_036582836.1
OG0005726	XP_060398007.1	XP_036582837.1
OG0005727	XP_060398010.1	XP_036582839.1
OG0005728	XP_060398012.1	XP_036582841.1
OG0005729	XP_060398013.1	XP_036582842.1
OG0005730	XP_060398014.1	XP_036582843.1
OG0005731	XP_060398015.1	XP_036582844.1
OG0005732	XP_060398016.1	XP_036582845.1
OG0005733	XP_060398023.1	XP_036582849.1
OG0005734	XP_060398029.1	XP_036582850.1
OG0005735	XP_060398034.1	XP_036584907.2
OG0005736	XP_060398035.1	XP_036584908.2
OG0005737	XP_060398036.1	XP_036584909.1
OG0005738	XP_060398039.1	XP_036584912.1
OG0005739	XP_060398040.1	XP_036584915.1
OG0005740	XP_060398041.1	XP_070062203.1
OG0005741	XP_060398046.1	XP_036584919.1
OG0005742	XP_060398050.1	XP_070062204.1
OG0005743	XP_060398051.1	XP_070062205.1
OG0005744	XP_060398052.1	XP_036584924.1
OG0005745	XP_060398056.1	XP_036584928.1
OG0005746	XP_060398057.1	XP_036584929.1
OG0005747	XP_060398058.1	XP_036584930.1
OG0005748	XP_060398068.1	XP_070062207.1
OG0005749	XP_060398070.1	XP_036584934.1
OG0005750	XP_060398077.1	XP_036584939.1
OG0005751	XP_060398080.1	XP_036584940.1
OG0005752	XP_060398081.1	XP_070062210.1
OG0005753	XP_060398082.1	XP_036584942.1
OG0005754	XP_060398083.1	XP_070062211.1
OG0005755	XP_060398084.1	XP_036584943.1
OG0005756	XP_060398085.1	XP_070062212.1
OG0005757	XP_060398086.1	XP_036584945.1
OG0005758	XP_060398087.1	XP_036584946.1
OG0005759	XP_060398089.1	XP_070062213.1
OG0005760	XP_060398091.1	XP_070062214.1
OG0005761	XP_060398093.1	XP_036584952.1
OG0005762	XP_060398094.1	XP_036584953.1
OG0005763	XP_060398095.1	XP_036584955.1
OG0005764	XP_060398097.1	XP_036584957.1
OG0005765	XP_060398098.1	XP_036584958.1
OG0005766	XP_060398099.1	XP_036584959.1
OG0005767	XP_060398101.1	XP_036584960.1
OG0005768	XP_060398102.1	XP_036584964.1
OG0005769	XP_060398103.1	XP_070062217.1
OG0005770	XP_060398105.1	XP_036584962.1
OG0005771	XP_060398108.1	XP_036584961.1
OG0005772	XP_060398109.1	XP_036584965.1
OG0005773	XP_060398111.1	XP_036584966.1
OG0005774	XP_060398112.1	XP_036584967.1
OG0005775	XP_060398113.1	XP_036584968.1
OG0005776	XP_060398117.1	XP_036584970.1
OG0005777	XP_060398118.1	XP_036584971.2
OG0005778	XP_060398120.1	XP_036584972.1
OG0005779	XP_060398121.1	XP_036584973.1
OG0005780	XP_060398122.1	XP_070062218.1
OG0005781	XP_060398126.1	XP_036584976.1
OG0005782	XP_060398127.1	XP_036584977.2
OG0005783	XP_060398128.1	XP_036584978.2
OG0005784	XP_060398129.1	XP_036584979.1
OG0005785	XP_060398130.1	XP_036584980.1
OG0005786	XP_060398131.1	XP_036584981.1
OG0005787	XP_060398135.1	XP_036584984.1
OG0005788	XP_060398137.1	XP_036584986.1
OG0005789	XP_060398138.1	XP_036584987.1
OG0005790	XP_060398139.1	XP_036584988.2
OG0005791	XP_060398140.1	XP_036584989.1
OG0005792	XP_060398141.1	XP_036584990.1
OG0005793	XP_060398142.1	XP_070062220.1
OG0005794	XP_060398145.1	XP_036584994.1
OG0005795	XP_060398146.1	XP_036584999.1
OG0005796	XP_060398147.1	XP_036584998.1
OG0005797	XP_060398149.1	XP_036584996.1
OG0005798	XP_060398150.1	XP_036584995.1
OG0005799	XP_060398151.1	XP_036585000.1
OG0005800	XP_060398152.1	XP_036585002.1
OG0005801	XP_060398153.1	XP_036585003.2
OG0005802	XP_060398154.1	XP_036585004.1
OG0005803	XP_060398157.1	XP_036585007.1
OG0005804	XP_060398158.1	XP_036585008.1
OG0005805	XP_060398159.1	XP_036585009.1
OG0005806	XP_060398162.1	XP_036585011.1
OG0005807	XP_060398164.1	XP_036585020.1
OG0005808	XP_060398167.1	XP_036585017.1
OG0005809	XP_060398169.1	XP_036585015.1
OG0005810	XP_060398170.1	XP_036585014.1
OG0005811	XP_060398173.1	XP_036585013.1
OG0005812	XP_060398176.1	XP_036585012.1
OG0005813	XP_060398180.1	XP_036585022.2
OG0005814	XP_060398181.1	XP_036585023.2
OG0005815	XP_060398182.1	XP_036585024.1
OG0005816	XP_060398183.1	XP_036585025.1
OG0005817	XP_060398185.1	XP_070062222.1
OG0005818	XP_060398194.1	XP_036585028.1
OG0005819	XP_060398198.1	XP_036585029.1
OG0005820	XP_060398200.1	XP_036585031.1
OG0005821	XP_060398201.1	XP_036585032.1
OG0005822	XP_060398202.1	XP_036585033.1
OG0005823	XP_060398203.1	XP_036585034.1
OG0005824	XP_060398204.1	XP_036585035.1
OG0005825	XP_060398206.1	XP_036585036.1
OG0005826	XP_060398208.1	XP_036585038.1
OG0005827	XP_060398210.1	XP_036585039.1
OG0005828	XP_060398211.1	XP_036585040.1
OG0005829	XP_060398214.1	XP_036585045.1
OG0005830	XP_060398217.1	XP_070062223.1
OG0005831	XP_060398218.1	XP_036585043.2
OG0005832	XP_060398219.1	XP_036585042.1
OG0005833	XP_060398224.1	XP_036585049.1
OG0005834	XP_060398225.1	XP_036585050.1
OG0005835	XP_060398229.1	XP_036585052.1
OG0005836	XP_060398230.1	XP_036585053.1
OG0005837	XP_060398231.1	XP_036585054.1
OG0005838	XP_060398233.1	XP_036585057.1
OG0005839	XP_060398237.1	XP_036585059.1
OG0005840	XP_060398240.1	XP_036585060.1
OG0005841	XP_060398241.1	XP_036585061.1
OG0005842	XP_060398242.1	XP_036585063.1
OG0005843	XP_060398244.1	XP_036585064.1
OG0005844	XP_060398245.1	XP_070062227.1
OG0005845	XP_060398247.1	XP_036585067.1
OG0005846	XP_060398248.1	XP_036585068.1
OG0005847	XP_060398251.1	XP_036585071.2
OG0005848	XP_060398254.1	XP_036585074.1
OG0005849	XP_060398258.1	XP_036585075.1
OG0005850	XP_060398263.1	XP_036585077.1
OG0005851	XP_060398264.1	XP_036585078.1
OG0005852	XP_060398265.1	XP_036585081.1
OG0005853	XP_060398266.1	XP_070062229.1
OG0005854	XP_060398267.1	XP_036585082.2
OG0005855	XP_060398276.1	XP_036574179.1
OG0005856	XP_060398284.1	XP_036585101.1
OG0005857	XP_060398286.1	XP_036585100.1
OG0005858	XP_060398287.1	XP_036585102.1
OG0005859	XP_060398291.1	XP_036585104.2
OG0005860	XP_060398292.1	XP_036585105.1
OG0005861	XP_060398294.1	XP_036585106.1
OG0005862	XP_060398296.1	XP_036585107.1
