Orthogroup	Colletotrichum_truncatum	Colletotrichum_karsti
OG0006277	XP_036581169.1	XP_038741884.1
OG0006278	XP_036581171.2	XP_038741874.1
OG0006279	XP_036581172.1	XP_038741875.1
OG0006280	XP_036581173.1	XP_038741876.1
OG0006281	XP_036581174.1	XP_038741877.1
OG0006282	XP_036581175.1	XP_038741878.1
OG0006283	XP_036581176.1	XP_038741879.1
OG0006284	XP_036581179.1	XP_038741881.1
OG0006285	XP_036581184.1	XP_038741867.1
OG0006286	XP_070060650.1	XP_038741866.1
OG0006288	XP_036587373.1	XP_038745144.1
OG0006289	XP_036581190.1	XP_038741859.1
OG0006290	XP_070060648.1	XP_038741857.1
OG0006291	XP_036581194.2	XP_038741856.1
OG0006292	XP_036581195.1	XP_038741855.1
OG0006293	XP_036581198.1	XP_038741852.1
OG0006294	XP_036581207.1	XP_038742577.1
OG0006295	XP_036581208.1	XP_038742570.1
OG0006296	XP_036581209.1	XP_038742571.1
OG0006297	XP_036581210.1	XP_038742572.1
OG0006298	XP_070060644.1	XP_038742573.1
OG0006299	XP_036581212.1	XP_038742574.1
OG0006300	XP_036581213.1	XP_038742575.1
OG0006301	XP_070060643.1	XP_038742576.1
OG0006302	XP_036581218.1	XP_038741843.1
OG0006303	XP_036581203.1	XP_038742578.1
OG0006304	XP_036581224.1	XP_038742585.1
OG0006305	XP_036584048.1	XP_038749962.1
OG0006306	XP_036581232.1	XP_038742591.1
OG0006307	XP_036581234.2	XP_038742593.1
OG0006308	XP_070060637.1	XP_038742603.1
OG0006309	XP_036581247.1	XP_038742602.1
OG0006310	XP_070060633.1	XP_038742611.1
OG0006311	XP_070060629.1	XP_038742631.1
OG0006312	XP_036581261.1	XP_038742628.1
OG0006313	XP_036581260.1	XP_038742627.1
OG0006314	XP_036581259.1	XP_038742626.1
OG0006315	XP_036581258.1	XP_038742625.1
OG0006316	XP_070060630.1	XP_038742624.1
OG0006317	XP_036581255.1	XP_038742620.1
OG0006318	XP_036581268.1	XP_038742637.1
OG0006319	XP_036581267.2	XP_038742636.1
OG0006320	XP_036579501.1	XP_038746001.1
OG0006321	XP_036581284.1	XP_038742645.1
OG0006322	XP_036581283.1	XP_038742646.1
OG0006323	XP_036581282.1	XP_038742647.1
OG0006324	XP_036581281.1	XP_038742648.1
OG0006325	XP_036581279.2	XP_038742650.1
OG0006326	XP_070060624.1	XP_038742651.1
OG0006327	XP_036581276.2	XP_038742654.1
OG0006328	XP_036581287.1	XP_038742655.1
OG0006329	XP_036581288.2	XP_038742656.1
OG0006330	XP_036586962.2	XP_038745814.1
OG0006331	XP_036586961.1	XP_038745816.1
OG0006332	XP_036586960.1	XP_038745815.1
OG0006333	XP_036586959.2	XP_038745817.1
OG0006334	XP_036586958.1	XP_038745818.1
OG0006335	XP_036586955.1	XP_038745819.1
OG0006336	XP_036586954.1	XP_038745820.1
OG0006337	XP_036586953.1	XP_038745822.1
OG0006338	XP_036586952.2	XP_038745823.1
OG0006339	XP_036586951.1	XP_038745824.1
OG0006340	XP_070062150.1	XP_038745828.1
OG0006341	XP_036586946.1	XP_038745836.1
OG0006342	XP_036587050.1	XP_038745720.1
OG0006343	XP_036587051.1	XP_038745721.1
OG0006344	XP_036587052.1	XP_038745722.1
OG0006345	XP_070062162.1	XP_038745723.1
OG0006346	XP_070062163.1	XP_038745724.1
OG0006347	XP_070062164.1	XP_038745725.1
OG0006348	XP_036587056.1	XP_038745726.1
OG0006349	XP_036587057.1	XP_038745727.1
OG0006350	XP_036587058.1	XP_038745728.1
OG0006351	XP_070062166.1	XP_038745730.1
OG0006352	XP_036587062.1	XP_038745732.1
OG0006353	XP_070062167.1	XP_038745733.1
OG0006354	XP_036587064.1	XP_038745734.1
OG0006355	XP_036587065.1	XP_038745735.1
OG0006356	XP_036587066.1	XP_038745736.1
OG0006357	XP_036587067.1	XP_038745737.1
OG0006358	XP_036587069.1	XP_038745738.1
OG0006359	XP_036587070.2	XP_038745739.1
OG0006360	XP_036587071.1	XP_038745740.1
OG0006361	XP_070062168.1	XP_038745741.1
OG0006362	XP_036587073.1	XP_038745742.1
OG0006363	XP_036587074.1	XP_038745743.1
OG0006364	XP_036587075.1	XP_038745744.1
OG0006366	XP_036586942.1	XP_038745838.1
OG0006367	XP_036586941.1	XP_038745839.1
OG0006368	XP_036586928.1	XP_038745851.1
OG0006369	XP_036586929.1	XP_038745846.1
OG0006370	XP_036586930.1	XP_038745847.1
OG0006371	XP_036586931.1	XP_038745848.1
OG0006372	XP_070062146.1	XP_038745853.1
OG0006373	XP_036586923.1	XP_038745856.1
OG0006374	XP_036586922.1	XP_038745857.1
OG0006375	XP_036575660.1	XP_038745858.1
OG0006376	XP_036575656.1	XP_038745860.1
OG0006377	XP_036575652.1	XP_038745861.1
OG0006378	XP_036574334.1	XP_038741908.1
OG0006379	XP_036574512.1	XP_038747885.1
OG0006380	XP_036574511.1	XP_038747886.1
OG0006381	XP_036574510.1	XP_038747887.1
OG0006382	XP_036574513.1	XP_038747882.1
OG0006383	XP_036575627.1	XP_038745872.1
OG0006384	XP_036575625.1	XP_038745875.1
OG0006385	XP_036575624.1	XP_038745876.1
OG0006386	XP_036575621.1	XP_038745877.1
OG0006387	XP_036574520.2	XP_038747866.1
OG0006388	XP_036574521.2	XP_038747865.1
OG0006389	XP_036581146.2	XP_038747861.1
OG0006390	XP_070062111.1	XP_038748124.1
OG0006391	XP_036574517.2	XP_038747874.1
OG0006392	XP_036574516.1	XP_038747875.1
OG0006393	XP_036574379.1	XP_038747900.1
OG0006394	XP_070061929.1	XP_038747847.1
OG0006395	XP_070061930.1	XP_038747848.1
OG0006396	XP_036581131.1	XP_038747849.1
OG0006397	XP_036581132.1	XP_038747850.1
OG0006398	XP_036581134.1	XP_038747852.1
OG0006399	XP_036581135.1	XP_038747853.1
OG0006400	XP_036574376.1	XP_038747908.1
OG0006401	XP_036574374.1	XP_038747910.1
OG0006402	XP_070061948.1	XP_038747914.1
OG0006403	XP_070061949.1	XP_038747915.1
OG0006404	XP_070059985.1	XP_038743076.1
OG0006405	XP_036584083.1	XP_038747917.1
OG0006406	XP_036584082.1	XP_038747918.1
OG0006407	XP_036584081.1	XP_038747919.1
OG0006408	XP_036584080.1	XP_038747920.1
OG0006409	XP_036584079.1	XP_038747921.1
OG0006410	XP_036584077.2	XP_038747922.1
OG0006411	XP_070061951.1	XP_038747923.1
OG0006412	XP_036584090.1	XP_038747928.1
OG0006413	XP_036584091.1	XP_038747927.1
OG0006414	XP_036584092.2	XP_038747926.1
OG0006415	XP_036584096.1	XP_038747933.1
OG0006416	XP_036584097.1	XP_038747934.1
OG0006417	XP_036584098.1	XP_038747935.1
OG0006418	XP_036584099.1	XP_038747936.1
OG0006419	XP_036584100.1	XP_038747937.1
OG0006420	XP_036584101.1	XP_038747938.1
OG0006421	XP_036584102.1	XP_038747939.1
OG0006422	XP_070060381.1	XP_038744905.1
OG0006423	XP_036584105.1	XP_038747941.1
OG0006424	XP_036584104.1	XP_038747942.1
OG0006425	XP_036584103.1	XP_038747943.1
OG0006426	XP_036577340.1	XP_038744889.1
OG0006427	XP_036575258.1	XP_038744693.1
OG0006428	XP_036589094.1	XP_038748954.1
OG0006429	XP_036580475.1	XP_038744050.1
OG0006430	XP_036580474.1	XP_038744049.1
OG0006431	XP_036580472.1	XP_038744047.1
OG0006433	XP_036580460.1	XP_038744046.1
OG0006434	XP_036580456.1	XP_038744070.1
OG0006435	XP_036580457.1	XP_038744071.1
OG0006436	XP_036580449.1	XP_038744068.1
OG0006437	XP_036580448.1	XP_038744067.1
OG0006438	XP_070060068.1	XP_038744065.1
OG0006439	XP_036580441.2	XP_038744061.1
OG0006440	XP_036580440.1	XP_038744060.1
OG0006441	XP_036580439.1	XP_038744059.1
OG0006442	XP_036580438.1	XP_038744058.1
OG0006443	XP_036580436.1	XP_038744057.1
OG0006444	XP_036587171.1	XP_038740410.1
OG0006445	XP_036587173.2	XP_038740411.1
OG0006446	XP_070061284.1	XP_038742564.1
OG0006447	XP_036580432.1	XP_038744053.1
OG0006448	XP_036580420.1	XP_038744083.1
OG0006449	XP_036580419.1	XP_038744082.1
OG0006450	XP_036580418.1	XP_038744081.1
OG0006451	XP_036580417.1	XP_038744080.1
OG0006452	XP_036580415.1	XP_038744079.1
OG0006453	XP_036580414.1	XP_038744078.1
OG0006454	XP_036580413.1	XP_038744077.1
OG0006455	XP_036580412.1	XP_038744075.1
OG0006456	XP_036580398.1	XP_038744167.1
OG0006457	XP_036580401.1	XP_038744169.1
OG0006458	XP_036580404.1	XP_038744171.1
OG0006459	XP_036580406.1	XP_038744173.1
OG0006460	XP_036580397.1	XP_038744166.1
OG0006461	XP_036580396.1	XP_038744163.1
OG0006462	XP_036580385.1	XP_038744153.1
OG0006463	XP_036580386.1	XP_038744154.1
OG0006464	XP_036580387.1	XP_038744155.1
OG0006465	XP_036580388.1	XP_038744156.1
OG0006466	XP_036580389.1	XP_038744157.1
OG0006467	XP_036580390.2	XP_038744158.1
OG0006468	XP_036580391.1	XP_038744159.1
OG0006469	XP_036580392.1	XP_038744160.1
OG0006470	XP_036580384.1	XP_038744152.1
OG0006471	XP_036580380.1	XP_038744146.1
OG0006472	XP_036580357.1	XP_038744117.1
OG0006473	XP_036579986.1	XP_038744587.1
OG0006474	XP_036580361.1	XP_038744121.1
OG0006475	XP_036580362.1	XP_038744123.1
OG0006476	XP_036580364.1	XP_038744125.1
OG0006477	XP_036580365.2	XP_038744126.1
OG0006478	XP_036580366.1	XP_038744127.1
OG0006479	XP_036580367.1	XP_038744128.1
OG0006480	XP_036580368.1	XP_038744129.1
OG0006481	XP_036580370.1	XP_038744131.1
OG0006482	XP_036580371.1	XP_038744132.1
OG0006483	XP_070060059.1	XP_038744133.1
OG0006484	XP_036580374.1	XP_038744134.1
OG0006485	XP_036580375.1	XP_038744135.1
OG0006486	XP_036580376.1	XP_038744136.1
OG0006487	XP_036580355.1	XP_038744114.1
OG0006488	XP_036580353.1	XP_038744113.1
OG0006489	XP_036580352.1	XP_038744112.1
OG0006490	XP_036580350.1	XP_038744110.1
OG0006491	XP_036580349.1	XP_038744109.1
OG0006492	XP_070060057.1	XP_038744108.1
OG0006493	XP_036580347.1	XP_038744107.1
OG0006494	XP_070060056.1	XP_038744106.1
OG0006495	XP_036580344.1	XP_038744104.1
OG0006496	XP_036580343.1	XP_038744103.1
OG0006497	XP_070060055.1	XP_038744101.1
OG0006498	XP_036580341.1	XP_038744100.1
OG0006499	XP_036580340.1	XP_038744099.1
OG0006500	XP_036580339.1	XP_038744098.1
OG0006501	XP_036580338.1	XP_038744097.1
OG0006502	XP_036580336.1	XP_038744095.1
OG0006503	XP_036580335.1	XP_038744094.1
OG0006504	XP_036580334.1	XP_038744093.1
OG0006505	XP_036580333.1	XP_038744091.1
OG0006506	XP_036580331.2	XP_038744090.1
OG0006507	XP_036580330.1	XP_038744089.1
OG0006508	XP_070062651.1	XP_038746939.1
OG0006509	XP_036580311.1	XP_038744180.1
OG0006510	XP_036580296.1	XP_038744185.1
OG0006511	XP_070060051.1	XP_038744187.1
OG0006512	XP_036580299.1	XP_038744188.1
OG0006513	XP_036580300.1	XP_038744189.1
OG0006514	XP_036580301.1	XP_038744190.1
OG0006515	XP_036580303.1	XP_038744192.1
OG0006516	XP_036580306.1	XP_038744196.1
OG0006517	XP_036580307.1	XP_038744197.1
OG0006518	XP_036580308.1	XP_038744198.1
OG0006519	XP_036580309.1, XP_036574750.2	XP_038744199.1
OG0006520	XP_036577928.1	XP_038744211.1
OG0006521	XP_036577927.1	XP_038744210.1
OG0006522	XP_036577926.1	XP_038744209.1
OG0006523	XP_036577922.1	XP_038744204.1
OG0006524	XP_036577923.1	XP_038744205.1
OG0006525	XP_036577924.1	XP_038744206.1, XP_038749168.1
OG0006526	XP_036577919.1	XP_038744250.1
OG0006527	XP_036577906.1	XP_038744248.1
OG0006528	XP_036577905.1	XP_038744247.1
OG0006529	XP_036577901.1	XP_038744239.1
OG0006530	XP_070060033.1	XP_038744238.1
OG0006531	XP_036584108.2	XP_038747954.1
OG0006532	XP_036584107.2	XP_038747955.1
OG0006533	XP_036584106.1	XP_038747956.1
OG0006534	XP_036584115.1	XP_038747948.1
OG0006535	XP_036584114.1	XP_038747949.1
OG0006536	XP_036584113.1	XP_038747950.1
OG0006537	XP_036584112.1	XP_038747951.1
OG0006538	XP_036584110.1	XP_038747953.1
OG0006539	XP_036584118.1	XP_038747946.1
OG0006540	XP_036584116.1	XP_038747947.1
OG0006541	XP_036584120.1	XP_038747957.1
OG0006542	XP_036584121.1	XP_038747958.1
OG0006543	XP_036584122.2	XP_038747959.1
OG0006544	XP_036584124.1	XP_038747961.1
OG0006545	XP_036584125.1	XP_038747962.1
OG0006546	XP_070061961.1	XP_038747963.1
OG0006547	XP_036584127.1	XP_038747964.1
OG0006548	XP_036584129.2	XP_038747966.1
OG0006549	XP_070061962.1	XP_038747967.1
OG0006550	XP_036584131.1	XP_038747968.1
OG0006551	XP_070061963.1	XP_038747969.1
OG0006552	XP_036584134.1	XP_038747971.1
OG0006553	XP_036584135.1	XP_038747972.1
OG0006554	XP_036584136.1	XP_038747973.1
OG0006555	XP_036584137.1	XP_038747974.1
OG0006556	XP_036584140.1	XP_038747976.1
OG0006558	XP_070061966.1	XP_038747985.1
OG0006559	XP_070061967.1	XP_038747986.1
OG0006560	XP_036584149.1	XP_038747988.1
OG0006561	XP_036584150.1	XP_038747989.1
OG0006562	XP_036584151.1	XP_038747990.1
OG0006563	XP_036584153.1	XP_038747992.1
OG0006564	XP_036584154.1	XP_038747993.1
OG0006565	XP_036584155.1	XP_038747994.1
OG0006566	XP_036584157.2	XP_038747995.1
OG0006567	XP_036584158.1	XP_038747996.1
OG0006568	XP_070061968.1	XP_038747998.1
OG0006569	XP_036584161.1	XP_038747999.1
OG0006570	XP_036584162.2	XP_038748000.1
OG0006571	XP_036584163.1	XP_038748001.1
OG0006572	XP_036584164.1	XP_038748002.1
OG0006573	XP_036584165.1	XP_038748003.1
OG0006574	XP_036584167.1	XP_038748005.1
OG0006575	XP_036584168.1	XP_038748006.1
OG0006576	XP_036584169.1	XP_038748007.1
OG0006577	XP_036584170.2	XP_038748008.1
OG0006578	XP_070061969.1	XP_038748009.1
OG0006579	XP_036584172.1	XP_038748010.1
OG0006580	XP_036584176.1	XP_038748012.1
OG0006581	XP_036584177.1	XP_038748013.1
OG0006582	XP_036584178.1	XP_038748014.1
OG0006583	XP_036584179.1	XP_038748015.1
OG0006584	XP_036584181.1	XP_038748016.1
OG0006585	XP_070061970.1	XP_038748017.1
OG0006586	XP_036584184.1	XP_038748019.1
OG0006587	XP_036584187.1	XP_038748022.1
OG0006588	XP_070061971.1	XP_038748023.1
OG0006589	XP_070061972.1	XP_038748024.1
OG0006590	XP_036584190.1	XP_038748025.1
OG0006591	XP_036584191.1	XP_038748026.1
OG0006592	XP_036584192.1	XP_038748027.1
OG0006593	XP_036584194.1	XP_038748029.1
OG0006594	XP_036584195.1	XP_038748035.1
OG0006595	XP_036584200.1	XP_038748030.1
OG0006596	XP_036584199.1	XP_038748031.1
OG0006597	XP_070061973.1	XP_038748033.1
OG0006598	XP_036584196.2	XP_038748034.1
OG0006599	XP_036584210.1	XP_038748036.1
OG0006600	XP_036584209.1	XP_038748037.1
OG0006601	XP_036584208.1	XP_038748038.1
OG0006602	XP_036584207.1	XP_038748039.1
OG0006603	XP_070061975.1	XP_038748041.1
OG0006604	XP_036584204.1	XP_038748042.1
OG0006605	XP_036584203.1	XP_038748043.1
OG0006606	XP_036584202.1	XP_038748045.1
OG0006607	XP_036584201.1	XP_038748046.1
OG0006608	XP_036584220.1	XP_038739575.1
OG0006609	XP_070061977.1	XP_038739576.1
OG0006610	XP_036584217.1	XP_038739577.1
OG0006611	XP_036584216.1	XP_038739578.1
OG0006612	XP_036584215.2	XP_038739579.1
OG0006613	XP_036584214.1	XP_038739580.1
OG0006614	XP_036584212.1	XP_038739582.1
OG0006615	XP_070061976.1	XP_038739583.1
OG0006617	XP_036584228.1	XP_038739625.1
OG0006618	XP_036584229.1	XP_038739624.1
OG0006619	XP_036584233.2	XP_038739623.1
OG0006620	XP_036584235.1	XP_038739622.1
OG0006621	XP_036584237.1	XP_038739621.1
OG0006622	XP_036584238.1	XP_038739620.1
OG0006623	XP_036584239.2	XP_038739619.1
OG0006624	XP_036584241.2	XP_038739617.1
OG0006625	XP_036584242.2	XP_038739616.1
OG0006626	XP_036584243.1	XP_038739615.1
OG0006627	XP_036584244.1	XP_038739614.1
OG0006628	XP_036584245.1	XP_038739613.1
OG0006629	XP_036584246.1	XP_038739612.1
OG0006630	XP_036584247.1	XP_038739611.1
OG0006631	XP_036584248.1	XP_038739610.1
OG0006632	XP_036584271.1	XP_038739587.1
OG0006633	XP_036584270.1	XP_038739588.1
OG0006634	XP_036584269.1	XP_038739589.1
OG0006635	XP_036584268.1	XP_038739590.1
OG0006636	XP_036584267.2	XP_038739591.1
OG0006637	XP_036584266.1	XP_038739592.1
OG0006638	XP_036584265.1	XP_038739593.1
OG0006639	XP_036584263.1	XP_038739595.1
OG0006640	XP_036584262.1	XP_038739596.1
OG0006641	XP_036584261.1	XP_038739597.1
OG0006642	XP_070061986.1	XP_038739598.1
OG0006643	XP_036584259.1	XP_038739599.1
OG0006644	XP_070061985.1	XP_038739600.1
OG0006645	XP_070061984.1	XP_038739601.1
OG0006646	XP_036584256.1	XP_038739602.1
OG0006647	XP_036584255.1	XP_038739603.1
OG0006648	XP_070061982.1	XP_038739605.1
OG0006649	XP_036584252.1	XP_038739606.1
OG0006650	XP_036584251.2	XP_038739607.1
OG0006651	XP_036584250.1	XP_038739608.1
OG0006652	XP_036584249.1	XP_038739609.1
OG0006653	XP_036584273.1	XP_038739586.1
OG0006654	XP_036584275.1	XP_038739626.1
OG0006655	XP_036584276.1	XP_038739627.1
OG0006656	XP_036584277.1	XP_038739628.1
OG0006657	XP_036584279.1	XP_038739629.1
OG0006658	XP_036584294.1	XP_038738797.1
OG0006659	XP_036584293.1	XP_038738798.1
OG0006660	XP_036584291.1	XP_038738799.1
OG0006661	XP_036584288.2	XP_038738801.1
OG0006662	XP_036584283.1	XP_038739633.1
OG0006663	XP_036584282.1	XP_038739632.1
OG0006664	XP_036584280.1	XP_038739630.1
OG0006665	XP_036584295.1	XP_038738796.1
OG0006666	XP_036587494.1	XP_038745266.1
OG0006667	XP_036587496.1	XP_038745267.1
OG0006668	XP_036587499.1	XP_038745268.1
OG0006669	XP_036587501.1	XP_038745270.1
OG0006670	XP_036587504.1	XP_038745273.1
OG0006671	XP_036587505.1	XP_038745274.1
OG0006672	XP_036587506.1	XP_038745275.1
OG0006673	XP_070060992.1	XP_038745277.1
OG0006674	XP_070060993.1	XP_038745278.1
OG0006675	XP_036587510.1	XP_038745279.1
OG0006676	XP_036587511.1	XP_038745280.1
OG0006677	XP_036587512.1	XP_038745281.1
OG0006678	XP_036587513.1	XP_038745282.1
OG0006679	XP_036587514.1	XP_038745283.1
OG0006680	XP_036587515.1	XP_038745284.1
OG0006681	XP_036587516.1	XP_038745285.1
OG0006682	XP_070060994.1	XP_038745286.1
OG0006683	XP_036587518.1	XP_038745287.1
OG0006684	XP_070060995.1	XP_038745288.1
OG0006685	XP_070060996.1	XP_038745290.1
OG0006686	XP_070060997.1	XP_038745291.1
OG0006687	XP_036587522.1	XP_038745292.1
OG0006688	XP_036587523.1	XP_038745293.1
OG0006689	XP_036587524.1	XP_038745294.1
OG0006690	XP_036587525.2	XP_038745295.1
OG0006691	XP_070060998.1	XP_038745296.1
OG0006692	XP_036587527.1	XP_038745297.1
OG0006693	XP_036587528.1	XP_038745298.1
OG0006694	XP_036587530.1	XP_038745301.1
OG0006695	XP_036587531.1	XP_038745302.1
OG0006696	XP_036587532.1	XP_038745303.1
OG0006697	XP_036587534.1	XP_038745304.1
OG0006698	XP_036587535.1	XP_038745305.1
OG0006699	XP_070061000.1	XP_038745306.1
OG0006700	XP_036587537.1	XP_038745307.1
OG0006701	XP_070061001.1	XP_038745308.1
OG0006702	XP_036587539.1	XP_038745309.1
OG0006703	XP_036587540.1	XP_038745310.1
OG0006704	XP_036587541.1	XP_038745311.1
OG0006705	XP_036587542.1	XP_038745312.1
OG0006706	XP_036587543.1	XP_038745313.1
OG0006707	XP_036587544.1	XP_038745314.1
OG0006708	XP_036587545.1	XP_038745315.1
OG0006709	XP_070061002.1	XP_038745316.1
OG0006710	XP_036587547.2	XP_038745318.1
OG0006711	XP_070061007.1	XP_038745319.1
OG0006712	XP_036587560.1	XP_038745321.1
OG0006713	XP_036587558.1	XP_038745323.1
OG0006714	XP_036587556.1	XP_038745325.1
OG0006715	XP_036587554.1	XP_038745326.1
OG0006716	XP_036587552.1	XP_038745327.1
OG0006717	XP_036587551.1	XP_038745328.1
OG0006718	XP_070061008.1	XP_038745332.1
OG0006719	XP_070061010.1	XP_038745339.1
OG0006720	XP_036587569.1	XP_038745338.1
OG0006721	XP_036587568.2	XP_038745336.1
OG0006722	XP_036587567.1	XP_038745335.1
OG0006723	XP_036587566.1	XP_038745334.1
OG0006724	XP_036587565.1	XP_038745333.1
OG0006725	XP_070061013.1	XP_038745346.1
OG0006726	XP_036587574.1	XP_038745347.1
OG0006727	XP_036587575.1	XP_038745348.1
OG0006728	XP_036587576.1	XP_038745349.1
OG0006729	XP_036587578.2	XP_038745353.1
OG0006730	XP_036587579.1	XP_038745354.1
OG0006731	XP_036587580.1	XP_038745355.1
OG0006732	XP_036587581.1	XP_038745356.1
OG0006733	XP_036587582.1	XP_038745357.1
OG0006734	XP_036587584.1	XP_038745358.1
OG0006735	XP_036587586.1	XP_038745360.1
OG0006736	XP_036587587.1	XP_038745361.1
OG0006737	XP_036587588.1	XP_038745362.1
OG0006738	XP_036587591.1	XP_038745363.1
OG0006739	XP_036587592.1	XP_038745364.1
OG0006740	XP_036587593.1	XP_038745365.1
OG0006741	XP_070061014.1	XP_038745366.1
OG0006742	XP_036587596.1	XP_038745368.1
OG0006743	XP_036587597.1	XP_038745371.1
OG0006744	XP_036587598.1	XP_038745372.1
OG0006745	XP_070061015.1	XP_038745373.1
OG0006746	XP_036587601.1	XP_038745375.1
OG0006747	XP_036587602.1	XP_038745376.1
OG0006748	XP_070061016.1	XP_038739057.1
OG0006749	XP_036587607.2	XP_038739059.1
OG0006750	XP_036587609.1	XP_038739060.1
OG0006751	XP_036587610.1	XP_038739061.1
OG0006752	XP_036587611.1	XP_038739062.1
OG0006753	XP_036587613.1	XP_038739063.1
OG0006754	XP_036587614.1	XP_038739064.1
OG0006755	XP_070061017.1	XP_038739066.1
OG0006757	XP_036587617.1	XP_038739067.1
OG0006758	XP_036587618.1	XP_038739068.1
OG0006759	XP_070061019.1	XP_038739069.1
OG0006760	XP_036587622.1	XP_038739072.1
OG0006761	XP_036587623.1	XP_038739073.1
OG0006762	XP_036587625.1	XP_038739075.1
OG0006763	XP_036587627.1	XP_038739077.1
OG0006764	XP_036587629.1	XP_038739078.1
OG0006765	XP_036587630.1	XP_038739081.1
OG0006766	XP_036587655.1	XP_038739085.1
OG0006767	XP_036587654.1	XP_038739084.1
OG0006768	XP_036587653.1	XP_038739083.1
OG0006769	XP_036587652.1	XP_038739082.1
OG0006770	XP_036587651.1	XP_038739717.1
OG0006771	XP_036587650.1	XP_038739718.1
OG0006772	XP_036587649.1	XP_038739719.1
OG0006773	XP_070061023.1	XP_038739720.1
OG0006774	XP_036587647.1	XP_038739721.1
OG0006775	XP_036587646.1	XP_038739722.1
OG0006776	XP_036587642.1	XP_038739094.1
OG0006777	XP_036587641.1	XP_038739093.1
OG0006778	XP_036587640.1	XP_038739092.1
OG0006779	XP_036587639.1	XP_038739091.1
OG0006780	XP_036587637.2	XP_038739090.1
OG0006781	XP_036587636.1	XP_038739089.1
OG0006782	XP_036587635.1	XP_038739088.1
OG0006783	XP_036587634.1	XP_038739087.1
OG0006784	XP_036587633.1	XP_038739086.1
OG0006785	XP_036587659.1	XP_038739707.1
OG0006786	XP_036587660.1	XP_038739708.1
OG0006787	XP_036587663.1	XP_038739709.1
OG0006788	XP_036587664.1	XP_038739710.1
OG0006789	XP_036587665.1	XP_038739711.1
OG0006790	XP_036587666.1	XP_038739712.1
OG0006791	XP_036587656.1	XP_038739080.1
OG0006792	XP_036587667.1	XP_038739713.1
OG0006793	XP_036587668.2	XP_038739706.1
OG0006794	XP_036587671.1	XP_038739676.1
OG0006795	XP_036587670.1	XP_038739701.1
OG0006796	XP_036587669.1	XP_038739702.1
OG0006797	XP_070061024.1	XP_038739703.1
OG0006798	XP_036587678.2	XP_038739431.1
OG0006799	XP_036587672.1	XP_038739421.1
OG0006800	XP_036587673.1	XP_038739422.1
OG0006801	XP_036587674.1	XP_038739423.1
OG0006802	XP_036587681.1	XP_038739420.1
OG0006803	XP_070061027.1	XP_038739418.1
OG0006804	XP_036587685.1	XP_038739415.1
OG0006805	XP_036574274.1	XP_038739413.1
OG0006806	XP_036587702.1	XP_038739412.1
OG0006807	XP_070061031.1	XP_038739411.1
OG0006808	XP_036574263.1	XP_038739410.1
OG0006809	XP_070061030.1	XP_038739409.1
OG0006811	XP_036577174.1	XP_038746875.1
OG0006812	XP_036577169.1	XP_038746868.1
OG0006813	XP_036577170.1	XP_038746869.1
OG0006814	XP_036577171.1	XP_038746870.1
OG0006815	XP_070060168.1	XP_038746871.1
OG0006816	XP_036577173.1	XP_038746872.1
OG0006817	XP_036577166.1	XP_038746866.1
OG0006818	XP_036581962.1	XP_038746568.1
OG0006819	XP_036577164.1	XP_038746864.1
OG0006820	XP_070060921.1, XP_036575239.1	XP_038747558.1
OG0006821	XP_036583660.1	XP_038747304.1
OG0006822	XP_036581459.1	XP_038746060.1
OG0006823	XP_036583625.1	XP_038746961.1
OG0006824	XP_036583626.1	XP_038746960.1
OG0006825	XP_036583627.2	XP_038746959.1
OG0006826	XP_036583628.1	XP_038746957.1
OG0006827	XP_036583629.1	XP_038746982.1
OG0006828	XP_036583639.1	XP_038746986.1
OG0006829	XP_036583641.1	XP_038746987.1
OG0006830	XP_036583642.1	XP_038746988.1
OG0006831	XP_070060191.1	XP_038746990.1
OG0006832	XP_036583645.1	XP_038746991.1
OG0006833	XP_036583646.1	XP_038746992.1
OG0006834	XP_036583647.1	XP_038746993.1
OG0006835	XP_036583614.1	XP_038746973.1
OG0006836	XP_036583615.1	XP_038746972.1
OG0006837	XP_036583616.1	XP_038746971.1
OG0006838	XP_070060189.1	XP_038746970.1
OG0006839	XP_036583618.1	XP_038746969.1
OG0006840	XP_036583619.1	XP_038746968.1
OG0006841	XP_036583620.1	XP_038746967.1
OG0006842	XP_036583622.1	XP_038746965.1
OG0006843	XP_036583623.1	XP_038749817.1, XP_038746962.1
OG0006844	XP_036583613.1	XP_038746974.1
OG0006845	XP_036583609.1	XP_038746978.1
OG0006846	XP_036583600.1	XP_038746954.1
OG0006847	XP_036583601.1	XP_038746953.1
OG0006848	XP_036581115.1	XP_038746044.1
OG0006850	XP_036583575.1	XP_038746921.1
OG0006851	XP_036583592.2	XP_038746922.1
OG0006852	XP_036583591.1	XP_038746923.1
OG0006853	XP_036583589.1	XP_038746924.1
OG0006854	XP_036583588.1	XP_038746926.1
OG0006855	XP_036583586.1	XP_038746930.1
OG0006856	XP_036583585.2	XP_038746931.1
OG0006857	XP_036583584.1	XP_038746932.1
OG0006858	XP_036583583.1	XP_038746933.1
OG0006859	XP_036583582.1	XP_038746934.1
OG0006860	XP_036583580.1	XP_038746936.1
OG0006861	XP_036583579.1	XP_038746937.1
OG0006862	XP_070060182.1	XP_038746940.1
OG0006863	XP_036583608.1	XP_038746943.1
OG0006864	XP_036583605.1	XP_038746947.1
