Orthogroup	Colletotrichum_truncatum	Colletotrichum_fructicola
OG0006016	XP_036576374.1	XP_031881209.1
OG0006017	XP_036576375.1	XP_031881240.1
OG0006018	XP_036576378.1	XP_031881306.2
OG0006019	XP_036576377.1	XP_031881241.1
OG0006020	XP_036576379.1	XP_031881239.1
OG0006021	XP_036576381.2	XP_031881305.1
OG0006022	XP_036576382.1	XP_031881304.1
OG0006023	XP_036576383.1	XP_031881302.1
OG0006024	XP_036576384.1	XP_031881155.1
OG0006025	XP_036576389.1	XP_031881221.1
OG0006026	XP_036576387.1	XP_031881215.1
OG0006027	XP_036576390.1	XP_031881220.1
OG0006028	XP_036576391.1	XP_031881249.1
OG0006029	XP_036576392.1	XP_031881276.1
OG0006030	XP_036576393.2	XP_031881247.1
OG0006031	XP_070062066.1	XP_066008429.1
OG0006032	XP_070062067.1	XP_031881245.1
OG0006033	XP_036576396.1	XP_031881246.1
OG0006034	XP_036576398.1	XP_031881307.1
OG0006035	XP_070062069.1	XP_031881242.1
OG0006036	XP_036576400.1	XP_031881243.1
OG0006037	XP_036576401.2	XP_031881326.2
OG0006038	XP_070062070.1	XP_031881236.2
OG0006039	XP_036576403.1	XP_031881327.1
OG0006040	XP_036576404.1	XP_031881323.2
OG0006041	XP_036576405.1	XP_031881322.1
OG0006042	XP_036576407.1	XP_031881324.1
OG0006043	XP_036576408.1	XP_031881321.1
OG0006044	XP_036576409.1	XP_031881316.1
OG0006045	XP_036576410.1	XP_031881252.1
OG0006046	XP_036576411.1	XP_031881151.1
OG0006047	XP_070062071.1	XP_031881253.1
OG0006048	XP_036576414.1	XP_031881254.2
OG0006049	XP_036576415.2	XP_031881255.1
OG0006050	XP_036576416.1	XP_031881152.1
OG0006051	XP_036576417.1	XP_031881154.1
OG0006053	XP_036576424.1	XP_066008522.1
OG0006054	XP_036576425.2	XP_031881160.1
OG0006055	XP_036576427.1	XP_031881258.1
OG0006056	XP_036576428.1	XP_031881283.1
OG0006057	XP_036576429.1	XP_031881257.1
OG0006058	XP_036576430.1	XP_031881157.2
OG0006059	XP_070062072.1	XP_031881222.1
OG0006060	XP_036576432.1	XP_031881259.1
OG0006061	XP_036576433.1	XP_031881260.1
OG0006062	XP_036576420.1	XP_031881164.1
OG0006063	XP_036576419.2	XP_031881150.1
OG0006064	XP_036576435.1	XP_031881273.1
OG0006065	XP_036576436.1	XP_031881272.1
OG0006066	XP_036576437.1	XP_031881177.1
OG0006067	XP_036576448.1	XP_031881180.1
OG0006068	XP_036576449.1	XP_031881181.1
OG0006069	XP_036576452.1	XP_031881185.1
OG0006070	XP_036579899.1	XP_031881310.1
OG0006071	XP_036579900.1	XP_031881309.1
OG0006072	XP_070062091.1	XP_031881168.1
OG0006073	XP_036588228.1	XP_031880144.1
OG0006074	XP_036588226.1	XP_031880053.1
OG0006075	XP_036588223.1	XP_031880179.1
OG0006076	XP_036588210.1	XP_031880062.1
OG0006077	XP_036588206.1	XP_031880066.1
OG0006078	XP_036588207.1	XP_031880065.1
OG0006079	XP_070060878.1	XP_031880064.1
OG0006080	XP_036588195.1	XP_031880145.1
OG0006081	XP_036588196.1	XP_031880146.1
OG0006082	XP_036588198.1	XP_031880147.1
OG0006083	XP_036588156.1	XP_031880032.1
OG0006084	XP_036588157.1	XP_031880033.1
OG0006085	XP_036588158.1	XP_031880034.1
OG0006086	XP_036588159.1	XP_066007503.1
OG0006087	XP_036588165.1	XP_031880157.1
OG0006088	XP_036588168.1	XP_031880101.1
OG0006089	XP_036581110.1	XP_031880102.1
OG0006091	XP_036588175.1	XP_031880159.1
OG0006092	XP_036588176.1	XP_031880160.1
OG0006093	XP_070060869.1	XP_031880161.1
OG0006094	XP_036588184.2	XP_066007448.1
OG0006095	XP_036588185.1	XP_031880093.1
OG0006096	XP_036588188.1	XP_031880047.1
OG0006097	XP_036588187.1	XP_066007350.1
OG0006098	XP_036588142.1	XP_066007400.1
OG0006099	XP_036588143.1	XP_031880106.1
OG0006100	XP_036588146.1	XP_031880030.1
OG0006101	XP_036588148.1	XP_031880108.1
OG0006102	XP_036588149.1	XP_031880109.1
OG0006103	XP_036588150.1	XP_031880110.1
OG0006104	XP_036588152.1	XP_031880112.2
OG0006105	XP_036588154.2	XP_031880029.1
OG0006106	XP_036588131.1	XP_031890930.1
OG0006107	XP_036588130.1	XP_031891099.1
OG0006108	XP_036588127.1	XP_031891098.1
OG0006109	XP_036588126.1	XP_031891092.1
OG0006110	XP_036588124.1	XP_031891091.1
OG0006111	XP_036588123.1	XP_031890928.1
OG0006112	XP_036588121.1	XP_031890929.1
OG0006113	XP_036588120.1	XP_031890931.1
OG0006114	XP_036588112.1	XP_031890746.2
OG0006115	XP_036588110.1	XP_031890748.1
OG0006116	XP_070060399.1	XP_031884963.1
OG0006117	XP_036588113.1	XP_031890832.1
OG0006118	XP_036588114.1	XP_031890833.1
OG0006119	XP_036588117.1	XP_031890926.1
OG0006120	XP_036588118.1	XP_031890925.1
OG0006121	XP_036588103.1	XP_031890967.1
OG0006122	XP_036588104.1	XP_031890968.1
OG0006123	XP_036588105.1	XP_031890975.2
OG0006124	XP_036588106.1	XP_031890976.1
OG0006125	XP_036585441.1	XP_031884107.1
OG0006126	XP_036588093.1	XP_031890743.2
OG0006127	XP_036588081.1	XP_031891006.1
OG0006128	XP_036588064.1	XP_066007408.1
OG0006129	XP_036588065.1	XP_031890821.1
OG0006131	XP_036588058.1	XP_031890798.1
OG0006132	XP_036588060.1	XP_031890802.1
OG0006133	XP_036588096.1	XP_031890872.2
OG0006134	XP_036579353.1	XP_066009191.1
OG0006135	XP_036588009.1	XP_031891067.1
OG0006136	XP_036588010.1	XP_031891064.1
OG0006137	XP_036588005.1	XP_031890853.1
OG0006138	XP_036588025.2	XP_031891076.1
OG0006139	XP_036588039.1	XP_031890860.1
OG0006140	XP_036588027.1	XP_031890869.1
OG0006141	XP_070060841.1	XP_031891073.1
OG0006142	XP_036588029.1	XP_031890867.1
OG0006143	XP_036588031.1	XP_031891071.1
OG0006144	XP_070061784.1	XP_066008866.1
OG0006145	XP_036574889.2	XP_031887834.2
OG0006146	XP_036574890.1	XP_066008278.1
OG0006147	XP_036580154.1	XP_031892136.1
OG0006148	XP_036574895.2	XP_031888041.1
OG0006149	XP_036574901.1	XP_031888045.1
OG0006150	XP_036574907.1	XP_031887818.1
OG0006151	XP_036574908.1	XP_031887815.1
OG0006152	XP_070061501.1	XP_031887816.1
OG0006153	XP_036574485.1	XP_031887819.1
OG0006154	XP_036574703.1	XP_066007657.1
OG0006155	XP_036574702.1	XP_031879756.1
OG0006156	XP_036574478.1	XP_031888038.1
OG0006157	XP_070061511.1	XP_031887886.1
OG0006158	XP_036574465.1	XP_031888078.2
OG0006160	XP_036576904.1, XP_036579327.1, XP_036574886.1	XP_031887835.1
OG0006161	XP_036580504.2, XP_036574870.1	XP_031888196.1
OG0006162	XP_036580722.1	XP_031888193.1
OG0006164	XP_036580728.1	XP_031888179.1
OG0006165	XP_070061496.1	XP_031887794.1
OG0006166	XP_036578070.2	XP_031891718.1
OG0006167	XP_036580739.1	XP_031887958.1
OG0006168	XP_070061489.1	XP_031888138.1
OG0006169	XP_036580747.1	XP_031888173.1
OG0006170	XP_036580746.1	XP_031888176.1
OG0006171	XP_070061493.1	XP_031888169.1
OG0006172	XP_036580743.1	XP_031888172.1
OG0006173	XP_036580742.1	XP_031888171.1
OG0006174	XP_036580764.1	XP_031888104.1
OG0006175	XP_036580763.1	XP_031888105.1
OG0006176	XP_036580762.1	XP_031888109.1
OG0006177	XP_036580753.1	XP_031887895.1
OG0006178	XP_036580754.1	XP_031887889.1
OG0006179	XP_036580755.1	XP_031887890.1
OG0006180	XP_036580757.1	XP_031887892.1
OG0006181	XP_036580767.1	XP_031887919.1
OG0006182	XP_036580768.1	XP_031887921.1
OG0006183	XP_036580770.1	XP_031887923.1
OG0006184	XP_036580771.1	XP_031887924.1
OG0006185	XP_036580772.1	XP_031887925.1
OG0006186	XP_070061487.1	XP_066008080.1
OG0006187	XP_036580774.1	XP_031888137.1
OG0006188	XP_036580779.1	XP_031887862.1
OG0006189	XP_070061482.1	XP_031887858.1
OG0006190	XP_036580783.1	XP_031887857.1
OG0006191	XP_036580784.1	XP_031888060.1
OG0006192	XP_036580786.1	XP_031888062.1
OG0006193	XP_070061484.1	XP_031887864.1
OG0006194	XP_036581711.1	XP_031881311.2
OG0006195	XP_070061479.1	XP_031887850.1
OG0006196	XP_036580794.1	XP_031887852.1
OG0006197	XP_036576224.1	XP_031879389.1, XP_031879390.1
OG0006198	XP_036580801.1	XP_031887983.1
OG0006199	XP_036580802.2	XP_066008184.1
OG0006200	XP_036580808.1	XP_031888187.2
OG0006201	XP_036580809.1	XP_031887929.1
OG0006202	XP_036580810.1	XP_031887928.1
OG0006203	XP_036580811.1	XP_031887931.2
OG0006204	XP_036580820.1	XP_031887967.1
OG0006205	XP_036580821.2	XP_031887964.2
OG0006206	XP_036580822.1	XP_031887965.1
OG0006207	XP_036580823.2	XP_031887962.1
OG0006208	XP_036580824.1	XP_031887963.1
OG0006209	XP_036580825.1	XP_031888177.1
OG0006210	XP_036580829.1	XP_031888025.1
OG0006211	XP_036580830.1	XP_031888024.1
OG0006212	XP_036580831.2	XP_031888023.1
OG0006213	XP_036580832.1	XP_031888022.1
OG0006214	XP_036580835.1	XP_031888021.1
OG0006215	XP_036580836.1	XP_031887856.1
OG0006216	XP_070061472.1	XP_031888028.1
OG0006217	XP_036580865.1	XP_031887843.1
OG0006218	XP_070061466.1	XP_031887841.1
OG0006219	XP_036580857.1	XP_031887839.2
OG0006220	XP_070061469.1	XP_031887822.1
OG0006221	XP_036580850.1	XP_031888054.1
OG0006222	XP_070061470.1	XP_031888201.1
OG0006223	XP_036580848.1	XP_031888200.1
OG0006224	XP_036580847.1	XP_031888146.1
OG0006225	XP_036580846.1	XP_031888206.1
OG0006226	XP_070061471.1	XP_031888208.1
OG0006228	XP_036580844.1	XP_031888203.1
OG0006231	XP_036580895.1	XP_031888120.1
OG0006232	XP_036580894.2	XP_031888119.1
OG0006233	XP_036580892.1	XP_066008202.1
OG0006235	XP_036576503.1	XP_031878670.1
OG0006236	XP_036576502.1	XP_031878665.1
OG0006237	XP_036576501.1	XP_031878698.2
OG0006238	XP_036576500.1	XP_031878654.1
OG0006239	XP_036576499.1	XP_031878674.1
OG0006240	XP_036576497.1	XP_031878759.1
OG0006241	XP_036576494.1	XP_031878770.1
OG0006242	XP_036576493.1	XP_031878771.1
OG0006243	XP_036576487.1	XP_031878768.1
OG0006244	XP_036576486.1	XP_031878769.1
OG0006245	XP_036576485.1	XP_031878652.1
OG0006246	XP_036576483.1	XP_031878702.1
OG0006247	XP_070060013.1	XP_031878682.2
OG0006248	XP_036576477.1	XP_066007329.1
OG0006249	XP_036576478.2	XP_031878680.1
OG0006250	XP_036577803.1	XP_031882695.1
OG0006251	XP_036576466.1	XP_031878741.1
OG0006252	XP_036576469.1	XP_031878734.1
OG0006253	XP_036577805.1	XP_031882613.1
OG0006254	XP_070060017.1	XP_031882690.1
OG0006255	XP_036582150.1	XP_031878470.1
OG0006256	XP_036577817.1	XP_031878673.1
OG0006257	XP_036577816.1	XP_031882677.1
OG0006258	XP_036577815.1	XP_031882676.1
OG0006259	XP_036577814.1	XP_031882697.1
OG0006260	XP_036577812.1	XP_031882593.1
OG0006261	XP_036577833.1	XP_031882572.1
OG0006262	XP_036577832.2	XP_031882574.1
OG0006263	XP_036577830.1	XP_031882674.1
OG0006264	XP_036577829.1	XP_031882610.1
OG0006265	XP_036577828.1	XP_031882609.1
OG0006266	XP_036577827.1	XP_031882621.1
OG0006267	XP_036581691.1, XP_036577826.1	XP_031882622.1
OG0006268	XP_036577822.1	XP_031882620.1
OG0006269	XP_036577820.1	XP_031882670.1
OG0006270	XP_036576517.1	XP_066009266.1
OG0006271	XP_036574207.1	XP_031878729.1
OG0006272	XP_070060656.1	XP_031878717.1
OG0006273	XP_036574203.1	XP_031878716.1
OG0006274	XP_036581167.1	XP_031878693.1
OG0006275	XP_036581165.1	XP_031878688.1
OG0006276	XP_070060655.1	XP_031878689.1
OG0006277	XP_036581169.1	XP_031878725.1
OG0006278	XP_036581171.2	XP_031878726.1
OG0006279	XP_036581172.1	XP_031878723.1
OG0006280	XP_036581173.1	XP_031878724.1
OG0006281	XP_036581174.1	XP_031878720.1
OG0006282	XP_036581175.1	XP_031878722.1
OG0006283	XP_036581176.1	XP_031878718.1
OG0006284	XP_036581179.1	XP_031878742.1
OG0006285	XP_036581184.1	XP_031879020.2
OG0006286	XP_070060650.1	XP_031879132.1
OG0006288	XP_036587373.1	XP_031886741.1
OG0006289	XP_036581190.1	XP_066009093.1
OG0006290	XP_070060648.1	XP_031879025.2
OG0006291	XP_036581194.2	XP_031879013.1
OG0006292	XP_036581195.1	XP_031879038.1
OG0006293	XP_036581198.1	XP_031879005.1
OG0006294	XP_036581207.1	XP_031879111.1
OG0006295	XP_036581208.1	XP_031879069.2
OG0006296	XP_036581209.1	XP_031879066.1
OG0006297	XP_036581210.1	XP_031879067.1
OG0006298	XP_070060644.1	XP_066009120.1
OG0006299	XP_036581212.1	XP_031879073.1
OG0006300	XP_036581213.1	XP_031879070.1
OG0006301	XP_070060643.1	XP_031879071.1
OG0006302	XP_036581218.1	XP_031879028.1
OG0006303	XP_036581203.1	XP_031879128.1
OG0006304	XP_036581224.1	XP_031879055.1
OG0006305	XP_036584048.1	XP_031877239.2
OG0006306	XP_036581232.1	XP_031879042.1
OG0006307	XP_036581234.2	XP_031879044.1
OG0006308	XP_070060637.1	XP_031879113.1
OG0006309	XP_036581247.1	XP_031879116.1
OG0006310	XP_070060633.1	XP_031879050.1
OG0006311	XP_070060629.1	XP_031879094.1
OG0006312	XP_036581261.1	XP_031879035.1
OG0006313	XP_036581260.1	XP_031879036.1
OG0006314	XP_036581259.1	XP_031879019.1
OG0006315	XP_036581258.1	XP_031879031.1
OG0006316	XP_070060630.1	XP_031879118.2
OG0006317	XP_036581255.1	XP_031879026.1
OG0006318	XP_036581268.1	XP_031890061.1
OG0006319	XP_036581267.2	XP_031890062.1
OG0006320	XP_036579501.1	XP_031884997.1
OG0006321	XP_036581284.1	XP_031890077.1
OG0006322	XP_036581283.1	XP_066009150.1
OG0006323	XP_036581282.1	XP_031890085.1
OG0006324	XP_036581281.1	XP_031890084.1
OG0006325	XP_036581279.2	XP_031890004.1
OG0006326	XP_070060624.1	XP_031890189.1
OG0006327	XP_036581276.2	XP_031890239.1
OG0006328	XP_036581287.1	XP_031890240.1
OG0006329	XP_036581288.2	XP_066009235.1
OG0006330	XP_036586962.2	XP_031885798.1
OG0006331	XP_036586961.1	XP_031885783.1
OG0006332	XP_036586960.1	XP_031885811.1
OG0006333	XP_036586959.2	XP_031885782.1
OG0006334	XP_036586958.1	XP_031885802.1
OG0006335	XP_036586955.1	XP_066009738.1
OG0006336	XP_036586954.1	XP_031885779.1
OG0006337	XP_036586953.1	XP_031885609.1
OG0006338	XP_036586952.2	XP_031885610.1
OG0006339	XP_036586951.1	XP_031885607.1
OG0006340	XP_070062150.1	XP_031885766.1
OG0006341	XP_036586946.1	XP_031885761.1
OG0006342	XP_036587050.1	XP_031885619.1
OG0006343	XP_036587051.1	XP_031885618.1
OG0006344	XP_036587052.1	XP_031885749.1
OG0006345	XP_070062162.1	XP_031885750.1
OG0006346	XP_070062163.1	XP_031885751.1
OG0006347	XP_070062164.1	XP_031885752.1
OG0006348	XP_036587056.1	XP_031885754.1
OG0006349	XP_036587057.1	XP_031885755.1
OG0006350	XP_036587058.1	XP_031885756.1
OG0006351	XP_070062166.1	XP_066009625.1
OG0006352	XP_036587062.1	XP_031885832.1
OG0006353	XP_070062167.1	XP_031885831.1
OG0006354	XP_036587064.1	XP_031885833.1
OG0006355	XP_036587065.1	XP_031885836.1
OG0006356	XP_036587066.1	XP_031885835.1
OG0006357	XP_036587067.1	XP_031885837.2
OG0006358	XP_036587069.1	XP_031885842.1
OG0006359	XP_036587070.2	XP_031885843.2
OG0006360	XP_036587071.1	XP_031885841.1
OG0006361	XP_070062168.1	XP_031885695.2
OG0006362	XP_036587073.1	XP_031885846.1
OG0006363	XP_036587074.1	XP_031885844.1
OG0006364	XP_036587075.1	XP_031885845.1
OG0006365	XP_036586944.1	XP_031885765.1
OG0006366	XP_036586942.1	XP_031885640.1
OG0006367	XP_036586941.1	XP_031885642.1
OG0006368	XP_036586928.1	XP_031885775.1
OG0006369	XP_036586929.1	XP_031885771.1
OG0006370	XP_036586930.1	XP_066009845.1
OG0006371	XP_036586931.1	XP_031885773.1
OG0006372	XP_070062146.1	XP_031885601.1
OG0006373	XP_036586923.1	XP_031885606.1
OG0006374	XP_036586922.1	XP_031885605.1
OG0006375	XP_036575660.1	XP_031885738.1
OG0006376	XP_036575656.1	XP_031885742.1
OG0006377	XP_036575652.1	XP_031885743.1
OG0006378	XP_036574334.1	XP_031884474.1
OG0006379	XP_036574512.1	XP_031881805.1
OG0006380	XP_036574511.1	XP_031881804.1
OG0006381	XP_036574510.1	XP_031881749.1
OG0006382	XP_036574513.1	XP_031881865.1
OG0006383	XP_036575627.1	XP_031885722.1
OG0006384	XP_036575625.1	XP_031881774.1
OG0006385	XP_036575624.1	XP_031881867.1
OG0006386	XP_036575621.1	XP_031881873.1
OG0006387	XP_036574520.2	XP_031881816.1
OG0006388	XP_036574521.2	XP_031881837.1
OG0006389	XP_036581146.2	XP_031881839.1
OG0006390	XP_070062111.1	XP_031883529.1
OG0006391	XP_036574517.2	XP_031881769.2
OG0006392	XP_036574516.1	XP_031881771.1
OG0006393	XP_036574379.1	XP_031881767.1
OG0006394	XP_070061929.1	XP_031881905.1
OG0006395	XP_070061930.1	XP_031881909.1
OG0006396	XP_036581131.1	XP_031881910.1
OG0006397	XP_036581132.1	XP_031881911.1
OG0006398	XP_036581134.1	XP_031881876.1
OG0006399	XP_036581135.1	XP_031881820.1
OG0006400	XP_036574376.1	XP_031881846.1
OG0006401	XP_036574374.1	XP_031881896.1
OG0006402	XP_070061948.1	XP_031881785.2
OG0006403	XP_070061949.1	XP_031881786.1
OG0006404	XP_070059985.1	XP_031883864.2
OG0006405	XP_036584083.1	XP_066008453.1
OG0006406	XP_036584082.1	XP_031881748.1
OG0006407	XP_036584081.1	XP_031881720.1
OG0006408	XP_036584080.1	XP_031881763.1
OG0006409	XP_036584079.1	XP_031881760.1
OG0006410	XP_036584077.2	XP_031881765.1
OG0006411	XP_070061951.1	XP_066008576.1
OG0006412	XP_036584090.1	XP_031881815.1
OG0006413	XP_036584091.1	XP_031881901.1
OG0006414	XP_036584092.2	XP_066008574.1
OG0006415	XP_036584096.1	XP_031881864.1
OG0006416	XP_036584097.1	XP_031881861.1
OG0006417	XP_036584098.1	XP_031881862.1
OG0006418	XP_036584099.1	XP_031881734.1
OG0006419	XP_036584100.1	XP_031881733.1
OG0006420	XP_036584101.1	XP_031881899.1
OG0006421	XP_036584102.1	XP_031881898.1
OG0006422	XP_070060381.1	XP_066008753.1
OG0006423	XP_036584105.1	XP_031881806.1
OG0006424	XP_036584104.1	XP_031881729.1
OG0006425	XP_036584103.1	XP_031881717.2
OG0006426	XP_036577340.1	XP_031892870.1
OG0006427	XP_036575258.1	XP_066008103.1
OG0006428	XP_036589094.1	XP_031892881.1
OG0006429	XP_036580475.1	XP_066007160.1
OG0006430	XP_036580474.1	XP_031876606.1
OG0006431	XP_036580472.1	XP_031876599.1
OG0006432	XP_070060460.1, XP_036579896.2	XP_031881224.1
OG0006433	XP_036580460.1	XP_031876589.1
OG0006434	XP_036580456.1	XP_031876592.1
OG0006435	XP_036580457.1	XP_031876591.1
OG0006436	XP_036580449.1	XP_031876572.1
OG0006437	XP_036580448.1	XP_031876571.1
OG0006438	XP_070060068.1	XP_031876569.1
OG0006439	XP_036580441.2	XP_031876573.1
OG0006440	XP_036580440.1	XP_031876576.1
OG0006441	XP_036580439.1	XP_031876582.1
OG0006442	XP_036580438.1	XP_031876580.1
OG0006443	XP_036580436.1	XP_031876581.1
OG0006444	XP_036587171.1	XP_031876829.1
OG0006445	XP_036587173.2	XP_066009869.1
OG0006446	XP_070061284.1	XP_031878691.1
OG0006447	XP_036580432.1	XP_031876563.1
OG0006448	XP_036580420.1	XP_031893262.1
OG0006449	XP_036580419.1	XP_031893261.1
OG0006450	XP_036580418.1	XP_031893264.1
OG0006451	XP_036580417.1	XP_031893263.2
OG0006452	XP_036580415.1	XP_031893266.1
OG0006453	XP_036580414.1	XP_031893265.1
OG0006454	XP_036580413.1	XP_031893268.1
OG0006455	XP_036580412.1	XP_031893605.1
OG0006456	XP_036580398.1	XP_031893499.1
OG0006457	XP_036580401.1	XP_031893599.1
OG0006458	XP_036580404.1	XP_066007152.1
OG0006459	XP_036580406.1	XP_031893603.1
OG0006460	XP_036580397.1	XP_031893245.1
OG0006461	XP_036580396.1	XP_031893247.1
OG0006462	XP_036580385.1	XP_031893380.1
OG0006463	XP_036580386.1	XP_031893379.1
OG0006464	XP_036580387.1	XP_031893388.1
OG0006465	XP_036580388.1	XP_031893387.1
OG0006466	XP_036580389.1	XP_031893239.1
OG0006467	XP_036580390.2	XP_031893240.1
OG0006468	XP_036580391.1	XP_031893241.1
OG0006469	XP_036580392.1	XP_031893242.1
OG0006470	XP_036580384.1	XP_031893383.1
OG0006471	XP_036580380.1	XP_031893031.1
OG0006472	XP_036580357.1	XP_031893280.1
OG0006473	XP_036579986.1	XP_031889222.1
OG0006474	XP_036580361.1	XP_066007197.1
OG0006475	XP_036580362.1	XP_066007229.1
OG0006476	XP_036580364.1	XP_031893027.1
OG0006477	XP_036580365.2	XP_031893257.1
OG0006478	XP_036580366.1	XP_031893258.1
OG0006479	XP_036580367.1	XP_031893251.1
OG0006480	XP_036580368.1	XP_031893252.1
OG0006481	XP_036580370.1	XP_031893250.1
OG0006482	XP_036580371.1	XP_031893255.1
OG0006483	XP_070060059.1	XP_031893256.1
OG0006484	XP_036580374.1	XP_066007215.1
OG0006485	XP_036580375.1	XP_031893254.2
OG0006486	XP_036580376.1	XP_066007214.1
OG0006487	XP_036580355.1	XP_031892940.1
OG0006488	XP_036580353.1	XP_031892934.1
OG0006489	XP_036580352.1	XP_031892941.1
OG0006490	XP_036580350.1	XP_031893303.1
OG0006491	XP_036580349.1	XP_031893302.1
OG0006492	XP_070060057.1	XP_031893305.1
OG0006493	XP_036580347.1	XP_031893304.1
OG0006494	XP_070060056.1	XP_031893307.1
OG0006495	XP_036580344.1	XP_031893309.1
OG0006496	XP_036580343.1	XP_031893308.1
OG0006497	XP_070060055.1	XP_031893310.1
OG0006498	XP_036580341.1	XP_031893585.1
OG0006499	XP_036580340.1	XP_031893586.1
OG0006500	XP_036580339.1	XP_031893587.1
OG0006501	XP_036580338.1	XP_031893588.1
OG0006502	XP_036580336.1	XP_031893590.1
OG0006503	XP_036580335.1	XP_031893591.1
OG0006504	XP_036580334.1	XP_031893593.1
OG0006505	XP_036580333.1	XP_031893613.1
OG0006506	XP_036580331.2	XP_031893236.1
OG0006507	XP_036580330.1	XP_031893232.1
OG0006508	XP_070062651.1	XP_066009902.1
OG0006509	XP_036580311.1	XP_066007116.1
OG0006510	XP_036580296.1	XP_031877100.1
OG0006511	XP_070060051.1	XP_031877101.1
OG0006512	XP_036580299.1	XP_031877118.1
OG0006513	XP_036580300.1	XP_031877116.2
OG0006514	XP_036580301.1	XP_031877117.1
OG0006515	XP_036580303.1	XP_031877115.1
OG0006516	XP_036580306.1	XP_031877141.1
OG0006517	XP_036580307.1	XP_031877104.1
OG0006518	XP_036580308.1	XP_031877157.1
OG0006519	XP_036580309.1, XP_036574750.2	XP_031877140.1
OG0006520	XP_036577928.1	XP_031877163.1
OG0006521	XP_036577927.1	XP_031877164.1
OG0006522	XP_036577926.1	XP_031877165.1
OG0006523	XP_036577922.1	XP_031877125.1
OG0006524	XP_036577923.1	XP_031877167.1
OG0006525	XP_036577924.1	XP_031877166.1
OG0006526	XP_036577919.1	XP_031877121.1
OG0006527	XP_036577906.1	XP_031877120.1
OG0006528	XP_036577905.1	XP_031877153.1
OG0006529	XP_036577901.1	XP_031877105.1
OG0006530	XP_070060033.1	XP_066007168.1
OG0006531	XP_036584108.2	XP_031881889.1
OG0006532	XP_036584107.2	XP_031881885.1
OG0006533	XP_036584106.1	XP_031881886.1
OG0006534	XP_036584115.1	XP_066008328.1
OG0006535	XP_036584114.1	XP_031881731.1
OG0006536	XP_036584113.1	XP_031881732.1
OG0006537	XP_036584112.1	XP_031881882.1
OG0006538	XP_036584110.1	XP_031881888.1
OG0006539	XP_036584118.1	XP_031881800.1
OG0006540	XP_036584116.1	XP_031881801.2
OG0006541	XP_036584120.1	XP_031881887.1
OG0006542	XP_036584121.1	XP_031881776.1
OG0006543	XP_036584122.2	XP_031881775.1
OG0006544	XP_036584124.1	XP_031881778.1
OG0006545	XP_036584125.1	XP_031881777.1
OG0006546	XP_070061961.1	XP_031881783.1
OG0006547	XP_036584127.1	XP_031881829.1
OG0006548	XP_036584129.2	XP_031881831.1
OG0006549	XP_070061962.1	XP_031881830.1
OG0006550	XP_036584131.1	XP_031881825.1
OG0006551	XP_070061963.1	XP_031881824.1
OG0006552	XP_036584134.1	XP_031881826.1
OG0006553	XP_036584135.1	XP_066008546.1
OG0006554	XP_036584136.1	XP_031881832.1
OG0006555	XP_036584137.1	XP_031881781.1
OG0006556	XP_036584140.1	XP_031881782.1
OG0006558	XP_070061966.1	XP_031881744.1
OG0006559	XP_070061967.1	XP_031881840.1
OG0006560	XP_036584149.1	XP_066008532.1
OG0006561	XP_036584150.1	XP_031883317.1
OG0006562	XP_036584151.1	XP_031883320.1
OG0006563	XP_036584153.1	XP_031883318.1
OG0006564	XP_036584154.1	XP_031883324.1
OG0006565	XP_036584155.1	XP_031883325.2
OG0006566	XP_036584157.2	XP_031883435.1
OG0006567	XP_036584158.1	XP_066008403.1
OG0006568	XP_070061968.1	XP_031883441.1
OG0006569	XP_036584161.1	XP_031883440.1
OG0006570	XP_036584162.2	XP_031883439.1
OG0006571	XP_036584163.1	XP_066008402.1
OG0006572	XP_036584164.1	XP_066008401.1
OG0006573	XP_036584165.1	XP_031883437.1
OG0006574	XP_036584167.1	XP_031883433.1
OG0006575	XP_036584168.1	XP_031883306.1
OG0006576	XP_036584169.1	XP_031883377.1
OG0006577	XP_036584170.2	XP_066008330.1
OG0006578	XP_070061969.1	XP_031883305.1
OG0006579	XP_036584172.1	XP_031883379.1
OG0006580	XP_036584176.1	XP_031883329.1
OG0006581	XP_036584177.1	XP_031883330.1
OG0006582	XP_036584178.1	XP_031883331.1
OG0006583	XP_036584179.1	XP_031883405.1
OG0006584	XP_036584181.1	XP_031883446.1
OG0006585	XP_070061970.1	XP_031883445.1
OG0006586	XP_036584184.1	XP_031883447.1
OG0006587	XP_036584187.1	XP_031883403.1
OG0006588	XP_070061971.1	XP_031883341.1
OG0006589	XP_070061972.1	XP_031883342.1
OG0006590	XP_036584190.1	XP_031883339.1
OG0006591	XP_036584191.1	XP_031883340.1
OG0006592	XP_036584192.1	XP_066008508.1
OG0006593	XP_036584194.1	XP_031883335.2
OG0006594	XP_036584195.1	XP_031883336.1
OG0006595	XP_036584200.1	XP_031883238.2
OG0006596	XP_036584199.1	XP_031883233.1
OG0006597	XP_070061973.1	XP_031883334.2
OG0006598	XP_036584196.2	XP_031883333.1
OG0006599	XP_036584210.1	XP_031883351.1
OG0006600	XP_036584209.1	XP_031883349.1
OG0006601	XP_036584208.1	XP_031883348.1
OG0006602	XP_036584207.1	XP_031883344.1
OG0006603	XP_070061975.1	XP_031883245.1
OG0006604	XP_036584204.1	XP_066008487.1
OG0006605	XP_036584203.1	XP_031883240.1
