HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N5.HOG0005690	OG0004335	n0			XP_031886595.1	XP_045263274.1			XP_036496380.1	
N5.HOG0005691	OG0004336	n0			XP_031886594.1	XP_045263273.1			XP_036496381.1	
N5.HOG0005692	OG0004337	n0			XP_031886600.1	XP_045263271.1			XP_036495529.1	
N5.HOG0005693	OG0004338	n0			XP_031886766.1	XP_045263270.1			XP_036495528.1	
N5.HOG0005694	OG0004339	n0			XP_031886769.1	XP_045263269.1			XP_036495527.1	
N5.HOG0005695	OG0004340	n0			XP_031886761.2	XP_045263268.1			XP_036495525.1	
N5.HOG0005696	OG0004341	n0			XP_031886765.1	XP_045263265.1			XP_036495522.1	
N5.HOG0005697	OG0004342	n0			XP_031886758.1	XP_045263263.1			XP_036495520.1	
N5.HOG0005698	OG0004343	n0			XP_031886759.1	XP_045263262.1			XP_036495281.1	
N5.HOG0005699	OG0004344	n0			XP_031887883.1	XP_045261176.1			XP_036490780.1	
N5.HOG0005700	OG0004345	n0			XP_031886591.1	XP_045263260.1			XP_036496435.1	
N5.HOG0005701	OG0004346	n0			XP_031886587.1	XP_045263255.1			XP_036496440.1	
N5.HOG0005702	OG0004347	n0			XP_031886585.1	XP_045263257.1			XP_036496434.1	
N5.HOG0005703	OG0004348	n0			XP_031885378.1	XP_045258653.1			XP_036500807.1	
N5.HOG0005704	OG0004349	n0			XP_031886588.2	XP_045263254.1			XP_036495567.1	
N5.HOG0005705	OG0004350	n0			XP_031886750.1	XP_045263252.1			XP_036495574.1	
N5.HOG0005706	OG0004351	n0			XP_031886751.1	XP_045263251.1			XP_036495573.1	
N5.HOG0005707	OG0004352	n0			XP_031886748.1	XP_045263250.1			XP_036495576.1	
N5.HOG0005708	OG0004353	n0			XP_031886755.1	XP_045263247.1			XP_036495569.1	
N5.HOG0005709	OG0004354	n0			XP_031886752.1	XP_045263246.1			XP_036495572.1	
N5.HOG0005710	OG0004355	n0			XP_031886753.1	XP_045263245.1			XP_036495571.1	
N5.HOG0005711	OG0004356	n0			XP_031886717.1	XP_045263244.1			XP_036496249.1	
N5.HOG0005712	OG0004357	n0			XP_031886718.1	XP_045263243.1			XP_036496250.1	
N5.HOG0005713	OG0004358	n0			XP_031886723.2	XP_045263242.1			XP_036496251.1	
N5.HOG0005714	OG0004359	n0			XP_031886724.1	XP_045263241.1			XP_036496252.1	
N5.HOG0005715	OG0004360	n0			XP_031886725.1	XP_045263240.1			XP_036496253.1	
N5.HOG0005716	OG0004361	n0			XP_031886726.1	XP_045263239.1			XP_036496254.1	
N5.HOG0005717	OG0004362	n0			XP_031886565.1	XP_045263232.1			XP_036496258.1	
N5.HOG0005718	OG0004363	n0			XP_031886570.1	XP_045263233.1			XP_036496257.1	
N5.HOG0005719	OG0004364	n0			XP_031886722.1	XP_045263234.1			XP_036496256.1	
N5.HOG0005720	OG0004365	n0			XP_031886550.1	XP_045263214.1			XP_036496309.1	
N5.HOG0005721	OG0004366	n0			XP_031886543.1	XP_045263215.1			XP_036496315.1	
N5.HOG0005722	OG0004367	n0			XP_031886544.2	XP_045263216.1			XP_036496314.1	
N5.HOG0005723	OG0004368	n0			XP_031886566.1	XP_045263225.1			XP_036495422.1	
N5.HOG0005724	OG0004369	n0			XP_031886694.1	XP_045263224.1			XP_036495421.1	
N5.HOG0005725	OG0004370	n0			XP_031886695.1	XP_045263223.1			XP_036495420.1	
N5.HOG0005726	OG0004371	n0			XP_031886702.1	XP_045263222.1			XP_036496312.1	
N5.HOG0005727	OG0004372	n0			XP_031886703.1	XP_045263221.1			XP_036496307.1	
N5.HOG0005728	OG0004373	n0			XP_031886700.1	XP_045263220.1			XP_036496317.1	
N5.HOG0005729	OG0004374	n0			XP_031891568.1	XP_045263843.1			XP_036502297.1	
N5.HOG0005730	OG0004375	n0			XP_031891573.1	XP_045263839.1			XP_036501365.1	
N5.HOG0005731	OG0004376	n0			XP_031891572.1	XP_045263838.1			XP_036501366.1	
N5.HOG0005732	OG0004377	n0			XP_031891178.1	XP_045263837.1			XP_036501359.1	
N5.HOG0005733	OG0004378	n0			XP_066009922.1	XP_045263835.1			XP_036502164.1	
N5.HOG0005734	OG0004379	n0			XP_031891642.1	XP_045263830.1			XP_036502538.1	
N5.HOG0005735	OG0004380	n0			XP_031891232.1	XP_045263831.1			XP_036502539.1	
N5.HOG0005736	OG0004381	n0			XP_066009923.1	XP_045263833.1			XP_036502162.1	
N5.HOG0005737	OG0004382	n0			XP_031891173.1	XP_045263834.1			XP_036501357.1	
N5.HOG0005738	OG0004383	n0			XP_031891463.1	XP_045263824.1			XP_036502536.1	
N5.HOG0005739	OG0004384	n0			XP_031891469.1	XP_045263823.1			XP_036502533.1	
N5.HOG0005740	OG0004385	n0			XP_031891258.1	XP_045263818.1			XP_036501594.1	
N5.HOG0005741	OG0004386	n0			XP_066010006.1	XP_045263789.1			XP_036502715.1	
N5.HOG0005742	OG0004387	n0			XP_031891606.1	XP_045263794.1			XP_036501518.1	
N5.HOG0005743	OG0004388	n0			XP_031891607.1	XP_045263795.1			XP_036501517.1	
N5.HOG0005744	OG0004389	n0			XP_031891358.1	XP_045263796.1			XP_036501516.1	
N5.HOG0005745	OG0004390	n0			XP_031891357.2	XP_045263797.1			XP_036501515.1	
N5.HOG0005746	OG0004391	n0			XP_031891354.1	XP_045263798.1			XP_036501514.1	
N5.HOG0005747	OG0004392	n0			XP_031891353.1	XP_045263799.1			XP_036501513.1	
N5.HOG0005748	OG0004393	n0			XP_031891356.1	XP_045263800.1			XP_036501512.1	
N5.HOG0005749	OG0004394	n0			XP_031891350.1	XP_045263802.1			XP_036502450.1	
N5.HOG0005750	OG0004395	n0			XP_031891509.2	XP_045263804.1			XP_036502447.1	
N5.HOG0005751	OG0004396	n0			XP_031891502.1	XP_045263810.1			XP_036501590.1	
N5.HOG0005752	OG0004397	n0			XP_031888773.1	XP_045258524.1			XP_036497782.1	
N5.HOG0005753	OG0004398	n0			XP_031891504.1	XP_045263811.1			XP_036501589.1	
N5.HOG0005754	OG0004399	n0			XP_031891250.1	XP_045263813.1			XP_036501595.1	
N5.HOG0005755	OG0004400	n0			XP_031884533.2	XP_045258256.1			XP_036492132.1	
N5.HOG0005756	OG0004401	n0			XP_031891404.1	XP_045263770.1			XP_036502865.1	
N5.HOG0005757	OG0004402	n0			XP_031891405.1	XP_045263769.1			XP_036502866.1	
N5.HOG0005758	OG0004403	n0			XP_031891400.1	XP_045263768.1			XP_036502867.1	
N5.HOG0005759	OG0004404	n0			XP_031891627.1	XP_045263764.1			XP_036502870.1	
N5.HOG0005760	OG0004405	n0			XP_031891626.1	XP_045263763.1			XP_036502871.1	
N5.HOG0005761	OG0004406	n0			XP_031891389.1	XP_045263751.1			XP_036501814.1	
N5.HOG0005762	OG0004407	n0			XP_031891390.1	XP_045263754.1			XP_036501810.1	
N5.HOG0005763	OG0004408	n0			XP_031891393.1	XP_045263755.1			XP_036501812.1	
N5.HOG0005764	OG0004409	n0			XP_031891654.1	XP_045263760.1			XP_036502874.1	
N5.HOG0005765	OG0004410	n0			XP_066009780.1	XP_045263740.1			XP_036500926.1	
N5.HOG0005766	OG0004411	n0			XP_031891197.1	XP_045263738.1			XP_036500927.1	
N5.HOG0005767	OG0004412	n0			XP_031891440.1	XP_045263737.1			XP_036501884.1	
N5.HOG0005768	OG0004413	n0			XP_031891441.1	XP_045263736.1			XP_036501883.1	
N5.HOG0005769	OG0004414	n0			XP_031891444.2	XP_045263735.1			XP_036501885.1	
N5.HOG0005770	OG0004415	n0			XP_031891445.1	XP_045263734.1			XP_036501880.1	
N5.HOG0005771	OG0004416	n0			XP_031891446.1	XP_045263733.1			XP_036501879.1	
N5.HOG0005772	OG0004417	n0			XP_031891448.1	XP_045263732.1			XP_036501882.1	
N5.HOG0005773	OG0004418	n0			XP_066009779.1	XP_045263731.1			XP_036501881.1	
N5.HOG0005774	OG0004419	n0			XP_031891450.1	XP_045263730.1			XP_036501878.1	
N5.HOG0005775	OG0004420	n0			XP_031891168.1	XP_045263728.1			XP_036502745.1	
N5.HOG0005776	OG0004421	n0			XP_031891172.1	XP_045263727.1			XP_036502746.1	
N5.HOG0005777	OG0004422	n0			XP_031891171.1	XP_045263726.1			XP_036502747.1	
N5.HOG0005778	OG0004423	n0			XP_031891164.1	XP_045263725.1			XP_036502740.1	
N5.HOG0005779	OG0004424	n0			XP_031876164.2					
N5.HOG0005780	OG0004425	n0			XP_031884984.1	XP_045271274.1			XP_036492865.1	
N5.HOG0005781	OG0004426	n0			XP_031892105.1	XP_045268891.1			XP_036495372.1	
N5.HOG0005782	OG0004427	n0			XP_031892103.1	XP_045268893.1			XP_036495374.1	
N5.HOG0005783	OG0004428	n0			XP_031892100.1	XP_045268894.1			XP_036495375.1	
N5.HOG0005784	OG0004429	n0			XP_031892099.1	XP_045268897.1			XP_036495378.1	
N5.HOG0005785	OG0004430	n0			XP_031891910.1	XP_045268886.1			XP_036496212.1	
N5.HOG0005786	OG0004431	n0			XP_031891912.1	XP_045268888.1			XP_036496216.1	
N5.HOG0005787	OG0004432	n0			XP_031891913.1	XP_045268889.1			XP_036496215.1	
N5.HOG0005788	OG0004433	n0			XP_031878281.1	XP_045257227.1			XP_036499567.1	
N5.HOG0005789	OG0004434	n0			XP_066008594.1	XP_045259206.1			XP_036496583.1	
N5.HOG0005790	OG0004435	n0			XP_031891880.1	XP_045259204.1			XP_036495530.1	
N5.HOG0005791	OG0004436	n0			XP_031892187.1	XP_045268978.1			XP_036495536.1	
N5.HOG0005792	OG0004437	n0			XP_031892190.1	XP_045268977.1			XP_036495537.1	
N5.HOG0005793	OG0004438	n0			XP_031892166.1	XP_045268956.1			XP_036495582.1	
N5.HOG0005794	OG0004439	n0			XP_031891916.1	XP_045268968.1			XP_036496452.1	
N5.HOG0005795	OG0004440	n0			XP_031892170.1	XP_045268960.1			XP_036495586.1	
N5.HOG0005796	OG0004441	n0			XP_031888710.1	XP_045263334.1			XP_036498656.1	
N5.HOG0005797	OG0004442	n0			XP_031892161.1	XP_045268948.1			XP_036496478.1	
N5.HOG0005798	OG0004443	n0			XP_031875549.1	XP_045267715.1			XP_036501396.1	
N5.HOG0005799	OG0004444	n0			XP_031891829.1	XP_045268947.1			XP_036496477.1	
N5.HOG0005800	OG0004445	n0			XP_031891830.2	XP_045268946.1			XP_036496480.1	
N5.HOG0005801	OG0004446	n0			XP_031891834.1	XP_045268943.1			XP_036496482.1	
N5.HOG0005802	OG0004447	n0			XP_031892141.1	XP_045268936.1			XP_036495497.1	
N5.HOG0005803	OG0004448	n0			XP_031891832.1	XP_045268937.1			XP_036495498.1	
N5.HOG0005804	OG0004449	n0			XP_031891831.1	XP_045268938.1			XP_036495504.1	
N5.HOG0005805	OG0004450	n0			XP_031892140.1	XP_045268935.1			XP_036495496.1	
N5.HOG0005806	OG0004451	n0			XP_031892118.1	XP_045268916.1			XP_036495444.1	
N5.HOG0005807	OG0004452	n0			XP_031892119.1	XP_045268917.1			XP_036495441.1	
N5.HOG0005808	OG0004453	n0			XP_031891802.1	XP_045268919.1			XP_036495435.1	
N5.HOG0005809	OG0004454	n0			XP_031892271.1	XP_045268920.1			XP_036495436.1	
N5.HOG0005810	OG0004455	n0			XP_031892143.1	XP_045268927.1			XP_036496320.1	
N5.HOG0005811	OG0004456	n0			XP_031891807.1	XP_045268926.1			XP_036496321.1	
N5.HOG0005812	OG0004457	n0			XP_031891808.1	XP_045268925.1			XP_036496322.1	
N5.HOG0005813	OG0004458	n0			XP_031891804.1	XP_045268924.1			XP_036496323.1	
N5.HOG0005814	OG0004459	n0			XP_031891769.1	XP_045268910.1			XP_036496268.1	
N5.HOG0005815	OG0004460	n0			XP_031891791.1	XP_045259211.1			XP_036495803.1	
N5.HOG0005816	OG0004461	n0			XP_031891793.1	XP_045259212.1			XP_036496585.1	
N5.HOG0005817	OG0004462	n0			XP_031891795.1	XP_045259214.1			XP_036496636.1	
N5.HOG0005818	OG0004463	n0			XP_031891826.1	XP_045259229.1			XP_036496531.1	
N5.HOG0005819	OG0004464	n0			XP_031891828.1	XP_045259227.1			XP_036495891.1	
N5.HOG0005820	OG0004465	n0			XP_031892113.1	XP_045259224.1			XP_036496530.1	
N5.HOG0005821	OG0004466	n0			XP_031892112.1	XP_045259223.1			XP_036495684.1	
N5.HOG0005822	OG0004467	n0			XP_031891863.1	XP_045259238.1			XP_036495622.1	
N5.HOG0005823	OG0004468	n0			XP_031891747.1	XP_045259254.1			XP_036496984.1	
N5.HOG0005824	OG0004469	n0			XP_031891749.1	XP_045259253.1			XP_036495424.1	
N5.HOG0005825	OG0004470	n0			XP_031877491.1	XP_045257589.1			XP_036498039.1	
N5.HOG0005826	OG0004471	n0			XP_031891723.1	XP_045259252.1			XP_036496725.1	
N5.HOG0005827	OG0004472	n0			XP_031891724.1	XP_045259251.1			XP_036496727.1	
N5.HOG0005828	OG0004473	n0			XP_031891990.1	XP_045259249.1			XP_036496729.1	
N5.HOG0005829	OG0004474	n0			XP_031891728.1	XP_045259248.1			XP_036496728.1	
N5.HOG0005830	OG0004475	n0			XP_031892054.1	XP_045259257.1			XP_036495816.1	
N5.HOG0005831	OG0004476	n0			XP_031891754.1	XP_045259262.1			XP_036495823.1	
N5.HOG0005832	OG0004477	n0			XP_031891753.1	XP_045259263.1			XP_036495822.1	
N5.HOG0005833	OG0004478	n0			XP_031891752.1	XP_045259264.1			XP_036496905.1	
N5.HOG0005834	OG0004479	n0			XP_066008657.1	XP_045266989.1			XP_036495953.1	
N5.HOG0005835	OG0004480	n0			XP_031875916.1	XP_045266974.1			XP_036496809.1	
N5.HOG0005836	OG0004481	n0			XP_031875912.2	XP_045266977.1			XP_036496810.1	
N5.HOG0005837	OG0004482	n0			XP_031875915.1	XP_045266978.1			XP_036496805.1	
N5.HOG0005838	OG0004483	n0			XP_031875914.1	XP_045266979.1			XP_036496804.1	
N5.HOG0005839	OG0004484	n0			XP_031875895.1	XP_045266980.1			XP_036496807.1	
N5.HOG0005840	OG0004485	n0			XP_031875903.1	XP_045266959.1			XP_036496702.1	
N5.HOG0005841	OG0004486	n0			XP_031875922.1	XP_045266960.1			XP_036496703.1	
N5.HOG0005842	OG0004487	n0			XP_031885283.1	XP_045266958.1			XP_036496701.1	
N5.HOG0005843	OG0004488	n0			XP_031885145.1	XP_045266956.1			XP_036496499.1	
N5.HOG0005844	OG0004489	n0			XP_066008631.1				XP_036496705.1	
N5.HOG0005845	OG0004490	n0			XP_066009755.1	XP_045270250.1			XP_036502272.1	
N5.HOG0005846	OG0004491	n0			XP_031877064.1	XP_045270251.1			XP_036501224.1	
N5.HOG0005847	OG0004492	n0			XP_031885144.2	XP_045266955.1			XP_036496498.1	
N5.HOG0005848	OG0004493	n0			XP_031885290.1	XP_045266948.1			XP_036496920.1	
N5.HOG0005849	OG0004494	n0			XP_031885289.1	XP_045266947.1			XP_036496921.1	
N5.HOG0005850	OG0004495	n0			XP_031885133.1	XP_045266942.1			XP_036495363.1	
N5.HOG0005851	OG0004496	n0			XP_031878893.1	XP_045266985.1			XP_036495950.1	
N5.HOG0005852	OG0004497	n0			XP_031885263.1	XP_045266903.1			XP_036496335.1	
N5.HOG0005853	OG0004498	n0			XP_031885105.1	XP_045266907.1			XP_036496179.1	
N5.HOG0005854	OG0004499	n0			XP_031885106.1	XP_045266908.1			XP_036496180.1	
N5.HOG0005855	OG0004500	n0			XP_031885111.1	XP_045266913.1			XP_036496390.1	
N5.HOG0005856	OG0004501	n0			XP_031885266.1	XP_045266918.1			XP_036495742.1	
N5.HOG0005857	OG0004502	n0			XP_066008841.1	XP_045266919.1			XP_036496634.1	
N5.HOG0005858	OG0004503	n0			XP_031885080.1	XP_045266894.1			XP_036496524.1	
N5.HOG0005859	OG0004504	n0			XP_031885244.1	XP_045266901.1			XP_036496395.1	
N5.HOG0005860	OG0004505	n0			XP_031878992.1	XP_045267009.1			XP_036496043.1	
N5.HOG0005861	OG0004506	n0			XP_031878899.1	XP_045267011.1			XP_036496041.1	
N5.HOG0005862	OG0004507	n0			XP_031878935.1	XP_045267014.1			XP_036496040.1	
N5.HOG0005863	OG0004508	n0			XP_031878886.1	XP_045267022.1			XP_036496964.1	
N5.HOG0005864	OG0004509	n0			XP_066008754.1	XP_045267051.1			XP_036496156.1	
N5.HOG0005865	OG0004510	n0			XP_031878953.1	XP_045267054.1			XP_036495330.1	
N5.HOG0005866	OG0004511	n0			XP_031878952.1	XP_045267055.1			XP_036495327.1	
N5.HOG0005867	OG0004512	n0			XP_031878951.1	XP_045267056.1			XP_036495326.1	
N5.HOG0005868	OG0004513	n0			XP_066008590.1	XP_045267057.1			XP_036495329.1	
N5.HOG0005869	OG0004514	n0			XP_031878895.1	XP_045267059.1			XP_036495323.1	
N5.HOG0005870	OG0004515	n0			XP_031878997.1	XP_045267077.1			XP_036496898.1	
N5.HOG0005871	OG0004516	n0			XP_031878909.1	XP_045267078.1			XP_036495455.1	
N5.HOG0005872	OG0004517	n0			XP_031878977.2	XP_045267036.1			XP_036495263.1	
N5.HOG0005873	OG0004518	n0			XP_031882972.1	XP_045267127.1			XP_036495618.1	
N5.HOG0005874	OG0004519	n0			XP_031882973.1	XP_045267126.1			XP_036495614.1	
N5.HOG0005875	OG0004520	n0			XP_031882806.1	XP_045265797.1			XP_036502081.1	
N5.HOG0005876	OG0004521	n0			XP_031883036.1	XP_045267116.1			XP_036496120.1	
N5.HOG0005877	OG0004522	n0			XP_031883127.1	XP_045267115.1			XP_036496121.1	
N5.HOG0005878	OG0004523	n0			XP_031878562.1	XP_045257614.1			XP_036498233.1	
N5.HOG0005879	OG0004524	n0			XP_031877490.2	XP_045257577.1			XP_036497467.1	
N5.HOG0005880	OG0004525	n0			XP_031877501.1	XP_045257578.1			XP_036497466.1	
N5.HOG0005881	OG0004526	n0			XP_031877460.1	XP_045257580.1			XP_036497465.1	
N5.HOG0005882	OG0004527	n0			XP_031877462.1	XP_045257581.1			XP_036497464.1	
N5.HOG0005883	OG0004528	n0			XP_031877488.1	XP_045257585.1			XP_036497463.1	
N5.HOG0005884	OG0004529	n0			XP_031877464.1	XP_045257588.1			XP_036497037.1	
N5.HOG0005885	OG0004530	n0			XP_031877532.1	XP_045257592.1			XP_036498041.1	
N5.HOG0005886	OG0004531	n0			XP_031877494.1	XP_045257593.1			XP_036498360.1	
N5.HOG0005887	OG0004532	n0			XP_031877520.2	XP_045257594.1			XP_036498037.1	
N5.HOG0005888	OG0004533	n0			XP_031877497.1	XP_045257595.1			XP_036498428.1	
N5.HOG0005889	OG0004534	n0			XP_031877499.1	XP_045257596.1			XP_036498038.1	
N5.HOG0005890	OG0004535	n0			XP_031877500.1	XP_045257597.1			XP_036498043.1	
N5.HOG0005891	OG0004536	n0			XP_031877485.1	XP_045257598.1			XP_036498044.1	
N5.HOG0005892	OG0004537	n0			XP_031877493.1	XP_045257591.1			XP_036498040.1	
N5.HOG0005893	OG0004538	n0			XP_031877459.1	XP_045257590.1			XP_036497522.1	
N5.HOG0005894	OG0004539	n2			XP_031877518.1	XP_045256701.1			XP_036497079.1	
N5.HOG0005895	OG0004539	n5				XP_045271035.1				
N5.HOG0005896	OG0004540	n0			XP_031881719.2	XP_045269146.1				
N5.HOG0005897	OG0004541	n0			XP_031877514.1	XP_045256696.1			XP_036497076.1	
N5.HOG0005898	OG0004542	n0			XP_031891310.1, XP_031877526.1	XP_045256679.1			XP_036498796.1	
N5.HOG0005899	OG0004543	n0			XP_031878814.1	XP_045256673.1			XP_036497230.1	
N5.HOG0005900	OG0004544	n0			XP_031878813.1	XP_045256674.1			XP_036497231.1	
N5.HOG0005901	OG0004545	n0			XP_066009589.1	XP_045256667.1			XP_036498421.1	
N5.HOG0005902	OG0004546	n0			XP_031887974.1	XP_045256771.1			XP_036490321.1	
N5.HOG0005903	OG0004547	n0			XP_031878804.1	XP_045256661.1			XP_036498417.1	
N5.HOG0005904	OG0004548	n0			XP_031878884.1	XP_045256662.1			XP_036498420.1	
N5.HOG0005905	OG0004549	n0			XP_031878822.1	XP_045256655.1			XP_036497528.1	
N5.HOG0005906	OG0004550	n0			XP_031878780.1	XP_045261797.1			XP_036498333.1	
N5.HOG0005907	OG0004551	n0			XP_031878879.1	XP_045261795.1			XP_036498323.1	
N5.HOG0005908	OG0004552	n0			XP_031878853.1	XP_045261792.1			XP_036498325.1	
N5.HOG0005909	OG0004553	n0			XP_031878863.1	XP_045261791.1			XP_036498326.1	
N5.HOG0005910	OG0004554	n0			XP_031878882.1	XP_045261790.1			XP_036498329.1	
N5.HOG0005911	OG0004555	n0			XP_031878883.1	XP_045261789.1			XP_036498330.1	
N5.HOG0005912	OG0004556	n0			XP_031878881.1	XP_045261787.1			XP_036497424.1	
N5.HOG0005913	OG0004557	n0			XP_031878880.1	XP_045261785.1			XP_036497650.1	
N5.HOG0005914	OG0004558	n0			XP_031878867.1	XP_045261754.1			XP_036498536.1	
N5.HOG0005915	OG0004559	n0			XP_066009545.1	XP_045261770.1			XP_036498597.1	
N5.HOG0005916	OG0004560	n0			XP_031878872.1	XP_045261768.1			XP_036498595.1	
N5.HOG0005917	OG0004561	n0			XP_066009507.1	XP_045261763.1			XP_036497662.1	
N5.HOG0005918	OG0004562	n0			XP_031878774.1	XP_045261762.1			XP_036497661.1	
N5.HOG0005919	OG0004563	n0			XP_031878775.1	XP_045261761.1			XP_036497656.1	
N5.HOG0005920	OG0004564	n0			XP_031878776.1	XP_045261760.1			XP_036497655.1	
N5.HOG0005921	OG0004565	n0			XP_031878818.2	XP_045261759.1			XP_036497658.1	
N5.HOG0005922	OG0004566	n0			XP_031878841.2	XP_045261756.1			XP_036498529.1	
N5.HOG0005923	OG0004567	n0			XP_031888076.1	XP_045261186.1			XP_036490194.1	
N5.HOG0005924	OG0004568	n0			XP_031878794.2	XP_045261749.1			XP_036498533.1	
N5.HOG0005925	OG0004569	n0			XP_031891762.1	XP_045268906.1			XP_036496269.1	
N5.HOG0005926	OG0004570	n0			XP_031892225.1	XP_045264775.1			XP_036495401.1	
N5.HOG0005927	OG0004571	n0			XP_031878782.1	XP_045261745.1			XP_036497590.1	
N5.HOG0005928	OG0004572	n0			XP_031878791.1	XP_045259541.1, XP_045261742.1			XP_036497589.1	
N5.HOG0005929	OG0004573	n0			XP_031878460.1	XP_045257753.1			XP_036493096.1	
N5.HOG0005930	OG0004574	n0			XP_031878852.1	XP_045261736.1			XP_036497592.1	
N5.HOG0005931	OG0004575	n0			XP_031878836.1	XP_045261738.1			XP_036497545.1	
N5.HOG0005932	OG0004576	n0			XP_066008200.1	XP_045261459.1			XP_036490681.1	
N5.HOG0005933	OG0004577	n0			XP_031888114.1	XP_045261458.1			XP_036490449.1	
N5.HOG0005934	OG0004578	n0			XP_031888113.2	XP_045261457.1			XP_036490451.1	
N5.HOG0005935	OG0004579	n0			XP_031888111.1	XP_045261456.1			XP_036490450.1	
N5.HOG0005936	OG0004580	n0			XP_031887867.1	XP_045261455.1			XP_036490453.1	
N5.HOG0005937	OG0004581	n0			XP_031887868.1	XP_045261454.1			XP_036490452.1	
N5.HOG0005938	OG0004582	n0			XP_031887875.1	XP_045261453.1			XP_036491036.1	
N5.HOG0005939	OG0004583	n0			XP_066008078.1	XP_045261452.1			XP_036490794.1	
N5.HOG0005940	OG0004584	n0			XP_031887871.1	XP_045261451.1			XP_036490837.1	
N5.HOG0005941	OG0004585	n0			XP_031887870.1	XP_045261449.1			XP_036491035.1	
N5.HOG0005942	OG0004586	n0			XP_031888092.1	XP_045261447.1			XP_036490792.1	
N5.HOG0005943	OG0004587	n0			XP_031888099.1	XP_045261446.1			XP_036490909.1	
N5.HOG0005944	OG0004588	n0			XP_031888098.1	XP_045261445.1			XP_036490172.1	
N5.HOG0005945	OG0004589	n0			XP_031888100.1	XP_045261444.1			XP_036490404.1	
N5.HOG0005946	OG0004590	n0			XP_031888095.1	XP_045261443.1			XP_036490403.1	
N5.HOG0005947	OG0004591	n0			XP_031888094.1	XP_045261442.1			XP_036490401.1	
N5.HOG0005948	OG0004592	n0			XP_031888096.1	XP_045261441.1			XP_036490428.1	
N5.HOG0005949	OG0004593	n0			XP_031887806.1	XP_045261405.1			XP_036490802.1	
N5.HOG0005950	OG0004594	n0			XP_031887808.1	XP_045261406.1			XP_036490650.1	
N5.HOG0005951	OG0004595	n0			XP_031888202.1	XP_045261418.1			XP_036490936.1	
N5.HOG0005952	OG0004596	n0			XP_066008087.1	XP_045261465.1			XP_036491079.1	
N5.HOG0005953	OG0004597	n0			XP_031887902.1	XP_045261466.1			XP_036491078.1	
N5.HOG0005954	OG0004598	n0			XP_031887901.1	XP_045261467.1			XP_036491077.1	
N5.HOG0005955	OG0004599	n0			XP_031887899.1	XP_045261469.1			XP_036491076.1	
N5.HOG0005956	OG0004600	n0			XP_031887898.1	XP_045261470.1			XP_036491075.1	
N5.HOG0005957	OG0004601	n0			XP_031887897.1	XP_045261472.1			XP_036491074.1	
N5.HOG0005958	OG0004602	n0			XP_031887906.1	XP_045261473.1			XP_036491210.1	
N5.HOG0005959	OG0004603	n0			XP_031887905.1	XP_045261474.1			XP_036490221.1	
N5.HOG0005960	OG0004604	n0			XP_031888009.1	XP_045261475.1			XP_036490481.1	
N5.HOG0005961	OG0004605	n0			XP_031888008.1	XP_045261477.1			XP_036490483.1	
N5.HOG0005962	OG0004606	n0			XP_031888006.1	XP_045261478.1			XP_036490484.1	
N5.HOG0005963	OG0004607	n0			XP_031888007.2	XP_045261479.1			XP_036490479.1	
N5.HOG0005964	OG0004608	n0			XP_031888005.1	XP_045261481.1			XP_036490480.1	
N5.HOG0005965	OG0004609	n0			XP_031888058.1	XP_045261482.1			XP_036491118.1	
N5.HOG0005966	OG0004610	n0			XP_031888059.1	XP_045261483.1			XP_036491227.1	
N5.HOG0005967	OG0004611	n0			XP_031887939.1	XP_045261484.1			XP_036491115.1	
N5.HOG0005968	OG0004612	n0			XP_031887938.1	XP_045261485.1			XP_036491114.1	
N5.HOG0005969	OG0004613	n0			XP_031887936.1	XP_045261487.1			XP_036491112.1	
N5.HOG0005970	OG0004614	n0			XP_031876524.1	XP_045270629.1			XP_036498361.1	
N5.HOG0005971	OG0004615	n0			XP_066009608.1	XP_045270631.1			XP_036498367.1	
N5.HOG0005972	OG0004616	n0			XP_066009609.1	XP_045270632.1			XP_036498370.1	
N5.HOG0005973	OG0004617	n0			XP_031876533.1	XP_045270633.1			XP_036498369.1	
N5.HOG0005974	OG0004618	n0			XP_066009469.1	XP_045270635.1			XP_036498363.1	
N5.HOG0005975	OG0004619	n0			XP_031876541.1	XP_045270636.1			XP_036498366.1	
N5.HOG0005976	OG0004620	n0			XP_031876542.2	XP_045270637.1			XP_036498365.1	
N5.HOG0005977	OG0004621	n0			XP_031876543.1	XP_045270638.1			XP_036497461.1	
N5.HOG0005978	OG0004622	n0			XP_031876555.1	XP_045270639.1			XP_036497462.1	
N5.HOG0005979	OG0004623	n0			XP_031876556.1	XP_045270640.1			XP_036497453.1	
N5.HOG0005980	OG0004624	n0			XP_031876539.1	XP_045270641.1			XP_036497454.1	
N5.HOG0005981	OG0004625	n0			XP_031876528.1	XP_045270642.1			XP_036497455.1	
N5.HOG0005982	OG0004626	n0			XP_031876538.1	XP_045270643.1			XP_036497456.1	
N5.HOG0005983	OG0004627	n0			XP_031876534.2	XP_045270644.1			XP_036497457.1	
N5.HOG0005984	OG0004628	n0			XP_031876529.1	XP_045270645.1			XP_036497458.1	
