HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N3.HOG0005152	OG0004256	n0	XP_060394553.1	XP_060358959.1						
N3.HOG0005153	OG0004257	n0	XP_060394561.1	XP_060358953.1						
N3.HOG0005154	OG0004258	n0	XP_060398526.1, XP_060404966.1, XP_060404493.1, XP_060394578.1, XP_060398568.1, XP_060396343.1							
N3.HOG0005155	OG0004259	n0	XP_060394582.1	XP_060368361.1						
N3.HOG0005156	OG0004260	n0	XP_060394585.1	XP_060368356.1						
N3.HOG0005157	OG0004261	n0	XP_060394586.1	XP_060368354.1						
N3.HOG0005158	OG0004262	n0	XP_060394587.1, XP_060394588.1	XP_060368353.1						
N3.HOG0005159	OG0004263	n0	XP_060394593.1	XP_060368351.1						
N3.HOG0005160	OG0004264	n0	XP_060394594.1	XP_060368350.1						
N3.HOG0005161	OG0004265	n0	XP_060394596.1	XP_060368348.1						
N3.HOG0005162	OG0004266	n0	XP_060394598.1	XP_060368346.1						
N3.HOG0005163	OG0004267	n0	XP_060394599.1	XP_060368345.1						
N3.HOG0005164	OG0004268	n0	XP_060394600.1	XP_060368344.1						
N3.HOG0005165	OG0004269	n0	XP_060394602.1	XP_060368341.1						
N3.HOG0005166	OG0004270	n0	XP_060394605.1	XP_060368339.1						
N3.HOG0005167	OG0004271	n0	XP_060394608.1	XP_060368337.1						
N3.HOG0005168	OG0004272	n0	XP_060394609.1	XP_060368336.1						
N3.HOG0005169	OG0004273	n0	XP_060394610.1	XP_060368335.1						
N3.HOG0005170	OG0004274	n0	XP_060394614.1	XP_060368330.1						
N3.HOG0005171	OG0004275	n0	XP_060394618.1	XP_060368325.1						
N3.HOG0005172	OG0004276	n0	XP_060394620.1	XP_060368323.1						
N3.HOG0005173	OG0004277	n0	XP_060394622.1	XP_060368321.1						
N3.HOG0005174	OG0004278	n0	XP_060394623.1	XP_060368320.1						
N3.HOG0005175	OG0004279	n0	XP_060394624.1	XP_060368319.1						
N3.HOG0005176	OG0004280	n0	XP_060394625.1	XP_060368318.1						
N3.HOG0005177	OG0004281	n0	XP_060394628.1	XP_060368315.1						
N3.HOG0005178	OG0004282	n0	XP_060394630.1	XP_060368313.1						
N3.HOG0005179	OG0004283	n0	XP_060394632.1	XP_060368311.1						
N3.HOG0005180	OG0004284	n0	XP_060394633.1	XP_060368310.1						
N3.HOG0005181	OG0004285	n0	XP_060394634.1	XP_060368309.1						
N3.HOG0005182	OG0004286	n0	XP_060394644.1	XP_060368304.1						
N3.HOG0005183	OG0004287	n0	XP_060394646.1	XP_060368302.1						
N3.HOG0005184	OG0004288	n0	XP_060394648.1	XP_060368300.1						
N3.HOG0005185	OG0004289	n0	XP_060394652.1	XP_060368295.1						
N3.HOG0005186	OG0004290	n0	XP_060394653.1	XP_060368294.1						
N3.HOG0005187	OG0004291	n0	XP_060394654.1	XP_060368293.1						
N3.HOG0005188	OG0004292	n0	XP_060394659.1	XP_060368288.1						
N3.HOG0005189	OG0004293	n0	XP_060394660.1	XP_060368287.1						
N3.HOG0005190	OG0004294	n0	XP_060394661.1	XP_060368286.1						
N3.HOG0005191	OG0004295	n0	XP_060394664.1	XP_060368285.1						
N3.HOG0005192	OG0004296	n0	XP_060394665.1	XP_060368284.1						
N3.HOG0005193	OG0004297	n0	XP_060394666.1	XP_060368283.1						
N3.HOG0005194	OG0004298	n0	XP_060394667.1	XP_060368282.1						
N3.HOG0005195	OG0004299	n0	XP_060394668.1	XP_060368281.1						
N3.HOG0005196	OG0004300	n0	XP_060394670.1	XP_060368280.1						
N3.HOG0005197	OG0004301	n0	XP_060394673.1	XP_060368278.1						
N3.HOG0005198	OG0004302	n0	XP_060394674.1	XP_060368277.1						
N3.HOG0005199	OG0004303	n0	XP_060394675.1	XP_060368275.1						
N3.HOG0005200	OG0004304	n0	XP_060394676.1	XP_060368274.1						
N3.HOG0005201	OG0004305	n0	XP_060394677.1	XP_060368273.1						
N3.HOG0005202	OG0004306	n0	XP_060394678.1	XP_060368272.1						
N3.HOG0005203	OG0004307	n0	XP_060394679.1	XP_060368271.1						
N3.HOG0005204	OG0004308	n0	XP_060394680.1	XP_060368270.1						
N3.HOG0005205	OG0004309	n0	XP_060394681.1	XP_060368269.1						
N3.HOG0005206	OG0004310	n0	XP_060394682.1	XP_060368268.1						
N3.HOG0005207	OG0004311	n0	XP_060394688.1	XP_060368261.1						
N3.HOG0005208	OG0004312	n0	XP_060394706.1	XP_060367392.1						
N3.HOG0005209	OG0004313	n0	XP_060394707.1	XP_060367393.1						
N3.HOG0005210	OG0004314	n0	XP_060394708.1	XP_060367394.1						
N3.HOG0005211	OG0004315	n0	XP_060394711.1	XP_060367396.1						
N3.HOG0005212	OG0004316	n0	XP_060394715.1	XP_060367399.1						
N3.HOG0005213	OG0004317	n0	XP_060394718.1	XP_060367401.1						
N3.HOG0005214	OG0004318	n0	XP_060394719.1	XP_060367402.1						
N3.HOG0005215	OG0004319	n0	XP_060394721.1	XP_060367403.1						
N3.HOG0005216	OG0004320	n0	XP_060394722.1	XP_060367404.1						
N3.HOG0005217	OG0004321	n0	XP_060394723.1	XP_060367405.1						
N3.HOG0005218	OG0004322	n0	XP_060394726.1	XP_060367408.1						
N3.HOG0005219	OG0004323	n0	XP_060394727.1	XP_060367409.1						
N3.HOG0005220	OG0004324	n0	XP_060394728.1	XP_060367410.1						
N3.HOG0005221	OG0004325	n0	XP_060394729.1	XP_060367411.1						
N3.HOG0005222	OG0004326	n0	XP_060394731.1	XP_060367413.1						
N3.HOG0005223	OG0004327	n0	XP_060394732.1	XP_060367415.1						
N3.HOG0005224	OG0004328	n0	XP_060394737.1	XP_060367417.1						
N3.HOG0005225	OG0004329	n0	XP_060394738.1	XP_060367418.1						
N3.HOG0005226	OG0004330	n0	XP_060394739.1	XP_060367419.1						
N3.HOG0005227	OG0004331	n0	XP_060394740.1	XP_060367420.1						
N3.HOG0005228	OG0004332	n0	XP_060394741.1	XP_060367421.1						
N3.HOG0005229	OG0004333	n0	XP_060394742.1	XP_060367422.1						
N3.HOG0005230	OG0004334	n0	XP_060394744.1	XP_060367424.1						
N3.HOG0005231	OG0004335	n0	XP_060394746.1	XP_060367425.1						
N3.HOG0005232	OG0004336	n0	XP_060394747.1	XP_060367426.1						
N3.HOG0005233	OG0004337	n0	XP_060394750.1	XP_060367430.1						
N3.HOG0005234	OG0004338	n0	XP_060394752.1	XP_060367432.1						
N3.HOG0005235	OG0004339	n0	XP_060394753.1	XP_060367433.1						
N3.HOG0005236	OG0004340	n0	XP_060394754.1	XP_060367434.1						
N3.HOG0005237	OG0004341	n0	XP_060394758.1	XP_060367437.1						
N3.HOG0005238	OG0004342	n0	XP_060394759.1	XP_060367438.1						
N3.HOG0005239	OG0004343	n0	XP_060394760.1	XP_060367439.1						
N3.HOG0005240	OG0004344	n0	XP_060394762.1	XP_060367441.1						
N3.HOG0005241	OG0004345	n0	XP_060394764.1	XP_060367443.1						
N3.HOG0005242	OG0004346	n0	XP_060394767.1	XP_060357791.1						
N3.HOG0005243	OG0004347	n0	XP_060394769.1	XP_060357789.1						
N3.HOG0005244	OG0004348	n0	XP_060394771.1	XP_060357784.1						
N3.HOG0005245	OG0004349	n0	XP_060394773.1	XP_060357782.1						
N3.HOG0005246	OG0004350	n0	XP_060394775.1	XP_060357779.1						
N3.HOG0005247	OG0004351	n0	XP_060394776.1	XP_060357778.1						
N3.HOG0005248	OG0004352	n0	XP_060394777.1	XP_060357777.1						
N3.HOG0005249	OG0004353	n0	XP_060394780.1	XP_060366938.1						
N3.HOG0005250	OG0004354	n0	XP_060394781.1	XP_060366939.1						
N3.HOG0005251	OG0004355	n0	XP_060394782.1	XP_060366940.1						
N3.HOG0005252	OG0004356	n0	XP_060394783.1	XP_060366941.1						
N3.HOG0005253	OG0004357	n0	XP_060394784.1	XP_060366942.1						
N3.HOG0005254	OG0004358	n0	XP_060394787.1	XP_060366943.1						
N3.HOG0005255	OG0004359	n0	XP_060394788.1	XP_060366944.1						
N3.HOG0005256	OG0004360	n0	XP_060394790.1	XP_060366945.1						
N3.HOG0005257	OG0004361	n0	XP_060394794.1	XP_060366949.1						
N3.HOG0005258	OG0004362	n0	XP_060394797.1	XP_060366953.1						
N3.HOG0005259	OG0004363	n0	XP_060394798.1	XP_060366952.1						
N3.HOG0005260	OG0004364	n0	XP_060394800.1	XP_060366951.1						
N3.HOG0005261	OG0004365	n0	XP_060394801.1	XP_060366955.1						
N3.HOG0005262	OG0004366	n0	XP_060394802.1	XP_060366956.1						
N3.HOG0005263	OG0004367	n0	XP_060394803.1	XP_060366957.1						
N3.HOG0005264	OG0004368	n0	XP_060394805.1	XP_060366958.1						
N3.HOG0005265	OG0004369	n0	XP_060394806.1	XP_060366959.1						
N3.HOG0005266	OG0004370	n0	XP_060394807.1	XP_060366960.1						
N3.HOG0005267	OG0004371	n0	XP_060394808.1	XP_060366961.1						
N3.HOG0005268	OG0004372	n0	XP_060394809.1	XP_060366962.1						
N3.HOG0005269	OG0004373	n0	XP_060394810.1	XP_060366963.1						
N3.HOG0005270	OG0004374	n0	XP_060394823.1	XP_060367629.1						
N3.HOG0005271	OG0004375	n0	XP_060394825.1	XP_060367627.1						
N3.HOG0005272	OG0004376	n0	XP_060394827.1	XP_060367625.1						
N3.HOG0005273	OG0004377	n0	XP_060394829.1	XP_060367623.1						
N3.HOG0005274	OG0004378	n0	XP_060394832.1	XP_060367620.1						
N3.HOG0005275	OG0004379	n0	XP_060394833.1	XP_060367619.1						
N3.HOG0005276	OG0004380	n0	XP_060394834.1	XP_060367618.1						
N3.HOG0005277	OG0004381	n0	XP_060394836.1	XP_060367616.1						
N3.HOG0005278	OG0004382	n0	XP_060394837.1	XP_060367614.1						
N3.HOG0005279	OG0004383	n0	XP_060394840.1	XP_060367611.1						
N3.HOG0005280	OG0004384	n0	XP_060394842.1	XP_060367609.1						
N3.HOG0005281	OG0004385	n0	XP_060394845.1	XP_060367606.1						
N3.HOG0005282	OG0004386	n0	XP_060394849.1	XP_060367602.1						
N3.HOG0005283	OG0004387	n0	XP_060394852.1	XP_060367600.1						
N3.HOG0005284	OG0004388	n0	XP_060394853.1	XP_060367599.1						
N3.HOG0005285	OG0004389	n0	XP_060394854.1	XP_060367598.1						
N3.HOG0005286	OG0004390	n0	XP_060394855.1	XP_060367597.1						
N3.HOG0005287	OG0004391	n0	XP_060394856.1	XP_060367596.1						
N3.HOG0005288	OG0004392	n0	XP_060394857.1	XP_060367595.1						
N3.HOG0005289	OG0004393	n0	XP_060394858.1	XP_060367594.1						
N3.HOG0005290	OG0004394	n0	XP_060394860.1	XP_060367592.1						
N3.HOG0005291	OG0004395	n0	XP_060394863.1	XP_060367589.1						
N3.HOG0005292	OG0004396	n0	XP_060394867.1	XP_060367585.1						
N3.HOG0005293	OG0004397	n0	XP_060394869.1	XP_060367583.1						
N3.HOG0005294	OG0004398	n0	XP_060394870.1	XP_060367582.1						
N3.HOG0005295	OG0004399	n0	XP_060394872.1	XP_060367579.1						
N3.HOG0005296	OG0004400	n0	XP_060394876.1	XP_060367575.1						
N3.HOG0005297	OG0004401	n0	XP_060394892.1	XP_060366449.1						
N3.HOG0005298	OG0004402	n0	XP_060394893.1	XP_060366448.1						
N3.HOG0005299	OG0004403	n0	XP_060394894.1	XP_060366447.1						
N3.HOG0005300	OG0004404	n0	XP_060394899.1	XP_060366441.1						
N3.HOG0005301	OG0004405	n0	XP_060394903.1	XP_060366438.1						
N3.HOG0005302	OG0004406	n0	XP_060394905.1	XP_060366436.1						
N3.HOG0005303	OG0004407	n0	XP_060394909.1	XP_060366432.1						
N3.HOG0005304	OG0004408	n0	XP_060394910.1	XP_060366431.1						
N3.HOG0005305	OG0004409	n0	XP_060394914.1	XP_060366427.1						
N3.HOG0005306	OG0004410	n0	XP_060394918.1	XP_060366423.1						
N3.HOG0005307	OG0004411	n0	XP_060394920.1	XP_060366422.1						
N3.HOG0005308	OG0004412	n0	XP_060394921.1	XP_060366421.1						
N3.HOG0005309	OG0004413	n0	XP_060394922.1	XP_060366420.1						
N3.HOG0005310	OG0004414	n0	XP_060394924.1	XP_060366418.1						
N3.HOG0005311	OG0004415	n0	XP_060394925.1	XP_060366417.1						
N3.HOG0005312	OG0004416	n0	XP_060394926.1	XP_060366415.1						
N3.HOG0005313	OG0004417	n0	XP_060394929.1	XP_060366413.1						
N3.HOG0005314	OG0004418	n0	XP_060394930.1	XP_060366412.1						
N3.HOG0005315	OG0004419	n0	XP_060394931.1	XP_060366411.1						
N3.HOG0005316	OG0004420	n0	XP_060394937.1	XP_060366408.1						
N3.HOG0005317	OG0004421	n0	XP_060394938.1	XP_060366407.1						
N3.HOG0005318	OG0004422	n0	XP_060394939.1	XP_060366406.1						
N3.HOG0005319	OG0004423	n0	XP_060394940.1	XP_060366405.1						
N3.HOG0005320	OG0004424	n2	XP_060394944.1							
N3.HOG0005321	OG0004424	n4	XP_060403211.1							
N3.HOG0005322	OG0004425	n0	XP_060394947.1	XP_060364952.1						
N3.HOG0005323	OG0004426	n0	XP_060394949.1	XP_060364955.1						
N3.HOG0005324	OG0004427	n0	XP_060394951.1	XP_060364957.1						
N3.HOG0005325	OG0004428	n0	XP_060394952.1	XP_060364958.1						
N3.HOG0005326	OG0004429	n0	XP_060394955.1	XP_060364961.1						
N3.HOG0005327	OG0004430	n0	XP_060394957.1	XP_060364962.1						
N3.HOG0005328	OG0004431	n0	XP_060394959.1	XP_060364964.1						
N3.HOG0005329	OG0004432	n0	XP_060394962.1	XP_060364967.1						
N3.HOG0005330	OG0004433	n0	XP_060394965.1	XP_060357147.1						
N3.HOG0005331	OG0004434	n0	XP_060394976.1	XP_060357240.1						
N3.HOG0005332	OG0004435	n0	XP_060394979.1	XP_060357369.1						
N3.HOG0005333	OG0004436	n0	XP_060394984.1	XP_060357373.1						
N3.HOG0005334	OG0004437	n0	XP_060394985.1	XP_060357374.1						
N3.HOG0005335	OG0004438	n0	XP_060394990.1	XP_060357379.1						
N3.HOG0005336	OG0004439	n0	XP_060394994.1	XP_060357132.1						
N3.HOG0005337	OG0004440	n0	XP_060394999.1	XP_060361561.1						
N3.HOG0005338	OG0004441	n0	XP_060395000.1	XP_060361562.1						
N3.HOG0005339	OG0004442	n0	XP_060395004.1	XP_060361566.1						
N3.HOG0005340	OG0004443	n0	XP_060395006.1	XP_060361568.1						
N3.HOG0005341	OG0004444	n0	XP_060395008.1	XP_060361570.1						
N3.HOG0005342	OG0004445	n0	XP_060395009.1	XP_060361571.1						
N3.HOG0005343	OG0004446	n0	XP_060395011.1	XP_060361574.1						
N3.HOG0005344	OG0004447	n0	XP_060395016.1	XP_060361578.1						
N3.HOG0005345	OG0004448	n0	XP_060395017.1	XP_060361579.1						
N3.HOG0005346	OG0004449	n0	XP_060395021.1	XP_060361581.1						
N3.HOG0005347	OG0004450	n0	XP_060395022.1	XP_060361582.1						
N3.HOG0005348	OG0004451	n0	XP_060395023.1	XP_060361586.1						
N3.HOG0005349	OG0004452	n0	XP_060395024.1	XP_060361587.1						
N3.HOG0005350	OG0004453	n0	XP_060395026.1	XP_060361590.1						
N3.HOG0005351	OG0004454	n0	XP_060395027.1	XP_060361591.1						
N3.HOG0005352	OG0004455	n0	XP_060395030.1	XP_060361594.1						
N3.HOG0005353	OG0004456	n0	XP_060395031.1	XP_060361595.1						
N3.HOG0005354	OG0004457	n0	XP_060395032.1	XP_060361596.1						
N3.HOG0005355	OG0004458	n0	XP_060395033.1	XP_060361597.1						
N3.HOG0005356	OG0004459	n0	XP_060395038.1	XP_060361602.1						
N3.HOG0005357	OG0004460	n0	XP_060395040.1	XP_060361604.1						
N3.HOG0005358	OG0004461	n0	XP_060395041.1	XP_060361605.1						
N3.HOG0005359	OG0004462	n0	XP_060395044.1	XP_060361607.1						
N3.HOG0005360	OG0004463	n0	XP_060395050.1	XP_060361615.1						
N3.HOG0005361	OG0004464	n0	XP_060395052.1	XP_060361617.1						
N3.HOG0005362	OG0004465	n0	XP_060395057.1	XP_060357609.1						
N3.HOG0005363	OG0004466	n0	XP_060395058.1	XP_060357610.1						
N3.HOG0005364	OG0004467	n0	XP_060395066.1	XP_060357621.1						
N3.HOG0005365	OG0004468	n0	XP_060395073.1	XP_060357181.1						
N3.HOG0005366	OG0004469	n0	XP_060395074.1	XP_060357182.1						
N3.HOG0005367	OG0004470	n0	XP_060395075.1	XP_060357183.1						
N3.HOG0005368	OG0004471	n0	XP_060395077.1	XP_060357931.1						
N3.HOG0005369	OG0004472	n0	XP_060395078.1	XP_060357929.1						
N3.HOG0005370	OG0004473	n0	XP_060395080.1	XP_060357927.1						
N3.HOG0005371	OG0004474	n0	XP_060395081.1	XP_060357926.1						
N3.HOG0005372	OG0004475	n0	XP_060395085.1	XP_060357921.1						
N3.HOG0005373	OG0004476	n0	XP_060395090.1	XP_060357009.1						
N3.HOG0005374	OG0004477	n0	XP_060395091.1	XP_060360718.1						
N3.HOG0005375	OG0004478	n0	XP_060395092.1	XP_060360717.1						
N3.HOG0005376	OG0004479	n0	XP_060395101.1	XP_060361059.1						
N3.HOG0005377	OG0004480	n0	XP_060395102.1	XP_060361061.1						
N3.HOG0005378	OG0004481	n0	XP_060395106.1	XP_060361065.1						
N3.HOG0005379	OG0004482	n0	XP_060395107.1	XP_060361066.1						
N3.HOG0005380	OG0004483	n0	XP_060395108.1	XP_060361067.1						
N3.HOG0005381	OG0004484	n0	XP_060395109.1	XP_060361068.1						
N3.HOG0005382	OG0004485	n0	XP_060395119.1	XP_060361074.1						
N3.HOG0005383	OG0004486	n0	XP_060395121.1	XP_060361076.1						
N3.HOG0005384	OG0004487	n0	XP_060395122.1	XP_060361077.1						
N3.HOG0005385	OG0004488	n0	XP_060395124.1	XP_060361079.1						
N3.HOG0005386	OG0004489	n0	XP_060395127.1	XP_060361082.1, XP_060361083.1						
N3.HOG0005387	OG0004490	n0	XP_060395128.1	XP_060361084.1						
N3.HOG0005388	OG0004491	n0	XP_060395129.1	XP_060361085.1						
N3.HOG0005389	OG0004492	n0	XP_060395130.1	XP_060361086.1						
N3.HOG0005390	OG0004493	n0	XP_060395134.1	XP_060361088.1						
N3.HOG0005391	OG0004494	n0	XP_060395135.1	XP_060361089.1						
N3.HOG0005392	OG0004495	n0	XP_060395139.1	XP_060361093.1						
N3.HOG0005393	OG0004496	n0	XP_060395141.1	XP_060361095.1						
N3.HOG0005394	OG0004497	n0	XP_060395150.1	XP_060361102.1						
N3.HOG0005395	OG0004498	n0	XP_060395152.1	XP_060361104.1						
N3.HOG0005396	OG0004499	n0	XP_060395153.1	XP_060361105.1						
N3.HOG0005397	OG0004500	n0	XP_060395156.1	XP_060361108.1						
N3.HOG0005398	OG0004501	n0	XP_060395157.1	XP_060361109.1						
N3.HOG0005399	OG0004502	n0	XP_060395158.1	XP_060361110.1						
N3.HOG0005400	OG0004503	n0	XP_060395168.1	XP_060359459.1						
N3.HOG0005401	OG0004504	n0	XP_060395174.1	XP_060359456.1						
N3.HOG0005402	OG0004505	n0	XP_060395179.1	XP_060359451.1						
N3.HOG0005403	OG0004506	n0	XP_060395181.1	XP_060359449.1						
N3.HOG0005404	OG0004507	n0	XP_060395183.1	XP_060359447.1						
N3.HOG0005405	OG0004508	n0	XP_060395186.1	XP_060359445.1						
N3.HOG0005406	OG0004509	n0	XP_060395193.1	XP_060360545.1						
N3.HOG0005407	OG0004510	n0	XP_060395196.1	XP_060360548.1						
N3.HOG0005408	OG0004511	n0	XP_060395197.1	XP_060360549.1						
N3.HOG0005409	OG0004512	n0	XP_060395198.1	XP_060360550.1						
N3.HOG0005410	OG0004513	n0	XP_060395199.1	XP_060360552.1						
N3.HOG0005411	OG0004514	n0	XP_060395201.1	XP_060360554.1						
N3.HOG0005412	OG0004515	n0	XP_060395212.1	XP_060360562.1						
N3.HOG0005413	OG0004516	n0	XP_060395213.1	XP_060360563.1						
N3.HOG0005414	OG0004517	n0	XP_060395223.1	XP_060360573.1						
N3.HOG0005415	OG0004518	n0	XP_060395225.1	XP_060360575.1						
N3.HOG0005416	OG0004519	n0	XP_060395226.1	XP_060360577.1						
N3.HOG0005417	OG0004520	n0	XP_060395228.1	XP_060360579.1						
N3.HOG0005418	OG0004521	n0	XP_060395230.1	XP_060360581.1						
N3.HOG0005419	OG0004522	n0	XP_060395231.1	XP_060360582.1						
N3.HOG0005420	OG0004523	n0	XP_060395240.1	XP_060360041.1						
N3.HOG0005421	OG0004524	n0	XP_060395245.1	XP_060360035.1						
N3.HOG0005422	OG0004525	n0	XP_060395246.1	XP_060360034.1						
N3.HOG0005423	OG0004526	n0	XP_060395248.1	XP_060360032.1						
N3.HOG0005424	OG0004527	n0	XP_060395250.1	XP_060360031.1						
N3.HOG0005425	OG0004528	n0	XP_060395251.1	XP_060360029.1						
N3.HOG0005426	OG0004529	n0	XP_060395254.1	XP_060360026.1						
N3.HOG0005427	OG0004530	n0	XP_060395255.1	XP_060360025.1						
N3.HOG0005428	OG0004531	n0	XP_060395256.1	XP_060360024.1						
N3.HOG0005429	OG0004532	n0	XP_060395257.1	XP_060360023.1						
N3.HOG0005430	OG0004533	n0	XP_060395258.1	XP_060360021.1						
N3.HOG0005431	OG0004534	n0	XP_060395259.1	XP_060360020.1						
N3.HOG0005432	OG0004535	n0	XP_060395260.1	XP_060360019.1						
N3.HOG0005433	OG0004536	n0	XP_060395261.1	XP_060360018.1						
N3.HOG0005434	OG0004537	n0	XP_060395262.1	XP_060360017.1						
N3.HOG0005435	OG0004538	n0	XP_060395263.1	XP_060360016.1						
N3.HOG0005436	OG0004539	n0	XP_060395269.1							
N3.HOG0005437	OG0004540	n0	XP_060395270.1	XP_060360038.1						
N3.HOG0005438	OG0004541	n0	XP_060395277.1							
N3.HOG0005439	OG0004542	n0	XP_060395285.1							
N3.HOG0005440	OG0004543	n0	XP_060395290.1	XP_060357039.1						
N3.HOG0005441	OG0004544	n0	XP_060395291.1	XP_060357038.1						
N3.HOG0005442	OG0004545	n0	XP_060395293.1	XP_060357850.1						
N3.HOG0005443	OG0004546	n0	XP_060395295.1	XP_060357853.1						
N3.HOG0005444	OG0004547	n0	XP_060395303.1	XP_060357859.1						
N3.HOG0005445	OG0004548	n0	XP_060395304.1	XP_060357860.1						
N3.HOG0005446	OG0004549	n0	XP_060395306.1	XP_060357862.1						
N3.HOG0005447	OG0004550	n0	XP_060395314.1	XP_060357867.1						
N3.HOG0005448	OG0004551	n0	XP_060395316.1	XP_060358161.1						
N3.HOG0005449	OG0004552	n0	XP_060395317.1	XP_060358160.1						
N3.HOG0005450	OG0004553	n0	XP_060395318.1	XP_060358159.1						
N3.HOG0005451	OG0004554	n0	XP_060395320.1	XP_060358157.1						
N3.HOG0005452	OG0004555	n0	XP_060395321.1	XP_060358156.1						
N3.HOG0005453	OG0004556	n0	XP_060395324.1	XP_060358153.1						
N3.HOG0005454	OG0004557	n0	XP_060395327.1	XP_060358150.1						
N3.HOG0005455	OG0004558	n0	XP_060395328.1	XP_060358149.1						
N3.HOG0005456	OG0004559	n0	XP_060395333.1	XP_060357043.1						
N3.HOG0005457	OG0004560	n0	XP_060395334.1	XP_060357042.1						
N3.HOG0005458	OG0004561	n0	XP_060395343.1	XP_060358398.1						
N3.HOG0005459	OG0004562	n0	XP_060395344.1	XP_060358396.1						
N3.HOG0005460	OG0004563	n0	XP_060395345.1	XP_060358395.1						
N3.HOG0005461	OG0004564	n0	XP_060395346.1	XP_060358394.1						
N3.HOG0005462	OG0004565	n0	XP_060395347.1	XP_060358393.1						
N3.HOG0005463	OG0004566	n0	XP_060395348.1	XP_060358392.1						
N3.HOG0005464	OG0004567	n0	XP_060395353.1	XP_060358387.1						
N3.HOG0005465	OG0004568	n0	XP_060395354.1	XP_060357076.1						
N3.HOG0005466	OG0004569	n0	XP_060395355.1	XP_060357075.1						
N3.HOG0005467	OG0004570	n0	XP_060395360.1	XP_060358782.1						
N3.HOG0005468	OG0004571	n0	XP_060395361.1	XP_060358783.1						
N3.HOG0005469	OG0004572	n0	XP_060395362.1	XP_060358784.1						
N3.HOG0005470	OG0004573	n0	XP_060395366.1	XP_060358787.1						
N3.HOG0005471	OG0004574	n0	XP_060395370.1	XP_060358791.1						
N3.HOG0005472	OG0004575	n0	XP_060395373.1	XP_060358793.1						
N3.HOG0005473	OG0004576	n0	XP_060395385.1	XP_060370205.1						
N3.HOG0005474	OG0004577	n0	XP_060395388.1	XP_060370206.1						
N3.HOG0005475	OG0004578	n0	XP_060395389.1	XP_060370207.1						
N3.HOG0005476	OG0004579	n0	XP_060395391.1	XP_060370208.1						
N3.HOG0005477	OG0004580	n0	XP_060395393.1	XP_060370209.1						
N3.HOG0005478	OG0004581	n0	XP_060395397.1	XP_060370211.1						
N3.HOG0005479	OG0004582	n0	XP_060395399.1	XP_060370212.1						
N3.HOG0005480	OG0004583	n0	XP_060395407.1	XP_060370215.1						
N3.HOG0005481	OG0004584	n0	XP_060395408.1	XP_060370216.1						
N3.HOG0005482	OG0004585	n0	XP_060395410.1	XP_060370219.1						
N3.HOG0005483	OG0004586	n0	XP_060395412.1	XP_060370221.1						
N3.HOG0005484	OG0004587	n0	XP_060395413.1	XP_060370222.1						
N3.HOG0005485	OG0004588	n0	XP_060395416.1	XP_060370223.1						
N3.HOG0005486	OG0004589	n0	XP_060395420.1	XP_060370226.1						
N3.HOG0005487	OG0004590	n0	XP_060395423.1	XP_060370228.1						
N3.HOG0005488	OG0004591	n0	XP_060395426.1	XP_060370229.1						
N3.HOG0005489	OG0004592	n0	XP_060395427.1	XP_060370230.1						
N3.HOG0005490	OG0004593	n0	XP_060395430.1	XP_060370233.1						
N3.HOG0005491	OG0004594	n0	XP_060395431.1	XP_060370234.1						
N3.HOG0005492	OG0004595	n0	XP_060395433.1	XP_060370236.1						
N3.HOG0005493	OG0004596	n0	XP_060395435.1	XP_060370239.1						
N3.HOG0005494	OG0004597	n0	XP_060395436.1	XP_060370240.1						
N3.HOG0005495	OG0004598	n0	XP_060395437.1	XP_060370241.1						
N3.HOG0005496	OG0004599	n0	XP_060395439.1	XP_060370243.1						
N3.HOG0005497	OG0004600	n0	XP_060395440.1	XP_060370244.1						
N3.HOG0005498	OG0004601	n0	XP_060395442.1	XP_060370245.1						
N3.HOG0005499	OG0004602	n0	XP_060395444.1	XP_060370247.1						
N3.HOG0005500	OG0004603	n0	XP_060395445.1	XP_060370248.1						
N3.HOG0005501	OG0004604	n0	XP_060395446.1	XP_060370249.1						
N3.HOG0005502	OG0004605	n0	XP_060395448.1	XP_060370251.1						
N3.HOG0005503	OG0004606	n0	XP_060395449.1	XP_060370252.1						
N3.HOG0005504	OG0004607	n0	XP_060395450.1	XP_060370253.1						
N3.HOG0005505	OG0004608	n0	XP_060395452.1	XP_060370256.1						
N3.HOG0005506	OG0004609	n0	XP_060395453.1	XP_060370259.1						
N3.HOG0005507	OG0004610	n0	XP_060395454.1	XP_060370260.1						
N3.HOG0005508	OG0004611	n0	XP_060395455.1	XP_060370261.1						
N3.HOG0005509	OG0004612	n0	XP_060395456.1	XP_060370262.1						
N3.HOG0005510	OG0004613	n0	XP_060395460.1	XP_060370265.1						
N3.HOG0005511	OG0004614	n0	XP_060395463.1	XP_060369091.1						
N3.HOG0005512	OG0004615	n0	XP_060395465.1	XP_060369093.1						
N3.HOG0005513	OG0004616	n0	XP_060395466.1	XP_060369094.1						
N3.HOG0005514	OG0004617	n0	XP_060395467.1	XP_060369095.1						
N3.HOG0005515	OG0004618	n0	XP_060395469.1	XP_060369097.1						
