Orthogroup	Colletotrichum_fructicola	Colletotrichum_gloeosporioides
OG0006394	XP_031881905.1	XP_045269166.1
OG0006395	XP_031881909.1	XP_045269163.1
OG0006396	XP_031881910.1	XP_045269162.1
OG0006397	XP_031881911.1	XP_045269161.1
OG0006398	XP_031881876.1	XP_045269159.1
OG0006399	XP_031881820.1	XP_045269158.1
OG0006400	XP_031881846.1	XP_045256991.1
OG0006401	XP_031881896.1	XP_045256993.1
OG0006402	XP_031881785.2	XP_045256986.1
OG0006403	XP_031881786.1	XP_045256985.1
OG0006404	XP_031883864.2	XP_045264333.1
OG0006405	XP_066008453.1	XP_045259855.1
OG0006406	XP_031881748.1	XP_045259854.1
OG0006407	XP_031881720.1	XP_045259853.1
OG0006408	XP_031881763.1	XP_045259852.1
OG0006409	XP_031881760.1	XP_045259851.1
OG0006410	XP_031881765.1	XP_045259848.1
OG0006411	XP_066008576.1	XP_045259847.1
OG0006412	XP_031881815.1	XP_045259842.1
OG0006413	XP_031881901.1	XP_045259841.1
OG0006414	XP_066008574.1	XP_045259840.1
OG0006415	XP_031881864.1	XP_045259838.1
OG0006416	XP_031881861.1	XP_045259837.1
OG0006417	XP_031881862.1	XP_045259836.1
OG0006418	XP_031881734.1	XP_045259835.1
OG0006419	XP_031881733.1	XP_045259834.1
OG0006420	XP_031881899.1	XP_045259833.1
OG0006421	XP_031881898.1	XP_045259832.1
OG0006422	XP_066008753.1	XP_045267047.1
OG0006423	XP_031881806.1	XP_045259821.1
OG0006424	XP_031881729.1	XP_045259823.1
OG0006425	XP_031881717.2	XP_045259824.1
OG0006426	XP_031892870.1	XP_045267104.1
OG0006427	XP_066008103.1	XP_045264576.1
OG0006428	XP_031892881.1	XP_045256285.1
OG0006429	XP_066007160.1	XP_045260066.1
OG0006430	XP_031876606.1	XP_045260065.1
OG0006431	XP_031876599.1	XP_045260063.1
OG0006432	XP_031881224.1	XP_045270146.1
OG0006433	XP_031876589.1	XP_045260059.1
OG0006434	XP_031876592.1	XP_045260057.1
OG0006435	XP_031876591.1	XP_045260058.1
OG0006436	XP_031876572.1	XP_045260055.1
OG0006437	XP_031876571.1	XP_045260054.1
OG0006438	XP_031876569.1	XP_045260053.1
OG0006439	XP_031876573.1	XP_045260051.1
OG0006440	XP_031876576.1	XP_045260050.1
OG0006441	XP_031876582.1	XP_045260049.1
OG0006442	XP_031876580.1	XP_045260048.1
OG0006443	XP_031876581.1	XP_045260047.1
OG0006444	XP_031876829.1	XP_045257113.1
OG0006445	XP_066009869.1	XP_045257114.1
OG0006446	XP_031878691.1	XP_045257517.1
OG0006447	XP_031876563.1	XP_045260043.1
OG0006448	XP_031893262.1	XP_045260038.1
OG0006449	XP_031893261.1	XP_045260037.1
OG0006450	XP_031893264.1	XP_045260036.1
OG0006451	XP_031893263.2	XP_045260035.1
OG0006452	XP_031893266.1	XP_045260034.1
OG0006453	XP_031893265.1	XP_045260033.1
OG0006454	XP_031893268.1	XP_045260032.1
OG0006455	XP_031893605.1	XP_045260030.1
OG0006456	XP_031893499.1	XP_045260016.1
OG0006457	XP_031893599.1	XP_045260022.1
OG0006458	XP_066007152.1	XP_045260024.1
OG0006459	XP_031893603.1	XP_045260026.1
OG0006460	XP_031893245.1	XP_045260017.1
OG0006461	XP_031893247.1	XP_045260019.1
OG0006462	XP_031893380.1	XP_045260007.1
OG0006463	XP_031893379.1	XP_045260008.1
OG0006464	XP_031893388.1	XP_045260009.1
OG0006465	XP_031893387.1	XP_045260010.1
OG0006466	XP_031893239.1	XP_045260011.1
OG0006467	XP_031893240.1	XP_045260012.1
OG0006468	XP_031893241.1	XP_045260013.1
OG0006469	XP_031893242.1	XP_045260014.1
OG0006470	XP_031893383.1	XP_045260005.1
OG0006471	XP_031893031.1	XP_045259998.1
OG0006472	XP_031893280.1	XP_045259937.1
OG0006473	XP_031889222.1	XP_045267893.1
OG0006474	XP_066007197.1	XP_045259996.1
OG0006475	XP_066007229.1	XP_045259994.1
OG0006476	XP_031893027.1	XP_045259992.1
OG0006477	XP_031893257.1	XP_045259991.1
OG0006478	XP_031893258.1	XP_045259990.1
OG0006479	XP_031893251.1	XP_045259989.1
OG0006480	XP_031893252.1	XP_045259988.1
OG0006481	XP_031893250.1	XP_045259986.1
OG0006482	XP_031893255.1	XP_045259985.1
OG0006483	XP_031893256.1	XP_045259984.1
OG0006484	XP_066007215.1	XP_045259983.1
OG0006485	XP_031893254.2	XP_045259982.1
OG0006486	XP_066007214.1	XP_045259981.1
OG0006487	XP_031892940.1	XP_045259940.1
OG0006488	XP_031892934.1	XP_045259944.1
OG0006489	XP_031892941.1	XP_045259945.1
OG0006490	XP_031893303.1	XP_045259947.1
OG0006491	XP_031893302.1	XP_045259948.1
OG0006492	XP_031893305.1	XP_045259949.1
OG0006493	XP_031893304.1	XP_045259950.1
OG0006494	XP_031893307.1	XP_045259951.1
OG0006495	XP_031893309.1	XP_045259953.1
OG0006496	XP_031893308.1	XP_045259954.1
OG0006497	XP_031893310.1	XP_045259955.1
OG0006498	XP_031893585.1	XP_045259957.1
OG0006499	XP_031893586.1	XP_045259958.1
OG0006500	XP_031893587.1	XP_045259959.1
OG0006501	XP_031893588.1	XP_045259960.1
OG0006502	XP_031893590.1	XP_045259962.1
OG0006503	XP_031893591.1	XP_045259963.1
OG0006504	XP_031893593.1	XP_045259964.1
OG0006505	XP_031893613.1	XP_045259972.1
OG0006506	XP_031893236.1	XP_045259971.1
OG0006507	XP_031893232.1	XP_045259970.1
OG0006508	XP_066009902.1	XP_045259933.1, XP_045267711.1
OG0006509	XP_066007116.1	XP_045263178.1
OG0006510	XP_031877100.1	XP_045263155.1
OG0006511	XP_031877101.1	XP_045263156.1
OG0006512	XP_031877118.1	XP_045263157.1
OG0006513	XP_031877116.2	XP_045263158.1
OG0006514	XP_031877117.1	XP_045263159.1
OG0006515	XP_031877115.1	XP_045263160.1
OG0006516	XP_031877141.1	XP_045263164.1
OG0006517	XP_031877104.1	XP_045263165.1
OG0006518	XP_031877157.1	XP_045263166.1
OG0006519	XP_031877140.1	XP_045263167.1
OG0006520	XP_031877163.1	XP_045263151.1
OG0006521	XP_031877164.1	XP_045263150.1
OG0006522	XP_031877165.1	XP_045263149.1
OG0006523	XP_031877125.1	XP_045263144.1
OG0006524	XP_031877167.1	XP_045263145.1
OG0006525	XP_031877166.1	XP_045263146.1
OG0006526	XP_031877121.1	XP_045263139.1
OG0006527	XP_031877120.1	XP_045263137.1
OG0006528	XP_031877153.1	XP_045263136.1
OG0006529	XP_031877105.1	XP_045263133.1
OG0006530	XP_066007168.1	XP_045263132.1
OG0006531	XP_031881889.1	XP_045259809.1
OG0006532	XP_031881885.1	XP_045259807.1
OG0006533	XP_031881886.1	XP_045259806.1
OG0006534	XP_066008328.1	XP_045259816.1
OG0006535	XP_031881731.1	XP_045259815.1
OG0006536	XP_031881732.1	XP_045259814.1
OG0006537	XP_031881882.1	XP_045259813.1
OG0006538	XP_031881888.1	XP_045259811.1
OG0006539	XP_031881800.1	XP_045259819.1
OG0006540	XP_031881801.2	XP_045259817.1
OG0006541	XP_031881887.1	XP_045259805.1
OG0006542	XP_031881776.1	XP_045259804.1
OG0006543	XP_031881775.1	XP_045259803.1
OG0006544	XP_031881778.1	XP_045259802.1
OG0006545	XP_031881777.1	XP_045259801.1
OG0006546	XP_031881783.1	XP_045259800.1
OG0006547	XP_031881829.1	XP_045259787.1
OG0006548	XP_031881831.1	XP_045259789.1
OG0006549	XP_031881830.1	XP_045259790.1
OG0006550	XP_031881825.1	XP_045259791.1
OG0006551	XP_031881824.1	XP_045259792.1
OG0006552	XP_031881826.1	XP_045259794.1
OG0006553	XP_066008546.1	XP_045259795.1
OG0006554	XP_031881832.1	XP_045259796.1
OG0006555	XP_031881781.1	XP_045259797.1
OG0006556	XP_031881782.1	XP_045259799.1
OG0006558	XP_031881744.1	XP_045259777.1
OG0006559	XP_031881840.1	XP_045259776.1
OG0006560	XP_066008532.1	XP_045259774.1
OG0006561	XP_031883317.1	XP_045259773.1
OG0006562	XP_031883320.1	XP_045259772.1
OG0006563	XP_031883318.1	XP_045259771.1
OG0006564	XP_031883324.1	XP_045259770.1
OG0006565	XP_031883325.2	XP_045259769.1
OG0006566	XP_031883435.1	XP_045259766.1
OG0006567	XP_066008403.1	XP_045259765.1
OG0006568	XP_031883441.1	XP_045259763.1
OG0006569	XP_031883440.1	XP_045259762.1
OG0006570	XP_031883439.1	XP_045259761.1
OG0006571	XP_066008402.1	XP_045259760.1
OG0006572	XP_066008401.1	XP_045259759.1
OG0006573	XP_031883437.1	XP_045259758.1
OG0006574	XP_031883433.1	XP_045259756.1
OG0006575	XP_031883306.1	XP_045259755.1
OG0006576	XP_031883377.1	XP_045259754.1
OG0006577	XP_066008330.1	XP_045259753.1
OG0006578	XP_031883305.1	XP_045259752.1
OG0006579	XP_031883379.1	XP_045259751.1
OG0006580	XP_031883329.1	XP_045259750.1
OG0006581	XP_031883330.1	XP_045259749.1
OG0006582	XP_031883331.1	XP_045259748.1
OG0006583	XP_031883405.1	XP_045259747.1
OG0006584	XP_031883446.1	XP_045259745.1
OG0006585	XP_031883445.1	XP_045259744.1
OG0006586	XP_031883447.1	XP_045259742.1
OG0006587	XP_031883403.1	XP_045259740.1
OG0006588	XP_031883341.1	XP_045259739.1
OG0006589	XP_031883342.1	XP_045259738.1
OG0006590	XP_031883339.1	XP_045259737.1
OG0006591	XP_031883340.1	XP_045259736.1
OG0006592	XP_066008508.1	XP_045259735.1
OG0006593	XP_031883335.2	XP_045259733.1
OG0006594	XP_031883336.1	XP_045259732.1
OG0006595	XP_031883238.2	XP_045259727.1
OG0006596	XP_031883233.1	XP_045259728.1
OG0006597	XP_031883334.2	XP_045259730.1
OG0006598	XP_031883333.1	XP_045259731.1
OG0006599	XP_031883351.1	XP_045259717.1
OG0006600	XP_031883349.1	XP_045259718.1
OG0006601	XP_031883348.1	XP_045259719.1
OG0006602	XP_031883344.1	XP_045259720.1
OG0006603	XP_031883245.1	XP_045259721.1
OG0006604	XP_066008487.1	XP_045259722.1
OG0006605	XP_031883240.1	XP_045259723.1
OG0006606	XP_031883236.2	XP_045259725.1
OG0006607	XP_031883237.1	XP_045259726.1
OG0006608	XP_031883242.1	XP_045259708.1
OG0006609	XP_031883364.1	XP_045259709.1
OG0006610	XP_031883363.1	XP_045259710.1
OG0006611	XP_031883365.1	XP_045259711.1
OG0006612	XP_031883359.1	XP_045259712.1
OG0006613	XP_031883358.1	XP_045259713.1
OG0006614	XP_031883347.1	XP_045259715.1
OG0006615	XP_031883346.1	XP_045259716.1
OG0006617	XP_031883248.1	XP_045259705.1
OG0006618	XP_031883247.1	XP_045259704.1
OG0006619	XP_066008561.1	XP_045259701.1
OG0006620	XP_031883249.1	XP_045259698.1
OG0006621	XP_031883251.1	XP_045259697.1
OG0006622	XP_031883395.1	XP_045259696.1
OG0006623	XP_031883355.1	XP_045259695.1
OG0006624	XP_066008560.1	XP_045259694.1
OG0006625	XP_031883353.1	XP_045259693.1
OG0006626	XP_031883391.1	XP_045259692.1
OG0006627	XP_031883354.1	XP_045259691.1
OG0006628	XP_066008544.1	XP_045259690.1
OG0006629	XP_031883393.1	XP_045259689.1
OG0006630	XP_031883394.1	XP_045259688.1
OG0006631	XP_031883413.1	XP_045259687.1
OG0006632	XP_031885401.1	XP_045258567.1
OG0006633	XP_031885398.1	XP_045258568.1
OG0006634	XP_031885399.1	XP_045258569.1
OG0006635	XP_031885404.1	XP_045258570.1
OG0006636	XP_031885405.1	XP_045258571.1
OG0006637	XP_031885402.1	XP_045258572.1
OG0006638	XP_066008458.1	XP_045258573.1
OG0006639	XP_031885546.1	XP_045258575.1
OG0006640	XP_031885550.1	XP_045258576.1
OG0006641	XP_031885548.1	XP_045258577.1
OG0006642	XP_031883382.1	XP_045259675.1
OG0006643	XP_066008497.1	XP_045259676.1
OG0006644	XP_031883279.1	XP_045259677.1
OG0006645	XP_031883280.1	XP_045259678.1
OG0006646	XP_031883281.1	XP_045259679.1
OG0006647	XP_031883282.1	XP_045259680.1
OG0006648	XP_031883284.1	XP_045259682.1
OG0006649	XP_031883285.1	XP_045259683.1
OG0006650	XP_031883286.1	XP_045259684.1
OG0006651	XP_031883277.1	XP_045259685.1
OG0006652	XP_031883278.1	XP_045259686.1
OG0006653	XP_031885407.1	XP_045258566.1
OG0006654	XP_031885406.1	XP_045258565.1
OG0006655	XP_031877789.1	XP_045258564.1
OG0006656	XP_031877784.1	XP_045258563.1
OG0006657	XP_031877770.1	XP_045258561.1
OG0006658	XP_031882644.1	XP_045258552.1
OG0006659	XP_031882645.1	XP_045258553.1
OG0006660	XP_031882649.1	XP_045258554.1
OG0006661	XP_031882648.1	XP_045258557.1
OG0006662	XP_031882703.1	XP_045258558.1
OG0006663	XP_031882702.2	XP_045258559.1
OG0006664	XP_031877769.1	XP_045258560.1
OG0006665	XP_031882647.1	XP_045258551.1
OG0006666	XP_031890561.1	XP_045257288.1
OG0006667	XP_031890563.1	XP_045257289.1
OG0006668	XP_031890557.1	XP_045257291.1
OG0006669	XP_031890559.1	XP_045257292.1
OG0006670	XP_031890555.1	XP_045257293.1
OG0006671	XP_031890430.1	XP_045257294.1
OG0006672	XP_031890429.1	XP_045257295.1
OG0006673	XP_031890431.1	XP_045257297.1
OG0006674	XP_031890434.1	XP_045257298.1
OG0006675	XP_066007992.1	XP_045257299.1
OG0006676	XP_031890436.1	XP_045257300.1
OG0006677	XP_031890438.1	XP_045264470.1
OG0006678	XP_031890437.2	XP_045264469.1
OG0006679	XP_031890617.1	XP_045264468.1
OG0006680	XP_031890618.1	XP_045264467.1
OG0006681	XP_031890615.1	XP_045264466.1
OG0006682	XP_031890616.1	XP_045264465.1
OG0006683	XP_031890621.1	XP_045264464.1
OG0006684	XP_031890619.1	XP_045264463.1
OG0006685	XP_031890623.1	XP_045264461.1
OG0006686	XP_031890624.1	XP_045264460.1
OG0006687	XP_031890446.1	XP_045264459.1
OG0006688	XP_031890445.1	XP_045264458.1
OG0006689	XP_031890444.1	XP_045264457.1
OG0006690	XP_066007914.1	XP_045264456.1
OG0006691	XP_031890442.1	XP_045264455.1
OG0006692	XP_031890441.1	XP_045264454.1
OG0006693	XP_031890440.1	XP_045264453.1
OG0006694	XP_031890447.1	XP_045264450.1
OG0006695	XP_031890626.1	XP_045264449.1
OG0006696	XP_031890627.1	XP_045264448.1
OG0006697	XP_066008021.1	XP_045264446.1
OG0006698	XP_031890630.1	XP_045264445.1
OG0006699	XP_031890631.1	XP_045264444.1
OG0006700	XP_031890632.1	XP_045264443.1
OG0006701	XP_031890633.1	XP_045264442.1
OG0006702	XP_031890634.1	XP_045264441.1
OG0006703	XP_031890635.1	XP_045264440.1
OG0006704	XP_031890459.1	XP_045264439.1
OG0006705	XP_031890461.1	XP_045264438.1
OG0006706	XP_066007879.1	XP_045264437.1
OG0006707	XP_031890462.1	XP_045264436.1
OG0006708	XP_031890428.1	XP_045264435.1
OG0006709	XP_031890427.1	XP_045264434.1
OG0006710	XP_031886626.1	XP_045266674.1
OG0006711	XP_031886770.1	XP_045258075.1
OG0006712	XP_031886604.1	XP_045258073.1
OG0006713	XP_031886603.1	XP_045258071.1
OG0006714	XP_031886610.1	XP_045258069.1
OG0006715	XP_031886581.1	XP_045258068.1
OG0006716	XP_031886579.1	XP_045258067.1
OG0006717	XP_031886580.1	XP_045258066.1
OG0006718	XP_031886732.1	XP_045258063.1
OG0006719	XP_031886631.1	XP_045258057.1
OG0006720	XP_066008043.1	XP_045258058.1
OG0006721	XP_031886633.1	XP_045258059.1
OG0006722	XP_031886627.1	XP_045258060.1
OG0006723	XP_031886628.1	XP_045258061.1
OG0006724	XP_031886714.1	XP_045258062.1
OG0006725	XP_031890277.1	XP_045258054.1
OG0006726	XP_066007985.1	XP_045258053.1
OG0006727	XP_031890279.1	XP_045258052.1
OG0006728	XP_031890274.1	XP_045258051.1
OG0006729	XP_031890276.1	XP_045258049.1
OG0006730	XP_031890275.1	XP_045258048.1
OG0006731	XP_031890036.1	XP_045258047.1
OG0006732	XP_031890031.1	XP_045258046.1
OG0006733	XP_031890030.2	XP_045258045.1
OG0006734	XP_031890029.1	XP_045258044.1
OG0006735	XP_031890035.1	XP_045258042.1
OG0006736	XP_031890034.1	XP_045258041.1
OG0006737	XP_031890033.1	XP_045258040.1
OG0006738	XP_031890032.1	XP_045258039.1
OG0006739	XP_031890229.1	XP_045258038.1
OG0006740	XP_031890230.1	XP_045258037.1
OG0006741	XP_031890235.1	XP_045258036.1
OG0006742	XP_031890237.1	XP_045262100.1
OG0006743	XP_031890232.1	XP_045262097.1
OG0006744	XP_031890233.1	XP_045262096.1
OG0006745	XP_031889979.1	XP_045262095.1
OG0006746	XP_031889986.1	XP_045262093.1
OG0006747	XP_031889989.1	XP_045262092.1
OG0006748	XP_031889985.1	XP_045262090.1
OG0006749	XP_031890192.1	XP_045262088.1
OG0006750	XP_031890299.1	XP_045262085.1
OG0006751	XP_031890201.1	XP_045262084.1
OG0006752	XP_031890202.1	XP_045262083.1
OG0006753	XP_031890200.1	XP_045262081.1
OG0006754	XP_031890197.1	XP_045262080.1
OG0006755	XP_031889999.1	XP_045262078.1
OG0006756	XP_031889994.1	XP_045262070.1, XP_045262076.1, XP_045262075.1
OG0006757	XP_031889993.1	XP_045262074.1
OG0006758	XP_031889997.2	XP_045262073.1
OG0006759	XP_031889992.1	XP_045262072.1
OG0006760	XP_031889995.2	XP_045262069.1
OG0006761	XP_031890211.1	XP_045262068.1
OG0006762	XP_031890208.1	XP_045262066.1
OG0006763	XP_031889947.1	XP_045262064.1
OG0006764	XP_031890209.1	XP_045262063.1
OG0006765	XP_031890241.1	XP_045262038.1
OG0006766	XP_031889956.1	XP_045262051.1
OG0006767	XP_031890172.1	XP_045262050.1
OG0006768	XP_031890173.1	XP_045262049.1
OG0006769	XP_031890011.1	XP_045262048.1
OG0006770	XP_031890009.2	XP_045262046.1
OG0006771	XP_031890010.1	XP_045262045.1
OG0006772	XP_031890119.1	XP_045262044.1
OG0006773	XP_031890019.1	XP_045262043.1
OG0006774	XP_031890117.1	XP_045262042.1
OG0006775	XP_031890012.1	XP_045262041.1
OG0006776	XP_031889965.1	XP_045262040.1
OG0006777	XP_031889959.1	XP_045262059.1
OG0006778	XP_066007870.1	XP_045262058.1
OG0006779	XP_031890220.1	XP_045262057.1
OG0006780	XP_066007871.1	XP_045262056.1
OG0006781	XP_031889952.2	XP_045262055.1
OG0006782	XP_031889951.1	XP_045262054.1
OG0006783	XP_031889954.2	XP_045262053.1
OG0006784	XP_031889953.1	XP_045262052.1
OG0006785	XP_031890245.1	XP_045262036.1
OG0006786	XP_031889968.1	XP_045262035.1
OG0006787	XP_031890188.1	XP_045262034.1
OG0006788	XP_031890207.2	XP_045262033.1
OG0006789	XP_031890186.1	XP_045262032.1
OG0006790	XP_031890187.1	XP_045262031.1
OG0006791	XP_031889949.1	XP_045262060.1
OG0006792	XP_031890205.1	XP_045262030.1
OG0006793	XP_031890206.1	XP_045262029.1
OG0006794	XP_031890195.1	XP_045262025.1
OG0006795	XP_031890194.1	XP_045262026.1
OG0006796	XP_031890185.1	XP_045262027.1
OG0006797	XP_031890184.1	XP_045262028.1
OG0006798	XP_066007861.1	XP_045262021.1
OG0006799	XP_031889970.1	XP_045262017.1
OG0006800	XP_031889971.1	XP_045262018.1
OG0006801	XP_031889972.1	XP_045262019.1
OG0006802	XP_031890156.1	XP_045262010.1
OG0006803	XP_031889973.1	XP_045262011.1
OG0006804	XP_031890007.1	XP_045262007.1
OG0006805	XP_031890159.1	XP_045262005.1
OG0006806	XP_031890225.1	XP_045262002.1
OG0006807	XP_031889939.1	XP_045262001.1
OG0006808	XP_031889944.1	XP_045262000.1
OG0006809	XP_031889943.1	XP_045261999.1
OG0006810	XP_066009084.1, XP_066007233.1, XP_031875666.1	XP_045267151.1
OG0006811	XP_031877390.1	XP_045267624.1
OG0006812	XP_031877409.1	XP_045267615.1
OG0006813	XP_031877408.1	XP_045267616.1
OG0006814	XP_031877407.1	XP_045267617.1
OG0006815	XP_031877424.1	XP_045267618.1
OG0006816	XP_031877423.2	XP_045267619.1
OG0006817	XP_031877439.1	XP_045267611.1
OG0006818	XP_031888998.1	XP_045263299.1
OG0006819	XP_031877393.1	XP_045267603.1
OG0006820	XP_031891135.1	XP_045257096.1
OG0006821	XP_031879283.1	XP_045267821.1
OG0006822	XP_031878996.1	XP_045267026.1
OG0006823	XP_031879368.1	XP_045267754.1
OG0006824	XP_031879367.1	XP_045267755.1
OG0006825	XP_031879369.1	XP_045267756.1
OG0006826	XP_031879388.1	XP_045267758.1
OG0006827	XP_031879266.1	XP_045267759.1
OG0006828	XP_031879267.1	XP_045267783.1
OG0006829	XP_066009967.1	XP_045267785.1
OG0006830	XP_031879396.1	XP_045267786.1
OG0006831	XP_031879290.1	XP_045267787.1
OG0006832	XP_031879288.1	XP_045267788.1
OG0006833	XP_031879313.1	XP_045267789.1
OG0006834	XP_031879291.1	XP_045267790.1
OG0006835	XP_031879350.1	XP_045267770.1
OG0006836	XP_031879351.1	XP_045267771.1
OG0006837	XP_031879272.1	XP_045267772.1
OG0006838	XP_031879348.1	XP_045267773.1
OG0006839	XP_031879319.1	XP_045267774.1
OG0006840	XP_031879320.2	XP_045267775.1
OG0006841	XP_031879394.2	XP_045267776.1
OG0006842	XP_031879315.1	XP_045267778.1
OG0006843	XP_031879365.1	XP_045267750.1
OG0006844	XP_031879271.1	XP_045267769.1
OG0006845	XP_031879312.2	XP_045267743.1
OG0006846	XP_031879294.1	XP_045267734.1
OG0006847	XP_031879297.1	XP_045267735.1
OG0006848	XP_031878864.1	XP_045261731.1
OG0006849	XP_031880922.1	XP_045266111.1
OG0006849	XP_031888122.1	XP_045261411.1
OG0006850	XP_031878247.1	XP_045267686.1
OG0006851	XP_031878201.1	XP_045267688.1
OG0006852	XP_031878200.1	XP_045267689.1
OG0006853	XP_031878205.1	XP_045267691.1
OG0006854	XP_031878194.1	XP_045267697.1
OG0006855	XP_031878195.1	XP_045267698.1
OG0006856	XP_031878227.1	XP_045267699.1
OG0006857	XP_031878253.1	XP_045267700.1
OG0006858	XP_031878226.1	XP_045267701.1
OG0006859	XP_031878230.1	XP_045267702.1
OG0006860	XP_031878228.1	XP_045267705.1
OG0006861	XP_031878254.1	XP_045267706.1
OG0006862	XP_031875553.2	XP_045267714.1
OG0006863	XP_031879380.1	XP_045267718.1
OG0006864	XP_031879311.1	XP_045267741.1
OG0006865	XP_031879391.1	XP_045267740.1
OG0006866	XP_031878214.1	XP_045267633.1
OG0006867	XP_031878216.1	XP_045267632.1
OG0006868	XP_031880082.1	XP_045256898.1
OG0006869	XP_031878239.1	XP_045267660.1
OG0006870	XP_031878243.1	XP_045267658.1
OG0006871	XP_031878224.1	XP_045267657.1
OG0006872	XP_031878242.1	XP_045267656.1
OG0006873	XP_031891048.2	XP_045260689.1
OG0006874	XP_031878245.1	XP_045267667.1
OG0006875	XP_031878218.1	XP_045267671.1
OG0006876	XP_031878189.1	XP_045267670.1
OG0006877	XP_031878250.1	XP_045267677.1
OG0006878	XP_031878249.1	XP_045267678.1
OG0006879	XP_031878204.1	XP_045267680.1
OG0006880	XP_031879332.1	XP_045267812.1
OG0006881	XP_031879318.1	XP_045267811.1
OG0006882	XP_031879328.1	XP_045267809.1
OG0006883	XP_031879299.1	XP_045267808.1
OG0006884	XP_031875604.1	XP_045263915.1
OG0006886	XP_031875605.1	XP_045263918.1
OG0006887	XP_031875592.1	XP_045263919.1
OG0006888	XP_031891435.1	XP_045263896.1
OG0006889	XP_031879930.1	XP_045258186.1
OG0006890	XP_031879405.1	XP_045267822.1
OG0006891	XP_031891645.1	XP_045263886.1
OG0006892	XP_031891646.2	XP_045263887.1
OG0006893	XP_031891439.1	XP_045263888.1
OG0006894	XP_031891438.1	XP_045263889.1
OG0006895	XP_066010010.1	XP_045263885.1
OG0006896	XP_031891379.1	XP_045263873.1
OG0006897	XP_031891385.1	XP_045263874.1
OG0006898	XP_031891384.1	XP_045263875.1
OG0006899	XP_031891387.1	XP_045263876.1
OG0006900	XP_031891381.1	XP_045263877.1
OG0006901	XP_031891380.1	XP_045263878.1
OG0006902	XP_031891382.1	XP_045263879.1
OG0006903	XP_031891651.1	XP_045263881.1
OG0006904	XP_031891652.2	XP_045263882.1
OG0006905	XP_031891649.1	XP_045263883.1
OG0006906	XP_031891285.1	XP_045263872.1
OG0006907	XP_031891282.1	XP_045263871.1
OG0006908	XP_031891284.1	XP_045263870.1
OG0006909	XP_031891290.1	XP_045263869.1
OG0006910	XP_031891287.1	XP_045263868.1
OG0006911	XP_031891288.1	XP_045263867.1
OG0006912	XP_031891280.1	XP_045263866.1
OG0006913	XP_066009645.1	XP_045263865.1
OG0006914	XP_031891536.1	XP_045263864.1
OG0006915	XP_031891535.1	XP_045263863.1
OG0006916	XP_031891533.1	XP_045263855.1
OG0006917	XP_031891534.1	XP_045263856.1
OG0006918	XP_031891316.1	XP_045263850.1
OG0006919	XP_031891315.1	XP_045263851.1
OG0006920	XP_031891314.1	XP_045263852.1
OG0006921	XP_031891311.1	XP_045263854.1
OG0006922	XP_031891318.1	XP_045263848.1
OG0006923	XP_031891319.1	XP_045263847.1
OG0006924	XP_031891564.1	XP_045263840.1
OG0006925	XP_031891565.1	XP_045263841.1
OG0006926	XP_066009655.1	XP_045263842.1
OG0006927	XP_031887050.1	XP_045270422.1
OG0006928	XP_031887048.1	XP_045270420.1
OG0006929	XP_031887047.1	XP_045270419.1
OG0006930	XP_031886988.1	XP_045270418.1
OG0006931	XP_031886989.1	XP_045270417.1
OG0006932	XP_031886987.1	XP_045270416.1
OG0006933	XP_031886924.1	XP_045270415.1
OG0006934	XP_031886935.1	XP_045270413.1
OG0006935	XP_031886984.1	XP_045270412.1
OG0006936	XP_031886985.1	XP_045270411.1
OG0006937	XP_031886954.1	XP_045270407.1
OG0006938	XP_031886956.1	XP_045270405.1
OG0006939	XP_031892132.1, XP_031878819.1	XP_045256657.1
OG0006940	XP_031886878.1	XP_045270402.1
OG0006941	XP_031886952.2	XP_045270403.1
OG0006942	XP_031886879.1	XP_045270401.1
OG0006943	XP_031886880.1	XP_045270400.1
OG0006944	XP_031886881.1	XP_045270399.1
OG0006945	XP_031886874.1	XP_045270398.1
OG0006946	XP_066009449.1	XP_045270397.1
OG0006947	XP_031886876.1	XP_045270396.1
OG0006948	XP_066009448.1	XP_045270395.1
OG0006949	XP_031886882.1	XP_045270394.1
OG0006950	XP_031886883.1	XP_045270393.1
OG0006951	XP_031887007.1	XP_045270392.1
OG0006952	XP_031887006.1	XP_045270391.1
OG0006953	XP_066009347.1	XP_045270329.1
OG0006954	XP_031887004.1	XP_045270389.1
OG0006955	XP_031887011.1	XP_045270388.1
OG0006956	XP_066009596.1	XP_045270386.1
OG0006957	XP_031887003.1	XP_045270385.1
OG0006958	XP_066009523.1	XP_045270384.1
OG0006959	XP_031886834.1	XP_045270383.1
OG0006960	XP_031886830.1	XP_045270382.1
OG0006961	XP_031886831.1	XP_045270381.1
OG0006962	XP_031886836.1	XP_045270380.1
OG0006963	XP_031886865.1	XP_045270377.1
OG0006964	XP_031886828.1	XP_045270376.1
OG0006965	XP_031887122.1	XP_045270374.1
OG0006966	XP_031887120.1	XP_045270373.1
OG0006967	XP_031887124.1	XP_045270372.1
OG0006968	XP_031887123.1	XP_045270371.1
OG0006969	XP_031887103.1	XP_045270367.1
OG0006970	XP_031887102.1	XP_045270366.1
OG0006971	XP_031887101.1	XP_045270365.1
OG0006972	XP_031887105.1	XP_045270364.1
OG0006973	XP_031880706.1	XP_045270363.1
OG0006974	XP_031880707.1	XP_045270362.1
