Orthogroup	Colletotrichum_fructicola	Colletotrichum_karsti
OG0006446	XP_031878691.1	XP_038742564.1
OG0006447	XP_031876563.1	XP_038744053.1
OG0006448	XP_031893262.1	XP_038744083.1
OG0006449	XP_031893261.1	XP_038744082.1
OG0006450	XP_031893264.1	XP_038744081.1
OG0006451	XP_031893263.2	XP_038744080.1
OG0006452	XP_031893266.1	XP_038744079.1
OG0006453	XP_031893265.1	XP_038744078.1
OG0006454	XP_031893268.1	XP_038744077.1
OG0006455	XP_031893605.1	XP_038744075.1
OG0006456	XP_031893499.1	XP_038744167.1
OG0006457	XP_031893599.1	XP_038744169.1
OG0006458	XP_066007152.1	XP_038744171.1
OG0006459	XP_031893603.1	XP_038744173.1
OG0006460	XP_031893245.1	XP_038744166.1
OG0006461	XP_031893247.1	XP_038744163.1
OG0006462	XP_031893380.1	XP_038744153.1
OG0006463	XP_031893379.1	XP_038744154.1
OG0006464	XP_031893388.1	XP_038744155.1
OG0006465	XP_031893387.1	XP_038744156.1
OG0006466	XP_031893239.1	XP_038744157.1
OG0006467	XP_031893240.1	XP_038744158.1
OG0006468	XP_031893241.1	XP_038744159.1
OG0006469	XP_031893242.1	XP_038744160.1
OG0006470	XP_031893383.1	XP_038744152.1
OG0006471	XP_031893031.1	XP_038744146.1
OG0006472	XP_031893280.1	XP_038744117.1
OG0006473	XP_031889222.1	XP_038744587.1
OG0006474	XP_066007197.1	XP_038744121.1
OG0006475	XP_066007229.1	XP_038744123.1
OG0006476	XP_031893027.1	XP_038744125.1
OG0006477	XP_031893257.1	XP_038744126.1
OG0006478	XP_031893258.1	XP_038744127.1
OG0006479	XP_031893251.1	XP_038744128.1
OG0006480	XP_031893252.1	XP_038744129.1
OG0006481	XP_031893250.1	XP_038744131.1
OG0006482	XP_031893255.1	XP_038744132.1
OG0006483	XP_031893256.1	XP_038744133.1
OG0006484	XP_066007215.1	XP_038744134.1
OG0006485	XP_031893254.2	XP_038744135.1
OG0006486	XP_066007214.1	XP_038744136.1
OG0006487	XP_031892940.1	XP_038744114.1
OG0006488	XP_031892934.1	XP_038744113.1
OG0006489	XP_031892941.1	XP_038744112.1
OG0006490	XP_031893303.1	XP_038744110.1
OG0006491	XP_031893302.1	XP_038744109.1
OG0006492	XP_031893305.1	XP_038744108.1
OG0006493	XP_031893304.1	XP_038744107.1
OG0006494	XP_031893307.1	XP_038744106.1
OG0006495	XP_031893309.1	XP_038744104.1
OG0006496	XP_031893308.1	XP_038744103.1
OG0006497	XP_031893310.1	XP_038744101.1
OG0006498	XP_031893585.1	XP_038744100.1
OG0006499	XP_031893586.1	XP_038744099.1
OG0006500	XP_031893587.1	XP_038744098.1
OG0006501	XP_031893588.1	XP_038744097.1
OG0006502	XP_031893590.1	XP_038744095.1
OG0006503	XP_031893591.1	XP_038744094.1
OG0006504	XP_031893593.1	XP_038744093.1
OG0006505	XP_031893613.1	XP_038744091.1
OG0006506	XP_031893236.1	XP_038744090.1
OG0006507	XP_031893232.1	XP_038744089.1
OG0006508	XP_066009902.1	XP_038746939.1, XP_038742329.1
OG0006509	XP_066007116.1	XP_038744180.1
OG0006510	XP_031877100.1	XP_038744185.1
OG0006511	XP_031877101.1	XP_038744187.1
OG0006512	XP_031877118.1	XP_038744188.1
OG0006513	XP_031877116.2	XP_038744189.1
OG0006514	XP_031877117.1	XP_038744190.1
OG0006515	XP_031877115.1	XP_038744192.1
OG0006516	XP_031877141.1	XP_038744196.1
OG0006517	XP_031877104.1	XP_038744197.1
OG0006518	XP_031877157.1	XP_038744198.1
OG0006519	XP_031877140.1	XP_038744199.1
OG0006520	XP_031877163.1	XP_038744211.1
OG0006521	XP_031877164.1	XP_038744210.1
OG0006522	XP_031877165.1	XP_038744209.1
OG0006523	XP_031877125.1	XP_038744204.1
OG0006524	XP_031877167.1	XP_038744205.1
OG0006525	XP_031877166.1	XP_038744206.1, XP_038749168.1
OG0006526	XP_031877121.1	XP_038744250.1
OG0006527	XP_031877120.1	XP_038744248.1
OG0006528	XP_031877153.1	XP_038744247.1
OG0006529	XP_031877105.1	XP_038744239.1
OG0006530	XP_066007168.1	XP_038744238.1
OG0006531	XP_031881889.1	XP_038747954.1
OG0006532	XP_031881885.1	XP_038747955.1
OG0006533	XP_031881886.1	XP_038747956.1
OG0006534	XP_066008328.1	XP_038747948.1
OG0006535	XP_031881731.1	XP_038747949.1
OG0006536	XP_031881732.1	XP_038747950.1
OG0006537	XP_031881882.1	XP_038747951.1
OG0006538	XP_031881888.1	XP_038747953.1
OG0006539	XP_031881800.1	XP_038747946.1
OG0006540	XP_031881801.2	XP_038747947.1
OG0006541	XP_031881887.1	XP_038747957.1
OG0006542	XP_031881776.1	XP_038747958.1
OG0006543	XP_031881775.1	XP_038747959.1
OG0006544	XP_031881778.1	XP_038747961.1
OG0006545	XP_031881777.1	XP_038747962.1
OG0006546	XP_031881783.1	XP_038747963.1
OG0006547	XP_031881829.1	XP_038747964.1
OG0006548	XP_031881831.1	XP_038747966.1
OG0006549	XP_031881830.1	XP_038747967.1
OG0006550	XP_031881825.1	XP_038747968.1
OG0006551	XP_031881824.1	XP_038747969.1
OG0006552	XP_031881826.1	XP_038747971.1
OG0006553	XP_066008546.1	XP_038747972.1
OG0006554	XP_031881832.1	XP_038747973.1
OG0006555	XP_031881781.1	XP_038747974.1
OG0006556	XP_031881782.1	XP_038747976.1
OG0006558	XP_031881744.1	XP_038747985.1
OG0006559	XP_031881840.1	XP_038747986.1
OG0006560	XP_066008532.1	XP_038747988.1
OG0006561	XP_031883317.1	XP_038747989.1
OG0006562	XP_031883320.1	XP_038747990.1
OG0006563	XP_031883318.1	XP_038747992.1
OG0006564	XP_031883324.1	XP_038747993.1
OG0006565	XP_031883325.2	XP_038747994.1
OG0006566	XP_031883435.1	XP_038747995.1
OG0006567	XP_066008403.1	XP_038747996.1
OG0006568	XP_031883441.1	XP_038747998.1
OG0006569	XP_031883440.1	XP_038747999.1
OG0006570	XP_031883439.1	XP_038748000.1
OG0006571	XP_066008402.1	XP_038748001.1
OG0006572	XP_066008401.1	XP_038748002.1
OG0006573	XP_031883437.1	XP_038748003.1
OG0006574	XP_031883433.1	XP_038748005.1
OG0006575	XP_031883306.1	XP_038748006.1
OG0006576	XP_031883377.1	XP_038748007.1
OG0006577	XP_066008330.1	XP_038748008.1
OG0006578	XP_031883305.1	XP_038748009.1
OG0006579	XP_031883379.1	XP_038748010.1
OG0006580	XP_031883329.1	XP_038748012.1
OG0006581	XP_031883330.1	XP_038748013.1
OG0006582	XP_031883331.1	XP_038748014.1
OG0006583	XP_031883405.1	XP_038748015.1
OG0006584	XP_031883446.1	XP_038748016.1
OG0006585	XP_031883445.1	XP_038748017.1
OG0006586	XP_031883447.1	XP_038748019.1
OG0006587	XP_031883403.1	XP_038748022.1
OG0006588	XP_031883341.1	XP_038748023.1
OG0006589	XP_031883342.1	XP_038748024.1
OG0006590	XP_031883339.1	XP_038748025.1
OG0006591	XP_031883340.1	XP_038748026.1
OG0006592	XP_066008508.1	XP_038748027.1
OG0006593	XP_031883335.2	XP_038748029.1
OG0006594	XP_031883336.1	XP_038748035.1
OG0006595	XP_031883238.2	XP_038748030.1
OG0006596	XP_031883233.1	XP_038748031.1
OG0006597	XP_031883334.2	XP_038748033.1
OG0006598	XP_031883333.1	XP_038748034.1
OG0006599	XP_031883351.1	XP_038748036.1
OG0006600	XP_031883349.1	XP_038748037.1
OG0006601	XP_031883348.1	XP_038748038.1
OG0006602	XP_031883344.1	XP_038748039.1
OG0006603	XP_031883245.1	XP_038748041.1
OG0006604	XP_066008487.1	XP_038748042.1
OG0006605	XP_031883240.1	XP_038748043.1
OG0006606	XP_031883236.2	XP_038748045.1
OG0006607	XP_031883237.1	XP_038748046.1
OG0006608	XP_031883242.1	XP_038739575.1
OG0006609	XP_031883364.1	XP_038739576.1
OG0006610	XP_031883363.1	XP_038739577.1
OG0006611	XP_031883365.1	XP_038739578.1
OG0006612	XP_031883359.1	XP_038739579.1
OG0006613	XP_031883358.1	XP_038739580.1
OG0006614	XP_031883347.1	XP_038739582.1
OG0006615	XP_031883346.1	XP_038739583.1
OG0006617	XP_031883248.1	XP_038739625.1
OG0006618	XP_031883247.1	XP_038739624.1
OG0006619	XP_066008561.1	XP_038739623.1
OG0006620	XP_031883249.1	XP_038739622.1
OG0006621	XP_031883251.1	XP_038739621.1
OG0006622	XP_031883395.1	XP_038739620.1
OG0006623	XP_031883355.1	XP_038739619.1
OG0006624	XP_066008560.1	XP_038739617.1
OG0006625	XP_031883353.1	XP_038739616.1
OG0006626	XP_031883391.1	XP_038739615.1
OG0006627	XP_031883354.1	XP_038739614.1
OG0006628	XP_066008544.1	XP_038739613.1
OG0006629	XP_031883393.1	XP_038739612.1
OG0006630	XP_031883394.1	XP_038739611.1
OG0006631	XP_031883413.1	XP_038739610.1
OG0006632	XP_031885401.1	XP_038739587.1
OG0006633	XP_031885398.1	XP_038739588.1
OG0006634	XP_031885399.1	XP_038739589.1
OG0006635	XP_031885404.1	XP_038739590.1
OG0006636	XP_031885405.1	XP_038739591.1
OG0006637	XP_031885402.1	XP_038739592.1
OG0006638	XP_066008458.1	XP_038739593.1
OG0006639	XP_031885546.1	XP_038739595.1
OG0006640	XP_031885550.1	XP_038739596.1
OG0006641	XP_031885548.1	XP_038739597.1
OG0006642	XP_031883382.1	XP_038739598.1
OG0006643	XP_066008497.1	XP_038739599.1
OG0006644	XP_031883279.1	XP_038739600.1
OG0006645	XP_031883280.1	XP_038739601.1
OG0006646	XP_031883281.1	XP_038739602.1
OG0006647	XP_031883282.1	XP_038739603.1
OG0006648	XP_031883284.1	XP_038739605.1
OG0006649	XP_031883285.1	XP_038739606.1
OG0006650	XP_031883286.1	XP_038739607.1
OG0006651	XP_031883277.1	XP_038739608.1
OG0006652	XP_031883278.1	XP_038739609.1
OG0006653	XP_031885407.1	XP_038739586.1
OG0006654	XP_031885406.1	XP_038739626.1
OG0006655	XP_031877789.1	XP_038739627.1
OG0006656	XP_031877784.1	XP_038739628.1
OG0006657	XP_031877770.1	XP_038739629.1
OG0006658	XP_031882644.1	XP_038738797.1
OG0006659	XP_031882645.1	XP_038738798.1
OG0006660	XP_031882649.1	XP_038738799.1
OG0006661	XP_031882648.1	XP_038738801.1
OG0006662	XP_031882703.1	XP_038739633.1
OG0006663	XP_031882702.2	XP_038739632.1
OG0006664	XP_031877769.1	XP_038739630.1
OG0006665	XP_031882647.1	XP_038738796.1
OG0006666	XP_031890561.1	XP_038745266.1
OG0006667	XP_031890563.1	XP_038745267.1
OG0006668	XP_031890557.1	XP_038745268.1
OG0006669	XP_031890559.1	XP_038745270.1
OG0006670	XP_031890555.1	XP_038745273.1
OG0006671	XP_031890430.1	XP_038745274.1
OG0006672	XP_031890429.1	XP_038745275.1
OG0006673	XP_031890431.1	XP_038745277.1
OG0006674	XP_031890434.1	XP_038745278.1
OG0006675	XP_066007992.1	XP_038745279.1
OG0006676	XP_031890436.1	XP_038745280.1
OG0006677	XP_031890438.1	XP_038745281.1
OG0006678	XP_031890437.2	XP_038745282.1
OG0006679	XP_031890617.1	XP_038745283.1
OG0006680	XP_031890618.1	XP_038745284.1
OG0006681	XP_031890615.1	XP_038745285.1
OG0006682	XP_031890616.1	XP_038745286.1
OG0006683	XP_031890621.1	XP_038745287.1
OG0006684	XP_031890619.1	XP_038745288.1
OG0006685	XP_031890623.1	XP_038745290.1
OG0006686	XP_031890624.1	XP_038745291.1
OG0006687	XP_031890446.1	XP_038745292.1
OG0006688	XP_031890445.1	XP_038745293.1
OG0006689	XP_031890444.1	XP_038745294.1
OG0006690	XP_066007914.1	XP_038745295.1
OG0006691	XP_031890442.1	XP_038745296.1
OG0006692	XP_031890441.1	XP_038745297.1
OG0006693	XP_031890440.1	XP_038745298.1
OG0006694	XP_031890447.1	XP_038745301.1
OG0006695	XP_031890626.1	XP_038745302.1
OG0006696	XP_031890627.1	XP_038745303.1
OG0006697	XP_066008021.1	XP_038745304.1
OG0006698	XP_031890630.1	XP_038745305.1
OG0006699	XP_031890631.1	XP_038745306.1
OG0006700	XP_031890632.1	XP_038745307.1
OG0006701	XP_031890633.1	XP_038745308.1
OG0006702	XP_031890634.1	XP_038745309.1
OG0006703	XP_031890635.1	XP_038745310.1
OG0006704	XP_031890459.1	XP_038745311.1
OG0006705	XP_031890461.1	XP_038745312.1
OG0006706	XP_066007879.1	XP_038745313.1
OG0006707	XP_031890462.1	XP_038745314.1
OG0006708	XP_031890428.1	XP_038745315.1
OG0006709	XP_031890427.1	XP_038745316.1
OG0006710	XP_031886626.1	XP_038745318.1
OG0006711	XP_031886770.1	XP_038745319.1
OG0006712	XP_031886604.1	XP_038745321.1
OG0006713	XP_031886603.1	XP_038745323.1
OG0006714	XP_031886610.1	XP_038745325.1
OG0006715	XP_031886581.1	XP_038745326.1
OG0006716	XP_031886579.1	XP_038745327.1
OG0006717	XP_031886580.1	XP_038745328.1
OG0006718	XP_031886732.1	XP_038745332.1
OG0006719	XP_031886631.1	XP_038745339.1
OG0006720	XP_066008043.1	XP_038745338.1
OG0006721	XP_031886633.1	XP_038745336.1
OG0006722	XP_031886627.1	XP_038745335.1
OG0006723	XP_031886628.1	XP_038745334.1
OG0006724	XP_031886714.1	XP_038745333.1
OG0006725	XP_031890277.1	XP_038745346.1
OG0006726	XP_066007985.1	XP_038745347.1
OG0006727	XP_031890279.1	XP_038745348.1
OG0006728	XP_031890274.1	XP_038745349.1
OG0006729	XP_031890276.1	XP_038745353.1
OG0006730	XP_031890275.1	XP_038745354.1
OG0006731	XP_031890036.1	XP_038745355.1
OG0006732	XP_031890031.1	XP_038745356.1
OG0006733	XP_031890030.2	XP_038745357.1
OG0006734	XP_031890029.1	XP_038745358.1
OG0006735	XP_031890035.1	XP_038745360.1
OG0006736	XP_031890034.1	XP_038745361.1
OG0006737	XP_031890033.1	XP_038745362.1
OG0006738	XP_031890032.1	XP_038745363.1
OG0006739	XP_031890229.1	XP_038745364.1
OG0006740	XP_031890230.1	XP_038745365.1
OG0006741	XP_031890235.1	XP_038745366.1
OG0006742	XP_031890237.1	XP_038745368.1
OG0006743	XP_031890232.1	XP_038745371.1
OG0006744	XP_031890233.1	XP_038745372.1
OG0006745	XP_031889979.1	XP_038745373.1
OG0006746	XP_031889986.1	XP_038745375.1
OG0006747	XP_031889989.1	XP_038745376.1
OG0006748	XP_031889985.1	XP_038739057.1
OG0006749	XP_031890192.1	XP_038739059.1
OG0006750	XP_031890299.1	XP_038739060.1
OG0006751	XP_031890201.1	XP_038739061.1
OG0006752	XP_031890202.1	XP_038739062.1
OG0006753	XP_031890200.1	XP_038739063.1
OG0006754	XP_031890197.1	XP_038739064.1
OG0006755	XP_031889999.1	XP_038739066.1
OG0006757	XP_031889993.1	XP_038739067.1
OG0006758	XP_031889997.2	XP_038739068.1
OG0006759	XP_031889992.1	XP_038739069.1
OG0006760	XP_031889995.2	XP_038739072.1
OG0006761	XP_031890211.1	XP_038739073.1
OG0006762	XP_031890208.1	XP_038739075.1
OG0006763	XP_031889947.1	XP_038739077.1
OG0006764	XP_031890209.1	XP_038739078.1
OG0006765	XP_031890241.1	XP_038739081.1
OG0006766	XP_031889956.1	XP_038739085.1
OG0006767	XP_031890172.1	XP_038739084.1
OG0006768	XP_031890173.1	XP_038739083.1
OG0006769	XP_031890011.1	XP_038739082.1
OG0006770	XP_031890009.2	XP_038739717.1
OG0006771	XP_031890010.1	XP_038739718.1
OG0006772	XP_031890119.1	XP_038739719.1
OG0006773	XP_031890019.1	XP_038739720.1
OG0006774	XP_031890117.1	XP_038739721.1
OG0006775	XP_031890012.1	XP_038739722.1
OG0006776	XP_031889965.1	XP_038739094.1
OG0006777	XP_031889959.1	XP_038739093.1
OG0006778	XP_066007870.1	XP_038739092.1
OG0006779	XP_031890220.1	XP_038739091.1
OG0006780	XP_066007871.1	XP_038739090.1
OG0006781	XP_031889952.2	XP_038739089.1
OG0006782	XP_031889951.1	XP_038739088.1
OG0006783	XP_031889954.2	XP_038739087.1
OG0006784	XP_031889953.1	XP_038739086.1
OG0006785	XP_031890245.1	XP_038739707.1
OG0006786	XP_031889968.1	XP_038739708.1
OG0006787	XP_031890188.1	XP_038739709.1
OG0006788	XP_031890207.2	XP_038739710.1
OG0006789	XP_031890186.1	XP_038739711.1
OG0006790	XP_031890187.1	XP_038739712.1
OG0006791	XP_031889949.1	XP_038739080.1
OG0006792	XP_031890205.1	XP_038739713.1
OG0006793	XP_031890206.1	XP_038739706.1
OG0006794	XP_031890195.1	XP_038739676.1
OG0006795	XP_031890194.1	XP_038739701.1
OG0006796	XP_031890185.1	XP_038739702.1
OG0006797	XP_031890184.1	XP_038739703.1
OG0006798	XP_066007861.1	XP_038739431.1
OG0006799	XP_031889970.1	XP_038739421.1
OG0006800	XP_031889971.1	XP_038739422.1
OG0006801	XP_031889972.1	XP_038739423.1
OG0006802	XP_031890156.1	XP_038739420.1
OG0006803	XP_031889973.1	XP_038739418.1
OG0006804	XP_031890007.1	XP_038739415.1
OG0006805	XP_031890159.1	XP_038739413.1
OG0006806	XP_031890225.1	XP_038739412.1
OG0006807	XP_031889939.1	XP_038739411.1
OG0006808	XP_031889944.1	XP_038739410.1
OG0006809	XP_031889943.1	XP_038739409.1
OG0006811	XP_031877390.1	XP_038746875.1
OG0006812	XP_031877409.1	XP_038746868.1
OG0006813	XP_031877408.1	XP_038746869.1
OG0006814	XP_031877407.1	XP_038746870.1
OG0006815	XP_031877424.1	XP_038746871.1
OG0006816	XP_031877423.2	XP_038746872.1
OG0006817	XP_031877439.1	XP_038746866.1
OG0006818	XP_031888998.1	XP_038746568.1
OG0006819	XP_031877393.1	XP_038746864.1
OG0006820	XP_031891135.1	XP_038747558.1
OG0006821	XP_031879283.1	XP_038747304.1
OG0006822	XP_031878996.1	XP_038746060.1
OG0006823	XP_031879368.1	XP_038746961.1
OG0006824	XP_031879367.1	XP_038746960.1
OG0006825	XP_031879369.1	XP_038746959.1
OG0006826	XP_031879388.1	XP_038746957.1
OG0006827	XP_031879266.1	XP_038746982.1
OG0006828	XP_031879267.1	XP_038746986.1
OG0006829	XP_066009967.1	XP_038746987.1
OG0006830	XP_031879396.1	XP_038746988.1
OG0006831	XP_031879290.1	XP_038746990.1
OG0006832	XP_031879288.1	XP_038746991.1
OG0006833	XP_031879313.1	XP_038746992.1
OG0006834	XP_031879291.1	XP_038746993.1
OG0006835	XP_031879350.1	XP_038746973.1
OG0006836	XP_031879351.1	XP_038746972.1
OG0006837	XP_031879272.1	XP_038746971.1
OG0006838	XP_031879348.1	XP_038746970.1
OG0006839	XP_031879319.1	XP_038746969.1
OG0006840	XP_031879320.2	XP_038746968.1
OG0006841	XP_031879394.2	XP_038746967.1
OG0006842	XP_031879315.1	XP_038746965.1
OG0006843	XP_031879365.1	XP_038749817.1, XP_038746962.1
OG0006844	XP_031879271.1	XP_038746974.1
OG0006845	XP_031879312.2	XP_038746978.1
OG0006846	XP_031879294.1	XP_038746954.1
OG0006847	XP_031879297.1	XP_038746953.1
OG0006848	XP_031878864.1	XP_038746044.1
OG0006850	XP_031878247.1	XP_038746921.1
OG0006851	XP_031878201.1	XP_038746922.1
OG0006852	XP_031878200.1	XP_038746923.1
OG0006853	XP_031878205.1	XP_038746924.1
OG0006854	XP_031878194.1	XP_038746926.1
OG0006855	XP_031878195.1	XP_038746930.1
OG0006856	XP_031878227.1	XP_038746931.1
OG0006857	XP_031878253.1	XP_038746932.1
OG0006858	XP_031878226.1	XP_038746933.1
OG0006859	XP_031878230.1	XP_038746934.1
OG0006860	XP_031878228.1	XP_038746936.1
OG0006861	XP_031878254.1	XP_038746937.1
OG0006862	XP_031875553.2	XP_038746940.1
OG0006863	XP_031879380.1	XP_038746943.1
OG0006864	XP_031879311.1	XP_038746947.1
OG0006865	XP_031879391.1	XP_038746948.1
OG0006866	XP_031878214.1	XP_038746883.1
OG0006867	XP_031878216.1	XP_038746882.1
OG0006868	XP_031880082.1	XP_038747810.1
OG0006869	XP_031878239.1	XP_038746902.1
OG0006870	XP_031878243.1	XP_038746900.1
OG0006871	XP_031878224.1	XP_038746899.1
OG0006872	XP_031878242.1	XP_038746898.1
OG0006873	XP_031891048.2	XP_038747578.1
OG0006874	XP_031878245.1	XP_038746910.1
OG0006875	XP_031878218.1	XP_038746908.1
OG0006876	XP_031878189.1	XP_038746907.1
OG0006877	XP_031878250.1	XP_038746915.1
OG0006878	XP_031878249.1	XP_038746917.1
OG0006879	XP_031878204.1	XP_038746918.1
OG0006880	XP_031879332.1	XP_038747309.1
OG0006881	XP_031879318.1	XP_038747310.1
OG0006882	XP_031879328.1	XP_038747313.1
OG0006883	XP_031879299.1	XP_038747312.1
OG0006884	XP_031875604.1	XP_038747349.1
OG0006885	XP_031875599.1	XP_038743379.1, XP_038747350.1
OG0006886	XP_031875605.1	XP_038747351.1
OG0006887	XP_031875592.1	XP_038747352.1
OG0006888	XP_031891435.1	XP_038747336.1
OG0006889	XP_031879930.1	XP_038747330.1
OG0006890	XP_031879405.1	XP_038747329.1
OG0006891	XP_031891645.1	XP_038747331.1
OG0006892	XP_031891646.2	XP_038747332.1
OG0006893	XP_031891439.1	XP_038747333.1
OG0006894	XP_031891438.1	XP_038747334.1
OG0006895	XP_066010010.1	XP_038747386.1
OG0006896	XP_031891379.1	XP_038747371.1
OG0006897	XP_031891385.1	XP_038747372.1
OG0006898	XP_031891384.1	XP_038747373.1
OG0006899	XP_031891387.1	XP_038747374.1
OG0006900	XP_031891381.1	XP_038747376.1
OG0006901	XP_031891380.1	XP_038747377.1
OG0006902	XP_031891382.1	XP_038747379.1
OG0006903	XP_031891651.1	XP_038747382.1
OG0006904	XP_031891652.2	XP_038747383.1
OG0006905	XP_031891649.1	XP_038747384.1
OG0006906	XP_031891285.1	XP_038747357.1
OG0006907	XP_031891282.1	XP_038747356.1
OG0006908	XP_031891284.1	XP_038747358.1
OG0006909	XP_031891290.1	XP_038747360.1
OG0006910	XP_031891287.1	XP_038747361.1
OG0006911	XP_031891288.1	XP_038747362.1
OG0006912	XP_031891280.1	XP_038747363.1
OG0006913	XP_066009645.1	XP_038747364.1
OG0006914	XP_031891536.1	XP_038747365.1
OG0006915	XP_031891535.1	XP_038747366.1
OG0006916	XP_031891533.1	XP_038747408.1
OG0006917	XP_031891534.1	XP_038747409.1
OG0006918	XP_031891316.1	XP_038747403.1
OG0006919	XP_031891315.1	XP_038747404.1
OG0006920	XP_031891314.1	XP_038747405.1
OG0006921	XP_031891311.1	XP_038747406.1
OG0006922	XP_031891318.1	XP_038747402.1
OG0006923	XP_031891319.1	XP_038747401.1
OG0006924	XP_031891564.1	XP_038747394.1
OG0006925	XP_031891565.1	XP_038747396.1
OG0006926	XP_066009655.1	XP_038747397.1
OG0006927	XP_031887050.1	XP_038750651.1
OG0006928	XP_031887048.1	XP_038750620.1
OG0006929	XP_031887047.1	XP_038750621.1
OG0006930	XP_031886988.1	XP_038750622.1
OG0006931	XP_031886989.1	XP_038750623.1
OG0006932	XP_031886987.1	XP_038750624.1
OG0006933	XP_031886924.1	XP_038750625.1
OG0006934	XP_031886935.1	XP_038750627.1
OG0006935	XP_031886984.1	XP_038750628.1
OG0006936	XP_031886985.1	XP_038750629.1
OG0006937	XP_031886954.1	XP_038750632.1
OG0006938	XP_031886956.1	XP_038750633.1
OG0006939	XP_031892132.1, XP_031878819.1	XP_038750932.1
OG0006940	XP_031886878.1	XP_038750639.1
OG0006941	XP_031886952.2	XP_038750636.1
OG0006942	XP_031886879.1	XP_038750640.1
OG0006943	XP_031886880.1	XP_038750641.1
OG0006944	XP_031886881.1	XP_038750642.1
OG0006945	XP_031886874.1	XP_038750643.1
OG0006946	XP_066009449.1	XP_038750644.1
OG0006947	XP_031886876.1	XP_038750645.1
OG0006948	XP_066009448.1	XP_038750646.1
OG0006949	XP_031886882.1	XP_038750647.1
OG0006950	XP_031886883.1	XP_038750648.1
OG0006951	XP_031887007.1	XP_038750649.1
OG0006952	XP_031887006.1	XP_038750650.1
OG0006953	XP_066009347.1	XP_038750578.1
OG0006954	XP_031887004.1	XP_038750446.1
OG0006955	XP_031887011.1	XP_038750447.1
OG0006956	XP_066009596.1	XP_038750449.1
OG0006957	XP_031887003.1	XP_038750450.1
OG0006958	XP_066009523.1	XP_038750451.1
OG0006959	XP_031886834.1	XP_038750452.1
OG0006960	XP_031886830.1	XP_038750453.1
OG0006961	XP_031886831.1	XP_038750454.1
OG0006962	XP_031886836.1	XP_038750455.1
OG0006963	XP_031886865.1	XP_038750457.1
OG0006964	XP_031886828.1	XP_038750458.1
OG0006965	XP_031887122.1	XP_038750460.1
OG0006966	XP_031887120.1	XP_038750461.1
OG0006967	XP_031887124.1	XP_038750462.1
OG0006968	XP_031887123.1	XP_038750463.1
OG0006969	XP_031887103.1	XP_038750607.1
OG0006970	XP_031887102.1	XP_038750606.1
OG0006971	XP_031887101.1	XP_038750604.1
OG0006972	XP_031887105.1	XP_038750605.1
OG0006973	XP_031880706.1	XP_038750603.1
OG0006974	XP_031880707.1	XP_038750602.1
OG0006975	XP_031880749.1	XP_038750601.1
OG0006976	XP_031880637.1	XP_038750600.1
OG0006977	XP_031880763.1	XP_038750599.1
OG0006978	XP_031880762.1	XP_038750612.1
OG0006979	XP_031880764.1	XP_038750613.1
OG0006980	XP_031880743.1	XP_038750615.1
OG0006981	XP_031880760.1	XP_038750616.1
OG0006982	XP_031880683.1	XP_038750598.1
OG0006983	XP_031880680.1	XP_038750597.1
OG0006984	XP_031880681.2	XP_038750596.1
OG0006985	XP_031880679.1	XP_038750595.1
OG0006986	XP_031880708.1	XP_038750594.1
OG0006987	XP_031880677.1	XP_038750593.1
OG0006988	XP_031880678.1	XP_038750592.1
OG0006989	XP_031880684.1	XP_038750591.1
OG0006990	XP_031880664.1	XP_038750589.1
OG0006991	XP_031880663.1	XP_038750588.1
OG0006992	XP_031880758.1	XP_038750587.1
OG0006993	XP_031880662.2	XP_038750586.1
OG0006994	XP_031880661.1	XP_038750585.1
OG0006995	XP_031880751.1	XP_038750583.1
OG0006996	XP_031880757.1	XP_038750582.1
OG0006997	XP_031880739.1	XP_038750580.1
OG0006998	XP_031891529.1	XP_038750524.1
OG0006999	XP_031891532.1	XP_038750525.1
OG0007000	XP_031891531.1	XP_038750526.1
OG0007001	XP_031891526.1	XP_038750527.1
OG0007002	XP_031891525.1	XP_038750528.1
OG0007003	XP_031891528.1	XP_038750529.1
OG0007004	XP_031891524.1	XP_038750530.1
OG0007005	XP_031891240.1	XP_038750531.1
OG0007006	XP_031891241.1	XP_038750532.1
OG0007007	XP_066009550.1	XP_038750533.1
OG0007008	XP_031891243.2	XP_038750534.1
OG0007009	XP_031891244.1	XP_038750535.1
OG0007010	XP_031891246.1	XP_038750537.1
OG0007011	XP_031891248.1	XP_038750538.1
OG0007012	XP_031891249.1	XP_038750539.1
OG0007013	XP_031891497.1	XP_038750541.1
OG0007014	XP_031891495.1	XP_038750543.1
OG0007015	XP_031891494.1	XP_038750544.1
OG0007016	XP_031891493.1	XP_038744319.1
OG0007017	XP_031891492.1	XP_038744318.1
OG0007018	XP_031891500.1	XP_038744316.1
OG0007019	XP_031891200.1	XP_038744314.1
OG0007020	XP_031891203.1	XP_038744313.1
OG0007021	XP_031891202.1	XP_038744312.1
OG0007022	XP_031891205.2	XP_038744311.1
OG0007023	XP_031891204.1	XP_038744310.1
OG0007024	XP_031891207.1	XP_038744309.1
OG0007025	XP_031891206.1	XP_038744308.1
OG0007026	XP_066009412.1	XP_038744307.1
OG0007027	XP_031891452.1	XP_038744304.1
OG0007028	XP_031891457.1	XP_038744303.1
OG0007029	XP_031891455.1	XP_038744302.1
OG0007030	XP_031891456.1	XP_038744301.1
